	SchirmerM_2016__G88826__bin.15	LeChatelierE_2013__MH0125__bin.25	CM_madagascar__A27_02_1FE__bin.18	LeChatelierE_2013__MH0077__bin.23	XieH_2016__YSZC12003_37583__bin.34	SchirmerM_2016__G88820__bin.25	SchirmerM_2016__G88863__bin.21	LeChatelierE_2013__MH0431__bin.18	ZeeviD_2015__PNP_Main_640__bin.3	LeChatelierE_2013__MH0111__bin.22	VatanenT_2016__G69170__bin.2	KarlssonFH_2013__S198__bin.15	LiJ_2014__MH0364__bin.50	BritoIL_2016__W1.9.ST__bin.62	ZeeviD_2015__PNP_Main_749__bin.39	VatanenT_2016__G80409__bin.3	ZeeviD_2015__PNP_Main_82__bin.1	Bengtsson-PalmeJ_2015__TRAVELRES7__bin.47	FengQ_2015__SID532779__bin.88	SchirmerM_2016__G89093__bin.27	ZeeviD_2015__PNP_Main_25__bin.9	NielsenHB_2014__O2_UC57_2__bin.33	Bengtsson-PalmeJ_2015__TRAVELRES4__bin.85	ZeeviD_2015__PNP_DietIntervention_35__bin.69	ZeeviD_2015__PNP_Validation_33__bin.5	NielsenHB_2014__O2_UC57_0__bin.17	ZeeviD_2015__PNP_Main_409__bin.44	CosteaPI_2017__SID713B040-11-0-0__bin.75	ChengpingW_2017__AS9raw__bin.10	ZeeviD_2015__PNP_Main_359__bin.26	CM_madagascar__V30_01_1FE__bin.40	NielsenHB_2014__MH0111__bin.30	NielsenHB_2014__V1_UC43_0__bin.58	CM_madagascar__A42_02_1FE__bin.10	NielsenHB_2014__MH0060__bin.19	Bengtsson-PalmeJ_2015__TRAVELRES20__bin.85	LiJ_2017__H2M514903__bin.46	ZeeviD_2015__PNP_Main_40__bin.3	LeChatelierE_2013__MH0161__bin.61	LeChatelierE_2013__MH0060__bin.19	Bengtsson-PalmeJ_2015__TRAVELRES19__bin.62	CosteaPI_2017__SID713A057-11-0-0__bin.57	SchirmerM_2016__G89251__bin.2	LiJ_2017__H1M513730__bin.47
VatanenT_2016__G69170__bin.2	0.6948196617892769	0.6561043826130164	0.8513948531971118	0.7465976062308715	0.8637075312872688	0.8205648264070102	0.4116971713739774	0.6547519467233531	0.6310283557898458	0.7331495603311475	1.0	0.8085489210826101	0.7964855321156888	0.6632896752330832	0.832116918294642	0.9062443957642895	0.7195501603208877	0.7804992311465562	0.8737651603187678	0.6059870937763784	0.852087181663513	0.679117414753083	0.8235863971235088	0.7939438853575285	0.8676105171180651	0.698352953546159	0.816888659761471	0.8281575456383519	0.8367554766234212	0.8514330096955662	0.7367727318399445	0.660335514330521	0.7710351476465708	0.5545453504822769	0.7186827359226898	0.8328715690418522	0.5972094032874791	0.8478717365064843	0.7857224318238764	0.8576508230992659	0.8574719115176238	0.8341900880440004	0.6485820409232685	0.8049762009439918
KarlssonFH_2013__S198__bin.15	0.6848503575993831	0.6358780816756286	0.8598535268701338	0.7322996228567806	0.868982347161918	0.8217980681534068	0.4001917408804234	0.6429746070984622	0.6156880662870584	0.7619780827320523	0.8394737954130088	1.0	0.7856873091834902	0.6731042478792296	0.8327465780679422	0.8774236117713758	0.7155997668825292	0.8031204991953573	0.8774799543625011	0.6102347197132162	0.8570196706071266	0.6947794187557443	0.8185438433394254	0.797695764093571	0.8674448106712868	0.69122455339693	0.8187089095243629	0.8358379375794519	0.829329487951489	0.8430836828334689	0.7438696619796674	0.6637372921046423	0.7681792891677847	0.5458179711737218	0.6967368836208566	0.8373512643629589	0.5759674198966818	0.8659882666553982	0.7871685030829961	0.8394016064681294	0.8788669504924694	0.8490322279621237	0.6508467235022555	0.8144928990728122
LiJ_2014__MH0364__bin.50	0.7231159883845627	0.6783821941389414	0.9039390469298728	0.7939159764483394	0.8925287635005212	0.8814401985889146	0.4424277718614727	0.6642312419453806	0.6531482721384303	0.7704589664349671	0.8759490696273474	0.8322424433449027	1.0	0.7135604821488186	0.8614260429741338	0.901798453140066	0.7694891482945189	0.8171855504557213	0.913762185671683	0.6425101131516665	0.9199154020175947	0.7045626213438322	0.8600421870891095	0.8140816661475653	0.9260965938867887	0.7272759486966204	0.8585496929220061	0.8815548982343715	0.8621729894457676	0.8805337916345726	0.7870796910756216	0.7189648869882111	0.7942241734631647	0.5753767836727386	0.7332002320103398	0.8631045743710636	0.6308643690680235	0.8990936862974022	0.8197229304174135	0.9001679463914373	0.8879612930659868	0.8819605433219628	0.6876192456679903	0.8512126456825375
BritoIL_2016__W1.9.ST__bin.62	0.7198523801719218	0.6794937295482675	0.9124041347115706	0.803016824817312	0.9213901809077603	0.8790393407972149	0.43006199806715234	0.6672958782871127	0.6499177691999027	0.7852594932774202	0.8841964270576068	0.8642253632566788	0.8649188147461583	1.0	0.8911818063648335	0.9077477803335575	0.7795542016830469	0.8111850842936346	0.9113139408051272	0.6681656597396872	0.921799922007901	0.7237700702494052	0.8695118711887013	0.8313381296590389	0.9299664860038092	0.7434144714904969	0.8895360600426131	0.9044167264794479	0.8789726519009161	0.8996151259459367	0.8285677146619495	0.7363228420773026	0.8417562916452377	0.5733165292385597	0.7441158352219102	0.8910489937323741	0.6347053537619884	0.9039872047744728	0.8419495764124765	0.9019763650030236	0.8937301134276397	0.8981598385902646	0.6903934079721489	0.8647176177369857
ZeeviD_2015__PNP_Main_749__bin.39	0.7195773768584632	0.6830920366893614	0.8887649145173787	0.7729869566971777	0.9008787873704522	0.8656896619731209	0.4294800678075835	0.6756747321541512	0.643807525481116	0.7687129389799755	0.889858921598275	0.8577264873486447	0.8376331181740736	0.7149202526417346	1.0	0.9210664596833682	0.7670340710891513	0.8178738904079653	0.9209984526124463	0.6322735262527696	0.9068194317057126	0.7073256763416548	0.8581422372422135	0.8312313858979631	0.9079556031705803	0.7311961582352255	0.8734388410144297	0.8801701808942749	0.8707385069183593	0.9325193038070811	0.7759416372384959	0.7052809304092711	0.8174041882381318	0.5696857121224418	0.7260521033906966	0.8706024927765156	0.6354911674683189	0.9046314175439201	0.8321163845808929	0.881460048339426	0.8950863984498015	0.8842515119105318	0.6843805439930941	0.8372930828194644
VatanenT_2016__G80409__bin.3	0.6811190359684602	0.6182342347643499	0.8120296444034265	0.7163848662409336	0.8336799383079276	0.7833553735900946	0.3914446381784734	0.6271353756960488	0.5922338290584526	0.6960066616288937	0.8275026014729292	0.77167158572163	0.748742621417555	0.6217899682248663	0.786462817519062	1.0	0.6899648181756242	0.7513111888111889	0.8338735002818263	0.5826134118317466	0.8128786072209456	0.6521431955997944	0.8008061469088927	0.7445496819389645	0.8371617310944149	0.666547690573377	0.7702566476924315	0.7885428344905758	0.8028257725445502	0.807064005525033	0.6977475580221373	0.6199642916870552	0.7264497017597106	0.5257495493877248	0.6930560028987841	0.789775050016414	0.565741775938853	0.8031281163477798	0.738990582048598	0.8208738781147993	0.8112999157618289	0.7952981473796354	0.612519511046969	0.7719344428821843
ZeeviD_2015__PNP_Main_82__bin.1	0.7011474709790727	0.6467640984237323	0.8588577771859123	0.7588119294524759	0.8609693282103119	0.8268827914734027	0.42747335745458104	0.6520034181868573	0.6389336200495628	0.7243789548584101	0.8340100747077268	0.7988763619798948	0.8109830137341726	0.6778147584492753	0.83135798234592	0.8758165245452451	1.0	0.7829303925263772	0.8749855650892852	0.6269001870764429	0.8693806428215864	0.6765179506407135	0.8305314455009024	0.7921068188306911	0.8800312727733751	0.6991302689881115	0.8243854904945805	0.8458430159847902	0.8316911523702492	0.85351575456868	0.7326222102538726	0.6701031991693354	0.7647755746077267	0.5482843463651298	0.7268909978737069	0.8265766485159438	0.5853993887951677	0.8678351859978172	0.7761834538331015	0.8626155222833253	0.8459589866717249	0.8468130419848284	0.6586864747220758	0.8079210927583677
Bengtsson-PalmeJ_2015__TRAVELRES7__bin.47	0.6708106213578012	0.6289809167093878	0.8399555525331046	0.7353252738514977	0.8343359733280324	0.7957343335321176	0.3856297276655402	0.641818196084996	0.5907079684595613	0.7430887589234959	0.8025344123483398	0.795373383134026	0.7640308568997325	0.6256992324136945	0.7863949599467118	0.846032422761846	0.6945509567801132	1.0	0.8394206658924542	0.5758100459296304	0.8147762107531832	0.67757844132202	0.7923332042979253	0.7445430228462421	0.8360631297015098	0.6890094091224546	0.7867798865185898	0.7924439306277747	0.7935333207785369	0.810574277314529	0.7040708055645648	0.648149213755872	0.7559434755164032	0.5287509198132125	0.6771738978806806	0.8101793243427041	0.5748850015519124	0.8075458686001054	0.7470348011982856	0.8113537209277994	0.8359864059453936	0.8027266576690626	0.6130690199935134	0.7585987277806259
FengQ_2015__SID532779__bin.88	0.7028673373734173	0.6537121572199998	0.8667779010047398	0.7540949584769148	0.8797365363541543	0.834480746887419	0.4118764935767946	0.6504275260426982	0.6271582597272283	0.7372472471976869	0.8503304022920215	0.8224875727809244	0.8085841057023276	0.6652968669544896	0.8381371219022722	0.8887285288021018	0.7346553550916941	0.7944772316182781	1.0	0.616667739401381	0.8665625288813192	0.6850723188233585	0.8550351691950199	0.7883696577811226	0.8926308076207075	0.7021444792120516	0.8302706757238484	0.841458061023752	0.8337995603438032	0.8607235513130272	0.7397632226931252	0.6684280145495834	0.768630101266157	0.5603487543074425	0.709983281842067	0.8393328085185039	0.588638419086096	0.8593294087746399	0.7950907533568344	0.8665377734648341	0.8617455374235883	0.8532754716732021	0.6408995788278475	0.8158250650242272
SchirmerM_2016__G89093__bin.27	0.6834904633521443	0.6347634118704333	0.8206384558277654	0.7198089879487136	0.8217419941836774	0.794976304904801	0.4325686153021753	0.6169482726861698	0.6135946771159525	0.7009377564177705	0.7978442766158157	0.773839386885923	0.7691902361694883	0.6599231932838778	0.7784360678980301	0.8400617356308365	0.7121031978610223	0.7372975869517893	0.834282253517982	1.0	0.8271123242404452	0.6627844667347657	0.7897622675843283	0.737236186233959	0.8405121936243727	0.6758192809417753	0.7867452595854894	0.7980022439171425	0.7905359166289889	0.8088137939503547	0.7099257051314255	0.6459645773676954	0.7358228533471765	0.5544797405540578	0.6826582045313729	0.7897700822211431	0.5367706571551373	0.8039497407215143	0.7344631065414092	0.8231709563440897	0.8113005230224782	0.8035210520733906	0.6272501967613913	0.7875362124688112
ZeeviD_2015__PNP_Main_25__bin.9	0.7220704484536398	0.6661785936685302	0.8980522786880808	0.7829702553496615	0.9036584950466341	0.866828561921223	0.42311212694730643	0.6794080939475746	0.6441174903644521	0.7690782975058931	0.8776684987235573	0.850230004218418	0.8615756271512404	0.7122584781030918	0.8734347966207241	0.9169552454673842	0.772584912037688	0.8161944454876465	0.9171775202863983	0.6470773699779646	1.0	0.714581228127328	0.875427409585678	0.8203242155532984	0.9246759110865789	0.7299959213225745	0.8668543265859024	0.8842227674044677	0.8591354077236351	0.8955260314818001	0.7774705911636808	0.6972708669765996	0.805914780969782	0.5731699009326808	0.7415721161698162	0.8708312554204051	0.624461234660199	0.9080825936545561	0.8160105993210356	0.8903661115182026	0.8952718783488606	0.8820532953006125	0.6760438401053643	0.8441857885603142
NielsenHB_2014__O2_UC57_2__bin.33	0.7080145847081768	0.678321652540342	0.8581261609911197	0.7822405950173302	0.8740912866217483	0.8406610624842985	0.4200213725067823	0.6796093750411466	0.6277707759146911	0.7859109991515252	0.8436499480434255	0.8313109857739581	0.795858852973691	0.6744853455072705	0.8216749240665066	0.8872302695369098	0.7250809895818247	0.8186265241341317	0.874502093799919	0.6253670272465227	0.8618318524085677	1.0	0.8315069091973933	0.780588939490736	0.8735187899516564	0.7906405484591834	0.8236178313489064	0.836195904463104	0.8289330442233928	0.8461363848230975	0.7275395125404158	0.714450563832852	0.7950630457349525	0.5673784339925033	0.7274131103317478	0.8316543784408393	0.5833951738583378	0.8503334648267421	0.7850688444362751	0.8407416438923243	0.8599036920505124	0.8425671024558369	0.6622274913216983	0.8046891006008845
Bengtsson-PalmeJ_2015__TRAVELRES4__bin.85	0.7168531896981104	0.651854578152342	0.8767493421371616	0.7519991537040873	0.8766096151557493	0.8416055820267906	0.40814119036809465	0.6550713841786743	0.6167848689343283	0.7546151777882585	0.8562570800146339	0.8196644789329619	0.8130435357537984	0.678148815846891	0.8342908525108983	0.9117974531782379	0.7449735752916856	0.8011460257150539	0.9134525787782485	0.6236438328389261	0.8836263779857275	0.6958945832653799	1.0	0.7779883722467834	0.9052562910200069	0.7105747318960995	0.8312142142450997	0.8541267945219971	0.8332444428772298	0.8522362928712792	0.7403251186797783	0.6714309012610691	0.7749077669688942	0.5583781091457259	0.7283905831948553	0.842263224475583	0.6008335133181412	0.8476870115616364	0.7835479193021585	0.8742148621904078	0.8602858011821696	0.8475856323637662	0.6497339898003711	0.8332466467728357
ZeeviD_2015__PNP_DietIntervention_35__bin.69	0.7031907376152661	0.6359664508428897	0.8481171011417067	0.7344696302705606	0.8739833118551665	0.8391109831973764	0.4168178873667461	0.6513438374825351	0.6438011160064678	0.7379996202433293	0.860972278222794	0.8331741818795381	0.8027242253952389	0.6762877819957638	0.8429163657194665	0.884237661471295	0.741093303823267	0.7852319710980347	0.8784888994734439	0.6072272383920202	0.8636512638403147	0.6814034629578631	0.8114793177436936	1.0	0.8820575087686551	0.6884970049336184	0.8493648730596663	0.8328849967150588	0.8492770600764938	0.8555476426811557	0.7455483185192984	0.6763319183642694	0.7733220479091085	0.5394710164283839	0.7118557182113553	0.8328532737001955	0.5662539762960116	0.9275837131283169	0.8087741261573729	0.8672929739958631	0.8567673696149608	0.8507956270053888	0.6602497290900506	0.8109340496911144
ZeeviD_2015__PNP_Validation_33__bin.5	0.7118522363237489	0.650539940402529	0.8788436488472287	0.7811357565632737	0.8839927134539913	0.8542185947113294	0.4199276852866345	0.6584990649822718	0.6275220653335815	0.7463456703380333	0.8538405821893518	0.8222293893470564	0.8287190215400381	0.686552517454916	0.8355641357073299	0.9022716633301985	0.7472051690083138	0.8002024411431166	0.9026738753293007	0.628262652780061	0.8834765970194589	0.6920011548991841	0.8568968092572179	0.8004782317358619	1.0	0.7091268745207043	0.8298017395251729	0.8561295189394287	0.8439734540080592	0.861473013827915	0.7473599622154371	0.6765769088589279	0.7794075801107001	0.5511435087406008	0.7229422725645521	0.8469691823831145	0.5989612583060533	0.8614033360230913	0.7943762084092348	0.8751682489508692	0.8648054487208907	0.8597385788898781	0.6420738785002666	0.8296269191645673
NielsenHB_2014__O2_UC57_0__bin.17	0.7343040446720676	0.6995336168723685	0.8827939672651641	0.8102621358032133	0.9066113529058129	0.8645515216529689	0.4199704583122404	0.7195518710535735	0.6451018036005866	0.7950682771456264	0.8786811754156401	0.8376732800288482	0.832059932605691	0.7016844309757772	0.8603069711021696	0.9184669688404007	0.7589343868339451	0.8431217957164019	0.9077993149614406	0.6458507477973092	0.8917236865337806	0.8007888452123315	0.859945834904747	0.7988386030590423	0.9066262891148642	1.0	0.8516967800200466	0.8627277038405794	0.8501295449417194	0.8797432465664056	0.7562981459363642	0.7207542358822152	0.8033408032159792	0.5876720797977637	0.760494687243784	0.8592833073461077	0.6169123761961637	0.8817036240044083	0.8041676290741844	0.8741693734100272	0.8791447313322726	0.8681575492668189	0.6786527966184422	0.8317324028786343
ZeeviD_2015__PNP_Main_409__bin.44	0.6938752403247586	0.6607952311429928	0.8563044807990082	0.7463121455389489	0.8904322550655616	0.833089120182503	0.4115872468988321	0.665523221331418	0.6364091511599056	0.7480220061627517	0.8521886083300199	0.8226242955007136	0.8143991847865748	0.6961308764296199	0.8520568084164417	0.8800032551924964	0.741981324217615	0.7982426383335184	0.8900196063428487	0.6233790932608227	0.8779554914345536	0.6916417182993565	0.8340475443862746	0.817086045440895	0.8796202393362592	0.7061574000565236	1.0	0.8479975479908696	0.8403867664041136	0.8654791700851348	0.7521909524224426	0.685925228759095	0.783151548228817	0.5578758630572361	0.7129030788548268	0.8519082018024744	0.5980951816516829	0.8781801704818614	0.7998976560402618	0.8621580776319182	0.8628223845788794	0.8633942546737001	0.660474576990831	0.8163058607175665
CosteaPI_2017__SID713B040-11-0-0__bin.75	0.7245766058206318	0.6788694601559685	0.910319952289011	0.7905940544627839	0.9107524919823571	0.8681135187489845	0.42360023710255595	0.6785376799714605	0.6512940334939131	0.7739601119429066	0.8865842798826833	0.8618432817462803	0.8581346964007069	0.7263235578454894	0.8811237499239765	0.9245029878371472	0.7812438443655918	0.8250578913304158	0.9256494676539283	0.6488680894635509	0.9190143178354315	0.7206056826547498	0.8794970738893987	0.8222289092647007	0.9313106088869887	0.7340479996514265	0.870219483258036	1.0	0.8741191485730729	0.9050318935616489	0.7823199740748507	0.7141570740891022	0.8163626180406723	0.572399338073569	0.7418573154580518	0.8767634048725846	0.6332966605030895	0.8971617589523916	0.826104973253343	0.9076461943315061	0.8990834515669012	0.9047559395914974	0.6779181451536038	0.8503013253960258
ChengpingW_2017__AS9raw__bin.10	0.6831492627807872	0.6528747094931623	0.8727556265563252	0.7416532531143804	0.85791091094814	0.8273409856171546	0.40450747252348057	0.6462355416898394	0.6200006227463286	0.732603538064072	0.8535348206014864	0.8147961067975357	0.7996798045960409	0.6725932800481591	0.8305649952558839	0.8968502874579755	0.7319384103881007	0.7872209858593338	0.8739596027916334	0.612476636201109	0.8508202520565765	0.6806513580627054	0.8175232167615634	0.7988637474279279	0.874781281975213	0.6892097954537788	0.8217297817187625	0.8328873201063166	1.0	0.8461103004837528	0.760027297047404	0.6619819420863213	0.7917791430145593	0.5582540268766937	0.7318990562798345	0.8241342744875533	0.6344686633182519	0.8613969930001583	0.7759289515633095	0.8962158646357063	0.8497563937452051	0.8432041509502504	0.6437826130954903	0.8423669031084556
