	SchirmerM_2016__G88826__bin.15	LeChatelierE_2013__MH0125__bin.25	CM_madagascar__A27_02_1FE__bin.18	LeChatelierE_2013__MH0077__bin.23	XieH_2016__YSZC12003_37583__bin.34	SchirmerM_2016__G88820__bin.25	SchirmerM_2016__G88863__bin.21	LeChatelierE_2013__MH0431__bin.18	ZeeviD_2015__PNP_Main_640__bin.3	LeChatelierE_2013__MH0111__bin.22	VatanenT_2016__G69170__bin.2	KarlssonFH_2013__S198__bin.15	LiJ_2014__MH0364__bin.50	BritoIL_2016__W1.9.ST__bin.62	ZeeviD_2015__PNP_Main_749__bin.39	VatanenT_2016__G80409__bin.3	ZeeviD_2015__PNP_Main_82__bin.1	Bengtsson-PalmeJ_2015__TRAVELRES7__bin.47	FengQ_2015__SID532779__bin.88	SchirmerM_2016__G89093__bin.27	ZeeviD_2015__PNP_Main_25__bin.9	NielsenHB_2014__O2_UC57_2__bin.33	Bengtsson-PalmeJ_2015__TRAVELRES4__bin.85	ZeeviD_2015__PNP_DietIntervention_35__bin.69	ZeeviD_2015__PNP_Validation_33__bin.5	NielsenHB_2014__O2_UC57_0__bin.17	ZeeviD_2015__PNP_Main_409__bin.44	CosteaPI_2017__SID713B040-11-0-0__bin.75	ChengpingW_2017__AS9raw__bin.10	ZeeviD_2015__PNP_Main_359__bin.26	CM_madagascar__V30_01_1FE__bin.40	NielsenHB_2014__MH0111__bin.30	NielsenHB_2014__V1_UC43_0__bin.58	CM_madagascar__A42_02_1FE__bin.10	NielsenHB_2014__MH0060__bin.19	Bengtsson-PalmeJ_2015__TRAVELRES20__bin.85	LiJ_2017__H2M514903__bin.46	ZeeviD_2015__PNP_Main_40__bin.3	LeChatelierE_2013__MH0161__bin.61	LeChatelierE_2013__MH0060__bin.19	Bengtsson-PalmeJ_2015__TRAVELRES19__bin.62	CosteaPI_2017__SID713A057-11-0-0__bin.57	SchirmerM_2016__G89251__bin.2	LiJ_2017__H1M513730__bin.47
VatanenT_2016__G69170__bin.2	1638876.0	1547558.0	2008191.0	1761005.0	2037233.0	1935472.0	971073.0	1544368.0	1488411.0	1729285.0	2358707.0	1907130.0	1878676.0	1564506.0	1962720.0	2137565.0	1697208.0	1840969.0	2060956.0	1429346.0	2009824.0	1601839.0	1942599.0	1872681.0	2046439.0	1647210.0	1926801.0	1953381.0	1973661.0	2008281.0	1737831.0	1557538.0	1818646.0	1308010.0	1695162.0	1964500.0	1408642.0	1999881.0	1853289.0	2022947.0	2022525.0	1967610.0	1529815.0	1898703.0
KarlssonFH_2013__S198__bin.15	1555854.0	1444598.0	1953429.0	1663650.0	1974168.0	1866974.0	909162.0	1460720.0	1398730.0	1731074.0	1907130.0	2271816.0	1784937.0	1529169.0	1891847.0	1993345.0	1625711.0	1824542.0	1993473.0	1386341.0	1946991.0	1578411.0	1859581.0	1812218.0	1970675.0	1570335.0	1859956.0	1898870.0	1884084.0	1915331.0	1689935.0	1507889.0	1745162.0	1239998.0	1582858.0	1902308.0	1308492.0	1967366.0	1788302.0	1906966.0	1996624.0	1928845.0	1478604.0	1850378.0
LiJ_2014__MH0364__bin.50	1550890.0	1454948.0	1938707.0	1702737.0	1914235.0	1890453.0	948889.0	1424598.0	1400828.0	1652428.0	1878676.0	1784937.0	2144732.0	1530396.0	1847528.0	1934116.0	1650348.0	1752644.0	1959775.0	1378012.0	1972972.0	1511098.0	1844560.0	1745987.0	1986229.0	1559812.0	1841359.0	1890699.0	1849130.0	1888509.0	1688075.0	1541987.0	1703398.0	1234029.0	1572518.0	1851128.0	1353035.0	1928315.0	1758086.0	1930619.0	1904439.0	1891569.0	1474759.0	1825623.0
BritoIL_2016__W1.9.ST__bin.62	1273714.0	1202303.0	1614417.0	1420866.0	1630317.0	1555381.0	760956.0	1180720.0	1149971.0	1389446.0	1564506.0	1529169.0	1530396.0	1769410.0	1576866.0	1606178.0	1379351.0	1435319.0	1612488.0	1182259.0	1631042.0	1280646.0	1538523.0	1470978.0	1645492.0	1315405.0	1573954.0	1600284.0	1555263.0	1591788.0	1466076.0	1302857.0	1489412.0	1014432.0	1316646.0	1576631.0	1123054.0	1599524.0	1489754.0	1595966.0	1581375.0	1589213.0	1221589.0	1530040.0
ZeeviD_2015__PNP_Main_749__bin.39	1587138.0	1506664.0	1960307.0	1704941.0	1987026.0	1909411.0	947284.0	1490304.0	1420016.0	1695514.0	1962720.0	1891847.0	1847528.0	1576866.0	2205653.0	2031553.0	1691811.0	1803946.0	2031403.0	1394576.0	2000129.0	1560115.0	1892764.0	1833408.0	2002635.0	1612765.0	1926503.0	1941350.0	1920547.0	2056814.0	1711458.0	1555605.0	1802910.0	1256529.0	1601419.0	1920247.0	1401673.0	1995303.0	1835360.0	1944195.0	1974250.0	1950352.0	1509506.0	1846778.0
VatanenT_2016__G80409__bin.3	1759434.0	1596993.0	2097596.0	1850531.0	2153522.0	2023526.0	1011161.0	1619986.0	1529830.0	1797891.0	2137565.0	1993345.0	1934116.0	1606178.0	2031553.0	2583152.0	1782284.0	1940751.0	2154022.0	1504979.0	2099789.0	1684585.0	2068604.0	1923285.0	2162516.0	1721794.0	1989690.0	2036926.0	2073821.0	2084769.0	1802388.0	1601462.0	1876530.0	1358091.0	1790269.0	2040109.0	1461397.0	2074602.0	1908925.0	2120442.0	2095711.0	2054376.0	1582231.0	1994024.0
ZeeviD_2015__PNP_Main_82__bin.1	1426833.0	1316163.0	1747773.0	1544180.0	1752070.0	1682704.0	869907.0	1326825.0	1300228.0	1474109.0	1697208.0	1625711.0	1650348.0	1379351.0	1691811.0	1782284.0	2034997.0	1593261.0	1780593.0	1275740.0	1769187.0	1376712.0	1690129.0	1611935.0	1790861.0	1422728.0	1677622.0	1721288.0	1692489.0	1736902.0	1490884.0	1363658.0	1556316.0	1115757.0	1479221.0	1682081.0	1191286.0	1766042.0	1579531.0	1755420.0	1721524.0	1723262.0	1340425.0	1644117.0
Bengtsson-PalmeJ_2015__TRAVELRES7__bin.47	1538802.0	1442847.0	1926811.0	1686795.0	1913920.0	1825370.0	884613.0	1472295.0	1355051.0	1704604.0	1840969.0	1824542.0	1752644.0	1435319.0	1803946.0	1940751.0	1593261.0	2293944.0	1925584.0	1320876.0	1869051.0	1554327.0	1817568.0	1707940.0	1917882.0	1580549.0	1804829.0	1817822.0	1820321.0	1859412.0	1615099.0	1486818.0	1734092.0	1212925.0	1553399.0	1858506.0	1318754.0	1852465.0	1713656.0	1861200.0	1917706.0	1841410.0	1406346.0	1740183.0
FengQ_2015__SID532779__bin.88	1703548.0	1584410.0	2100820.0	1827709.0	2132228.0	2022541.0	998270.0	1576449.0	1520051.0	1786875.0	2060956.0	1993473.0	1959775.0	1612488.0	2031403.0	2154022.0	1780593.0	1925584.0	2423712.0	1494625.0	2100298.0	1660418.0	2072359.0	1910781.0	2163480.0	1701796.0	2012337.0	2039452.0	2020890.0	2086146.0	1792973.0	1620077.0	1862938.0	1358124.0	1720795.0	2034301.0	1426690.0	2082767.0	1927071.0	2100238.0	2088623.0	2068094.0	1553356.0	1977325.0
SchirmerM_2016__G89093__bin.27	1224480.0	1137185.0	1470182.0	1289545.0	1472159.0	1424208.0	774951.0	1105269.0	1099261.0	1255737.0	1429346.0	1386341.0	1378012.0	1182259.0	1394576.0	1504979.0	1275740.0	1320876.0	1494625.0	1791510.0	1481780.0	1187385.0	1414867.0	1320766.0	1505786.0	1210737.0	1409462.0	1429629.0	1416253.0	1448998.0	1271839.0	1157252.0	1318234.0	993356.0	1222989.0	1414881.0	961630.0	1440284.0	1315798.0	1474719.0	1453453.0	1439516.0	1123725.0	1410879.0
ZeeviD_2015__PNP_Main_25__bin.9	1653511.0	1525521.0	2056502.0	1792969.0	2069340.0	1985001.0	968909.0	1555816.0	1475002.0	1761157.0	2009824.0	1946991.0	1972972.0	1631042.0	2000129.0	2099789.0	1769187.0	1869051.0	2100298.0	1481780.0	2289958.0	1636361.0	2004692.0	1878508.0	2117469.0	1671660.0	1985060.0	2024833.0	1967384.0	2050717.0	1780375.0	1596721.0	1845511.0	1312535.0	1698169.0	1994167.0	1429990.0	2079471.0	1868630.0	2038901.0	2050135.0	2019865.0	1548112.0	1933150.0
NielsenHB_2014__O2_UC57_2__bin.33	1344308.0	1287930.0	1629325.0	1485241.0	1659638.0	1596164.0	797495.0	1290375.0	1191949.0	1492210.0	1601839.0	1578411.0	1511098.0	1280646.0	1560115.0	1684585.0	1376712.0	1554327.0	1660418.0	1187385.0	1636361.0	1898701.0	1578783.0	1482105.0	1658551.0	1501190.0	1563804.0	1587686.0	1573896.0	1606560.0	1381380.0	1356528.0	1509587.0	1077282.0	1381140.0	1579063.0	1107693.0	1614529.0	1490611.0	1596317.0	1632700.0	1599783.0	1257372.0	1527864.0
Bengtsson-PalmeJ_2015__TRAVELRES4__bin.85	1626332.0	1478869.0	1989090.0	1706068.0	1988773.0	1909359.0	925954.0	1486167.0	1399306.0	1712003.0	1942599.0	1859581.0	1844560.0	1538523.0	1892764.0	2068604.0	1690129.0	1817568.0	2072359.0	1414867.0	2004692.0	1578783.0	2268710.0	1765030.0	2053764.0	1612088.0	1885784.0	1937766.0	1890390.0	1933477.0	1679583.0	1523282.0	1758041.0	1266798.0	1652507.0	1910851.0	1363117.0	1923156.0	1777643.0	1983340.0	1951739.0	1922926.0	1474058.0	1890395.0
ZeeviD_2015__PNP_DietIntervention_35__bin.69	1529494.0	1383276.0	1844720.0	1597528.0	1900981.0	1825131.0	906611.0	1416723.0	1400317.0	1605206.0	1872681.0	1812218.0	1745987.0	1470978.0	1833408.0	1923285.0	1611935.0	1707940.0	1910781.0	1320766.0	1878508.0	1482105.0	1765030.0	2175077.0	1918543.0	1497534.0	1847434.0	1811589.0	1847243.0	1860882.0	1621625.0	1471074.0	1682035.0	1173391.0	1548341.0	1811520.0	1231646.0	2017566.0	1759146.0	1886429.0	1863535.0	1850546.0	1436094.0	1763844.0
ZeeviD_2015__PNP_Validation_33__bin.5	1706129.0	1559179.0	2106365.0	1872184.0	2118706.0	2047345.0	1006460.0	1578255.0	1504011.0	1788801.0	2046439.0	1970675.0	1986229.0	1645492.0	2002635.0	2162516.0	1790861.0	1917882.0	2163480.0	1505786.0	2117469.0	1658551.0	2053764.0	1918543.0	2396746.0	1699597.0	1988824.0	2051925.0	2022790.0	2064732.0	1791232.0	1621583.0	1868042.0	1320951.0	1732709.0	2029970.0	1435558.0	2064565.0	1903918.0	2097556.0	2072719.0	2060575.0	1538888.0	1988405.0
NielsenHB_2014__O2_UC57_0__bin.17	1376555.0	1311373.0	1654920.0	1518949.0	1699569.0	1620722.0	787293.0	1348900.0	1209333.0	1490466.0	1647210.0	1570335.0	1559812.0	1315405.0	1612765.0	1721794.0	1422728.0	1580549.0	1701796.0	1210737.0	1671660.0	1501190.0	1612088.0	1497534.0	1699597.0	1874639.0	1596624.0	1617303.0	1593686.0	1649201.0	1417786.0	1351154.0	1505974.0	1101673.0	1425653.0	1610846.0	1156488.0	1652876.0	1507524.0	1638752.0	1648079.0	1627482.0	1272229.0	1559198.0
ZeeviD_2015__PNP_Main_409__bin.44	1568854.0	1494060.0	1936107.0	1687414.0	2013270.0	1883617.0	930600.0	1504750.0	1438923.0	1691280.0	1926801.0	1859956.0	1841359.0	1573954.0	1926503.0	1989690.0	1677622.0	1804829.0	2012337.0	1409462.0	1985060.0	1563804.0	1885784.0	1847434.0	1988824.0	1596624.0	2261003.0	1917325.0	1900117.0	1956851.0	1700706.0	1550879.0	1770708.0	1261359.0	1611876.0	1926167.0	1352295.0	1985568.0	1808571.0	1949342.0	1950844.0	1952137.0	1493335.0	1845670.0
CosteaPI_2017__SID713B040-11-0-0__bin.75	1596435.0	1495730.0	2005677.0	1741889.0	2006630.0	1912685.0	933304.0	1494999.0	1434974.0	1705240.0	1953381.0	1898870.0	1890699.0	1600284.0	1941350.0	2036926.0	1721288.0	1817822.0	2039452.0	1429629.0	2024833.0	1587686.0	1937766.0	1811589.0	2051925.0	1617303.0	1917325.0	2203266.0	1925917.0	1994026.0	1723659.0	1573478.0	1798664.0	1261148.0	1634509.0	1931743.0	1395321.0	1976686.0	1820129.0	1999786.0	1980920.0	1993418.0	1493634.0	1873440.0
ChengpingW_2017__AS9raw__bin.10	1579672.0	1509667.0	2018106.0	1714953.0	1983780.0	1913092.0	935358.0	1494315.0	1433651.0	1694027.0	1973661.0	1884084.0	1849130.0	1555263.0	1920547.0	2073821.0	1692489.0	1820321.0	2020890.0	1416253.0	1967384.0	1573896.0	1890390.0	1847243.0	2022790.0	1593686.0	1900117.0	1925917.0	2312338.0	1956493.0	1757440.0	1530726.0	1830861.0	1290872.0	1692398.0	1905677.0	1467106.0	1991841.0	1794210.0	2072354.0	1964924.0	1949773.0	1488643.0	1947837.0
ZeeviD_2015__PNP_Main_359__bin.26	1622381.0	1549533.0	2017491.0	1772601.0	2034640.0	1945695.0	977985.0	1534156.0	1467014.0	1728207.0	2008281.0	1915331.0	1888509.0	1591788.0	2056814.0	2084769.0	1736902.0	1859412.0	2086146.0	1448998.0	2050717.0	1606560.0	1933477.0	1860882.0	2064732.0	1649201.0	1956851.0	1994026.0	1956493.0	2330491.0	1742887.0	1593578.0	1831977.0	1303262.0	1662134.0	1964541.0	1442620.0	2020293.0	1852940.0	2012271.0	2018354.0	2004200.0	1507844.0	1878950.0
CM_madagascar__V30_01_1FE__bin.40	1403359.0	1329768.0	1848643.0	1543109.0	1803225.0	1700863.0	839231.0	1363219.0	1286770.0	1524796.0	1737831.0	1689935.0	1688075.0	1466076.0	1711458.0	1802388.0	1490884.0	1615099.0	1792973.0	1271839.0	1780375.0	1381380.0	1679583.0	1621625.0	1791232.0	1417786.0	1700706.0	1723659.0	1757440.0	1742887.0	2251797.0	1414775.0	1585258.0	1188075.0	1500771.0	1712340.0	1266668.0	1765234.0	1625385.0	1815023.0	1734693.0	1733376.0	1354483.0	1713030.0
NielsenHB_2014__MH0111__bin.30	1298973.0	1275554.0	1585874.0	1441694.0	1612431.0	1563905.0	783798.0	1276561.0	1167741.0	1573110.0	1557538.0	1507889.0	1541987.0	1302857.0	1555605.0	1601462.0	1363658.0	1486818.0	1620077.0	1157252.0	1596721.0	1356528.0	1523282.0	1471074.0	1621583.0	1351154.0	1550879.0	1573478.0	1530726.0	1593578.0	1414775.0	1746509.0	1446766.0	1076254.0	1349245.0	1539214.0	1121076.0	1595596.0	1480359.0	1577416.0	1573729.0	1583596.0	1245910.0	1517290.0
NielsenHB_2014__V1_UC43_0__bin.58	1461634.0	1376751.0	1839449.0	1598197.0	1851238.0	1765737.0	863181.0	1379540.0	1302295.0	1601952.0	1818646.0	1745162.0	1703398.0	1489412.0	1802910.0	1876530.0	1556316.0	1734092.0	1862938.0	1318234.0	1845511.0	1509587.0	1758041.0	1682035.0	1868042.0	1505974.0	1770708.0	1798664.0	1830861.0	1831977.0	1585258.0	1446766.0	2182617.0	1184437.0	1497670.0	1769056.0	1291266.0	1816224.0	1698389.0	1802729.0	1820392.0	1799486.0	1370544.0	1741215.0
CM_madagascar__A42_02_1FE__bin.10	1083372.0	1053360.0	1377426.0	1180585.0	1349054.0	1277616.0	639118.0	1043056.0	963087.0	1170168.0	1308010.0	1239998.0	1234029.0	1014432.0	1256529.0	1358091.0	1115757.0	1212925.0	1358124.0	993356.0	1312535.0	1077282.0	1266798.0	1173391.0	1320951.0	1101673.0	1261359.0	1261148.0	1290872.0	1303262.0	1188075.0	1076254.0	1184437.0	2032226.0	1146480.0	1278645.0	950495.0	1292119.0	1196008.0	1334854.0	1315618.0	1298323.0	1031727.0	1247330.0
NielsenHB_2014__MH0060__bin.19	1398245.0	1336374.0	1725615.0	1512613.0	1705036.0	1628675.0	827464.0	1374312.0	1239227.0	1489175.0	1695162.0	1582858.0	1572518.0	1316646.0	1601419.0	1790269.0	1479221.0	1553399.0	1720795.0	1222989.0	1698169.0	1381140.0	1652507.0	1548341.0	1732709.0	1425653.0	1611876.0	1634509.0	1692398.0	1662134.0	1500771.0	1349245.0	1497670.0	1146480.0	2027060.0	1639161.0	1216851.0	1687676.0	1526395.0	1879832.0	1673308.0	1654374.0	1297152.0	1635044.0
Bengtsson-PalmeJ_2015__TRAVELRES20__bin.85	1588177.0	1493764.0	2009374.0	1715297.0	2010233.0	1906525.0	946784.0	1504426.0	1453147.0	1729690.0	1964500.0	1902308.0	1851128.0	1576631.0	1920247.0	2040109.0	1682081.0	1858506.0	2034301.0	1414881.0	1994167.0	1579063.0	1910851.0	1811520.0	2029970.0	1610846.0	1926167.0	1931743.0	1905677.0	1964541.0	1712340.0	1539214.0	1769056.0	1278645.0	1639161.0	2281371.0	1362925.0	1963748.0	1832777.0	1967223.0	2121072.0	1966145.0	1488801.0	1863852.0
LiJ_2017__H2M514903__bin.46	1087454.0	1097465.0	1452357.0	1259388.0	1423603.0	1406841.0	629716.0	1069755.0	949802.0	1203330.0	1408642.0	1308492.0	1353035.0	1123054.0	1401673.0	1461397.0	1191286.0	1318754.0	1426690.0	961630.0	1429990.0	1107693.0	1363117.0	1231646.0	1435558.0	1156488.0	1352295.0	1395321.0	1467106.0	1442620.0	1266668.0	1121076.0	1291266.0	950495.0	1216851.0	1362925.0	1641055.0	1383434.0	1269854.0	1490473.0	1424625.0	1405146.0	1071756.0	1379180.0
ZeeviD_2015__PNP_Main_40__bin.3	1629233.0	1511610.0	2000387.0	1736242.0	2049498.0	1963656.0	976281.0	1550934.0	1495923.0	1734331.0	1999881.0	1967366.0	1928315.0	1599524.0	1995303.0	2074602.0	1766042.0	1852465.0	2082767.0	1440284.0	2079471.0	1614529.0	1923156.0	2017566.0	2064565.0	1652876.0	1985568.0	1976686.0	1991841.0	2020293.0	1765234.0	1595596.0	1816224.0	1292119.0	1687676.0	1963748.0	1383434.0	2356142.0	1869283.0	2043539.0	2023757.0	2017027.0	1589349.0	1932971.0
LeChatelierE_2013__MH0161__bin.61	1493789.0	1394580.0	1844598.0	1609074.0	1903626.0	1798238.0	885562.0	1387651.0	1363941.0	1602445.0	1853289.0	1788302.0	1758086.0	1489754.0	1835360.0	1908925.0	1579531.0	1713656.0	1927071.0	1315798.0	1868630.0	1490611.0	1777643.0	1759146.0	1903918.0	1507524.0	1808571.0	1820129.0	1794210.0	1852940.0	1625385.0	1480359.0	1698389.0	1196008.0	1526395.0	1832777.0	1269854.0	1869283.0	2109650.0	1852438.0	1886106.0	1848953.0	1401046.0	1736526.0
LeChatelierE_2013__MH0060__bin.19	1649839.0	1545202.0	2087061.0	1795923.0	2040415.0	1973260.0	970499.0	1541678.0	1482364.0	1736005.0	2022947.0	1906966.0	1930619.0	1595966.0	1944195.0	2120442.0	1755420.0	1861200.0	2100238.0	1474719.0	2038901.0	1596317.0	1983340.0	1886429.0	2097556.0	1638752.0	1949342.0	1999786.0	2072354.0	2012271.0	1815023.0	1577416.0	1802729.0	1334854.0	1879832.0	1967223.0	1490473.0	2043539.0	1852438.0	2433403.0	2008343.0	2004107.0	1530232.0	2003633.0
Bengtsson-PalmeJ_2015__TRAVELRES19__bin.62	1634455.0	1543733.0	2076679.0	1765895.0	2066603.0	1971686.0	961848.0	1548469.0	1486850.0	1782424.0	2022525.0	1996624.0	1904439.0	1581375.0	1974250.0	2095711.0	1721524.0	1917706.0	2088623.0	1453453.0	2050135.0	1632700.0	1951739.0	1863535.0	2072719.0	1648079.0	1950844.0	1980920.0	1964924.0	2018354.0	1734693.0	1573729.0	1820392.0	1315618.0	1673308.0	2121072.0	1424625.0	2023757.0	1886106.0	2008343.0	2425738.0	2028217.0	1525655.0	1895237.0
CosteaPI_2017__SID713A057-11-0-0__bin.57	1621686.0	1528331.0	2001514.0	1763849.0	2056852.0	1927077.0	949685.0	1517259.0	1474109.0	1730107.0	1967610.0	1928845.0	1891569.0	1589213.0	1950352.0	2054376.0	1723262.0	1841410.0	2068094.0	1439516.0	2019865.0	1599783.0	1922926.0	1850546.0	2060575.0	1627482.0	1952137.0	1993418.0	1949773.0	2004200.0	1733376.0	1583596.0	1799486.0	1298323.0	1654374.0	1966145.0	1405146.0	2017027.0	1848953.0	2004107.0	2028217.0	2321481.0	1525277.0	1896351.0
