	SchirmerM_2016__G88826__bin.15	LeChatelierE_2013__MH0125__bin.25	CM_madagascar__A27_02_1FE__bin.18	LeChatelierE_2013__MH0077__bin.23	XieH_2016__YSZC12003_37583__bin.34	SchirmerM_2016__G88820__bin.25	SchirmerM_2016__G88863__bin.21	LeChatelierE_2013__MH0431__bin.18	ZeeviD_2015__PNP_Main_640__bin.3	LeChatelierE_2013__MH0111__bin.22	VatanenT_2016__G69170__bin.2	KarlssonFH_2013__S198__bin.15	LiJ_2014__MH0364__bin.50	BritoIL_2016__W1.9.ST__bin.62	ZeeviD_2015__PNP_Main_749__bin.39	VatanenT_2016__G80409__bin.3	ZeeviD_2015__PNP_Main_82__bin.1	Bengtsson-PalmeJ_2015__TRAVELRES7__bin.47	FengQ_2015__SID532779__bin.88	SchirmerM_2016__G89093__bin.27	ZeeviD_2015__PNP_Main_25__bin.9	NielsenHB_2014__O2_UC57_2__bin.33	Bengtsson-PalmeJ_2015__TRAVELRES4__bin.85	ZeeviD_2015__PNP_DietIntervention_35__bin.69	ZeeviD_2015__PNP_Validation_33__bin.5	NielsenHB_2014__O2_UC57_0__bin.17	ZeeviD_2015__PNP_Main_409__bin.44	CosteaPI_2017__SID713B040-11-0-0__bin.75	ChengpingW_2017__AS9raw__bin.10	ZeeviD_2015__PNP_Main_359__bin.26	CM_madagascar__V30_01_1FE__bin.40	NielsenHB_2014__MH0111__bin.30	NielsenHB_2014__V1_UC43_0__bin.58	CM_madagascar__A42_02_1FE__bin.10	NielsenHB_2014__MH0060__bin.19	Bengtsson-PalmeJ_2015__TRAVELRES20__bin.85	LiJ_2017__H2M514903__bin.46	ZeeviD_2015__PNP_Main_40__bin.3	LeChatelierE_2013__MH0161__bin.61	LeChatelierE_2013__MH0060__bin.19	Bengtsson-PalmeJ_2015__TRAVELRES19__bin.62	CosteaPI_2017__SID713A057-11-0-0__bin.57	SchirmerM_2016__G89251__bin.2	LiJ_2017__H1M513730__bin.47
VatanenT_2016__G69170__bin.2	0.6810193042204903	0.6423171678381419	0.8282698953282456	0.7308377004859018	0.8476105764726183	0.8053255448853969	0.40277194242438763	0.6411873115227963	0.6167073739977029	0.7187518415810018	1.0	0.793335501187727	0.7821051957703945	0.650614086446515	0.8171867044105097	0.8899367322859516	0.7044155971894771	0.764179696757588	0.8569720613878705	0.5941564594500293	0.8367779465613999	0.6643716239448139	0.807620870247979	0.7785960697958669	0.8518082152637018	0.6836762683962019	0.8026626452543703	0.813128124858238	0.8147340894820765	0.8357477211031298	0.7165485157758043	0.6471554118421661	0.7542200027387886	0.5366279067302552	0.7016280529968326	0.818483601396867	0.5811955448472405	0.832103351539636	0.7732524641678682	0.8374079527469923	0.8425811260152277	0.8191144555046473	0.636658135156253	0.7855308014094162
KarlssonFH_2013__S198__bin.15	0.6717383802209334	0.6228765885969638	0.8370431408177423	0.716623617405635	0.8540744496913482	0.8067559168524212	0.3922967352989855	0.6299898407265377	0.601436031791307	0.7471780285023083	0.8236785021322149	1.0	0.7715378358106466	0.6603642196375058	0.8182933829148136	0.8615151931318382	0.7011254432577286	0.7856859886540107	0.8628845822020798	0.5983908908115798	0.8418159745331487	0.6800203009398649	0.8027001306443833	0.7835590558390293	0.8511776481898181	0.6771283413797596	0.804746070984622	0.8204084309644796	0.8090540783232445	0.8280186423548386	0.7233873693996345	0.6511205132810051	0.7514693091341904	0.5298083119407557	0.6815296661349335	0.8215748986713712	0.5612369135528581	0.850448275740641	0.7721417579592713	0.8206795796842702	0.8617903034400674	0.8333883553949791	0.6378923293083595	0.7949798751307323
LiJ_2014__MH0364__bin.50	0.709134288106859	0.6676274704718352	0.8799276552967923	0.7777885535348938	0.8764544940813118	0.8647868358377644	0.433127775405039	0.651905692645981	0.6384210241652569	0.7561182469418091	0.8601340400572193	0.817254556746484	1.0	0.6997727454992047	0.8465370032246453	0.8864627375355056	0.7537263397011841	0.800066395241923	0.8966779998619874	0.630116490078947	0.9039618936072199	0.6903711046415123	0.8433263456692958	0.7996598176368889	0.9099188150314351	0.7126405536915568	0.8432088484715107	0.8650726524339638	0.8410831749607877	0.8652405055736567	0.7651473470811272	0.7052508192165735	0.7770448708743097	0.5590973604161266	0.7171329564719509	0.8472648330887028	0.6144301479159168	0.8831070735178101	0.8039232873850906	0.8799220601921359	0.8714128385271447	0.8657781018793956	0.6750535731270855	0.8303722796134902
BritoIL_2016__W1.9.ST__bin.62	0.7054210160448964	0.6651171859546402	0.8896225295437462	0.7853216608926139	0.9030450828242184	0.8622388253711689	0.420914881231597	0.6534957980343731	0.6350619698091453	0.76918068734776	0.8672992692479414	0.847867933378923	0.8482064643016599	1.0	0.8752002079789308	0.8899763197902125	0.7632583742603467	0.7944501274436111	0.8936775535347941	0.6544362245042132	0.9042268326730379	0.7080687912920126	0.8515827309668195	0.8153367506683018	0.911900577028501	0.7278392232439063	0.8719409294623631	0.8870753528012162	0.8581521524123861	0.882784091872432	0.8068582182761486	0.7207696350760988	0.8228703353095099	0.557799492486196	0.7274238305423842	0.8732775331890291	0.6189452981502308	0.8865768815593897	0.8252931768216525	0.8816402077528668	0.8763734804256786	0.8808422016378341	0.676623846366868	0.8440632753290644
ZeeviD_2015__PNP_Main_749__bin.39	0.7066079750531928	0.6694733940470237	0.8656125872927427	0.7573589317993356	0.8854937744060376	0.8508473454346627	0.42091027011048426	0.663125160666705	0.6298497542451146	0.7538021619901226	0.8738926748677148	0.8428397395238508	0.8231553195357565	0.7020995596315467	1.0	0.9054148590009399	0.7522964854399127	0.8015766759322522	0.9049977489659525	0.6203559671444239	0.8916234783984607	0.6932169294082069	0.8415589396881558	0.8170967962775649	0.892009305180824	0.7165220458521807	0.8585539067115271	0.8644410521509958	0.8497492579295112	0.9280376378333309	0.7551799852469994	0.6909853907210246	0.8000515040217115	0.5525805736441771	0.7108339344402769	0.8551540065459072	0.6190502313827243	0.8890033926460781	0.8168147936234756	0.8624271360907632	0.8791614093422674	0.8686135126422878	0.6713603635748688	0.8173067114364772
VatanenT_2016__G80409__bin.3	0.6678097146431956	0.6059070468946465	0.7905853004391534	0.701518532397629	0.8182747279292895	0.76902327079475	0.3835581491139507	0.6142031130959386	0.5788544382986367	0.6821410431906446	0.8126118788209135	0.7576805391242947	0.7360097276505603	0.6096168556863862	0.7730985245932102	1.0	0.6759946762714698	0.735163087576728	0.8186320433331062	0.5715130197526123	0.7991713224773456	0.6385926960550522	0.7854508755195203	0.7309194348609761	0.8220379598258253	0.6530076433752253	0.7571672127695157	0.7744221013707285	0.7820798001821031	0.7934089825143855	0.6783867151449082	0.607610392264954	0.7109349353038459	0.5096540970101644	0.6768699635174391	0.7765195389198931	0.5508642155010622	0.7886063228180147	0.7259867015181454	0.8017673756712729	0.7974524921491263	0.7811445087242254	0.6008821780522401	0.7532324849641059
ZeeviD_2015__PNP_Main_82__bin.1	0.6862024858021903	0.6323355759246819	0.8347825574190035	0.7413829111295988	0.8439177060211883	0.8101137249833784	0.41814607097700884	0.6378687536148702	0.6233773317601943	0.7081106262073114	0.81646803410521	0.7827176157999249	0.7943702128307806	0.6636456957921805	0.8153844944243162	0.8580833288697722	1.0	0.7651318404891998	0.8566671105657649	0.6134009042765174	0.8517948675108612	0.6613675597556165	0.8115466509287237	0.7765593757632074	0.8614017612802377	0.683430982944938	0.8080665475182518	0.8285933591056891	0.809514215500072	0.8371894405741139	0.7116236534992435	0.6546717267887864	0.7464487662635375	0.5318558209176721	0.7094472375143551	0.809115689114038	0.5692131241471118	0.8504656272220549	0.7593834290664803	0.8412955891335466	0.8278464292576353	0.8295854981604395	0.6451537766394742	0.7867760984414227
Bengtsson-PalmeJ_2015__TRAVELRES7__bin.47	0.6567169904757919	0.614848488018888	0.8142870968079431	0.7183444757151874	0.8172836826007959	0.7788132578650568	0.376289918149702	0.6279006810977077	0.5753823981753695	0.7262400477082265	0.7857541422109694	0.7781070505644427	0.7480252351408753	0.6127908963775925	0.7707250046208626	0.8278484566318968	0.6787615565157651	1.0	0.8214816926655577	0.5630281297189469	0.7983603784573643	0.6645785598950977	0.7751893681798684	0.728770187938328	0.817526495851686	0.6764140711368717	0.7708998127242862	0.7755555497431498	0.7719024527189853	0.794052513923618	0.6825175331219943	0.632758689837241	0.7414570713147313	0.5120635028579599	0.6608801261059555	0.7932133478410981	0.5587468569415819	0.7901910421527291	0.730829959231786	0.7911845276083461	0.8179942492057348	0.7856564937940944	0.6001406311575174	0.7386745273642251
FengQ_2015__SID532779__bin.88	0.6894453631454562	0.640103279597576	0.843764853249891	0.7379853711992185	0.8636719214164058	0.8189421845499796	0.4059958443907527	0.6380324890085951	0.6127972300339314	0.7219698545041655	0.8339877015090902	0.8088069044506938	0.7934663854451354	0.6524215748405751	0.8235759859257206	0.8724844370948363	0.7192748148294847	0.7774987292219538	1.0	0.6045912220593865	0.8508601682048033	0.670460846833287	0.8385847823503783	0.7739426136438654	0.8757698934526875	0.6875284687289579	0.8151962774455052	0.8252498646703899	0.8125994342562153	0.8455530195006666	0.7192933813918485	0.6542175803065711	0.7516350952588426	0.5436404985410808	0.6938328481271702	0.8236853223485299	0.5728341486117162	0.8433064654546415	0.7792237691606922	0.8460357501221266	0.8454230535641198	0.8368902740919714	0.6284632827662693	0.7954472313542202
SchirmerM_2016__G89093__bin.27	0.6692041908780861	0.6210286294801591	0.7991080150264303	0.7038369866760442	0.8060027574504189	0.7795524445858522	0.4228198558757696	0.6040317944080692	0.5990181467030605	0.6862233534839325	0.7822680308789792	0.7588202131163096	0.75435303179999	0.6463631238452479	0.7637635290899855	0.8240562430575324	0.6967692058654431	0.7209309465199748	0.817944080691707	1.0	0.8115550569073017	0.6481264408236627	0.7734782390274126	0.7229521465132764	0.8239412562586867	0.6611428348153233	0.7715787240930835	0.7824578149159089	0.7705767760157631	0.7935132932554102	0.690078202186982	0.6319138603747676	0.7195382666019169	0.5382314360511524	0.6665611690696674	0.7739694447700542	0.5226183498836178	0.7882054802931605	0.7199457440929719	0.8037521420477698	0.7951900910405189	0.7878259122193011	0.6144782892643637	0.7680649284681638
ZeeviD_2015__PNP_Main_25__bin.9	0.7088020828329602	0.6532857807872459	0.8749553485260428	0.7665411330688161	0.8877608235609562	0.8517702071391703	0.4145848963168757	0.6664126590968045	0.6297827296395829	0.7537937377017394	0.8618996505612766	0.8351467581501495	0.8466338683940928	0.6986800631277954	0.8587982836366432	0.9014929531458656	0.7569571144972964	0.7997500390836862	0.9005580015004643	0.6349064043969365	1.0	0.6995516948345777	0.8581013276226027	0.8063051811430603	0.9076489612473242	0.7147807951062858	0.8517955351146178	0.8683735684235258	0.8385721484848193	0.8800043494247494	0.7567994696845969	0.6827688542759299	0.7885437200158256	0.5568700386644646	0.7254932186529186	0.8549982139410417	0.6084513340419344	0.892353920901606	0.8007810623600957	0.870870994140504	0.8787270334215737	0.8660918671870838	0.6632492823012475	0.823982361248547
NielsenHB_2014__O2_UC57_2__bin.33	0.6933682554546503	0.6632771563295117	0.8329478943762078	0.7637126646059595	0.8560331510859267	0.8232802321165892	0.4099666034831182	0.6650388871128209	0.6123665600850264	0.7685391222735966	0.8253316346280958	0.81365154387131	0.7798284195352507	0.6598532365022192	0.8052852976851016	0.8687950340785622	0.7088430458508213	0.8029205230312725	0.8558503945592275	0.6115365189147738	0.8437052490097177	1.0	0.8128741702880021	0.7640523705417546	0.8548660373592262	0.7862254246455866	0.8063839435487736	0.8184411342280854	0.8056165768069855	0.8285101235002247	0.7057288114347652	0.6984612111122288	0.7792037819540834	0.5490943545086878	0.7094007955965683	0.8132407366931392	0.5665167922700836	0.8322932362704818	0.7673530482155958	0.819419697993523	0.8407611308994939	0.8242893430824547	0.6474921538462348	0.782259028672761
Bengtsson-PalmeJ_2015__TRAVELRES4__bin.85	0.7024696854159412	0.6378060660022656	0.8520044430535414	0.735080728696043	0.860147837317242	0.8246228032670548	0.3998704109383747	0.6415209524355251	0.6025393285170868	0.7380731781496974	0.8396582198694412	0.8037990752454038	0.7972411634805683	0.6641655390067485	0.8181684745956954	0.8943139493368478	0.7279445147242266	0.7838115052166209	0.8958782744378965	0.6107849835368999	0.8661380255740045	0.6803006995164653	1.0	0.7621383958284664	0.8868330460922726	0.6948045364987151	0.8159297574392497	0.8367781690916866	0.8116740350243089	0.8354412860171638	0.7192638107118142	0.6564430888037696	0.7571981434383416	0.5413552194859633	0.7107602999061141	0.8264599706441105	0.5843175196477294	0.8306059390578787	0.7680470399478118	0.8527308470452372	0.8438160893194812	0.8306940948821135	0.6362011892220689	0.8119900736541912
ZeeviD_2015__PNP_DietIntervention_35__bin.69	0.6899686769709763	0.622834961704804	0.8254351455143887	0.7188862739112225	0.8585985691541035	0.8239073835087217	0.40847289544232224	0.6382086703137406	0.6282508619235089	0.7230916422728942	0.844328729511645	0.8184087275990689	0.7885035794135105	0.6632707715634895	0.8285830800472811	0.8680501885680368	0.7265471521238099	0.768597157709819	0.8624126869991269	0.5954621376622529	0.8488917863597474	0.6669681119335086	0.7949470294614858	1.0	0.8652006342763957	0.6743554366121292	0.8348398700367848	0.8176473752423477	0.8279302295964694	0.8408952878449821	0.7241389615172245	0.6622331071497699	0.7565028732316144	0.5231042395280718	0.696617177230967	0.817738866256229	0.55126278288079	0.9265409914223727	0.7921246006463221	0.8485984634107205	0.8411122916568011	0.8348467663443639	0.6471609970589547	0.7906189068249079
ZeeviD_2015__PNP_Validation_33__bin.5	0.6976984628325238	0.637373755917398	0.8557923951891439	0.7656055335025072	0.8668503045379027	0.8384071570370828	0.4111524542024896	0.645399637675415	0.6132906866226125	0.7311075099322165	0.8382890802780103	0.8068101500951707	0.8142423101989114	0.6732152677004573	0.8208892389932017	0.8859716465574574	0.731387472848604	0.7824608865520167	0.8856232575333389	0.6158762755836454	0.8672082899063982	0.6772244534881877	0.8394577481301732	0.7851804071019624	1.0	0.6941978832967699	0.8146153159325185	0.8396926499512255	0.8228652514701182	0.8460712983353262	0.7268246197135616	0.6621352450363951	0.7620023148051567	0.5353178851659709	0.7064211226387778	0.8310025342693803	0.5829712451799232	0.8455797986102824	0.7783640819678014	0.8551627915515453	0.8483080810398765	0.8433851563745178	0.6293053164582313	0.808873364136208
NielsenHB_2014__O2_UC57_0__bin.17	0.7193064904762997	0.6846811572788147	0.8574034787497753	0.7916926938999989	0.8881731362678362	0.8473066014309955	0.4103851461534727	0.7041862459918949	0.62939584634695	0.7784725485813535	0.8602146866676731	0.8205905243622905	0.8153159088229787	0.6869834672168881	0.8430417803107693	0.8998095099909903	0.7418921723062414	0.8277092282834188	0.8889023433311695	0.6318251140619607	0.8731377081134021	0.7963170509095351	0.84086056035322	0.7824306439799876	0.8875394142552246	1.0	0.8342000779883487	0.8448864021286231	0.8267293062824362	0.8620838465432544	0.7338954326673028	0.7053603387105465	0.7880637285365343	0.5691111728711501	0.742099678924849	0.8407842789998501	0.5987766177914788	0.8633011475809476	0.7874444092969366	0.8524819978673227	0.8601352046980779	0.8494014047504613	0.6640787906364906	0.8092208686579122
ZeeviD_2015__PNP_Main_409__bin.44	0.6804590705983141	0.6476006444927318	0.8345712057878738	0.7306867792745079	0.8793946757257729	0.8177034705394022	0.40335505967926627	0.6527302263641401	0.6220487102405438	0.733275011134439	0.8373478496047992	0.8085946812100647	0.7998472359390942	0.6823613237134138	0.8375362615617936	0.8650488300988545	0.7272935949222535	0.7821312046025591	0.8738604062002572	0.6113618602009816	0.8627038531129769	0.6771693801379299	0.8187109879995736	0.8031130431936623	0.8635220740529757	0.6916505639311403	1.0	0.8330272007600168	0.8191448662385676	0.8504331927025307	0.7320861582227003	0.6721185243893971	0.7659742158679136	0.5411377163143968	0.697594828489834	0.8379250270786903	0.5829306728031762	0.8631129635829762	0.7860767986597098	0.84325009741252	0.8490059500142194	0.8476507992249458	0.6483118332881468	0.7966238877170884
CosteaPI_2017__SID713B040-11-0-0__bin.75	0.7107494056550594	0.6650445293487033	0.8862588539014354	0.7739201712367004	0.8943958650476156	0.8519007691309174	0.41486456923494486	0.6653813021214869	0.6365050792777631	0.75883347721065	0.8704945294848648	0.845933718398051	0.8420903331690318	0.7123969597860631	0.8653775803738631	0.907947565114698	0.7653115874342907	0.8074744492948196	0.9078195733061737	0.6362286714359501	0.9025414997553631	0.7053052150761642	0.8616331391670365	0.8071862407898094	0.913430334784815	0.7188678080631208	0.854856835261834	1.0	0.8519175623823906	0.8886888827767505	0.7612952771022654	0.6997734272666123	0.7986067047737314	0.5561126073746884	0.7252864610991138	0.8606663925281832	0.6169141628836464	0.8804692669881894	0.810243974172887	0.8867744521088239	0.8823923212176832	0.8887111224881608	0.6644436032689652	0.8292807132683934
ChengpingW_2017__AS9raw__bin.10	0.665254387550609	0.6346481353504547	0.8535728773215681	0.721679962012474	0.8362674487899261	0.8061196070816637	0.39270167250635507	0.6281906018929758	0.6028249330331465	0.7129684328156177	0.831071841573334	0.7948760086111979	0.7801186504741089	0.6566613531412796	0.8105441332538755	0.8736746098537498	0.7124213674644451	0.7657621852860611	0.8517383704285446	0.5970130664288699	0.8304560146483776	0.6615058006225734	0.7963597882316512	0.7787840704948843	0.8529025600928585	0.6702389529558395	0.800959461808784	0.8117329732936966	1.0	0.8252279727271705	0.7425056371516621	0.6437575302572548	0.7694753102703843	0.5442924001594923	0.7181739866749585	0.8035503460134289	0.623285609629734	0.8397016353145604	0.7561109145808269	0.8790825562698878	0.8281665569652878	0.8218781164345351	0.6269563532666936	0.8291058660109378
