	BackhedF_2015__SID133_B__bin.7	OlmMR_2017__S2_005_027G1__bin.6	HeQ_2017__SZAXPI029503-106__bin.19	FerrettiP_2018__CA_C10019IS2352FE_t3M15__bin.2	BritoIL_2016__M1.7.ST__bin.24	BackhedF_2015__SID105_4M__bin.12	OlmMR_2017__S2_005_022G1__bin.2	QinN_2014__LD-66__bin.8	OlmMR_2017__S2_005_023G1__bin.3	YuJ_2015__SZAXPI015267-102__bin.21	QinN_2014__LD-23__bin.10	FerrettiP_2018__CA_C10029IS2503FE_t3M15__bin.1	ZellerG_2014__CCIS63468405ST-4-0__bin.73	BackhedF_2015__SID615_B__bin.13	OlmMR_2017__S2_005_025G1__bin.3	OlmMR_2017__S2_005_028G1__bin.7	QinN_2014__LD-51__bin.65	OlmMR_2017__S2_005_024G1__bin.10	FerrettiP_2018__CA_C10034IS2591FE_t3M15__bin.11	ZellerG_2014__CCIS59903910ST-4-0__bin.5	FerrettiP_2018__CA_C10002IS2023FE_t2M15__bin.8	BackhedF_2015__SID544_4M__bin.1	QinJ_2012__DLM010__bin.14	OlmMR_2017__S2_005_019G1__bin.4	BackhedF_2015__SID608_B__bin.4	OlmMR_2017__S2_005_026G1__bin.1	GeversD_2014__SKBSTL036__bin.45	QinN_2014__LD-85__bin.60	HeQ_2017__RSZAXPI003097-131__bin.33	OlmMR_2017__S2_005_022G1__bin.11	CM_madagascar__A04_01_1FE__bin.3	QinN_2014__LD-28__bin.14	FengQ_2015__SID530451__bin.19	OlmMR_2017__S2_005_018G1__bin.5	FerrettiP_2018__CA_C10019IS2329FE_t4M15__bin.4	OlmMR_2017__S2_005_024G1__bin.3	VatanenT_2016__G80587__bin.4	OlmMR_2017__S2_005_021G1__bin.6	BackhedF_2015__SID180_B__bin.11	OlmMR_2017__S2_005_020G1__bin.10
BackhedF_2015__SID615_B__bin.13	0.9745946681688707	0.9827206802112	0.9838598476080281	0.9840886527009847	0.9734702282833473	0.9839659717097388	0.9815635474157617	0.9889919844275661	0.9828143689196336	0.9716168111788757	0.9830433119142473	0.9827979317268617	0.9832391661300434	1.0	0.9821412938174278	0.9821670137018849	0.9826437911231849	0.9815965738658724	0.9853684405196187	0.9837495682805252	0.98297394222803	0.9680353449581297	0.9835722327077226	0.9811495074317566	0.9836193000082089	0.9827705149503446	0.9827518713151995	0.9723159517126861	0.983354220148625	0.982700345565246	0.9739685003091771	0.9824266255371378	0.9844724778547548	0.9819592521235619	0.9838735289878263	0.9826947102287784	0.9725497732306896	0.9820787042070979	0.982835049573173	0.9818826220778327
OlmMR_2017__S2_005_025G1__bin.3	0.9758953617635233	0.9999684764324444	0.9841723745860181	0.9846153200936082	0.9723688814960045	0.9928913080632334	0.9999705587607502	0.982113753822354	0.9999189626946677	0.9710529059352466	0.9834860177654807	0.9838784614828912	0.9864110282482017	0.9821412938174278	1.0	0.9999603942157134	0.9838816913576783	0.9999159683296478	0.9860973548972846	0.9842109532198527	0.9905427044973745	0.9685549218251249	0.9848309363188738	0.9989670500671501	0.9845939080081487	0.9999073743961859	0.9841694739894046	0.9707866542674467	0.9847105179939691	0.9998994227536575	0.9728031419209839	0.983856321125155	0.9850782554163412	0.9999272684515392	0.9843909684903802	0.9999678086546432	0.9739866913411872	0.9999205687279081	0.983797352231802	0.9993795793866406
OlmMR_2017__S2_005_028G1__bin.7	0.9758521003942978	0.9999832308177324	0.9841951548371219	0.984590664312236	0.9723605065418167	0.9929274960468586	0.9999598466481283	0.9821373474146888	0.9999299432365946	0.9710109826118755	0.9834997039883046	0.9838667024932312	0.9864020888956092	0.9821670137018849	0.9999603942157134	1.0	0.9838508661002192	0.9999841605486786	0.986076949628668	0.984203611040768	0.9905568502363652	0.9685625765101028	0.9848302689777774	0.9989603021018453	0.9845661923622849	0.9999312538196368	0.9841066852572499	0.9707739550070635	0.9847776417139797	0.999906122427084	0.9728309840649813	0.9838581599305725	0.9851073778638529	0.9999496912680407	0.9843489890815118	0.9999959755204323	0.973975090865798	0.9999361058233609	0.9837852760247857	0.9994243820458593
QinN_2014__LD-51__bin.65	0.9748594780361134	0.9837212741060324	0.9853830985052058	0.9851286088322734	0.9745569754516574	0.9854118194828948	0.9838684368413766	0.9824931736006925	0.9846039635067504	0.9733039909888476	0.9855246441721754	0.9864024255495938	0.9839995758213909	0.9826437911231849	0.9838816913576783	0.9838508661002192	1.0	0.9837783101219144	0.9872777379289517	0.9859395054062812	0.9849586349913957	0.9695486839208021	0.9857077150042916	0.983156491635809	0.9858940749644788	0.9836356117445502	0.9857993535982035	0.9727146323314296	0.9865253923269937	0.9836876794355263	0.9749949122698355	0.9961308989879706	0.9868413775499352	0.9833198705373579	0.9849049786608753	0.9837668454255124	0.9729696586584239	0.9835841347664844	0.9955919435130499	0.9839033251629796
OlmMR_2017__S2_005_024G1__bin.10	0.9758980974592262	0.9278306878306878	0.9843380298058642	0.9848454823701029	0.973082895676578	0.9924000938542626	0.9999751133051623	0.9821559270151361	0.9999136455301403	0.9715539590261343	0.9820621480873716	0.9838788283640088	0.9869181499496783	0.9815965738658724	0.9999159683296478	0.9999841605486786	0.9837783101219144	1.0	0.9858889470438935	0.9844940070182112	0.9890727366581903	0.9691779294710204	0.9850174790108599	0.9990214247977536	0.984434445102622	0.9998741315074011	0.9833314788895982	0.9709798206531572	0.9846895293341827	0.9250639386189259	0.9727138505545362	0.9835358353802525	0.9850024974533842	0.9984826402060415	0.9844906424987163	0.9277692700357325	0.9747726023087722	0.9995906808898096	0.9834190921959435	0.9994540896204138
FerrettiP_2018__CA_C10034IS2591FE_t3M15__bin.11	0.9763016694201412	0.986311835137445	0.9878271079248259	0.9874275780614064	0.9769022005546958	0.9869498914129005	0.9858718400308323	0.9853680232015483	0.9863292293983286	0.9760797562405364	0.9875652254856675	0.9912542709258793	0.9858503552335496	0.9853684405196187	0.9860973548972846	0.986076949628668	0.9872777379289517	0.9858889470438935	1.0	0.9871226379861938	0.9863117754069879	0.9719575552248256	0.9875855859790811	0.9848918400387993	0.9963156658383097	0.9867109834958016	0.991320906944461	0.9760576562620251	0.9872526336539904	0.9863242831321821	0.9763020808363343	0.9875039080660865	0.9877768523444878	0.9862493176076276	0.9873560786357248	0.9863343565031796	0.9764317070418078	0.9862513668231814	0.9873112372006332	0.9854156497522606
ZellerG_2014__CCIS59903910ST-4-0__bin.5	0.9748454680594136	0.9836390742265354	0.9885818206359102	0.9857631006944947	0.9742460044058282	0.9856678252064838	0.9844780063239182	0.9832430841825232	0.9849980932799901	0.9726974100778433	0.9875695914115131	0.9860837071367897	0.9845510418793781	0.9837495682805252	0.9842109532198527	0.984203611040768	0.9859395054062812	0.9844940070182112	0.9871226379861938	1.0	0.9849284105540582	0.9687659995246204	0.9861462147501964	0.9836289747524559	0.9865672324361482	0.983925441409089	0.9857536431316166	0.9726687908069992	0.9872423898433085	0.9832543408877203	0.9744174327860948	0.9853978563161997	0.9892599079582763	0.9832890104086838	0.9857110699824917	0.9836205759262997	0.9733204442582074	0.9838653543194809	0.9857076140812605	0.984092269757741
FerrettiP_2018__CA_C10002IS2023FE_t2M15__bin.8	0.9748171477399226	0.9923607151752141	0.9853880006641642	0.985622353878219	0.9738890896476342	0.9927404674878203	0.9891116279608596	0.9835619088572796	0.9916363404200983	0.9732472395916737	0.9845516555064919	0.9854584973490155	0.9865761679244571	0.98297394222803	0.9905427044973745	0.9905568502363652	0.9849586349913957	0.9890727366581903	0.9863117754069879	0.9849284105540582	1.0	0.9696973861014131	0.9853495173906546	0.9898744860764842	0.9859093621270656	0.9922090905952164	0.9848977572370352	0.9728047513662437	0.9850936230290412	0.9923248851936878	0.9739495819337347	0.9848655160896083	0.9853234305902855	0.991234124792932	0.9855791161374687	0.9923443274285615	0.9752930041760725	0.9910472348370803	0.9847617606764333	0.9902345708297772
BackhedF_2015__SID544_4M__bin.1	0.9819376549253992	0.9675671460999419	0.9691534544922331	0.9703014119174568	0.9639089576739966	0.9707034903783223	0.9690787169742798	0.9681842970013047	0.9690311607274269	0.9624938214839933	0.9690423117774914	0.9692521093089953	0.9703675188879715	0.9680353449581297	0.9685549218251249	0.9685625765101028	0.9695486839208021	0.9691779294710204	0.9719575552248256	0.9687659995246204	0.9696973861014131	1.0	0.9711186776093675	0.9680942663532491	0.9698200012522628	0.9678170721802593	0.9689806496697477	0.9628807103214858	0.969518521705242	0.967570500225693	0.9633662197898918	0.9694748510013256	0.9702441110802849	0.967365134093058	0.969609649147163	0.9675216322889857	0.9688051541524895	0.9685164479917149	0.9694657944151559	0.9687508739804788
QinJ_2012__DLM010__bin.14	0.9756470329530872	0.9841846564063496	0.986106175363781	0.9862128773713879	0.9761860378413645	0.985654891379168	0.9850157360369617	0.9844929728691345	0.985293622769676	0.9751675428330914	0.98587613375687	0.9866030910772166	0.9851296128347711	0.9835722327077226	0.9848309363188738	0.9848302689777774	0.9857077150042916	0.9850174790108599	0.9875855859790811	0.9861462147501964	0.9853495173906546	0.9711186776093675	1.0	0.9835882865076855	0.9872111433368436	0.9843514712465915	0.9862584820821689	0.9752889775632448	0.9861188119184063	0.9842293318000739	0.9755481433019803	0.9859818507763505	0.9870764963924064	0.9840017226622173	0.986050097624888	0.9841819290745204	0.9758237119455997	0.9842138343239413	0.9855725061547385	0.9847944197313141
OlmMR_2017__S2_005_019G1__bin.4	0.9749780424542557	0.9984811850762589	0.9835613935942753	0.9842206942599953	0.9717694098212944	0.992467788812826	0.9990719248537231	0.9814464578556881	0.9989180863205952	0.9706470514898392	0.982612398271849	0.983410251328369	0.9859691558294534	0.9811495074317566	0.9989670500671501	0.9989603021018453	0.983156491635809	0.9990214247977536	0.9848918400387993	0.9836289747524559	0.9898744860764842	0.9680942663532491	0.9835882865076855	1.0	0.9834968940144976	0.9986773656507245	0.9831746520262892	0.9696426774242246	0.9835071992561588	0.9985135431426126	0.9724667977914396	0.9829413214681868	0.9841381713909099	0.9985118504181426	0.9839342173292632	0.9984993976372291	0.9735464854519723	0.9986069387913754	0.9827219808773919	0.9984444294208816
BackhedF_2015__SID608_B__bin.4	0.9754334165036472	0.9845742665937118	0.9863908162354722	0.9867868026132768	0.9734439818180343	0.9863823573162451	0.9844321071031304	0.983102359536772	0.9850419808323836	0.9720685865804243	0.9859532243008581	0.9896928924900488	0.9849499154598329	0.9836193000082089	0.9845939080081487	0.9845661923622849	0.9858940749644788	0.984434445102622	0.9963156658383097	0.9865672324361482	0.9859093621270656	0.9698200012522628	0.9872111433368436	0.9834968940144976	1.0	0.9845490958840886	0.9906208218407072	0.9725214884121485	0.98631046414897	0.9844809064778122	0.9738694498816954	0.9857575933822501	0.9875073221128507	0.98410733685367	0.9867300977673966	0.9845646375530689	0.9732521364511854	0.9844748913513733	0.9861447427717258	0.9843863869668451
OlmMR_2017__S2_005_026G1__bin.1	0.9755364978987562	0.9999064248952637	0.9838883218648141	0.9843746891846193	0.9713950781297113	0.9935399825286109	0.999745400710992	0.9821955314657544	0.9999204087578791	0.9704966746251908	0.9841902934377355	0.9836335459896741	0.9861973624332909	0.9827705149503446	0.9999073743961859	0.9999312538196368	0.9836356117445502	0.9998741315074011	0.9867109834958016	0.983925441409089	0.9922090905952164	0.9678170721802593	0.9843514712465915	0.9986773656507245	0.9845490958840886	1.0	0.9841742273755566	0.9705161736293394	0.9855792872832181	0.9999228608345172	0.9729340665283068	0.9835978606636548	0.9849225054536024	0.9999020214127748	0.9843243457549169	0.9999207108309719	0.9730649348006928	0.9998974095922031	0.9837991800412976	0.999118561165741
GeversD_2014__SKBSTL036__bin.45	0.9758997691276285	0.9842988381742114	0.9858849515879914	0.9863436782644759	0.9729863458285521	0.9871894815899304	0.9834765340830892	0.9827537841290301	0.9849050062538705	0.9719917678217673	0.9857499893729843	0.9923805505819918	0.9840242472196415	0.9827518713151995	0.9841694739894046	0.9841066852572499	0.9857993535982035	0.9833314788895982	0.991320906944461	0.9857536431316166	0.9848977572370352	0.9689806496697477	0.9862584820821689	0.9831746520262892	0.9906208218407072	0.9841742273755566	1.0	0.9719115866099322	0.9870868372824518	0.9839555979804165	0.9737666551043258	0.9857369696166898	0.9868785642578592	0.9837487332031809	0.9862473071407363	0.9842381272593522	0.9732188854704261	0.9841090937680576	0.9858425299037641	0.9843879638759899
QinN_2014__LD-85__bin.60	0.9703915826573717	0.970433162046754	0.9721956696857428	0.9730955351979791	0.9938121252900713	0.9737254311842888	0.9709978310177216	0.9723851721070913	0.9712198563365828	0.9923811650060202	0.9710857394188742	0.972326919799364	0.9744124392347498	0.9723159517126861	0.9707866542674467	0.9707739550070635	0.9727146323314296	0.9709798206531572	0.9760576562620251	0.9726687908069992	0.9728047513662437	0.9628807103214858	0.9752889775632448	0.9696426774242246	0.9725214884121485	0.9705161736293394	0.9719115866099322	1.0	0.9734632225654255	0.9704069374034311	0.9937850707064673	0.9727945240539209	0.974978332405561	0.9701840460239584	0.9729060953876782	0.9704230540518279	0.9652558984199132	0.9705399483232592	0.9739816354081826	0.9714350061451543
HeQ_2017__RSZAXPI003097-131__bin.33	0.9753236532937817	0.9818792822960826	0.9872382428270898	0.9856699792796716	0.9754173381881852	0.9858998287014548	0.984731302404164	0.9839926319888644	0.9846563541224459	0.9734115168775207	0.9853268163202646	0.9863138736720708	0.9857275077453755	0.983354220148625	0.9847105179939691	0.9847776417139797	0.9865253923269937	0.9846895293341827	0.9872526336539904	0.9872423898433085	0.9850936230290412	0.969518521705242	0.9861188119184063	0.9835071992561588	0.98631046414897	0.9855792872832181	0.9870868372824518	0.9734632225654255	1.0	0.9820840734162226	0.9747968736292887	0.9866712375267613	0.9879384413710138	0.9820149848809026	0.9856161464317906	0.9821632420091324	0.9739791404336785	0.984667247012219	0.9865969608973826	0.9845888012354241
OlmMR_2017__S2_005_022G1__bin.11	0.9756206059778707	0.9998766209426563	0.9838132402846523	0.9842040619935171	0.9713504796213296	0.9933767139205205	0.9282749077490775	0.9819622645158483	0.9997606047575514	0.9702714959161506	0.9841518169259591	0.9839893028661038	0.9854360497259387	0.982700345565246	0.9998994227536575	0.999906122427084	0.9836876794355263	0.9250639386189259	0.9863242831321821	0.9832543408877203	0.9923248851936878	0.967570500225693	0.9842293318000739	0.9985135431426126	0.9844809064778122	0.9999228608345172	0.9839555979804165	0.9704069374034311	0.9820840734162226	1.0	0.9727137526216871	0.9838316077444139	0.9850933590167363	0.9999408218876442	0.9840672210432326	0.9999222111872383	0.9728067191173568	0.999922757581445	0.9838902635544384	0.9988184523809523
CM_madagascar__A04_01_1FE__bin.3	0.9697334932429454	0.972729549339634	0.9737638904767885	0.9745162999457988	0.9944264018163976	0.9749893455240721	0.9727750180892838	0.9742174003178772	0.9730087217131972	0.9932976622460311	0.9732629330589941	0.9740967027885649	0.9748209709158039	0.9739685003091771	0.9728031419209839	0.9728309840649813	0.9749949122698355	0.9727138505545362	0.9763020808363343	0.9744174327860948	0.9739495819337347	0.9633662197898918	0.9755481433019803	0.9724667977914396	0.9738694498816954	0.9729340665283068	0.9737666551043258	0.9937850707064673	0.9747968736292887	0.9727137526216871	1.0	0.9750714016621213	0.9748720788031078	0.972278547099918	0.9743357133759469	0.9726158336612167	0.9659912066295874	0.9725326958034786	0.9752649216167741	0.97350652168018
QinN_2014__LD-28__bin.14	0.974927260350991	0.983899358422328	0.9850442762391183	0.9848469837387788	0.9744926803699128	0.985444764054511	0.9836281748708602	0.9825163306381626	0.9844279435939299	0.9729635582551319	0.9849117173413878	0.9860992035946864	0.9840568581846778	0.9824266255371378	0.983856321125155	0.9838581599305725	0.9961308989879706	0.9835358353802525	0.9875039080660865	0.9853978563161997	0.9848655160896083	0.9694748510013256	0.9859818507763505	0.9829413214681868	0.9857575933822501	0.9835978606636548	0.9857369696166898	0.9727945240539209	0.9866712375267613	0.9838316077444139	0.9750714016621213	1.0	0.9865959872621631	0.9833772544072525	0.984725944122848	0.9838858279042837	0.9732635485102064	0.9835094190854107	0.9957121773128609	0.9839409906792799
