	BackhedF_2015__SID133_B__bin.7	OlmMR_2017__S2_005_027G1__bin.6	HeQ_2017__SZAXPI029503-106__bin.19	FerrettiP_2018__CA_C10019IS2352FE_t3M15__bin.2	BritoIL_2016__M1.7.ST__bin.24	BackhedF_2015__SID105_4M__bin.12	OlmMR_2017__S2_005_022G1__bin.2	QinN_2014__LD-66__bin.8	OlmMR_2017__S2_005_023G1__bin.3	YuJ_2015__SZAXPI015267-102__bin.21	QinN_2014__LD-23__bin.10	FerrettiP_2018__CA_C10029IS2503FE_t3M15__bin.1	ZellerG_2014__CCIS63468405ST-4-0__bin.73	BackhedF_2015__SID615_B__bin.13	OlmMR_2017__S2_005_025G1__bin.3	OlmMR_2017__S2_005_028G1__bin.7	QinN_2014__LD-51__bin.65	OlmMR_2017__S2_005_024G1__bin.10	FerrettiP_2018__CA_C10034IS2591FE_t3M15__bin.11	ZellerG_2014__CCIS59903910ST-4-0__bin.5	FerrettiP_2018__CA_C10002IS2023FE_t2M15__bin.8	BackhedF_2015__SID544_4M__bin.1	QinJ_2012__DLM010__bin.14	OlmMR_2017__S2_005_019G1__bin.4	BackhedF_2015__SID608_B__bin.4	OlmMR_2017__S2_005_026G1__bin.1	GeversD_2014__SKBSTL036__bin.45	QinN_2014__LD-85__bin.60	HeQ_2017__RSZAXPI003097-131__bin.33	OlmMR_2017__S2_005_022G1__bin.11	CM_madagascar__A04_01_1FE__bin.3	QinN_2014__LD-28__bin.14	FengQ_2015__SID530451__bin.19	OlmMR_2017__S2_005_018G1__bin.5	FerrettiP_2018__CA_C10019IS2329FE_t4M15__bin.4	OlmMR_2017__S2_005_024G1__bin.3	VatanenT_2016__G80587__bin.4	OlmMR_2017__S2_005_021G1__bin.6	BackhedF_2015__SID180_B__bin.11	OlmMR_2017__S2_005_020G1__bin.10
QinN_2014__LD-23__bin.10	652549.0	1362647.0	2031606.0	1508873.0	1448908.0	1430455.0	709641.0	1954387.0	1755129.0	1596234.0	2256160.0	1961165.0	1213861.0	1887102.0	2069519.0	2069175.0	2043404.0	709338.0	1138742.0	1954803.0	1792684.0	1441419.0	1096796.0	1395017.0	2033278.0	1552970.0	1834946.0	1746128.0	605799.0	1365961.0	1454161.0	2076512.0	788978.0	1504664.0	1763377.0	1363020.0	1729336.0	2023528.0	1911621.0	1072659.0
FerrettiP_2018__CA_C10029IS2503FE_t3M15__bin.1	1038320.0	1287029.0	2784252.0	2092952.0	2027653.0	2096348.0	1536482.0	2689461.0	2517981.0	2216278.0	1961165.0	3057285.0	1800476.0	2623638.0	2823862.0	2820998.0	2828225.0	1538908.0	1809912.0	2684120.0	2524911.0	2111592.0	1755181.0	2119140.0	2844639.0	1459632.0	1768238.0	2399769.0	1442848.0	1285578.0	2102049.0	2830845.0	1374548.0	1407022.0	2521306.0	1287169.0	2429276.0	1924819.0	2652860.0	1729911.0
ZellerG_2014__CCIS63468405ST-4-0__bin.73	943607.0	757418.0	1866085.0	1495619.0	1433865.0	1643834.0	1117341.0	1803121.0	1753299.0	1507696.0	1213861.0	1800476.0	2186904.0	1759459.0	1874314.0	1871611.0	1867138.0	1118802.0	1423852.0	1802128.0	1801572.0	1613196.0	1401443.0	1435409.0	1860654.0	870196.0	1066679.0	1632512.0	1076126.0	759684.0	1478810.0	1887081.0	1117738.0	817006.0	1748877.0	756273.0	1764285.0	1164550.0	1852928.0	1193197.0
BackhedF_2015__SID615_B__bin.13	1006521.0	1215152.0	2803691.0	2010452.0	2078382.0	1990579.0	1550244.0	2864549.0	2535723.0	2314222.0	1887102.0	2623638.0	1759459.0	3046139.0	2764254.0	2761007.0	2736139.0	1552537.0	1714103.0	2643499.0	2412831.0	2027333.0	1685926.0	2093314.0	2753118.0	1395921.0	1685980.0	2516106.0	1465837.0	1215400.0	2144402.0	2800259.0	1392624.0	1338082.0	2455962.0	1215062.0	2383259.0	1830169.0	2612300.0	1685564.0
OlmMR_2017__S2_005_025G1__bin.3	1056975.0	1490948.0	2985034.0	2145966.0	2086090.0	2159047.0	1766230.0	2826138.0	2875219.0	2311631.0	2069519.0	2823862.0	1874314.0	2764254.0	3264025.0	3257100.0	2958499.0	1773141.0	1841592.0	2810936.0	2621574.0	2141289.0	1796749.0	2393146.0	2941304.0	1716588.0	1838347.0	2518438.0	1511562.0	1491391.0	2149513.0	3010714.0	1447887.0	1649903.0	2606696.0	1491084.0	2541353.0	2190573.0	2777509.0	1948678.0
OlmMR_2017__S2_005_028G1__bin.7	1055040.0	1490830.0	2978517.0	2144609.0	2085277.0	2155248.0	1768221.0	2822929.0	2869102.0	2308012.0	2069175.0	2820998.0	1871611.0	2761007.0	3257100.0	3259481.0	2955143.0	1767738.0	1842556.0	2807667.0	2618406.0	2141874.0	1793308.0	2392041.0	2938549.0	1716459.0	1836055.0	2515017.0	1509096.0	1491304.0	2146342.0	3009756.0	1447831.0	1649813.0	2603474.0	1490876.0	2540835.0	2191123.0	2763846.0	1945735.0
QinN_2014__LD-51__bin.65	1078657.0	1332291.0	2936190.0	2120111.0	2102423.0	2182109.0	1625075.0	2874136.0	2657697.0	2341099.0	2043404.0	2828225.0	1867138.0	2736139.0	2958499.0	2955143.0	3286661.0	1628437.0	1827741.0	2762065.0	2589991.0	2152682.0	1802371.0	2223646.0	2925012.0	1506503.0	1802594.0	2515744.0	1465423.0	1333348.0	2147323.0	3127083.0	1410330.0	1455864.0	2562898.0	1332335.0	2527937.0	1988625.0	2857722.0	1793476.0
OlmMR_2017__S2_005_024G1__bin.10	633311.0	4725.0	1652091.0	1201028.0	1132737.0	1223173.0	1768013.0	1588987.0	1771767.0	1293361.0	709338.0	1538908.0	1118802.0	1552537.0	1773141.0	1767738.0	1628437.0	1774822.0	1115792.0	1556237.0	1470359.0	1233337.0	1116768.0	1550213.0	1613884.0	317792.0	512283.0	1414912.0	1431504.0	3910.0	1233373.0	1643934.0	1017036.0	200348.0	1482073.0	3918.0	1424047.0	718266.0	1548528.0	1317066.0
FerrettiP_2018__CA_C10034IS2591FE_t3M15__bin.11	957578.0	727782.0	1815838.0	1503688.0	1376971.0	1577075.0	1115715.0	1778502.0	1701294.0	1448313.0	1138742.0	1809912.0	1423852.0	1714103.0	1841592.0	1842556.0	1827741.0	1115792.0	2164243.0	1753853.0	1760126.0	1604532.0	1419479.0	1402090.0	1860309.0	828880.0	1011396.0	1611204.0	1060219.0	726982.0	1460086.0	1851939.0	1076973.0	787670.0	1715607.0	727152.0	1718962.0	1119384.0	1783389.0	1182089.0
ZellerG_2014__CCIS59903910ST-4-0__bin.5	1003676.0	1258364.0	2815335.0	2074890.0	2000078.0	2050282.0	1553151.0	2681281.0	2525279.0	2218947.0	1954803.0	2684120.0	1802128.0	2643499.0	2810936.0	2807667.0	2762065.0	1556237.0	1753853.0	3199382.0	2483746.0	2048889.0	1724655.0	2130227.0	2798902.0	1426851.0	1750623.0	2393125.0	1473787.0	1262357.0	2069847.0	2783153.0	1410230.0	1376639.0	2501097.0	1258286.0	2410310.0	1893503.0	2631611.0	1747138.0
FerrettiP_2018__CA_C10002IS2023FE_t2M15__bin.8	1020496.0	1152333.0	2577676.0	2005057.0	1901121.0	2071070.0	1467437.0	2460383.0	2412102.0	2073244.0	1792684.0	2524911.0	1801572.0	2412831.0	2621574.0	2618406.0	2589991.0	1470359.0	1760126.0	2483746.0	2909113.0	2037646.0	1692777.0	2007108.0	2577598.0	1332322.0	1570429.0	2214100.0	1380483.0	1154771.0	1999085.0	2589715.0	1340504.0	1274944.0	2367608.0	1152740.0	2326588.0	1747058.0	2498517.0	1635668.0
BackhedF_2015__SID544_4M__bin.1	1098916.0	910589.0	2131746.0	1699037.0	1647805.0	1822811.0	1233584.0	2070267.0	1990743.0	1739900.0	1441419.0	2111592.0	1613196.0	2027333.0	2141289.0	2141874.0	2152682.0	1233337.0	1604532.0	2048889.0	2037646.0	2556476.0	1528081.0	1625946.0	2140126.0	1034244.0	1247834.0	1874982.0	1185474.0	910529.0	1720161.0	2164281.0	1211088.0	993079.0	1980859.0	910329.0	2042004.0	1382722.0	2097713.0	1358726.0
QinJ_2012__DLM010__bin.14	914057.0	682565.0	1781223.0	1448308.0	1330396.0	1525398.0	1113368.0	1749078.0	1664108.0	1406506.0	1096796.0	1755181.0	1401443.0	1685926.0	1796749.0	1793308.0	1802371.0	1116768.0	1419479.0	1724655.0	1692777.0	1528081.0	1983938.0	1381757.0	1776703.0	786272.0	963649.0	1565779.0	1064102.0	681772.0	1398585.0	1817929.0	1090339.0	738392.0	1678363.0	682068.0	1653521.0	1080313.0	1753527.0	1165822.0
OlmMR_2017__S2_005_019G1__bin.4	777637.0	848688.0	2222512.0	1629476.0	1598160.0	1654627.0	1546211.0	2132423.0	2270976.0	1804725.0	1395017.0	2119140.0	1435409.0	2093314.0	2393146.0	2392041.0	2223646.0	1550213.0	1402090.0	2130227.0	2007108.0	1625946.0	1381757.0	2412239.0	2198980.0	1040348.0	1208712.0	1907744.0	1342222.0	848326.0	1666606.0	2239388.0	1159198.0	985788.0	1997973.0	848326.0	1921257.0	1440712.0	2074717.0	1582699.0
BackhedF_2015__SID608_B__bin.4	1068891.0	1330504.0	2947201.0	2125148.0	2095043.0	2131059.0	1611008.0	2827377.0	2648947.0	2314097.0	2033278.0	2844639.0	1860654.0	2753118.0	2941304.0	2938549.0	2925012.0	1613884.0	1860309.0	2798902.0	2577598.0	2140126.0	1776703.0	2198980.0	3233244.0	1516675.0	1840673.0	2536018.0	1476164.0	1332101.0	2163062.0	2940093.0	1430598.0	1466337.0	2575603.0	1330581.0	2513397.0	1990131.0	2758231.0	1786582.0
OlmMR_2017__S2_005_026G1__bin.1	473767.0	1399945.0	1518650.0	1105962.0	1094462.0	1046282.0	318147.0	1435370.0	1407190.0	1179867.0	1552970.0	1459632.0	870196.0	1395921.0	1716588.0	1716459.0	1506503.0	317792.0	828880.0	1426851.0	1332322.0	1034244.0	786272.0	1040348.0	1516675.0	1696816.0	1508236.0	1270154.0	244024.0	1400067.0	1072566.0	1545713.0	524424.0	1571772.0	1311588.0	1399939.0	1277851.0	1715560.0	1401534.0	785080.0
GeversD_2014__SKBSTL036__bin.45	576509.0	1329201.0	1806370.0	1343041.0	1279316.0	1262244.0	508610.0	1725364.0	1551839.0	1402302.0	1834946.0	1768238.0	1066679.0	1685980.0	1838347.0	1836055.0	1802594.0	512283.0	1011396.0	1750623.0	1570429.0	1247834.0	963649.0	1208712.0	1840673.0	1508236.0	2051351.0	1524294.0	461622.0	1332552.0	1265603.0	1796743.0	664409.0	1461363.0	1582890.0	1329474.0	1525702.0	1818839.0	1676712.0	920828.0
QinN_2014__LD-85__bin.60	926088.0	1105360.0	2527484.0	1839992.0	2119306.0	1867357.0	1411722.0	2551057.0	2338800.0	2347078.0	1746128.0	2399769.0	1632512.0	2516106.0	2518438.0	2515017.0	2515744.0	1414912.0	1611204.0	2393125.0	2214100.0	1874982.0	1565779.0	1907744.0	2536018.0	1270154.0	1524294.0	2983093.0	1325745.0	1105428.0	2243147.0	2570953.0	1277253.0	1204590.0	2227143.0	1104847.0	2178931.0	1670771.0	2419983.0	1554070.0
HeQ_2017__RSZAXPI003097-131__bin.33	606127.0	84213.0	1512566.0	1136565.0	1105698.0	1173390.0	1429395.0	1484254.0	1509941.0	1250391.0	605799.0	1442848.0	1076126.0	1465837.0	1511562.0	1509096.0	1465423.0	1431504.0	1060219.0	1473787.0	1380483.0	1185474.0	1064102.0	1342222.0	1476164.0	244024.0	461622.0	1325745.0	1619347.0	84450.0	1196915.0	1487685.0	982543.0	126661.0	1388988.0	84096.0	1324668.0	567478.0	1431541.0	1170772.0
OlmMR_2017__S2_005_022G1__bin.11	424867.0	1491339.0	1336648.0	947712.0	954920.0	938054.0	4336.0	1240954.0	1106956.0	1020973.0	1365961.0	1285578.0	759684.0	1215400.0	1491391.0	1491304.0	1333348.0	3910.0	726982.0	1262357.0	1154771.0	910529.0	681772.0	848326.0	1332101.0	1400067.0	1332552.0	1105428.0	84450.0	1530103.0	917825.0	1374410.0	435041.0	1453240.0	1126671.0	1491217.0	1119909.0	1475873.0	1223732.0	672000.0
CM_madagascar__A04_01_1FE__bin.3	839641.0	918430.0	2134196.0	1642030.0	1948472.0	1717588.0	1230010.0	2170650.0	2042030.0	2052269.0	1454161.0	2102049.0	1478810.0	2144402.0	2149513.0	2146342.0	2147323.0	1233373.0	1460086.0	2069847.0	1999085.0	1720161.0	1398585.0	1666606.0	2163062.0	1072566.0	1265603.0	2243147.0	1196915.0	917825.0	2504596.0	2173969.0	1150513.0	1005575.0	1986379.0	917501.0	1915534.0	1413790.0	2096941.0	1364449.0
QinN_2014__LD-28__bin.14	1097407.0	1372554.0	2976653.0	2119644.0	2136720.0	2170353.0	1641051.0	2938342.0	2682690.0	2365474.0	2076512.0	2830845.0	1887081.0	2800259.0	3010714.0	3009756.0	3127083.0	1643934.0	1851939.0	2783153.0	2589715.0	2164281.0	1817929.0	2239388.0	2940093.0	1545713.0	1796743.0	2570953.0	1487685.0	1374410.0	2173969.0	3339818.0	1441061.0	1496624.0	2562908.0	1373015.0	2539043.0	2019092.0	2896575.0	1810697.0
FengQ_2015__SID530451__bin.19	699451.0	433864.0	1448857.0	1110386.0	1090932.0	1202333.0	1016404.0	1400884.0	1373364.0	1171575.0	788978.0	1374548.0	1117738.0	1392624.0	1447887.0	1447831.0	1410330.0	1017036.0	1076973.0	1410230.0	1340504.0	1211088.0	1090339.0	1159198.0	1430598.0	524424.0	664409.0	1277253.0	982543.0	435041.0	1150513.0	1441061.0	1588108.0	482600.0	1324031.0	433053.0	1322624.0	750267.0	1404296.0	980929.0
OlmMR_2017__S2_005_018G1__bin.5	450869.0	1453120.0	1468078.0	1043543.0	1036011.0	1005065.0	200329.0	1378781.0	1301865.0	1117614.0	1504664.0	1407022.0	817006.0	1338082.0	1649903.0	1649813.0	1455864.0	200348.0	787670.0	1376639.0	1274944.0	993079.0	738392.0	985788.0	1466337.0	1571772.0	1461363.0	1204590.0	126661.0	1453240.0	1005575.0	1496624.0	482600.0	1649896.0	1255980.0	1453258.0	1227413.0	1649744.0	1345915.0	745263.0
FerrettiP_2018__CA_C10019IS2329FE_t4M15__bin.4	1000742.0	1126444.0	2585167.0	2135234.0	1884070.0	1978580.0	1478841.0	2501601.0	2370315.0	2081041.0	1763377.0	2521306.0	1748877.0	2455962.0	2606696.0	2603474.0	2562898.0	1482073.0	1715607.0	2501097.0	2367608.0	1980859.0	1678363.0	1997973.0	2575603.0	1311588.0	1582890.0	2227143.0	1388988.0	1126671.0	1986379.0	2562908.0	1324031.0	1255980.0	2809645.0	1127200.0	2290046.0	1740834.0	2460719.0	1642821.0
OlmMR_2017__S2_005_024G1__bin.3	424867.0	1491167.0	1336209.0	946781.0	954898.0	937940.0	4336.0	1240368.0	1106703.0	1020644.0	1363020.0	1287169.0	756273.0	1215062.0	1491084.0	1490876.0	1332335.0	3918.0	727152.0	1258286.0	1152740.0	910329.0	682068.0	848326.0	1330581.0	1399939.0	1329474.0	1104847.0	84096.0	1491217.0	917501.0	1373015.0	433053.0	1453258.0	1127200.0	1491318.0	1120142.0	1475941.0	1231852.0	635051.0
VatanenT_2016__G80587__bin.4	1048222.0	1120142.0	2539167.0	1931759.0	1838791.0	2003249.0	1424012.0	2419318.0	2331760.0	2002675.0	1729336.0	2429276.0	1764285.0	2383259.0	2541353.0	2540835.0	2527937.0	1424047.0	1718962.0	2410310.0	2326588.0	2042004.0	1653521.0	1921257.0	2513397.0	1277851.0	1525702.0	2178931.0	1324668.0	1119909.0	1915534.0	2539043.0	1322624.0	1227413.0	2290046.0	1120142.0	2879104.0	1668039.0	2456611.0	1567345.0
OlmMR_2017__S2_005_021G1__bin.6	631528.0	1475885.0	1978159.0	1484296.0	1420506.0	1392671.0	718211.0	1889537.0	1820925.0	1551867.0	2023528.0	1924819.0	1164550.0	1830169.0	2190573.0	2191123.0	1988625.0	718266.0	1119384.0	1893503.0	1747058.0	1382722.0	1080313.0	1440712.0	1990131.0	1715560.0	1818839.0	1670771.0	567478.0	1475873.0	1413790.0	2019092.0	750267.0	1649744.0	1740834.0	1475941.0	1668039.0	2194236.0	1820556.0	1118566.0
BackhedF_2015__SID180_B__bin.11	1068461.0	1232254.0	2758324.0	2049796.0	2017900.0	2124570.0	1545929.0	2685081.0	2518875.0	2244667.0	1911621.0	2652860.0	1852928.0	2612300.0	2777509.0	2763846.0	2857722.0	1548528.0	1783389.0	2631611.0	2498517.0	2097713.0	1753527.0	2074717.0	2758231.0	1401534.0	1676712.0	2419983.0	1431541.0	1223732.0	2096941.0	2896575.0	1404296.0	1345915.0	2460719.0	1231852.0	2456611.0	1820556.0	3036062.0	1690351.0
OlmMR_2017__S2_005_020G1__bin.10	670979.0	635224.0	1806551.0	1342916.0	1304529.0	1375000.0	1313832.0	1723829.0	1796424.0	1455972.0	1072659.0	1729911.0	1193197.0	1685564.0	1948678.0	1945735.0	1793476.0	1317066.0	1182089.0	1747138.0	1635668.0	1358726.0	1165822.0	1582699.0	1786582.0	785080.0	920828.0	1554070.0	1170772.0	672000.0	1364449.0	1810697.0	980929.0	745263.0	1642821.0	635051.0	1567345.0	1118566.0	1690351.0	2003196.0
