	BackhedF_2015__SID133_B__bin.7	OlmMR_2017__S2_005_027G1__bin.6	HeQ_2017__SZAXPI029503-106__bin.19	FerrettiP_2018__CA_C10019IS2352FE_t3M15__bin.2	BritoIL_2016__M1.7.ST__bin.24	BackhedF_2015__SID105_4M__bin.12	OlmMR_2017__S2_005_022G1__bin.2	QinN_2014__LD-66__bin.8	OlmMR_2017__S2_005_023G1__bin.3	YuJ_2015__SZAXPI015267-102__bin.21	QinN_2014__LD-23__bin.10	FerrettiP_2018__CA_C10029IS2503FE_t3M15__bin.1	ZellerG_2014__CCIS63468405ST-4-0__bin.73	BackhedF_2015__SID615_B__bin.13	OlmMR_2017__S2_005_025G1__bin.3	OlmMR_2017__S2_005_028G1__bin.7	QinN_2014__LD-51__bin.65	OlmMR_2017__S2_005_024G1__bin.10	FerrettiP_2018__CA_C10034IS2591FE_t3M15__bin.11	ZellerG_2014__CCIS59903910ST-4-0__bin.5	FerrettiP_2018__CA_C10002IS2023FE_t2M15__bin.8	BackhedF_2015__SID544_4M__bin.1	QinJ_2012__DLM010__bin.14	OlmMR_2017__S2_005_019G1__bin.4	BackhedF_2015__SID608_B__bin.4	OlmMR_2017__S2_005_026G1__bin.1	GeversD_2014__SKBSTL036__bin.45	QinN_2014__LD-85__bin.60	HeQ_2017__RSZAXPI003097-131__bin.33	OlmMR_2017__S2_005_022G1__bin.11	CM_madagascar__A04_01_1FE__bin.3	QinN_2014__LD-28__bin.14	FengQ_2015__SID530451__bin.19	OlmMR_2017__S2_005_018G1__bin.5	FerrettiP_2018__CA_C10019IS2329FE_t4M15__bin.4	OlmMR_2017__S2_005_024G1__bin.3	VatanenT_2016__G80587__bin.4	OlmMR_2017__S2_005_021G1__bin.6	BackhedF_2015__SID180_B__bin.11	OlmMR_2017__S2_005_020G1__bin.10
QinN_2014__LD-23__bin.10	0.28210543578469616	0.5943745124459259	0.889825189702858	0.6589452875682577	0.6245332777817176	0.6250452095596057	0.3089182504786895	0.851004361392809	0.7656930359548968	0.6870288454719524	1.0	0.8572002872136728	0.5292168995106731	0.8222391142472164	0.9021270654563506	0.9019896638536274	0.8925896213034537	0.30876090348202256	0.49844957804411033	0.8556591731082903	0.7822982412594851	0.6191032550882916	0.47926787107297353	0.6075637366144244	0.8885526735692504	0.6774422026806609	0.8017153038791576	0.7515601730373733	0.2645690021984256	0.595841163747252	0.6272963796893837	0.9064875718034181	0.3461443337351961	0.6560115417346287	0.7699941493511099	0.594536291752358	0.7460122509041911	0.8822481561591377	0.8346114637259768	0.467419863839444
FerrettiP_2018__CA_C10029IS2503FE_t3M15__bin.1	0.331172265588586	0.4142260207995002	0.8982244049867774	0.6750185213351061	0.6459077253183788	0.6765633560495669	0.49446616851225844	0.8646917117638689	0.810985563988964	0.7050994591606606	0.6325811954070361	1.0	0.579895560930695	0.8433973280214309	0.9087595693564715	0.9078270426211492	0.9124985076628446	0.4952430015520306	0.5868222949446977	0.8657246543910693	0.8138577201667493	0.6694387340401696	0.5664067955718881	0.6816453160238577	0.920855922820411	0.4696137259038657	0.5739618648572181	0.7632131122875362	0.4654786845191076	0.41376417311438085	0.6697442338545474	0.9130630608530118	0.4438055333408563	0.4525034466855396	0.8131973303110439	0.41419363912752655	0.7735062318364169	0.6191784540858964	0.855945389455023	0.5568790609969302
ZellerG_2014__CCIS63468405ST-4-0__bin.73	0.42076103935060705	0.34127423974714943	0.8403057473030366	0.6734003870311637	0.6390961834630143	0.7421345427142663	0.5042425273354477	0.8105060853151304	0.7913735582357524	0.6715187315035319	0.5459764123162242	0.8106921931644004	1.0	0.7910585009675779	0.8454161682451539	0.8441893196957891	0.8401205539886525	0.5048991633834864	0.6418685959694619	0.8113236795030784	0.8127416658435852	0.7158032542809378	0.6313048035030344	0.6471564366794335	0.8380116365418875	0.39242006050562805	0.4799652842557332	0.7273936121567293	0.4850542136280331	0.3423195531216734	0.6591853140329891	0.8491433551724263	0.503652652334076	0.36818168515856203	0.7876248797386625	0.34083297666472784	0.7874099640404884	0.5250559695350139	0.8340992563002307	0.5382737422401714
BackhedF_2015__SID615_B__bin.13	0.3220306098966593	0.39202249142274864	0.9055525699910608	0.6494985947785049	0.6641991714757599	0.6429982348146294	0.4995382679516595	0.9300350377970276	0.8181323964533463	0.7381596834550229	0.6090014277089784	0.8464833679618692	0.5679218840637279	1.0	0.891255454856131	0.8902318640088321	0.8826419280275785	0.5002939787055023	0.5544799498644022	0.8537171153384662	0.7786085927135957	0.6442680389831192	0.5443710874651485	0.6742482861090712	0.8890007974028762	0.4503635585900709	0.5439344691755695	0.8031314395042379	0.4732013214104806	0.3920943857125364	0.6856482911646514	0.903126548066257	0.45007795113748916	0.4313466982301201	0.7932520479203345	0.391983097291358	0.7609101226175168	0.5900485828125375	0.8428571381673652	0.5433192641570198
OlmMR_2017__S2_005_025G1__bin.3	0.31601994470017847	0.456767641179219	0.9000507042685029	0.6473452256033578	0.6214563307572706	0.6567654965878019	0.5411043113946737	0.8503577638038924	0.8808100428152357	0.6877140953270886	0.6235684469328513	0.8511996691201813	0.566430710549092	0.8317607861459394	1.0	0.9978388645920298	0.8917863680578426	0.5431919179540597	0.5563649175481192	0.8475897090249003	0.7955763206470539	0.6353983195594397	0.5421202349859453	0.7324312773339665	0.8872450425471617	0.5258627001937792	0.5542987569029036	0.7490340913442758	0.45601703418325534	0.4568718070480465	0.6406363309104556	0.9075022403321052	0.4369703050681291	0.5054443516823554	0.7861483904075489	0.4568090011565475	0.7583410053538193	0.6710729850414748	0.8371584163724236	0.5966464717641562
OlmMR_2017__S2_005_028G1__bin.7	0.31586715799233067	0.4573749624556793	0.8993585175063147	0.6478215396868398	0.6220748027063204	0.6565477755507702	0.542463662159712	0.8505967667858779	0.8801711069952547	0.6875649835050427	0.6243426484154992	0.8515116363617399	0.5663972270432011	0.8319637390124378	0.9992299387540532	1.0	0.8919886325461017	0.5423286713436893	0.5574206445750105	0.8477779131094797	0.7957340447758401	0.6364629829104695	0.5418359548652071	0.7331087372498873	0.8876247476208635	0.5265688003703657	0.554344081158933	0.7490496186356048	0.4559388442515848	0.45748510268966136	0.6406013718134882	0.9084799083044202	0.4375754913128808	0.5061327248110972	0.7862377476659627	0.45739490428077356	0.7592343689071971	0.6721876887762193	0.8341913942741191	0.5966026493174834
QinN_2014__LD-51__bin.65	0.31994142383409785	0.39876427778830853	0.8803074001243207	0.6354722923964473	0.6234080728131073	0.6542433186750931	0.4864693985780706	0.8591756192683091	0.7961815958506216	0.6932875036397121	0.6127267156545808	0.8488152565780285	0.5590059333773699	0.8180490777722436	0.8856444275816703	0.8846120728605719	1.0	0.48743116494217076	0.5490338066505794	0.8285700898267269	0.7761780116659429	0.6350305066448897	0.5405519461848971	0.6651711265627943	0.8774108434061194	0.45086791731791015	0.540669086346295	0.7445553405112362	0.4398619145692239	0.39906701664698613	0.6370078934213173	0.9477655286018242	0.42346077067272836	0.435572759101106	0.7680168414083473	0.39879592084489396	0.7483601138054701	0.595126786729754	0.8656581862260818	0.5368996072305602
OlmMR_2017__S2_005_024G1__bin.10	0.34823041409223005	0.002470106861420469	0.9162699132645414	0.6664482410067039	0.6210465049452846	0.6839429531524851	0.9961387677186782	0.8793180386540171	0.9981924947966613	0.7079977597753465	0.39249795190728987	0.8530990713434925	0.6221277401339402	0.8586579386552567	0.9989689106851279	0.9959928375916006	0.9026375602736499	1.0	0.6198069440203018	0.8632448775144775	0.8194016075978323	0.6734889470606066	0.6198007462156768	0.8725922937624166	0.8951675153902758	0.1790331650159847	0.2838278993611754	0.7740781892494007	0.7942131661653956	0.002037950848028704	0.6759658151634361	0.9110029062069324	0.5644413918691564	0.11271214803512691	0.822103286977511	0.0020480927101422	0.7821189955950513	0.4045318347417375	0.8580308335145721	0.7416783204174842
FerrettiP_2018__CA_C10034IS2591FE_t3M15__bin.11	0.43196859132731397	0.3316725524813988	0.8288043440593316	0.6860518897369657	0.6215411116034567	0.7191863390571207	0.5082386774498058	0.8097422516787626	0.7753454672141714	0.653193287445079	0.5196191000733282	0.8289656013673141	0.6485893681994119	0.7804220690560163	0.8390873852889902	0.8395092417995577	0.833773287010747	0.5082825727055604	1.0	0.7999415962070802	0.8021432898246639	0.7205923734072375	0.647735489961155	0.6380554309289669	0.8563987500479382	0.37789887734417993	0.4632649845696625	0.7266411396502149	0.48363515557171727	0.33131214932888775	0.6586529331502978	0.8450053898753515	0.4915386118841553	0.3589425956327455	0.782682443699714	0.3313930090105409	0.7755362960628729	0.5101063050683311	0.8135685318145882	0.5382246817940498
ZellerG_2014__CCIS59903910ST-4-0__bin.5	0.3058181236251251	0.3868797161451805	0.8699145647503175	0.6392953389123275	0.6090451218391552	0.6316523003505051	0.4779182354592231	0.8240188261357975	0.7774610846719774	0.6746190358012892	0.6033990314379465	0.8272744548790986	0.5545717891767847	0.812826039528884	0.8647151231081502	0.8637030526520435	0.8511734453716374	0.4788756078517664	0.5411257549114172	1.0	0.764620167269804	0.6203991895934903	0.5315907884710234	0.6549242947544245	0.8630744937616077	0.43880818233021257	0.5393801052828328	0.7275523835540739	0.45477064007986545	0.3879555489153843	0.6304014337768982	0.8572008594159748	0.43604796176261545	0.42309233470714036	0.7705735045080582	0.38684846010885854	0.7332678623559175	0.5822849537816991	0.8107812696326978	0.5373990977007435
FerrettiP_2018__CA_C10002IS2023FE_t2M15__bin.8	0.3419588719998158	0.393085452507345	0.873122150978666	0.6793235601367152	0.6364417607703792	0.7067566643165804	0.4989352424605026	0.8318477144064187	0.8222190062744211	0.6936062641774314	0.6067107052905817	0.8553105362356155	0.6109724854276888	0.8152828714456949	0.892636690290133	0.8915707296347718	0.8769112784549792	0.49990907881543273	0.596756812127958	0.8409133643141398	1.0	0.6792104672455144	0.5733627397766948	0.6829521575820533	0.8735576789213757	0.4544141117928386	0.5316782125685733	0.7403930338903989	0.4674637939468147	0.3939028837999762	0.669278917663219	0.8767349360440794	0.4540318646955275	0.43441695114627726	0.8021225026322457	0.39321779525236733	0.7799989206331964	0.5951700741772492	0.8457712024249316	0.5567659283087318
BackhedF_2015__SID544_4M__bin.1	0.4220915823187857	0.3446369142522754	0.8081394075281755	0.6448634761288586	0.6212982245872835	0.6921281482791155	0.4676124477601198	0.7840480411316203	0.7545903032142683	0.6550591517385651	0.5463755576035136	0.8005805648087445	0.6123245436295901	0.7676700270215719	0.8112558068215778	0.8114838551193126	0.8164089942561558	0.46756668163518844	0.6100338904022568	0.776418006662296	0.7728998824944964	1.0	0.5804662355523775	0.6157182778168072	0.8118742362533425	0.3915385867107691	0.47296630205016593	0.7062002537868535	0.4495794210467848	0.34461540026192305	0.648214573498832	0.8207454323842664	0.45963701595477524	0.3757790020324853	0.7512920129115236	0.3445223033582166	0.7738402394546243	0.523841804108468	0.7954938751625283	0.5148755552565328
QinJ_2012__DLM010__bin.14	0.44950850278587334	0.3386043313853558	0.8853477276003585	0.7199519339818079	0.6546142066939591	0.7578442471488525	0.5527818913695891	0.867947990310181	0.8264547581628056	0.6913416649108994	0.5450296329824823	0.8728433045790746	0.6958901941492124	0.8358275309006633	0.8919099286368829	0.8902012058844581	0.8954972383209555	0.5544709562496408	0.7066032305445029	0.857265700843474	0.8407404868498914	0.7479810356976881	1.0	0.6850415688393489	0.8840906318645038	0.39011702986686075	0.4790507566264672	0.7697251627823046	0.528913201924657	0.33822629537818216	0.6877165516261092	0.903478334504405	0.5424806621981131	0.3662306987415937	0.8341742534292906	0.33835684381265946	0.8133041455932595	0.5359335826018756	0.8711098834741813	0.5786949995413163
OlmMR_2017__S2_005_019G1__bin.4	0.31430509165965725	0.3512914765079248	0.9062024948605839	0.6648445697130342	0.6438180462217881	0.6807633903605737	0.6403909397037358	0.8676001838955426	0.9404204973056153	0.7261929684413527	0.5682525653552571	0.8639210293839042	0.5867034734120458	0.8514305589122803	0.9910601727274951	0.9905958737919418	0.9062916236741052	0.6420159859781722	0.5724586162482241	0.8686340781323906	0.8236269291724411	0.652534429631558	0.5634101761890095	1.0	0.8965488079746659	0.4307085657764425	0.492643971016139	0.766851874959322	0.5472446967319573	0.35115301593250087	0.6718733094025924	0.9125078402264452	0.4729261901494835	0.4080528504845498	0.8149582193140895	0.35114804130104854	0.7753929026103964	0.5964189286384973	0.8452189024387716	0.6550913901980691
BackhedF_2015__SID608_B__bin.4	0.322472414701767	0.40515964770985424	0.8991254603735442	0.6485956519211046	0.6307618602245917	0.6501331170799358	0.49050674802149175	0.859694164745995	0.8070297199963875	0.6957288098269108	0.62003269781062	0.8707412740888099	0.5668149388044949	0.8375550994604799	0.8956917572567984	0.8948276096700404	0.8919067042264672	0.49138357637097607	0.5732493433839203	0.8540354517011398	0.7859839838873899	0.6419363957684604	0.5424833387149253	0.668891676594776	1.0	0.4618398735140311	0.5639565093138655	0.7628041681976369	0.4503081116055578	0.4056074951349171	0.6515252173977589	0.8963811577474511	0.43693763910178135	0.44631119705162986	0.7860294490610669	0.40517913278428724	0.7565680165183944	0.6059654019306926	0.841264995775141	0.5439388428463797
OlmMR_2017__S2_005_026G1__bin.1	0.27237897332415534	0.8249651111257791	0.8805798625189767	0.6416022715485945	0.6265588018972004	0.6126315404852383	0.18744872749903346	0.8308585020414706	0.8292460702869374	0.674826852174897	0.9007564756579381	0.8461394753467671	0.5057619682982716	0.8084966195509707	1.011558707602946	1.0115068457628877	0.8733121328417459	0.1872636750242808	0.4819998161262034	0.8273819907403042	0.7790720973871063	0.5899042677579656	0.45612959802359243	0.6123068146457836	0.8800252944338102	1.0	0.8747954993352255	0.7264812448727499	0.1417389982178386	0.8250505652940566	0.6149965582597051	0.8960075812580739	0.304403659560023	0.9262159244137254	0.7608532687103374	0.8249733618730611	0.7328030853080123	1.010942848252256	0.8125972409501089	0.462270511357743
GeversD_2014__SKBSTL036__bin.45	0.2742655937477302	0.637789924786153	0.8681464069288971	0.6457695440711999	0.6067986414806632	0.6074406574009031	0.24384222885308268	0.8265811165422202	0.7450767811066951	0.6644528410788793	0.8817593868626091	0.8554191847226535	0.511681326111426	0.8077116007938183	0.8819772920382714	0.8808214683883937	0.8662564329556472	0.2455669458810316	0.48875984655965754	0.8412421862470149	0.7539967562840294	0.58942960029756	0.46330783956524263	0.5793133403303481	0.8888820099534405	0.7236045903407072	1.0	0.7221967376621553	0.2221272712470952	0.6391748657348255	0.600775781424047	0.8633900293026401	0.3196386186469307	0.7008132689139986	0.7610209076847405	0.6378815717056711	0.7238361450575743	0.872564470926721	0.8057977401234602	0.4418804972917848
QinN_2014__LD-85__bin.60	0.3012537658061616	0.35958583926146453	0.8237118319811014	0.6002119276871354	0.7060430231306901	0.6095327902951734	0.45951601240725654	0.8315563745414575	0.7614543026315304	0.780798989505188	0.568416740611171	0.7821948561442771	0.5332518966053019	0.8201051727183831	0.8195741802216693	0.8184501790591174	0.8203234025891918	0.46054581603724726	0.5271803460368149	0.7803035305972693	0.7220314619758754	0.6052054025804761	0.511913976533752	0.620104703406833	0.8267700671752439	0.41323049599861617	0.4966251471207903	1.0	0.4326261366977161	0.35959824249528927	0.7472800881501179	0.838394579049329	0.41745061250185633	0.3917658618085323	0.7263605258032518	0.35941521099074014	0.7050487530894947	0.5435801029334318	0.7901258861188706	0.5060780874079354
HeQ_2017__RSZAXPI003097-131__bin.33	0.36506690659877095	0.05106194039943261	0.9221389856528588	0.6918084882363076	0.6660196980634786	0.7143898126837547	0.8692207414470153	0.9019036685775191	0.9181311973283058	0.7516270447285233	0.3686115452710259	0.8788116444468048	0.6550584896257566	0.8901347271461891	0.919167417483714	0.9177304184958505	0.8927530665138479	0.8704663052452624	0.646374124878732	0.8985010624653025	0.8397860372112956	0.7097546109635551	0.6479963837275149	0.8151958783386143	0.8991006868818111	0.14851974283461172	0.2813856449544168	0.7969656904912906	1.0	0.05121632361686532	0.7205058582255687	0.9064493280316078	0.5994342163847526	0.07681059093572902	0.8454080564573251	0.051005744908287104	0.7967402909938389	0.34506316434958045	0.8721750186958076	0.7118480473919425
OlmMR_2017__S2_005_022G1__bin.11	0.27090267779358645	0.9745455044529682	0.8594271104624983	0.6095942560729573	0.606208863063467	0.6090054068255535	0.002630541865482258	0.7963973667132214	0.7232787596651991	0.6474211213232051	0.878576801692435	0.8267384613976967	0.48926118045647904	0.7805840521847222	0.9746017098195351	0.9745513864099346	0.8571958881199502	0.002363893149676852	0.46862204701252136	0.8111989846435175	0.7489090603704457	0.575778885473723	0.4385456403915292	0.5535999864061439	0.8570847844883646	0.9149442880642675	0.8569174754902121	0.7010737185666586	0.05420354054596325	1.0	0.5834777135918301	0.8837235140379438	0.280083105516426	0.9497099214889455	0.7246048141857117	0.9745102127111704	0.7120141585239687	0.9644834367359583	0.7868868958494951	0.4386672008354993
CM_madagascar__A04_01_1FE__bin.3	0.3250935480213176	0.35669784667866594	0.8297557769796008	0.6388994472561643	0.7736225722631513	0.6686228038374253	0.47773093944093176	0.8443217988050769	0.7933067848068112	0.8139093091261025	0.5650735687512078	0.8175366406398478	0.5755718686766249	0.8338989601516572	0.8348863449434559	0.8336785653255055	0.8359148541321634	0.4790069935430704	0.5691476789070972	0.8052775777011543	0.7773740754996016	0.6616416380126775	0.5447533254864257	0.6470979750826081	0.8410697773213723	0.4166484335198171	0.4920562038747966	0.8900461391777357	0.465843193872385	0.35645708928705466	1.0	0.8463540626911487	0.44781793151470334	0.3903619585753551	0.7727393958945874	0.35629538656134563	0.7387973948692724	0.5489735669944374	0.8165280947506104	0.5303450137267647
QinN_2014__LD-28__bin.14	0.3203444020003485	0.4043498777478294	0.8779325699783642	0.6250415441799523	0.6234525354375599	0.6403830987197506	0.48331495907860844	0.8644090785785333	0.7907362017930318	0.6891153949107406	0.612363009002287	0.8358221915086391	0.5560168248689001	0.8237122501884833	0.8869076099356312	0.8866270557257911	0.9326807628439634	0.48411859568395643	0.5475738498325359	0.8211564222960653	0.7636706551075537	0.6282426168132514	0.5366894243937843	0.6590739375618672	0.8677775256016944	0.45522241032295774	0.530303148255384	0.7488458951954867	0.43950179321148636	0.4048687682981527	0.634697758979681	1.0	0.4256953522617101	0.4406665273377172	0.755658541872641	0.4044801243660583	0.7399079830098525	0.5945820999826936	0.8635665176964733	0.5334479303962073
