	BackhedF_2015__SID133_B__bin.7	OlmMR_2017__S2_005_027G1__bin.6	HeQ_2017__SZAXPI029503-106__bin.19	FerrettiP_2018__CA_C10019IS2352FE_t3M15__bin.2	BritoIL_2016__M1.7.ST__bin.24	BackhedF_2015__SID105_4M__bin.12	OlmMR_2017__S2_005_022G1__bin.2	QinN_2014__LD-66__bin.8	OlmMR_2017__S2_005_023G1__bin.3	YuJ_2015__SZAXPI015267-102__bin.21	QinN_2014__LD-23__bin.10	FerrettiP_2018__CA_C10029IS2503FE_t3M15__bin.1	ZellerG_2014__CCIS63468405ST-4-0__bin.73	BackhedF_2015__SID615_B__bin.13	OlmMR_2017__S2_005_025G1__bin.3	OlmMR_2017__S2_005_028G1__bin.7	QinN_2014__LD-51__bin.65	OlmMR_2017__S2_005_024G1__bin.10	FerrettiP_2018__CA_C10034IS2591FE_t3M15__bin.11	ZellerG_2014__CCIS59903910ST-4-0__bin.5	FerrettiP_2018__CA_C10002IS2023FE_t2M15__bin.8	BackhedF_2015__SID544_4M__bin.1	QinJ_2012__DLM010__bin.14	OlmMR_2017__S2_005_019G1__bin.4	BackhedF_2015__SID608_B__bin.4	OlmMR_2017__S2_005_026G1__bin.1	GeversD_2014__SKBSTL036__bin.45	QinN_2014__LD-85__bin.60	HeQ_2017__RSZAXPI003097-131__bin.33	OlmMR_2017__S2_005_022G1__bin.11	CM_madagascar__A04_01_1FE__bin.3	QinN_2014__LD-28__bin.14	FengQ_2015__SID530451__bin.19	OlmMR_2017__S2_005_018G1__bin.5	FerrettiP_2018__CA_C10019IS2329FE_t4M15__bin.4	OlmMR_2017__S2_005_024G1__bin.3	VatanenT_2016__G80587__bin.4	OlmMR_2017__S2_005_021G1__bin.6	BackhedF_2015__SID180_B__bin.11	OlmMR_2017__S2_005_020G1__bin.10
QinN_2014__LD-23__bin.10	0.2892299305013829	0.6039673604708886	0.9004707112970711	0.6687792532444508	0.64220090773704	0.6340219665271967	0.3145348734132331	0.8662448585206723	0.7779275405999575	0.7075003545847812	1.0	0.8692490780795689	0.5380207963974186	0.8364220622650875	0.9172749273101198	0.9171224558541947	0.9056999503581307	0.3144005744273456	0.5047257286717254	0.8664292426069073	0.7945730799234096	0.638881550953833	0.4861339621303454	0.618314747181051	0.9012117934898234	0.6883244096163392	0.8133049074533721	0.7739380185802426	0.2685088823487696	0.6054362279270974	0.6445292000567335	0.9203744415289695	0.34969948939791506	0.6669136940642507	0.781583309694348	0.604132685625133	0.7664952840224097	0.8968902914686901	0.8472896425785406	0.4754356960499255
FerrettiP_2018__CA_C10029IS2503FE_t3M15__bin.1	0.3396215923605421	0.4209712211978929	0.9106942924849989	0.6845786375820376	0.6632201446708436	0.685689427057013	0.5025642032064397	0.8796893322016103	0.8236003512920778	0.7249170424085423	0.6414727446083699	1.0	0.5889133659439666	0.8581594453902728	0.9236502321504211	0.9227134532763547	0.925077315330432	0.5033577177135923	0.5919997644969311	0.877942357353011	0.8258670683302342	0.6906755503657657	0.5740979332970266	0.6931444075380607	0.9304461311261463	0.47742752147738926	0.5783687160339975	0.7849346724299501	0.47193768327126845	0.4204966170965415	0.687554153440062	0.9259342848311493	0.449597600485398	0.4602194430679508	0.8246879175477588	0.42101701346129	0.7945860461160801	0.6295844188552916	0.86771759911163	0.5658324297538502
ZellerG_2014__CCIS63468405ST-4-0__bin.73	0.4314807600150715	0.3463425920845177	0.8532999162286045	0.6838978757183671	0.655659782048046	0.7516717697713297	0.5109236619440085	0.8245085289523454	0.801726550410992	0.6894202946265588	0.5550591155350212	0.8232990565658117	1.0	0.804543317859403	0.8570627700164251	0.8558267761182018	0.8537814188460033	0.5115917296781203	0.6510811631420492	0.824054462381522	0.8238002216832563	0.737662009855028	0.640834257013568	0.6563658029799204	0.8508164967460848	0.39791229976258674	0.487757578750599	0.7464945877825455	0.4920773842839009	0.34737876011018315	0.6762116672702597	0.8629007034602342	0.5111051971188493	0.37359024447346567	0.7997045137783826	0.3458190208623698	0.8067500905389537	0.5325108006570018	0.847283648482055	0.5456101410944422
BackhedF_2015__SID615_B__bin.13	0.33042517101156577	0.3989154795628171	0.9204080969384523	0.6600000853539514	0.6823004465653077	0.6534760889112414	0.5089209651956133	0.9403868306731898	0.832438375267839	0.759723046124947	0.6195062011287075	0.86129950077787	0.5776029918529654	1.0	0.9074615439413631	0.9063956044028194	0.8982318272409762	0.5096737213896018	0.5627133233250354	0.8678195578074408	0.7920948453107359	0.6655418547873225	0.5534632529900967	0.6872023896480102	0.9038057685483164	0.45825912737402985	0.5534809803492224	0.8259984196387624	0.48121146145990057	0.3989968941010243	0.7039737845186973	0.9192814247806814	0.45717677361407344	0.4392714843281938	0.8062540809857988	0.39888593396427413	0.7823868181983816	0.6008159837748704	0.8575774119303157	0.5533444140270684
OlmMR_2017__S2_005_025G1__bin.3	0.32382564471779474	0.45678204057873334	0.9145254708527049	0.65746003783672	0.6391158155957751	0.6614676664547606	0.5411202426452003	0.8658444711667344	0.8808814270724029	0.7082148574229671	0.6340389549712395	0.8651471725859943	0.5742339596050888	0.8468850575593018	1.0	0.9978783863481437	0.9063959375311157	0.5432375671142224	0.5642089138410398	0.861187031349331	0.8031721570760028	0.6560271443999357	0.550470354853287	0.7331886244743836	0.9011279019002612	0.5259114130559662	0.5632147425341412	0.7715743598777582	0.4630975559317101	0.4569177625784116	0.6585467329447537	0.9223930576512128	0.44358943329171807	0.5054811161066475	0.798613981204188	0.45682370692626434	0.778594833066536	0.6711262934566984	0.8509459945925659	0.5970168733388991
OlmMR_2017__S2_005_028G1__bin.7	0.32368343303734554	0.4573826323884079	0.9138010008341819	0.6579602703620607	0.639757372416038	0.6612242869340241	0.542485444768661	0.8660670210993714	0.8802327732543923	0.7080918710678172	0.6348173221442309	0.8654745954954178	0.574205218560869	0.8470695181226704	0.9992695156069326	1.0	0.906629920530293	0.5423372616683454	0.5652912227437435	0.8613846805672437	0.8033199150416892	0.6571211797215569	0.5501820688631104	0.7338717421577239	0.9015389259823879	0.5266050024528445	0.5632967334370104	0.7716004480467903	0.46298659203719855	0.45752805431294125	0.6584919500988041	0.9233850419744738	0.44419065489260406	0.506158188987756	0.7987388176215784	0.4573967450646284	0.7795213409742225	0.6722306403994992	0.8479405156833251	0.5969462623037226
QinN_2014__LD-51__bin.65	0.32819235083873877	0.4053630721270006	0.8933656376486653	0.6450653109645321	0.6396835572637397	0.6639288323316582	0.4944455786587056	0.8744850777126086	0.8086313130560164	0.7123031550865757	0.6217264269116894	0.8605161895309555	0.5680957056416831	0.8324980884855481	0.9001533775463914	0.8991322804511934	1.0	0.49546850131486025	0.5561087681388497	0.8403863373800948	0.7880310746986074	0.6549753686187897	0.548389687892971	0.6765668865757679	0.8899646175860546	0.45836884302944536	0.5484575379085339	0.7654406706380731	0.4458698356782157	0.4056846751155656	0.6533448384241636	0.9514467722713112	0.4291072307122639	0.4429614128137949	0.7797877541979534	0.4053764595740175	0.7691505147625508	0.6050593596358128	0.8694909514549873	0.5456832937744416
OlmMR_2017__S2_005_024G1__bin.10	0.35683071316447507	0.0026622388047928187	0.9308488400526926	0.676703353913801	0.6382256924919795	0.6891806614973219	0.9961635589371779	0.8952937252299104	0.998278700624626	0.7287271624985492	0.3996671215479637	0.867077374519811	0.630374200905781	0.8747564544500801	0.9990528627659563	0.996008613821555	0.9175213063619901	1.0	0.6286782561856907	0.8768411705511877	0.8284543464076961	0.694907432970743	0.6292281704869559	0.8734470273638708	0.9093216108432283	0.17905570248734803	0.2886390860604613	0.7972134670406384	0.8065620101621458	0.002203037825765063	0.69492771669497	0.9262528862049265	0.5730354931367765	0.11288343281748818	0.835054444896446	0.0022075453200377276	0.8023604620632379	0.4046974851562579	0.8724976363826907	0.7420834314652399
FerrettiP_2018__CA_C10034IS2591FE_t3M15__bin.11	0.4424540127887672	0.3362755476164183	0.8390176149351066	0.6947870456321217	0.6362367811747571	0.7286958996748517	0.5155220555177954	0.8217663173682438	0.7860919499335334	0.6692007320804549	0.5261618034573752	0.83627947508667	0.6578983968066432	0.7920104165752182	0.8509173877425039	0.8513628090745817	0.8445174594534902	0.5155576337777228	1.0	0.8103771156935704	0.8132755887393421	0.7413825526985648	0.6558778288759627	0.6478431488515846	0.8595656772367982	0.3829884167350894	0.4673209062013831	0.7444653858185056	0.489879833271957	0.3359059033574326	0.6746405094067534	0.8556982741771604	0.4976211081657651	0.3639471168440882	0.7927053477821113	0.3359844527624671	0.7942555433932327	0.5172173365005686	0.8240243817353227	0.5461905155751918
ZellerG_2014__CCIS59903910ST-4-0__bin.5	0.31370933511534416	0.3933147089031569	0.8799621301863922	0.6485283720418505	0.625145106148625	0.6408368866237292	0.4854534406957344	0.8380621632552787	0.7893021214722094	0.6935548802862553	0.6109939357038328	0.8389495221264607	0.5632737822491969	0.8262530076120951	0.8785871771485868	0.8775654173212202	0.863312039637655	0.48641800197663176	0.5481849307147443	1.0	0.776320551906587	0.6404014900377636	0.5390587932294424	0.6658245248613639	0.8748258257375956	0.44597706682102983	0.5471753607415432	0.7479960192312141	0.4606474000291306	0.394562762433495	0.6469521301301314	0.8699033125772415	0.44078200102394777	0.4302827858630198	0.7817437867688197	0.39329032919482576	0.7533673690731523	0.5918339854384378	0.822537290014134	0.546086087875721
FerrettiP_2018__CA_C10002IS2023FE_t2M15__bin.8	0.3507928361669004	0.3961114607785947	0.886069396410521	0.6892331098860718	0.6535053811935115	0.7119249063202426	0.504427638252622	0.8457502338341618	0.8291537661135886	0.7126722131453814	0.6162304455000545	0.8679315653946753	0.619285672299426	0.8294043579606567	0.9011592193221782	0.9000702275917092	0.8903026455142856	0.5054320681252327	0.6050387179872353	0.8537812040989814	1.0	0.7004354935679707	0.5818876750404677	0.6899381357822814	0.8860425841141268	0.4579822096975951	0.5398308694093354	0.7610910954644938	0.47453742773140817	0.39694951691460595	0.687180250474973	0.8902077712347372	0.4607947508398608	0.4382586719732097	0.8138590697576891	0.3962513659661897	0.799758551833497	0.6005466270990505	0.8588586967917713	0.562256605363903
BackhedF_2015__SID544_4M__bin.1	0.42985578585521633	0.3561891447445624	0.8338611432299775	0.6646011932050213	0.644561106773543	0.713017059420859	0.48253298681466206	0.809812804814127	0.7787059217454027	0.6805853057098913	0.5638304447215621	0.8259776348379566	0.631023330553465	0.793018592781626	0.8375940161378398	0.8378228467624965	0.8420505414484627	0.482436369439807	0.6276342903277793	0.8014505123459011	0.797052661554421	1.0	0.5977294525745597	0.6360106646805994	0.8371390930327529	0.40455846250854693	0.488107066133224	0.733424448342171	0.463714112708275	0.3561656749369053	0.6728641301541654	0.8465876464320417	0.4737333735970922	0.3884562186384695	0.7748396620973559	0.356087442244715	0.7987573519172486	0.5408703230540791	0.8205486771634077	0.5314839646450817
QinJ_2012__DLM010__bin.14	0.46072861147878613	0.34404552964860796	0.8978219077410685	0.7300167646367981	0.6705834557329916	0.7688738256941497	0.561190924313159	0.8816192844736075	0.8387903251008852	0.7089465497409697	0.5528378406986508	0.8846954894759816	0.7063945546685431	0.8497876445735704	0.9056477571375718	0.9039133279366593	0.9084815150473452	0.5629046875456793	0.7154855645690541	0.8693089199360061	0.8532408774870989	0.7702261865038121	1.0	0.6964718655522502	0.8955436107378355	0.39631883657654626	0.48572536036912445	0.7892277883683865	0.5363584950739388	0.34364581957702306	0.7049539854572068	0.9163234939801547	0.5495832027008909	0.3721850178785829	0.8459755294772316	0.34379501778785426	0.8334539688236225	0.544529617356994	0.8838617940681615	0.5876302586068718
OlmMR_2017__S2_005_019G1__bin.4	0.32237145655965266	0.35182583483643204	0.9213481748699031	0.6755035467049492	0.6625214168247839	0.6859299596764665	0.6409858227149134	0.8840015437939607	0.9414390530954851	0.7481534789877786	0.5783079537309529	0.8784950413288235	0.5950525631995834	0.8677888053381112	0.9920849468066805	0.9916268661604426	0.9218182775421506	0.6426448623042742	0.5812400844194957	0.8830911862381795	0.8320518820896271	0.6740401759527145	0.5728109859760994	1.0	0.9115929225918328	0.4312789901829794	0.5010747276700195	0.7908602754536346	0.5564216481036912	0.3516757667876193	0.690895885523781	0.9283441649023998	0.48054856919235617	0.40866099917960036	0.828264943896521	0.3516757667876193	0.7964621250216085	0.5972509357489039	0.8600793702448224	0.6561120187510442
BackhedF_2015__SID608_B__bin.4	0.33059397929757234	0.4115074519584665	0.9115306484756486	0.6572804279540919	0.6479693459571872	0.6591086227949391	0.4982636633671941	0.8744706554779039	0.8192845946671516	0.7157198776213611	0.6288662408404686	0.8798095658725417	0.5754758997465085	0.8515033198855391	0.9097067836513422	0.9088546982535187	0.9046678815455932	0.4991531724794046	0.5753691957674707	0.8656637111210908	0.7972172839414532	0.66191292707881	0.5495109555604216	0.6801156980419665	1.0	0.46908770262930977	0.5692960382822948	0.7843571348156836	0.4565581811951093	0.4120013831309978	0.6690067313199993	0.9093322372205748	0.44246521450283366	0.45351881887045953	0.7966002565844087	0.41153126704944015	0.7773607559466591	0.6155214391490405	0.8530847037835685	0.552566400803651
OlmMR_2017__S2_005_026G1__bin.1	0.2792094133954418	0.8250423145467747	0.8949998114114907	0.651786640390001	0.6450092408369558	0.6166148834051541	0.18749646396545058	0.8459196518656118	0.8293120762651932	0.6953417459524192	0.9152259290341439	0.8602181969052626	0.5128405201271087	0.8226708140423004	1.0116524125185054	1.011576387775693	0.8878411094662002	0.18728724858794354	0.4884913862198376	0.8408990721445342	0.785189437157594	0.6095204194208447	0.46338082620625926	0.6131177452357828	0.8938358667056416	1.0	0.8888624341118896	0.748551404512923	0.14381288248107044	0.8251142139159461	0.6321050720879576	0.9109490952466266	0.3090635637570603	0.9263066826338271	0.7729700804329992	0.8250387785122253	0.7530875475007308	1.0110465719323722	0.825978774363278	0.46267833400910885
GeversD_2014__SKBSTL036__bin.45	0.28103869108699586	0.6479637078198709	0.8805757766467075	0.6547104810439559	0.623645587712683	0.615323267446673	0.24793904114897938	0.841086678974003	0.7564960847753505	0.6835992475202928	0.8945061084134309	0.8619870514602328	0.519988534385388	0.8218876243022282	0.8961640401861992	0.8950467277418638	0.8787350385185178	0.24972956846487998	0.49303897772736116	0.8534000275915726	0.7655584051681062	0.6082986285623474	0.4697630975878823	0.5892272945975603	0.8972979270734263	0.7352403367341815	1.0	0.7430683486151322	0.22503316107287344	0.6495972654119163	0.6169607249076341	0.8758827718903298	0.32388850079776693	0.7123905172737381	0.7716329384878551	0.6480967908466176	0.7437547255442877	0.8866542098353719	0.8173696261634406	0.4488885617332187
QinN_2014__LD-85__bin.60	0.310445567737915	0.37054158217662003	0.8472695956847474	0.6168067840995906	0.7104391314652275	0.6259801487918747	0.4732410286906912	0.8551717965212616	0.7840184667390524	0.7867934388904402	0.5853414559988576	0.8044566495245036	0.5472548123709183	0.8434554336723662	0.8442371726258618	0.8430903763308754	0.843334083114405	0.4743103885799068	0.5401118905780008	0.8022294309966199	0.7422162165242585	0.6285362206273823	0.5248844068890913	0.6395187813454022	0.8501303848053011	0.4257842447419507	0.5109776999912506	1.0	0.4444196007298465	0.3705643773090547	0.7519534255217655	0.8618413840936237	0.42816398952362533	0.4038057144044788	0.7465885240587538	0.37036961301575244	0.7304267751625578	0.5600800913682543	0.8112328378632513	0.520959286217359
HeQ_2017__RSZAXPI003097-131__bin.33	0.3743033457313349	0.05200429555864185	0.9340592226372729	0.7018662460856135	0.6828048589956321	0.7246068940134511	0.8826983963288906	0.9165756320294538	0.9324381988542295	0.7721575425155942	0.3741007949500632	0.8910060660253794	0.6645431769719523	0.9052025291676212	0.9334392196360631	0.931916383579307	0.9049468705595527	0.8840007731511529	0.6547200816131441	0.9101119154819813	0.8524936286046165	0.7320691612112784	0.6571179617463089	0.8288662034758455	0.9115797911133315	0.1506928410031945	0.28506675839088225	0.8186911143812907	1.0	0.052150650848768056	0.7391343547738687	0.9186943873055003	0.6067525984239326	0.07821733081297584	0.8577457456616772	0.05193204421288334	0.8180260314805906	0.35043631784910834	0.884023621867333	0.7229901929604958
OlmMR_2017__S2_005_022G1__bin.11	0.2776721567110188	0.9746657577953902	0.8735673350094733	0.6193779111602291	0.6240887051394579	0.6130659177846197	0.0028337961562064774	0.8110264472391728	0.7234519506203178	0.6672576944166504	0.8927248688486984	0.8401904969796151	0.4964920662203786	0.7943256107595371	0.97469974243564	0.9746428835182991	0.8714106174551648	0.0025553835264684795	0.47511964880795604	0.825014394455798	0.7547014808806989	0.5950769327293652	0.4455726183139305	0.5544241139321994	0.8705956396399458	0.9150148715478631	0.8708903910390347	0.7224533250375955	0.05519236286707496	1.0	0.5998452391767091	0.8982467193385021	0.2843213822860291	0.9497661268555123	0.7363367041303756	0.9745860246009582	0.7319173937963653	0.964557941524198	0.7997709958087789	0.4391861201500814
CM_madagascar__A04_01_1FE__bin.3	0.3352400946100689	0.36669786264930554	0.8521118775243592	0.6556067325828198	0.7779586009080905	0.6857744722102886	0.4911011596281396	0.866666719902132	0.8153131283448508	0.8194012128103694	0.5805970304192772	0.8392766737629542	0.590438537792123	0.8561867862122274	0.8582274346840768	0.8569613622316733	0.8573530421672797	0.4924438911505089	0.5829626814065023	0.8264195103721319	0.7981666504298498	0.6868017836010278	0.5584074237921006	0.665419093538439	0.8636370895745262	0.42823912519224655	0.5053122339890346	0.8956123063360318	0.47788745170877855	0.36645630672571544	1.0	0.8679918837209674	0.45936071126840416	0.40149189729601104	0.7930935767684688	0.3663269445451482	0.7648075777490662	0.5644782631610048	0.837237223089073	0.5447780799777688
QinN_2014__LD-28__bin.14	0.32858287487521776	0.41096670537137053	0.8912620388296608	0.6346585352854557	0.6397713887403446	0.6498416979607871	0.4913594094049436	0.8797910544826095	0.8032443684057036	0.7082643425480071	0.6217440591074125	0.847604570069387	0.5650251001701291	0.8384465860115731	0.9014604987457401	0.9011736567681233	0.9363034153358057	0.4922226300954124	0.5545029699223132	0.8333247500312891	0.775406025118734	0.6480236348208196	0.5443197802994055	0.6705119859824697	0.88031533454817	0.4628135425343537	0.5379763208653885	0.7697883537366408	0.44543894308013193	0.4115224242758138	0.6509243916884093	1.0	0.4314789009460995	0.4481154362303575	0.7673795398431891	0.41110473684494186	0.7602339408913898	0.604551505501198	0.8672852832100432	0.542154392844161
