	XieH_2016__YSZC12003_37172__bin.63	FengQ_2015__SID31877__bin.4	KarlssonFH_2013__S552__bin.21	XieH_2016__YSZC12003_35519__bin.81	FengQ_2015__SID530373__bin.42	KarlssonFH_2013__S312__bin.88	LeChatelierE_2013__MH0441__bin.21	XieH_2016__YSZC12003_37191R1__bin.4	LiSS_2016__FAT_023-22-84-0__bin.45	XieH_2016__YSZC12003_35705__bin.70	XieH_2016__YSZC12003_35703__bin.62	RaymondF_2016__P1E0__bin.56	LiSS_2016__FAT_015-22-42-0__bin.65	FengQ_2015__SID531663__bin.6	NielsenHB_2014__V1_UC31_4__bin.2	ZellerG_2014__CCMD63399960ST-21-0__bin.3	ZeeviD_2015__PNP_Main_295__bin.23	RaymondF_2016__P1E7__bin.49	LiSS_2016__FAT_023-22-42-0__bin.3	NielsenHB_2014__V1_UC17_2__bin.49	LeChatelierE_2013__MH0203__bin.20	KarlssonFH_2013__S487__bin.70	XieH_2016__YSZC12003_37255__bin.59	LiJ_2014__O2.UC8-0__bin.56	LeChatelierE_2013__MH0131__bin.16	NielsenHB_2014__O2_UC19_2__bin.13	FengQ_2015__SID31285__bin.2
XieH_2016__YSZC12003_35703__bin.62	0.9053987621876688	0.5436605727530319	0.8903349273798582	0.6481958983590772	0.6716175353998215	0.8884649515918581	0.5982184484402385	0.8383847418094997	0.8601983772822046	0.6264311055375514	1.0	0.8404380361194578	0.8818451865567263	0.8161378656776347	0.5976348739066699	0.849427621216994	0.8831664754191428	0.608909280167156	0.8546499789722872	0.9036518445078342	0.859826031356982	0.8633985224146539	0.6874349425401096	0.5763762685610004	0.6356718814125801	0.654874020847566	0.8964459676585531
RaymondF_2016__P1E0__bin.56	0.8791623824022831	0.5095796626325749	0.8712864565976722	0.6192891111801024	0.6388229832151778	0.8596683860689489	0.5931439427384924	0.8174158076775917	0.8355853610602381	0.592786010844292	0.62896466538115	1.0	0.8463048041675805	0.797417193832938	0.5878732294476361	0.8237294604532728	0.8677750212907764	0.6215686721296378	0.8179897329562232	0.8817884821883785	0.8358250899814198	0.8369748393816228	0.6564328526412431	0.5503046218786581	0.6030108053657504	0.6336771188476302	0.8727903402061954
LiSS_2016__FAT_015-22-42-0__bin.65	0.8590429927745137	0.49435470822292704	0.8513603678682466	0.6034899116343726	0.614921420878924	0.8347989895106052	0.5692079976199216	0.7906209603476864	0.8054921003321321	0.5831100560049132	0.6046847353119764	0.7754305627806553	1.0	0.7720587851509558	0.5721735265001192	0.7985349817579522	0.8399788785446726	0.5552802768406896	0.783397213846906	0.8566181139967047	0.812455743243831	0.8209678289266509	0.6373655768993216	0.5344650304208112	0.5980594880395844	0.6147378695167293	0.8538378763020402
FengQ_2015__SID531663__bin.6	0.841732431356653	0.4893349925122165	0.8316914439106291	0.5890863441748152	0.6145320123880889	0.8215581444554986	0.5652172919586643	0.7792819862254031	0.7910769018444579	0.5550177289326401	0.5879790570556764	0.7676502160877896	0.8111703014901077	1.0	0.5627298946043631	0.7970671286532364	0.8216033864797638	0.5464637874154967	0.7739288036774911	0.8441188338891096	0.8032474633619576	0.805276042611589	0.632326294618804	0.5309581118264022	0.5911057836215647	0.619138930030696	0.8299087253585202
NielsenHB_2014__V1_UC31_4__bin.2	0.8909937591397117	0.5364901150376323	0.884783009987733	0.627571720144481	0.6495521950363756	0.863482654021735	0.680209913895242	0.8253685013949311	0.8378233837847604	0.5882446123976713	0.6167323656748755	0.8106323731372007	0.8610966737667853	0.8060508982937459	1.0	0.8421914623146037	0.8763486188807298	0.566707949470895	0.8252709674969921	0.9005527357276487	0.8774686222322302	0.8613362536771589	0.6667031055054939	0.6191118000306348	0.6713349837727159	0.6967206354235262	0.8883898004417173
ZellerG_2014__CCMD63399960ST-21-0__bin.3	0.8988617095849306	0.5104981290718033	0.8851904244813213	0.6310757169862299	0.6404554098177958	0.8708799660605993	0.5992739178421135	0.8269165483142448	0.8392593830877082	0.5959174384743003	0.6270524370297218	0.8125339780321048	0.8596759367869296	0.8167216168415848	0.602459014474349	1.0	0.8785355298419019	0.5746177486021303	0.8161920160931198	0.8960011163290754	0.8518897287891622	0.8584715750494832	0.6692444315829349	0.5534220121925237	0.6150757806694322	0.6504756807429958	0.8834007391934053
ZeeviD_2015__PNP_Main_295__bin.23	0.8370861257649512	0.47274704572344683	0.8204269795160456	0.5743371462197945	0.5958595421625118	0.814869217509196	0.5581109265085369	0.7620941833554095	0.7949383776275543	0.5495605234210761	0.5790253122706185	0.7602239906178457	0.8031315435432189	0.7476853401758738	0.5567639053217527	0.7802554724035324	1.0	0.5331180483788128	0.7560390340872465	0.8404543025453668	0.7958774248148834	0.7926814205479994	0.6179625004938523	0.5134700039300248	0.570664964349061	0.6049048372574666	0.8298586230773549
RaymondF_2016__P1E7__bin.49	0.8809530527597174	0.5371139962996851	0.8681887133680255	0.6356674607429383	0.6466548697298393	0.8667792615762481	0.6049618346252188	0.8172482502777924	0.8398532235331422	0.6090988242027998	0.6448947345084587	0.879639669417046	0.8576534307185247	0.803339822992203	0.5816138424558052	0.8243996393738218	0.8612012452620789	1.0	0.8209478932793737	0.8740556068368489	0.836322875980335	0.8302074137970417	0.672654485456043	0.5563666509463749	0.6128018262410633	0.6410090008746931	0.8684916984767441
LiSS_2016__FAT_023-22-42-0__bin.3	0.885829761814458	0.5134187969354472	0.8768883220814685	0.6225574603656223	0.6393959076082834	0.8669621861488281	0.5993751422286279	0.8194649359022983	0.8896689865736176	0.598336873245847	0.638771523932337	0.816929473564439	0.8538913752560116	0.8028971971478419	0.5977134377607525	0.8263653948266707	0.8618794090874611	0.579344136387772	1.0	0.8845288439657134	0.8436897898809073	0.8449665288629296	0.6678307289691269	0.5558830501403322	0.6084706629750436	0.6477139118561784	0.8824731661988925
NielsenHB_2014__V1_UC17_2__bin.49	0.8567789484714589	0.4831988962268623	0.8472810271943021	0.5879908118703848	0.612709275702936	0.8441814472634792	0.5711148591050889	0.7816546783530893	0.7974403307992791	0.5594683559252541	0.5923877743319519	0.7724116594770052	0.8189465253850357	0.7680866352134568	0.5720754211711206	0.7956755578952797	0.8403574954196575	0.5410130894254175	0.775817704447943	1.0	0.801528333254326	0.8147329429542565	0.6335576308131678	0.5250997778648243	0.5804759730576894	0.621825051292351	0.845872618658523
LeChatelierE_2013__MH0203__bin.20	0.8849692351727043	0.49746619069037307	0.8564502136026582	0.6080746782626628	0.6276584775277203	0.8377833146368043	0.5911500232002886	0.7997255076952069	0.8185159637542156	0.5699844264728627	0.6024554972239654	0.7825448494470153	0.8301898868074803	0.7812057216712031	0.595778969693845	0.8085749511549477	0.8505612514289067	0.5532891075977834	0.7909333982822897	0.8566991055888695	1.0	0.8216275580318333	0.6447978019282018	0.5402231672216365	0.6159645542255637	0.641839098442114	0.8630782960854624
KarlssonFH_2013__S487__bin.70	0.8591409080523551	0.4903750896504756	0.8507695605649059	0.598905315865201	0.6089258792362883	0.8433081709185766	0.5724503757600993	0.7902814032493831	0.8213337697131803	0.5756588262381911	0.6003780978484768	0.77768799252626	0.8325359991319452	0.7772486721143574	0.5803973997171765	0.8086525831246267	0.8407313538037826	0.5450845956443763	0.7861325600823593	0.8642191167895382	0.8154064728305027	1.0	0.6377970816068541	0.537872418882309	0.5970606994369112	0.6276874191160838	0.8527134210621498
XieH_2016__YSZC12003_37255__bin.59	0.841043687475273	0.49557065942657447	0.835327299553265	0.6077210633524712	0.6229053921707348	0.8293073915193041	0.5787079809143002	0.79964731739825	0.7940746437522854	0.5737872928835908	0.6013443665945876	0.7672932942030989	0.813099306564746	0.767776040999075	0.5651494545238646	0.7930470034463682	0.8245154359675216	0.555581080098791	0.7816292093994686	0.8454205917587909	0.8050091361218342	0.8023440408792206	1.0	0.5373881844669837	0.588621491554428	0.6103889330019582	0.8386216302747717
LiJ_2014__O2.UC8-0__bin.56	0.858464921297248	0.538091520771637	0.8729115851117618	0.6333876909229308	0.6508582850411988	0.8485610981159122	0.6451035109261534	0.8134476694762225	0.8269692356415399	0.5832705952294964	0.63107494679994	0.8051141509381545	0.853409526561137	0.8069317039020786	0.6568755868675027	0.8208310877259266	0.8575016251715458	0.5751746017635194	0.8143310960601398	0.8770245192548103	0.8441773020485495	0.8469164800728967	0.6726223879187248	1.0	0.6663675610203299	0.687279490612898	0.8566939010228858
LeChatelierE_2013__MH0131__bin.16	0.8088580975248422	0.4861742723934935	0.7937550022588997	0.5813496295175128	0.5932409592411931	0.7774118054456682	0.5937752979568998	0.7290702047686864	0.7698668510479231	0.5455443489667541	0.5745465574138924	0.7282772965671604	0.7883152965350542	0.7415818719284124	0.5879910240268958	0.753083914111358	0.7867168669863526	0.5229691115529534	0.735825117588917	0.8003344776896386	0.794572563426923	0.7760633455107522	0.608186390186514	0.5500868013750622	1.0	0.6407007863722988	0.7918693369842658
NielsenHB_2014__O2_UC19_2__bin.13	0.8123810180904938	0.4783788930439222	0.7923343774579475	0.5674912031351336	0.5961009535111566	0.795204018269881	0.599781423781203	0.7431525203880279	0.7710745284190481	0.5340799514275069	0.5698453131683893	0.7367950433978667	0.780104044487988	0.7478060963998399	0.5874854075535747	0.7667482647752832	0.8028442506451035	0.5266560874304875	0.7540934744511446	0.8253962383915882	0.7970966896190096	0.7854690971311871	0.6071754819302047	0.5462076198098498	0.6168254012060329	1.0	0.8020935848431743
FengQ_2015__SID31285__bin.2	0.9213806404807126	0.512716566206269	0.9158984706787249	0.6321906130208441	0.6455479986203221	0.8865932383304471	0.6054544514666207	0.832943999158646	0.8510620757022498	0.5998951872591914	0.6297850893181022	0.8193277011339563	0.8747964574006618	0.8092827011740632	0.6047989262041656	0.840714491341808	0.889236729735535	0.576099753921788	0.8294925762098251	0.9065009745980619	0.865374451537922	0.8615050253965906	0.6735078667487818	0.549691577814993	0.6155021252209223	0.6475809736354958	1.0
