	XieH_2016__YSZC12003_37172__bin.63	FengQ_2015__SID31877__bin.4	KarlssonFH_2013__S552__bin.21	XieH_2016__YSZC12003_35519__bin.81	FengQ_2015__SID530373__bin.42	KarlssonFH_2013__S312__bin.88	LeChatelierE_2013__MH0441__bin.21	XieH_2016__YSZC12003_37191R1__bin.4	LiSS_2016__FAT_023-22-84-0__bin.45	XieH_2016__YSZC12003_35705__bin.70	XieH_2016__YSZC12003_35703__bin.62	RaymondF_2016__P1E0__bin.56	LiSS_2016__FAT_015-22-42-0__bin.65	FengQ_2015__SID531663__bin.6	NielsenHB_2014__V1_UC31_4__bin.2	ZellerG_2014__CCMD63399960ST-21-0__bin.3	ZeeviD_2015__PNP_Main_295__bin.23	RaymondF_2016__P1E7__bin.49	LiSS_2016__FAT_023-22-42-0__bin.3	NielsenHB_2014__V1_UC17_2__bin.49	LeChatelierE_2013__MH0203__bin.20	KarlssonFH_2013__S487__bin.70	XieH_2016__YSZC12003_37255__bin.59	LiJ_2014__O2.UC8-0__bin.56	LeChatelierE_2013__MH0131__bin.16	NielsenHB_2014__O2_UC19_2__bin.13	FengQ_2015__SID31285__bin.2
XieH_2016__YSZC12003_35703__bin.62	0.9213081457490084	0.5533599620930282	0.905742563706358	0.660068468516471	0.684569084124172	0.9040210188323308	0.6090500992393867	0.8533083918652248	0.8754391874105212	0.6382738626481217	1.0	0.8553160151247295	0.897972776248009	0.8328604476650993	0.6085267851196106	0.8651644696988439	0.8989718304766725	0.6202166710751916	0.8707166739296324	0.91998051368514	0.8758882860733109	0.8794125687999488	0.7002393289907776	0.5871311666225815	0.6487864504142428	0.6674957230964211	0.9119493863269755
RaymondF_2016__P1E0__bin.56	0.8934658915589785	0.518752498165243	0.8854185951790277	0.6298732617279661	0.6511232130701157	0.8741988069569807	0.6036606843619841	0.8321854827760704	0.8507998401174245	0.6037750896491223	0.6400990056708944	1.0	0.8609007351370442	0.8138521541898445	0.5982959783455951	0.8383239672905315	0.8827929701036673	0.6229296678069218	0.8333527964734689	0.89735282305727	0.8510889389550478	0.8515717197725566	0.6679816154026544	0.5602170567364776	0.6147817327511481	0.6458596204402847	0.8871223320069915
LiSS_2016__FAT_015-22-42-0__bin.65	0.8737175327217275	0.5031821368858206	0.86559560242253	0.6137653082705982	0.626287251792453	0.8493091161523459	0.5791984981844943	0.805055839630044	0.8199274145703245	0.5935842274575439	0.6157434874062888	0.7888041498266266	1.0	0.7873509623832796	0.5822531930107817	0.8131399287716325	0.8551166464557188	0.5654765115150208	0.7981896268252922	0.8720555664777798	0.8270350278632708	0.8361169056893963	0.6487092250652868	0.5438405034352812	0.6091604308498515	0.6264586243912793	0.8682249104425936
FengQ_2015__SID531663__bin.6	0.8581721948002747	0.4996497170545523	0.8473981951631249	0.6007894047749072	0.62755897343562	0.837766670886209	0.5764921527937407	0.7951468560677551	0.8078658057581672	0.5665028052339995	0.6000266882244151	0.7834716718664528	0.8272371609761492	1.0	0.574022121064915	0.8139812478664272	0.8379476389832701	0.5579950197214096	0.7904211209876837	0.8613679268779211	0.8200514479504221	0.821462633515383	0.6452481479331935	0.5420967895985387	0.6035148939942813	0.6328600591071052	0.8460148859969537
NielsenHB_2014__V1_UC31_4__bin.2	0.9061324601976599	0.5458932992248346	0.8997947206013849	0.6384948621237253	0.6614133643696234	0.8782050358911653	0.692233421528415	0.8402237650179292	0.8527211957524969	0.5992181578006827	0.6279723291749417	0.8250045493999374	0.8762661405509291	0.8222258151935556	1.0	0.8570938564117737	0.8920594315279307	0.5767703057065839	0.8407415456439005	0.9169318846822031	0.8926531445845122	0.8771779843081705	0.6785629656589036	0.6307301165039138	0.6839063831681367	0.7094916847442583	0.9034309676017266
ZellerG_2014__CCMD63399960ST-21-0__bin.3	0.9145123248068081	0.519787916206017	0.9003952572871612	0.6421275621367775	0.6527162992941935	0.8864224134903499	0.6101426737860741	0.8420361580111362	0.8551890805784496	0.6071092930181202	0.6386694706006029	0.8269301278206157	0.8753991321290653	0.8340528130415706	0.6131193952343424	1.0	0.894993423304587	0.5852533116435839	0.832013077532894	0.9126233686447325	0.8676822264396735	0.8743595975034312	0.6819492304400088	0.563685777714719	0.6268510857283602	0.6634309980796705	0.8987689943345363
ZeeviD_2015__PNP_Main_295__bin.23	0.8515502804041479	0.48116395273157514	0.8342785493426046	0.5843576696824582	0.6068482241070631	0.8287943973234244	0.5678632101856261	0.7757868886888065	0.8100155329550252	0.5598197594991193	0.5893876855065261	0.7733806322557303	0.8176052633220562	0.762559132317072	0.5667453364745807	0.7948722534013428	1.0	0.542594190633233	0.7700918877218956	0.8550224260937009	0.8109375292412557	0.8071048193748142	0.6295063764131974	0.5226907985436036	0.5817197705198237	0.6167086354496552	0.8438045966734108
RaymondF_2016__P1E7__bin.49	0.8960337838473331	0.5470399496950666	0.8831223186489686	0.6474281199740414	0.6593728544153193	0.8822214250108497	0.6160923385747742	0.8328288060236932	0.8551422148950435	0.62079834896629	0.6568703720872113	0.8815657410505185	0.873401938298527	0.8202915375117062	0.5919408648310203	0.8396583994055848	0.8765090472293994	1.0	0.837041709830288	0.8896979688576991	0.8523669787883552	0.845252539095828	0.6850876238308873	0.566670160064816	0.6253162533036126	0.6537122057987722	0.8835442136562308
LiSS_2016__FAT_023-22-42-0__bin.3	0.9014815482060229	0.5233217021922173	0.8926866039596449	0.6341192255177122	0.6521320071303952	0.8826191875900782	0.6104007054539938	0.8355111696882348	0.8957625350830615	0.6100541416976409	0.6507798869756505	0.8322726238337252	0.8700148865963742	0.8200068269741334	0.608918209057119	0.8423836569824774	0.8778995676249716	0.5907015664112872	1.0	0.9007429075324281	0.8602105931881969	0.8610288818933475	0.6807028938784798	0.5667052264279754	0.6210218652810438	0.6610260373207919	0.8980742243798832
NielsenHB_2014__V1_UC17_2__bin.49	0.8713258500974285	0.49170298921925015	0.8617659704878741	0.5981686114929796	0.6238821510935022	0.8588543446929153	0.5814003581108447	0.7958344040897489	0.8115144362914487	0.5698316147173078	0.6030920118660602	0.7860454033986433	0.8337050833277196	0.7837820530413224	0.5824802627365956	0.8104366108043689	0.8549239409491352	0.5506952223888305	0.7900390129580238	1.0	0.81562655675508	0.8295542908848066	0.6449280243774851	0.5345885509318283	0.5913606798284461	0.6339792801356596	0.8598190650362892
LeChatelierE_2013__MH0203__bin.20	0.9006049853064838	0.5065187477888614	0.8709872833973045	0.619055703804314	0.6393817345282519	0.8523817185280528	0.601517707775919	0.8142923556382035	0.8342170480343756	0.5808916733186013	0.6137098595004737	0.7968356939553025	0.8450874055321578	0.797548591715808	0.6060888757726762	0.8235644710245283	0.8666561183872511	0.5639034619097482	0.8064211465742684	0.8717677375540673	1.0	0.836933970733858	0.6569526198548249	0.5502504031161277	0.6287087128195373	0.6542681420035449	0.8776424773286068
KarlssonFH_2013__S487__bin.70	0.8741342609051589	0.4991606157190255	0.8650646762570253	0.6095438389723078	0.6200562118406555	0.8576407788145229	0.5826178203532383	0.8048389643682916	0.8367421833165868	0.5863895360582373	0.611513723469855	0.791250907531875	0.8478985399212575	0.7928718939914553	0.5910720917738577	0.8236185887228744	0.8560290551347117	0.5549626886409208	0.8010765114430617	0.8799407005660882	0.8305969905669616	1.0	0.6497667984921959	0.5482992213089808	0.6085571323845306	0.6400766075995374	0.8671346869930282
XieH_2016__YSZC12003_37255__bin.59	0.8551742965630093	0.5046512931232996	0.8494490305390062	0.6187093792153644	0.6344957543251616	0.8435412085427317	0.5889915974313431	0.8146646269227333	0.8087396036038436	0.5843522342575992	0.6125452020239853	0.7807924482864431	0.827570612816539	0.7834658667496769	0.5752027952704131	0.8081020449043301	0.8399178331660366	0.5658502697000921	0.7966947936035494	0.860593268068186	0.8201840319567282	0.817401856744056	1.0	0.547722295189123	0.6001574753341357	0.6224304137140042	0.8525846651873529
LiJ_2014__O2.UC8-0__bin.56	0.8731775854117935	0.5483724670937488	0.8876950900372818	0.6446840222023436	0.6633859962996094	0.8632598718753646	0.6568221090003945	0.8285485690156184	0.8424951800467827	0.5942995371733683	0.6428504953300627	0.8196163761730405	0.8683798567626583	0.8238598796539635	0.6692025824948189	0.8360542223901412	0.8729004728276873	0.5858264205666154	0.8301848528455782	0.8928727198982115	0.8598463171112506	0.8633341852751124	0.6855570865813614	1.0	0.6796641034331402	0.7011260910873925	0.8713718392496986
LeChatelierE_2013__MH0131__bin.16	0.8233345487819141	0.49574764994163556	0.8075704100189656	0.5922663070773507	0.6056505745861168	0.7912942922075986	0.6048863326247039	0.7432599936246282	0.7856963488383293	0.5560694456866482	0.5864000477006236	0.7424934583640063	0.8029476921383409	0.7571499336089879	0.5990017268543044	0.7675013129137972	0.8019569868800352	0.5336490059694579	0.7510033184039555	0.8153418277136036	0.811012078806934	0.791006483156864	0.6201058128255051	0.5610631047143352	1.0	0.6540019217847372	0.8057374906261395
NielsenHB_2014__O2_UC19_2__bin.13	0.8272784224978956	0.4875149374215182	0.8062956574535318	0.578220204501235	0.6078621203549104	0.8098326180849743	0.6110276118064276	0.7578225172142571	0.7866894810194704	0.5450071064869116	0.5808282162027901	0.7509599966882391	0.7949777146090052	0.7643786998578702	0.5982541500503664	0.7820193462032041	0.8185105355393341	0.5370931018780444	0.7695919634602382	0.8415294815714306	0.8125322551711767	0.8009725537816169	0.6191535691123101	0.5572120492900413	0.6296308766507058	1.0	0.8165041603996191
FengQ_2015__SID31285__bin.2	0.936400234937402	0.521557467417587	0.9309180651354143	0.6427739369216249	0.6569757959217505	0.9009185375057598	0.6151206638853263	0.8471311522895256	0.8654145584540477	0.6106977623014597	0.6406767908406499	0.8327817889645375	0.8895366403416752	0.8249885695289042	0.6150386675234693	0.8553401467556624	0.9041805666839869	0.5860845935074924	0.844157001642601	0.9214470397085207	0.8799773796993051	0.8760749767602702	0.6847217604975396	0.5591095729861203	0.6262815273783179	0.6592155443711726	1.0
