	XieH_2016__YSZC12003_37172__bin.63	FengQ_2015__SID31877__bin.4	KarlssonFH_2013__S552__bin.21	XieH_2016__YSZC12003_35519__bin.81	FengQ_2015__SID530373__bin.42	KarlssonFH_2013__S312__bin.88	LeChatelierE_2013__MH0441__bin.21	XieH_2016__YSZC12003_37191R1__bin.4	LiSS_2016__FAT_023-22-84-0__bin.45	XieH_2016__YSZC12003_35705__bin.70	XieH_2016__YSZC12003_35703__bin.62	RaymondF_2016__P1E0__bin.56	LiSS_2016__FAT_015-22-42-0__bin.65	FengQ_2015__SID531663__bin.6	NielsenHB_2014__V1_UC31_4__bin.2	ZellerG_2014__CCMD63399960ST-21-0__bin.3	ZeeviD_2015__PNP_Main_295__bin.23	RaymondF_2016__P1E7__bin.49	LiSS_2016__FAT_023-22-42-0__bin.3	NielsenHB_2014__V1_UC17_2__bin.49	LeChatelierE_2013__MH0203__bin.20	KarlssonFH_2013__S487__bin.70	XieH_2016__YSZC12003_37255__bin.59	LiJ_2014__O2.UC8-0__bin.56	LeChatelierE_2013__MH0131__bin.16	NielsenHB_2014__O2_UC19_2__bin.13	FengQ_2015__SID31285__bin.2
XieH_2016__YSZC12003_35703__bin.62	0.982731745470018	0.9824718266509394	0.9829889452655832	0.9820131232990451	0.9810807279722243	0.9827923611106238	0.9822155011341837	0.9825108364127255	0.9825906695205207	0.9814456492681118	1.0	0.9826052841965058	0.9820400015258052	0.9799215078176111	0.9821011802943074	0.9818105700904156	0.9824184089849077	0.981768644031394	0.9815477348276397	0.9822510706102909	0.9816617541623516	0.9817900642389638	0.9817142712204949	0.9816822906481909	0.979786000473208	0.9810909616164957	0.9829996939513661
RaymondF_2016__P1E0__bin.56	0.9839909846678784	0.9823175106334693	0.9840390311901028	0.9831963806197653	0.981109213113535	0.9833785853144651	0.9825783889924735	0.9822519433417549	0.9821174401548	0.9817993835896468	0.9826052841965058	1.0	0.9830457445629428	0.9798059631933188	0.9825792763528514	0.9825908510233481	0.9829881418163907	0.9978151695967933	0.9815647543486286	0.9826552717404242	0.9820655065822279	0.982858894850533	0.9827109571654157	0.9823060816542004	0.9808534854594283	0.981137539479013	0.9838444019683599
LiSS_2016__FAT_015-22-42-0__bin.65	0.9832044803982576	0.9824567924498945	0.9835544051813071	0.9832584271255433	0.9818520481121088	0.9829153763149553	0.9827511628640474	0.9820697166932034	0.9823943998192121	0.9823543635963948	0.9820400015258052	0.9830457445629428	1.0	0.9805776864918854	0.9826885165566179	0.9820388269018554	0.9822974234289682	0.9819687741812414	0.9814675454538023	0.9822976274970335	0.9823716237786121	0.9818816284425504	0.9825135087838105	0.9827606201537988	0.9817766515221944	0.9812904565150828	0.9834293695475527
FengQ_2015__SID531663__bin.6	0.9808432811698731	0.9793560884950734	0.9814647336492471	0.9805205276473264	0.9792418535963019	0.9806526960381884	0.9804422995518027	0.9800478745262118	0.9792182020899458	0.9797263558181051	0.9799215078176111	0.9798059631933188	0.9805776864918854	1.0	0.9803278897342792	0.9792205050699565	0.9804948999876202	0.9793345246850589	0.9791347714879072	0.9799747675173699	0.9795086215255603	0.9802954020750466	0.9799738234727526	0.9794526033249792	0.9794386012736346	0.9783188575752937	0.9809623200430406
NielsenHB_2014__V1_UC31_4__bin.2	0.9832930595438045	0.9827746847221706	0.9833165162342599	0.9828923572808208	0.9820669342770956	0.9832358261821049	0.9826308478336314	0.9823198721084959	0.9825290938680259	0.9816868943970462	0.9821011802943074	0.9825792763528514	0.9826885165566179	0.9803278897342792	1.0	0.9826128795747541	0.9823881547664474	0.9825539627540951	0.9815988894243833	0.9821370057818076	0.9829894484275304	0.9819401182947998	0.9825220933743511	0.9815795755279955	0.9816182452674519	0.9819997195240766	0.983351060900715
ZellerG_2014__CCMD63399960ST-21-0__bin.3	0.9828863813014399	0.9821277354771523	0.9831131576018614	0.982788707723788	0.9812155916902093	0.9824660938247813	0.9821865337224857	0.9820439899723505	0.981372894190877	0.9815653381153467	0.9818105700904156	0.9825908510233481	0.9820388269018554	0.9792205050699565	0.9826128795747541	1.0	0.981611157094409	0.9818274192903148	0.9809846000417599	0.9817862955445229	0.9817992150014274	0.981828960876837	0.9813698758060385	0.9817916897534539	0.9812151477009154	0.9804722459846246	0.9829007729038207
ZeeviD_2015__PNP_Main_295__bin.23	0.9830143269610199	0.9825071953949472	0.9833969483723706	0.9828520716291635	0.9818922071318238	0.9831982698493144	0.9828263506031649	0.9823499139608562	0.9813865849307015	0.9816740372165099	0.9824184089849077	0.9829881418163907	0.9822974234289682	0.9804948999876202	0.9823881547664474	0.981611157094409	1.0	0.9825354889197006	0.9817517183875023	0.9829617059111645	0.981428773631351	0.9821294601635668	0.9816620190805376	0.9823589880685272	0.9809963375305534	0.9808600082540077	0.9834725081481708
RaymondF_2016__P1E7__bin.49	0.98316946150974	0.9818551581088101	0.9830899922178514	0.9818348031723203	0.980711998377978	0.9824962724812406	0.9819337082241537	0.9812920066726682	0.9821211126107512	0.9811540659169415	0.981768644031394	0.9978151695967933	0.9819687741812414	0.9793345246850589	0.9825539627540951	0.9818274192903148	0.9825354889197006	1.0	0.9807729813677059	0.982418345811294	0.981177000978115	0.9822004376172828	0.9818517545167136	0.9818174489419692	0.9799870433617641	0.9805675879823034	0.9829634839470033
LiSS_2016__FAT_023-22-42-0__bin.3	0.9826377074242812	0.9810768305321824	0.9823025440192551	0.9817672060918032	0.9804700591554231	0.9822607511128324	0.9819371715549287	0.9807947106297525	0.9931973617216767	0.9807930679411707	0.9815477348276397	0.9815647543486286	0.9814675454538023	0.9791347714879072	0.9815988894243833	0.9809846000417599	0.9817517183875023	0.9807729813677059	1.0	0.9819992325988635	0.9807944665665431	0.9813451634803494	0.9810898924845016	0.980903341308749	0.9797894357546975	0.979861420408538	0.9826283198454302
NielsenHB_2014__V1_UC17_2__bin.49	0.9833048662284689	0.9827048173819503	0.9831915580451946	0.9829850657038125	0.9820913687449094	0.9829157324287828	0.9823090941340719	0.9821825675494917	0.9826569869089612	0.9818134716916419	0.9822510706102909	0.9826552717404242	0.9822976274970335	0.9799747675173699	0.9821370057818076	0.9817862955445229	0.9829617059111645	0.982418345811294	0.9819992325988635	1.0	0.9827148547530835	0.982133359933873	0.9823695154582676	0.982250324945298	0.9815937935306853	0.9808286655035353	0.9837797893244231
LeChatelierE_2013__MH0203__bin.20	0.9826386147213493	0.9821278933148949	0.9833096647083708	0.9822616519415476	0.9816646983054947	0.9828733963036445	0.9827641240788002	0.9821110343942996	0.9811786580996449	0.981223268731972	0.9816617541623516	0.9820655065822279	0.9823716237786121	0.9795086215255603	0.9829894484275304	0.9817992150014274	0.981428773631351	0.981177000978115	0.9807944665665431	0.9827148547530835	1.0	0.9817113258186863	0.9814981818181818	0.9817769585670345	0.9797296294227886	0.9810031350091877	0.9834053368890311
KarlssonFH_2013__S487__bin.70	0.9828477689030535	0.9823994005298383	0.9834750902626476	0.982546746555517	0.9820494781088854	0.983288332073298	0.9825486893157944	0.9819124548345711	0.9815852314958804	0.9817003729429092	0.9817900642389638	0.982858894850533	0.9818816284425504	0.9802954020750466	0.9819401182947998	0.981828960876837	0.9821294601635668	0.9822004376172828	0.9813451634803494	0.982133359933873	0.9817113258186863	1.0	0.9815784418146358	0.9809833718133332	0.9811087039559088	0.9806442098705709	0.983369058870327
XieH_2016__YSZC12003_37255__bin.59	0.9834763402682613	0.9820061222066333	0.9833754227999054	0.9822399397325633	0.9817329555392311	0.9831261153820601	0.9825403001301022	0.9815662678503561	0.9818668953687821	0.981920251597171	0.9817142712204949	0.9827109571654157	0.9825135087838105	0.9799738234727526	0.9825220933743511	0.9813698758060385	0.9816620190805376	0.9818517545167136	0.9810898924845016	0.9823695154582676	0.9814981818181818	0.9815784418146358	1.0	0.9811325724497466	0.9807784052455816	0.9806540932982448	0.9836226999115532
LiJ_2014__O2.UC8-0__bin.56	0.98315043313027	0.9812518918453392	0.9833461904977991	0.9824777241402343	0.9811155023948491	0.9829729444882913	0.9821586424792011	0.9817742735862341	0.981571473911126	0.9814421158792616	0.9816822906481909	0.9823060816542004	0.9827606201537988	0.9794526033249792	0.9815795755279955	0.9817916897534539	0.9823589880685272	0.9818174489419692	0.980903341308749	0.982250324945298	0.9817769585670345	0.9809833718133332	0.9811325724497466	1.0	0.980436597510967	0.9802509125669256	0.9831553677022069
LeChatelierE_2013__MH0131__bin.16	0.9824172916362016	0.9806890107310259	0.9828926275793817	0.9815679578098773	0.9795102723160066	0.9824559751047867	0.9816312023126866	0.9809087143426851	0.979852906515589	0.9810723340375275	0.979786000473208	0.9808534854594283	0.9817766515221944	0.9794386012736346	0.9816182452674519	0.9812151477009154	0.9809963375305534	0.9799870433617641	0.9797894357546975	0.9815937935306853	0.9797296294227886	0.9811087039559088	0.9807784052455816	0.980436597510967	1.0	0.9796619322216359	0.9827882482778643
NielsenHB_2014__O2_UC19_2__bin.13	0.9819922724898101	0.981259970359233	0.9826846642834748	0.9814447830038107	0.9806515878355985	0.9819362674601996	0.9815946320462072	0.9806419095593044	0.9801510596275078	0.9799504356377284	0.9810909616164957	0.981137539479013	0.9812904565150828	0.9783188575752937	0.9819997195240766	0.9804722459846246	0.9808600082540077	0.9805675879823034	0.979861420408538	0.9808286655035353	0.9810031350091877	0.9806442098705709	0.9806540932982448	0.9802509125669256	0.9796619322216359	1.0	0.9823508853287509
FengQ_2015__SID31285__bin.2	0.983960283331525	0.9830490372324792	0.9838658255552226	0.9835349206107104	0.9826054515670627	0.9840992291989318	0.9842856646082246	0.983252707573631	0.9834154826590429	0.9823110944412864	0.9829996939513661	0.9838444019683599	0.9834293695475527	0.9809623200430406	0.983351060900715	0.9829007729038207	0.9834725081481708	0.9829634839470033	0.9826283198454302	0.9837797893244231	0.9834053368890311	0.983369058870327	0.9836226999115532	0.9831553677022069	0.9827882482778643	0.9823508853287509	1.0
