	CM_madagascar__V12_01_2FE__bin.49	ZeeviD_2015__PNP_Main_698__bin.3	XieH_2016__YSZC12003_37100__bin.68	BritoIL_2016__W3.17.ST__bin.75	Obregon-TitoAJ_2015__HCO67__bin.11	LeChatelierE_2013__MH0175__bin.63	BritoIL_2016__W1.33.ST__bin.25	BritoIL_2016__M1.15.ST__bin.41	XieH_2016__YSZC12003_36244__bin.14	BritoIL_2016__W3.18.ST__bin.62	LeChatelierE_2013__MH0189__bin.81	FerrettiP_2018__CA_C10002MS2016FE_t0M15__bin.45	Obregon-TitoAJ_2015__HCO12__bin.13	CM_madagascar__A81_03_1FE__bin.52	LeChatelierE_2013__MH0407__bin.67	CosteaPI_2017__SID713B076-11-0-0__bin.33	CM_madagascar__A39_02_1FE__bin.21	FerrettiP_2018__CA_C10031MS2526FE_t0M15__bin.17	ZeeviD_2015__PNP_Main_257__bin.39	XieH_2016__YSZC12003_37315__bin.79	CosteaPI_2017__SID713B046-11-0-0__bin.22	Obregon-TitoAJ_2015__HCO11__bin.22	BritoIL_2016__W1.5.ST__bin.29	RampelliS_2015__H10__bin.58	CM_madagascar__A32_01_1FE__bin.4	CosteaPI_2017__SID713B041-11-0-0__bin.41	RampelliS_2015__H14__bin.94	CosteaPI_2017__SID713A028-11-0-0__bin.67	ZellerG_2014__CCMD86114146ST-21-0__bin.29	LiuW_2016__SRR3993051__bin.74	RampelliS_2015__H13__bin.18	ZeeviD_2015__PNP_Main_438__bin.9	ZellerG_2014__CCMD87156761ST-21-0__bin.33	LeChatelierE_2013__MH0430__bin.47	BritoIL_2016__M1.29.ST__bin.68	NielsenHB_2014__MH0175__bin.23	BritoIL_2016__W2.61.ST__bin.52	CM_madagascar__A90_04_1FE__bin.83	BritoIL_2016__W3.22.ST__bin.21	BritoIL_2016__WL.14.ST__bin.43	CosteaPI_2017__SID713A028-11-90-0__bin.78	BritoIL_2016__W2.35.ST__bin.34	XieH_2016__YSZC12003_35520__bin.2	BritoIL_2016__W1.2.ST__bin.41	LeChatelierE_2013__MH0257__bin.12	CM_madagascar__A08_01_1FE__bin.2	LiJ_2014__MH0252__bin.12	ZellerG_2014__CCMD18872694ST-21-0__bin.35
LeChatelierE_2013__MH0189__bin.81	2273997.0	2217368.0	2219710.0	1558941.0	2078727.0	1915384.0	1970179.0	2302185.0	1905819.0	2070738.0	2912636.0	1750136.0	1921672.0	2379607.0	2014872.0	2310665.0	2282807.0	1256492.0	2222365.0	1758516.0	2000738.0	1246815.0	2228528.0	1955195.0	2308663.0	2270131.0	2145506.0	2141517.0	1953964.0	2009189.0	1479973.0	2184342.0	2239668.0	2341118.0	2401415.0	1870288.0	2263043.0	2221083.0	2125622.0	2337979.0	2182686.0	2355067.0	1858291.0	2248849.0	1944844.0	2284538.0	1915011.0	1258432.0
FerrettiP_2018__CA_C10002MS2016FE_t0M15__bin.45	1785825.0	1714916.0	1711013.0	1177595.0	1671610.0	1752774.0	1472968.0	1767295.0	1665013.0	1563470.0	1750136.0	2230989.0	1463359.0	1763246.0	1827140.0	1777819.0	1768017.0	1194878.0	1782677.0	1345853.0	1668551.0	1006345.0	1716544.0	1521849.0	1747392.0	1740131.0	1726447.0	1708188.0	1770868.0	1558781.0	1221368.0	1776050.0	1727584.0	1821321.0	1809561.0	1706492.0	1753210.0	1731622.0	1667650.0	1777733.0	1742540.0	1764361.0	1731739.0	1748855.0	1762822.0	1717948.0	1759988.0	1074050.0
Obregon-TitoAJ_2015__HCO12__bin.13	1997452.0	1928224.0	1885473.0	1363013.0	1932802.0	1671500.0	1735731.0	1995310.0	1582864.0	1744454.0	1921672.0	1463359.0	2507755.0	1969609.0	1703284.0	1980276.0	1993393.0	1139894.0	1915368.0	1581318.0	1720695.0	1330846.0	1965702.0	1759707.0	1978505.0	1917998.0	1966310.0	1799734.0	1725632.0	1799987.0	1402691.0	1946279.0	1839117.0	1967466.0	2030428.0	1616116.0	1979706.0	1949693.0	1921048.0	1995952.0	1821496.0	2053148.0	1611247.0	1941300.0	1665017.0	1935562.0	1662435.0	1060874.0
CM_madagascar__A81_03_1FE__bin.52	2466921.0	2368575.0	2334123.0	1657481.0	2213843.0	1971140.0	2015937.0	2505288.0	1923144.0	2131733.0	2379607.0	1763246.0	1969609.0	3252333.0	2051027.0	2510728.0	2509089.0	1297059.0	2322361.0	1934631.0	2016961.0	1298704.0	2343346.0	2097824.0	2503917.0	2335363.0	2358191.0	2217761.0	2014782.0	2049983.0	1619730.0	2263212.0	2419492.0	2298271.0	2494471.0	1929713.0	2366458.0	2476505.0	2269681.0	2506754.0	2255216.0	2457495.0	1866925.0	2350867.0	2002527.0	2460311.0	1999208.0	1242448.0
LeChatelierE_2013__MH0407__bin.67	2109899.0	2042063.0	2054977.0	1374833.0	1919896.0	2227335.0	1720014.0	2137242.0	2077524.0	1858821.0	2014872.0	1827140.0	1703284.0	2051027.0	2715728.0	2124695.0	2104118.0	1319550.0	2099175.0	1597272.0	2014618.0	1153641.0	2078685.0	1762929.0	2055295.0	2075112.0	2034790.0	2040362.0	2304899.0	1848432.0	1441641.0	2093071.0	2001293.0	2199539.0	2090758.0	2153653.0	2053228.0	2070249.0	1959866.0	2138428.0	2066925.0	2096706.0	2127338.0	2070603.0	2276684.0	2052503.0	2281641.0	1373155.0
CosteaPI_2017__SID713B076-11-0-0__bin.33	2427314.0	2356967.0	2300170.0	1639164.0	2242519.0	2039363.0	2002332.0	2388616.0	1913661.0	2122354.0	2310665.0	1777819.0	1980276.0	2510728.0	2124695.0	3092668.0	2458038.0	1315133.0	2328438.0	1945627.0	2044948.0	1330332.0	2316483.0	2095985.0	2457024.0	2353229.0	2324823.0	2275387.0	2078248.0	2063852.0	1605974.0	2284739.0	2310362.0	2326857.0	2453103.0	1984064.0	2364604.0	2436335.0	2271778.0	2459715.0	2305593.0	2455973.0	1900683.0	2331547.0	1961315.0	2378235.0	2032202.0	1276354.0
CM_madagascar__A39_02_1FE__bin.21	2606471.0	2379093.0	2304446.0	1691948.0	2260169.0	2019382.0	2083327.0	2499657.0	1914613.0	2172186.0	2282807.0	1768017.0	1993393.0	2509089.0	2104118.0	2458038.0	3107213.0	1272318.0	2345771.0	1954846.0	2059587.0	1338137.0	2434190.0	2103258.0	2550980.0	2417035.0	2389911.0	2343859.0	2061973.0	2041892.0	1632005.0	2304245.0	2401184.0	2375144.0	2488593.0	1973170.0	2467481.0	2520947.0	2329574.0	2576752.0	2377951.0	2505392.0	1919927.0	2461779.0	2022523.0	2477879.0	2019463.0	1299992.0
FerrettiP_2018__CA_C10031MS2526FE_t0M15__bin.17	1280367.0	1255347.0	1264987.0	865433.0	1258028.0	1252905.0	1125252.0	1264822.0	1209285.0	1097330.0	1256492.0	1194878.0	1139894.0	1297059.0	1319550.0	1315133.0	1272318.0	1596251.0	1280954.0	1000954.0	1219642.0	813763.0	1259204.0	1133382.0	1246852.0	1254067.0	1243628.0	1247264.0	1278481.0	1152563.0	912922.0	1296629.0	1261141.0	1313054.0	1276980.0	1215886.0	1255510.0	1280201.0	1220851.0	1251611.0	1269221.0	1327311.0	1232561.0	1271254.0	1272115.0	1247782.0	1292170.0	767278.0
ZeeviD_2015__PNP_Main_257__bin.39	2342220.0	2334347.0	2384749.0	1621786.0	2158144.0	1961324.0	1938447.0	2394319.0	1921507.0	2116338.0	2222365.0	1782677.0	1915368.0	2322361.0	2099175.0	2328438.0	2345771.0	1280954.0	2934122.0	1749350.0	2001389.0	1286230.0	2295134.0	1990331.0	2322837.0	2319915.0	2276852.0	2247838.0	2006183.0	1989956.0	1597311.0	2337973.0	2267613.0	2310210.0	2365337.0	1918714.0	2402042.0	2349434.0	2292223.0	2377612.0	2301596.0	2408104.0	1952178.0	2365781.0	1978365.0	2233162.0	2066150.0	1281590.0
XieH_2016__YSZC12003_37315__bin.79	1914871.0	1822319.0	1755948.0	1304125.0	1719309.0	1570892.0	1596776.0	1912848.0	1444327.0	1671338.0	1758516.0	1345853.0	1581318.0	1934631.0	1597272.0	1945627.0	1954846.0	1000954.0	1749350.0	2324144.0	1581032.0	1045292.0	1832871.0	1668611.0	1944255.0	1819671.0	1835853.0	1773482.0	1587617.0	1622089.0	1323950.0	1750147.0	1772147.0	1798419.0	1928148.0	1536884.0	1837397.0	1873515.0	1764677.0	1886525.0	1789777.0	1895363.0	1478718.0	1840451.0	1533698.0	1899006.0	1547267.0	971941.0
CosteaPI_2017__SID713B046-11-0-0__bin.22	2058958.0	2010207.0	2008023.0	1399161.0	1937360.0	1963159.0	1706196.0	2048422.0	1811033.0	1831181.0	2000738.0	1668551.0	1720695.0	2016961.0	2014618.0	2044948.0	2059587.0	1219642.0	2001389.0	1581032.0	2417197.0	1160551.0	1958173.0	1791879.0	2066131.0	2080365.0	2036718.0	1977673.0	1973876.0	1834283.0	1427338.0	2028135.0	1975517.0	2141784.0	2043407.0	1897307.0	2040241.0	2077493.0	1910964.0	2094031.0	2001282.0	2078345.0	1856767.0	2015597.0	1936272.0	2011046.0	1940303.0	1242782.0
Obregon-TitoAJ_2015__HCO11__bin.22	1347336.0	1284229.0	1254770.0	922242.0	1341646.0	1145099.0	1184407.0	1320943.0	1077015.0	1149619.0	1246815.0	1006345.0	1330846.0	1298704.0	1153641.0	1330332.0	1338137.0	813763.0	1286230.0	1045292.0	1160551.0	1655833.0	1280580.0	1207801.0	1309126.0	1246203.0	1327101.0	1201300.0	1185278.0	1229408.0	971693.0	1282654.0	1227592.0	1313537.0	1319251.0	1098341.0	1354930.0	1344411.0	1298597.0	1344827.0	1205784.0	1386997.0	1124938.0	1329385.0	1109893.0	1292568.0	1159374.0	733922.0
BritoIL_2016__W1.5.ST__bin.29	2395923.0	2335434.0	2267093.0	1632130.0	2156306.0	1952332.0	2005832.0	2386546.0	1900911.0	2128016.0	2228528.0	1716544.0	1965702.0	2343346.0	2078685.0	2316483.0	2434190.0	1259204.0	2295134.0	1832871.0	1958173.0	1280580.0	2938416.0	2014579.0	2335102.0	2346840.0	2262683.0	2213548.0	2000908.0	1957743.0	1540168.0	2255757.0	2224334.0	2271358.0	2374550.0	1897684.0	2397433.0	2372232.0	2241277.0	2392254.0	2284377.0	2377050.0	1868961.0	2350551.0	1992085.0	2315490.0	1966704.0	1241811.0
RampelliS_2015__H10__bin.58	2082150.0	2015776.0	1999279.0	1397008.0	1916197.0	1753511.0	1739906.0	2079600.0	1607592.0	1793224.0	1955195.0	1521849.0	1759707.0	2097824.0	1762929.0	2095985.0	2103258.0	1133382.0	1990331.0	1668611.0	1791879.0	1207801.0	2014579.0	2592935.0	2089880.0	1983588.0	2120121.0	1859646.0	1766419.0	1859011.0	1510519.0	1965662.0	1998015.0	2005245.0	2090436.0	1710715.0	2028092.0	2058483.0	1953479.0	2088289.0	1885046.0	2077146.0	1636077.0	1992153.0	1708157.0	2027048.0	1713327.0	1109140.0
CM_madagascar__A32_01_1FE__bin.4	2481667.0	2385904.0	2328356.0	1681263.0	2252958.0	1975872.0	2007769.0	2502670.0	1881079.0	2153545.0	2308663.0	1747392.0	1978505.0	2503917.0	2055295.0	2457024.0	2550980.0	1246852.0	2322837.0	1944255.0	2066131.0	1309126.0	2335102.0	2089880.0	3153712.0	2349569.0	2369740.0	2261008.0	2005594.0	2035568.0	1619513.0	2273854.0	2376662.0	2345385.0	2535508.0	1915904.0	2453469.0	2501441.0	2288244.0	2527770.0	2291517.0	2479723.0	1895293.0	2383749.0	1989681.0	2433602.0	1982964.0	1262387.0
CosteaPI_2017__SID713B041-11-0-0__bin.41	2385875.0	2372373.0	2357517.0	1617309.0	2175017.0	1977053.0	1941448.0	2370886.0	1922400.0	2100622.0	2270131.0	1740131.0	1917998.0	2335363.0	2075112.0	2353229.0	2417035.0	1254067.0	2319915.0	1819671.0	2080365.0	1246203.0	2346840.0	1983588.0	2349569.0	2915024.0	2243099.0	2434814.0	2026521.0	2007212.0	1550474.0	2257622.0	2246476.0	2369874.0	2365855.0	1930076.0	2331389.0	2372028.0	2202754.0	2426213.0	2492496.0	2348042.0	1872083.0	2298691.0	2013819.0	2321808.0	1967474.0	1245776.0
RampelliS_2015__H14__bin.94	2363865.0	2264155.0	2258651.0	1597515.0	2161101.0	1982366.0	1877961.0	2355130.0	1844999.0	2014364.0	2145506.0	1726447.0	1966310.0	2358191.0	2034790.0	2324823.0	2389911.0	1243628.0	2276852.0	1835853.0	2036718.0	1327101.0	2262683.0	2120121.0	2369740.0	2243099.0	3078492.0	2133798.0	2047865.0	1967632.0	1957840.0	2255011.0	2235375.0	2258956.0	2374015.0	1935163.0	2342896.0	2400818.0	2218250.0	2305072.0	2166521.0	2366732.0	1844312.0	2261184.0	1970259.0	2310721.0	2011971.0	1228493.0
CosteaPI_2017__SID713A028-11-0-0__bin.67	2283136.0	2289402.0	2224161.0	1568889.0	2120013.0	1929214.0	1861048.0	2254326.0	1861498.0	2007226.0	2141517.0	1708188.0	1799734.0	2217761.0	2040362.0	2275387.0	2343859.0	1247264.0	2247838.0	1773482.0	1977673.0	1201300.0	2213548.0	1859646.0	2261008.0	2434814.0	2133798.0	2669049.0	2005132.0	1915885.0	1491809.0	2160150.0	2160345.0	2252181.0	2258910.0	1871329.0	2256156.0	2284315.0	2129160.0	2293005.0	2637860.0	2257025.0	1876413.0	2302768.0	1937615.0	2238800.0	1984518.0	1230536.0
ZellerG_2014__CCMD86114146ST-21-0__bin.29	2081252.0	1963104.0	2034603.0	1345438.0	1892595.0	2176800.0	1680333.0	2078818.0	1955235.0	1836354.0	1953964.0	1770868.0	1725632.0	2014782.0	2304899.0	2078248.0	2061973.0	1278481.0	2006183.0	1587617.0	1973876.0	1185278.0	2000908.0	1766419.0	2005594.0	2026521.0	2047865.0	2005132.0	2587469.0	1799240.0	1455200.0	2065292.0	1971435.0	2112746.0	2044345.0	2108159.0	2024997.0	2036545.0	1912743.0	2050323.0	2020906.0	2047508.0	2087272.0	1987240.0	2172529.0	1999545.0	2232703.0	1371289.0
LiuW_2016__SRR3993051__bin.74	2054850.0	1978296.0	2007506.0	1380211.0	1939980.0	1771389.0	1703600.0	2062695.0	1693271.0	1808200.0	2009189.0	1558781.0	1799987.0	2049983.0	1848432.0	2063852.0	2041892.0	1152563.0	1989956.0	1622089.0	1834283.0	1229408.0	1957743.0	1859011.0	2035568.0	2007212.0	1967632.0	1915885.0	1799240.0	2388100.0	1442601.0	1999626.0	1948085.0	2120082.0	2081858.0	1718112.0	1974837.0	2014932.0	1943102.0	2062641.0	1928280.0	2052406.0	1693850.0	1947740.0	1800564.0	1998293.0	1748663.0	1131056.0
RampelliS_2015__H13__bin.18	1619153.0	1578624.0	1590311.0	1137090.0	1531448.0	1415369.0	1321126.0	1645659.0	1276754.0	1403187.0	1479973.0	1221368.0	1402691.0	1619730.0	1441641.0	1605974.0	1632005.0	912922.0	1597311.0	1323950.0	1427338.0	971693.0	1540168.0	1510519.0	1619513.0	1550474.0	1957840.0	1491809.0	1455200.0	1442601.0	2220679.0	1582704.0	1537607.0	1553422.0	1637857.0	1386751.0	1608634.0	1639063.0	1535860.0	1599228.0	1505857.0	1638298.0	1322285.0	1573897.0	1391401.0	1603215.0	1422638.0	887219.0
ZeeviD_2015__PNP_Main_438__bin.9	2286538.0	2267791.0	2326738.0	1533290.0	2137833.0	2021497.0	1928800.0	2305883.0	1880578.0	2012722.0	2184342.0	1776050.0	1946279.0	2263212.0	2093071.0	2284739.0	2304245.0	1296629.0	2337973.0	1750147.0	2028135.0	1282654.0	2255757.0	1965662.0	2273854.0	2257622.0	2255011.0	2160150.0	2065292.0	1999626.0	1582704.0	2804628.0	2160763.0	2342277.0	2336109.0	1951502.0	2259605.0	2295443.0	2189616.0	2281665.0	2185870.0	2330993.0	1911591.0	2204680.0	2009408.0	2188258.0	2020800.0	1277785.0
ZellerG_2014__CCMD87156761ST-21-0__bin.33	2365282.0	2248026.0	2276274.0	1580371.0	2102209.0	1963423.0	1912437.0	2389625.0	1898109.0	2066620.0	2239668.0	1727584.0	1839117.0	2419492.0	2001293.0	2310362.0	2401184.0	1261141.0	2267613.0	1772147.0	1975517.0	1227592.0	2224334.0	1998015.0	2376662.0	2246476.0	2235375.0	2160345.0	1971435.0	1948085.0	1537607.0	2160763.0	2972206.0	2194591.0	2373775.0	1916202.0	2318399.0	2316324.0	2197014.0	2351931.0	2197153.0	2363359.0	1865010.0	2281665.0	1931142.0	2280379.0	2016777.0	1252741.0
LeChatelierE_2013__MH0430__bin.47	2396493.0	2330332.0	2291078.0	1612096.0	2179599.0	2066741.0	1967293.0	2379003.0	1981074.0	2075832.0	2341118.0	1821321.0	1967466.0	2298271.0	2199539.0	2326857.0	2375144.0	1313054.0	2310210.0	1798419.0	2141784.0	1313537.0	2271358.0	2005245.0	2345385.0	2369874.0	2258956.0	2252181.0	2112746.0	2120082.0	1553422.0	2342277.0	2194591.0	2955007.0	2347359.0	2002121.0	2357934.0	2378069.0	2207151.0	2387852.0	2283645.0	2414034.0	1973988.0	2331733.0	2089947.0	2321256.0	2069491.0	1317984.0
BritoIL_2016__M1.29.ST__bin.68	2487229.0	2411375.0	2347616.0	1675760.0	2228187.0	2039823.0	2037893.0	2555838.0	1901322.0	2166364.0	2401415.0	1809561.0	2030428.0	2494471.0	2090758.0	2453103.0	2488593.0	1276980.0	2365337.0	1928148.0	2043407.0	1319251.0	2374550.0	2090436.0	2535508.0	2365855.0	2374015.0	2258910.0	2044345.0	2081858.0	1637857.0	2336109.0	2373775.0	2347359.0	3116218.0	1996824.0	2459629.0	2453827.0	2316185.0	2506093.0	2286624.0	2507154.0	1918056.0	2352684.0	2019003.0	2413187.0	2043925.0	1276340.0
NielsenHB_2014__MH0175__bin.23	1982381.0	1894399.0	1903436.0	1332702.0	1810313.0	2331713.0	1624760.0	1995927.0	1857333.0	1783724.0	1870288.0	1706492.0	1616116.0	1929713.0	2153653.0	1984064.0	1973170.0	1215886.0	1918714.0	1536884.0	1897307.0	1098341.0	1897684.0	1710715.0	1915904.0	1930076.0	1935163.0	1871329.0	2108159.0	1718112.0	1386751.0	1951502.0	1916202.0	2002121.0	1996824.0	2426935.0	1936575.0	1932382.0	1861778.0	1981673.0	1897916.0	1988956.0	1958350.0	1893539.0	2062793.0	1914883.0	2107496.0	1301155.0
BritoIL_2016__W2.61.ST__bin.52	2434578.0	2401934.0	2301588.0	1698232.0	2164933.0	1996819.0	2053707.0	2476514.0	1901028.0	2153972.0	2263043.0	1753210.0	1979706.0	2366458.0	2053228.0	2364604.0	2467481.0	1255510.0	2402042.0	1837397.0	2040241.0	1354930.0	2397433.0	2028092.0	2453469.0	2331389.0	2342896.0	2256156.0	2024997.0	1974837.0	1608634.0	2259605.0	2318399.0	2357934.0	2459629.0	1936575.0	2999093.0	2467314.0	2333434.0	2485528.0	2279094.0	2487164.0	1901210.0	2411688.0	1990456.0	2349534.0	2056597.0	1253111.0
