	CM_madagascar__V12_01_2FE__bin.49	ZeeviD_2015__PNP_Main_698__bin.3	XieH_2016__YSZC12003_37100__bin.68	BritoIL_2016__W3.17.ST__bin.75	Obregon-TitoAJ_2015__HCO67__bin.11	LeChatelierE_2013__MH0175__bin.63	BritoIL_2016__W1.33.ST__bin.25	BritoIL_2016__M1.15.ST__bin.41	XieH_2016__YSZC12003_36244__bin.14	BritoIL_2016__W3.18.ST__bin.62	LeChatelierE_2013__MH0189__bin.81	FerrettiP_2018__CA_C10002MS2016FE_t0M15__bin.45	Obregon-TitoAJ_2015__HCO12__bin.13	CM_madagascar__A81_03_1FE__bin.52	LeChatelierE_2013__MH0407__bin.67	CosteaPI_2017__SID713B076-11-0-0__bin.33	CM_madagascar__A39_02_1FE__bin.21	FerrettiP_2018__CA_C10031MS2526FE_t0M15__bin.17	ZeeviD_2015__PNP_Main_257__bin.39	XieH_2016__YSZC12003_37315__bin.79	CosteaPI_2017__SID713B046-11-0-0__bin.22	Obregon-TitoAJ_2015__HCO11__bin.22	BritoIL_2016__W1.5.ST__bin.29	RampelliS_2015__H10__bin.58	CM_madagascar__A32_01_1FE__bin.4	CosteaPI_2017__SID713B041-11-0-0__bin.41	RampelliS_2015__H14__bin.94	CosteaPI_2017__SID713A028-11-0-0__bin.67	ZellerG_2014__CCMD86114146ST-21-0__bin.29	LiuW_2016__SRR3993051__bin.74	RampelliS_2015__H13__bin.18	ZeeviD_2015__PNP_Main_438__bin.9	ZellerG_2014__CCMD87156761ST-21-0__bin.33	LeChatelierE_2013__MH0430__bin.47	BritoIL_2016__M1.29.ST__bin.68	NielsenHB_2014__MH0175__bin.23	BritoIL_2016__W2.61.ST__bin.52	CM_madagascar__A90_04_1FE__bin.83	BritoIL_2016__W3.22.ST__bin.21	BritoIL_2016__WL.14.ST__bin.43	CosteaPI_2017__SID713A028-11-90-0__bin.78	BritoIL_2016__W2.35.ST__bin.34	XieH_2016__YSZC12003_35520__bin.2	BritoIL_2016__W1.2.ST__bin.41	LeChatelierE_2013__MH0257__bin.12	CM_madagascar__A08_01_1FE__bin.2	LiJ_2014__MH0252__bin.12	ZellerG_2014__CCMD18872694ST-21-0__bin.35
LeChatelierE_2013__MH0189__bin.81	0.7807350455051713	0.7612925199029333	0.7620966025277446	0.5352337195585031	0.7136926825047826	0.6576118677376782	0.6764247231717249	0.790412876857939	0.6543279009117514	0.7109498062923071	1.0	0.6008770062582486	0.6597707368857626	0.8169942965753358	0.6917692427066067	0.7933243288897068	0.7837597969674206	0.4313934181957512	0.7630081479457097	0.6037541251292643	0.686916593765922	0.42807099822978223	0.7651241006428541	0.6712802423646483	0.7926369790114521	0.7794077255104997	0.7366200239233464	0.73525047414095	0.6708576011557915	0.6898180891810717	0.5081215091758805	0.7499536502329849	0.7689488147506245	0.8037798063335069	0.8244816722721274	0.6421289855649659	0.7769741910763995	0.7625679968248693	0.729793218239423	0.8027020884175022	0.749385093090932	0.8085689389268004	0.638010036269551	0.7721009422392637	0.6677264168952111	0.7843541039800374	0.6574838050480732	0.4320594815143396
FerrettiP_2018__CA_C10002MS2016FE_t0M15__bin.45	0.8004633819350969	0.7686797200703365	0.7669302717315056	0.5278354129043218	0.7492685979177844	0.7856488759021223	0.6602309558675548	0.7921576484689077	0.746311613369676	0.700796821499344	0.7844664406682418	1.0	0.6559238974284499	0.7903427583013632	0.8189820747659446	0.7968748389167315	0.7924812717588477	0.535582201436224	0.7990523485324221	0.6032539828748595	0.7478974571367227	0.4510757336768581	0.7694094412836638	0.6821409697672198	0.7832364928737883	0.7799818824745438	0.773848279843603	0.7656640171690672	0.7937591803455777	0.6986950630415479	0.5474558592624168	0.7960819170332082	0.774357919290503	0.8163738144831731	0.8111026096498011	0.7649038161999006	0.7858443049248562	0.7761678789093088	0.747493600371853	0.796836290990229	0.7810616726483187	0.7908425366507859	0.7762203220186205	0.7838922558560352	0.7901527080590716	0.7700387585954032	0.7888824194113014	0.4814232611635467
Obregon-TitoAJ_2015__HCO12__bin.13	0.7965100258996592	0.7689044583701359	0.7518569397728248	0.5435192034309572	0.7707299955537922	0.6665324164441901	0.6921453650775296	0.7956558754742787	0.6311876558914248	0.6956237750497956	0.766291762951325	0.5835334791476838	1.0	0.7854072666588243	0.6792067008140747	0.7896608719751331	0.7948914467322366	0.4545475933653806	0.7637779607657048	0.6305711682361316	0.6861495640523098	0.5306921928178789	0.7838492994730346	0.7017061076540572	0.7889546626365016	0.7648267075531701	0.7840917473995666	0.7176673957384194	0.6881182571662702	0.7177682827867954	0.5593413232153859	0.7761041250042369	0.7333718804269157	0.7845527174704068	0.8096596358097182	0.6444473243997121	0.7894335770440095	0.7774655020127564	0.7660429348162001	0.7959118813440706	0.7263452769508983	0.8187195320116997	0.6425057471722716	0.7741186838427199	0.6639472356749363	0.7718305815360751	0.66291762951325	0.42303733817697503
CM_madagascar__A81_03_1FE__bin.52	0.7585081232456824	0.728269522216821	0.7176765109845763	0.5096283191173844	0.6806938280920188	0.6060695506886903	0.619843355523558	0.7703048857543185	0.591312144236153	0.65544733580479	0.7316615488020446	0.5421480518753768	0.6055988116837975	1.0	0.6306325336304739	0.7719775312060604	0.771473585269405	0.3988087935644966	0.7140600301383653	0.5948440703950056	0.6201582064321212	0.3993145843306943	0.7205123214627777	0.6450212816461292	0.7698833422038888	0.7180577757566645	0.7250767372221725	0.6818985017831815	0.6194882258366533	0.6303115332901028	0.4980209591084308	0.6958733930381668	0.7439250531848983	0.7066530395257804	0.7669789655610296	0.5933319251134493	0.7276186048599574	0.7614549309680159	0.6978624267564237	0.7707556391058357	0.6934148502013785	0.7556098960346311	0.574026398895808	0.7228248152941289	0.6157201614963781	0.7564757360331799	0.6146996632878614	0.3820174625415048
LeChatelierE_2013__MH0407__bin.67	0.776918380633112	0.7519394431253793	0.756694705802643	0.5062484166308261	0.7069544519922466	0.8201612974495237	0.6333528247306063	0.7869867674524106	0.7649970836549168	0.6844650863414893	0.7419270265652524	0.6727993377834599	0.62719241396782	0.7552402155149558	1.0	0.7823666434930155	0.7747896696576387	0.4858918124348241	0.7729695315583888	0.5881561039986332	0.7418334973163734	0.424799906323461	0.7654245933318801	0.6491552173118957	0.7568118014764366	0.7641089240159544	0.7492613398690885	0.7513130917382006	0.8487223315442489	0.6806395927721774	0.5308488184383708	0.7707218837821755	0.7369268940041124	0.8099261045288777	0.7698701784567527	0.793029714316014	0.7560506795967785	0.7623182439478475	0.7216724208020833	0.787423482764106	0.7610942627538546	0.772060383072237	0.7833398631969034	0.7624485957356554	0.8383328521854914	0.7557837161895448	0.8401581454401914	0.505630534427601
CosteaPI_2017__SID713B076-11-0-0__bin.33	0.7848608386027857	0.7621144591013326	0.7437494098946282	0.530016154336644	0.7251082237084614	0.6594186637556957	0.647444859907368	0.7723480179573107	0.618773499127614	0.6862534226111564	0.747142919964251	0.574849612050178	0.6403131535619083	0.8118323725663408	0.6870103742141089	1.0	0.7947953029552477	0.4252422180460366	0.7528897379220789	0.6291095584783106	0.6612245478661143	0.430156744920567	0.7490241435550147	0.677727127515789	0.7944674307103122	0.7609057939617185	0.7517208442677973	0.7357359406182623	0.6719919499926924	0.6673370694817549	0.5192843202050786	0.7387598668851619	0.7470449463052613	0.7523785288301233	0.7931995933608134	0.6415379859719827	0.764583847991443	0.787777737539238	0.7345689870364358	0.7953375532064871	0.7455029120487553	0.7941275946852362	0.6145771224069315	0.7538950187993021	0.634182201257943	0.7689913692643374	0.6571031872803677	0.41270320642241587
CM_madagascar__A39_02_1FE__bin.21	0.8388452931936111	0.7656678187172878	0.7416440392081264	0.5445226960623556	0.7273942919265592	0.6499013746402322	0.6704809100631337	0.8044691496849428	0.6161833771936459	0.6990785633299037	0.7346799205590347	0.56900412041273	0.6415372875950248	0.8075046673658999	0.6771721153329366	0.7910748313681746	1.0	0.40947241145038976	0.754943738971226	0.6291316366145482	0.662840622770309	0.43065505969497425	0.7833997862393084	0.6768953399718655	0.8209865239364021	0.7778787614495691	0.7691493952941109	0.7543283965405655	0.6636085134813738	0.6571458088003622	0.5252311315638806	0.7415793510132713	0.7727774053468495	0.7643969048790669	0.8009084024815808	0.635028882796255	0.794113889199099	0.81132094903053	0.7497310290604474	0.8292807734777113	0.7653002867843305	0.8063148551451091	0.6178935914596135	0.7922788041888342	0.6509122483717724	0.7974602964135384	0.6499274430172634	0.4183787851042075
FerrettiP_2018__CA_C10031MS2526FE_t0M15__bin.17	0.8021088162200055	0.7864345895476338	0.7924737400321128	0.5421659876798824	0.788114149967643	0.7849047549539515	0.7049342490623342	0.7923703728298369	0.7575782254795769	0.687442012565693	0.7871518952846388	0.7485527025511652	0.7141069919455023	0.8125658182829643	0.8266557076549991	0.8238885989734697	0.7970663761526227	1.0	0.8024765528729504	0.6270655429503255	0.7640665534430362	0.5097963916702323	0.7888508762093179	0.7100274330290162	0.7811127448001599	0.7856327106451304	0.7790930123144794	0.7813708495719032	0.8009272977745981	0.7220437136766085	0.5719163214306522	0.8122964370891546	0.7900643445172469	0.8225861722247942	0.7999869694678343	0.7617135400385027	0.7865367038141244	0.8020048225498371	0.7648239531251664	0.7840941055009519	0.7951262050892999	0.8315177249693188	0.7721598921472876	0.7963998143149167	0.7969392031704287	0.7816953599402601	0.8095030167561367	0.48067503168361364
ZeeviD_2015__PNP_Main_257__bin.39	0.7982694652778582	0.7955862094350542	0.8127640909273711	0.5527329811098516	0.7355331509732724	0.6684534589904578	0.6606565780155017	0.8160257139955326	0.6548831302856527	0.7212849363455235	0.7574207889106179	0.607567442662575	0.6527908519141331	0.7915011713896014	0.7154354863226546	0.7935723190787568	0.7994797080693986	0.4365714854392558	1.0	0.596209019256868	0.6821083104247199	0.4383696383449632	0.782221734474572	0.6783395509798161	0.7916634004993658	0.7906675318885854	0.7759909097167739	0.7661024320052131	0.683742189315918	0.678211744433258	0.5443914738378295	0.7968220135359061	0.772842097227041	0.787359898463663	0.8061481424426115	0.6539312271268883	0.8186578472197135	0.8007281224161776	0.781229614855824	0.8103316767332783	0.7844240968848603	0.8207238826470065	0.6653363425242713	0.8062994653937362	0.6742613292835131	0.7611005949991173	0.704179989789109	0.4367882453422182
XieH_2016__YSZC12003_37315__bin.79	0.8239037684411982	0.7840817952760242	0.7555246146538253	0.5611205674002988	0.7397601009231786	0.6759013210885384	0.6870383246476982	0.8230333404470636	0.6214447125479317	0.719119813574374	0.7566295375845903	0.5790747044933533	0.6803872737661694	0.8324058233913217	0.6872517365533288	0.8371370276540524	0.8411036493435863	0.4306764124770238	0.7526857199898113	1.0	0.6802642177076808	0.4497535436702717	0.7886219614619404	0.7179464783593443	0.836546702786058	0.7829424510701575	0.7899050144913569	0.7630688976242436	0.6830975189144907	0.6979296463558196	0.5696505896364424	0.7530286419430121	0.7624944925959837	0.7737984393393869	0.8296164093102665	0.6612688370427994	0.7905693451008199	0.8061096902773667	0.7592804060333611	0.811707450140783	0.7700800810965241	0.8155101405076449	0.6362419884482201	0.7918833772778279	0.6598980097618736	0.8170775993225893	0.6657362882850633	0.41819310679544813
CosteaPI_2017__SID713B046-11-0-0__bin.22	0.8517956955928706	0.831627293927636	0.8307237680668973	0.5788361478191475	0.8014903212274382	0.8121634273085727	0.7058572387769801	0.8474369279789773	0.7492285486040235	0.7575638228907284	0.8277099466861824	0.690283415046436	0.7118555086738896	0.8344214393779241	0.8334521348487525	0.845999726129066	0.8520559143503819	0.5045687215398662	0.8279792668946718	0.6540766019484552	1.0	0.4801226379149072	0.8101007075550731	0.7413044944206038	0.8547631823140605	0.8606518210969152	0.8425949560586083	0.81816790274024	0.8165970750418771	0.7588471274786457	0.5904930380105552	0.8390441490701833	0.8172759605443826	0.8860610037162879	0.8453622108582792	0.7849203023171053	0.8440524293220619	0.8594636680419511	0.7905702348629425	0.866305476963607	0.8279350007467327	0.8598161424161953	0.7681488103783018	0.8338571494172796	0.8010402131063377	0.8319743901717568	0.8027078471469227	0.5141417931595976
Obregon-TitoAJ_2015__HCO11__bin.22	0.8136907526302471	0.7755788174290523	0.7577877720760487	0.5569655877132537	0.8102544157532795	0.6915546434936374	0.7152937524496734	0.797751343281599	0.6504369703949613	0.6942843873748138	0.7529835436303057	0.6077575455978954	0.8037320188690527	0.7843206410308285	0.6967133762885508	0.8034216010914144	0.8081352406915432	0.49145233849065695	0.7767872726295466	0.6312786373988198	0.7008865024431812	1.0	0.773375092778076	0.7294219888116736	0.7906147540241075	0.7526139411401995	0.8014703173568832	0.7254958682427516	0.7158197716798735	0.7424710100595894	0.5868303144097261	0.7746276345501025	0.7413742811020193	0.7932786700108042	0.7967295011030702	0.6633162885387597	0.8182769639208785	0.8119242701407691	0.7842560209876237	0.8121755032059392	0.7282038708009805	0.8376430473362954	0.6793788987174432	0.8028496835127698	0.6702928375023327	0.7806149533195679	0.7001756819679279	0.44323431167273514
BritoIL_2016__W1.5.ST__bin.29	0.8153791022101704	0.7947935214074522	0.7715357525959564	0.5554455189462622	0.7338327860997218	0.6644164747265193	0.6826235631714502	0.8121879271008597	0.6469169103353644	0.7242051499855705	0.7584113345421479	0.5841732416376715	0.6689665452407011	0.7974861285808408	0.7074168531617034	0.7883441282650244	0.8284021050797437	0.42853156258337827	0.7810786491769716	0.6237615776663346	0.6664042804014135	0.43580623029550614	1.0	0.6856003370523438	0.7946805353632705	0.7986752046000294	0.7700349439970379	0.7533133497775673	0.6809478303956962	0.6662579430550337	0.5241490653467719	0.7676778917620922	0.7569840349358293	0.7729872148803981	0.808105455456273	0.6458186995986953	0.8158929845195507	0.8073165950634628	0.7627500667026044	0.8141304702941993	0.7774178332816047	0.8089562539817371	0.6360437051799337	0.7999381299312283	0.6779451922396285	0.7880061910907101	0.6693075452897072	0.4226123870820197
RampelliS_2015__H10__bin.58	0.8030089454614173	0.777410926228386	0.7710486379334615	0.5387747861014641	0.7390069554385281	0.6762649275820644	0.6710179776970885	0.8020255039173755	0.6199893171251882	0.6915807762246258	0.7540470547854072	0.586921384454296	0.6786544977024106	0.8090538328187942	0.6798971050180587	0.8083445979170323	0.8111495274659797	0.43710389963496965	0.7675977222722513	0.6435221091157318	0.6910620590180625	0.4658045805236151	0.7769492871977123	1.0	0.805990123161591	0.7649971942991244	0.8176529685472255	0.7171973072984861	0.6812430701116688	0.7169524110708522	0.5825518186919456	0.7580837930761859	0.7705611594582973	0.7733495054831687	0.8062045519845272	0.6597600788295889	0.7821607560544325	0.7938814509426576	0.7533852564757697	0.805376532770779	0.7269931564038435	0.8010790860549918	0.630974937667161	0.768300400897053	0.6587735519787422	0.7817581235164013	0.6607674315013682	0.4277546486896123
CM_madagascar__A32_01_1FE__bin.4	0.7869034965780007	0.7565383268985881	0.7382906238743424	0.53310606675562	0.7143829239955963	0.6265226501341911	0.6366367632808576	0.7935632676668003	0.5964650545135384	0.6828603880126023	0.7320462363081981	0.5540746903965866	0.6273575393060622	0.793958674729969	0.6517066238134617	0.7790895300522052	0.8088817241396805	0.3953601343432755	0.7365406226059957	0.6164973212519088	0.6551425748451348	0.4151063889156651	0.7404296904726875	0.6626730658982177	1.0	0.7450169831614301	0.7514129381503447	0.7169354715966455	0.6359470997985865	0.645451455300928	0.5135259655922925	0.7210087668119346	0.7536078120005885	0.7436902925822015	0.8039757593591298	0.6075075973963381	0.7779622869811829	0.7931735681634848	0.7255716438279716	0.8015221427955375	0.7266094684612926	0.7862870801138468	0.6009721242776765	0.7558550051494873	0.6309012998016306	0.7716627263364568	0.6287714287163825	0.40028607558331264
CosteaPI_2017__SID713B041-11-0-0__bin.41	0.8184752509756352	0.813843385165954	0.8087470291839792	0.554818416589366	0.7461403405254983	0.6782287212729637	0.6660144136034557	0.8133332692972682	0.6594799905592544	0.7206191098255109	0.7787692314025545	0.5969525465313493	0.657969882923777	0.8011470917563629	0.711867895427276	0.8072760292882666	0.8291646998446668	0.43020812178561824	0.7958476499678905	0.6242387712759826	0.7136699389095938	0.42751037384254814	0.8050842806096965	0.6804705553024606	0.8060204650116088	1.0	0.7694958943734254	0.8352637919962237	0.6951987359280747	0.688574776742833	0.5318906465264094	0.7744780145892453	0.7706543754013689	0.8129861023442688	0.811607382992387	0.6621132450367475	0.7997838096701777	0.8137250327956134	0.7556555280505409	0.832313215946078	0.8550516222164894	0.8054966271289704	0.6422187261580008	0.7885667493646707	0.6908413103974445	0.7964970442781947	0.6749426419816784	0.4273638913436047
