	CosteaPI_2017__SID713A058-11-90-0__bin.61	BritoIL_2016__M1.22.ST__bin.46	HeQ_2017__SZAXPI029560-51__bin.83	CosteaPI_2017__SID713A013-11-90-0__bin.5	CosteaPI_2017__SID713A013-11-0-0__bin.41	HeQ_2017__SZAXPI029554-33__bin.69	BritoIL_2016__W2.39.ST__bin.18	ZellerG_2014__CCIS74726977ST-3-0__bin.74	LiuW_2016__SRR3993041__bin.74	LiuW_2016__SRR3992994__bin.9	CosteaPI_2017__SID713B056-11-0-0__bin.21	Obregon-TitoAJ_2015__SM03__bin.28	BritoIL_2016__M1.59.ST__bin.32	CM_madagascar__A32_01_1FE__bin.62	CosteaPI_2017__SID713B040-11-90-0__bin.55	CosteaPI_2017__SID713A004-11-90-0__bin.40	BritoIL_2016__M1.44.ST__bin.2	LiuW_2016__SRR3992981__bin.32	CosteaPI_2017__SID713B029-11-0-0__bin.23	CosteaPI_2017__SID713A021-11-90-0__bin.15	BritoIL_2016__W2.19.ST__bin.52	BritoIL_2016__M1.48.ST__bin.39	BritoIL_2016__W3.22.ST__bin.109	ZeeviD_2015__PNP_Main_671__bin.34	XieH_2016__YSZC12003_37315__bin.111	VogtmannE_2016__MMRS65205033ST-27-0-0__bin.9	LiuW_2016__SRR3992961__bin.32	BritoIL_2016__M2.39.ST__bin.45	FengQ_2015__SID530840__bin.40	LeChatelierE_2013__MH0189__bin.38	FengQ_2015__SID31188__bin.43	CM_madagascar__A81_03_1FE__bin.25	LiuW_2016__SRR3992995__bin.67	CosteaPI_2017__SID713A084-11-90-0__bin.9	CosteaPI_2017__SID713B007-11-0-0__bin.56	ZellerG_2014__CCMD86114146ST-21-0__bin.68	CosteaPI_2017__SID713A004-11-0-0__bin.7	ZeeviD_2015__PNP_Main_362__bin.25	VogtmannE_2016__MMRS93508324ST-27-0-0__bin.39	LiuW_2016__SRR3992978__bin.107	CosteaPI_2017__SID713A084-11-0-0__bin.19	CM_madagascar__A70_03_1FE__bin.24	ZeeviD_2015__PNP_Main_377__bin.14	BritoIL_2016__W1.41.ST__bin.58	CosteaPI_2017__SID713B041-11-0-0__bin.48	CosteaPI_2017__SID713A040-11-0-0__bin.30	QinJ_2012__CON-110__bin.27	RampelliS_2015__H4__bin.33	CosteaPI_2017__SID713A057-11-90-0__bin.64
CosteaPI_2017__SID713B056-11-0-0__bin.21	0.9921458672218382	0.9937607115456192	0.9942535747224098	0.9913833957217828	0.9915752498066472	0.9919853277484895	0.9915691021807231	0.9921856672727501	0.9915544460272895	0.9910439323277347	1.0	0.9904946419963662	0.9933102443446842	0.9917171220339706	0.9918493359494367	0.9913564571292649	0.9912245202341902	0.9917515589632795	0.9912479607448913	0.9912158638044143	0.9938387604937287	0.9921833265131506	0.9955169614304912	0.9919190593850367	0.9956768894643147	0.9917420031764729	0.9909301928719404	0.9942116235978377	0.9916926598581275	0.9920331396364338	0.994220104214288	0.9923387165739984	0.9912063753778511	0.9925969860022407	0.9936347329113756	0.9928909038258453	0.9912971100308428	0.9936313540036592	0.9911562171740215	0.9916371490721403	0.992612332232478	0.9935643105641336	0.9912841350198408	0.9920733615659901	0.9921572973595453	0.9912650030971925	0.9923416037001347	0.9907705538217101	0.9912140766235729
Obregon-TitoAJ_2015__SM03__bin.28	0.9906778970589157	0.9903358701969383	0.990354056209825	0.9891454514161848	0.9894615661422278	0.9900237249784883	0.9898524936627129	0.9902094060483678	0.9895532981585725	0.9893767455274767	0.9904946419963662	1.0	0.9905165831084732	0.9902481821707023	0.9899090755754626	0.9899668808560025	0.9907383838829752	0.9898761724677763	0.9898179483374753	0.9895170491969816	0.9905713470869855	0.9902074426446679	0.9905720141034167	0.9900480235069322	0.9904925578050064	0.9899256034402728	0.989510816649425	0.9906740943756654	0.9901326879282377	0.9902623759299416	0.9899299910985245	0.9902116342321573	0.989564978974963	0.990453669256765	0.9907953332243264	0.9904347018483534	0.989844768594091	0.9903332070802149	0.9907604588077239	0.9900410103361733	0.9904237781678579	0.9907563285199524	0.9901338177455387	0.9903632647576427	0.9900562032488073	0.9895878809646094	0.9904800588967023	0.9904147994178176	0.9898364581086676
BritoIL_2016__M1.59.ST__bin.32	0.9917623948749281	0.9936555096889543	0.9936294426149922	0.991769786034516	0.9918072712420942	0.9920659047021468	0.9910860802315894	0.9922141465760128	0.9917800835466918	0.9908122021197464	0.9933102443446842	0.9905165831084732	1.0	0.9906427890187626	0.9916869155437744	0.9919739798083836	0.9911184328098752	0.9909303280368194	0.9918103440985938	0.9912416616191687	0.9934607429414194	0.9919538935255177	0.9942392792692328	0.9916267038836479	0.9941693592889395	0.9909781392754786	0.991743092561668	0.9936483399893273	0.991396355952516	0.9919553592441186	0.9928099596430869	0.9921042968291243	0.9912271727063523	0.9920445296996392	0.9934296746768004	0.9924011120063604	0.9920391189397281	0.9931976159425848	0.9910939607610229	0.9913978389505629	0.9921864660126938	0.9926778981894133	0.9916539854684184	0.9919278988045123	0.9920138007363041	0.9916483195638114	0.9920200413301951	0.9904405214356876	0.9917998236711058
CM_madagascar__A32_01_1FE__bin.62	0.9913425942924098	0.9915791756335158	0.9917415335538634	0.991562454560091	0.9914497151478644	0.9911555598244441	0.9907200816394497	0.9907439339607081	0.9911390171648484	0.9911138932981586	0.9917171220339706	0.9902481821707023	0.9906427890187626	1.0	0.991113956495035	0.9913260053317599	0.9906319006727686	0.9906880653097321	0.9916421996367308	0.9915350687962246	0.9913129339077458	0.9914978588824637	0.9916462472998656	0.990531032527479	0.9914449847947395	0.9914466667950026	0.9910128648540772	0.9914252633342383	0.991042181640346	0.9913142681388211	0.9900142562312102	0.9908434108503568	0.9910917601937629	0.990963640462319	0.9915241794292656	0.9912874042494842	0.9905544357391757	0.9914277082271191	0.9904636999727933	0.9913482214598186	0.9911387709524441	0.991799698676155	0.990955152678913	0.9908208713778961	0.991130715035968	0.991229568814487	0.9914838252059089	0.9895312815143665	0.991066454106601
CosteaPI_2017__SID713B040-11-90-0__bin.55	0.9918638629241538	0.9914126495387162	0.9916650804025811	0.9916760800691405	0.9920262769269469	0.990873860204889	0.9908296040047955	0.9910218438953597	0.9931813314625411	0.9915415354632384	0.9918493359494367	0.9899090755754626	0.9916869155437744	0.991113956495035	1.0	0.991995479355481	0.9906779211176912	0.9923072720835657	0.9922397074943086	0.9914141860681847	0.9919265831082021	0.9915235608629391	0.9920122650666197	0.9909635090024203	0.991920843702824	0.9919294357862752	0.991636836695385	0.9923546103083148	0.9915592232724825	0.991178725624596	0.9909519968272548	0.9907412377220761	0.9918657537468044	0.9913129200938671	0.9920792627022924	0.9918280778540279	0.9917806963925916	0.990524615825362	0.9902103671625633	0.9921557347453348	0.9913585960935793	0.9916242277281699	0.9925947135025665	0.9913727782870506	0.9961704830162245	0.991543638402439	0.9914350839133211	0.9890382331853254	0.9918787158496601
CosteaPI_2017__SID713A004-11-90-0__bin.40	0.9915256001832302	0.9913243022002831	0.9914762259454465	0.9929863868448829	0.9928621383276717	0.9912913768515174	0.9910715396842457	0.991091226282322	0.9925463564058714	0.9926568039922455	0.9913564571292649	0.9899668808560025	0.9919739798083836	0.9913260053317599	0.991995479355481	1.0	0.9902127415508003	0.9934390035726172	0.9929563279057149	0.9917859374798665	0.9912688251360349	0.9905839210868408	0.9912755086105478	0.9912347551024595	0.9912229843860983	0.9922619357550637	0.9930066755459165	0.9918628987880812	0.9913884901896337	0.9910107071420167	0.9900833602495996	0.9906805273942147	0.9927040896487473	0.9913030865995013	0.9918599486938134	0.9914285954563108	0.9996338852928969	0.9908820327332623	0.9898832211653562	0.9926593176771442	0.9912089181539884	0.9913199963833318	0.9925292493813261	0.991268710447535	0.9918374299813874	0.9926289101965344	0.9912388764862476	0.9897213933222385	0.9931187605575246
BritoIL_2016__M1.44.ST__bin.2	0.9910409405166155	0.9911655107244103	0.9907384029579837	0.9903611231637017	0.9904621890682711	0.9909676986098986	0.9909556905194539	0.9905936278901856	0.9902352653365726	0.9900872701832174	0.9912245202341902	0.9907383838829752	0.9911184328098752	0.9906319006727686	0.9906779211176912	0.9902127415508003	1.0	0.9898869371565617	0.990473400544675	0.9904643217348736	0.9913026836536204	0.9913678352347769	0.9911583886063813	0.9902954813569976	0.9908908098187093	0.9904475004644154	0.9905875722136114	0.9913058081028168	0.9904242844277458	0.9908642399001063	0.989537551276402	0.9911091007193559	0.9899531408316727	0.9907159698170976	0.9911791779825663	0.9910826850492129	0.9904458268581774	0.9905676984358578	0.9912854654869385	0.9902251210544916	0.9909528739467678	0.9910952262466837	0.9899753486047628	0.991107552560938	0.9909446210694678	0.9899640083405912	0.9911869182169688	0.9909641112267324	0.9906069409803359
LiuW_2016__SRR3992981__bin.32	0.9919384711839937	0.9916892620090324	0.9917787339763018	0.9930984070738746	0.9930693167587641	0.9916127759220659	0.9910132998012969	0.991716542201687	0.9931214998782566	0.9917382193432749	0.9917515589632795	0.9898761724677763	0.9909303280368194	0.9906880653097321	0.9923072720835657	0.9934390035726172	0.9898869371565617	1.0	0.9932272248728558	0.9917224281398375	0.9911012366643163	0.991514139713762	0.9915305904232891	0.991092224970131	0.9915039121930633	0.9922493220655498	0.9930153151101145	0.9922135697887116	0.991689862307193	0.991728295557274	0.9909028060714385	0.9908879910599158	0.9929955563638406	0.9916596160636576	0.9912720357472029	0.9916174080545729	0.993567250556829	0.9912910187070214	0.9905474718276952	0.993045879877083	0.9918283621518664	0.9911912082778386	0.9927978861396022	0.991410578223501	0.9921220318479096	0.9935091854960434	0.9915492849140718	0.9896103008084325	0.9933996107448996
CosteaPI_2017__SID713B029-11-0-0__bin.23	0.9913952440150645	0.9919782781580876	0.99141225343192	0.993407675865087	0.9933634849286398	0.9912672731246632	0.9910001511855533	0.9911116073302119	0.9930418337320094	0.992490980018681	0.9912479607448913	0.9898179483374753	0.9918103440985938	0.9916421996367308	0.9922397074943086	0.9929563279057149	0.990473400544675	0.9932272248728558	1.0	0.9919108944295084	0.9913215704366055	0.9909931291043285	0.991750502537756	0.9912243555282989	0.9912799967506851	0.992488745120262	0.9930923909053273	0.9921726967175295	0.9918723078912859	0.9913807584724069	0.9909146964421129	0.9910256815363104	0.9927993717179295	0.9913517961238184	0.9919949672357625	0.9913677810103084	0.992953885546966	0.9911005470835446	0.9904209774319944	0.9931651128247434	0.9913203550495409	0.9913502981511417	0.9926414847334403	0.9911954234666148	0.9920812677722869	0.992878685857532	0.991566802994733	0.9897629322975149	0.9932076916465468
CosteaPI_2017__SID713A021-11-90-0__bin.15	0.9916795161476331	0.9912150163946981	0.9913870366020251	0.9925283331805136	0.9925188063807378	0.9909317040586751	0.9908313238989639	0.990899160045069	0.9919693648126199	0.9914383680415064	0.9912158638044143	0.9895170491969816	0.9912416616191687	0.9915350687962246	0.9914141860681847	0.9917859374798665	0.9904643217348736	0.9917224281398375	0.9919108944295084	1.0	0.9907760334262851	0.9905480896681294	0.9912922713584458	0.9910390254858396	0.9912362937717902	0.9966388748388781	0.9913257502575992	0.9915208409132821	0.9912187399510228	0.991056083206074	0.9904846859826744	0.9905392601196238	0.99201661176773	0.9912930232406895	0.9917464339822333	0.9913462606210894	0.9915059736858564	0.991106926939754	0.9901263933682672	0.9917706367728223	0.991192700182577	0.9910272134564133	0.9914776680806455	0.9910850247570819	0.9915928558653597	0.9915499325191307	0.9912039715401227	0.98932765290984	0.9919176874912572
BritoIL_2016__W2.19.ST__bin.52	0.9919981848877674	0.9933677648162726	0.9935071228217066	0.9905658135305837	0.9907415936258777	0.9922816965419194	0.9918744698355901	0.992001527017508	0.9914675647682997	0.9906159703624083	0.9938387604937287	0.9905713470869855	0.9934607429414194	0.9913129339077458	0.9919265831082021	0.9912688251360349	0.9913026836536204	0.9911012366643163	0.9913215704366055	0.9907760334262851	1.0	0.991864561985089	0.9944942395087067	0.9921135056517462	0.9939653379823101	0.990965606986157	0.9911926981531096	0.9939826998087492	0.9918142861677477	0.9921003721268418	0.99345265199752	0.9926526656700145	0.9903425706087802	0.9922675789206818	0.9933205315533635	0.9922601585164563	0.9912908435830537	0.9934892784730086	0.9910009034841455	0.9910287558434328	0.9923750339337815	0.993336894903986	0.9913683366174342	0.9924521166987781	0.9920926847578101	0.9909787841714303	0.9920400289223391	0.9907800026491692	0.9911594872576345
BritoIL_2016__M1.48.ST__bin.39	0.9920374837008031	0.991951124016739	0.9922449142291314	0.9904900454563379	0.9907179904101562	0.9919036967230768	0.9917455333227766	0.991658754789695	0.990851169507736	0.9908117465169648	0.9921833265131506	0.9902074426446679	0.9919538935255177	0.9914978588824637	0.9915235608629391	0.9905839210868408	0.9913678352347769	0.991514139713762	0.9909931291043285	0.9905480896681294	0.991864561985089	1.0	0.991595037672289	0.9916786980689324	0.9921542111685094	0.9908635636520692	0.9909428576999395	0.9927150782204797	0.9911737878241439	0.9919154623527852	0.9908491966809493	0.9910922839686729	0.9909970748071343	0.9919369528174393	0.9921327841991993	0.992116905014111	0.9910011294054712	0.9918235875253059	0.9909355292332938	0.99090715246193	0.991987075640129	0.9916715562708764	0.9910716000786083	0.9918456680442701	0.9915630740870583	0.9905476802241279	0.9921492272836382	0.9905487796007553	0.9911867574669677
BritoIL_2016__W3.22.ST__bin.109	0.9919924332870833	0.9937367243175385	0.9946472198185159	0.9913446769802944	0.9913683725674809	0.9921332368029189	0.9919129137985552	0.9918123111063301	0.9914924766611322	0.9907042516656781	0.9955169614304912	0.9905720141034167	0.9942392792692328	0.9916462472998656	0.9920122650666197	0.9912755086105478	0.9911583886063813	0.9915305904232891	0.991750502537756	0.9912922713584458	0.9944942395087067	0.991595037672289	1.0	0.992086338458229	0.9969524838905968	0.9912871681441844	0.991280484580181	0.9949346411103641	0.9914713253128551	0.9922762302525727	0.995094152117928	0.9930373270538391	0.9910719319137461	0.9921619714046509	0.9934118477704715	0.9924412949196342	0.9912089885546659	0.9941800167560184	0.9913063865451106	0.9914880776241419	0.9922627101772524	0.9941856526511388	0.9912093304701394	0.9922637776745579	0.9921737487482759	0.9910745504422245	0.992263546616846	0.9904664771072806	0.9912255022441111
ZeeviD_2015__PNP_Main_671__bin.34	0.9918988012253372	0.9919463930995868	0.991949710785906	0.9906556560739198	0.991075991753935	0.9913970823084357	0.9911735256253839	0.9915360607721628	0.9911988758227942	0.9910078877659111	0.9919190593850367	0.9900480235069322	0.9916267038836479	0.990531032527479	0.9909635090024203	0.9912347551024595	0.9902954813569976	0.991092224970131	0.9912243555282989	0.9910390254858396	0.9921135056517462	0.9916786980689324	0.992086338458229	1.0	0.9912856266632372	0.9907947912838889	0.9900818427285176	0.9925273155954287	0.9907365726951637	0.9919922625485231	0.9909679466254442	0.9908198979139403	0.9909157932356769	0.9921325181789109	0.9924562644206502	0.9924768769770992	0.9906486228526173	0.9918528010711556	0.9908717613993385	0.991238972384264	0.9921663982237734	0.9913700399876961	0.9901372337002369	0.9911783771702471	0.9915712314792893	0.9909952256901072	0.9921163831903177	0.9902472231805087	0.9907767763037094
XieH_2016__YSZC12003_37315__bin.111	0.9918763103857975	0.9939137891793471	0.9944470675346513	0.99106248234647	0.9913528132398652	0.9919377755063465	0.9917275549949691	0.9921155664009877	0.9912563698587391	0.9911754388920971	0.9956768894643147	0.9904925578050064	0.9941693592889395	0.9914449847947395	0.991920843702824	0.9912229843860983	0.9908908098187093	0.9915039121930633	0.9912799967506851	0.9912362937717902	0.9939653379823101	0.9921542111685094	0.9969524838905968	0.9912856266632372	1.0	0.9913291243970338	0.9911394472213758	0.9946603462433664	0.9917912677732447	0.9917300707129786	0.9953459710015791	0.9923455915068651	0.9909557337201412	0.9922782770048135	0.9936952988859084	0.9921564441318799	0.9911422456949369	0.9941409603653201	0.990990262223774	0.991144472219066	0.992336946416858	0.9939971359342819	0.9913386914816167	0.9918165863139244	0.9921196955025035	0.9911290725157952	0.9922254809022032	0.9905348083529293	0.9908963743901652
