	CosteaPI_2017__SID713A058-11-90-0__bin.61	BritoIL_2016__M1.22.ST__bin.46	HeQ_2017__SZAXPI029560-51__bin.83	CosteaPI_2017__SID713A013-11-90-0__bin.5	CosteaPI_2017__SID713A013-11-0-0__bin.41	HeQ_2017__SZAXPI029554-33__bin.69	BritoIL_2016__W2.39.ST__bin.18	ZellerG_2014__CCIS74726977ST-3-0__bin.74	LiuW_2016__SRR3993041__bin.74	LiuW_2016__SRR3992994__bin.9	CosteaPI_2017__SID713B056-11-0-0__bin.21	Obregon-TitoAJ_2015__SM03__bin.28	BritoIL_2016__M1.59.ST__bin.32	CM_madagascar__A32_01_1FE__bin.62	CosteaPI_2017__SID713B040-11-90-0__bin.55	CosteaPI_2017__SID713A004-11-90-0__bin.40	BritoIL_2016__M1.44.ST__bin.2	LiuW_2016__SRR3992981__bin.32	CosteaPI_2017__SID713B029-11-0-0__bin.23	CosteaPI_2017__SID713A021-11-90-0__bin.15	BritoIL_2016__W2.19.ST__bin.52	BritoIL_2016__M1.48.ST__bin.39	BritoIL_2016__W3.22.ST__bin.109	ZeeviD_2015__PNP_Main_671__bin.34	XieH_2016__YSZC12003_37315__bin.111	VogtmannE_2016__MMRS65205033ST-27-0-0__bin.9	LiuW_2016__SRR3992961__bin.32	BritoIL_2016__M2.39.ST__bin.45	FengQ_2015__SID530840__bin.40	LeChatelierE_2013__MH0189__bin.38	FengQ_2015__SID31188__bin.43	CM_madagascar__A81_03_1FE__bin.25	LiuW_2016__SRR3992995__bin.67	CosteaPI_2017__SID713A084-11-90-0__bin.9	CosteaPI_2017__SID713B007-11-0-0__bin.56	ZellerG_2014__CCMD86114146ST-21-0__bin.68	CosteaPI_2017__SID713A004-11-0-0__bin.7	ZeeviD_2015__PNP_Main_362__bin.25	VogtmannE_2016__MMRS93508324ST-27-0-0__bin.39	LiuW_2016__SRR3992978__bin.107	CosteaPI_2017__SID713A084-11-0-0__bin.19	CM_madagascar__A70_03_1FE__bin.24	ZeeviD_2015__PNP_Main_377__bin.14	BritoIL_2016__W1.41.ST__bin.58	CosteaPI_2017__SID713B041-11-0-0__bin.48	CosteaPI_2017__SID713A040-11-0-0__bin.30	QinJ_2012__CON-110__bin.27	RampelliS_2015__H4__bin.33	CosteaPI_2017__SID713A057-11-90-0__bin.64
CosteaPI_2017__SID713B056-11-0-0__bin.21	20289.0	17216.0	15826.0	22655.0	22799.0	21308.0	22631.0	21119.0	21983.0	12325.0	0.0	25635.0	12677.0	21757.0	22752.0	23329.0	18475.0	15615.0	22784.0	21709.0	15449.0	21012.0	12303.0	22295.0	10685.0	21817.0	24714.0	9984.0	21136.0	21392.0	12074.0	21053.0	15808.0	20782.0	14893.0	18977.0	24038.0	17561.0	23338.0	16397.0	20609.0	16044.0	24005.0	20971.0	21725.0	22929.0	19368.0	25199.0	23495.0
Obregon-TitoAJ_2015__SM03__bin.28	23800.0	25907.0	25698.0	28002.0	28085.0	26075.0	27157.0	25949.0	26876.0	14439.0	25635.0	0.0	17499.0	25098.0	27580.0	26583.0	19721.0	18980.0	25595.0	25385.0	23572.0	26020.0	24571.0	26594.0	22776.0	25936.0	27579.0	15969.0	24849.0	25538.0	20510.0	25984.0	18649.0	25881.0	21054.0	25027.0	27199.0	25803.0	24401.0	19301.0	25635.0	22408.0	26282.0	25315.0	26369.0	26497.0	23625.0	26165.0	26342.0
BritoIL_2016__M1.59.ST__bin.32	14669.0	12065.0	11915.0	14756.0	15205.0	14668.0	16948.0	14541.0	14945.0	9338.0	12677.0	17499.0	0.0	17503.0	15806.0	14712.0	13667.0	12614.0	14527.0	15313.0	11701.0	15216.0	10745.0	15959.0	10080.0	16791.0	15318.0	8070.0	15399.0	14767.0	10581.0	14858.0	11490.0	14897.0	10844.0	14241.0	14947.0	12769.0	16315.0	12319.0	14464.0	13055.0	15576.0	15062.0	14879.0	14760.0	14226.0	18135.0	14863.0
CM_madagascar__A32_01_1FE__bin.62	21693.0	21979.0	21353.0	21644.0	22640.0	22560.0	24298.0	24075.0	22951.0	11924.0	21757.0	25098.0	17503.0	0.0	23568.0	22815.0	19638.0	17858.0	21139.0	20699.0	21203.0	22098.0	21243.0	25149.0	20283.0	22216.0	23867.0	14434.0	22200.0	22140.0	20341.0	24098.0	16231.0	23931.0	18992.0	22366.0	25361.0	22699.0	24606.0	16959.0	23267.0	19714.0	24117.0	23690.0	23331.0	22177.0	20939.0	27717.0	23138.0
CosteaPI_2017__SID713B040-11-90-0__bin.55	21147.0	23879.0	22813.0	22335.0	22062.0	24637.0	25051.0	24845.0	18467.0	11701.0	22752.0	27580.0	15806.0	23568.0	0.0	22027.0	19845.0	14645.0	20248.0	21558.0	20372.0	23021.0	21726.0	25064.0	19871.0	21684.0	23034.0	13154.0	21862.0	23770.0	18799.0	25185.0	14735.0	24436.0	18324.0	22043.0	23142.0	26162.0	26223.0	15490.0	23973.0	20787.0	21208.0	23227.0	11294.0	22556.0	21809.0	30990.0	21976.0
CosteaPI_2017__SID713A004-11-90-0__bin.40	21571.0	23115.0	22601.0	18632.0	19453.0	22588.0	23676.0	23516.0	19622.0	9962.0	23329.0	26583.0	14712.0	22815.0	22027.0	0.0	20477.0	12499.0	18043.0	20399.0	21495.0	25323.0	22626.0	23498.0	20982.0	20360.0	19102.0	13693.0	21851.0	23302.0	20202.0	24397.0	13188.0	23505.0	18420.0	22423.0	1077.0	24296.0	26622.0	14433.0	23591.0	20832.0	20492.0	23041.0	22138.0	19334.0	21698.0	27756.0	18140.0
BritoIL_2016__M1.44.ST__bin.2	17954.0	18829.0	19405.0	19438.0	19969.0	18830.0	19188.0	20115.0	20157.0	10910.0	18475.0	19721.0	13667.0	19638.0	19845.0	20477.0	0.0	15349.0	19187.0	18739.0	17451.0	18281.0	18453.0	20656.0	17748.0	19489.0	19706.0	12270.0	19288.0	18847.0	17499.0	18653.0	14586.0	19649.0	16204.0	18369.0	20276.0	19879.0	18549.0	15766.0	19033.0	17393.0	21443.0	18614.0	18904.0	20085.0	17717.0	19364.0	19331.0
LiuW_2016__SRR3992981__bin.32	14864.0	15546.0	15394.0	12699.0	13266.0	15387.0	16752.0	15418.0	12882.0	10030.0	15615.0	18980.0	12614.0	17858.0	14645.0	12499.0	15349.0	0.0	12313.0	14831.0	15889.0	15869.0	15406.0	16835.0	14938.0	14734.0	13370.0	10246.0	15262.0	15189.0	13330.0	17172.0	10476.0	15802.0	14962.0	15788.0	12468.0	16397.0	17397.0	11245.0	15389.0	15688.0	13781.0	16011.0	15004.0	11727.0	15343.0	19753.0	12307.0
CosteaPI_2017__SID713B029-11-0-0__bin.23	20675.0	20577.0	21884.0	16691.0	17199.0	22135.0	22978.0	22450.0	17491.0	9840.0	22784.0	25595.0	14527.0	21139.0	20248.0	18043.0	19187.0	12313.0	0.0	19157.0	20467.0	23112.0	20733.0	22609.0	20181.0	19087.0	17970.0	12876.0	19858.0	21499.0	18079.0	22721.0	12286.0	22387.0	17331.0	21758.0	18404.0	22974.0	24122.0	12875.0	22340.0	20199.0	19336.0	21935.0	20432.0	17789.0	20059.0	26202.0	17386.0
CosteaPI_2017__SID713A021-11-90-0__bin.15	19480.0	21565.0	21046.0	18416.0	18993.0	21830.0	22373.0	22269.0	19459.0	11109.0	21709.0	25385.0	15313.0	20699.0	21558.0	20399.0	18739.0	14831.0	19157.0	0.0	21332.0	23097.0	20854.0	21904.0	19687.0	8446.0	21551.0	13610.0	20590.0	21383.0	18294.0	23035.0	13541.0	21421.0	17640.0	20963.0	21458.0	21972.0	23619.0	15325.0	21611.0	20433.0	21495.0	21316.0	20824.0	20336.0	20328.0	26739.0	19818.0
BritoIL_2016__W2.19.ST__bin.52	19115.0	16681.0	16347.0	23024.0	23319.0	18817.0	20365.0	20030.0	20587.0	12432.0	15449.0	23572.0	11701.0	21203.0	20372.0	21495.0	17451.0	15889.0	20467.0	21332.0	0.0	20114.0	13552.0	19602.0	13756.0	21890.0	21660.0	9958.0	19341.0	19339.0	12725.0	18317.0	16856.0	19398.0	14578.0	18977.0	21731.0	16351.0	21903.0	16982.0	18903.0	15715.0	21780.0	18483.0	19655.0	21605.0	18869.0	22831.0	21581.0
BritoIL_2016__M1.48.ST__bin.39	20121.0	22017.0	20817.0	24599.0	24695.0	21315.0	22050.0	22289.0	23522.0	12516.0	21012.0	26020.0	15216.0	22098.0	23021.0	25323.0	18281.0	15869.0	23112.0	23097.0	20114.0	0.0	22323.0	22674.0	18763.0	23777.0	24155.0	12315.0	22246.0	21274.0	18877.0	23297.0	16038.0	21956.0	17828.0	20927.0	24493.0	21866.0	24140.0	17825.0	21516.0	20326.0	24170.0	21542.0	22646.0	24589.0	19689.0	25987.0	22860.0
BritoIL_2016__W3.22.ST__bin.109	19853.0	16943.0	14283.0	21904.0	22525.0	20276.0	21279.0	21540.0	21710.0	12240.0	12303.0	24571.0	10745.0	21243.0	21726.0	22626.0	18453.0	15406.0	20733.0	20854.0	13552.0	22323.0	0.0	21190.0	7297.0	22315.0	22753.0	8453.0	21168.0	20191.0	10041.0	18406.0	15362.0	21233.0	14743.0	19574.0	23399.0	15651.0	22582.0	16022.0	20637.0	13990.0	23825.0	20053.0	20711.0	22821.0	19036.0	25341.0	22420.0
ZeeviD_2015__PNP_Main_671__bin.34	20617.0	22165.0	21735.0	24264.0	23852.0	22814.0	24127.0	22745.0	22848.0	12173.0	22295.0	26594.0	15959.0	25149.0	25064.0	23498.0	20656.0	16835.0	22609.0	21904.0	19602.0	22674.0	21190.0	0.0	21141.0	24324.0	26965.0	12684.0	23830.0	21361.0	18732.0	24742.0	16166.0	21797.0	17142.0	19927.0	25611.0	22246.0	24362.0	17073.0	21395.0	21042.0	27218.0	23366.0	23069.0	23429.0	20056.0	26461.0	24161.0
XieH_2016__YSZC12003_37315__bin.111	18796.0	14975.0	13619.0	21042.0	20917.0	19151.0	20102.0	18992.0	20595.0	11522.0	10685.0	22776.0	10080.0	20283.0	19871.0	20982.0	17748.0	14938.0	20181.0	19687.0	13756.0	18763.0	7297.0	21141.0	0.0	20803.0	21052.0	8642.0	18845.0	19767.0	8942.0	18769.0	15114.0	18743.0	13524.0	18737.0	21498.0	14229.0	21496.0	16211.0	18423.0	13678.0	20998.0	19537.0	19181.0	20436.0	18018.0	22883.0	21724.0
VogtmannE_2016__MMRS65205033ST-27-0-0__bin.9	20139.0	22186.0	22510.0	18344.0	18930.0	23472.0	25493.0	22491.0	21070.0	11444.0	21817.0	25936.0	16791.0	22216.0	21684.0	20360.0	19489.0	14734.0	19087.0	8446.0	21890.0	23777.0	22315.0	24324.0	20803.0	0.0	22463.0	13832.0	20908.0	22284.0	18142.0	25216.0	13654.0	22398.0	18029.0	21250.0	21026.0	23054.0	24666.0	14892.0	21786.0	21845.0	21201.0	22331.0	20611.0	21117.0	21112.0	27224.0	19525.0
LiuW_2016__SRR3992961__bin.32	20863.0	23531.0	22451.0	19833.0	20352.0	22662.0	24638.0	24146.0	19071.0	9654.0	24714.0	27579.0	15318.0	23867.0	23034.0	19102.0	19706.0	13370.0	17970.0	21551.0	21660.0	24155.0	22753.0	26965.0	21052.0	22463.0	0.0	13603.0	20857.0	23237.0	20152.0	25857.0	11929.0	24713.0	19046.0	22545.0	20310.0	23782.0	26370.0	13665.0	24809.0	22315.0	22767.0	23039.0	22385.0	18901.0	21771.0	31328.0	18635.0
BritoIL_2016__M2.39.ST__bin.45	12692.0	10330.0	9071.0	13782.0	13676.0	12334.0	12252.0	12067.0	13908.0	8330.0	9984.0	15969.0	8070.0	14434.0	13154.0	13693.0	12270.0	10246.0	12876.0	13610.0	9958.0	12315.0	8453.0	12684.0	8642.0	13832.0	13603.0	0.0	13419.0	12839.0	8656.0	13050.0	11964.0	12670.0	9548.0	11904.0	14362.0	9818.0	13945.0	12472.0	12761.0	10117.0	14393.0	13263.0	12904.0	13175.0	11589.0	16431.0	13726.0
FengQ_2015__SID530840__bin.40	20959.0	21335.0	20905.0	20159.0	21007.0	21798.0	22575.0	22165.0	20046.0	11078.0	21136.0	24849.0	15399.0	22200.0	21862.0	21851.0	19288.0	15262.0	19858.0	20590.0	19341.0	22246.0	21168.0	23830.0	18845.0	20908.0	20857.0	13419.0	0.0	21799.0	18359.0	22313.0	14170.0	22571.0	17736.0	20881.0	22079.0	22489.0	23331.0	15252.0	22286.0	20049.0	22046.0	22167.0	21094.0	20894.0	20490.0	26220.0	20367.0
LeChatelierE_2013__MH0189__bin.38	19284.0	20057.0	21633.0	23254.0	22604.0	21318.0	22435.0	21610.0	22338.0	12399.0	21392.0	25538.0	14767.0	22140.0	23770.0	23302.0	18847.0	15189.0	21499.0	21383.0	19339.0	21274.0	20191.0	21361.0	19767.0	22284.0	23237.0	12839.0	21799.0	0.0	18778.0	24520.0	15858.0	20911.0	17906.0	19875.0	24437.0	21146.0	23963.0	16528.0	20625.0	20226.0	23513.0	20511.0	21972.0	23122.0	19553.0	25969.0	25764.0
FengQ_2015__SID31188__bin.43	17247.0	14782.0	13337.0	18282.0	18790.0	17384.0	18099.0	18135.0	19619.0	10749.0	12074.0	20510.0	10581.0	20341.0	18799.0	20202.0	17499.0	13330.0	18079.0	18294.0	12725.0	18877.0	10041.0	18732.0	8942.0	18142.0	20152.0	8656.0	18359.0	18778.0	0.0	17557.0	13808.0	18064.0	13111.0	16987.0	19834.0	13492.0	19858.0	14820.0	17690.0	13007.0	19353.0	17359.0	18583.0	19380.0	17470.0	21558.0	18585.0
CM_madagascar__A81_03_1FE__bin.25	22137.0	21314.0	20693.0	26681.0	25896.0	23318.0	24442.0	23757.0	24654.0	13155.0	21053.0	25984.0	14858.0	24098.0	25185.0	24397.0	18653.0	17172.0	22721.0	23035.0	18317.0	23297.0	18406.0	24742.0	18769.0	25216.0	25857.0	13050.0	22313.0	24520.0	17557.0	0.0	18868.0	24187.0	17338.0	23381.0	25061.0	22475.0	23491.0	18132.0	22984.0	15329.0	25389.0	23028.0	23353.0	25600.0	22369.0	26497.0	24077.0
LiuW_2016__SRR3992995__bin.67	15446.0	15552.0	15738.0	13012.0	13214.0	15888.0	16867.0	15878.0	13635.0	9114.0	15808.0	18649.0	11490.0	16231.0	14735.0	13188.0	14586.0	10476.0	12286.0	13541.0	16856.0	16038.0	15362.0	16166.0	15114.0	13654.0	11929.0	11964.0	14170.0	15858.0	13808.0	18868.0	0.0	15754.0	14478.0	15419.0	12781.0	16242.0	17514.0	11459.0	15827.0	15590.0	13166.0	16089.0	14185.0	11921.0	15421.0	18365.0	13239.0
CosteaPI_2017__SID713A084-11-90-0__bin.9	20428.0	22012.0	22038.0	23511.0	23582.0	21673.0	22190.0	21961.0	23756.0	12350.0	20782.0	25881.0	14897.0	23931.0	24436.0	23505.0	19649.0	15802.0	22387.0	21421.0	19398.0	21956.0	21233.0	21797.0	18743.0	22398.0	24713.0	12670.0	22571.0	20911.0	18064.0	24187.0	15754.0	0.0	18014.0	19517.0	25543.0	21889.0	24865.0	16291.0	746.0	19978.0	24896.0	21995.0	22769.0	23816.0	20171.0	26479.0	23248.0
CosteaPI_2017__SID713B007-11-0-0__bin.56	17010.0	16024.0	15007.0	18549.0	18828.0	18577.0	18574.0	17062.0	18793.0	12361.0	14893.0	21054.0	10844.0	18992.0	18324.0	18420.0	16204.0	14962.0	17331.0	17640.0	14578.0	17828.0	14743.0	17142.0	13524.0	18029.0	19046.0	9548.0	17736.0	17906.0	13111.0	17338.0	14478.0	18014.0	0.0	16853.0	18701.0	14226.0	19218.0	15137.0	18012.0	15042.0	18670.0	17997.0	17351.0	18685.0	18223.0	21685.0	18242.0
ZellerG_2014__CCMD86114146ST-21-0__bin.68	19414.0	20536.0	20595.0	20951.0	21831.0	20691.0	21884.0	19912.0	21521.0	12059.0	18977.0	25027.0	14241.0	22366.0	22043.0	22423.0	18369.0	15788.0	21758.0	20963.0	18977.0	20927.0	19574.0	19927.0	18737.0	21250.0	22545.0	11904.0	20881.0	19875.0	16987.0	23381.0	15419.0	19517.0	16853.0	0.0	22905.0	20543.0	23342.0	16539.0	19189.0	19817.0	23065.0	21147.0	21520.0	21605.0	19203.0	25832.0	21373.0
CosteaPI_2017__SID713A004-11-0-0__bin.7	22135.0	22880.0	23121.0	19628.0	19628.0	23049.0	24099.0	24749.0	19318.0	10131.0	24038.0	27199.0	14947.0	25361.0	23142.0	1077.0	20276.0	12468.0	18404.0	21458.0	21731.0	24493.0	23399.0	25611.0	21498.0	21026.0	20310.0	14362.0	22079.0	24437.0	19834.0	25061.0	12781.0	25543.0	18701.0	22905.0	0.0	24377.0	27298.0	14255.0	25546.0	21096.0	21879.0	23458.0	22451.0	19695.0	22083.0	32664.0	18926.0
ZeeviD_2015__PNP_Main_362__bin.25	20493.0	20307.0	16306.0	23274.0	24836.0	22493.0	23190.0	21751.0	23820.0	12090.0	17561.0	25803.0	12769.0	22699.0	26162.0	24296.0	19879.0	16397.0	22974.0	21972.0	16351.0	21866.0	15651.0	22246.0	14229.0	23054.0	23782.0	9818.0	22489.0	21146.0	13492.0	22475.0	16242.0	21889.0	14226.0	20543.0	24377.0	0.0	24777.0	17137.0	21339.0	17135.0	24736.0	22257.0	22859.0	24593.0	20406.0	28763.0	22565.0
VogtmannE_2016__MMRS93508324ST-27-0-0__bin.39	22633.0	23715.0	24121.0	25795.0	26308.0	24142.0	23866.0	24412.0	25535.0	12980.0	23338.0	24401.0	16315.0	24606.0	26223.0	26622.0	18549.0	17397.0	24122.0	23619.0	21903.0	24140.0	22582.0	24362.0	21496.0	24666.0	26370.0	13945.0	23331.0	23963.0	19858.0	23491.0	17514.0	24865.0	19218.0	23342.0	27298.0	24777.0	0.0	19016.0	25051.0	20222.0	26996.0	24653.0	24641.0	25754.0	23667.0	26035.0	24904.0
LiuW_2016__SRR3992978__bin.107	16489.0	17061.0	17791.0	12883.0	13863.0	17184.0	16936.0	16604.0	14321.0	9600.0	16397.0	19301.0	12319.0	16959.0	15490.0	14433.0	15766.0	11245.0	12875.0	15325.0	16982.0	17825.0	16022.0	17073.0	16211.0	14892.0	13665.0	12472.0	15252.0	16528.0	14820.0	18132.0	11459.0	16291.0	15137.0	16539.0	14255.0	17137.0	19016.0	0.0	16119.0	16498.0	14795.0	16997.0	15160.0	13295.0	16991.0	20253.0	9800.0
CosteaPI_2017__SID713A084-11-0-0__bin.19	20242.0	21476.0	21488.0	23597.0	23335.0	21208.0	21937.0	21582.0	23075.0	12244.0	20609.0	25635.0	14464.0	23267.0	23973.0	23591.0	19033.0	15389.0	22340.0	21611.0	18903.0	21516.0	20637.0	21395.0	18423.0	21786.0	24809.0	12761.0	22286.0	20625.0	17690.0	22984.0	15827.0	746.0	18012.0	19189.0	25546.0	21339.0	25051.0	16119.0	0.0	19645.0	25133.0	21652.0	22471.0	23162.0	19916.0	26261.0	23183.0
CM_madagascar__A70_03_1FE__bin.24	19700.0	16714.0	16806.0	21200.0	21810.0	20378.0	21295.0	20302.0	20016.0	12860.0	16044.0	22408.0	13055.0	19714.0	20787.0	20832.0	17393.0	15688.0	20199.0	20433.0	15715.0	20326.0	13990.0	21042.0	13678.0	21845.0	22315.0	10117.0	20049.0	20226.0	13007.0	15329.0	15590.0	19978.0	15042.0	19817.0	21096.0	17135.0	20222.0	16498.0	19645.0	0.0	21817.0	19270.0	19824.0	21671.0	19420.0	21989.0	21085.0
ZeeviD_2015__PNP_Main_377__bin.14	22943.0	24218.0	25199.0	22379.0	21891.0	24894.0	24328.0	26249.0	15770.0	10420.0	24005.0	26282.0	15576.0	24117.0	21208.0	20492.0	21443.0	13781.0	19336.0	21495.0	21780.0	24170.0	23825.0	27218.0	20998.0	21201.0	22767.0	14393.0	22046.0	23513.0	19353.0	25389.0	13166.0	24896.0	18670.0	23065.0	21879.0	24736.0	26996.0	14795.0	25133.0	21817.0	0.0	24323.0	19626.0	21360.0	22818.0	30390.0	19884.0
