	FengQ_2015__SID530258__bin.16	CosteaPI_2017__SID713B076-11-90-0__bin.31	FengQ_2015__SID530026__bin.15	LiuW_2016__SRR3993012__bin.86	LiuW_2016__SRR3993004__bin.71	LiuW_2016__SRR3993014__bin.44	LiuW_2016__SRR3992970__bin.33	BritoIL_2016__M1.37.ST__bin.19	XieH_2016__YSZC12003_35697__bin.56	ZeeviD_2015__PNP_Main_297__bin.15	LiuW_2016__SRR3992955__bin.69	LiuW_2016__SRR3992997__bin.3	LiuW_2016__SRR3992993__bin.60	FengQ_2015__SID31749__bin.28	LiuW_2016__SRR3993044__bin.108	BackhedF_2015__SID590_4M__bin.25	LiuW_2016__SRR3993048__bin.32	XieH_2016__YSZC12003_35515__bin.94	LiuW_2016__SRR3993061__bin.114	ZeeviD_2015__PNP_Main_404__bin.12	LiuW_2016__SRR3993002__bin.82	LiuW_2016__SRR3992969__bin.31	LiuW_2016__SRR3992995__bin.2	FengQ_2015__SID31477__bin.22	XieH_2016__YSZC12003_36244__bin.124	ZeeviD_2015__PNP_Main_198__bin.44	LiuW_2016__SRR3993031__bin.91	LiuW_2016__SRR3992981__bin.82	LiuW_2016__SRR3993038__bin.74	BritoIL_2016__W2.8.ST__bin.73	LiuW_2016__SRR3993005__bin.7
LiuW_2016__SRR3992955__bin.69	0.9784031710079275	0.9776784709246044	0.9792513933479324	0.9790140321688421	0.9786009127804548	0.9803088400761627	0.9793641978274692	0.9753090293786102	0.9784011526945653	0.9777013993243171	1.0	0.9792655942359388	0.9796183662529381	0.9795303237710092	0.9794117084263648	0.9779167979548385	0.9763666872462222	0.9772869838750642	0.9797409816689254	0.9763663139223597	0.9791739849954771	0.9795862600390937	0.9794472093629379	0.978820938540229	0.9776025076578596	0.978919952061816	0.9804213946880034	0.9936509040602527	0.9797925144565276	0.9767061974172954	0.9785192668494732
LiuW_2016__SRR3992997__bin.3	0.9823371006211121	0.9829096620795561	0.9838334267609206	0.9838542569180764	0.9837107794379504	0.9850199164429028	0.9841816820353222	0.9793257531962949	0.9832074177218273	0.9833087571396857	0.9792655942359388	1.0	0.9850487389344035	0.984001552381739	0.9847739408054461	0.9823069850946333	0.9810564540220599	0.9816447514733682	0.9835974923363534	0.979406378275971	0.9846486869739436	0.9847619326410931	0.9894264358912356	0.9837932162572302	0.9819059030477623	0.9827510812602062	0.9849092055035616	0.9838211306091492	0.9840469810879009	0.9795427238099222	0.9968784677216311
LiuW_2016__SRR3992993__bin.60	0.9823393455849971	0.9823862624491417	0.98368512718249	0.9831223998440181	0.9836025859229165	0.9852082945421244	0.9842201960885317	0.9792440416453846	0.9828147045662767	0.9833288755557162	0.9796183662529381	0.9850487389344035	1.0	0.9842132309700949	0.9844684286988022	0.9823509981497014	0.981745693350821	0.9817544356644448	0.9835284738804719	0.9809914193723972	0.9845663400670106	0.9838765442570208	0.9841266502309692	0.9835875950187244	0.9816629400675172	0.9831084294307461	0.984861478625114	0.9842211769272341	0.9844872074282747	0.9802061782543416	0.9833684667620481
FengQ_2015__SID31749__bin.28	0.9828648900281731	0.982852420226619	0.9843132748345034	0.9831683479682864	0.9826264329129007	0.9843749429229165	0.9835763607836062	0.9793145062598498	0.9832475212193816	0.9829603231676598	0.9795303237710092	0.984001552381739	0.9842132309700949	1.0	0.9833612930387414	0.983360560920518	0.9814483631320654	0.9822761218742632	0.9829103170041683	0.9804552192999774	0.9837820203027595	0.9832279579773753	0.9835674287462989	0.9842586494205979	0.982596424575261	0.9828932980048886	0.983837339195903	0.9839477355565089	0.9835260779271903	0.9801554443880086	0.9831228962626984
LiuW_2016__SRR3993044__bin.108	0.9829966368089431	0.982108644124393	0.9837508470622216	0.9841013592714404	0.9838976664019331	0.9845242180065381	0.9840711488683879	0.9785825522603442	0.9827212534680803	0.9827078851113071	0.9794117084263648	0.9847739408054461	0.9844684286988022	0.9833612930387414	1.0	0.9818144363030865	0.982092648542177	0.9816809532927211	0.9834936400498206	0.9797842023890713	0.9986041308699843	0.9837357283471623	0.9841085252592734	0.9830547792894302	0.9821886491408747	0.9816826049631656	0.985228296880308	0.9841949640598385	0.9845794780394487	0.9789622724109805	0.9840031845474556
BackhedF_2015__SID590_4M__bin.25	0.9816148690468512	0.9811837455830389	0.9827866864019744	0.9816168078043307	0.9814650827965232	0.9822658144880139	0.9819148212836302	0.9776562600405873	0.9824939697699099	0.9815679532364824	0.9779167979548385	0.9823069850946333	0.9823509981497014	0.983360560920518	0.9818144363030865	1.0	0.9793480664889987	0.9812175997758255	0.9814217056940979	0.9789480217406081	0.9820372547438471	0.9813688506365956	0.9820670106750032	0.9826870674860447	0.9811175877995518	0.981844879679837	0.983001239279888	0.9820237772730115	0.9820530538285287	0.9795423471900129	0.98106624594064
LiuW_2016__SRR3993048__bin.32	0.9804087002347776	0.9796533372463825	0.9808888482484811	0.9814387597716756	0.9810505693239064	0.9821740582217771	0.9809930430636528	0.9774295975060456	0.9803196839802227	0.9803744954830087	0.9763666872462222	0.9810564540220599	0.981745693350821	0.9814483631320654	0.982092648542177	0.9793480664889987	1.0	0.9793988765874504	0.9811203306430781	0.9774293478868672	0.9816494455097043	0.9814559771573756	0.9811104996462239	0.9802834965208985	0.978893086508374	0.9800087118959263	0.981901774365873	0.9816407163370166	0.9817440870107808	0.9784386426275596	0.9809819133633598
XieH_2016__YSZC12003_35515__bin.94	0.9812804826028405	0.9809512392278289	0.982663188008934	0.9805881699322198	0.9810869509458604	0.9821533085020392	0.9808778915280318	0.9779878813027515	0.9836657994625015	0.9820491578896696	0.9772869838750642	0.9816447514733682	0.9817544356644448	0.9822761218742632	0.9816809532927211	0.9812175997758255	0.9793988765874504	1.0	0.9818643702715126	0.9791739158938361	0.9815650475265462	0.9812965655728887	0.9811381643840614	0.982583460270195	0.9830027310875533	0.9823115196017815	0.9825316988198584	0.9814939293659932	0.9814461085900044	0.9791432273320458	0.981037489831649
LiuW_2016__SRR3993061__bin.114	0.9817983708031242	0.9827838507463345	0.9827424840510132	0.9833508315217179	0.9839928606859026	0.9837042199894901	0.9831449021604047	0.9793612851514232	0.9823994075713356	0.9821279601244092	0.9797409816689254	0.9835974923363534	0.9835284738804719	0.9829103170041683	0.9834936400498206	0.9814217056940979	0.9811203306430781	0.9818643702715126	1.0	0.9799118602899594	0.9834873296458384	0.9832849608822515	0.9831640468219883	0.9828976104946514	0.9821169273746825	0.9823475036315032	0.9841389381394201	0.9837367085297212	0.9836126930024492	0.9801911822609946	0.9827659052085747
ZeeviD_2015__PNP_Main_404__bin.12	0.9789550366829189	0.9806153938716317	0.9805316623943796	0.9803765918371465	0.9791100395110908	0.980403036117839	0.97969459791283	0.9831667896184025	0.980031397252678	0.980903139155689	0.9763663139223597	0.979406378275971	0.9809914193723972	0.9804552192999774	0.9797842023890713	0.9789480217406081	0.9774293478868672	0.9791739158938361	0.9799118602899594	1.0	0.9798365452876907	0.9796293553131381	0.979456186344338	0.9800326126450062	0.9787798751574759	0.9810865881966577	0.9800504541484183	0.9793599831969334	0.9801826819639893	0.9828036469707845	0.978204030887645
LiuW_2016__SRR3993002__bin.82	0.9829403877944163	0.9821782151316375	0.9839488984441189	0.9842172073546888	0.9837097520262252	0.9845061348989919	0.9842132548994945	0.9786083133915403	0.9827949177528662	0.9829697131910803	0.9791739849954771	0.9846486869739436	0.9845663400670106	0.9837820203027595	0.9986041308699843	0.9820372547438471	0.9816494455097043	0.9815650475265462	0.9834873296458384	0.9798365452876907	1.0	0.9838748867928696	0.984035454732003	0.9830191635393138	0.9818538772192194	0.9815499377268994	0.9854577554459195	0.9843874313529878	0.9846911567749095	0.9790894154703605	0.9833712407980507
LiuW_2016__SRR3992969__bin.31	0.9819646510146284	0.981663145078551	0.9832032313098482	0.9835451156754146	0.9834113219045015	0.9839828998931244	0.9828139430495861	0.9795315093284744	0.9820349728542945	0.982802755824213	0.9795862600390937	0.9847619326410931	0.9838765442570208	0.9832279579773753	0.9837357283471623	0.9813688506365956	0.9814559771573756	0.9812965655728887	0.9832849608822515	0.9796293553131381	0.9838748867928696	1.0	0.9830733737170123	0.9829867306600326	0.9812464457908101	0.9827489261064724	0.9840833294814528	0.9836641060656126	0.9839852652816659	0.9800070493048874	0.9837219917736942
LiuW_2016__SRR3992995__bin.2	0.9823882180786453	0.9814983511515892	0.9834100211781912	0.9839525585482858	0.9837220191276002	0.9848141802387868	0.9838393880352972	0.9782499624340686	0.9828587278106509	0.9824261905090814	0.9794472093629379	0.9894264358912356	0.9841266502309692	0.9835674287462989	0.9841085252592734	0.9820670106750032	0.9811104996462239	0.9811381643840614	0.9831640468219883	0.979456186344338	0.984035454732003	0.9830733737170123	1.0	0.9836482598894135	0.9812403894696795	0.9821895371539605	0.984195967584915	0.9837928248471279	0.9838741576470681	0.9793281133394142	0.9888914875626204
FengQ_2015__SID31477__bin.22	0.9831276025884147	0.9827636277368978	0.9843125855949021	0.982567348758624	0.9829802463830201	0.9829667413961697	0.9827722642774226	0.9792973009389448	0.9837438583458633	0.9839509943711653	0.978820938540229	0.9837932162572302	0.9835875950187244	0.9842586494205979	0.9830547792894302	0.9826870674860447	0.9802834965208985	0.982583460270195	0.9828976104946514	0.9800326126450062	0.9830191635393138	0.9829867306600326	0.9836482598894135	1.0	0.9831384292152695	0.9837846678144331	0.9840023943829072	0.9834169453734671	0.9839685180436962	0.9806025294869973	0.9825539166387306
XieH_2016__YSZC12003_36244__bin.124	0.9811629626702644	0.9814080368279567	0.982402496390047	0.9810153337104417	0.9815268550068946	0.9822181707398345	0.9812483594225847	0.9780455225109056	0.9838523314996336	0.9824345053022332	0.9776025076578596	0.9819059030477623	0.9816629400675172	0.982596424575261	0.9821886491408747	0.9811175877995518	0.978893086508374	0.9830027310875533	0.9821169273746825	0.9787798751574759	0.9818538772192194	0.9812464457908101	0.9812403894696795	0.9831384292152695	1.0	0.9829674216019768	0.9826410445579699	0.9821521000506036	0.9817563226427114	0.9792598284868749	0.9814135079675744
ZeeviD_2015__PNP_Main_198__bin.44	0.9819208668693132	0.9835447564235726	0.9832188235924681	0.9818580940113568	0.9822050701193941	0.9827553061076726	0.9824271280853474	0.9797608526193765	0.9831940168135882	0.9833734110458556	0.978919952061816	0.9827510812602062	0.9831084294307461	0.9828932980048886	0.9816826049631656	0.981844879679837	0.9800087118959263	0.9823115196017815	0.9823475036315032	0.9810865881966577	0.9815499377268994	0.9827489261064724	0.9821895371539605	0.9837846678144331	0.9829674216019768	1.0	0.9835729751167288	0.9828510998788967	0.9823851302707232	0.9805207777791289	0.9816260261271699
LiuW_2016__SRR3993031__bin.91	0.9827686588540046	0.9830156817374157	0.9840188702481824	0.9839865553861951	0.9839999156363981	0.9853127922576559	0.9841562099300191	0.9793046808580885	0.9838089109994449	0.9837195024739251	0.9804213946880034	0.9849092055035616	0.984861478625114	0.983837339195903	0.985228296880308	0.983001239279888	0.981901774365873	0.9825316988198584	0.9841389381394201	0.9800504541484183	0.9854577554459195	0.9840833294814528	0.984195967584915	0.9840023943829072	0.9826410445579699	0.9835729751167288	1.0	0.9846585128319523	0.9847450579249127	0.9800207520269754	0.9837525236584147
LiuW_2016__SRR3992981__bin.82	0.9825985232437963	0.9818866979448977	0.9839177710253233	0.983356496565456	0.9827491943702317	0.9853586220483437	0.9845256331615599	0.9789287797346266	0.9826172038647517	0.9827048572392934	0.9936509040602527	0.9838211306091492	0.9842211769272341	0.9839477355565089	0.9841949640598385	0.9820237772730115	0.9816407163370166	0.9814939293659932	0.9837367085297212	0.9793599831969334	0.9843874313529878	0.9836641060656126	0.9837928248471279	0.9834169453734671	0.9821521000506036	0.9828510998788967	0.9846585128319523	1.0	0.9844780640881072	0.9796356068971375	0.9830315729664532
LiuW_2016__SRR3993038__bin.74	0.9826816372474326	0.9824440606077298	0.9834865574571212	0.9834726467775838	0.983521726072616	0.9848519946269927	0.9844458331234575	0.9794553417305264	0.982690347165837	0.9825686380878378	0.9797925144565276	0.9840469810879009	0.9844872074282747	0.9835260779271903	0.9845794780394487	0.9820530538285287	0.9817440870107808	0.9814461085900044	0.9836126930024492	0.9801826819639893	0.9846911567749095	0.9839852652816659	0.9838741576470681	0.9839685180436962	0.9817563226427114	0.9823851302707232	0.9847450579249127	0.9844780640881072	1.0	0.979630031166567	0.9835507056027294
BritoIL_2016__W2.8.ST__bin.73	0.9797207459144032	0.9800382341695832	0.9813821661316817	0.9789359327551622	0.9796672333404313	0.9810065428751439	0.9792600213328698	0.9861684680083261	0.9800361027328398	0.9818073391786969	0.9767061974172954	0.9795427238099222	0.9802061782543416	0.9801554443880086	0.9789622724109805	0.9795423471900129	0.9784386426275596	0.9791432273320458	0.9801911822609946	0.9828036469707845	0.9790894154703605	0.9800070493048874	0.9793281133394142	0.9806025294869973	0.9792598284868749	0.9805207777791289	0.9800207520269754	0.9796356068971375	0.979630031166567	1.0	0.9789326155456337
LiuW_2016__SRR3993005__bin.7	0.9814720847759353	0.9818168502341553	0.982538724262983	0.9837865096425188	0.9822805054090452	0.9844392552154788	0.9836405547073224	0.9789599673063155	0.9822729793884507	0.9828603506031521	0.9785192668494732	0.9968784677216311	0.9833684667620481	0.9831228962626984	0.9840031845474556	0.98106624594064	0.9809819133633598	0.981037489831649	0.9827659052085747	0.978204030887645	0.9833712407980507	0.9837219917736942	0.9888914875626204	0.9825539166387306	0.9814135079675744	0.9816260261271699	0.9837525236584147	0.9830315729664532	0.9835507056027294	0.9789326155456337	1.0
