	FengQ_2015__SID530258__bin.16	CosteaPI_2017__SID713B076-11-90-0__bin.31	FengQ_2015__SID530026__bin.15	LiuW_2016__SRR3993012__bin.86	LiuW_2016__SRR3993004__bin.71	LiuW_2016__SRR3993014__bin.44	LiuW_2016__SRR3992970__bin.33	BritoIL_2016__M1.37.ST__bin.19	XieH_2016__YSZC12003_35697__bin.56	ZeeviD_2015__PNP_Main_297__bin.15	LiuW_2016__SRR3992955__bin.69	LiuW_2016__SRR3992997__bin.3	LiuW_2016__SRR3992993__bin.60	FengQ_2015__SID31749__bin.28	LiuW_2016__SRR3993044__bin.108	BackhedF_2015__SID590_4M__bin.25	LiuW_2016__SRR3993048__bin.32	XieH_2016__YSZC12003_35515__bin.94	LiuW_2016__SRR3993061__bin.114	ZeeviD_2015__PNP_Main_404__bin.12	LiuW_2016__SRR3993002__bin.82	LiuW_2016__SRR3992969__bin.31	LiuW_2016__SRR3992995__bin.2	FengQ_2015__SID31477__bin.22	XieH_2016__YSZC12003_36244__bin.124	ZeeviD_2015__PNP_Main_198__bin.44	LiuW_2016__SRR3993031__bin.91	LiuW_2016__SRR3992981__bin.82	LiuW_2016__SRR3993038__bin.74	BritoIL_2016__W2.8.ST__bin.73	LiuW_2016__SRR3993005__bin.7
LiuW_2016__SRR3992955__bin.69	0.6898112845981563	0.7628501734648659	0.44738445323634735	0.7404678161791419	0.7668352742501487	0.7436536611267032	0.6997951956819425	0.6452366028832296	0.7715238159875122	0.7324944207790548	1.0	0.7696306735387233	0.7587492963594337	0.7867488013158578	0.7764998023817984	0.6120878462809851	0.5013002878438856	0.7650331559427187	0.7267151862601454	0.4272050398629847	0.7856573100769314	0.7470710587145634	0.7561423330126197	0.7701049572226458	0.7540352039858993	0.47805879041691446	0.7790820135498218	0.8212421601465968	0.790898384321491	0.47932194999261424	0.6767085989867576
LiuW_2016__SRR3992997__bin.3	0.7042463754113947	0.8328187268362762	0.4946459391058825	0.7757571461320476	0.8299883434625347	0.7409173048987756	0.6927704885512679	0.6663051748966548	0.8307383864813893	0.7925576524110853	0.5510397985860088	1.0	0.8227057230226047	0.8580869443921992	0.831776555781877	0.6468475040203335	0.4824948991929605	0.8074790493890751	0.7687620802946205	0.4433057231369406	0.8383788780568397	0.8077248714150718	0.8280514945693341	0.8183169423398713	0.792671416558	0.49335623098809595	0.8522569606221698	0.8119998879508905	0.8650134087339995	0.48190778472622003	0.7333791438876353
LiuW_2016__SRR3992993__bin.60	0.7574931508631989	0.8887765870755968	0.5190539546522386	0.834275986904686	0.8881581352748672	0.8033317076767964	0.7459346709160957	0.7092743602153304	0.8887920793551742	0.8429584800710415	0.588873320869278	0.8918000603579213	1.0	0.9043866079777804	0.8805985225322812	0.6800497240205315	0.5250823104813946	0.8504449692540219	0.8180462748194065	0.47354135540094955	0.8853639477302881	0.8482159400684264	0.8697526874457383	0.8673532431847912	0.8325210214741586	0.525239712041901	0.8988236402271291	0.8610931228531573	0.9069688611377406	0.5138026915666847	0.7521892140270817
FengQ_2015__SID31749__bin.28	0.7646769342932653	0.883105452386062	0.5489309536898487	0.827162272204796	0.8814274333187324	0.7921943303651485	0.7308801956708989	0.7128117990492794	0.9072297692576794	0.8695642971163825	0.5793316733448376	0.8825145591966205	0.8580680438495663	1.0	0.8981453009292604	0.7177335571476028	0.49431831210331517	0.872007243586163	0.8285269120980235	0.4817913764871547	0.9024373609122684	0.8341506865826089	0.8673724067579366	0.8900674088598701	0.853988235052019	0.5459141646798741	0.9072233017700339	0.8562983040483534	0.9166534867107827	0.5185090677116558	0.7224565869891788
LiuW_2016__SRR3993044__bin.108	0.785828477257334	0.895963968800427	0.5527923867548512	0.847442952161279	0.9086778884418628	0.8221262278043254	0.7589611378667808	0.7378393140838169	0.9153853596721485	0.8699306155954168	0.6070745250305097	0.9082527802140523	0.8870641626273063	0.9535776821301605	1.0	0.717009010921099	0.5147954517789313	0.8865404242967143	0.8488037978831982	0.4869786415888186	0.9668496733658147	0.8565905820736667	0.8901223200546835	0.907355121430511	0.8638486340042886	0.5525077327873305	0.9287522355636431	0.8822412754495317	0.9403849695214256	0.530449547269101	0.7545708498106989
BackhedF_2015__SID590_4M__bin.25	0.7540631950688562	0.8295033067531116	0.6200938490842838	0.7917329693341537	0.8301976361743411	0.7435565638161942	0.6834190584922625	0.6974912450901519	0.8604908073446595	0.8443297170034546	0.5668419620462828	0.8366610371018882	0.8114566572807723	0.9026519095168237	0.8493216423737637	1.0	0.46166843145142206	0.8389074404902749	0.7900204379821116	0.48984607922010315	0.8554840932752827	0.7898400158534854	0.8290293289479911	0.851456391084189	0.8115956710520089	0.5745261700818702	0.8528036415692585	0.8362898407552884	0.8848574073635891	0.5265819471392741	0.6699265888978279
LiuW_2016__SRR3993048__bin.32	0.7948174205190895	0.853610009230846	0.4794863158945189	0.8512950211644171	0.8609728563231296	0.8408531463879119	0.7998902277773621	0.7033426473401025	0.8621412652080266	0.802180267611373	0.6526416020091643	0.8773420153182147	0.8808067010952274	0.8739615298256118	0.8572566092025714	0.6490209897795407	1.0	0.8440829029763242	0.8093851092316776	0.45425949488145434	0.8679822701228286	0.8496796231153689	0.8561983883441858	0.8517409708188842	0.8250214138994919	0.4864510307778027	0.866492652745553	0.8509987609044567	0.8962683681361175	0.5151674858002977	0.7783942070204326
XieH_2016__YSZC12003_35515__bin.94	0.7446918842252904	0.8664666252787934	0.5193893715457161	0.8009793919855167	0.8563574556865364	0.7727164361894596	0.7312904424266847	0.695937695518371	0.8732611344875951	0.8270416504806197	0.579756368226215	0.8546650305144803	0.8304010872182872	0.8974167674134637	0.8593362934133982	0.6864850440926071	0.4913303296870859	1.0	0.8026379323489797	0.4699514358082556	0.8707790722581441	0.8113771875366833	0.8462319487758508	0.8645521335932783	0.8443682843032254	0.5287403685457003	0.873380336403539	0.849944150574408	0.8894816713439805	0.5071109691176275	0.7092973863921029
LiuW_2016__SRR3993061__bin.114	0.80489661194831	0.892717705087018	0.5573100680174009	0.841041705054972	0.9098609208386409	0.8348441635088113	0.7594842481099602	0.7349865006689579	0.9175566077289345	0.8763682927285206	0.6076361349452416	0.8977816232845435	0.8813200503120469	0.9407945511305523	0.9077912904612739	0.7132954390687465	0.5198257237697718	0.8855921679845539	1.0	0.50205360743251	0.9153514499429851	0.8470576532260864	0.8733079102608268	0.9076998261510484	0.8656249082018783	0.5512714206744057	0.9160571271393969	0.8839898734988504	0.919385893933446	0.5334932957328227	0.756277656270446
ZeeviD_2015__PNP_Main_404__bin.12	0.7359685148958224	0.8223770034279154	0.5428289710892488	0.7659567311078337	0.8247127373182368	0.7374033829247552	0.6710441529390617	0.7088773655612752	0.8248840805334136	0.832205586629763	0.5624241175561622	0.815136438604993	0.8032706581576715	0.8613812365513972	0.8200433719083324	0.6963682596680146	0.4593616992201256	0.8164230894968711	0.7904934999952697	1.0	0.832790045695028	0.7785982863576112	0.7988115298216033	0.8194147630575618	0.7954614020500216	0.5526922434082794	0.8432976946453669	0.8234408030215272	0.8466993305000383	0.5411754565035262	0.6583584479037786
LiuW_2016__SRR3993002__bin.82	0.7541248974803992	0.8662569277489182	0.5364412623345534	0.8147350246496361	0.8791014580099485	0.7974338497705179	0.7313120771534508	0.7215097355428641	0.8882543840047257	0.8404756070747961	0.5894878543104363	0.8785802480599907	0.8559333761883737	0.9195335710130583	0.9278974929801407	0.6931151760161945	0.5002369408450671	0.8621531482578707	0.8213915347116841	0.47462396499386234	1.0	0.8272087170267309	0.8561226892276688	0.8758088489467665	0.8350304608274777	0.5325795159696932	0.8948515839690198	0.852430485869519	0.9148504696580922	0.5169534020331982	0.7268128970107112
LiuW_2016__SRR3992969__bin.31	0.7621456551468372	0.8908088604563119	0.528010852797029	0.8392329642764244	0.8894136296090263	0.8002572839162784	0.7598516046120525	0.7185664212296574	0.883827555390729	0.8426904583465323	0.6024171553515827	0.9097001702349036	0.8812888404710949	0.9134583439569185	0.8835030531539815	0.6877432157141495	0.5262763110791759	0.8633620234517252	0.8169002567688333	0.4768933804119118	0.8890144403495353	1.0	0.8691502677143453	0.8771842734884248	0.847670022431861	0.5243949707304134	0.9047090167839767	0.8663449973859543	0.9156551725914079	0.5173660204951492	0.7617747954476972
LiuW_2016__SRR3992995__bin.2	0.744206673227995	0.8813507473205344	0.5098884635720093	0.8338672875923803	0.8871082206797561	0.7836374256695663	0.7577484918485035	0.7092568279977916	0.8833363801040334	0.8316933089837881	0.582889705054131	0.8915374251156081	0.8638832108162207	0.9080238399035867	0.8776712331296613	0.6900880239753157	0.5069678722646	0.860809357709961	0.8051390096825757	0.46773469828660696	0.8795836203145129	0.8308876073986672	1.0	0.863712714758865	0.835037370643041	0.5189598386380997	0.9022694440905267	0.8648944924849401	0.9185989040242608	0.5088654872278757	0.7443119253067236
FengQ_2015__SID31477__bin.22	0.7751382172670005	0.8888410712601186	0.5428456572310428	0.826113522202006	0.8856454424216491	0.8131645357336412	0.7412194194104087	0.7259472360554237	0.9161028742162756	0.8620083938435282	0.5946662654918328	0.8825601777664879	0.8629702269494538	0.9333727109451059	0.8961898461251999	0.7099660090646605	0.5051892745743733	0.8809460245156462	0.8382745453951316	0.48061752151639153	0.9013449016371509	0.8399990628292814	0.8651867590108656	1.0	0.8609164666444294	0.5489058223580572	0.9000168320793538	0.87891446035922	0.9251416391732428	0.5275666917195418	0.7373011826231286
XieH_2016__YSZC12003_36244__bin.124	0.7671347749631312	0.8726284323931024	0.5327683163422611	0.8135425014296713	0.8688668366089144	0.7805853486916065	0.7282987889880954	0.719256079176358	0.8895928132461638	0.8383320859832953	0.5954273219468245	0.874238112922273	0.8470494549595247	0.915794099603475	0.8725174634259525	0.6920358959388511	0.5004095133191133	0.8798401542468643	0.8174995539173621	0.4771211623494904	0.878815582817212	0.8300964232053765	0.8553822155836999	0.880389324533158	1.0	0.5327437266279494	0.8901722477962256	0.8566117012992827	0.9066019599893823	0.5286801187115746	0.7309651967271721
ZeeviD_2015__PNP_Main_198__bin.44	0.729940665377314	0.8130607487817305	0.5508548295830435	0.7618019407854917	0.8153626281024463	0.7387446734437447	0.6461186636150109	0.6876266244764938	0.8492245585093056	0.8285179669516568	0.5618424793858402	0.809828921476168	0.7953664004444232	0.8712974510416638	0.8305599112655082	0.729113002286865	0.43913251148828275	0.8199936001561486	0.7748531179532511	0.4933885484084377	0.8342112004774547	0.7642868068438916	0.7911961796122746	0.835425481700857	0.7928927951083422	1.0	0.8308311069946914	0.8110854304082669	0.8438400564537545	0.5296537046368839	0.6527380915515493
LiuW_2016__SRR3993031__bin.91	0.7847406736165106	0.9146310311586947	0.551232257916153	0.8606320740703449	0.9279091983191595	0.8198192990863025	0.7670727061071241	0.7374075254963309	0.9274722693024114	0.8743757601974446	0.6064388296268949	0.9265604985092828	0.9014771681281725	0.9590181713992356	0.9247046378492403	0.7168109526854974	0.5180741312539738	0.8971022842748438	0.8527996708426638	0.4986056184223693	0.9283529640630545	0.8733278763820289	0.9110815267281848	0.9072585532118012	0.8774870925699071	0.5502794667601434	1.0	0.8998587283563203	0.9375813026699906	0.5336102829348454	0.757416139772536
LiuW_2016__SRR3992981__bin.82	0.7118932157271884	0.8289984269093765	0.49301113246259554	0.7723113975876178	0.8290832390330953	0.7583191398888844	0.6974147405794643	0.6688371212209228	0.8243192374809173	0.7796877287313267	0.5974816608305081	0.8251040400777948	0.8071976447789424	0.8460328838678046	0.8209941375071741	0.6569947927679657	0.47556016665001405	0.8159780232036675	0.769168120865409	0.4550489935240715	0.8265528170404984	0.7816436357214723	0.8162696374920707	0.8280881488417917	0.7892238645050806	0.5020959050847773	0.8410539474815446	1.0	0.8525303058116055	0.4823799908449378	0.6954843934074258
LiuW_2016__SRR3993038__bin.74	0.7334811762639087	0.8545355610160095	0.5099246411728873	0.7990049121269989	0.8442858022874586	0.7711520340951351	0.7134499421632979	0.7019778555017877	0.8642885173042394	0.8171869688320637	0.5649818732703176	0.8630502186843348	0.8348003550055555	0.8892581159608764	0.8592486248097778	0.6825569297951418	0.49178479271189113	0.8384661980410811	0.7854748883763059	0.45942589943486584	0.8710081838362959	0.8111671606171986	0.8512495921771012	0.8558520019256085	0.8201501016420149	0.5129094484865492	0.8604367298421413	0.8370864447653792	1.0	0.5102389214766954	0.709038039894776
BritoIL_2016__W2.8.ST__bin.73	0.7514017964622841	0.7902394555783958	0.517977428966318	0.7513496233576143	0.798653554458761	0.7252241783447466	0.6627464112018501	0.7289588240371928	0.81371640407785	0.7886856456611423	0.5694552084410391	0.7996419976417757	0.7865114500992711	0.8365606351079462	0.8060754157484992	0.6755383078649532	0.4701147713442542	0.7950052315394955	0.7580220891439152	0.48836302615390303	0.8185438391626502	0.7622452648164504	0.784246188754704	0.8116826015976353	0.7954045929406944	0.5354155777507321	0.8144278555051637	0.78771332871048	0.8485784726181318	1.0	0.6672152747672841
LiuW_2016__SRR3993005__bin.7	0.7648019596863278	0.8785820236353666	0.5084123351302464	0.8438258448198148	0.8864558673716451	0.8260909456986589	0.7712427391043785	0.7099471994442507	0.8807869620274364	0.8210701233032425	0.6171497311912129	0.9341504033042036	0.8838780992382477	0.8947658927779529	0.8802138819367631	0.6597324218422886	0.5452700503392969	0.8535951491355375	0.824879977222433	0.45606179652962503	0.8834251693571817	0.861549093011554	0.8805641380023462	0.8707839109402955	0.8442059563920276	0.5065176027338906	0.8874003208374689	0.8718121054613003	0.9052000282535039	0.5121799544303024	1.0
