	ZeeviD_2015__PNP_Main_107__bin.35	BritoIL_2016__M1.52.ST__bin.86	RampelliS_2015__H11__bin.13	BritoIL_2016__W1.2.ST__bin.60	LeChatelierE_2013__MH0454__bin.26	ZeeviD_2015__PNP_Main_133__bin.40	ZeeviD_2015__PNP_Main_93__bin.29	ZellerG_2014__CCIS90164298ST-4-0__bin.73	ZeeviD_2015__PNP_Main_310__bin.41	HMP_2012__SRS011529__bin.49	CM_madagascar__A07_01_1FE__bin.9	LiJ_2014__MH0340__bin.28	ZeeviD_2015__PNP_Validation_93__bin.6	BritoIL_2016__W2.61.ST__bin.7	KarlssonFH_2013__S60__bin.4	NielsenHB_2014__MH0115__bin.39	RampelliS_2015__H10__bin.44	ZeeviD_2015__PNP_Main_137__bin.17	ZeeviD_2015__PNP_Main_325__bin.40	ZeeviD_2015__PNP_Main_25__bin.85	FengQ_2015__SID530867__bin.63	ZeeviD_2015__PNP_Main_438__bin.40	XieH_2016__YSZC12003_37255__bin.30	BritoIL_2016__M1.1.ST__bin.103	BritoIL_2016__W2.39.ST__bin.75	ZeeviD_2015__PNP_Validation_18__bin.12	XieH_2016__YSZC12003_37315__bin.109	WenC_2017__N277__bin.7	BritoIL_2016__M2.36.ST__bin.40	LiJ_2014__O2.UC28-0__bin.26	BritoIL_2016__M2.46.ST__bin.6	LiJ_2014__V1.FI26__bin.8	QinN_2014__HD-60__bin.82	NielsenHB_2014__V1_CD22_0__bin.3	CosteaPI_2017__SID713A084-11-90-0__bin.44	BritoIL_2016__M1.44.ST__bin.14	CosteaPI_2017__SID713B040-11-90-0__bin.4	RaymondF_2016__P19E0__bin.81	LeChatelierE_2013__MH0177__bin.3	CosteaPI_2017__SID713A063-11-90-0__bin.85	CosteaPI_2017__SID713A084-11-0-0__bin.26	XieH_2016__YSZC12003_37797__bin.39	KarlssonFH_2013__S378__bin.20
CM_madagascar__A07_01_1FE__bin.9	0.8185704471646266	0.8656257806645016	0.582176908984928	0.8869493713048547	0.8042395286868183	0.6733606045465901	0.7805905987176285	0.8565326005495878	0.8920757348655175	0.8651979765176118	1.0	0.7886189524523274	0.5483626863185944	0.618074985427596	0.8419591556332751	0.8536712049296361	0.759390873511533	0.902030768590224	0.82101444749771	0.8018215505037888	0.8756640852693813	0.8442657590140727	0.7814920059955034	0.8939378799233908	0.8898721791989341	0.787556207844117	0.636926471812807	0.7168925389291365	0.8420736530935132	0.8163648097260388	0.8797183362478141	0.8767903239237239	0.8807842035140312	0.8776511366475144	0.8737155466733283	0.8922714214339246	0.8184538679323841	0.8880287700890999	0.8306010075776501	0.8906944791406445	0.8229556998917479	0.6239372553917895	0.8223020234823882
LiJ_2014__MH0340__bin.28	0.8450206632254467	0.8760131623389442	0.5728686282930407	0.8722987405583983	0.8316880409653006	0.6829352726918891	0.8295623063845952	0.8821386835976935	0.9012319342968375	0.8780069741309703	0.7088669890822197	1.0	0.5631606080424248	0.5907932863463656	0.8580295600608904	0.80103985097403	0.7579441377161639	0.9068063738355007	0.8161857098615559	0.8292451303181959	0.8969449114760663	0.828800709576191	0.7797357240362386	0.9120842210052891	0.8935654425915998	0.7669869302876946	0.616377886746625	0.7556359567255828	0.8381784550438012	0.8310518175872725	0.8874745393695962	0.8973519073134812	0.8847341007310019	0.893124764340054	0.885285182451088	0.9029160550033822	0.8465513418231729	0.9025923295786797	0.8692635807961587	0.8935617001011408	0.8188456849552819	0.5748203370674032	0.8444340278460003
ZeeviD_2015__PNP_Validation_93__bin.6	0.6721184432348061	0.7170125682065808	0.44358556706003055	0.7343007030566633	0.6773984930428739	0.5644556298243345	0.6568373192210474	0.7080725461524802	0.7568535419192329	0.7324975720759135	0.5774655760921273	0.6597705584335012	1.0	0.4868354996481428	0.6856490504240921	0.6523804617330664	0.5916549563631341	0.7590501829438059	0.6936551712042722	0.6852358100716649	0.7334599726844838	0.7071868745218141	0.6225098706349432	0.7576701574697853	0.75889343660323	0.6385900721471618	0.47302537975363423	0.5875115915563048	0.7037307821313556	0.6928495169362777	0.7434303552990128	0.7213006219431723	0.743448989479361	0.7310616440608483	0.7413509999978077	0.7588616488838126	0.679848339694531	0.7503929619796953	0.7020624749260661	0.7456379576061436	0.6849486244686518	0.4580478832667253	0.6787938643124755
BritoIL_2016__W2.61.ST__bin.7	0.9099859122215266	0.8654844378017006	0.5385343661004626	0.8891521581062795	0.8117249197148109	0.6760984932641231	0.8199377411080366	0.9131531376865747	0.91433595564622	0.9153559310052312	0.7495771141766476	0.7971006443012664	0.5606594999091111	1.0	0.8522601038153138	0.8019833976288098	0.7173001959160591	0.9018753408333502	0.8358432974490517	0.8199541516026742	0.9003845105128153	0.852599674819737	0.8284749853567894	0.9209519096766375	0.9531379390438488	0.7653804205126133	0.6026590050695805	0.7385745086950375	0.8528256347074388	0.8975972511159136	0.8743827129324796	0.9003870352042981	0.8807184262083173	0.9090303164953243	0.8997545999878814	0.9675248934580194	0.8386191957342812	0.8941245379814586	0.8299771767889964	0.9184221688109713	0.8349722788875199	0.7196393225747814	0.846680535638545
KarlssonFH_2013__S60__bin.4	0.8225710718073278	0.8339382846977524	0.5332994081625672	0.841382436454449	0.7895940953097739	0.6526872156272451	0.7786776025452431	0.8767789333242106	0.8894589647976463	0.8514932776846499	0.6918057883753549	0.7843282816188293	0.5349791317436967	0.5774178098593958	1.0	0.7813477130443707	0.7093291368752352	0.8778830693441894	0.8010297287126681	0.8343368341828881	0.8764445280695152	0.815299681844617	0.7751034860251104	0.877661557935069	0.8718834456570079	0.7445819506688105	0.6149148164619753	0.729470425233485	0.8076878998323698	0.8198171461804249	0.8503224316650132	0.9110199787896411	0.8741618487222469	0.8783936574184941	0.8631820669836817	0.8847293968731825	0.8302555506140741	0.8784107625466114	0.8137166022373508	0.8767857753754575	0.7918955902979713	0.599703226027163	0.840074749409873
NielsenHB_2014__MH0115__bin.39	0.7951578398026695	0.8519176165421531	0.5478674511151661	0.8650944965864489	0.7790624622118211	0.6636126999193549	0.7637899009074618	0.8466743220402935	0.8661809777603213	0.855117962761426	0.7456615761159616	0.7784087551289639	0.5411203575659549	0.5776188514939343	0.8306198579664528	1.0	0.7285997303344635	0.8702386894582232	0.7915883627410601	0.7924020871348809	0.8547761075970945	0.8232608800406589	0.725284826267569	0.8794051356464927	0.879843364873109	0.7585484247841358	0.6053973111636622	0.688066254440253	0.8256229537559063	0.8059362785610443	0.8689167282642395	0.8619750682119247	0.8703150613566377	0.8538123669742453	0.8597311891013664	0.8816026461044422	0.798738227135481	0.87690941110902	0.8162283010616603	0.8662318923592643	0.7963316031461586	0.5628381615829349	0.807518267885344
RampelliS_2015__H10__bin.44	0.6924105232364847	0.7432228909126105	0.6725069292354273	0.7587584407332273	0.7116023135356419	0.6845624533963888	0.6706753367829771	0.7312203180026441	0.7705170906672986	0.7423340043385304	0.6332986980068628	0.7032065020664009	0.46854739093561387	0.49325218771131674	0.7199425695940028	0.695634473174115	1.0	0.7609745807953625	0.6932091322678847	0.7001353295086905	0.7601924647765674	0.8192652276079142	0.6492917119139446	0.7687349772526634	0.7675457442385133	0.756643862906607	0.56498898006342	0.6249445530957819	0.7123479713160469	0.7202854506455278	0.7512914462896364	0.7495700966056512	0.7531681775134266	0.747808816470096	0.7637905456843428	0.7704415700306336	0.6984921046212553	0.7583035808066472	0.7462124664605908	0.7750162108952842	0.7109304402853117	0.4738529326746545	0.7064469450166363
ZeeviD_2015__PNP_Main_137__bin.17	0.7756505688486998	0.8019103590181195	0.49806050846563393	0.8230731057938534	0.7579064960923432	0.6193657063641167	0.7429953884985437	0.812523464674339	0.8815514708862172	0.825860957611042	0.6626301692056304	0.7410830414346962	0.5294953345919192	0.5462874392977	0.7848621022666015	0.7318753311816562	0.6703116720458596	1.0	0.780401233505911	0.7685379529398991	0.8266821734233459	0.7842664531811407	0.708997512648941	0.8672061916919569	0.8500287119681117	0.7058441662709691	0.5533044760849568	0.6729863581831403	0.7813012065143671	0.7865894081511404	0.8213251548190611	0.8376791248316852	0.8260612914497977	0.8399929042060166	0.828811676251341	0.8655645247003212	0.7706743374646453	0.8354112234356947	0.7878671098479374	0.8541401434604383	0.7541238567781272	0.5473640425227688	0.7657883327713281
ZeeviD_2015__PNP_Main_325__bin.40	0.8370368053756042	0.8488075558692914	0.5347430593407378	0.8681431111667098	0.8147927407897206	0.6626075612305987	0.790858970807681	0.8584391446927524	0.9083055587822684	0.8767792839080357	0.7048019443674998	0.7794849570648629	0.5654597767909001	0.5916515507581782	0.836896517830815	0.7779730683656054	0.7135712562436893	0.9119780543815285	1.0	0.8076872213237068	0.8819172035420371	0.8334474100417288	0.759924226854789	0.8987928122738198	0.897851902817367	0.756480480373147	0.5953034946789023	0.7383842806465737	0.8245092169810477	0.8217695888770742	0.8787593934574178	0.8774851893881854	0.8874831342203319	0.8848274999329837	0.8808842583077927	0.9034383851741978	0.8107753344115518	0.8840715555833549	0.8404680421398765	0.8887457221234352	0.7976624699543395	0.584194865654571	0.8177968600609402
ZeeviD_2015__PNP_Main_25__bin.85	0.8341020857758954	0.8445929083260468	0.5350364386862323	0.8581862709012986	0.7992595558412319	0.6590527557485866	0.8004517355730991	0.88027660724321	0.8996297779206159	0.8648195661112138	0.6915414488933735	0.7956569826002805	0.5612060406167017	0.5831159340925699	0.8757673310435343	0.7824110398715893	0.7240678465176322	0.9023103868659139	0.8114605458531357	1.0	0.8965577605693735	0.8242549325538681	0.7819514043123151	0.9118846314746222	0.8819786951736471	0.7488944507983475	0.5971168641363969	0.7320468325544066	0.8144418929085055	0.8284392320495257	0.8623597976885359	0.893259516341301	0.8734736418756722	0.9167871115316457	0.8778240206261457	0.9140176277418788	0.8377764770729833	0.886183642360444	0.823209082111379	0.9141406161630127	0.8072205873639721	0.590286069272106	0.837881510980083
FengQ_2015__SID530867__bin.63	0.8334684321075831	0.8722982710456137	0.547925973197192	0.8812731122446823	0.8359069720265239	0.668394071431892	0.8105934907466497	0.9020864942079394	0.9341273027719902	0.9022952704159042	0.7110799308587296	0.810306106492771	0.5655865808458395	0.6028839855124526	0.8661879746594708	0.7946614148603016	0.7402206942020226	0.9138388196959644	0.8342426790974444	0.8441481381303964	1.0	0.8472501975766745	0.7740289159274271	0.9261642231961356	0.9260272930516404	0.7726029828795057	0.5992747773828592	0.7303465093378751	0.8427357290473635	0.863598135383341	0.8833701720501909	0.9151354298296404	0.9036358334354675	0.913527768503531	0.9167202694650004	0.9319465634337347	0.8460296597454959	0.9267077175350884	0.8588934860977867	0.932054755152842	0.8326882683830832	0.5988242603025142	0.8393488210906233
ZeeviD_2015__PNP_Main_438__bin.40	0.6309866145368176	0.6704482927382273	0.48968370933000793	0.6863519981419064	0.6294299081183761	0.6020568985873511	0.608259530333655	0.6760294861762811	0.719944920795994	0.6783444994069031	0.5606790613309148	0.6123330964632625	0.44597565123140176	0.4668798958140358	0.6589603247239818	0.6259238624015308	0.6524037703816558	0.7090044267974706	0.6447584893035191	0.6346820641429405	0.6928926536176143	1.0	0.595570161007131	0.7018029314745023	0.7198840903498027	0.7017075382747933	0.5257098498317485	0.5496770456311297	0.6502532758577784	0.6633511769308827	0.6780431121962279	0.6937014220499307	0.6953078988334379	0.6959597523647836	0.6957724222407171	0.7267745208911107	0.636877490246391	0.6957046792438223	0.6580492505412527	0.7095498270479814	0.6366085920240225	0.45710278409892136	0.6400932088336868
XieH_2016__YSZC12003_37255__bin.30	0.7504357634429478	0.7472657937939039	0.484610183935556	0.7674015440930751	0.7191269439688536	0.5975272518596726	0.6926538315826911	0.7990651596281599	0.8053724542523554	0.77156975350694	0.6449857351365793	0.7159380747717665	0.4878806648173745	0.5638061627989887	0.778560009071783	0.685303625534664	0.6425726064796241	0.7965635467235486	0.7305998287013691	0.7482812149660366	0.7866868147303078	0.7401561274482431	1.0	0.7867804534001576	0.7867873259630823	0.6736082415774594	0.553117609310261	0.6547782782339918	0.7266730180602363	0.7502699628623881	0.7778083225018878	0.805627598150937	0.779454301322367	0.8070691182244046	0.7778693164978451	0.7899023151087282	0.7563753759506687	0.7977799903612305	0.7475252330443134	0.7940902831410018	0.7183340220214097	0.5682200663374136	0.776220760466269
BritoIL_2016__M1.1.ST__bin.103	0.7907485402093984	0.8371512875325589	0.5148282647852199	0.8454685756830767	0.7744441710189799	0.6306436915897035	0.7538274542053841	0.8348870102026135	0.8902643150679008	0.8936764552109434	0.6752137894489394	0.7664280003050484	0.5434454281646224	0.5735823304602694	0.8068036816520419	0.7604520378102866	0.6962534858470874	0.8916747711546792	0.7908192988759593	0.7986074694420836	0.8614718274369089	0.7982041450426871	0.720048839204075	1.0	0.8832167518784461	0.7282198927770339	0.561978695351706	0.6830326221039067	0.8132851755090104	0.8128952166355198	0.856803327858709	0.8454276928979526	0.8536254775227233	0.8701798606683234	0.8644075258917754	0.9060749460072064	0.7842104394191814	0.8556790512677988	0.8045708526183458	0.8926771855976238	0.7822354864147292	0.5595516730886708	0.7840303979231545
BritoIL_2016__W2.39.ST__bin.75	0.8304789828122592	0.8762441017354329	0.5500143682349561	0.8931861248662089	0.8246342347144886	0.6669618054832517	0.7985023717999442	0.8883192496866059	0.9357769050405434	0.9000370658814808	0.7120963879506732	0.7954996189294208	0.5766784805487416	0.6289147193196537	0.8491343659027208	0.8060563151516161	0.7364990650235514	0.9259656911537485	0.8369501026599976	0.8183305360392815	0.9125445102930704	0.8674382478249824	0.7628566549916082	0.9357169332772486	1.0	0.7734241794488428	0.5934505836835157	0.7154256537546905	0.8493509306035075	0.8651076784680546	0.8939965766118453	0.9000329011756965	0.9033879881555767	0.8992990800164923	0.9207756348052791	1.002784522287423	0.8361463144436161	0.9125744961747178	0.8611053962092848	0.9370513050105576	0.833226022747623	0.587176870889956	0.8323339427686132
ZeeviD_2015__PNP_Validation_18__bin.12	0.6424372546761336	0.6837357085715886	0.5100868769435253	0.7048993179957604	0.6481654988654014	0.6401042461067239	0.62632953473677	0.6927533547698275	0.7242193993008756	0.6954388826460893	0.5887936213460168	0.6379284315770142	0.4533623960729505	0.47182802660781487	0.6774868563993538	0.6492526279419409	0.6783125142019367	0.7183573067213681	0.6588142277726071	0.6491748091104063	0.7113069205843261	0.7899553008631665	0.6101875745115312	0.7207922579600883	0.7225836474620166	1.0	0.5598644707229992	0.5762484475143109	0.6640833408558204	0.6732955341328959	0.6953711802626541	0.7032651225335321	0.7172981924241811	0.7057125247852979	0.7137519882711457	0.7282613094107869	0.6568804298089703	0.7152461098366116	0.6811030975007704	0.7219400857252248	0.6547489720132355	0.46639938491995553	0.6659611092607522
XieH_2016__YSZC12003_37315__bin.109	0.8157894736842105	0.7962812255913043	0.5804276754269037	0.8340699789997521	0.7483513168418247	0.7897718503136005	0.7546689303904923	0.8301341864391718	0.8366108219094791	0.8110445401694051	0.7154910737253691	0.7703080348164466	0.5045929272661793	0.55822774745448	0.8406916050456721	0.7785818518570486	0.7610473464386105	0.8461147202851169	0.7789992844013526	0.7777388018165916	0.8290105094781742	0.8892540936452034	0.7528471939646504	0.8357970038399117	0.833083107662518	0.8412329811465481	1.0	0.7071973789445621	0.7700145458287146	0.7755779745284298	0.8124827531371751	0.8448670997675474	0.8237136763529725	0.8452868708695225	0.8223514665095156	0.8416632757580434	0.7960380155935025	0.8424537082508992	0.7791337514674449	0.837643295121301	0.7625112835407634	0.6074754334516643	0.8015043941498641
WenC_2017__N277__bin.7	0.871079579975047	0.8756294655458446	0.577296112974834	0.8655265369767395	0.8353961370044418	0.7191883239191136	0.8306405831744476	0.8963904171183149	0.9209320969453016	0.8906222619101335	0.7227067202103693	0.8474676046258569	0.5624271372972043	0.6139417895866802	0.8949990083851789	0.7941218752328196	0.755450995864599	0.9235585645614701	0.8671099727069825	0.8556702004530997	0.9066843233566739	0.8344118674782868	0.7997913936228149	0.9116235095609507	0.9012834328970578	0.7770272751788841	0.6346492254386453	1.0	0.8503585028609923	0.8508936600660447	0.8863368069583029	0.9140506048850409	0.9120327474236378	0.9152825157845143	0.8944218780660048	0.9112310609439124	0.870095310448892	0.9122604515677483	0.8796378979444717	0.9003411364850246	0.8254757914817663	0.5922165057172628	0.8685276146364447
BritoIL_2016__M2.36.ST__bin.40	0.8041349140382343	0.8891675051402074	0.5487221663239862	0.8750496522157575	0.7933715385624918	0.6481280895927206	0.7731038103154119	0.8413797628942649	0.8950452775711973	0.8775869460606326	0.7078148650422154	0.7838059407673127	0.5617174854543069	0.5910914738177523	0.8262662408679294	0.7945115709348616	0.7179902882890765	0.8940014873791504	0.8073257797803929	0.7937600069994313	0.8723286232993569	0.8230325036090818	0.7400874928912026	0.9050623386849819	0.8921658865217201	0.7466389605844526	0.5761739358677107	0.7090283914431953	1.0	0.8251218338509996	0.9073012817708561	0.8620228356446039	0.8747381775230763	0.860302725403561	0.8697020867054552	0.8920372719716523	0.8046344984470012	0.8820438339384925	0.8271822914388206	0.8784382518920337	0.8025206701955466	0.5663694824795485	0.806150750251542
LiJ_2014__O2.UC28-0__bin.26	0.7745815956191702	0.8054287453238872	0.5103180464443225	0.8221524314954153	0.7740961874225157	0.6340505107609918	0.7461473326278402	0.8360244485871124	0.8636327683004302	0.8449116648668541	0.6530097389702852	0.7395472798407395	0.5262790672502666	0.5920273160756704	0.798103494356193	0.7380485924411203	0.6908707457052199	0.8565123379440174	0.7657185248586447	0.7683437256203108	0.8506799461471661	0.7989943807548555	0.7271556328582217	0.8608668574440219	0.8647576164542555	0.7203765701872776	0.5522629763432194	0.6751536779037692	0.7852064566783592	1.0	0.8232930991273476	0.850357728356248	0.8333218156431326	0.8496267019468782	0.8470897572209674	0.8629333808472746	0.7933643117569529	0.843685239011499	0.7954499850547562	0.8548030017043406	0.7719996902712708	0.5480683168325076	0.7859716198562758
