	ZeeviD_2015__PNP_Main_107__bin.35	BritoIL_2016__M1.52.ST__bin.86	RampelliS_2015__H11__bin.13	BritoIL_2016__W1.2.ST__bin.60	LeChatelierE_2013__MH0454__bin.26	ZeeviD_2015__PNP_Main_133__bin.40	ZeeviD_2015__PNP_Main_93__bin.29	ZellerG_2014__CCIS90164298ST-4-0__bin.73	ZeeviD_2015__PNP_Main_310__bin.41	HMP_2012__SRS011529__bin.49	CM_madagascar__A07_01_1FE__bin.9	LiJ_2014__MH0340__bin.28	ZeeviD_2015__PNP_Validation_93__bin.6	BritoIL_2016__W2.61.ST__bin.7	KarlssonFH_2013__S60__bin.4	NielsenHB_2014__MH0115__bin.39	RampelliS_2015__H10__bin.44	ZeeviD_2015__PNP_Main_137__bin.17	ZeeviD_2015__PNP_Main_325__bin.40	ZeeviD_2015__PNP_Main_25__bin.85	FengQ_2015__SID530867__bin.63	ZeeviD_2015__PNP_Main_438__bin.40	XieH_2016__YSZC12003_37255__bin.30	BritoIL_2016__M1.1.ST__bin.103	BritoIL_2016__W2.39.ST__bin.75	ZeeviD_2015__PNP_Validation_18__bin.12	XieH_2016__YSZC12003_37315__bin.109	WenC_2017__N277__bin.7	BritoIL_2016__M2.36.ST__bin.40	LiJ_2014__O2.UC28-0__bin.26	BritoIL_2016__M2.46.ST__bin.6	LiJ_2014__V1.FI26__bin.8	QinN_2014__HD-60__bin.82	NielsenHB_2014__V1_CD22_0__bin.3	CosteaPI_2017__SID713A084-11-90-0__bin.44	BritoIL_2016__M1.44.ST__bin.14	CosteaPI_2017__SID713B040-11-90-0__bin.4	RaymondF_2016__P19E0__bin.81	LeChatelierE_2013__MH0177__bin.3	CosteaPI_2017__SID713A063-11-90-0__bin.85	CosteaPI_2017__SID713A084-11-0-0__bin.26	XieH_2016__YSZC12003_37797__bin.39	KarlssonFH_2013__S378__bin.20
CM_madagascar__A07_01_1FE__bin.9	0.8065169872595553	0.853461986843201	0.5606669997501874	0.8741901906903157	0.7919883004413356	0.6545018319593638	0.7694354234324257	0.8436630860188192	0.8782298692647181	0.8524970855191939	1.0	0.7764176867349487	0.5412409442917812	0.6081105837288701	0.8297828711799484	0.8429573653093513	0.7312598884170205	0.888137022233325	0.807613040219835	0.7900553751353151	0.8626644599883422	0.8220980098259638	0.7693604796402699	0.8804001165792322	0.8765571654592389	0.766195145307686	0.617905321009243	0.7068198850861853	0.8304427929053211	0.8038471146640019	0.8677335748188859	0.8634347156299442	0.8679407111333167	0.8644527021400616	0.8604598634357565	0.8790146973103506	0.8057779581980181	0.8742380714464152	0.8176544674827213	0.8773628112249147	0.8108439503705555	0.6139343409109834	0.809989382962778
LiJ_2014__MH0340__bin.28	0.8367048494255744	0.8664632623102206	0.5519668190795907	0.8623764627290053	0.8234461413519935	0.6625639615010006	0.8210509474582408	0.8732783374360386	0.8916184119303111	0.8692860357389126	0.6978996207921542	1.0	0.558113859658479	0.5847884604049187	0.848401067732528	0.787810147201506	0.729320635063206	0.8971264222633272	0.807228994570582	0.8205822005282526	0.8878572090190276	0.8073094581154502	0.7718437472808468	0.9038919093905635	0.885506925010783	0.7466624002275434	0.5981341813816714	0.7464836963081267	0.8294416110672929	0.82251519685032	0.8782549141238783	0.8883016297610326	0.8746406039631103	0.8839537914703028	0.8767102011869309	0.8938835542806137	0.8383637083215211	0.8935345670453131	0.8598109855193689	0.8849277746122546	0.8107768755257029	0.5688557428983905	0.8356382396447628
ZeeviD_2015__PNP_Validation_93__bin.6	0.6669206030459213	0.709855946824626	0.4276007287060644	0.7270026811297137	0.671723837062727	0.5474053548057551	0.6520680651801706	0.7030106258673114	0.751023235726766	0.7263702151261315	0.5699658665661151	0.6538580426218511	1.0	0.48306810683304435	0.679136952456533	0.6422215450585441	0.5694441095163664	0.7525698726956643	0.6874938342785613	0.6799941247525491	0.72763405100504	0.6888409759049087	0.6176036005620945	0.7512391729931536	0.7529743440220453	0.622365181705181	0.45899603420797064	0.5816944389029072	0.6965040085410313	0.6876001587193715	0.7358232252039346	0.7154988150853555	0.7361597365784576	0.725091033451642	0.7359942212118356	0.7518771196380145	0.6752336397377184	0.7449309548811687	0.6960732301365118	0.7399402829326254	0.6798077829490673	0.4546455011607999	0.6739160935742768
BritoIL_2016__W2.61.ST__bin.7	0.9027753933469331	0.8566038355113005	0.518307800286805	0.8800746298802287	0.8051190644503241	0.6574082022176889	0.8134644321463917	0.9055449799034558	0.9054705015047161	0.906251893518612	0.7374926783947001	0.7889989093332794	0.5563208175960898	1.0	0.8430714891640242	0.7890052210619862	0.6906962594170992	0.8939730564924966	0.8286605501807679	0.8129759043444891	0.8919936983700592	0.831777281816162	0.8222831794954657	0.9128413382884611	0.9479433863181919	0.7460602189412454	0.5857284239865888	0.7309575144917291	0.8430462422491972	0.8898653834501423	0.8647320797398558	0.8932333218880654	0.8712950152491366	0.9003630506352124	0.8915531397063278	0.9604721678010947	0.8319615842943993	0.8866918462563874	0.8222087010967261	0.9118945789824483	0.8270283371372018	0.7133389549797015	0.8388173840156733
KarlssonFH_2013__S60__bin.4	0.8134480517259074	0.8243688207724676	0.5134437754438781	0.83215764086073	0.7806669289452978	0.6328196093188738	0.7700925387431152	0.8672291402962609	0.87960812151483	0.842379665423694	0.681800998939482	0.7755268379460162	0.5298980534364202	0.5711923984810646	1.0	0.7690003763128186	0.6819617871437857	0.8683443946495158	0.7920905887585098	0.8235948137251549	0.8671923642708084	0.7940414286203002	0.7663490814546201	0.8680518969587082	0.8626107557045601	0.7242029010297287	0.5966089083507236	0.7237119838527591	0.7981637644965961	0.8115168827614518	0.8399319215900928	0.900673942047826	0.866065991584277	0.86860866887893	0.8543053607471519	0.8764795935821559	0.8212591084807225	0.868812219903527	0.8050092367691833	0.8670863124764804	0.7837783517498546	0.5927140706783894	0.8302119325373747
NielsenHB_2014__MH0115__bin.39	0.7824464646629953	0.8385043472884793	0.5285353597343713	0.8514912067760058	0.7661656124617118	0.6446270096492257	0.751758599339383	0.832931926272024	0.8524249441530493	0.8417010567506849	0.7363032909923891	0.7655528188958624	0.5326939914408922	0.568271476641564	0.8174938925211	1.0	0.7018450177791962	0.8569436148092384	0.7786551454202773	0.7800089282386004	0.8409246091168043	0.80135578303471	0.7137490328499174	0.8653417960670291	0.865974591796749	0.7387208252529137	0.5867316555154602	0.6777678676147691	0.8132798002693018	0.7928384979829637	0.8559580536439851	0.8476971599654871	0.8565981228878398	0.838979853275036	0.8465252150005319	0.8675493076069137	0.7861350455185607	0.8626014996167768	0.8029859593901522	0.8527158847184377	0.7839757210098184	0.5532362137358496	0.7947596149037941
RampelliS_2015__H10__bin.44	0.6661753485016966	0.7153861578485473	0.6715807163696622	0.7308748327912341	0.6843515164457037	0.6675008658831618	0.6450156813827742	0.7037082368709109	0.7411039728195152	0.7141934526212171	0.60983868965619	0.6766501476124629	0.4509580270190269	0.4749579645191896	0.6921657322072946	0.6700902688621471	1.0	0.7324425370420042	0.6675156227891768	0.6732968577338775	0.7314902825773891	0.7964736202943916	0.6248334422740218	0.7394885256375201	0.738845298145925	0.7375553709495548	0.5506904061881784	0.6020071128286992	0.6856501241750238	0.6931205908317947	0.7229026313299531	0.7211995107651629	0.7250675562476833	0.7198279865590628	0.7348487807757444	0.7411612643369853	0.6717821047341023	0.7294451490143689	0.7183670528635776	0.7458878145282608	0.6841214823225286	0.4569415183814625	0.6793584738928632
ZeeviD_2015__PNP_Main_137__bin.17	0.7689623242395534	0.7930000909913236	0.48000217155764147	0.8137354079355139	0.7512970086793488	0.6004425695643962	0.7377079514947427	0.8048190228449393	0.8718299272757579	0.8194762722919186	0.6524238482907012	0.7331721487027619	0.5249748244593854	0.5415008368907883	0.7763341507259807	0.7206941032269805	0.645178950877684	1.0	0.7726860868148984	0.7605567139745087	0.8184386653484395	0.7641199036256602	0.7024017886294489	0.858029066757811	0.8422378666128364	0.6874922103015942	0.5367838160843604	0.6644652883392708	0.7721951924466497	0.7785362936863491	0.8123200723036939	0.8301528424848431	0.8174109986336009	0.8313250248314558	0.8217166469009044	0.855618178995991	0.7636672409060289	0.8274988014378158	0.7802284264541598	0.8454141519799789	0.7475350144553864	0.5426760777692903	0.7584623842632418
ZeeviD_2015__PNP_Main_325__bin.40	0.8308400275213781	0.8392849802971951	0.5145899046580826	0.8582059278189307	0.80711356142718	0.6424249193570004	0.7839196518724366	0.8499629176235112	0.9009802257110434	0.8686193739780008	0.6932974721435401	0.770930991037681	0.5604371252669484	0.5865672441986186	0.8275571202630615	0.7652623019667063	0.6871230330703314	0.9029621223629068	1.0	0.8007219894024823	0.8736741933466174	0.8113239748733391	0.752781178236666	0.8902763753987472	0.8895302601127661	0.7367589109397478	0.5783930374487324	0.729415706843709	0.8150268512147829	0.8147391277152789	0.8686711999499611	0.8692457533977286	0.8776862384173421	0.8761904336404172	0.8729075263821005	0.8938666642838634	0.8028513220090605	0.8753701536014583	0.8324752262918517	0.8807350352505964	0.7906212861776559	0.5780785074120076	0.8099559479238337
ZeeviD_2015__PNP_Main_25__bin.85	0.8277336196479839	0.8353247881816207	0.5149983032984238	0.8483076972797116	0.7921118638042384	0.6389679386242892	0.7947009047279622	0.8731495628973558	0.8915412693482332	0.8567202848304106	0.6813935575612743	0.7873449403281727	0.5569131163111374	0.578153306413532	0.8644918962300907	0.7701741408316172	0.6963119632722461	0.8929399259914932	0.8044627740083272	1.0	0.8882708546169135	0.8022795051017751	0.7757481197135178	0.9044649285500114	0.8746263216766644	0.7288895312615021	0.5794963040632861	0.7240884942087715	0.8056603400944048	0.8215824031398854	0.8528726324728931	0.8859654950149292	0.8640116129796773	0.9089176480304795	0.8704833175632852	0.9054407563877672	0.8309869775909711	0.8784353718290083	0.8157292315647539	0.9066131861541971	0.800369144808542	0.5850918283620277	0.8310004434764966
FengQ_2015__SID530867__bin.63	0.8261316811556229	0.8624638128283258	0.5278268256296039	0.8717699911671604	0.8277038420739	0.6482374470135281	0.8028104489533718	0.8943076786536893	0.9251499258295051	0.8933111314909749	0.7005236310155231	0.802096214557703	0.5610940887594721	0.5972656233491254	0.8570440838992973	0.7817840645431223	0.7122725755123258	0.9047262031045952	0.8264452680914728	0.8363456556375914	1.0	0.8251258362670475	0.767152825029478	0.9176491968032728	0.9183160973218323	0.752718528254521	0.581407084021858	0.7221433793852513	0.8336594581116319	0.8567609258844462	0.8738290148214203	0.9071005041903161	0.8938596973167608	0.9051496722551634	0.9087876188101447	0.9226953262022595	0.8384342629650449	0.9179450335352067	0.8505830096738611	0.9238118985533584	0.8253227790057349	0.5933859359217639	0.8317711745140882
ZeeviD_2015__PNP_Main_438__bin.40	0.6145140062102356	0.652786725690633	0.47599616768188996	0.6685577101208038	0.6127817210039236	0.593535106080003	0.5919936072731093	0.6580914171005444	0.7007916253065717	0.6605896129248108	0.5459574020975444	0.5964549674971865	0.4344061151188544	0.4554776434285145	0.6417784886952145	0.609269453991445	0.6342541772543902	0.6907912382037322	0.6276437050165763	0.6177608312756974	0.6747990521510475	1.0	0.5805222293805525	0.6834321367247228	0.7014372575422841	0.6924716792797675	0.5191844019675884	0.5350272769250762	0.6328329568297383	0.64580919701046	0.659729691617288	0.675528326250273	0.6775129195572649	0.6780880437758011	0.6776096952671148	0.7078880498588457	0.6200779182715306	0.6779484102515893	0.6409399962948729	0.6913912476048012	0.6202638658854563	0.44673119302330083	0.6230717439812421
XieH_2016__YSZC12003_37255__bin.30	0.7438003039390954	0.7391020481096586	0.4667604198792319	0.7592120262978621	0.7129562415327878	0.5797771399657574	0.6874444288857257	0.7927913687482228	0.7985866574345238	0.7639506584344817	0.6349732700255746	0.7086918162379763	0.4840354658609732	0.5595924226557473	0.769766564809557	0.674403740736	0.6183674398586313	0.7891532057499298	0.723732420198806	0.7423450387397781	0.7796982773061959	0.7214550246596149	1.0	0.7800169924118314	0.7805745290791023	0.6567893619598488	0.5373665541570845	0.6474443945229109	0.7186836636602068	0.7440588841191393	0.7693920101301577	0.799251577897494	0.7714357385299073	0.8001879645959921	0.7706797566081841	0.7824782290092599	0.7496840768730526	0.790909145577205	0.7410770508801605	0.787211706723686	0.7116221052550192	0.5632400354280619	0.7690973489947588
BritoIL_2016__M1.1.ST__bin.103	0.7842835567079609	0.8286036406120153	0.49593805943570746	0.8364350525854825	0.7676607735180188	0.6119185897954995	0.7477870227033113	0.8275053088655105	0.8811293712149028	0.8881179688488902	0.6649883759234989	0.7595439682560897	0.538832749312265	0.5685309478752352	0.7979698552356302	0.7482909816507054	0.6697645859163522	0.8822387098650947	0.7833259560871715	0.7921094652295843	0.8535515740265377	0.7773098970146918	0.7138590282948183	1.0	0.8759867885707457	0.7087093697840052	0.5453260362803269	0.6755589345002747	0.80522497718033	0.8055158739206355	0.8481338187901998	0.8379492880498832	0.844172905877608	0.8617383517476211	0.8566366518885882	0.8976570233086909	0.7771054830890719	0.8478523565387691	0.797414006599425	0.8845360079061018	0.7755377855210472	0.5540057660451173	0.7769954140521995
BritoIL_2016__W2.39.ST__bin.75	0.8237005076776351	0.8666836031368564	0.5299929616472244	0.8842628262526394	0.8185562630927938	0.6476767188781949	0.7930507719282172	0.8812059322069192	0.9273408770037441	0.8913878049085223	0.7014414046719669	0.7883254967452825	0.5721805983016329	0.6254871664591255	0.8401036178799149	0.793350630744691	0.7089595315538934	0.9174788537063799	0.8291929216660489	0.8115087479645001	0.9049455881189273	0.8452103801126969	0.75683282454511	0.928057206398654	1.0	0.7538600575562339	0.576474409965308	0.7079425104013527	0.8402960272871524	0.857486266882676	0.8844435744836806	0.8923165342984345	0.8936117577973705	0.8909571743304195	0.9128668585207798	0.9977885412285048	0.8293903287202276	0.9052562751704406	0.8533740363911991	0.9311749051488257	0.8263134440867426	0.5819626592479374	0.8248374723567654
ZeeviD_2015__PNP_Validation_18__bin.12	0.6254128289012915	0.6657906860196912	0.49687401753725186	0.6867410718454581	0.6310780398370163	0.6312850379288985	0.6091027799999377	0.6747126150551425	0.7056300368238712	0.6768386255326699	0.5728236407384696	0.6210238468027355	0.44184365262918707	0.45991785444143196	0.6589441852212701	0.6322818971608577	0.6612001531474604	0.6996800089647294	0.6416388334645877	0.631833660691218	0.6930000404657924	0.7795579267818178	0.5949522036736714	0.7014807367264418	0.7043055603111508	1.0	0.5527728406052438	0.5610714408001022	0.6464589318898459	0.6556664560370293	0.6768720876302299	0.6850352830582178	0.6995344877497596	0.6879939550331664	0.6952552302036674	0.7098127990188602	0.639976623223007	0.6972543959857934	0.6637565017633746	0.7035227028659119	0.6379922430188726	0.4558813916497281	0.6487032269913061
XieH_2016__YSZC12003_37315__bin.109	0.7923793421169559	0.7724980940754981	0.5649990411913548	0.8100705308993625	0.7262379155032342	0.780306538139537	0.7318340840103458	0.8063639169905569	0.8125727876075153	0.7872134682213398	0.6941236722838822	0.7475082668013676	0.48962732744952225	0.5425453797116091	0.815664360848803	0.7545765573624811	0.7417869854588484	0.8208512817634596	0.7568706824378996	0.754788196831722	0.8042931241727352	0.8782161014372775	0.7314084665141927	0.8110305088233781	0.8092520357144527	0.8305773431178587	1.0	0.6861807611537508	0.7463319722927687	0.7522169526722698	0.7878904806671437	0.8202596266726534	0.8004321654576323	0.8214476139696081	0.7982093663911846	0.8174323104482079	0.7726875172468628	0.8183794263050321	0.7566251338824266	0.8131667812559926	0.7401593493197136	0.5923028712811086	0.777697877057346
WenC_2017__N277__bin.7	0.8609976379630028	0.8655212903374744	0.5567418789894133	0.8551455365265779	0.8263803120910901	0.6979257936328884	0.8216363008674793	0.8866442600192448	0.9101691411566321	0.8805466158652077	0.712552374576465	0.837203079567383	0.5568583543811012	0.6076101453214143	0.8879338839506354	0.7822361386413932	0.7277235566757714	0.9118648549671508	0.8565778690459827	0.846367909035867	0.8965005965428845	0.8121734622887309	0.7908332817413806	0.901648598989917	0.891856271465313	0.7565622340609722	0.6157886066080372	1.0	0.84055987936927	0.8418914764147826	0.8760303087857073	0.9039571202666131	0.9037430573845924	0.9047619547298977	0.8849191650288408	0.9021249938351988	0.8599745433062852	0.9021501777036719	0.8693313997718761	0.8903431407012239	0.8166803254175538	0.5854095159345681	0.8594456820683511
BritoIL_2016__M2.36.ST__bin.40	0.7955851087099173	0.8867771993525526	0.5283520713941993	0.86574390830745	0.784222406929437	0.62844743864561	0.7650509646091256	0.831988275952579	0.8849450982107704	0.8681508377444332	0.698038409379238	0.7756358545868149	0.5559490791373202	0.5843133995362877	0.816523032503609	0.7826335360251979	0.691080974670808	0.883581958965834	0.798041034165974	0.785201452381994	0.8629336366420228	0.8009834200971171	0.7319506540093617	0.8960925674788923	0.8826545343190866	0.72682357058489	0.5584531256835382	0.7008583052626974	1.0	0.815811715298132	0.9067544512008399	0.8523496215932456	0.8649258497747058	0.850069556848506	0.85965877772431	0.8816483660702568	0.7954774924537381	0.872468611925281	0.8178887965352815	0.8689059013955115	0.7931108097467081	0.5593044315149395	0.7969771206089505
LiJ_2014__O2.UC28-0__bin.26	0.7681505614665822	0.7966880673676638	0.49145290249956086	0.8140853302649097	0.7669183073824508	0.6148931227733044	0.7393416266253474	0.8289373223951356	0.8554074722888537	0.8363758075219121	0.6429968419326074	0.7319505999328921	0.5222917261631688	0.5869276158964107	0.790023071459913	0.7260540976195016	0.6648152326587298	0.8477433514480235	0.7591675957140871	0.7619842954212601	0.8439450114940998	0.777865386232558	0.721135905136418	0.8530520352591188	0.8571392888395248	0.7015147566589596	0.5356283788115576	0.6680107672363621	0.7763467163342772	1.0	0.8143026399378545	0.8429825211418999	0.8248875359997203	0.842276472855857	0.8397878191683784	0.8542593112199232	0.7858001034094305	0.8360194529624471	0.7886043140549401	0.8475685045847346	0.7654287786280516	0.5434148924566901	0.7788778328314118
