	ZeeviD_2015__PNP_Main_107__bin.35	BritoIL_2016__M1.52.ST__bin.86	RampelliS_2015__H11__bin.13	BritoIL_2016__W1.2.ST__bin.60	LeChatelierE_2013__MH0454__bin.26	ZeeviD_2015__PNP_Main_133__bin.40	ZeeviD_2015__PNP_Main_93__bin.29	ZellerG_2014__CCIS90164298ST-4-0__bin.73	ZeeviD_2015__PNP_Main_310__bin.41	HMP_2012__SRS011529__bin.49	CM_madagascar__A07_01_1FE__bin.9	LiJ_2014__MH0340__bin.28	ZeeviD_2015__PNP_Validation_93__bin.6	BritoIL_2016__W2.61.ST__bin.7	KarlssonFH_2013__S60__bin.4	NielsenHB_2014__MH0115__bin.39	RampelliS_2015__H10__bin.44	ZeeviD_2015__PNP_Main_137__bin.17	ZeeviD_2015__PNP_Main_325__bin.40	ZeeviD_2015__PNP_Main_25__bin.85	FengQ_2015__SID530867__bin.63	ZeeviD_2015__PNP_Main_438__bin.40	XieH_2016__YSZC12003_37255__bin.30	BritoIL_2016__M1.1.ST__bin.103	BritoIL_2016__W2.39.ST__bin.75	ZeeviD_2015__PNP_Validation_18__bin.12	XieH_2016__YSZC12003_37315__bin.109	WenC_2017__N277__bin.7	BritoIL_2016__M2.36.ST__bin.40	LiJ_2014__O2.UC28-0__bin.26	BritoIL_2016__M2.46.ST__bin.6	LiJ_2014__V1.FI26__bin.8	QinN_2014__HD-60__bin.82	NielsenHB_2014__V1_CD22_0__bin.3	CosteaPI_2017__SID713A084-11-90-0__bin.44	BritoIL_2016__M1.44.ST__bin.14	CosteaPI_2017__SID713B040-11-90-0__bin.4	RaymondF_2016__P19E0__bin.81	LeChatelierE_2013__MH0177__bin.3	CosteaPI_2017__SID713A063-11-90-0__bin.85	CosteaPI_2017__SID713A084-11-0-0__bin.26	XieH_2016__YSZC12003_37797__bin.39	KarlssonFH_2013__S378__bin.20
CM_madagascar__A07_01_1FE__bin.9	11580.0	11686.0	20665.0	12258.0	11770.0	18118.0	10717.0	12364.0	13302.0	12202.0	0.0	11722.0	6842.0	9573.0	11698.0	10293.0	27026.0	13348.0	12875.0	11304.0	12489.0	21297.0	11655.0	13006.0	12792.0	20522.0	18274.0	9677.0	11174.0	12026.0	11514.0	12831.0	12339.0	12680.0	12735.0	12736.0	12178.0	13249.0	12438.0	12808.0	11636.0	9610.0	11829.0
LiJ_2014__MH0340__bin.28	8888.0	10207.0	22340.0	10605.0	8809.0	21773.0	9097.0	9470.0	10275.0	9321.0	11722.0	0.0	5394.0	6418.0	10291.0	14140.0	30593.0	10346.0	9573.0	9259.0	9713.0	22970.0	8435.0	8756.0	8613.0	21723.0	19499.0	9782.0	9338.0	9124.0	9854.0	9673.0	10788.0	9802.0	9165.0	9654.0	8751.0	9681.0	10103.0	9228.0	8624.0	6375.0	9401.0
ZeeviD_2015__PNP_Validation_93__bin.6	4742.0	6529.0	14583.0	6658.0	5177.0	15555.0	4351.0	4618.0	5319.0	5590.0	6842.0	5394.0	0.0	3437.0	5941.0	9268.0	20263.0	5912.0	5621.0	4782.0	5315.0	16737.0	4476.0	5867.0	5400.0	14802.0	12799.0	5307.0	6593.0	4789.0	6940.0	5293.0	6650.0	5447.0	4887.0	6372.0	4210.0	4983.0	5464.0	5198.0	4690.0	3104.0	4450.0
BritoIL_2016__W2.61.ST__bin.7	5712.0	7035.0	16023.0	7191.0	5233.0	14806.0	5128.0	6027.0	7023.0	7212.0	9573.0	6418.0	3437.0	0.0	7279.0	10281.0	21075.0	6260.0	5690.0	5528.0	6647.0	16495.0	4905.0	6425.0	4115.0	15305.0	13412.0	6034.0	7747.0	6125.0	7645.0	5667.0	7465.0	6866.0	6497.0	5587.0	5274.0	5888.0	6154.0	5171.0	6293.0	4991.0	6229.0
KarlssonFH_2013__S60__bin.4	10667.0	11189.0	23216.0	10786.0	10438.0	23230.0	10038.0	11166.0	11518.0	10656.0	11698.0	10291.0	5941.0	7279.0	0.0	14437.0	31999.0	11153.0	10452.0	12560.0	10818.0	24856.0	10236.0	11236.0	10842.0	23828.0	21404.0	6733.0	11136.0	9705.0	12149.0	12097.0	9466.0	11441.0	10379.0	9646.0	10519.0	11223.0	10181.0	11341.0	9491.0	8172.0	11532.0
NielsenHB_2014__MH0115__bin.39	13981.0	14753.0	21263.0	14962.0	14185.0	20882.0	13233.0	15115.0	15130.0	14757.0	10293.0	14140.0	9268.0	10281.0	14437.0	0.0	29427.0	14623.0	14225.0	13631.0	15235.0	24093.0	12688.0	15468.0	15254.0	21808.0	20530.0	11327.0	13576.0	14406.0	14253.0	15704.0	15087.0	16314.0	14525.0	15457.0	13862.0	15737.0	14565.0	14866.0	13590.0	10561.0	14033.0
RampelliS_2015__H10__bin.44	30223.0	32068.0	1067.0	32122.0	31393.0	19655.0	29560.0	31694.0	33884.0	32418.0	27026.0	30593.0	20263.0	21075.0	31999.0	29427.0	0.0	32869.0	29599.0	30918.0	33065.0	26256.0	28176.0	33692.0	33063.0	21990.0	16472.0	26424.0	30756.0	31294.0	32704.0	32683.0	32372.0	32234.0	33341.0	33731.0	30770.0	33245.0	32078.0	33556.0	30884.0	19482.0	31206.0
ZeeviD_2015__PNP_Main_137__bin.17	8747.0	11653.0	23617.0	12212.0	8644.0	24748.0	6915.0	10076.0	12714.0	8350.0	13348.0	10346.0	5912.0	6260.0	11153.0	14623.0	32869.0	0.0	10090.0	10438.0	10781.0	26348.0	8626.0	12002.0	10189.0	24001.0	21606.0	11144.0	11909.0	10532.0	11777.0	9843.0	11313.0	11336.0	9279.0	13008.0	9164.0	10348.0	9990.0	11412.0	8617.0	6131.0	9581.0
ZeeviD_2015__PNP_Main_325__bin.40	6935.0	10657.0	22554.0	11121.0	8594.0	22587.0	7766.0	9486.0	8198.0	9132.0	12875.0	9573.0	5621.0	5690.0	10452.0	14225.0	29599.0	10090.0	0.0	7795.0	9225.0	24759.0	7994.0	9531.0	9313.0	22071.0	18925.0	10037.0	10612.0	7868.0	11290.0	9221.0	10964.0	9666.0	8927.0	10712.0	8868.0	9738.0	8945.0	8965.0	7880.0	6845.0	8775.0
ZeeviD_2015__PNP_Main_25__bin.85	7094.0	10324.0	22321.0	11004.0	7962.0	22373.0	6406.0	7939.0	9010.0	9022.0	11304.0	9259.0	4782.0	5528.0	12560.0	13631.0	30918.0	10438.0	7795.0	0.0	9231.0	24479.0	6910.0	8265.0	8190.0	22284.0	19628.0	8865.0	9782.0	7638.0	10568.0	8125.0	10540.0	8766.0	8177.0	9554.0	7563.0	8631.0	8332.0	8385.0	7632.0	5786.0	7665.0
FengQ_2015__SID530867__bin.63	8680.0	11635.0	23779.0	11243.0	9705.0	23847.0	9208.0	9203.0	10621.0	10629.0	12489.0	9713.0	5315.0	6647.0	10818.0	15235.0	33065.0	10781.0	9225.0	9231.0	0.0	26175.0	8135.0	10074.0	9123.0	23525.0	21139.0	9705.0	10738.0	8089.0	11288.0	9506.0	11566.0	9912.0	9385.0	10945.0	8986.0	10367.0	9832.0	9752.0	8714.0	6434.0	8965.0
ZeeviD_2015__PNP_Main_438__bin.40	23830.0	25550.0	19801.0	25742.0	24084.0	12328.0	23531.0	25950.0	27708.0	25685.0	21297.0	22970.0	16737.0	16495.0	24856.0	24093.0	26256.0	26348.0	24759.0	24479.0	26175.0	0.0	21769.0	26576.0	26686.0	13361.0	9440.0	21193.0	25201.0	25377.0	26493.0	26290.0	25743.0	25854.0	26275.0	27322.0	24303.0	25687.0	24751.0	26269.0	23645.0	15004.0	24624.0
XieH_2016__YSZC12003_37255__bin.30	7724.0	9503.0	20778.0	9533.0	7183.0	20662.0	6064.0	7303.0	7899.0	8869.0	11655.0	8435.0	4476.0	4905.0	10236.0	12688.0	28176.0	8626.0	7994.0	6910.0	8135.0	21769.0	0.0	7873.0	7232.0	19578.0	18335.0	8537.0	9300.0	7230.0	9797.0	7422.0	9334.0	8010.0	8369.0	8642.0	7789.0	7998.0	7506.0	8007.0	7813.0	5797.0	8292.0
BritoIL_2016__M1.1.ST__bin.103	8223.0	10872.0	24027.0	11490.0	8628.0	23817.0	7683.0	9389.0	11619.0	7070.0	13006.0	8756.0	5867.0	6425.0	11236.0	15468.0	33692.0	12002.0	9531.0	8265.0	10074.0	26576.0	7873.0	0.0	9196.0	24816.0	21181.0	9506.0	10252.0	9386.0	11027.0	9512.0	12023.0	10737.0	9884.0	10707.0	9037.0	9955.0	9103.0	10355.0	8519.0	7054.0	8948.0
BritoIL_2016__W2.39.ST__bin.75	8138.0	11478.0	24037.0	10713.0	7297.0	23153.0	6545.0	8540.0	10128.0	10384.0	12792.0	8613.0	5400.0	4115.0	10842.0	15254.0	33063.0	10189.0	9313.0	8190.0	9123.0	26686.0	7232.0	9196.0	0.0	23488.0	20381.0	8984.0	10871.0	9150.0	11469.0	9264.0	11737.0	10015.0	9495.0	5998.0	8111.0	8786.0	9282.0	7055.0	8299.0	6260.0	9000.0
ZeeviD_2015__PNP_Validation_18__bin.12	21877.0	23060.0	16979.0	23334.0	21958.0	11333.0	22137.0	23183.0	23888.0	23902.0	20522.0	21723.0	14802.0	15305.0	23828.0	21808.0	21990.0	24001.0	22071.0	22284.0	23525.0	13361.0	19578.0	24816.0	23488.0	0.0	9113.0	19503.0	22648.0	22654.0	23772.0	23426.0	22827.0	22769.0	23769.0	23707.0	21722.0	23120.0	22291.0	23667.0	21533.0	13516.0	22177.0
XieH_2016__YSZC12003_37315__bin.109	20021.0	20340.0	13195.0	20525.0	18912.0	8095.0	19529.0	20329.0	20558.0	20381.0	18274.0	19499.0	12799.0	13412.0	21404.0	20530.0	16472.0	21606.0	18925.0	19628.0	21139.0	9440.0	18335.0	21181.0	20381.0	9113.0	0.0	17974.0	20254.0	19979.0	21032.0	21045.0	19911.0	20388.0	20647.0	20723.0	19970.0	20589.0	19250.0	20933.0	19116.0	12976.0	20360.0
WenC_2017__N277__bin.7	9608.0	9633.0	19588.0	9893.0	8592.0	20263.0	8581.0	9288.0	10257.0	9602.0	9677.0	9782.0	5307.0	6034.0	6733.0	11327.0	26424.0	11144.0	10037.0	8865.0	9705.0	21193.0	8537.0	9506.0	8984.0	19503.0	17974.0	0.0	9338.0	8579.0	9822.0	9619.0	7900.0	10026.0	9056.0	8678.0	9645.0	9635.0	9822.0	9528.0	8382.0	6487.0	8655.0
BritoIL_2016__M2.36.ST__bin.40	9772.0	2732.0	23282.0	10636.0	10457.0	22494.0	9204.0	10734.0	11544.0	10785.0	11174.0	9338.0	6593.0	7747.0	11136.0	13576.0	30756.0	11909.0	10612.0	9782.0	10738.0	25201.0	9300.0	10252.0	10871.0	22648.0	20254.0	9338.0	0.0	10641.0	625.0	11056.0	11215.0	11696.0	11479.0	11874.0	10466.0	10944.0	10622.0	10895.0	10755.0	8075.0	10485.0
LiJ_2014__O2.UC28-0__bin.26	7724.0	10498.0	22658.0	9689.0	8621.0	23009.0	8174.0	8512.0	9879.0	10252.0	12026.0	9124.0	4789.0	6125.0	9705.0	14406.0	31294.0	10532.0	7868.0	7638.0	8089.0	25377.0	7230.0	9386.0	9150.0	22654.0	19979.0	8579.0	10641.0	0.0	10798.0	8858.0	10130.0	8828.0	8770.0	10418.0	9085.0	9207.0	8222.0	8689.0	7892.0	5589.0	8520.0
BritoIL_2016__M2.46.ST__bin.6	10143.0	2132.0	23976.0	11007.0	10721.0	24016.0	9907.0	11504.0	12229.0	11014.0	11514.0	9854.0	6940.0	7645.0	12149.0	14253.0	32704.0	11777.0	11290.0	10568.0	11288.0	26493.0	9797.0	11027.0	11469.0	23772.0	21032.0	9822.0	625.0	10798.0	0.0	11542.0	11811.0	12338.0	12128.0	12519.0	10875.0	11429.0	11468.0	11338.0	10983.0	8707.0	11318.0
LiJ_2014__V1.FI26__bin.8	7912.0	11333.0	24175.0	10920.0	6858.0	24073.0	7487.0	6448.0	9734.0	10067.0	12831.0	9673.0	5293.0	5667.0	12097.0	15704.0	32683.0	9843.0	9221.0	8125.0	9506.0	26290.0	7422.0	9512.0	9264.0	23426.0	21045.0	9619.0	11056.0	8858.0	11542.0	0.0	10877.0	9654.0	9629.0	10152.0	8845.0	9875.0	8429.0	8874.0	8727.0	6092.0	8632.0
QinN_2014__HD-60__bin.82	9463.0	11679.0	23550.0	11146.0	10367.0	23330.0	9983.0	10838.0	11348.0	11980.0	12339.0	10788.0	6650.0	7465.0	9466.0	15087.0	32372.0	11313.0	10964.0	10540.0	11566.0	25743.0	9334.0	12023.0	11737.0	22827.0	19911.0	7900.0	11215.0	10130.0	11811.0	10877.0	0.0	10780.0	11127.0	11833.0	10760.0	12502.0	10797.0	11186.0	10277.0	7008.0	10557.0
NielsenHB_2014__V1_CD22_0__bin.3	7361.0	12145.0	23250.0	10705.0	8840.0	23250.0	8431.0	9947.0	11510.0	10419.0	12680.0	9802.0	5447.0	6866.0	11441.0	16314.0	32234.0	11336.0	9666.0	8766.0	9912.0	25854.0	8010.0	10737.0	10015.0	22769.0	20388.0	10026.0	11696.0	8828.0	12338.0	9654.0	10780.0	0.0	9534.0	11238.0	8853.0	11272.0	9517.0	9888.0	8314.0	2151.0	9564.0
CosteaPI_2017__SID713A084-11-90-0__bin.44	8362.0	11831.0	24225.0	10929.0	8509.0	23224.0	7897.0	9183.0	9700.0	9874.0	12735.0	9165.0	4887.0	6497.0	10379.0	14525.0	33341.0	9279.0	8927.0	8177.0	9385.0	26275.0	8369.0	9884.0	9495.0	23769.0	20647.0	9056.0	11479.0	8770.0	12128.0	9629.0	11127.0	9534.0	0.0	10156.0	8077.0	9474.0	9613.0	9845.0	529.0	5654.0	8564.0
BritoIL_2016__M1.44.ST__bin.14	8970.0	12012.0	24520.0	9940.0	9032.0	23194.0	7392.0	10790.0	11732.0	11141.0	12736.0	9654.0	6372.0	5587.0	9646.0	15457.0	33731.0	13008.0	10712.0	9554.0	10945.0	27322.0	8642.0	10707.0	5998.0	23707.0	20723.0	8678.0	11874.0	10418.0	12519.0	10152.0	11833.0	11238.0	10156.0	0.0	8757.0	10229.0	10358.0	9017.0	9381.0	6943.0	10076.0
CosteaPI_2017__SID713B040-11-90-0__bin.4	8039.0	10823.0	22448.0	10557.0	7674.0	22354.0	7062.0	8158.0	9826.0	9616.0	12178.0	8751.0	4210.0	5274.0	10519.0	13862.0	30770.0	9164.0	8868.0	7563.0	8986.0	24303.0	7789.0	9037.0	8111.0	21722.0	19970.0	9645.0	10466.0	9085.0	10875.0	8845.0	10760.0	8853.0	8077.0	8757.0	0.0	4967.0	8572.0	8926.0	7473.0	5734.0	8810.0
RaymondF_2016__P19E0__bin.81	8971.0	11287.0	24175.0	10994.0	9378.0	23626.0	7746.0	9192.0	10912.0	10490.0	13249.0	9681.0	4983.0	5888.0	11223.0	15737.0	33245.0	10348.0	9738.0	8631.0	10367.0	25687.0	7998.0	9955.0	8786.0	23120.0	20589.0	9635.0	10944.0	9207.0	11429.0	9875.0	12502.0	11272.0	9474.0	10229.0	4967.0	0.0	9603.0	10277.0	8734.0	6960.0	9593.0
LeChatelierE_2013__MH0177__bin.3	8567.0	11295.0	22995.0	9823.0	9072.0	22269.0	7846.0	8557.0	9227.0	9749.0	12438.0	10103.0	5464.0	6154.0	10181.0	14565.0	32078.0	9990.0	8945.0	8332.0	9832.0	24751.0	7506.0	9103.0	9282.0	22291.0	19250.0	9822.0	10622.0	8222.0	11468.0	8429.0	10797.0	9517.0	9613.0	10358.0	8572.0	9603.0	0.0	9060.0	8675.0	5639.0	9289.0
CosteaPI_2017__SID713A063-11-90-0__bin.85	12391.0	11499.0	24220.0	11427.0	8300.0	23215.0	8062.0	9655.0	11391.0	10975.0	12808.0	9228.0	5198.0	5171.0	11341.0	14866.0	33556.0	11412.0	8965.0	8385.0	9752.0	26269.0	8007.0	10355.0	7055.0	23667.0	20933.0	9528.0	10895.0	8689.0	11338.0	8874.0	11186.0	9888.0	9845.0	9017.0	8926.0	10277.0	9060.0	0.0	8660.0	6564.0	9022.0
CosteaPI_2017__SID713A084-11-0-0__bin.26	7615.0	11024.0	23016.0	10160.0	7538.0	21382.0	7332.0	8441.0	8885.0	8931.0	11636.0	8624.0	4690.0	6293.0	9491.0	13590.0	30884.0	8617.0	7880.0	7632.0	8714.0	23645.0	7813.0	8519.0	8299.0	21533.0	19116.0	8382.0	10755.0	7892.0	10983.0	8727.0	10277.0	8314.0	529.0	9381.0	7473.0	8734.0	8675.0	8660.0	0.0	5061.0	7663.0
XieH_2016__YSZC12003_37797__bin.39	5611.0	8364.0	14255.0	6842.0	5481.0	14039.0	5506.0	6686.0	7395.0	6829.0	9610.0	6375.0	3104.0	4991.0	8172.0	10561.0	19482.0	6131.0	6845.0	5786.0	6434.0	15004.0	5797.0	7054.0	6260.0	13516.0	12976.0	6487.0	8075.0	5589.0	8707.0	6092.0	7008.0	2151.0	5654.0	6943.0	5734.0	6960.0	5639.0	6564.0	5061.0	0.0	6908.0
KarlssonFH_2013__S378__bin.20	7979.0	11270.0	22327.0	10626.0	8560.0	23108.0	7411.0	9259.0	9270.0	9398.0	11829.0	9401.0	4450.0	6229.0	11532.0	14033.0	31206.0	9581.0	8775.0	7665.0	8965.0	24624.0	8292.0	8948.0	9000.0	22177.0	20360.0	8655.0	10485.0	8520.0	11318.0	8632.0	10557.0	9564.0	8564.0	10076.0	8810.0	9593.0	9289.0	9022.0	7663.0	6908.0	0.0
