	XieH_2016__YSZC12003_35387__bin.21	NielsenHB_2014__V1_UC50_1__bin.32	ZeeviD_2015__PNP_Main_123__bin.25	ZellerG_2014__CCIS81710917ST-20-0__bin.55	YuJ_2015__SZAXPI015225-18__bin.48	LiJ_2014__MH0382__bin.26	RaymondF_2016__P21E90__bin.27	VogtmannE_2016__MMRS80093644ST-27-0-0__bin.27	ZellerG_2014__CCIS87167916ST-4-0__bin.6	KarlssonFH_2013__S347__bin.32	LouisS_2016__AS60_6__bin.21	Obregon-TitoAJ_2015__NO22__bin.52	VogtmannE_2016__MMRS15137911ST-27-0-0__bin.27	LouisS_2016__AS50_6__bin.15	LiJ_2014__MH0348__bin.42	LiJ_2014__V1.FI26__bin.52	LiJ_2014__MH0343__bin.58	VogtmannE_2016__MMRS55294627ST-27-0-0__bin.38	NielsenHB_2014__V1_UC26_4__bin.30	YuJ_2015__SZAXPI003413-4__bin.66	LeChatelierE_2013__MH0433__bin.72	KarlssonFH_2013__S144__bin.55	XieH_2016__YSZC12003_37199__bin.48	ZellerG_2014__CCMD25511638ST-21-0__bin.43	XieH_2016__YSZC12003_37297R1__bin.8	ZellerG_2014__CCIS90166425ST-4-0__bin.57	ZellerG_2014__CCIS33816588ST-4-0__bin.26	YuJ_2015__SZAXPI017584-108__bin.17	ZellerG_2014__CCIS17669415ST-4-0__bin.25	ZellerG_2014__CCMD12232071ST-21-0__bin.2	GeversD_2014__SKBSTL024__bin.11	XieH_2016__YSZC12003_36699__bin.14
LouisS_2016__AS60_6__bin.21	0.9893326167165662	0.9896247717871745	0.9894297318205965	0.9892418721309924	0.9901024388786046	0.9893030575917993	0.9890657562991115	0.9888390107326178	0.9895324569675952	0.9899107070270743	1.0	0.9899135169850884	0.9892499755822523	0.9895099540223318	0.9884362516179367	0.9882534041854409	0.9874163230839308	0.986756155121334	0.9903040880331171	0.9878322647625164	0.9917632018163971	0.9875759371144404	0.9884205663097995	0.989287060332083	0.9899647830059523	0.9877737696710654	0.9878263767371724	0.9888197267989988	0.989909282836504	0.9880424742081744	0.9893551660348342	0.9885580453068349
Obregon-TitoAJ_2015__NO22__bin.52	0.9895874188925178	0.989875059297123	0.9901280553981032	0.9893296888173974	0.9903234897330855	0.9895938747064327	0.9900296088650128	0.9896845323609915	0.9903838920732875	0.9903026592682479	0.9899135169850884	1.0	0.9903715690888425	0.9891776485312523	0.9898442610891452	0.989091034730237	0.9865673369399183	0.9877030231558154	0.9892691144377657	0.9880030018679706	0.991953980518596	0.9885635834968495	0.9892705141752952	0.989465216366468	0.9907071212111245	0.9878086857530219	0.9882644083231752	0.9898024489964602	0.9900638184069578	0.9881614973956344	0.9902952881148717	0.9887545014126558
VogtmannE_2016__MMRS15137911ST-27-0-0__bin.27	0.989846115235312	0.9899168766656393	0.9897029456845922	0.9892774071699699	0.9898299569749354	0.9892264756730057	0.988928662426862	0.9878668378659771	0.989974747613778	0.9891876493601603	0.9892499755822523	0.9903715690888425	1.0	0.9887990165811601	0.9891565656496709	0.9888996518208182	0.9869223565181974	0.9868974019096959	0.9890722174552022	0.9875645997790646	0.9919153851165349	0.9880383185176984	0.9885775942920128	0.9882852178193634	0.9904995441504089	0.9879962965595377	0.9877700497745793	0.9891675913611541	0.9897358981672706	0.9879056657319178	0.9896040702217301	0.9881091145736435
LouisS_2016__AS50_6__bin.15	0.9893422267389017	0.988991679541351	0.9892486223242454	0.9892797769690876	0.9907454451123878	0.988734998729235	0.9891552405332729	0.9891532639545885	0.989144619291557	0.9893373919968588	0.9895099540223318	0.9891776485312523	0.9887990165811601	1.0	0.9890310812585457	0.9883452909620299	0.9873075604998155	0.9870421019593777	0.989067634580504	0.9882114162253478	0.9909727227826589	0.9880931253426568	0.9888200298144606	0.9891538598460387	0.9894808320900336	0.9880061530687034	0.9874591528079787	0.9899668691994621	0.9897481327679442	0.9879605307305763	0.9890085378159736	0.9885538093053277
LiJ_2014__MH0348__bin.42	0.9899002459054423	0.989033081035015	0.9897602604177943	0.988138270773367	0.9888254541531996	0.98841018403776	0.9878521375359964	0.9882330015660993	0.9891943989277302	0.989020537648738	0.9884362516179367	0.9898442610891452	0.9891565656496709	0.9890310812585457	1.0	0.9879709623408565	0.987736133587155	0.986410919623412	0.9881930418862674	0.9875764472053368	0.9909580181158822	0.9876306955311851	0.9873090131571752	0.9888770882165407	0.9897932207329683	0.9882880385201404	0.9874280044238678	0.9876390036405485	0.9888272627706479	0.988218562076301	0.9888182038932785	0.9876081223408416
LiJ_2014__V1.FI26__bin.52	0.9884550268687057	0.9893702209735256	0.9886598904028916	0.9887268342067277	0.9885808419804684	0.9888265388523089	0.9883482653597362	0.9887289826071833	0.9891791185553953	0.9886072763328503	0.9882534041854409	0.989091034730237	0.9888996518208182	0.9883452909620299	0.9879709623408565	1.0	0.9869360257062623	0.9852613255455971	0.9881612727037746	0.9870929003717799	0.9904496957788235	0.987190450728418	0.988125456638531	0.9889053030326453	0.9890220859322642	0.9869968027525987	0.9871701459663043	0.9878861888600978	0.9901857181597894	0.9871757945959095	0.9886558340379695	0.987614915814482
LiJ_2014__MH0343__bin.58	0.9872414927927335	0.9875057822750671	0.9883205210739576	0.9872756033631707	0.9879154291183965	0.9867039577822017	0.9873192670992462	0.986466020373821	0.9870799132918905	0.98789000549427	0.9874163230839308	0.9865673369399183	0.9869223565181974	0.9873075604998155	0.987736133587155	0.9869360257062623	1.0	0.9836611353632237	0.986881151815955	0.9884563903087579	0.989645857626619	0.9910574553083278	0.9865391120102622	0.9867712022221831	0.9885820314553839	0.9977885120714036	0.9857091878135876	0.9870415760297282	0.9871954659830808	0.9903893821475702	0.986761547334269	0.9867756570329359
VogtmannE_2016__MMRS55294627ST-27-0-0__bin.38	0.9869286043838117	0.986689702223917	0.9857012220467204	0.9869659108437452	0.9867302956307046	0.98612621591782	0.9862449741591233	0.9872577999063546	0.9875617721995178	0.9859937648218711	0.986756155121334	0.9877030231558154	0.9868974019096959	0.9870421019593777	0.986410919623412	0.9852613255455971	0.9836611353632237	1.0	0.9868434838158162	0.9842882529992352	0.9875669836697519	0.9851815776657497	0.9867209773835239	0.9874736497510348	0.9869133449790906	0.9845004233479433	0.984866921437278	0.9858194513189604	0.9868119958892592	0.9846017727848306	0.9876601053507069	0.9867237934214571
NielsenHB_2014__V1_UC26_4__bin.30	0.9886890999089152	0.9888409495711943	0.9893292306580639	0.9888035081398564	0.9890075971045373	0.9893412484562704	0.9889383898168913	0.9890283694035034	0.9890491109467694	0.9892765358074601	0.9903040880331171	0.9892691144377657	0.9890722174552022	0.989067634580504	0.9881930418862674	0.9881612727037746	0.986881151815955	0.9868434838158162	1.0	0.9873152385434544	0.9910953676888576	0.9877229080932785	0.9884592528530716	0.9883972186203012	0.98919158586871	0.9875618813482565	0.9874588487309925	0.9883909024677089	0.9891663257441687	0.987312245496234	0.9885608368250508	0.9880197713308972
YuJ_2015__SZAXPI003413-4__bin.66	0.9879090653996162	0.9876105843328484	0.9877100894587623	0.988078533286688	0.988649842912554	0.9871047383170203	0.9872613505828206	0.9867311452837589	0.987770151031186	0.9873201297947946	0.9878322647625164	0.9880030018679706	0.9875645997790646	0.9882114162253478	0.9875764472053368	0.9870929003717799	0.9884563903087579	0.9842882529992352	0.9873152385434544	1.0	0.989537141172848	0.9898940296239163	0.9869652029800184	0.9875748084264669	0.989378340690444	0.9895202642441618	0.9858274966881122	0.9881832224038255	0.9875709505190935	0.9895419920733131	0.9866239155948651	0.9870367220382715
LeChatelierE_2013__MH0433__bin.72	0.9912025489908399	0.9915312907536508	0.9914689442018118	0.9911202034408786	0.9911261818570621	0.9915727121679699	0.991311736880132	0.9914722080412468	0.991632505451955	0.9912434325744308	0.9917632018163971	0.991953980518596	0.9919153851165349	0.9909727227826589	0.9909580181158822	0.9904496957788235	0.989645857626619	0.9875669836697519	0.9910953676888576	0.989537141172848	1.0	0.9896263804302677	0.990993489348803	0.9913257753547315	0.9911001845928702	0.989381700715024	0.9901483303148553	0.9915354988544104	0.9918401814099006	0.9897641911627901	0.9915915820995816	0.9895424574769699
KarlssonFH_2013__S144__bin.55	0.9887611377704382	0.9880866166234169	0.9883371081859748	0.9880246712525335	0.9887016917925397	0.9878207887978883	0.9882319600961009	0.9878599338962594	0.9882778500543761	0.9878788101107329	0.9875759371144404	0.9885635834968495	0.9880383185176984	0.9880931253426568	0.9876306955311851	0.987190450728418	0.9910574553083278	0.9851815776657497	0.9877229080932785	0.9898940296239163	0.9896263804302677	1.0	0.9873534138477691	0.9876155080909893	0.9889811891331224	0.9913451350663054	0.9871452682811948	0.9872306536557502	0.9880978634671441	0.9991238919810348	0.9875491712641166	0.9870673024985724
XieH_2016__YSZC12003_37199__bin.48	0.9889002602871745	0.9891793064395408	0.9886956640342621	0.9888604704459164	0.989326650572654	0.9888492632873397	0.9884763607375506	0.988794922263951	0.9890108847667473	0.9886346193472476	0.9884205663097995	0.9892705141752952	0.9885775942920128	0.9888200298144606	0.9873090131571752	0.988125456638531	0.9865391120102622	0.9867209773835239	0.9884592528530716	0.9869652029800184	0.990993489348803	0.9873534138477691	1.0	0.9888243503576245	0.9901607634831769	0.9876222307587911	0.9871332509851944	0.9886187722997124	0.9895768884335692	0.9873711011245373	0.9883806528211821	0.9877380255681925
ZellerG_2014__CCMD25511638ST-21-0__bin.43	0.9899857171133515	0.9896485167090536	0.9893737281107686	0.9899426339558159	0.9899338604539663	0.9891150687592402	0.9884251932457158	0.9877846543990771	0.9895116628725215	0.9892897885007128	0.989287060332083	0.989465216366468	0.9882852178193634	0.9891538598460387	0.9888770882165407	0.9889053030326453	0.9867712022221831	0.9874736497510348	0.9883972186203012	0.9875748084264669	0.9913257753547315	0.9876155080909893	0.9888243503576245	1.0	0.9897626361181553	0.9881049186563283	0.9883271385467385	0.9890617845016028	0.9896678191080029	0.987364400328075	0.9891917488179424	0.9880384469497253
XieH_2016__YSZC12003_37297R1__bin.8	0.9900370849483455	0.9908556537494824	0.9897274967123237	0.9903801097735881	0.9903859934803756	0.9899010289262973	0.9904004541002582	0.9902829673815693	0.990475034312388	0.9902636654761575	0.9899647830059523	0.9907071212111245	0.9904995441504089	0.9894808320900336	0.9897932207329683	0.9890220859322642	0.9885820314553839	0.9869133449790906	0.98919158586871	0.989378340690444	0.9911001845928702	0.9889811891331224	0.9901607634831769	0.9897626361181553	1.0	0.9888187659595977	0.9888179098092951	0.9896035850412706	0.990655329769879	0.9887797106943015	0.9902651361248128	0.9890026990962577
ZellerG_2014__CCIS90166425ST-4-0__bin.57	0.9881593413130905	0.987943834283331	0.9886544116622301	0.9881469111906424	0.988668817525942	0.9871227039976014	0.9878020917269786	0.9872364695160387	0.9879142808673335	0.9881647648921448	0.9877737696710654	0.9878086857530219	0.9879962965595377	0.9880061530687034	0.9882880385201404	0.9869968027525987	0.9977885120714036	0.9845004233479433	0.9875618813482565	0.9895202642441618	0.989381700715024	0.9913451350663054	0.9876222307587911	0.9881049186563283	0.9888187659595977	1.0	0.9869409366447095	0.9882137860425468	0.9880741256685499	0.9910838167459652	0.987452419656109	0.9877619653363015
ZellerG_2014__CCIS33816588ST-4-0__bin.26	0.9884341311463413	0.988187511038463	0.9885024594249063	0.987291457544163	0.9887245349933804	0.9862110487186367	0.988140357855487	0.9857270482847709	0.9875068431199867	0.9878106407199777	0.9878263767371724	0.9882644083231752	0.9877700497745793	0.9874591528079787	0.9874280044238678	0.9871701459663043	0.9857091878135876	0.984866921437278	0.9874588487309925	0.9858274966881122	0.9901483303148553	0.9871452682811948	0.9871332509851944	0.9883271385467385	0.9888179098092951	0.9869409366447095	1.0	0.9879855010372176	0.9884097368327379	0.9860478650249074	0.9874500363952137	0.986949378973424
YuJ_2015__SZAXPI017584-108__bin.17	0.989193696703849	0.9898487356686227	0.9891665483081816	0.988616383466398	0.9913779882379897	0.98940301959554	0.9883657824316736	0.9891292047777591	0.989457953190596	0.9890788764300588	0.9888197267989988	0.9898024489964602	0.9891675913611541	0.9899668691994621	0.9876390036405485	0.9878861888600978	0.9870415760297282	0.9858194513189604	0.9883909024677089	0.9881832224038255	0.9915354988544104	0.9872306536557502	0.9886187722997124	0.9890617845016028	0.9896035850412706	0.9882137860425468	0.9879855010372176	1.0	0.989174487658685	0.98775352102122	0.9894725446590525	0.9867411352902907
ZellerG_2014__CCIS17669415ST-4-0__bin.25	0.9899024936858501	0.9897378690126517	0.9898765204461469	0.9895659659630199	0.988954822765711	0.9894925928565571	0.9896204562321491	0.9900740526238005	0.9902623084378239	0.98916494999878	0.989909282836504	0.9900638184069578	0.9897358981672706	0.9897481327679442	0.9888272627706479	0.9901857181597894	0.9871954659830808	0.9868119958892592	0.9891663257441687	0.9875709505190935	0.9918401814099006	0.9880978634671441	0.9895768884335692	0.9896678191080029	0.990655329769879	0.9880741256685499	0.9884097368327379	0.989174487658685	1.0	0.987570150262201	0.9901016829215765	0.9880526344135925
ZellerG_2014__CCMD12232071ST-21-0__bin.2	0.9886093178700635	0.9878755469876557	0.988331686527205	0.9878172250583553	0.9884072108794051	0.9876627799010033	0.987516169700855	0.9872257247201576	0.9880695082053593	0.9876831409374526	0.9880424742081744	0.9881614973956344	0.9879056657319178	0.9879605307305763	0.988218562076301	0.9871757945959095	0.9903893821475702	0.9846017727848306	0.987312245496234	0.9895419920733131	0.9897641911627901	0.9991238919810348	0.9873711011245373	0.987364400328075	0.9887797106943015	0.9910838167459652	0.9860478650249074	0.98775352102122	0.987570150262201	1.0	0.9873124163389275	0.9870986823643461
GeversD_2014__SKBSTL024__bin.11	0.9899829696004122	0.9894345922983155	0.9895049277927279	0.9886683664857278	0.9898489358158704	0.9890667373131539	0.9889216524517787	0.9893921067567005	0.9895215126374687	0.9898101845589937	0.9893551660348342	0.9902952881148717	0.9896040702217301	0.9890085378159736	0.9888182038932785	0.9886558340379695	0.986761547334269	0.9876601053507069	0.9885608368250508	0.9866239155948651	0.9915915820995816	0.9875491712641166	0.9883806528211821	0.9891917488179424	0.9902651361248128	0.987452419656109	0.9874500363952137	0.9894725446590525	0.9901016829215765	0.9873124163389275	1.0	0.9871604385410753
XieH_2016__YSZC12003_36699__bin.14	0.9889896660819206	0.9884037893851998	0.9884701140206618	0.9882928323431595	0.9879875464418053	0.9884406324139068	0.988029885618907	0.9879893533310613	0.9886665281193882	0.9874718381158042	0.9885580453068349	0.9887545014126558	0.9881091145736435	0.9885538093053277	0.9876081223408416	0.987614915814482	0.9867756570329359	0.9867237934214571	0.9880197713308972	0.9870367220382715	0.9895424574769699	0.9870673024985724	0.9877380255681925	0.9880384469497253	0.9890026990962577	0.9877619653363015	0.986949378973424	0.9867411352902907	0.9880526344135925	0.9870986823643461	0.9871604385410753	1.0
