	XieH_2016__YSZC12003_35387__bin.21	NielsenHB_2014__V1_UC50_1__bin.32	ZeeviD_2015__PNP_Main_123__bin.25	ZellerG_2014__CCIS81710917ST-20-0__bin.55	YuJ_2015__SZAXPI015225-18__bin.48	LiJ_2014__MH0382__bin.26	RaymondF_2016__P21E90__bin.27	VogtmannE_2016__MMRS80093644ST-27-0-0__bin.27	ZellerG_2014__CCIS87167916ST-4-0__bin.6	KarlssonFH_2013__S347__bin.32	LouisS_2016__AS60_6__bin.21	Obregon-TitoAJ_2015__NO22__bin.52	VogtmannE_2016__MMRS15137911ST-27-0-0__bin.27	LouisS_2016__AS50_6__bin.15	LiJ_2014__MH0348__bin.42	LiJ_2014__V1.FI26__bin.52	LiJ_2014__MH0343__bin.58	VogtmannE_2016__MMRS55294627ST-27-0-0__bin.38	NielsenHB_2014__V1_UC26_4__bin.30	YuJ_2015__SZAXPI003413-4__bin.66	LeChatelierE_2013__MH0433__bin.72	KarlssonFH_2013__S144__bin.55	XieH_2016__YSZC12003_37199__bin.48	ZellerG_2014__CCMD25511638ST-21-0__bin.43	XieH_2016__YSZC12003_37297R1__bin.8	ZellerG_2014__CCIS90166425ST-4-0__bin.57	ZellerG_2014__CCIS33816588ST-4-0__bin.26	YuJ_2015__SZAXPI017584-108__bin.17	ZellerG_2014__CCIS17669415ST-4-0__bin.25	ZellerG_2014__CCMD12232071ST-21-0__bin.2	GeversD_2014__SKBSTL024__bin.11	XieH_2016__YSZC12003_36699__bin.14
LouisS_2016__AS50_6__bin.15	0.8547577502723678	0.8760554125873319	0.72939351107011	0.8565718871846748	0.6840454469945139	0.8322824035314869	0.8336575366238421	0.8619602983906903	0.8682901976011842	0.6626327780450274	0.8709048466433933	0.852922178431763	0.8713718807541961	1.0	0.844411275266937	0.6527397342151333	0.6175324522753383	0.4537197226485163	0.7808839187335914	0.883494157127093	0.7129220053034959	0.8744069841591757	0.9006635346938742	0.8315202269464255	0.6703312149853233	0.860723255701794	0.6701436593627148	0.712788861421952	0.5438931683173622	0.8374985108907985	0.840731475172376	0.5240060891684772
LiJ_2014__MH0348__bin.42	0.8453505229921194	0.8607968086762925	0.7064492521919946	0.8230650638728321	0.6864642531250953	0.7853317341847333	0.8232611933468128	0.8198212012395383	0.8462598505533031	0.6498664932802872	0.8759582113467438	0.8477100199972819	0.8612746513947183	0.8116578566891839	1.0	0.658139591091839	0.6033881663796044	0.45905589214543063	0.7814638232251372	0.8457760645174839	0.7380768138113187	0.8361498714460448	0.8584301796902581	0.8252712232892458	0.6512346449442379	0.8262605875246598	0.6537367815668408	0.7052435512034624	0.5580561072935203	0.8080363952908323	0.7970503711997933	0.5153220703506518
LiJ_2014__V1.FI26__bin.52	0.9105126290270397	0.9178891641662715	0.7775222597958613	0.8716455185679273	0.7317428677796934	0.8513701574694966	0.8868467763738138	0.8723967451281075	0.9150770505825885	0.7180767492055613	0.9268617787449419	0.9039909188010512	0.9134039648807123	0.8772686377315173	0.9202198501092492	1.0	0.6586799907814086	0.5311831042720193	0.8429404647411038	0.9071044094118272	0.7958641543050379	0.8908765861074055	0.9163412828910921	0.8859747774020414	0.7243602386196932	0.8959817135056796	0.7190695205889263	0.7609963834756749	0.6270808310914724	0.8677547633082333	0.8608651958285873	0.5826554196896703
LiJ_2014__MH0343__bin.58	0.8175702413929562	0.8366386823954188	0.7112872437727638	0.7964027075082225	0.7650978250323504	0.7886206381547606	0.8000291071305929	0.7860511435177766	0.8558112331720994	0.6909487725403112	0.8247559961234099	0.8501898504416762	0.8294463867367419	0.8165809259992085	0.8300748609235136	0.6480691724962689	1.0	0.47090540618619187	0.7849004852278587	0.8996392678084947	0.7905921829366805	0.8981490263283263	0.8425903820011097	0.7931306081646047	0.6354130214618756	0.9303543765895819	0.6760267349539574	0.7842840027428292	0.5932109525662786	0.8570022271860599	0.7572786904189573	0.4820522380330993
VogtmannE_2016__MMRS55294627ST-27-0-0__bin.38	0.9234245836970468	0.9071612216959307	0.7729600638545845	0.8749334185575796	0.7523702993501651	0.854223608706229	0.8882656070876045	0.8783630584692389	0.9182848938433432	0.7354439054328867	0.9137883608483628	0.9221971001496194	0.9304778440809693	0.8750590289205936	0.9210777369146597	0.7622569479225795	0.6868215649143226	1.0	0.8461710304342779	0.9013569099214697	0.8154910967692697	0.8925554394852201	0.8991658835894036	0.889683096184148	0.7410923967570265	0.9003591820380361	0.741265707257894	0.7727000981032836	0.6297912800967995	0.8678968532219057	0.8496563205067662	0.5716050619386289
NielsenHB_2014__V1_UC26_4__bin.30	0.857405497851899	0.900878630505179	0.7340465076380897	0.8436188711210871	0.7100456784210564	0.8189005189754881	0.8331718981206796	0.8333957331064901	0.8795396951912562	0.6815587671830211	0.9303922339535782	0.8658098090656297	0.8641531621047815	0.8463656525437662	0.8811735565547462	0.6797917664467336	0.6433491075194258	0.4755322894253383	1.0	0.8754190762808186	0.7914005368465448	0.8557256185172741	0.8731959168209534	0.8381016291255334	0.6847715364104909	0.8524909572452838	0.6709862500089355	0.7400721811982186	0.5768513521241538	0.8381141388652593	0.818492612105139	0.5247612426818024
YuJ_2015__SZAXPI003413-4__bin.66	0.8068611617408424	0.8417153096616908	0.6986091564189527	0.7906482400079983	0.6695168000984395	0.7751686162317638	0.7938233009559406	0.7941782217812949	0.8439217405348038	0.6348487645063793	0.821029924093856	0.8342835059871259	0.8291581108829569	0.8241661475516999	0.820819201870352	0.6296160856424335	0.6346584223519368	0.4359715909527875	0.753451922263495	1.0	0.6932342016011813	0.8666012966338278	0.852100300702151	0.7955867537241692	0.6326869390674388	0.856255143083466	0.6381164970891109	0.6856078259465197	0.5229221942797376	0.8428442885817778	0.7838970537341671	0.4886575302432534
LeChatelierE_2013__MH0433__bin.72	0.8850839173941782	0.9133793726699568	0.7578950178542914	0.862235961405266	0.8019728460526517	0.8479297871278049	0.8628000413296071	0.8506691095298855	0.8973957898181842	0.7247215813221816	0.9415181116126803	0.8892435742595647	0.8881786941920532	0.8550240438449783	0.9209136216155822	0.710203320903141	0.7170498966018263	0.5071142788354345	0.8757115885548628	0.8912616060309586	1.0	0.8786827720301389	0.8921534554468319	0.8687285658280283	0.7071179371977834	0.8703377508882653	0.7008393964097623	0.8155621790590396	0.6218914425466552	0.8573653957482908	0.8374891176079451	0.5373145543991066
KarlssonFH_2013__S144__bin.55	0.8152410610478672	0.8217680815215026	0.698100530959146	0.799191826089119	0.6568629889145181	0.761414611324227	0.7913482880608801	0.7903340877015189	0.8347789898098121	0.6278801735875803	0.8329573149880939	0.8304560093508496	0.828777332893976	0.824286484789326	0.8200299519401147	0.6248698248580897	0.6402852817378654	0.4362646961906479	0.7442649106881951	0.8757351981149085	0.6906537356768486	1.0	0.8456025671315149	0.796142619108312	0.6313397237022899	0.8863967365286215	0.6449952903799404	0.6796770568449586	0.5275403970380687	0.8964804527452577	0.7707662380860602	0.49706697919062925
XieH_2016__YSZC12003_37199__bin.48	0.7996079559692973	0.8223264620439379	0.672788023351865	0.799356245881403	0.6472208867397418	0.7678267729690096	0.777984648654669	0.8092390224886999	0.8128264481219197	0.6145238205730302	0.8268297708435816	0.7948551646046611	0.8217822039482843	0.8111754823979285	0.8043373583434655	0.6140686633934455	0.5738908328151249	0.4198966058119785	0.7255918249909507	0.8226817519467622	0.6699702068811895	0.8078932274022442	1.0	0.7828157745746823	0.615368423006599	0.7969891315445087	0.6203770082511161	0.6930220988834541	0.5106596252192718	0.7696800720232405	0.8149875165904049	0.48811894972295183
ZellerG_2014__CCMD25511638ST-21-0__bin.43	0.8710461680350989	0.8539537093210929	0.7145199639590729	0.8123504767573632	0.6786409267293185	0.786887169331853	0.8208823976700946	0.8296318069357526	0.8582764947418512	0.6533881578409457	0.8724071054916627	0.8563338168224789	0.8798323704431693	0.8246667767735522	0.8514975626587216	0.6537842973409188	0.5948547652025177	0.4575002411994892	0.7668860083038034	0.8458281482256711	0.718378746972742	0.8375909812649319	0.8620114075093986	1.0	0.6645663233185125	0.8241267352054774	0.6607059050540695	0.7019824962757164	0.5388940308441	0.8223659789346995	0.7993408304130479	0.5132798715346992
XieH_2016__YSZC12003_37297R1__bin.8	0.9290972806736297	0.9445331314899779	0.7953202812705125	0.8983934698882993	0.7294666405378347	0.8646075425103557	0.8993890233076294	0.9027153958153066	0.9437520740696236	0.7230109847780837	0.9399506659202356	0.930134947181764	0.9297014631210067	0.9131173287499319	0.9229021645566138	0.7341743223582881	0.6545665468221744	0.5234314418567043	0.8606197137545278	0.9238786267090194	0.803142647138921	0.9122958427643256	0.9307222843936193	0.9127877236415581	1.0	0.9117073825367689	0.7216628044285001	0.7599806616696212	0.5919370841683422	0.8963748491649536	0.8785980721189454	0.5859693787308687
ZellerG_2014__CCIS90166425ST-4-0__bin.57	0.8255281537540327	0.8476399576634082	0.7051352600034512	0.798532612455578	0.6623306914048925	0.7697053217350369	0.8027670668391726	0.8045491160924375	0.8613373241906228	0.6347952074723607	0.8409415677103173	0.8528513185653589	0.8345688132633449	0.8302190544880843	0.8291387716185794	0.6430366882670226	0.6786379131972635	0.4502930719555068	0.75866035381749	0.8853627834003026	0.6999720088649197	0.9069696335944514	0.8535506993410156	0.801525755422686	0.6455761680931278	1.0	0.6573773737794633	0.6785047167448218	0.5318780858834822	0.8523125687353335	0.7777102297261084	0.49398270116043935
ZellerG_2014__CCIS33816588ST-4-0__bin.26	0.8426353773176706	0.8388951053454594	0.6885602216994138	0.8135529263074852	0.6609403709882892	0.7969556581047276	0.8349329528325239	0.8216045233442478	0.8349576062259378	0.6478841350885207	0.8381665724135571	0.8386530995856217	0.8709530700015495	0.8179558211190024	0.8301295661606516	0.653040719355832	0.6240025438276959	0.4691223794449062	0.7556209736983511	0.8349314434410904	0.7132538655514611	0.8351296768493567	0.840747128634363	0.8131383467937507	0.6466348621120612	0.8318548005691412	1.0	0.6752619800398076	0.5308836581208277	0.7979226748831227	0.7780837370116866	0.5177720778684978
YuJ_2015__SZAXPI017584-108__bin.17	0.861834568925965	0.8825355973092643	0.741653653880796	0.8847211481905012	0.8073968357283826	0.8599953621734487	0.8373745124559481	0.8655856350786888	0.8701294112846482	0.6965612407081742	0.8903467521778378	0.858105895712598	0.8579172974011252	0.8604800449053077	0.8857273375989395	0.6835494500791715	0.7160012977952409	0.48366111620343144	0.8242945477671254	0.8872470717499634	0.8209196829955981	0.8703981265569313	0.928912369959225	0.8544772442950256	0.6735119394176443	0.849187534398043	0.6678674258370729	1.0	0.5967001764563622	0.8527330831295575	0.8550719012401707	0.5238026992946722
ZellerG_2014__CCIS17669415ST-4-0__bin.25	0.8829687861816156	0.9030427553040205	0.7655503268692117	0.8797596199761112	0.7601681378070654	0.8445994298595058	0.8635339029505228	0.863282716684132	0.9016259077701593	0.7425288439021263	0.8934512338871206	0.8838937272771278	0.8874770563586103	0.863096943507947	0.9213080524822306	0.74041796348118	0.7118945854968712	0.5181946510407877	0.8445752270161296	0.8895532678417475	0.8228567728059468	0.8880494208979124	0.8997570557829749	0.8622707761786458	0.6895795639040102	0.8750420279104574	0.690213416748106	0.7843722894450745	1.0	0.8566491752063456	0.8420306578071177	0.5640145583373563
ZellerG_2014__CCMD12232071ST-21-0__bin.2	0.851936690795693	0.854776434076587	0.7266282939277591	0.8250727276654212	0.6884975652223033	0.7956967318654335	0.8240850269893987	0.8286077657031117	0.8723178817849387	0.6521445315939611	0.8538826023462253	0.8598324813134341	0.8530635334929382	0.843876421948387	0.8470455372377277	0.6505778339699254	0.6530362865777376	0.4534331113152783	0.7791595988057876	0.9103975225243934	0.7203183071026394	0.9582328880234855	0.8610984660319022	0.8355150248461962	0.6630516046605517	0.8903577486737896	0.6587091275504525	0.7117508967391756	0.5439410503021251	1.0	0.8017305113946932	0.5142792941719845
GeversD_2014__SKBSTL024__bin.11	0.8496326719500203	0.8806489140844436	0.7359630122399834	0.858336707737992	0.6952760477258655	0.8254676496360999	0.8415422421901279	0.87696427844516	0.8790489106564771	0.6616374111138964	0.8832074626833695	0.8503615433562793	0.8639551450565507	0.8739472393084934	0.8619750658276719	0.6658409552029034	0.5953113986318129	0.457953632466272	0.7850026459617482	0.8735260279079334	0.7258899322762341	0.8499356185015929	0.9406469001540443	0.8378267548511085	0.6704725666257453	0.838139985302593	0.6626623731384534	0.7362929540288249	0.5515816852312485	0.827106646184566	1.0	0.5289583909124604
XieH_2016__YSZC12003_36699__bin.14	0.8783060540152947	0.8863207922624203	0.7470693923534458	0.8648427088060074	0.6811214510751288	0.8236757585632386	0.864206618468934	0.861870432140046	0.8835485268896135	0.7040057363783125	0.8870072255780429	0.8687667398907557	0.8852418197762186	0.8648182176272537	0.8848064210428208	0.7154968613874118	0.6016489366406402	0.4891419039306301	0.7990587223632355	0.8645338478295032	0.7394022927825176	0.8702396121685781	0.8944620682664395	0.8541557108326525	0.7099475684681517	0.8452225533822657	0.7001082374038807	0.7161043786826058	0.5865875420176785	0.8423502823628817	0.8398120438092763	1.0
