	HMP_2012__SRS017139__bin.61	HMP_2012__SRS019387__bin.29	HMP_2012__SRS023358__bin.10	HMP_2012__SRS014690__bin.13	HMP_2012__SRS013723__bin.11	ZeeviD_2015__PNP_Main_136__bin.7	HMP_2012__SRS065099__bin.18	CM_periimplantitis__SP_344SPT_T016__bin.14	HMP_2012__SRS022536__bin.42	CM_periimplantitis__SP_283SPT_T016__bin.10	HMP_2012__SRS019980__bin.27	HMP_2012__SRS024355__bin.50	HMP_2012__SRS011126__bin.8	HMP_2012__SRS024447__bin.9	HMP_2012__SRS011152__bin.29	CM_cf__CF_TNFC045IS_t2M15__bin.6	HMP_2012__SRS075410__bin.20	HMP_2012__SRS015044__bin.3	HMP_2012__SRS015985__bin.25	HMP_2012__SRS016092__bin.15	HMP_2012__SRS023938__bin.43	CM_periimplantitis__SP_164SPT_T016__bin.12	HMP_2012__SRS015470__bin.18	HMP_2012__SRS019591__bin.20	HMP_2012__SRS015989__bin.36	HMP_2012__SRS020226__bin.23	HMP_2012__SRS013949__bin.8	HMP_2012__SRS020340__bin.12	HMP_2012__SRS024021__bin.5	CM_periimplantitis__SP_161SPI_T016__bin.1	HMP_2012__SRS018665__bin.9
HMP_2012__SRS019980__bin.27	0.7160409462724139	0.6306060498035226	0.8394764624746005	0.7490315981715125	0.7597272076627554	0.8627778859416518	0.7627551258250542	0.43067350749849864	0.7412224102140822	0.7045698475072187	1.0	0.7255310922388003	0.7765049784327328	0.8489874490296786	0.7539428474276956	0.7110134284687926	0.8230820488492431	0.8060788706594676	0.8553432801441292	0.8332528045673795	0.8703841523776095	0.7409959059211952	0.6926929056990784	0.8485174389110244	0.8301568802735602	0.795180339646752	0.8033668519468127	0.8049677382202686	0.8474452454664864	0.8242897061202776	0.5793639781393194
HMP_2012__SRS024355__bin.50	0.7504421319310406	0.6299153700282476	0.7800522852723552	0.7295580935985311	0.7535982929917312	0.8290748964913236	0.7522701744032706	0.44016543847020784	0.7291446227172178	0.6802460527626433	0.8287635403882742	1.0	0.7562250860301345	0.8245536550512672	0.7423299585338824	0.6955939665827822	0.8058566270924916	0.816385725732235	0.8158801636091748	0.8112304956074984	0.8359635719624142	0.7152382187423845	0.6983917862130014	0.8042522347787899	0.8050754177152225	0.7757847646003773	0.7802051442042346	0.7828350695977994	0.8094625943543683	0.8065996217367908	0.6006391257471451
HMP_2012__SRS011126__bin.8	0.7066720848376096	0.6325647146178761	0.7806985394737156	0.7459994383506549	0.7411903158325618	0.8575701288223689	0.8218988507607254	0.42832485702930334	0.8039540351887594	0.6801817506800478	0.8423859625741627	0.7181966058292539	1.0	0.8386501614741867	0.743182267111861	0.7008027301869865	0.8260118612726117	0.8088167047842528	0.8314778279401509	0.8046257535263726	0.8395200039981818	0.7305957290851066	0.6841846921994997	0.8280198766751311	0.796610351007042	0.7761244291286582	0.7922069963421396	0.822339126730463	0.8239592233055919	0.8088309840048931	0.5871199049955853
HMP_2012__SRS024447__bin.9	0.7150036313383674	0.6246492049933247	0.7856363334566756	0.7455239687633212	0.7489297615889876	0.8652395718274317	0.7697373028613402	0.42687002896798854	0.7420817798355669	0.6844684045989232	0.8536617511708792	0.7258198911315382	0.7773176183052541	1.0	0.7517587313421725	0.714004944355323	0.8236090485121438	0.8097448908971694	0.8457626941056513	0.8160281816121377	0.8686900325965697	0.7368804459735709	0.6903314857716056	0.8495489916349626	0.8155241507438316	0.7959380847157878	0.7996339434459719	0.7942572465466441	0.8356070787109824	0.8209008476431594	0.5835138892488672
HMP_2012__SRS011152__bin.29	0.7570553999624512	0.6706647750330165	0.8418808464350899	0.7944661328543603	0.7875125082017029	0.8895336271430074	0.8010158821096748	0.45703791589972276	0.7618373878939317	0.7357687148826794	0.8869213404276047	0.7644851588694843	0.8058888387808124	0.8795096462348297	1.0	0.7425771766529052	0.8627281718573688	0.8494312518266329	0.9044421777529174	0.8571003681975866	0.8862290747704975	0.7801040398507596	0.7298228432182805	0.8948820729001543	0.8757779924037876	0.8388182321999661	0.8300052323154512	0.8373104737277763	0.8672217695290851	0.8594520068929788	0.6171738657778827
CM_cf__CF_TNFC045IS_t2M15__bin.6	0.6448814898862876	0.5924231545652555	0.7296244789461958	0.6970596351853451	0.6768165099555017	0.8019267894873188	0.701168887555034	0.4068570469300171	0.6845881599184551	0.6381998032631268	0.7828636024103588	0.670485664717615	0.7112744479380974	0.7818527444431496	0.6950294652416428	1.0	0.7833013993196938	0.7517770025585455	0.7844759027523235	0.7607231559541285	0.7913435775797258	0.6768956153280851	0.6400753856084984	0.7766112586872493	0.7782380516165576	0.7465868447161537	0.7232471366572485	0.7489418901594728	0.7662665706130184	0.7702429742653919	0.5375819963418295
HMP_2012__SRS075410__bin.20	0.6741083845534246	0.5995079227017412	0.7509800548455573	0.7165394672038681	0.7008103573107134	0.8297992408225869	0.7366132412845457	0.4053051313340482	0.7072906434036614	0.6579017742543142	0.80429021520745	0.6893707123437874	0.7440276274982355	0.8003983993286055	0.716633252356553	0.6951687784403475	1.0	0.7755062120605563	0.8092752980090215	0.7686100558048454	0.8077318623534072	0.69651338957227	0.6501942424490894	0.7967279164100973	0.8032489320550685	0.7466546836037292	0.7424498932724962	0.793344684016384	0.7841012193677594	0.7808380319694829	0.5505729736913889
HMP_2012__SRS015044__bin.3	0.7062940598390129	0.6277881605780538	0.7869489147291227	0.7463488204318361	0.7369344293025977	0.8483756440334244	0.757322525122274	0.43041485125455153	0.7458432506433234	0.6892921454904879	0.8349149904282573	0.7402621010117076	0.7722322894358636	0.8341197121092485	0.7479047256573828	0.7072052215702203	0.8220161441498758	1.0	0.8463391634808196	0.8091048006407672	0.8336022131459506	0.7251228420974898	0.6946722033185828	0.8254892381801759	0.8202296082118167	0.7879475570754207	0.7844165213390215	0.7921648043899363	0.8311317378535438	0.81198654843529	0.5806923465822914
HMP_2012__SRS015985__bin.25	0.7213513338786339	0.6426205915669525	0.8227648994988292	0.7749178535389735	0.7701467533526156	0.878661033766482	0.77457043514435	0.4364277743579365	0.7478906138006055	0.7108309652103764	0.8767552920872369	0.7321325474257028	0.7856366666947748	0.8621878926375971	0.7880832117650035	0.73031337926227	0.8489157229310195	0.8375633490458643	1.0	0.8373643423926335	0.872619439127294	0.7642198405135946	0.7114577799514852	0.8588806719004292	0.9351288905379083	0.8099458353360486	0.8075431391894133	0.8221656308763882	0.8618095551301835	0.8450783799509229	0.5821338122984988
HMP_2012__SRS016092__bin.15	0.7146034396657499	0.6236964543558479	0.7940420478913913	0.7318672987709669	0.7448259265201347	0.8463087202825488	0.7510959386997422	0.42299222900373523	0.7290297214056035	0.6807236810886175	0.8582917366222039	0.7315226994890892	0.7639856465925345	0.8359470153182854	0.750486958329473	0.711666436933812	0.8102043191283107	0.8046336740158584	0.8414622985788952	1.0	0.8642736412054873	0.72746433679891	0.7002206565237729	0.8369209319772316	0.8218545994400545	0.797066047819082	0.790363309328133	0.7855304456290123	0.8284505686453068	0.8212060748898977	0.5625803594227001
HMP_2012__SRS023938__bin.43	0.6792440859381865	0.6020759086325619	0.763069856889299	0.7103707544319386	0.7717056950456	0.8178075288741012	0.7228023882466066	0.40539867295364285	0.6993754800649222	0.6517577201720095	0.8253231938768028	0.6939462285683677	0.7337992227433633	0.8192064452079836	0.7143522055294119	0.6815062740617509	0.7838097016147864	0.7631452631600844	0.8072350496667303	0.7956209238360262	1.0	0.7001399436377129	0.6695140767906259	0.81941966293917	0.7846266895555034	0.7645722618292938	0.7613620348668196	0.760571569131689	0.7963755065871277	0.7840556820705209	0.5557171734401433
CM_periimplantitis__SP_164SPT_T016__bin.12	0.7391882290479239	0.6628506326873728	0.829646127099632	0.7929074470244695	0.7695688044264692	0.8729973141366979	0.7854933452011014	0.44036576669425403	0.7342335660040495	0.7221549888869803	0.8790906062451528	0.7428376978611991	0.7989656042932172	0.8694213682287356	0.7867263178167472	0.729342015542612	0.8456246714241843	0.8305479213187797	0.8845007209148592	0.8378598718489253	0.8759707626082023	1.0	0.7024762254251316	0.8745829364397737	0.8555235871890567	0.8246277008281412	0.8245405143740533	0.8271313834798586	0.8617112228485766	0.8667869058958864	0.614326165826033
HMP_2012__SRS015470__bin.18	0.7261580464457111	0.6651829071444476	0.8067778279357831	0.7535777058420239	0.7823401258702734	0.8524513164671589	0.7781785154238122	0.4498688033525701	0.7592661650715745	0.7023314899702414	0.8548133298771685	0.7544927322404003	0.7782820650088355	0.8472345831249369	0.765598932830159	0.7173867874790278	0.8211150462961397	0.8276481452780374	0.8565283275794506	0.8388944423651808	0.8713189983709553	0.7307088138293517	1.0	0.8440489105974541	0.8452915056177343	0.8093591228199598	0.788392700634089	0.7923336760170363	0.8431271162523443	0.8306842461827089	0.6026572312465273
HMP_2012__SRS019591__bin.20	0.699891123301485	0.6749705790721151	0.7962695694581595	0.7436944538936355	0.7481783243997194	0.8492696234011143	0.7571675325061346	0.41799514953757677	0.735839148714121	0.6896683829333299	0.8516144906188798	0.7066427996613703	0.766048304264686	0.8479810473079714	0.7634865643511929	0.7079093582219522	0.8183190274415517	0.7998876004962752	0.8409635092424097	0.8154710596047633	0.8673124408966859	0.7398870720754938	0.6864664832606204	1.0	0.8112728665836606	0.8475594115594248	0.7885970097989029	0.7878363040489141	0.8284955309913284	0.8181665560285655	0.5665870732864581
HMP_2012__SRS015989__bin.36	0.6713699912994656	0.6047482202478153	0.7574040262473266	0.7164825839301557	0.7088063981073123	0.8108833828363743	0.7187729031926247	0.4127289247768077	0.6973478370814207	0.6588410073761674	0.8109492797414698	0.6884865784612483	0.7173194210501502	0.7922929551386727	0.7272452093485743	0.6904586638893532	0.8029971841127383	0.7735782340915227	0.8911833155465264	0.7794178785268239	0.8083203682511925	0.7044459516798889	0.6691284250318233	0.7896201123783319	1.0	0.7494647885512967	0.7457542034724991	0.770941822140503	0.7981004547422199	0.7797511132826731	0.5402742597045247
HMP_2012__SRS020226__bin.23	0.713282701780787	0.6752670055653662	0.806069392735128	0.7621372758772363	0.7541518248019621	0.8556479794837429	0.7694608740129185	0.4471976921578715	0.7552103159074993	0.7101184764121651	0.8583391990395436	0.7330944821711145	0.7722497731170491	0.8544527370105441	0.7696876089644962	0.7319229195884198	0.824790122170475	0.8211564429726077	0.8529259760702868	0.8352749856884661	0.8703597034567313	0.7502973306251431	0.7079523584282946	0.911551464986026	0.8281538506165947	1.0	0.800509354444745	0.7941968876335916	0.8396581334207911	0.8309054538931813	0.5804290440961002
HMP_2012__SRS013949__bin.8	0.6902808819499175	0.6058903333100698	0.7718559724650238	0.7193189110611418	0.7239188544342331	0.8309374703886092	0.7358411450664515	0.42302229954045956	0.7102245614393448	0.6722158767553349	0.8311508142529589	0.7066431080569651	0.7555056618397618	0.822758910652611	0.729961705911157	0.679585885941604	0.7860739792545788	0.7835161224979617	0.8150677508620284	0.7938428733787144	0.8306997281567942	0.7190516638268102	0.6609642575264708	0.8129031050043322	0.7898199797663771	0.7672537594763543	1.0	0.7667351523167385	0.8028016134697145	0.7970220373998603	0.5665811588997585
HMP_2012__SRS020340__bin.12	0.7072027070114009	0.6219105916417002	0.7838682342667889	0.7419285158258482	0.7346858815452715	0.8477168208701847	0.7753260966354814	0.41797646301844404	0.7361703716682991	0.6760445002341059	0.8432122206168332	0.7178836823857548	0.7940402087707858	0.8274372150873373	0.745586887769904	0.7125219384545561	0.8504537059112466	0.8011415177532725	0.8401944084588361	0.7988464178920125	0.8402053238273878	0.7303231810830918	0.6725676681038568	0.8222656283661705	0.8266972679981501	0.7707140661758581	0.7763147992290304	1.0	0.8266329247730034	0.7995214472629714	0.577469530323181
HMP_2012__SRS024021__bin.5	0.716883856010579	0.6345717450194313	0.8053297176957006	0.7492153564165013	0.7572227662417735	0.8496642422923589	0.7643502593159861	0.4349204755009862	0.7394073813688647	0.6972148988821096	0.8621744600954685	0.7209508903786654	0.7727203488420753	0.8454755707323062	0.7500099039456761	0.7080355872481817	0.816368013882263	0.8163730356011973	0.8553756106270732	0.8182612019205285	0.8544532882494567	0.7389710497903432	0.6950979653668784	0.8398300427125094	0.8312038455207663	0.7913938896839944	0.7894521583626964	0.8028562421361275	1.0	0.8194307044634712	0.5829155542164305
CM_periimplantitis__SP_161SPI_T016__bin.1	0.6932781241676854	0.6179583085879148	0.7781933721429726	0.7384275534101254	0.7258373050074802	0.8345004348025081	0.7379720722792309	0.42229221706267606	0.7063271622808687	0.6834108368114776	0.8287887234782877	0.7099820399268364	0.7496436384009193	0.8208619180828767	0.7345796752849652	0.7033692920797565	0.8034433491207725	0.7882211256118805	0.8289398152819984	0.8016004702594534	0.8313765841892905	0.7346127610813982	0.676814080432674	0.8196405007645576	0.8025765012542274	0.7739666616486542	0.77458371175213	0.767424496833965	0.8098278049724644	1.0	0.5673535829436102
HMP_2012__SRS018665__bin.9	0.6136605142486233	0.5323721706903412	0.6567786961619799	0.6277756548503948	0.6235604807470844	0.6860238384388282	0.6326687116564417	0.3675406729621642	0.5969189053372139	0.564351090893863	0.691225737557319	0.6273464163822525	0.6456963608953286	0.6923649207479218	0.625935033187462	0.5825119349232606	0.6722234290918989	0.6688824357712683	0.6775686258087481	0.6516206369480098	0.6992124521032684	0.6178024037354215	0.582650652233087	0.6735235767080551	0.6598559957285537	0.6415407305429343	0.6533781590904332	0.6577170009841077	0.6835818903243367	0.6732219319918759	1.0
