	HMP_2012__SRS017139__bin.61	HMP_2012__SRS019387__bin.29	HMP_2012__SRS023358__bin.10	HMP_2012__SRS014690__bin.13	HMP_2012__SRS013723__bin.11	ZeeviD_2015__PNP_Main_136__bin.7	HMP_2012__SRS065099__bin.18	CM_periimplantitis__SP_344SPT_T016__bin.14	HMP_2012__SRS022536__bin.42	CM_periimplantitis__SP_283SPT_T016__bin.10	HMP_2012__SRS019980__bin.27	HMP_2012__SRS024355__bin.50	HMP_2012__SRS011126__bin.8	HMP_2012__SRS024447__bin.9	HMP_2012__SRS011152__bin.29	CM_cf__CF_TNFC045IS_t2M15__bin.6	HMP_2012__SRS075410__bin.20	HMP_2012__SRS015044__bin.3	HMP_2012__SRS015985__bin.25	HMP_2012__SRS016092__bin.15	HMP_2012__SRS023938__bin.43	CM_periimplantitis__SP_164SPT_T016__bin.12	HMP_2012__SRS015470__bin.18	HMP_2012__SRS019591__bin.20	HMP_2012__SRS015989__bin.36	HMP_2012__SRS020226__bin.23	HMP_2012__SRS013949__bin.8	HMP_2012__SRS020340__bin.12	HMP_2012__SRS024021__bin.5	CM_periimplantitis__SP_161SPI_T016__bin.1	HMP_2012__SRS018665__bin.9
HMP_2012__SRS019980__bin.27	0.9715754043939542	0.968842343674561	0.9860239324696206	0.9715269404638689	0.9737262747093779	0.9688836853521811	0.9702705813819638	0.9725936118642116	0.9686488989164759	0.9703755850104387	1.0	0.9692961599867528	0.970794276377544	0.9685790298279598	0.9734038862147147	0.9702250298041569	0.9703222577894214	0.972208460031843	0.9718769415223592	0.9703533721689958	0.9710845850537605	0.9724426620526647	0.9704232028993636	0.9684985101534918	0.9721166838781937	0.9680683221063356	0.9605480673707127	0.9711477639947174	0.9692137661796769	0.9713314647514671	0.9731291257431635
HMP_2012__SRS024355__bin.50	0.9919419949503941	0.969630401806766	0.9703294896382324	0.9717645939674012	0.9704240441178843	0.9675866284332233	0.9685887777193429	0.9709829078727709	0.9670764659547526	0.9656519879302172	0.9692961599867528	1.0	0.9686352015637865	0.9710733771336031	0.9707522283392319	0.971120980691928	0.9686791898699861	0.9700141577479802	0.9693853170104647	0.9685541035914981	0.967916746455907	0.9724373836297138	0.9692658013897294	0.9688394291027205	0.9691530687428874	0.9693365395604275	0.9603038990560407	0.9710721002160364	0.9691929761395771	0.9708949225035932	0.9789689829001096
HMP_2012__SRS011126__bin.8	0.9706829396660079	0.9702914455461809	0.9698269171925374	0.971357763779796	0.9712295221916176	0.9734350054163279	0.9971408545964678	0.972384981319848	0.9966102519963448	0.9682341123980717	0.970794276377544	0.9686352015637865	1.0	0.9700861435928423	0.9723629688848894	0.9694311068240515	0.9768125649499362	0.9720295620886805	0.9708640335459596	0.9684665072112975	0.9681532814161721	0.971736403743051	0.9685511230598707	0.969045949583647	0.9707889054685246	0.969055178592388	0.9626274303123105	0.979630688845465	0.9711770555308552	0.9699051679608686	0.9712534337516006
HMP_2012__SRS024447__bin.9	0.9740305887496685	0.9692113526880064	0.9688670782903314	0.9721329169402153	0.9710868046543123	0.9678656864281211	0.9697836058466579	0.9711482608286548	0.9685575105695996	0.9671631044857065	0.9685790298279598	0.9710733771336031	0.9700861435928423	1.0	0.9701005023337634	0.9716985096894949	0.9700285062380534	0.9700279967709245	0.9712824786768636	0.9694236863086273	0.9679279761985227	0.9742043573070521	0.9690490216493512	0.9686990476849218	0.9711005433176655	0.9674651462553548	0.9605515927482393	0.9713535572345486	0.9690075959016152	0.9728700662301861	0.9725388805811706
HMP_2012__SRS011152__bin.29	0.9737626966739693	0.9717800965872866	0.9735829376531364	0.9725355872448238	0.9750040737297152	0.970626954436721	0.9720320617810918	0.9727322285066164	0.9706001053753772	0.9718656977799518	0.9734038862147147	0.9707522283392319	0.9723629688848894	0.9701005023337634	1.0	0.9737217903902055	0.9717242256335725	0.9723832475256592	0.9794943886955028	0.9739698650142669	0.9723370519281953	0.9758622693405302	0.9744913957671447	0.9722106765337327	0.9795699374779903	0.9724020121849978	0.9619351548748992	0.9729222594470354	0.9716706099384907	0.974880366142905	0.9726904919026261
CM_cf__CF_TNFC045IS_t2M15__bin.6	0.9742857090725302	0.9700912973358343	0.9710221565018926	0.9745567890071686	0.9721644217733688	0.9689803643729128	0.9695236250353818	0.9729527951907095	0.9679680876224271	0.967506311987008	0.9702250298041569	0.971120980691928	0.9694311068240515	0.9716985096894949	0.9737217903902055	1.0	0.9707719629371576	0.9703347887558865	0.974077720350999	0.9703840643342423	0.9683116023307812	0.9781823703220199	0.9714025707902073	0.9691146661442125	0.9745558349244758	0.9689038448577711	0.9605417222706976	0.9737427632436371	0.9688838326187958	0.9778410998725892	0.9718948896822017
HMP_2012__SRS075410__bin.20	0.9719525067186334	0.9699830049944506	0.9702943834150969	0.9710727535246662	0.9713055058934682	0.9711675061953263	0.9764764053628567	0.9727901831652603	0.9754414050460861	0.9683921646582924	0.9703222577894214	0.9686791898699861	0.9768125649499362	0.9700285062380534	0.9717242256335725	0.9707719629371576	1.0	0.971703751255701	0.9719782751979897	0.9685488592782283	0.9677171021668964	0.9726569311491409	0.9699797727836008	0.9688137819936345	0.9729346569462088	0.9685647964372787	0.9609231996393209	0.9773074769859671	0.9698622273249139	0.9701119976137005	0.9716713184394634
HMP_2012__SRS015044__bin.3	0.9724186798412975	0.969415422023668	0.9718300966753257	0.9726015025794355	0.9725819123988653	0.9702286560310894	0.9722867042546472	0.9731556295345871	0.9709565324137788	0.9686786018210877	0.972208460031843	0.9700141577479802	0.9720295620886805	0.9700279967709245	0.9723832475256592	0.9703347887558865	0.971703751255701	1.0	0.9722096608427544	0.9693753241255586	0.9696093719027923	0.9731719942760823	0.9711974878510373	0.9685032810331888	0.9724454789007285	0.9679198754001903	0.9622012019858898	0.9728016864921577	0.9720493201176996	0.9707896440085492	0.9729004614935106
HMP_2012__SRS015985__bin.25	0.9732205361808698	0.9699243654555297	0.9729435610661168	0.9729889787522993	0.9728773141063106	0.969589612999879	0.9708696748953969	0.9730154174338201	0.9696949818178637	0.9702647785991734	0.9718769415223592	0.9693853170104647	0.9708640335459596	0.9712824786768636	0.9794943886955028	0.974077720350999	0.9719782751979897	0.9722096608427544	1.0	0.9701440627130997	0.9688500411633596	0.9760983809252328	0.9720273489883916	0.9700134028597424	0.9997559870324537	0.968814574581898	0.9614911189215131	0.9740719822355547	0.9713366978086557	0.9742448938590209	0.9726370682626811
HMP_2012__SRS016092__bin.15	0.9706921001500962	0.970897265429884	0.9711352115459154	0.9704155796100004	0.9753309986995291	0.9670173617633256	0.9687092900920645	0.9716146495658177	0.9671616735053304	0.9704702721509201	0.9703533721689958	0.9685541035914981	0.9684665072112975	0.9694236863086273	0.9739698650142669	0.9703840643342423	0.9685488592782283	0.9693753241255586	0.9701440627130997	1.0	0.9738571327633717	0.973410929827532	0.9754913418533621	0.9694784819404045	0.9699434497895202	0.9686471286470737	0.9589550653135586	0.9702584799336844	0.9698253057942184	0.9704818307874205	0.9712714079506886
HMP_2012__SRS023938__bin.43	0.9702895127046245	0.9718348519888022	0.9720724277828863	0.9702900249323417	0.988406953563205	0.9672295701464336	0.9678825356369385	0.9717202565333101	0.9659167058705231	0.9685854810638028	0.9710845850537605	0.967916746455907	0.9681532814161721	0.9679279761985227	0.9723370519281953	0.9683116023307812	0.9677171021668964	0.9696093719027923	0.9688500411633596	0.9738571327633717	1.0	0.9738425271234954	0.9773387556546831	0.9703776875628165	0.968595805327119	0.9696247228388687	0.9600808966305531	0.9692391704861452	0.9676235922717195	0.970211040789207	0.9688816676473975
CM_periimplantitis__SP_164SPT_T016__bin.12	0.9752053700953672	0.9742065844786236	0.9736132204194794	0.9760005894535861	0.9780205877659156	0.9695795317081912	0.9719036221785883	0.9750297847574073	0.9712657775712116	0.9701958563009505	0.9724426620526647	0.9724373836297138	0.971736403743051	0.9742043573070521	0.9758622693405302	0.9781823703220199	0.9726569311491409	0.9731719942760823	0.9760983809252328	0.973410929827532	0.9738425271234954	1.0	0.9735920414519733	0.974501739588748	0.9765278613283426	0.9732049957958834	0.9630317505792556	0.9743103557953259	0.9721514694634356	0.9785133339552198	0.9732148931213833
HMP_2012__SRS015470__bin.18	0.9718843525583889	0.9711657035801522	0.9707454757036144	0.9712561812905235	0.9805534773012213	0.9686035271526774	0.9686939481481669	0.9710952680097591	0.966953859520288	0.9703626334476313	0.9704232028993636	0.9692658013897294	0.9685511230598707	0.9690490216493512	0.9744913957671447	0.9714025707902073	0.9699797727836008	0.9711974878510373	0.9720273489883916	0.9754913418533621	0.9773387556546831	0.9735920414519733	1.0	0.9702897502088984	0.9720403646076545	0.9694461806104441	0.9596252748366221	0.9709377594324561	0.9701018331842085	0.9727885818724227	0.9720807001494488
HMP_2012__SRS019591__bin.20	0.9710105637594245	0.9986310216520091	0.9701180751477532	0.9716004823862153	0.9726879856763276	0.9655706947566575	0.9689405817988175	0.9710433473864847	0.9670550346290345	0.9664921554818291	0.9684985101534918	0.9688394291027205	0.969045949583647	0.9686990476849218	0.9722106765337327	0.9691146661442125	0.9688137819936345	0.9685032810331888	0.9700134028597424	0.9694784819404045	0.9703776875628165	0.974501739588748	0.9702897502088984	1.0	0.9701931609033485	0.9921749249645926	0.9597798095809763	0.9696133981508579	0.9680860574681224	0.9711400314786127	0.9689729247348673
HMP_2012__SRS015989__bin.36	0.973398954320864	0.9704663043160532	0.9730649811717108	0.9731568189276845	0.973075067371171	0.9693744099748043	0.9707731948692456	0.9732832866093007	0.969511436656142	0.9705679241515548	0.9721166838781937	0.9691530687428874	0.9707889054685246	0.9711005433176655	0.9795699374779903	0.9745558349244758	0.9729346569462088	0.9724454789007285	0.9997559870324537	0.9699434497895202	0.968595805327119	0.9765278613283426	0.9720403646076545	0.9701931609033485	1.0	0.9690468059343349	0.9612453473838314	0.9740282244226746	0.9715746634665554	0.9745196019286227	0.9727444424938217
HMP_2012__SRS020226__bin.23	0.9709397012096505	0.9916876771400254	0.9699113153114649	0.970665894597476	0.972523156294779	0.9653978892077884	0.9687392395100595	0.970019980687048	0.9666583314389634	0.96673997964215	0.9680683221063356	0.9693365395604275	0.969055178592388	0.9674651462553548	0.9724020121849978	0.9689038448577711	0.9685647964372787	0.9679198754001903	0.968814574581898	0.9686471286470737	0.9696247228388687	0.9732049957958834	0.9694461806104441	0.9921749249645926	0.9690468059343349	1.0	0.9591756391640912	0.9692174982281712	0.9662238432512744	0.9704353730114228	0.9692457953930973
HMP_2012__SRS013949__bin.8	0.9616466942802037	0.9599998921175703	0.9602184533351403	0.9616854226642241	0.963298083587652	0.9607122543941882	0.9618795299395069	0.9612875275283536	0.9603966777281184	0.9618803042690715	0.9605480673707127	0.9603038990560407	0.9626274303123105	0.9605515927482393	0.9619351548748992	0.9605417222706976	0.9609231996393209	0.9622012019858898	0.9614911189215131	0.9589550653135586	0.9600808966305531	0.9630317505792556	0.9596252748366221	0.9597798095809763	0.9612453473838314	0.9591756391640912	1.0	0.9629343007541408	0.9621332927136934	0.9614629592110523	0.963514679233704
HMP_2012__SRS020340__bin.12	0.9727250458309628	0.9703073951410146	0.9702714580112611	0.9725703983516484	0.9724464803201638	0.9710582599024724	0.9799028797716048	0.97207198781498	0.9788034611083613	0.969648204271252	0.9711477639947174	0.9710721002160364	0.979630688845465	0.9713535572345486	0.9729222594470354	0.9737427632436371	0.9773074769859671	0.9728016864921577	0.9740719822355547	0.9702584799336844	0.9692391704861452	0.9743103557953259	0.9709377594324561	0.9696133981508579	0.9740282244226746	0.9692174982281712	0.9629343007541408	1.0	0.9712576410489027	0.9715454334120558	0.9722800165209476
HMP_2012__SRS024021__bin.5	0.9721765067748401	0.9691328252288856	0.9704134055074567	0.9719452513295206	0.971268583812071	0.9681993289661667	0.9714007336490781	0.9741487909857578	0.9697883582395387	0.9676924470891993	0.9692137661796769	0.9691929761395771	0.9711770555308552	0.9690075959016152	0.9716706099384907	0.9688838326187958	0.9698622273249139	0.9720493201176996	0.9713366978086557	0.9698253057942184	0.9676235922717195	0.9721514694634356	0.9701018331842085	0.9680860574681224	0.9715746634665554	0.9662238432512744	0.9621332927136934	0.9712576410489027	1.0	0.9704810654570974	0.9717102662481106
CM_periimplantitis__SP_161SPI_T016__bin.1	0.9740699850081932	0.9713639090080126	0.971781571084563	0.9749263589199988	0.973814010299798	0.9695726186883782	0.9700916532081523	0.9742820866432239	0.968343090591302	0.9690687551264718	0.9713314647514671	0.9708949225035932	0.9699051679608686	0.9728700662301861	0.974880366142905	0.9778410998725892	0.9701119976137005	0.9707896440085492	0.9742448938590209	0.9704818307874205	0.970211040789207	0.9785133339552198	0.9727885818724227	0.9711400314786127	0.9745196019286227	0.9704353730114228	0.9614629592110523	0.9715454334120558	0.9704810654570974	1.0	0.9723264912678612
HMP_2012__SRS018665__bin.9	0.9829929691135717	0.9699970433389288	0.9724911349235569	0.9739168037908188	0.9722420596865091	0.9720838421178043	0.9714561292461645	0.9746967672525986	0.9701963653689083	0.9685044675191092	0.9731291257431635	0.9789689829001096	0.9712534337516006	0.9725388805811706	0.9726904919026261	0.9718948896822017	0.9716713184394634	0.9729004614935106	0.9726370682626811	0.9712714079506886	0.9688816676473975	0.9732148931213833	0.9720807001494488	0.9689729247348673	0.9727444424938217	0.9692457953930973	0.963514679233704	0.9722800165209476	0.9717102662481106	0.9723264912678612	1.0
