	HMP_2012__SRS017139__bin.61	HMP_2012__SRS019387__bin.29	HMP_2012__SRS023358__bin.10	HMP_2012__SRS014690__bin.13	HMP_2012__SRS013723__bin.11	ZeeviD_2015__PNP_Main_136__bin.7	HMP_2012__SRS065099__bin.18	CM_periimplantitis__SP_344SPT_T016__bin.14	HMP_2012__SRS022536__bin.42	CM_periimplantitis__SP_283SPT_T016__bin.10	HMP_2012__SRS019980__bin.27	HMP_2012__SRS024355__bin.50	HMP_2012__SRS011126__bin.8	HMP_2012__SRS024447__bin.9	HMP_2012__SRS011152__bin.29	CM_cf__CF_TNFC045IS_t2M15__bin.6	HMP_2012__SRS075410__bin.20	HMP_2012__SRS015044__bin.3	HMP_2012__SRS015985__bin.25	HMP_2012__SRS016092__bin.15	HMP_2012__SRS023938__bin.43	CM_periimplantitis__SP_164SPT_T016__bin.12	HMP_2012__SRS015470__bin.18	HMP_2012__SRS019591__bin.20	HMP_2012__SRS015989__bin.36	HMP_2012__SRS020226__bin.23	HMP_2012__SRS013949__bin.8	HMP_2012__SRS020340__bin.12	HMP_2012__SRS024021__bin.5	CM_periimplantitis__SP_161SPI_T016__bin.1	HMP_2012__SRS018665__bin.9
HMP_2012__SRS019980__bin.27	0.7369895769634713	0.6508861363468094	0.8513753417445218	0.7709838677390429	0.7802266688238504	0.8904865454804716	0.7861262007332597	0.4428093113556529	0.7652126699810515	0.7260795287833209	1.0	0.7485133256369405	0.7998656330465924	0.8765288354224195	0.7745426724764378	0.7328335248290935	0.8482563831158325	0.8291214320775051	0.8800942213983487	0.8587106805274862	0.8963010697254801	0.761994444337804	0.713804970480403	0.87611641114094	0.8539683497270157	0.8214093173884549	0.8363629882113565	0.8288828621806386	0.8743636079446517	0.8486183512352162	0.5953618721429884
HMP_2012__SRS024355__bin.50	0.7565383215462809	0.6496448222482416	0.8039045433558675	0.7507559939182192	0.7765659739776463	0.856848236765956	0.776666209342813	0.4533194507352577	0.7539679109007839	0.7044422434428843	0.8550158089964999	1.0	0.7807119592693593	0.8491157048143673	0.7646956008577641	0.7162794135980549	0.8319128102676097	0.8416224847971142	0.8416469171673736	0.8375685907471482	0.8636730121917527	0.7355108213473763	0.7205369107335161	0.8301192237021556	0.8306999623490909	0.8003255143483793	0.8124564994176952	0.8061554537748952	0.8351923861216619	0.8307795241701922	0.6135425495992778
HMP_2012__SRS011126__bin.8	0.7280153549219284	0.6519326925136426	0.8049874937825894	0.7679965777467865	0.7631464024693532	0.8809731764840275	0.8242555171338748	0.44048896811212046	0.8066885059413457	0.7024971977029494	0.8677286043727733	0.7414521015442977	1.0	0.864511019988529	0.764305399211311	0.7229010140626525	0.8456196110816272	0.8320906444926236	0.8564307660087912	0.8308245535958647	0.867135421748681	0.7518455892677378	0.7064001846779203	0.8544691580733523	0.8205804027216195	0.8009083964197234	0.8229632476659424	0.839437898479501	0.848412983619354	0.833927904214988	0.604497121547106
HMP_2012__SRS024447__bin.9	0.7340669169909688	0.6444922495603517	0.8108814419032735	0.7668950981619417	0.7712284401347538	0.893966574040425	0.7937206797688958	0.4395518647212031	0.7661721392250167	0.7077073157819564	0.8813547732109248	0.747440830139943	0.8012872088105037	1.0	0.7749287105136758	0.7348009050497386	0.8490565413445933	0.8347644538020416	0.8707690220643097	0.841766291805197	0.8974738347870636	0.7563920654291625	0.7123803547075876	0.8769999244505153	0.839793733363259	0.8227046605208723	0.8324737051948818	0.8176808955205773	0.8623328467652412	0.8437928929441745	0.5999902943727766
HMP_2012__SRS011152__bin.29	0.7774536882017415	0.6901404725084082	0.864724322782895	0.8169018627946242	0.8077017618902917	0.9164526320611258	0.8240632316612505	0.46984966931895383	0.7849137700219938	0.7570683033297785	0.9111545094365551	0.7875183147170001	0.8287942512917884	0.906617040315926	1.0	0.7626173964488643	0.8878323181609089	0.8735560325500344	0.9233765789689307	0.8800070710452953	0.9114422545279529	0.7993997353519361	0.7489269237146472	0.9204610631213375	0.8940433540238828	0.8626249449187507	0.8628494635102449	0.8606139551207981	0.8925059178068404	0.8815974110683794	0.6345017977616528
CM_cf__CF_TNFC045IS_t2M15__bin.6	0.6619018260056195	0.6106880416227108	0.7513983837141965	0.7152580978841426	0.6961955146649887	0.8275985963929158	0.7232096974732778	0.418167303636009	0.7072424893675737	0.6596337360863613	0.8068886890790504	0.6904244456132448	0.7337029345677797	0.8046248261644341	0.7137864964109711	1.0	0.8068850659322145	0.7747604345119229	0.8053524748206391	0.7839402808784198	0.8172406234469533	0.691993268193179	0.6589187684440818	0.801361578580922	0.7985566590721483	0.7705479224574114	0.752957544569235	0.7691373106226438	0.7908755877800919	0.787697484147223	0.55312771169896
HMP_2012__SRS075410__bin.20	0.6935610329657491	0.6180602336482907	0.7739713510474729	0.7378844320397949	0.7215138317022756	0.8544347247298586	0.7543584640028468	0.4166418805905999	0.7250980322803137	0.679375358728209	0.8288897927991223	0.71166049560362	0.7616892474518574	0.8251287402188785	0.7374862470772527	0.7160989449438281	1.0	0.798089140911924	0.8326063644212357	0.7935686965525114	0.8346776765076768	0.716093585792246	0.6703173207243215	0.8223746722208913	0.8255939145761956	0.7708876952271931	0.7726422814551382	0.8117656957491746	0.8084666020352986	0.8048947275058991	0.5666247045097796
HMP_2012__SRS015044__bin.3	0.7263271206948461	0.6475945671129693	0.8097597691420652	0.7673737069626617	0.7577093712188776	0.874407943694295	0.778908650923943	0.4422877885014116	0.7681530797152903	0.7115798203807111	0.8587818608376553	0.7631456665852453	0.7944535017808554	0.859892410204557	0.7691460415021671	0.7288259987843603	0.8459534534961003	1.0	0.870531529945069	0.834666181925596	0.8597299462051022	0.7451127307017195	0.7152738881725073	0.8523349939502042	0.8434710490289083	0.8140627929038452	0.8152312839768461	0.8143127375183908	0.8550304193957021	0.8364186345071263	0.5968671714790472
HMP_2012__SRS015985__bin.25	0.7412002799585121	0.6625471165116494	0.8456450429635126	0.7964302478869597	0.7916175474397569	0.906219520079153	0.79781092681446	0.44853120160104787	0.7712637765728694	0.7326154477509156	0.902125829545742	0.755254422135836	0.8092138956114535	0.8876798578845143	0.8045816503498076	0.7497485713964477	0.8733896061186114	0.8615048613277791	1.0	0.8631340174889746	0.9006754420730422	0.7829332119055449	0.7319318542754106	0.8854317573018295	0.935357129806868	0.8360173934063586	0.8398862176649324	0.84405017890923	0.8872408064828947	0.867418844355997	0.5985108230948908
HMP_2012__SRS016092__bin.15	0.7361793091292823	0.6423918127729961	0.8176431442820246	0.7541792548972642	0.7636647738185893	0.8751742768499332	0.7753574228944984	0.4353497852186115	0.7537826832646771	0.7014369225137445	0.8845146121393853	0.7552729339295843	0.7888611954092597	0.8623133797167732	0.7705443312853214	0.7333863601955064	0.8365136269243892	0.8300538026813213	0.8673580872367205	1.0	0.8874747764624002	0.747335287192431	0.7178132972389124	0.8632692190363422	0.8473221811213826	0.8228652356946105	0.8241922253882673	0.80960946167943	0.8542265949297583	0.846183873657475	0.579220550319404
HMP_2012__SRS023938__bin.43	0.700042695550562	0.6195249196923216	0.7849928000012482	0.732122083272445	0.7807570477560914	0.8455154330634136	0.7467873028321035	0.41719689409371286	0.7240536122983987	0.6728964380677898	0.8498983575474136	0.7169482614174195	0.7579370300434184	0.8463506225177686	0.7346754956142153	0.7038088487438615	0.8099574760637095	0.7870646522964849	0.8331888479845984	0.8169790999819545	1.0	0.7189457475283645	0.6850378877507454	0.844433743110077	0.8100661651022899	0.7885238936469957	0.793018627429057	0.7847098964749909	0.8230220025097287	0.8081290040079733	0.5735655777134426
CM_periimplantitis__SP_164SPT_T016__bin.12	0.7579821150652988	0.680400485121046	0.8521311232217867	0.8124046804811651	0.7868636039496765	0.9003875242690652	0.8082008619747342	0.45164339959503846	0.7559553553303455	0.7443393869360858	0.9040025088878132	0.7638925758782409	0.8222040475335343	0.8924424959790128	0.8061858138530167	0.7456094463269778	0.8693966437119047	0.8534441251945429	0.9061593976587183	0.8607463160469921	0.8994993935986925	1.0	0.7215303695144105	0.8974667780571215	0.8760872280953794	0.8473319643758751	0.8561924504338502	0.8489403592602425	0.8863960503235008	0.885820229339413	0.631233831467283
HMP_2012__SRS015470__bin.18	0.7471650763119834	0.6849324525076258	0.8310909997813953	0.7758794439184246	0.7978556437569414	0.8800828125962318	0.8033275286910182	0.4632591859649028	0.7852144728480129	0.7237824971422345	0.8808665408279771	0.7784167471488332	0.8035529013172454	0.8742948645496981	0.78563949990288	0.7385061652610769	0.8465280094859542	0.8521934576966106	0.8811771895830471	0.8599711820828085	0.8915219961652814	0.7505287458385588	1.0	0.8698936687888692	0.8696053542580199	0.8348675140587174	0.8215630843699008	0.8160499149607493	0.8691119709411439	0.8539206377030131	0.6199662550175865
HMP_2012__SRS019591__bin.20	0.7207863121403574	0.6758958658779987	0.8207965502929984	0.765432363791287	0.7691863530929679	0.8795519872474451	0.7814385595249497	0.43045982515877396	0.7609072104116508	0.7135788728564556	0.8793141978957845	0.7293703976476468	0.7905180395148657	0.875381316142044	0.785309792187519	0.7304701733990777	0.8446608033977456	0.8259007647789935	0.8669607108140212	0.8411440530094114	0.8937885238015031	0.759246538018224	0.7074860711584635	1.0	0.8361972638812286	0.8542439344449986	0.8216436748582897	0.8125262146247056	0.8558077296951563	0.8424805172358749	0.5847295201168691
HMP_2012__SRS015989__bin.36	0.6897171897702288	0.6231522079213437	0.7783694212644491	0.7362457622396804	0.7284190314547894	0.836501742249881	0.7404128039293842	0.4240583707284876	0.7192775770511617	0.6788200918056395	0.8342098157458244	0.7104002460151123	0.7389036040785363	0.8158711892301955	0.7424127482116759	0.7084854855369687	0.8253351634457545	0.7954977948645416	0.8914008289080615	0.8035704336123505	0.8345280495801884	0.7213782418062824	0.6883751430445013	0.8138792811558424	1.0	0.7734041162528555	0.7758208718535567	0.7914984420471544	0.8214504605282896	0.8001389728226163	0.5554123324718518
HMP_2012__SRS020226__bin.23	0.7346313070648361	0.6809270913931293	0.8310753571075488	0.7851695213761332	0.775458990277629	0.8863163976729772	0.7942910151983458	0.4610190522479024	0.7812587874593668	0.7345496114425967	0.8866514681236114	0.7562847909391267	0.7969100110881088	0.883187100142849	0.791532307954608	0.7554133709685726	0.8515590543909325	0.8483723331263316	0.8803810331181029	0.8623109086743583	0.897625321380514	0.7709550751037327	0.7302647352558642	0.9187406797430969	0.8546066562988213	1.0	0.8345805728994309	0.8194207069986509	0.8690099496979926	0.8562192568421564	0.598846078935731
HMP_2012__SRS013949__bin.8	0.7178113189133307	0.6311358347901428	0.8038337211538953	0.7479773469669141	0.7515003577481555	0.864918154825231	0.7650034356305815	0.4400580340703342	0.7395116808602751	0.6988560570082041	0.8652881021644756	0.7358536279521315	0.7848370387644666	0.8565483799767705	0.7588471033747481	0.7075027249572036	0.8180403798655593	0.8142955141615501	0.8477121991269924	0.8278207207958634	0.8652393054295446	0.7466541610848308	0.6887732898021065	0.8469683326212415	0.8216632537322409	0.7999095558192092	1.0	0.7962486658915929	0.8343974993375559	0.8289680114706371	0.588035834960364
HMP_2012__SRS020340__bin.12	0.7270324847113029	0.640941823958085	0.8078854920389621	0.7628532773394077	0.7555026383594775	0.8729824521088205	0.791227490642944	0.4299850919045307	0.7521125546845602	0.6972059528973122	0.8682635659360072	0.7392691873508114	0.8105505654448156	0.8518393832242275	0.7663375778797183	0.7317352850778295	0.8702007566073886	0.8235404285143896	0.8625588496350532	0.8233336110049895	0.8668709947060462	0.7495796146874901	0.6926990546716341	0.8480345155443466	0.8487405675417153	0.7951920673995283	0.8061970568719427	1.0	0.8510954146834687	0.8229377852717209	0.5939333530575958
HMP_2012__SRS024021__bin.5	0.7374009256701902	0.654783047792815	0.8298831334410213	0.770841110023072	0.7796224225330108	0.8775716083170825	0.7868536977985342	0.44646205951852874	0.7624420061209174	0.7204922400493244	0.8895606832885563	0.7438672257513746	0.7956534232778991	0.8725169692252325	0.7718767000610975	0.7307744885518758	0.8417360640324961	0.8398473397443945	0.8806170018664056	0.8437202009803512	0.883043050080487	0.7601398269738843	0.7165206183409915	0.8675158951353493	0.8555223564137115	0.8190585392935558	0.820522649347316	0.8266151103522735	1.0	0.8443551694411664	0.5998861743708205
CM_periimplantitis__SP_161SPI_T016__bin.1	0.7117333814180241	0.6361758995338763	0.8007904196767849	0.7574188005626791	0.7453551677532594	0.8606889455391248	0.7607240716263378	0.43343937331090115	0.7294182910414141	0.705224302399768	0.8532501556411007	0.7312655813422577	0.7729040561532137	0.8437528777750023	0.7535075079943555	0.7193083745113641	0.8281964877221366	0.8119381273549505	0.8508536411194689	0.8259819450808865	0.8569028275673062	0.7507437411323172	0.6957463245815887	0.8439982640985472	0.8235611676418705	0.7975458059065866	0.8056303202649951	0.7899007812107968	0.834460180416848	1.0	0.5835011058927457
HMP_2012__SRS018665__bin.9	0.6242776230658096	0.5488389622898302	0.675357000774723	0.6445885853975167	0.6413634079440524	0.7057249680688457	0.6512581398270483	0.37708206830126256	0.6152557633116271	0.5827036527146716	0.7103124541971146	0.640823588224209	0.6648072876316505	0.7119149008563831	0.6435089459578299	0.5993569274901066	0.6918218293934127	0.687513740865596	0.6966304780250843	0.6708944910906844	0.7216696067756863	0.6348057434200883	0.5993850635482317	0.6950901924244645	0.6783446575514562	0.6618968414330283	0.6781195690864549	0.6764687022341339	0.703483243995896	0.6923825875751167	1.0
