	HMP_2012__SRS017139__bin.61	HMP_2012__SRS019387__bin.29	HMP_2012__SRS023358__bin.10	HMP_2012__SRS014690__bin.13	HMP_2012__SRS013723__bin.11	ZeeviD_2015__PNP_Main_136__bin.7	HMP_2012__SRS065099__bin.18	CM_periimplantitis__SP_344SPT_T016__bin.14	HMP_2012__SRS022536__bin.42	CM_periimplantitis__SP_283SPT_T016__bin.10	HMP_2012__SRS019980__bin.27	HMP_2012__SRS024355__bin.50	HMP_2012__SRS011126__bin.8	HMP_2012__SRS024447__bin.9	HMP_2012__SRS011152__bin.29	CM_cf__CF_TNFC045IS_t2M15__bin.6	HMP_2012__SRS075410__bin.20	HMP_2012__SRS015044__bin.3	HMP_2012__SRS015985__bin.25	HMP_2012__SRS016092__bin.15	HMP_2012__SRS023938__bin.43	CM_periimplantitis__SP_164SPT_T016__bin.12	HMP_2012__SRS015470__bin.18	HMP_2012__SRS019591__bin.20	HMP_2012__SRS015989__bin.36	HMP_2012__SRS020226__bin.23	HMP_2012__SRS013949__bin.8	HMP_2012__SRS020340__bin.12	HMP_2012__SRS024021__bin.5	CM_periimplantitis__SP_161SPI_T016__bin.1	HMP_2012__SRS018665__bin.9
HMP_2012__SRS019980__bin.27	1343801.0	1186803.0	1552368.0	1405785.0	1422638.0	1623682.0	1433395.0	807403.0	1395262.0	1323908.0	1823365.0	1364813.0	1458447.0	1598232.0	1412274.0	1336223.0	1546681.0	1511791.0	1604733.0	1565743.0	1634284.0	1389394.0	1301527.0	1597480.0	1557096.0	1497729.0	1524995.0	1511356.0	1594284.0	1547341.0	1085562.0
HMP_2012__SRS024355__bin.50	1207619.0	1036991.0	1283227.0	1198389.0	1239588.0	1367738.0	1239748.0	723608.0	1203516.0	1124461.0	1364813.0	1596243.0	1246206.0	1355395.0	1220640.0	1143356.0	1327935.0	1343434.0	1343473.0	1336963.0	1378632.0	1174054.0	1150152.0	1325072.0	1325999.0	1277514.0	1296878.0	1286820.0	1333170.0	1326126.0	979363.0
HMP_2012__SRS011126__bin.8	1223622.0	1095745.0	1352994.0	1290821.0	1282669.0	1480708.0	1385379.0	740358.0	1355853.0	1180732.0	1458447.0	1246206.0	1680764.0	1453039.0	1284617.0	1215026.0	1421287.0	1398548.0	1439458.0	1396420.0	1457450.0	1263675.0	1187292.0	1436161.0	1379202.0	1346138.0	1383207.0	1410897.0	1425982.0	1401636.0	1016017.0
HMP_2012__SRS024447__bin.9	1331143.0	1168710.0	1470437.0	1390673.0	1398531.0	1621102.0	1439318.0	797075.0	1389362.0	1283343.0	1598232.0	1355395.0	1453039.0	1813381.0	1405241.0	1332474.0	1539663.0	1513746.0	1579036.0	1526443.0	1627462.0	1371627.0	1291817.0	1590335.0	1522866.0	1491877.0	1509592.0	1482767.0	1563738.0	1530118.0	1088011.0
HMP_2012__SRS011152__bin.29	1205040.0	1069706.0	1340308.0	1266184.0	1251924.0	1420486.0	1277284.0	728259.0	1216603.0	1173443.0	1412274.0	1220640.0	1284617.0	1405241.0	1549983.0	1182044.0	1376125.0	1353997.0	1431218.0	1363996.0	1412720.0	1239056.0	1160824.0	1426699.0	1385752.0	1337054.0	1337402.0	1333937.0	1383369.0	1366461.0	983467.0
CM_cf__CF_TNFC045IS_t2M15__bin.6	1096122.0	1011311.0	1244330.0	1184481.0	1152913.0	1370519.0	1197649.0	692493.0	1171207.0	1092366.0	1336223.0	1143356.0	1215026.0	1332474.0	1182044.0	1656019.0	1336217.0	1283018.0	1333679.0	1298220.0	1353366.0	1145954.0	1091182.0	1327070.0	1322425.0	1276042.0	1246912.0	1273706.0	1309705.0	1304442.0	915990.0
HMP_2012__SRS075410__bin.20	1294162.0	1153280.0	1444205.0	1376868.0	1346321.0	1594347.0	1407608.0	777440.0	1353009.0	1267692.0	1546681.0	1327935.0	1421287.0	1539663.0	1376125.0	1336217.0	1865967.0	1489208.0	1553616.0	1480773.0	1557481.0	1336207.0	1250790.0	1534524.0	1540531.0	1438451.0	1441725.0	1514728.0	1508572.0	1501907.0	1057303.0
HMP_2012__SRS015044__bin.3	1278619.0	1140019.0	1425493.0	1350877.0	1333864.0	1539299.0	1371183.0	778599.0	1352249.0	1252658.0	1511791.0	1343434.0	1398548.0	1513746.0	1353997.0	1283018.0	1489208.0	1760390.0	1532475.0	1469338.0	1513460.0	1311689.0	1259161.0	1500442.0	1484838.0	1433068.0	1435125.0	1433508.0	1505187.0	1472423.0	1050719.0
HMP_2012__SRS015985__bin.25	1318473.0	1178562.0	1504263.0	1416718.0	1408157.0	1612015.0	1419174.0	797863.0	1371951.0	1303202.0	1604733.0	1343473.0	1439458.0	1579036.0	1431218.0	1333679.0	1553616.0	1532475.0	1778835.0	1535373.0	1602153.0	1392709.0	1301986.0	1575037.0	1663846.0	1487137.0	1494019.0	1501426.0	1578255.0	1542995.0	1064652.0
HMP_2012__SRS016092__bin.15	1303164.0	1137144.0	1447369.0	1335027.0	1351818.0	1549209.0	1372516.0	770644.0	1334325.0	1241664.0	1565743.0	1336963.0	1396420.0	1526443.0	1363996.0	1298220.0	1480773.0	1469338.0	1535373.0	1770172.0	1570983.0	1322912.0	1270653.0	1528135.0	1499906.0	1456613.0	1458962.0	1433148.0	1512128.0	1497891.0	1025320.0
HMP_2012__SRS023938__bin.43	1346124.0	1191295.0	1509476.0	1407810.0	1501331.0	1625856.0	1436010.0	802235.0	1392295.0	1293924.0	1634284.0	1378632.0	1457450.0	1627462.0	1412720.0	1353366.0	1557481.0	1513460.0	1602153.0	1570983.0	1922917.0	1382473.0	1317271.0	1623776.0	1557690.0	1516266.0	1524909.0	1508932.0	1582603.0	1553965.0	1102919.0
CM_periimplantitis__SP_164SPT_T016__bin.12	1164970.0	1045732.0	1309671.0	1248614.0	1209359.0	1383838.0	1242153.0	694147.0	1161855.0	1144002.0	1389394.0	1174054.0	1263675.0	1371627.0	1239056.0	1145954.0	1336207.0	1311689.0	1392709.0	1322912.0	1382473.0	1536936.0	1108946.0	1379349.0	1346490.0	1302295.0	1315913.0	1304767.0	1362334.0	1361449.0	970166.0
HMP_2012__SRS015470__bin.18	1103976.0	1012024.0	1227981.0	1146403.0	1178874.0	1300369.0	1186959.0	684490.0	1160196.0	1069427.0	1301527.0	1150152.0	1187292.0	1291817.0	1160824.0	1091182.0	1250790.0	1259161.0	1301986.0	1270653.0	1317271.0	1108946.0	1477553.0	1285314.0	1284888.0	1233561.0	1213903.0	1205757.0	1284159.0	1261713.0	916033.0
HMP_2012__SRS019591__bin.20	1309477.0	1227923.0	1491169.0	1390587.0	1397407.0	1597912.0	1419666.0	782031.0	1382366.0	1296383.0	1597480.0	1325072.0	1436161.0	1590335.0	1426699.0	1327070.0	1534524.0	1500442.0	1575037.0	1528135.0	1623776.0	1379349.0	1285314.0	1816734.0	1519148.0	1551934.0	1492708.0	1476144.0	1554775.0	1530563.0	1062298.0
HMP_2012__SRS015989__bin.36	1287393.0	1163146.0	1452867.0	1374241.0	1359632.0	1561374.0	1382019.0	791527.0	1342569.0	1267053.0	1557096.0	1325999.0	1379202.0	1522866.0	1385752.0	1322425.0	1540531.0	1484838.0	1663846.0	1499906.0	1557690.0	1346490.0	1284888.0	1519148.0	1866552.0	1443599.0	1448110.0	1477373.0	1533280.0	1493501.0	1036706.0
HMP_2012__SRS020226__bin.23	1240937.0	1150220.0	1403850.0	1326306.0	1309903.0	1497163.0	1341714.0	778752.0	1319700.0	1240799.0	1497729.0	1277514.0	1346138.0	1491877.0	1337054.0	1276042.0	1438451.0	1433068.0	1487137.0	1456613.0	1516266.0	1302295.0	1233561.0	1551934.0	1443599.0	1689197.0	1409771.0	1384163.0	1467929.0	1446323.0	1011569.0
HMP_2012__SRS013949__bin.8	1265080.0	1112322.0	1416687.0	1318245.0	1324454.0	1524343.0	1348252.0	775564.0	1303325.0	1231673.0	1524995.0	1296878.0	1383207.0	1509592.0	1337402.0	1246912.0	1441725.0	1435125.0	1494019.0	1458962.0	1524909.0	1315913.0	1213903.0	1492708.0	1448110.0	1409771.0	1762413.0	1403319.0	1470553.0	1460984.0	1036362.0
HMP_2012__SRS020340__bin.12	1265520.0	1115665.0	1406258.0	1327872.0	1315077.0	1519570.0	1377262.0	748460.0	1309176.0	1213602.0	1511356.0	1286820.0	1410897.0	1482767.0	1333937.0	1273706.0	1514728.0	1433508.0	1501426.0	1433148.0	1508932.0	1304767.0	1205757.0	1476144.0	1477373.0	1384163.0	1403319.0	1740665.0	1481472.0	1432459.0	1033839.0
HMP_2012__SRS024021__bin.5	1321581.0	1173512.0	1487329.0	1381513.0	1397251.0	1572797.0	1410211.0	800156.0	1366460.0	1291277.0	1594284.0	1333170.0	1425982.0	1563738.0	1383369.0	1309705.0	1508572.0	1505187.0	1578255.0	1512128.0	1582603.0	1362334.0	1284159.0	1554775.0	1533280.0	1467929.0	1470553.0	1481472.0	1792215.0	1513266.0	1075125.0
CM_periimplantitis__SP_161SPI_T016__bin.1	1290705.0	1153684.0	1452207.0	1373554.0	1351677.0	1560831.0	1379548.0	786028.0	1322776.0	1278901.0	1547341.0	1326126.0	1401636.0	1530118.0	1366461.0	1304442.0	1501907.0	1472423.0	1542995.0	1497891.0	1553965.0	1361449.0	1261713.0	1530563.0	1493501.0	1446323.0	1460984.0	1432459.0	1513266.0	1813467.0	1058160.0
HMP_2012__SRS018665__bin.9	954076.0	838784.0	1032140.0	985117.0	980188.0	1078551.0	995310.0	576290.0	940288.0	890539.0	1085562.0	979363.0	1016017.0	1088011.0	983467.0	915990.0	1057303.0	1050719.0	1064652.0	1025320.0	1102919.0	970166.0	916033.0	1062298.0	1036706.0	1011569.0	1036362.0	1033839.0	1075125.0	1058160.0	1528288.0
