	VincentC_2016__MM098.8__bin.1	KarlssonFH_2013__S54__bin.24	Obregon-TitoAJ_2015__SM24__bin.22	LiJ_2014__V1.FI30__bin.20	VatanenT_2016__G78895__bin.1	CosteaPI_2017__alien-11-600-0__bin.61	VatanenT_2016__G69222__bin.8	KarlssonFH_2013__S59__bin.5	VatanenT_2016__G78889__bin.17	VatanenT_2016__G78793__bin.2	CosteaPI_2017__alien-11-877-0__bin.3	VatanenT_2016__G78880__bin.10	BackhedF_2015__SID82_12M__bin.39	OhJ_2014__MET0310__bin.48	VatanenT_2016__G78780__bin.6	BackhedF_2015__SID38_M__bin.25	ZellerG_2014__CCIS63448910ST-4-0__bin.46	SchirmerM_2016__G89053__bin.11	NielsenHB_2014__V1_UC50_1__bin.21	CM_madagascar__A81_03_1FE__bin.34	CosteaPI_2017__SID713A040-11-0-0__bin.67	ZellerG_2014__CCIS74239020ST-4-0__bin.54	BackhedF_2015__SID637_12M__bin.20	CM_madagascar__V40_01_1FE__bin.14	CosteaPI_2017__SID713A053-11-0-0__bin.33	ZellerG_2014__CCIS50471204ST-4-0__bin.28	IjazUZ_2017__S68_a_WGS__bin.4	KosticAD_2015__PRJNA231909.3109952__bin.14	VatanenT_2016__G78553__bin.4	BackhedF_2015__SID38_12M__bin.19
CM_madagascar__A81_03_1FE__bin.34	0.8347276815074255	0.5620428493499475	0.6557791707907181	0.4565137435608353	0.6275746644496931	0.4902483024930756	0.723798162184287	0.8361966813857978	0.4694747360424983	0.757226102896996	0.8199786896695879	0.8063126937757958	0.477651464666438	0.7988504365850159	0.5224177247180168	0.8302245450433817	0.5075420070602304	0.8544663204284206	0.864591276456746	1.0	0.517323929403522	0.8011861245423486	0.9062665917964696	0.5118048014519574	0.8032399567966917	0.8588099571535633	0.8122615242202903	0.5737853803558957	0.7270114628602309	0.8114727652375053
CosteaPI_2017__SID713A040-11-0-0__bin.67	0.9122817444536412	0.6185858412818834	0.7395206309778006	0.540463531647218	0.6848720729917693	0.5398272397605515	0.8086789164508548	0.9040597694840354	0.5063921987817808	0.8404445652544424	0.8898489593393752	0.8834248585605294	0.5142628147700128	0.832733022237877	0.5776970953450179	0.9055027885841544	0.5922015786681397	0.9325049885109109	0.9318887992525319	0.6208285953769199	1.0	0.8954497263857485	0.8986687689937062	0.522924425479994	0.8940198176953823	0.9350685106312313	0.8718134056561804	0.64372636302375	0.8216302532319345	0.8754493592942754
ZellerG_2014__CCIS74239020ST-4-0__bin.54	0.8878888873336765	0.6013150875817848	0.6785303450446009	0.5004548996188174	0.6468517058346902	0.5296358677592552	0.7722795836385438	0.9065260339959056	0.48311428167073356	0.807839514524906	0.8647400695802016	0.8599629755774633	0.4802568381391988	0.7714770940545786	0.5323476397319435	0.8878919977584205	0.5638033651685306	0.9414944657767741	0.9382933203110218	0.5702771958691486	0.5311102090879354	1.0	0.8880376693172669	0.4677964766145308	0.8427021918644767	0.9354970484661199	0.8689495110671505	0.6198516638439562	0.7972438526342964	0.860492266188076
BackhedF_2015__SID637_12M__bin.20	0.772537579199051	0.4711075385486278	0.5854472550819178	0.3889401499683757	0.5492008668701716	0.4376083433999527	0.6509400589691426	0.7531572019949327	0.38665738091910046	0.659795268121862	0.7131814848533417	0.7369404828124174	0.3956154765920869	0.6771072573527995	0.47963072347259633	0.7512519567909407	0.4658127768661914	0.7954558590184134	0.8028218780192172	0.5100642282424728	0.4214629479406505	0.7021787757815788	1.0	0.38562769590351786	0.7011400728239808	0.7987506871056956	0.7543885609864973	0.5042882363815754	0.6664427211066163	0.7520799678305414
CM_madagascar__V40_01_1FE__bin.14	0.931984300129519	0.6168748984285356	0.7543689272575951	0.5315706272561177	0.7368252576837274	0.5505365435661557	0.7935378387562235	0.9022156122112293	0.5176564446786402	0.8382942888520085	0.8916482401666511	0.910819023042564	0.5529112228465618	0.8516706966940643	0.563239255585815	0.9277126352439439	0.5616180518962469	0.9221408556133932	0.9347992455394738	0.6921436626793198	0.5892799629664285	0.8887840479860533	0.9265976883565861	1.0	0.8998586617682546	0.930834880502711	0.8986531008229135	0.6371497939022649	0.8135142987998562	0.8929591892011681
CosteaPI_2017__SID713A053-11-0-0__bin.33	0.9156249688526714	0.5598702802289086	0.691382563686123	0.48447197474850007	0.6644896323329992	0.5162398892492799	0.7761069695000112	0.8882808930352213	0.46956165020251667	0.8004834589980501	0.867210872791425	0.8764614326564593	0.4972771333231564	0.7920822048164393	0.5411608996240288	0.9188952416324505	0.5581805868340308	0.9165545362838181	0.9263344040145562	0.5785576281971585	0.5365859800038085	0.8527522172963542	0.8972990610424689	0.4792738462636058	1.0	0.9287312401279362	0.8716556949382116	0.6013514399639505	0.7901795292674726	0.866661630635437
ZellerG_2014__CCIS50471204ST-4-0__bin.28	0.799005556871494	0.5809012963595727	0.5806380183945163	0.40539402919703876	0.5475251261844969	0.4629023876629896	0.6939052369968922	0.869797263778112	0.4099481691820953	0.6961918548785854	0.7507062390783321	0.7516037406598282	0.40160900215619777	0.6544163862905313	0.4612443052935529	0.7639392071676614	0.4958714520958023	0.954131534158894	0.8583223261745834	0.47909398251395513	0.4346682636696317	0.7331848467279384	0.791709750670079	0.38397628548107343	0.719303841054867	1.0	0.7700136961422871	0.5901586859179199	0.706260205576211	0.7444875160333436
IjazUZ_2017__S68_a_WGS__bin.4	0.8355303225806452	0.5130017391304348	0.6069084992987377	0.41778984572230016	0.5878373071528752	0.46863438990182327	0.6889775035063114	0.8057671809256662	0.4233680785413745	0.7088058345021038	0.7613589901823282	0.8023755399719495	0.4234250771388499	0.6885663955119214	0.47559719495091163	0.8085022159887798	0.4927690322580645	0.8468295091164095	0.8468393828892006	0.5005419354838709	0.44767102384291724	0.7522921739130435	0.8259823842917251	0.4094913884992987	0.7457413744740533	0.8505882748948107	1.0	0.5458571669004207	0.7093448527349229	0.7903147265077138
KosticAD_2015__PRJNA231909.3109952__bin.14	0.7951729055304226	0.6915816894638109	0.6071816619955679	0.4535520353133786	0.5896411351058907	0.4934085843393791	0.6924898101161432	0.8655788900134325	0.4367444227593647	0.7129510840650176	0.7639791215681543	0.7542124925312692	0.4471881311518756	0.6770601021844312	0.47231387216870124	0.7778127192084525	0.5138974548875823	0.9316932824101202	0.8363900310814723	0.5056159079634159	0.47267583686687464	0.76737286150422	0.7895528259880384	0.415165165646983	0.7356958161630074	0.9322156924532286	0.7805589017323605	1.0	0.7189825454718152	0.7649251073218912
VatanenT_2016__G78553__bin.4	0.8504509298016665	0.5526048037260282	0.639985538342545	0.4546171045306022	0.608435931866493	0.5160072602138079	0.771713081975454	0.870372964886403	0.4489631002099459	0.782973339861019	0.8174446629085248	0.8179095768600887	0.4519929118988062	0.7284115422497113	0.513875792413297	0.8395863210351524	0.5456977356171837	0.906560691472922	0.8910506163258259	0.5237985044043513	0.4932763262772409	0.8069778021953804	0.8531333678608028	0.433407373241421	0.7904009436808697	0.9121454309610653	0.8293461452284139	0.5878548314057245	1.0	0.8153373328526774
BackhedF_2015__SID38_12M__bin.19	0.8604220607141666	0.5313351985726137	0.6524833111652979	0.45006974113886533	0.6232437287328177	0.4961510718200867	0.7367848151292131	0.8384778797147739	0.44155924469887625	0.7420916157478246	0.8021675555622121	0.8217849383297009	0.4591450272659589	0.7419684152600472	0.5168250799474537	0.8552109216507706	0.5275855554916739	0.8823522306776945	0.8792297022364995	0.5383073799024736	0.48392523518006836	0.8019564237459036	0.886444419428572	0.43802218285174827	0.7981869719590858	0.8852993796009947	0.8507694232816069	0.5758429449844599	0.7507074365263839	1.0
