	VincentC_2016__MM098.8__bin.1	KarlssonFH_2013__S54__bin.24	Obregon-TitoAJ_2015__SM24__bin.22	LiJ_2014__V1.FI30__bin.20	VatanenT_2016__G78895__bin.1	CosteaPI_2017__alien-11-600-0__bin.61	VatanenT_2016__G69222__bin.8	KarlssonFH_2013__S59__bin.5	VatanenT_2016__G78889__bin.17	VatanenT_2016__G78793__bin.2	CosteaPI_2017__alien-11-877-0__bin.3	VatanenT_2016__G78880__bin.10	BackhedF_2015__SID82_12M__bin.39	OhJ_2014__MET0310__bin.48	VatanenT_2016__G78780__bin.6	BackhedF_2015__SID38_M__bin.25	ZellerG_2014__CCIS63448910ST-4-0__bin.46	SchirmerM_2016__G89053__bin.11	NielsenHB_2014__V1_UC50_1__bin.21	CM_madagascar__A81_03_1FE__bin.34	CosteaPI_2017__SID713A040-11-0-0__bin.67	ZellerG_2014__CCIS74239020ST-4-0__bin.54	BackhedF_2015__SID637_12M__bin.20	CM_madagascar__V40_01_1FE__bin.14	CosteaPI_2017__SID713A053-11-0-0__bin.33	ZellerG_2014__CCIS50471204ST-4-0__bin.28	IjazUZ_2017__S68_a_WGS__bin.4	KosticAD_2015__PRJNA231909.3109952__bin.14	VatanenT_2016__G78553__bin.4	BackhedF_2015__SID38_12M__bin.19
CosteaPI_2017__alien-11-877-0__bin.3	0.9896794470885087	0.9964266239717843	0.9843706536463575	0.9900588825715398	0.9856654770764135	0.9970040425632574	0.996678948455711	0.9954509414196934	0.9954449246060199	0.9951615312495035	1.0	0.9912644034192843	0.988196045458244	0.9852257099006854	0.9841798053312941	0.9902228911395169	0.9946378038501303	0.9947596584113736	0.9953760484415007	0.9813965427502029	0.9952784691514209	0.9969437934968386	0.9826158826207105	0.9906427361077051	0.9903129332684867	0.9954792346792979	0.9899534485614562	0.995909791969785	0.9949551555113915	0.9868995449081023
VatanenT_2016__G78880__bin.10	0.9917467723254307	0.9921398715841153	0.9867179464245786	0.9869077917256297	0.9902292936008475	0.9906223014206621	0.9925033236819565	0.9914266028586679	0.9915392139042525	0.9920196016939862	0.9912644034192843	1.0	0.9913265186828977	0.9885783246354491	0.9869541249554128	0.9927400740753994	0.9902843629605842	0.9912309291522744	0.9918417801087834	0.9849237017004756	0.9919000902298487	0.9917196446247014	0.9852343886449523	0.9931235469045688	0.9942026591395803	0.9916574094345385	0.9944121047570944	0.9919170241987226	0.9911580957122346	0.9890877215261317
BackhedF_2015__SID82_12M__bin.39	0.9938192172307263	0.9887791425036461	0.9841472038001373	0.9844716146027013	0.9847416632694128	0.9881300023561499	0.9884690019356851	0.9880678402613761	0.9884838367867131	0.9890318776706057	0.988196045458244	0.9913265186828977	1.0	0.9863196178556797	0.9839373901397841	0.9923643703285495	0.9872704853067189	0.9877838353046543	0.9887235628196233	0.9830933343091871	0.9892535984214363	0.9886821658567336	0.9829961787768771	0.9909542403557025	0.9918792414295826	0.9879136565463226	0.9890051767778479	0.9884958495505115	0.9873644030017089	0.9859039477574797
OhJ_2014__MET0310__bin.48	0.9862801824221237	0.9869101723456934	0.9866216115783929	0.9820340736685333	0.9849734709044088	0.985676106449377	0.9862734371114538	0.9856975350630001	0.9860477033170668	0.9862213210062108	0.9852257099006854	0.9885783246354491	0.9863196178556797	1.0	0.9918144290490163	0.986580784368365	0.9848612900314262	0.9851919091664028	0.985719050305624	0.9921366159277061	0.9867982711172034	0.9859176697395539	0.9937125346125394	0.9899247944655758	0.9870204786090891	0.985606258148631	0.985226292063939	0.9870119529465293	0.9851796089053456	0.9844021451771282
VatanenT_2016__G78780__bin.6	0.9842104301428937	0.9847878641363471	0.9859065966141273	0.9817763197756446	0.9827450635106397	0.9837459615471953	0.9847722704627528	0.9839026251693451	0.9847368816732434	0.9844273304448763	0.9841798053312941	0.9869541249554128	0.9839373901397841	0.9918144290490163	1.0	0.9844443543273413	0.9838035824140382	0.9837737949029478	0.9845034554787672	0.9930670763499893	0.9847434035342532	0.9837948693978071	0.9935936989893154	0.9878797735086229	0.9857889966508174	0.984234309623431	0.9846247487472751	0.9847909210236676	0.9835751367292006	0.9829264211389304
BackhedF_2015__SID38_M__bin.25	0.9929621670561568	0.9900133913566174	0.9846251515562188	0.9854959765627858	0.9861837632020307	0.9895814651166582	0.9902411646349892	0.9889505852540457	0.9901959953384892	0.9901746718046995	0.9902228911395169	0.9927400740753994	0.9923643703285495	0.986580784368365	0.9844443543273413	1.0	0.9893531396052595	0.9891286825346834	0.9900133237697443	0.9836490533662475	0.9902723134481067	0.9901899937001567	0.9828966465510656	0.9918685808077699	0.9936083340564585	0.9892637531072731	0.9900213384373869	0.9899584061837076	0.9886014209786853	0.9868635505190911
ZellerG_2014__CCIS63448910ST-4-0__bin.46	0.9893820657703694	0.9929086306286156	0.982939343670787	0.9891944420498272	0.9835764409720749	0.9935051861465215	0.994973098220948	0.9930871641929347	0.9956793476058073	0.996820476553777	0.9946378038501303	0.9902843629605842	0.9872704853067189	0.9848612900314262	0.9838035824140382	0.9893531396052595	1.0	0.9932376801821489	0.9965732941133153	0.9815046270719223	0.994022625469519	0.9946210606165092	0.9811332045040955	0.9897791683034962	0.9897353386483014	0.9932845928272307	0.9884621444855007	0.9930976002078088	0.9936766312291336	0.9857764916506028
SchirmerM_2016__G89053__bin.11	0.9890401861562312	0.9994152083732614	0.9842445229771477	0.9889797924257347	0.9847663406118604	0.9947537117111669	0.9953313774290847	0.9995017891795955	0.9941762990395321	0.9936800475006529	0.9947596584113736	0.9912309291522744	0.9877838353046543	0.9851919091664028	0.9837737949029478	0.9891286825346834	0.9932376801821489	1.0	0.9934719103974934	0.9815584302674948	0.9952076377862717	0.9950642571607916	0.9810401947047762	0.9911177095738829	0.9899324287972601	0.9997249169853968	0.9886906269841353	0.9996941580045876	0.9942291852732512	0.9856150994639405
NielsenHB_2014__V1_UC50_1__bin.21	0.9904406278623523	0.9927723005594454	0.9844258074577138	0.9915068950535835	0.9846230769788187	0.9947212059332369	0.9965572353700262	0.9938643155319579	0.9970183715401881	0.9981559655471061	0.9953760484415007	0.9918417801087834	0.9887235628196233	0.985719050305624	0.9845034554787672	0.9900133237697443	0.9965732941133153	0.9934719103974934	1.0	0.982097865339759	0.9954492633190177	0.9955816825187227	0.9812713391393322	0.9912832934884421	0.9905064850266474	0.9939272989426617	0.9891550212415945	0.9936979754947699	0.9950686089932225	0.9865294887920665
CM_madagascar__A81_03_1FE__bin.34	0.9834135607446709	0.9823728892626625	0.9876123512210507	0.978480025143065	0.9829508858785151	0.9830716709352697	0.9833881059281188	0.9813723833629175	0.9829369431702009	0.9824536598878142	0.9813965427502029	0.9849237017004756	0.9830933343091871	0.9921366159277061	0.9930670763499893	0.9836490533662475	0.9815046270719223	0.9815584302674948	0.982097865339759	1.0	0.9838267343180704	0.982432824301881	0.9981604750458676	0.988871970742675	0.9844226450131156	0.9823793253464475	0.9823890179059779	0.9828948303699265	0.9824627486180374	0.982728213486605
CosteaPI_2017__SID713A040-11-0-0__bin.67	0.9903925010155513	0.9956778034933634	0.983914563997225	0.990159454039718	0.9858776745764961	0.994759015076939	0.9955827342950371	0.9950375159156233	0.9951551491427013	0.9953617858996211	0.9952784691514209	0.9919000902298487	0.9892535984214363	0.9867982711172034	0.9847434035342532	0.9902723134481067	0.994022625469519	0.9952076377862717	0.9954492633190177	0.9838267343180704	1.0	0.995556900371885	0.9837053938317029	0.9905330665744042	0.9902568644818424	0.9953581800626076	0.9907826524586778	0.9949206116447117	0.994216271244858	0.987579208627563
ZellerG_2014__CCIS74239020ST-4-0__bin.54	0.9902623581581506	0.9958739067275322	0.9846449224262215	0.9898257259347654	0.9854557111658753	0.9972936360806761	0.9970222692107604	0.9952701628537084	0.9960372390082475	0.9960977206222086	0.9969437934968386	0.9917196446247014	0.9886821658567336	0.9859176697395539	0.9837948693978071	0.9901899937001567	0.9946210606165092	0.9950642571607916	0.9955816825187227	0.982432824301881	0.995556900371885	1.0	0.9822600060010904	0.9911766465937778	0.9905257848016388	0.995808976205425	0.9896790420719234	0.9958258481281133	0.99503732733547	0.9862129169033795
BackhedF_2015__SID637_12M__bin.20	0.9826101997805449	0.9821996771962186	0.9872711003566612	0.9784887195144443	0.9819662342702751	0.9814758786452737	0.9824347411022902	0.9818633843260106	0.9835383268206115	0.9822529982157324	0.9826158826207105	0.9852343886449523	0.9829961787768771	0.9937125346125394	0.9935936989893154	0.9828966465510656	0.9811332045040955	0.9810401947047762	0.9812713391393322	0.9981604750458676	0.9837053938317029	0.9822600060010904	1.0	0.9882946947713044	0.984127921388516	0.9817049733221048	0.9810469726014892	0.9828913100730582	0.9812300218779081	0.9813343434563648
CM_madagascar__V40_01_1FE__bin.14	0.9913901244822926	0.9913828615222494	0.9871668492388762	0.9864146999912915	0.9888757443907525	0.9897469751698252	0.9911862723803022	0.9910580066920301	0.9911582384212309	0.9910999205748687	0.9906427361077051	0.9931235469045688	0.9909542403557025	0.9899247944655758	0.9878797735086229	0.9918685808077699	0.9897791683034962	0.9911177095738829	0.9912832934884421	0.988871970742675	0.9905330665744042	0.9911766465937778	0.9882946947713044	1.0	0.9920328100680588	0.9910154993481978	0.9904603035078989	0.9911268443874199	0.9902985264366062	0.9894178026663961
CosteaPI_2017__SID713A053-11-0-0__bin.33	0.9925215793086142	0.9905983546652175	0.9850488293624147	0.9861282404164018	0.9868231582736766	0.9901126828975835	0.991225200478011	0.9900147463794007	0.9910111405551062	0.9908337986227433	0.9903129332684867	0.9942026591395803	0.9918792414295826	0.9870204786090891	0.9857889966508174	0.9936083340564585	0.9897353386483014	0.9899324287972601	0.9905064850266474	0.9844226450131156	0.9902568644818424	0.9905257848016388	0.984127921388516	0.9920328100680588	1.0	0.990050869687518	0.9917230629421553	0.9904818316476699	0.9899680672380484	0.9881737319811027
ZellerG_2014__CCIS50471204ST-4-0__bin.28	0.9892996653062636	0.9997768854751046	0.984551234998541	0.9895428583455186	0.9850379671878606	0.9949329913782737	0.9955723221536712	0.9997463579240027	0.9947561734635222	0.9942305930303743	0.9954792346792979	0.9916574094345385	0.9879136565463226	0.985606258148631	0.984234309623431	0.9892637531072731	0.9932845928272307	0.9997249169853968	0.9939272989426617	0.9823793253464475	0.9953581800626076	0.995808976205425	0.9817049733221048	0.9910154993481978	0.990050869687518	1.0	0.9891584974174461	0.999639942060275	0.9945883971829981	0.9863407898973472
IjazUZ_2017__S68_a_WGS__bin.4	0.9897946248145478	0.9892321474814353	0.9853631084962449	0.9856051426165124	0.9864297302971885	0.988826596282619	0.989847100697792	0.9891508619489237	0.9900107811053972	0.9898297228912917	0.9899534485614562	0.9944121047570944	0.9890051767778479	0.985226292063939	0.9846247487472751	0.9900213384373869	0.9884621444855007	0.9886906269841353	0.9891550212415945	0.9823890179059779	0.9907826524586778	0.9896790420719234	0.9810469726014892	0.9904603035078989	0.9917230629421553	0.9891584974174461	1.0	0.9894033897970628	0.9883974086828989	0.9852497558094633
KosticAD_2015__PRJNA231909.3109952__bin.14	0.9897514868737838	0.9994561974467264	0.9846969837900914	0.9898119166614783	0.9857100408486683	0.9952146886555994	0.9952919893383948	0.9995247320964504	0.9943278585902818	0.9939499178139408	0.995909791969785	0.9919170241987226	0.9884958495505115	0.9870119529465293	0.9847909210236676	0.9899584061837076	0.9930976002078088	0.9996941580045876	0.9936979754947699	0.9828948303699265	0.9949206116447117	0.9958258481281133	0.9828913100730582	0.9911268443874199	0.9904818316476699	0.999639942060275	0.9894033897970628	1.0	0.9948691948170656	0.9867050151106069
VatanenT_2016__G78553__bin.4	0.9892455802296374	0.9942712809142401	0.98383620071185	0.9899339433064359	0.9849333427625712	0.9950649297822793	0.9970476161982653	0.9942020684936049	0.9952419466060154	0.9943972897894627	0.9949551555113915	0.9911580957122346	0.9873644030017089	0.9851796089053456	0.9835751367292006	0.9886014209786853	0.9936766312291336	0.9942291852732512	0.9950686089932225	0.9824627486180374	0.994216271244858	0.99503732733547	0.9812300218779081	0.9902985264366062	0.9899680672380484	0.9945883971829981	0.9883974086828989	0.9948691948170656	1.0	0.9849344708368838
BackhedF_2015__SID38_12M__bin.19	0.9869650103683589	0.9863524272656844	0.9839156820988842	0.9824304145872538	0.9847905561912204	0.985897800438588	0.9868799569834655	0.9861433068334449	0.9871216647081094	0.9869184409422265	0.9868995449081023	0.9890877215261317	0.9859039477574797	0.9844021451771282	0.9829264211389304	0.9868635505190911	0.9857764916506028	0.9856150994639405	0.9865294887920665	0.982728213486605	0.987579208627563	0.9862129169033795	0.9813343434563648	0.9894178026663961	0.9881737319811027	0.9863407898973472	0.9852497558094633	0.9867050151106069	0.9849344708368838	1.0
