	VincentC_2016__MM098.8__bin.1	KarlssonFH_2013__S54__bin.24	Obregon-TitoAJ_2015__SM24__bin.22	LiJ_2014__V1.FI30__bin.20	VatanenT_2016__G78895__bin.1	CosteaPI_2017__alien-11-600-0__bin.61	VatanenT_2016__G69222__bin.8	KarlssonFH_2013__S59__bin.5	VatanenT_2016__G78889__bin.17	VatanenT_2016__G78793__bin.2	CosteaPI_2017__alien-11-877-0__bin.3	VatanenT_2016__G78880__bin.10	BackhedF_2015__SID82_12M__bin.39	OhJ_2014__MET0310__bin.48	VatanenT_2016__G78780__bin.6	BackhedF_2015__SID38_M__bin.25	ZellerG_2014__CCIS63448910ST-4-0__bin.46	SchirmerM_2016__G89053__bin.11	NielsenHB_2014__V1_UC50_1__bin.21	CM_madagascar__A81_03_1FE__bin.34	CosteaPI_2017__SID713A040-11-0-0__bin.67	ZellerG_2014__CCIS74239020ST-4-0__bin.54	BackhedF_2015__SID637_12M__bin.20	CM_madagascar__V40_01_1FE__bin.14	CosteaPI_2017__SID713A053-11-0-0__bin.33	ZellerG_2014__CCIS50471204ST-4-0__bin.28	IjazUZ_2017__S68_a_WGS__bin.4	KosticAD_2015__PRJNA231909.3109952__bin.14	VatanenT_2016__G78553__bin.4	BackhedF_2015__SID38_12M__bin.19
CosteaPI_2017__alien-11-877-0__bin.3	0.8880343229617559	0.568572083312115	0.6649742832408209	0.4777002597138056	0.633341141722259	0.5258573101797627	0.7763690991495645	0.8957177776646127	0.4708575648011407	0.7972770789835515	1.0	0.8539598716708254	0.4638412181086724	0.7613591689158222	0.521709018689209	0.8684361154962571	0.5516453633447065	0.9356510668635739	0.9332143402760096	0.5626730152263585	0.5160131384631054	0.8468620461373937	0.8706105820644701	0.4566965422416866	0.8336904822528899	0.9366720985893976	0.8552019147527625	0.6037251107602993	0.7893104853083465	0.8344314304629017
VatanenT_2016__G78880__bin.10	0.9003136531182645	0.5329994168507366	0.6771897551862167	0.45398962212125743	0.6458887976927487	0.5093892971813793	0.747992887361106	0.8661830851071204	0.45367032562302423	0.7704322532036083	0.8301317877732708	1.0	0.46174382421168414	0.7562842006152274	0.5273411858820455	0.87891385727001	0.5449881340510656	0.9063382087515952	0.9092004914690905	0.5397897890464965	0.4963030910871229	0.8143941831603522	0.8768426378148041	0.45463415551769104	0.8222899647833289	0.9081247840417095	0.8800717402302698	0.5770539180403017	0.7647928335014796	0.8328277392916865
BackhedF_2015__SID82_12M__bin.39	0.8667680762056019	0.6396384311747588	0.6832937174376117	0.5090052385985809	0.6761190372711354	0.4950520372228452	0.7338545103993962	0.8481110461279262	0.48135370109046555	0.7770349424719961	0.8145359038058088	0.8341274397757901	1.0	0.7707232270768835	0.525608144241208	0.8692317735580439	0.5491684238954497	0.8600441051010608	0.8601523110464857	0.5765749330643387	0.5205153106941456	0.8190823420416763	0.8484106245718711	0.49747012711068656	0.8408254772239898	0.8732702698352229	0.8344118157315348	0.615947588974798	0.7605643879031119	0.8378726174571066
OhJ_2014__MET0310__bin.48	0.7315442193428846	0.46085015934473367	0.576118007558733	0.3993727157286177	0.5376733782026971	0.4232810297688794	0.6361090827441634	0.7177456635401513	0.390312991171415	0.6561559521720508	0.7052495080030868	0.7206570776798501	0.406547002451022	1.0	0.45775996588569823	0.728148827415219	0.4529503776536229	0.7454182492645991	0.7458668485592933	0.5133329748312682	0.44349347054528165	0.6921071053222462	0.7743040814516693	0.4037794608506311	0.7030032095369096	0.7488523216782424	0.7130162665594935	0.4911799057705625	0.6451065411532069	0.7131219303260671
VatanenT_2016__G78780__bin.6	0.7912431598663189	0.4787337030372029	0.6202423886297698	0.41656175401226636	0.5902728708362408	0.4613977744316721	0.6902310037092806	0.7916287781409527	0.4137037717139814	0.7057688493885195	0.7524918285651327	0.7824481251606743	0.4317125123948731	0.7127841639428549	1.0	0.7845532336846744	0.4839465275992508	0.8219354364831614	0.8135377722281392	0.5232134856219471	0.4780755811818282	0.742044144111058	0.8539439568107532	0.414942157258805	0.7469499430753975	0.820707334092328	0.7663865731389328	0.5323361122332807	0.707497888280877	0.7723082008153073
BackhedF_2015__SID38_M__bin.25	0.882083781427153	0.5342933938373964	0.6519907842637609	0.45248094011643	0.6264301211184998	0.4951457102724938	0.742544846573156	0.8570020447954653	0.4485237978008731	0.7579755901041688	0.8183731183058862	0.8520208251452736	0.4664533092238463	0.7407649483378419	0.5125809388207371	1.0	0.5279382597499697	0.889231207773006	0.8882311247526786	0.5380940932236697	0.49233165709053583	0.813857868239542	0.8644642765450298	0.44833040362755644	0.8352228855850318	0.8926264032474864	0.8558618349795833	0.5757622873683852	0.7590774090171593	0.8382941578163637
ZellerG_2014__CCIS63448910ST-4-0__bin.46	0.8395207638287283	0.5760359795771662	0.6387038504783145	0.46530956813448104	0.5980314452656996	0.5057143383776013	0.7471660553333456	0.8533765874698173	0.4527970803457873	0.7648705140729545	0.7986773081672903	0.8116874642876891	0.45276832617551105	0.7079601128048219	0.4857751645070319	0.8111123808821632	1.0	0.8796505262381803	0.8979978987337106	0.5042950620242198	0.4965660885112344	0.7975411497981678	0.8220360164414872	0.4161097082189003	0.7764488599708771	0.8937983153005363	0.800164414871067	0.5862967946473007	0.761894088806149	0.7936615486701195
SchirmerM_2016__G89053__bin.11	0.7293042685213922	0.5421020264005164	0.5327142876182606	0.3739600964934494	0.5041634219760595	0.42592490342087175	0.6438698671215898	0.8082529697248947	0.38048197221338986	0.6461988092540797	0.6996490974206852	0.6971834498883319	0.36622348476915256	0.601745945009396	0.4261187280685888	0.7056146316665302	0.4543234510687963	1.0	0.7901035191168603	0.4385170320077225	0.40432545024247124	0.6881635590622542	0.7249521626299225	0.35335071027784704	0.6586245304321833	0.894006096527721	0.7103741881926898	0.5526424316044606	0.6540873581776675	0.6854382093496593
NielsenHB_2014__V1_UC50_1__bin.21	0.8444991058733068	0.5247650897079099	0.6040158766212916	0.4249271919249735	0.5856411312933136	0.483734393728657	0.7256127968084699	0.8378516650496672	0.43438868586004037	0.7421277413743389	0.7898455309397144	0.7916092168536308	0.4145674767180098	0.6815047016539081	0.47738090055733684	0.797761860162809	0.5249581814208706	0.8942900453032812	1.0	0.5024992015571468	0.4574502153101902	0.7766631424555663	0.8283410361697845	0.40550294141606047	0.7538649590692978	0.905005342347728	0.8044342994671445	0.5581639219340548	0.7282863412180552	0.7737947822998689
CM_madagascar__A81_03_1FE__bin.34	0.8208825215233608	0.5521356578053274	0.6476556087464121	0.4466895792775608	0.6168750723757377	0.48194921790504736	0.7117745037846593	0.8206203301717426	0.46146406194125017	0.7439395561537403	0.8047242511705751	0.7941564830817389	0.4695759710365954	0.7925687687858282	0.5187958425191345	0.816649587813346	0.49815482836298647	0.8387086201961628	0.8491132469995477	1.0	0.5089571120496591	0.787111547125618	0.9045994917857635	0.5061094226473606	0.79072760285002	0.843677146309329	0.7979568010615836	0.5639706840936518	0.7142616800784827	0.7974571808748888
CosteaPI_2017__SID713A040-11-0-0__bin.67	0.9035169985202718	0.6159121917196401	0.7276251191954755	0.5351450754241872	0.6752000867035098	0.5369980133359088	0.8051067668068899	0.8995733872666456	0.5039388041033835	0.8365464034212925	0.8856475100272784	0.8762691969174805	0.5087363400455718	0.8217395066465407	0.5688834038819048	0.8966943412849425	0.5886617680348981	0.9280360868398582	0.9276480187111769	0.6107877695609498	1.0	0.8914711540394483	0.8840253153272053	0.517973934757357	0.8853092614556576	0.9307280909757554	0.8637775985050636	0.640456626831415	0.8168781667102224	0.8645755854453475
ZellerG_2014__CCIS74239020ST-4-0__bin.54	0.879242943353463	0.5988340054442801	0.6681114589602783	0.49536313431280604	0.6374437077921842	0.5282024803563717	0.7699799429444422	0.9022383134862314	0.4811998152407702	0.8046870990468105	0.8620972453560063	0.8528421765300827	0.4748213708989698	0.7606128988277328	0.5237208767043183	0.87918177166683	0.5607707010430809	0.936847491209162	0.9341476425313259	0.5602590361726846	0.5287504335154487	1.0	0.872283886392773	0.4636689429791752	0.8347182499506219	0.9315763580762437	0.8599811197218037	0.6172643088610298	0.7932873923598637	0.8486285878101417
BackhedF_2015__SID637_12M__bin.20	0.759103305034758	0.4627216722871673	0.5779951557255119	0.3805735493103119	0.539296707098473	0.42950203334097126	0.6395061283064591	0.7394974792802534	0.3802923534820119	0.6480858803212519	0.7007834542079152	0.726059106051408	0.3888885017550145	0.6728499689085954	0.4765580646840584	0.7384030290447416	0.45702438246567756	0.7803741708104793	0.7877860993342709	0.5091259523664105	0.4145953751894281	0.6897221285130519	1.0	0.38111380601832856	0.690011522470457	0.7841375219761099	0.7400906139209971	0.49566052531151866	0.6539336058118177	0.7380419014576683
CM_madagascar__V40_01_1FE__bin.14	0.9239600313209462	0.6115592020053285	0.7446879970845911	0.524349080809026	0.728628625177904	0.5448918787150533	0.7865438123895026	0.8941480062444905	0.5130794498150784	0.8308334030995917	0.8833048522843114	0.9045558187521854	0.5479097208200572	0.8430899393772253	0.5564126682392803	0.9201690149168469	0.555877848310097	0.9139501327200469	0.9266508748688805	0.6844414677507522	0.5837012887879878	0.8809419922288596	0.9157515795901684	1.0	0.8926893168980444	0.9224717939121142	0.8900802229893774	0.6314962646324468	0.8056220113366065	0.8835097188501865
CosteaPI_2017__SID713A053-11-0-0__bin.33	0.9087775401400541	0.5546065784207111	0.6810455850006006	0.4777514959897978	0.6557337576189645	0.5111356617633559	0.7692967864350302	0.8794111830319321	0.46534082652813386	0.793146066413711	0.8588101431964005	0.871380286980338	0.49323886578084974	0.7818013568956645	0.533470460267025	0.9130219702108261	0.5524510521370871	0.9073270582285865	0.9175402344797124	0.5695452306423615	0.531357950083488	0.8446730592788089	0.8830570598075921	0.47545538050101166	1.0	0.9194911719946303	0.8644410556150961	0.5956276757194574	0.7822525013599908	0.8564122579098478
ZellerG_2014__CCIS50471204ST-4-0__bin.28	0.7904559299908137	0.5807716888428243	0.5716678780974267	0.40115476640784437	0.5393330372810538	0.46055685727368356	0.6908328481515895	0.8695766465944305	0.40779847209395775	0.6921752407388522	0.7473124723466721	0.7453334183840339	0.3967550178220493	0.6449968857629597	0.4539724703883391	0.7557373672284753	0.4925414733896266	0.9538690687801495	0.8531099912768859	0.47065202331960193	0.43265061185717824	0.7301120515894798	0.7772253996604201	0.38052645029389215	0.7121473934059432	1.0	0.7616655906669586	0.5899461945973574	0.7024382058581785	0.7343184046330421
IjazUZ_2017__S68_a_WGS__bin.4	0.8270034221598879	0.507477812061711	0.5980252454417953	0.4117758204768584	0.5798601963534362	0.46339814866760165	0.6819823842917252	0.7970253015427771	0.4191389621318373	0.7015970827489482	0.7537099579242637	0.7978919495091165	0.41876959326788216	0.678393716690042	0.4682847685834502	0.8004344460028051	0.4870835343618513	0.8372523983169705	0.8376554277699859	0.4917269004207573	0.44354468443197753	0.7445277980364656	0.8103275175315567	0.4055849649368864	0.739568920056101	0.8413666199158486	1.0	0.5400729312762973	0.7011146143057503	0.7786573913043479
KosticAD_2015__PRJNA231909.3109952__bin.14	0.7870235655704826	0.6912056055752832	0.5978899511796905	0.4489312093792498	0.5812151873712826	0.4910474706433152	0.6892295607070634	0.865167508149019	0.43426714663356786	0.7086376714117842	0.7608542880301996	0.7481162112051178	0.44204361161187883	0.6682664137192322	0.4651304131852701	0.7700022398170153	0.5103503292017587	0.9314083314775156	0.8311190806096667	0.4969672620900381	0.4702749327252669	0.7641697306379371	0.7760446115072684	0.41148134052727475	0.728693339528663	0.9318800407916245	0.7722876233102699	1.0	0.715293586101069	0.7547554395785293
VatanenT_2016__G78553__bin.4	0.8413048235084841	0.5494390860400402	0.6296409405534574	0.45004090298253324	0.599268836230125	0.5134607281517991	0.7694346887726429	0.8653266020509737	0.4468269098072181	0.7785865671352012	0.8133207817061082	0.810677698665445	0.4462817116179688	0.7176161983157102	0.5054354527847349	0.8300162300096183	0.5422470875974496	0.9013290976838785	0.8866564973298932	0.5146125183591161	0.4904233498047204	0.8029730355155429	0.837120073210829	0.4292026830677394	0.7824716945588801	0.907209262177361	0.8197235808449155	0.5848386627899349	1.0	0.803053844486808
BackhedF_2015__SID38_12M__bin.19	0.8492064680739222	0.5240837628037919	0.6419885621633427	0.44216220238023346	0.6137645382614817	0.4891542503926714	0.7271181666607884	0.8268593490086226	0.43587269669441014	0.7323839004501408	0.791658795524392	0.8128173922370164	0.4526728949747245	0.7303952996356647	0.5080010261875922	0.8439764865829837	0.5200814379381167	0.8696596816016257	0.8673860286781747	0.5290098497582131	0.4779145007940392	0.7908997838918502	0.8698983523504962	0.43338694567631514	0.7887473988995056	0.8732068893712766	0.8382203665383611	0.5681871217322279	0.7393976317484275	1.0
