	BritoIL_2016__W2.61.ST__bin.63	LiJ_2017__H2M615912__bin.50	BritoIL_2016__W2.17.ST__bin.59	BritoIL_2016__W2.35.ST__bin.94	BritoIL_2016__W3.22.ST__bin.82	BritoIL_2016__WL.14.ST__bin.58	BritoIL_2016__M1.59.ST__bin.30	BritoIL_2016__W1.41.ST__bin.35	FengQ_2015__SID31160__bin.57	BritoIL_2016__M1.22.ST__bin.76	BritoIL_2016__W1.33.ST__bin.49	BritoIL_2016__W1.1.ST__bin.115	BritoIL_2016__WL.37.ST__bin.63	Obregon-TitoAJ_2015__SM43__bin.3	BritoIL_2016__W2.7.ST__bin.18	BritoIL_2016__WL.43.ST__bin.39	LiJ_2014__MH0329__bin.15	CM_madagascar__A53_01_1FE__bin.4	BritoIL_2016__M1.52.ST__bin.16	Obregon-TitoAJ_2015__SM31__bin.33	ZellerG_2014__CCIS74726977ST-3-0__bin.68	Obregon-TitoAJ_2015__SM37__bin.42	HMP_2012__SRS024009__bin.28	BritoIL_2016__W1.53.ST__bin.71	CM_madagascar__A81_01_1FE__bin.50	BritoIL_2016__M1.15.ST__bin.23	BritoIL_2016__M1.48.ST__bin.38	CM_madagascar__A75_02_1FE__bin.34	BritoIL_2016__M2.46.ST__bin.81	CM_madagascar__A46_02_1FE__bin.8	BritoIL_2016__M1.3.ST__bin.76	BritoIL_2016__W2.39.ST__bin.22	LiJ_2017__H1F613739__bin.39	BritoIL_2016__W2.6.ST__bin.50	Obregon-TitoAJ_2015__SM03__bin.1	BritoIL_2016__WL.12.ST__bin.24	XieH_2016__YSZC12003_37204__bin.77	VogtmannE_2016__MMRS51307502ST-27-0-0__bin.48	VogtmannE_2016__MMRS21365932ST-27-0-0__bin.31
BritoIL_2016__W1.33.ST__bin.49	1618714.0	1643802.0	1489004.0	1745333.0	1613106.0	1039939.0	1289035.0	1721800.0	1715818.0	1665970.0	2000518.0	1675344.0	1715038.0	1495951.0	1388767.0	1674076.0	1720668.0	1033419.0	953434.0	1551846.0	1007985.0	1632938.0	1675148.0	1622021.0	1717202.0	1393267.0	1666882.0	1450281.0	1735283.0	1589935.0	1031599.0	1783369.0	1397110.0	1776279.0	1787026.0	1044356.0	1619779.0	1786463.0	1743343.0
BritoIL_2016__W1.1.ST__bin.115	1543689.0	1579259.0	1439501.0	1657437.0	1591958.0	1032996.0	1277461.0	1651627.0	1656856.0	1608256.0	1675344.0	1902639.0	1644900.0	1443678.0	1336100.0	1618420.0	1645262.0	1006358.0	935754.0	1500369.0	967363.0	1551290.0	1608700.0	1566937.0	1668610.0	1369038.0	1608827.0	1396388.0	1669837.0	1567497.0	1004456.0	1681481.0	1368064.0	1706886.0	1695601.0	983507.0	1541343.0	1721095.0	1654929.0
BritoIL_2016__WL.37.ST__bin.63	1626221.0	1683160.0	1517559.0	1776439.0	1629379.0	1065747.0	1326375.0	1771890.0	1751088.0	1724215.0	1715038.0	1644900.0	2107813.0	1535315.0	1451349.0	1766831.0	1755740.0	1060256.0	963649.0	1589437.0	1041610.0	1715293.0	1695711.0	1662464.0	1769356.0	1427257.0	1710656.0	1506285.0	1783993.0	1620659.0	1107639.0	1819007.0	1416080.0	1793282.0	1795426.0	1069678.0	1630366.0	1808174.0	1769431.0
Obregon-TitoAJ_2015__SM43__bin.3	1388021.0	1504615.0	1334764.0	1557089.0	1480125.0	942844.0	1175315.0	1537618.0	1563102.0	1497047.0	1495951.0	1443678.0	1535315.0	1897085.0	1254580.0	1526123.0	1561547.0	937843.0	863211.0	1421854.0	937156.0	1494771.0	1499479.0	1458175.0	1580847.0	1275829.0	1512962.0	1343729.0	1566744.0	1465502.0	965581.0	1577740.0	1284554.0	1572138.0	1612898.0	947665.0	1485928.0	1598146.0	1566875.0
BritoIL_2016__W2.7.ST__bin.18	1359564.0	1393915.0	1257949.0	1451661.0	1363252.0	878266.0	1089126.0	1462722.0	1426342.0	1416986.0	1388767.0	1336100.0	1451349.0	1254580.0	1703574.0	1479155.0	1444411.0	891844.0	831867.0	1288514.0	849928.0	1372205.0	1375937.0	1369839.0	1464559.0	1152432.0	1397091.0	1236112.0	1466369.0	1344436.0	930328.0	1446528.0	1186038.0	1472947.0	1471150.0	924848.0	1349418.0	1501946.0	1445154.0
BritoIL_2016__WL.43.ST__bin.39	1620570.0	1666534.0	1500958.0	1802021.0	1668677.0	1053808.0	1310960.0	1800381.0	1775544.0	1731134.0	1674076.0	1618420.0	1766831.0	1526123.0	1479155.0	2203878.0	1791084.0	1053510.0	964535.0	1574777.0	1039858.0	1680570.0	1675881.0	1668524.0	1783168.0	1399818.0	1724815.0	1490046.0	1787676.0	1630668.0	1108841.0	1757719.0	1416150.0	1796670.0	1807580.0	1063485.0	1632462.0	1816463.0	1766826.0
LiJ_2014__MH0329__bin.15	1642328.0	1691444.0	1525057.0	1822294.0	1683528.0	1061259.0	1315382.0	1815696.0	1817146.0	1717973.0	1720668.0	1645262.0	1755740.0	1561547.0	1444411.0	1791084.0	2298666.0	1070743.0	989818.0	1590748.0	1055773.0	1702884.0	1739512.0	1689840.0	1816360.0	1436377.0	1733143.0	1518800.0	1804837.0	1651106.0	1080476.0	1783740.0	1483671.0	1850733.0	1861566.0	1063158.0	1695213.0	1864012.0	1801197.0
CM_madagascar__A53_01_1FE__bin.4	1007865.0	1054667.0	979887.0	1081078.0	1005902.0	693850.0	869848.0	1078867.0	1080755.0	1060347.0	1033419.0	1006358.0	1060256.0	937843.0	891844.0	1053510.0	1070743.0	1271593.0	636998.0	1010322.0	678940.0	1010348.0	1066637.0	1037671.0	1095022.0	930528.0	1067614.0	943386.0	1072157.0	1026208.0	699515.0	1080906.0	920290.0	1104041.0	1109302.0	685918.0	1010013.0	1103163.0	1092772.0
BritoIL_2016__M1.52.ST__bin.16	900824.0	952474.0	900583.0	971547.0	956319.0	651377.0	804544.0	982469.0	1002353.0	963010.0	953434.0	935754.0	963649.0	863211.0	831867.0	964535.0	989818.0	636998.0	1098545.0	911223.0	613090.0	937588.0	955743.0	956948.0	1006020.0	851364.0	989254.0	843799.0	1022922.0	930093.0	620706.0	990137.0	817798.0	1006478.0	1006405.0	647416.0	947687.0	1010459.0	1006128.0
Obregon-TitoAJ_2015__SM31__bin.33	1441924.0	1542211.0	1415827.0	1682143.0	1522710.0	994290.0	1232208.0	1621687.0	1624636.0	1587667.0	1551846.0	1500369.0	1589437.0	1421854.0	1288514.0	1574777.0	1590748.0	1010322.0	911223.0	1916542.0	981874.0	1541009.0	1570443.0	1562469.0	1608386.0	1326958.0	1605263.0	1440177.0	1623771.0	1503501.0	996635.0	1621119.0	1334396.0	1651185.0	1655205.0	966175.0	1513311.0	1668481.0	1660105.0
ZellerG_2014__CCIS74726977ST-3-0__bin.68	955028.0	1014685.0	936156.0	1061035.0	1004652.0	675496.0	801622.0	1063126.0	1062655.0	1043526.0	1007985.0	967363.0	1041610.0	937156.0	849928.0	1039858.0	1055773.0	678940.0	613090.0	981874.0	1272030.0	996018.0	1070486.0	1013231.0	1073449.0	891135.0	1041980.0	924189.0	1073909.0	1005338.0	657010.0	1078333.0	887421.0	1071655.0	1081096.0	658411.0	1006999.0	1086059.0	1102559.0
Obregon-TitoAJ_2015__SM37__bin.42	1519730.0	1629600.0	1456557.0	1690303.0	1602478.0	1002379.0	1266563.0	1687194.0	1699926.0	1656022.0	1632938.0	1551290.0	1715293.0	1494771.0	1372205.0	1680570.0	1702884.0	1010348.0	937588.0	1541009.0	996018.0	2018555.0	1631768.0	1590795.0	1708395.0	1368674.0	1652124.0	1436051.0	1703319.0	1538231.0	1062017.0	1680209.0	1359527.0	1707114.0	1754947.0	1019267.0	1584608.0	1739584.0	1717266.0
HMP_2012__SRS024009__bin.28	1585363.0	1667991.0	1532374.0	1797750.0	1632933.0	1035440.0	1304688.0	1738499.0	1748316.0	1697171.0	1675148.0	1608700.0	1695711.0	1499479.0	1375937.0	1675881.0	1739512.0	1066637.0	955743.0	1570443.0	1070486.0	1631768.0	2017640.0	1650259.0	1774929.0	1436594.0	1709908.0	1483841.0	1764420.0	1643703.0	1054127.0	1783692.0	1447832.0	1770786.0	1804198.0	1053400.0	1643613.0	1831773.0	1856081.0
BritoIL_2016__W1.53.ST__bin.71	1517044.0	1608040.0	1485534.0	1771278.0	1574593.0	1038914.0	1302092.0	1696296.0	1689274.0	1670278.0	1622021.0	1566937.0	1662464.0	1458175.0	1369839.0	1668524.0	1689840.0	1037671.0	956948.0	1562469.0	1013231.0	1590795.0	1650259.0	2001498.0	1709396.0	1407984.0	1682232.0	1486068.0	1712970.0	1570178.0	1052533.0	1726210.0	1400924.0	1743477.0	1752976.0	1020457.0	1586317.0	1743233.0	1720923.0
CM_madagascar__A81_01_1FE__bin.50	1719757.0	1720684.0	1569877.0	1818768.0	1716998.0	1080344.0	1343166.0	1808968.0	1807276.0	1752752.0	1717202.0	1668610.0	1769356.0	1580847.0	1464559.0	1783168.0	1816360.0	1095022.0	1006020.0	1608386.0	1073449.0	1708395.0	1774929.0	1709396.0	2254360.0	1469811.0	1751440.0	1529656.0	1886113.0	1728396.0	1109333.0	1854516.0	1490765.0	1868175.0	1855657.0	1106263.0	1686350.0	1884100.0	1840715.0
BritoIL_2016__M1.15.ST__bin.23	1302195.0	1397653.0	1313953.0	1442027.0	1347926.0	914654.0	1114026.0	1437640.0	1446675.0	1437613.0	1393267.0	1369038.0	1427257.0	1275829.0	1152432.0	1399818.0	1436377.0	930528.0	851364.0	1326958.0	891135.0	1368674.0	1436594.0	1407984.0	1469811.0	1602630.0	1437146.0	1231585.0	1476655.0	1360206.0	910928.0	1469129.0	1210190.0	1502691.0	1492904.0	890546.0	1354150.0	1487139.0	1483217.0
BritoIL_2016__M1.48.ST__bin.38	1582519.0	1656170.0	1535560.0	1802479.0	1662876.0	1062668.0	1317865.0	1741504.0	1730019.0	1705873.0	1666882.0	1608827.0	1710656.0	1512962.0	1397091.0	1724815.0	1733143.0	1067614.0	989254.0	1605263.0	1041980.0	1652124.0	1709908.0	1682232.0	1751440.0	1437146.0	2006058.0	1516566.0	1763929.0	1623824.0	1063475.0	1760509.0	1427600.0	1784085.0	1785319.0	1052676.0	1619595.0	1782320.0	1797048.0
CM_madagascar__A75_02_1FE__bin.34	1361679.0	1454562.0	1322370.0	1590225.0	1416772.0	917034.0	1155309.0	1540463.0	1513657.0	1493373.0	1450281.0	1396388.0	1506285.0	1343729.0	1236112.0	1490046.0	1518800.0	943386.0	843799.0	1440177.0	924189.0	1436051.0	1483841.0	1486068.0	1529656.0	1231585.0	1516566.0	1968268.0	1527584.0	1431016.0	965478.0	1549312.0	1244062.0	1570692.0	1563543.0	912783.0	1414247.0	1568597.0	1575805.0
BritoIL_2016__M2.46.ST__bin.81	1693072.0	1726965.0	1577647.0	1827295.0	1734961.0	1090171.0	1345890.0	1824693.0	1823229.0	1771918.0	1735283.0	1669837.0	1783993.0	1566744.0	1466369.0	1787676.0	1804837.0	1072157.0	1022922.0	1623771.0	1073909.0	1703319.0	1764420.0	1712970.0	1886113.0	1476655.0	1763929.0	1527584.0	2118759.0	1711668.0	1101585.0	1870310.0	1486565.0	1871294.0	1872268.0	1120988.0	1698151.0	1884306.0	1858539.0
CM_madagascar__A46_02_1FE__bin.8	1560556.0	1581829.0	1462869.0	1662536.0	1612416.0	1002132.0	1252104.0	1676141.0	1656577.0	1627840.0	1589935.0	1567497.0	1620659.0	1465502.0	1344436.0	1630668.0	1651106.0	1026208.0	930093.0	1503501.0	1005338.0	1538231.0	1643703.0	1570178.0	1728396.0	1360206.0	1623824.0	1431016.0	1711668.0	2016613.0	1020570.0	1695379.0	1388477.0	1727424.0	1718964.0	1008390.0	1548298.0	1747146.0	1697364.0
BritoIL_2016__M1.3.ST__bin.76	1014858.0	1067769.0	969694.0	1090394.0	1023073.0	704230.0	870204.0	1094060.0	1093129.0	1089596.0	1031599.0	1004456.0	1107639.0	965581.0	930328.0	1108841.0	1080476.0	699515.0	620706.0	996635.0	657010.0	1062017.0	1054127.0	1052533.0	1109333.0	910928.0	1063475.0	965478.0	1101585.0	1020570.0	1253170.0	1095130.0	912423.0	1115956.0	1107567.0	697568.0	1004353.0	1113543.0	1092625.0
BritoIL_2016__W2.39.ST__bin.22	1816091.0	1724289.0	1577597.0	1860473.0	1708195.0	1071701.0	1347555.0	1832856.0	1795135.0	1764668.0	1783369.0	1681481.0	1819007.0	1577740.0	1446528.0	1757719.0	1783740.0	1080906.0	990137.0	1621119.0	1078333.0	1680209.0	1783692.0	1726210.0	1854516.0	1469129.0	1760509.0	1549312.0	1870310.0	1695379.0	1095130.0	2156132.0	1494018.0	1865078.0	1891060.0	1101388.0	1682082.0	1883169.0	1876332.0
LiJ_2017__H1F613739__bin.39	1352930.0	1432409.0	1293723.0	1500676.0	1396207.0	898082.0	1122209.0	1451081.0	1475451.0	1427108.0	1397110.0	1368064.0	1416080.0	1284554.0	1186038.0	1416150.0	1483671.0	920290.0	817798.0	1334396.0	887421.0	1359527.0	1447832.0	1400924.0	1490765.0	1210190.0	1427600.0	1244062.0	1486565.0	1388477.0	912423.0	1494018.0	1708090.0	1493926.0	1519850.0	901813.0	1394679.0	1519585.0	1498932.0
BritoIL_2016__W2.6.ST__bin.50	1719172.0	1726043.0	1575588.0	1871293.0	1724988.0	1093346.0	1372507.0	1900272.0	1810424.0	1783085.0	1776279.0	1706886.0	1793282.0	1572138.0	1472947.0	1796670.0	1850733.0	1104041.0	1006478.0	1651185.0	1071655.0	1707114.0	1770786.0	1743477.0	1868175.0	1502691.0	1784085.0	1570692.0	1871294.0	1727424.0	1115956.0	1865078.0	1493926.0	2254511.0	1910158.0	1098192.0	1706102.0	1929707.0	1855580.0
Obregon-TitoAJ_2015__SM03__bin.1	1688859.0	1772592.0	1575806.0	1894720.0	1714121.0	1088462.0	1393942.0	1876276.0	1875775.0	1792798.0	1787026.0	1695601.0	1795426.0	1612898.0	1471150.0	1807580.0	1861566.0	1109302.0	1006405.0	1655205.0	1081096.0	1754947.0	1804198.0	1752976.0	1855657.0	1492904.0	1785319.0	1563543.0	1872268.0	1718964.0	1107567.0	1891060.0	1519850.0	1910158.0	2338627.0	1095393.0	1723107.0	1945474.0	1887332.0
BritoIL_2016__WL.12.ST__bin.24	1023599.0	1050513.0	950554.0	1072435.0	1027282.0	684154.0	842045.0	1081171.0	1081244.0	1063886.0	1044356.0	983507.0	1069678.0	947665.0	924848.0	1063485.0	1063158.0	685918.0	647416.0	966175.0	658411.0	1019267.0	1053400.0	1020457.0	1106263.0	890546.0	1052676.0	912783.0	1120988.0	1008390.0	697568.0	1101388.0	901813.0	1098192.0	1095393.0	1264725.0	1027740.0	1104763.0	1096102.0
XieH_2016__YSZC12003_37204__bin.77	1504081.0	1629627.0	1445413.0	1674426.0	1575835.0	1014061.0	1244587.0	1671298.0	1700371.0	1613525.0	1619779.0	1541343.0	1630366.0	1485928.0	1349418.0	1632462.0	1695213.0	1010013.0	947687.0	1513311.0	1006999.0	1584608.0	1643613.0	1586317.0	1686350.0	1354150.0	1619595.0	1414247.0	1698151.0	1548298.0	1004353.0	1682082.0	1394679.0	1706102.0	1723107.0	1027740.0	1915534.0	1767066.0	1704318.0
VogtmannE_2016__MMRS51307502ST-27-0-0__bin.48	1730643.0	1777715.0	1596890.0	1884078.0	1744762.0	1099947.0	1375375.0	1887569.0	1893100.0	1791207.0	1786463.0	1721095.0	1808174.0	1598146.0	1501946.0	1816463.0	1864012.0	1103163.0	1010459.0	1668481.0	1086059.0	1739584.0	1831773.0	1743233.0	1884100.0	1487139.0	1782320.0	1568597.0	1884306.0	1747146.0	1113543.0	1883169.0	1519585.0	1929707.0	1945474.0	1104763.0	1767066.0	2259385.0	1920189.0
VogtmannE_2016__MMRS21365932ST-27-0-0__bin.31	1698374.0	1743948.0	1583347.0	1888691.0	1717162.0	1078642.0	1368140.0	1841340.0	1834528.0	1779090.0	1743343.0	1654929.0	1769431.0	1566875.0	1445154.0	1766826.0	1801197.0	1092772.0	1006128.0	1660105.0	1102559.0	1717266.0	1856081.0	1720923.0	1840715.0	1483217.0	1797048.0	1575805.0	1858539.0	1697364.0	1092625.0	1876332.0	1498932.0	1855580.0	1887332.0	1096102.0	1704318.0	1920189.0	2242119.0
