	BritoIL_2016__W2.61.ST__bin.63	LiJ_2017__H2M615912__bin.50	BritoIL_2016__W2.17.ST__bin.59	BritoIL_2016__W2.35.ST__bin.94	BritoIL_2016__W3.22.ST__bin.82	BritoIL_2016__WL.14.ST__bin.58	BritoIL_2016__M1.59.ST__bin.30	BritoIL_2016__W1.41.ST__bin.35	FengQ_2015__SID31160__bin.57	BritoIL_2016__M1.22.ST__bin.76	BritoIL_2016__W1.33.ST__bin.49	BritoIL_2016__W1.1.ST__bin.115	BritoIL_2016__WL.37.ST__bin.63	Obregon-TitoAJ_2015__SM43__bin.3	BritoIL_2016__W2.7.ST__bin.18	BritoIL_2016__WL.43.ST__bin.39	LiJ_2014__MH0329__bin.15	CM_madagascar__A53_01_1FE__bin.4	BritoIL_2016__M1.52.ST__bin.16	Obregon-TitoAJ_2015__SM31__bin.33	ZellerG_2014__CCIS74726977ST-3-0__bin.68	Obregon-TitoAJ_2015__SM37__bin.42	HMP_2012__SRS024009__bin.28	BritoIL_2016__W1.53.ST__bin.71	CM_madagascar__A81_01_1FE__bin.50	BritoIL_2016__M1.15.ST__bin.23	BritoIL_2016__M1.48.ST__bin.38	CM_madagascar__A75_02_1FE__bin.34	BritoIL_2016__M2.46.ST__bin.81	CM_madagascar__A46_02_1FE__bin.8	BritoIL_2016__M1.3.ST__bin.76	BritoIL_2016__W2.39.ST__bin.22	LiJ_2017__H1F613739__bin.39	BritoIL_2016__W2.6.ST__bin.50	Obregon-TitoAJ_2015__SM03__bin.1	BritoIL_2016__WL.12.ST__bin.24	XieH_2016__YSZC12003_37204__bin.77	VogtmannE_2016__MMRS51307502ST-27-0-0__bin.48	VogtmannE_2016__MMRS21365932ST-27-0-0__bin.31
BritoIL_2016__W1.33.ST__bin.49	0.7869496800328715	0.7958013874406529	0.7241904346774186	0.847862403637458	0.7836525339936956	0.5097189827834592	0.6272645384845326	0.8372286577776357	0.8311562305362911	0.8098992360978506	1.0	0.8298820605463184	0.8328932806403141	0.7241569433516719	0.674869708745435	0.8128059832503381	0.8327708123595988	0.501878013594479	0.4652505001204688	0.7512294315772214	0.48804159722631835	0.7904937621156121	0.8114283400599246	0.7883598148079647	0.833919514845655	0.6795864870998412	0.809715283741511	0.7033183405497976	0.8421513827918569	0.770837852996074	0.5019170034960945	0.8669894497325192	0.6763098357525401	0.8665190715604659	0.8650114620313339	0.5071691431919133	0.7838724770284498	0.8650909414461655	0.8440109011765953
BritoIL_2016__W1.1.ST__bin.115	0.7897667397756485	0.8046145380179844	0.7369500993094328	0.8471417856987058	0.8138469778029358	0.5336750692065074	0.6539648351579044	0.8444718099439779	0.8448271059302369	0.8221564889608591	0.8725743559340473	1.0	0.8404715765838922	0.7352871459062912	0.6833760897364135	0.8273613649252434	0.8377858332558095	0.5138736250019053	0.4803112939448839	0.7643646535154593	0.4931839408316554	0.7901908874988897	0.8198696652386501	0.8015219912973506	0.8523818759102488	0.701309602084263	0.8224108724776482	0.712480927806063	0.8528170609348383	0.7997339484789285	0.5143240520140709	0.8602730207884943	0.6967485686985287	0.8714937515734724	0.863861194898244	0.5026907363929783	0.7850932310333173	0.8774591501593313	0.8428561592609003
BritoIL_2016__WL.37.ST__bin.63	0.7501448183496354	0.7738736785473854	0.7007965127836293	0.8206895013931501	0.75106899900513	0.491844390370493	0.6123816486566882	0.8164884645839076	0.8054092085018927	0.795336683092855	0.7904961208608164	0.7586602796358122	1.0	0.7051654961801641	0.6693582400336273	0.814913372296309	0.8065601644927705	0.48876679287963404	0.44525866383782625	0.7304196339997903	0.4789495083292493	0.7891245570645973	0.7794614607652576	0.766743064968287	0.8153142617490262	0.6600704142160618	0.7885533488976489	0.6934154025997562	0.8225558908688769	0.745881631814587	0.5113219246678903	0.8387034333690893	0.6504025736628438	0.8268584547111152	0.8247923321471117	0.4930674590203211	0.7488396741077126	0.8310533239903161	0.812422164584809
Obregon-TitoAJ_2015__SM43__bin.3	0.7083541327879352	0.7668217291265284	0.6827079440299195	0.7948642259044798	0.7553019500971226	0.48222035385868317	0.6010779696218146	0.7849969822121834	0.7971572175205646	0.764273082123363	0.7636394784630104	0.7374398089700778	0.7834952044847753	1.0	0.6404515348547903	0.7787199835537153	0.7956338276882691	0.47902070808635355	0.44140984721296095	0.7259516574112389	0.47798332705176627	0.7647527654269577	0.764797043885751	0.7446782827337732	0.8070128644736531	0.6533492173518847	0.7726670128117611	0.6857099181112074	0.7993616522190624	0.7475442586916243	0.4933516421246281	0.805385631112997	0.6542980414688851	0.8017974945772067	0.82738886238624	0.48371158909590245	0.7572523107820683	0.8153488114660123	0.7992614985622678
BritoIL_2016__W2.7.ST__bin.18	0.7756598774106672	0.7926576714601186	0.7185393766281946	0.8280943475305447	0.7791783626657838	0.5014804170526199	0.622451387494761	0.8344961827311288	0.8115415003985738	0.8080230151434573	0.7925038771429946	0.7632295397793111	0.8281894417266288	0.7132011876208488	1.0	0.8437584748299751	0.8206593901996626	0.508518561565274	0.4752573119805773	0.7324935694017402	0.4832598994819127	0.7798792421109971	0.7825324875819895	0.7819067442917067	0.8353326594559438	0.6591377891421212	0.7964767013349582	0.704163129984374	0.8363229304978826	0.765257628961231	0.5312842295080813	0.8249621090718688	0.6743017914102939	0.841201497557488	0.8360840210052514	0.5275303567675956	0.7664932665091155	0.8543931757587284	0.821249326416111
BritoIL_2016__WL.43.ST__bin.39	0.714107586717595	0.7326916462708007	0.6632554070597374	0.7951238680181026	0.7348705327608878	0.4653687726816094	0.5793483123838978	0.7939704466399683	0.7811394278630668	0.7636756662573881	0.7378053594618214	0.714272750125007	0.7793920534621245	0.6703175039634681	0.6522162297550045	1.0	0.7864255643914954	0.4644676338708404	0.4267659099097137	0.6916040724577314	0.4570225756598142	0.7384428720646061	0.7363928493319504	0.7367499471386347	0.7854205178326568	0.6196681485998772	0.7605457289378087	0.6560009220111095	0.7884243138685535	0.7174212910152015	0.48944496927688375	0.7748219275295638	0.6215502854513725	0.7927149324962633	0.7935244146908313	0.4689755966528093	0.7173128458108843	0.798613625618115	0.7759054720814854
LiJ_2014__MH0329__bin.15	0.6909494463310459	0.7126476834825068	0.6438677911449511	0.7671936679796021	0.7085648806742693	0.44802072158373596	0.5556901263602455	0.7638843572750456	0.7663370842044908	0.7234130578344136	0.7247564456950247	0.6934474168931024	0.7395933119470162	0.6566351962399061	0.6082023225644787	0.75399644837484	1.0	0.4513896320735592	0.4178066756979918	0.6696697127812392	0.4451634121703632	0.7163659270202805	0.7332413669493524	0.7122043828899022	0.7646169560954048	0.606776713102295	0.7299359715591566	0.638757870869452	0.7596823548962746	0.6952328002415314	0.4555690126360245	0.7515284952228815	0.6240810974713159	0.778607244375651	0.7828205576625747	0.4476043931567265	0.7147145344299694	0.7852993866877571	0.7581110087328912
CM_madagascar__A53_01_1FE__bin.4	0.7695607006329855	0.8045962819864532	0.7494237542987419	0.8265687212811017	0.7678754129662557	0.530725633123177	0.664908504529358	0.8245240418907622	0.8242849716851225	0.8104881042912315	0.7895733933735086	0.7688906749250743	0.8101876937038817	0.7146492627751175	0.6812706581429749	0.80499814012817	0.8159796412845934	1.0	0.4875018972265497	0.7693916213757075	0.5176160925705001	0.7705051852282924	0.8128866704991299	0.7929730660675232	0.8380779070032628	0.7131173260626631	0.8156367642791365	0.7216263379870761	0.8186369380768846	0.7853369749597553	0.5348637496431642	0.825667489519052	0.70105371765966	0.8432981307698296	0.845739163395835	0.5240819979348738	0.7700364817988146	0.8412267132643857	0.8323221345194571
BritoIL_2016__M1.52.ST__bin.16	0.7981794100378227	0.8412117846788253	0.7990460108598192	0.8614603862381605	0.8479306719342403	0.5795010673208654	0.7145487895352489	0.871029407079364	0.8862231406087143	0.8544838855030973	0.847249771288386	0.8318812611226668	0.8543318662412555	0.7622737348037631	0.7370075873086673	0.8561688415130924	0.8742454792475501	0.564295499956761	1.0	0.8044868439617857	0.5413396811236681	0.8286852154440647	0.8438926033981312	0.8490139229617357	0.8913408189923946	0.7564123454205336	0.8770391745445111	0.7467987201252566	0.9133189810157981	0.822700936238388	0.5511626742645954	0.877202117346126	0.7219203582921045	0.8917022060998867	0.8882977028706152	0.574444378700918	0.8371236499187562	0.8925105480430934	0.8882175969122795
Obregon-TitoAJ_2015__SM31__bin.33	0.7279673495284736	0.7786216007789029	0.7166636577753057	0.8505245384656324	0.7691628985954913	0.5034343103360114	0.6236299543657274	0.8190971030115698	0.82035509787941	0.8020199922568877	0.7841456122537361	0.7588197910611925	0.8033155547856504	0.7185816955746339	0.6510981757769984	0.7952922503133247	0.8031898074761733	0.5104782467590065	0.46112477576802385	1.0	0.49582738077224503	0.7786581248936888	0.7932714232195276	0.7903781915554159	0.8124455399359889	0.6726980154883118	0.8108990045613401	0.7278567336379792	0.8201667378017283	0.7588870997870123	0.5038861658132199	0.81940755798725	0.6729870777681888	0.8343902716454948	0.8366427659816482	0.4881087917718474	0.7642097068574547	0.8425257573275201	0.8384089678180807
ZellerG_2014__CCIS74726977ST-3-0__bin.68	0.7271455861890049	0.7733606911786671	0.7141183777112174	0.8080666336485776	0.7653734581731563	0.5154406735690196	0.611888870545506	0.8097379778778803	0.8100359268256251	0.795304356029339	0.7675416460303608	0.7376799289324937	0.7936416593948256	0.7128566150169414	0.6472087922454659	0.7918225199091217	0.804448008301691	0.5174382679653782	0.46750941408614577	0.7470531355392561	1.0	0.7574884240151569	0.8154548241786751	0.7720839917297548	0.8175813463518942	0.6805279749691439	0.7938240450303845	0.7036084054621352	0.8173227046531921	0.7653231448943815	0.5005432261817725	0.8216158423936541	0.6758346894334254	0.8159650322712514	0.8217251165459933	0.5017570340322162	0.7670243626329567	0.8269152457096137	0.8392262761098401
Obregon-TitoAJ_2015__SM37__bin.42	0.7282273705695411	0.7810834978487087	0.7002286288954227	0.8118654185791321	0.7682753256661324	0.48175055918714127	0.6086467795031595	0.8097401358892872	0.814899272003983	0.7947942959196058	0.7834302260775654	0.7448139882242495	0.8240186668185905	0.7187324596060053	0.6581846915243825	0.8062391165957826	0.8157746506783318	0.48538137429993233	0.4509899408240053	0.7393065831745976	0.4773454277936445	1.0	0.7825672325004768	0.7642754346549883	0.8199831067273371	0.6591849119791137	0.7923901008394618	0.6887634966597392	0.8170612145817181	0.7379353052059517	0.5102318242505158	0.806194530245646	0.6505951039233511	0.8196977540864628	0.8443867023687738	0.4892712856474062	0.7596924532648355	0.8341040992194912	0.8227737168419984
HMP_2012__SRS024009__bin.28	0.7616467754406138	0.8009867964552646	0.7372791974782419	0.8637472492615135	0.7844308201661347	0.49756101187526025	0.6277091056878333	0.8351351083444024	0.8398098768858666	0.8150685949921691	0.8045424357169763	0.7731389147717135	0.8142973969588232	0.7191000376677703	0.6607234194405346	0.8043654963224361	0.8353705319085665	0.5123119089629468	0.45947443547907457	0.7535229277770068	0.5141070755932674	0.7829221268412601	1.0	0.7929903253305843	0.8526317876330762	0.691589679030947	0.8213957891397871	0.7120061061438115	0.8470554707480026	0.788565353581412	0.5069060883011836	0.8570632025534782	0.6947086695347039	0.8497556551218255	0.8652405781011479	0.5058806328185406	0.7889712733688864	0.8794319105489581	0.8913319521817569
BritoIL_2016__W1.53.ST__bin.71	0.7369245435169058	0.7785623567947607	0.7230439400888734	0.860590417777085	0.7650364876707345	0.5049268098194452	0.6342384553969077	0.8257625038845904	0.8188481827111493	0.8134047598348837	0.787973807618094	0.7619328123235697	0.8074707044423727	0.7058303330805228	0.6655195258751195	0.8112458768382482	0.8179473574292854	0.5037921596724054	0.4659909727614017	0.7568296346036818	0.4906894735842854	0.7707886792792198	0.7993857600657108	1.0	0.8299473694203041	0.6859632135530488	0.8172968446633472	0.7211888295666545	0.8328107247671495	0.7620941914506035	0.5117611908680398	0.8384939680179545	0.6779097456005451	0.8468452129355113	0.8487897564724022	0.4952785363762542	0.7677294706265008	0.8443520802918614	0.8333972854332106
CM_madagascar__A81_01_1FE__bin.50	0.7409637325005767	0.7394812718465551	0.677308859277134	0.7838530669458295	0.7394440107170106	0.46567407157685553	0.579267730087475	0.7793324934793023	0.7769775013751131	0.7551069926719779	0.7400197838854486	0.7193948615128019	0.7623139161447151	0.6791160240600437	0.6312439007079614	0.7678325555811849	0.7796443336468	0.47272574034315723	0.4343485512517965	0.6906997994996362	0.4613229475327809	0.7342132578647599	0.7631008357139056	0.7368556929682926	1.0	0.6351505527067549	0.7542144999024113	0.6585731648893698	0.8131895526890115	0.7443003779343139	0.47821865185684626	0.7986940861264394	0.6402872655653933	0.8050333575826399	0.7972502173565891	0.4774268528540251	0.7243124434429283	0.809672811795809	0.7902477865114711
BritoIL_2016__M1.15.ST__bin.23	0.7922215358504459	0.8475749237191367	0.800260197300687	0.8770570874125656	0.8199933858719729	0.5573195310208845	0.6786369904469529	0.8745936367096586	0.8777702900856718	0.874481321328067	0.8483087175455345	0.8325932997635137	0.8681386221398577	0.773390614177945	0.7006545490849416	0.8521449118012268	0.8703050610558893	0.5658168136126241	0.518493351553384	0.8044614165465516	0.5401446372525163	0.8302608836724633	0.8706806936098789	0.8566880689866032	0.8934426536380824	1.0	0.8745324872241254	0.7474064506467494	0.8982584876109895	0.8259666922496146	0.557400023711025	0.893248597617666	0.7330637764175137	0.9224686920873814	0.9043721882156206	0.5419292038711369	0.8207434030312674	0.9017957981567798	0.8986809182406419
BritoIL_2016__M1.48.ST__bin.38	0.7660690767664744	0.7994863558281965	0.7457167240428741	0.8727818437951446	0.8047409396936679	0.515467150002642	0.6395822054995419	0.8433918660377716	0.8356632759371863	0.826257765229121	0.8074791456677723	0.780012841104295	0.8285518165476772	0.730694227185854	0.6763797457501229	0.8355441368096037	0.8364060261468013	0.5170129677207738	0.48027873570953583	0.7747143901123497	0.5033593246057692	0.7973263983394299	0.8261381276114649	0.8154390351624928	0.8475682158741172	0.6986597595882074	1.0	0.733715077031671	0.8539239643120986	0.7850799927021053	0.5163564562938858	0.8527774371428942	0.6887019218786297	0.8647925433860835	0.861926723953146	0.5096138795588164	0.7816279489426528	0.860513504594583	0.8676254624741657
CM_madagascar__A75_02_1FE__bin.34	0.6710199017613455	0.7155991968573385	0.6532067787516741	0.783917129171434	0.6979511936382647	0.45304247185850705	0.5703872643359542	0.7591303623287072	0.7445830547466097	0.736411403325157	0.7148421861250602	0.6887242997396696	0.7425767222756251	0.660911014150512	0.6094668002528112	0.7345270054687675	0.7459812383273009	0.46620429738226704	0.41680909307065905	0.7087286893857949	0.45472008893097887	0.706360617558178	0.7298660548258672	0.7333645621429603	0.7542981951644796	0.6085634679830185	0.7478021285719222	1.0	0.7522720483186233	0.7064876327817147	0.47676027857994946	0.7635819918832191	0.611460431201442	0.773497816354277	0.7691610085618421	0.44987572830529177	0.6947631115274953	0.7706369254593379	0.774649082340413
BritoIL_2016__M2.46.ST__bin.81	0.7764460233561249	0.7894880918499934	0.7242687818671213	0.8379183286065097	0.7956525494404979	0.5002130964399444	0.6183374324309655	0.8376417516102586	0.8333599998867262	0.8130551893820864	0.795153672503574	0.76582707141303	0.8183063765156868	0.7157288771398729	0.6724398574826113	0.820098463298563	0.824188121442788	0.49131260327389764	0.47354229527756575	0.7418890020054192	0.4906924289171161	0.7784193483071931	0.8066292579760133	0.7867194900411042	0.8652338467942791	0.6794430135753996	0.8085020523806625	0.6988397453414947	1.0	0.7835317749682714	0.5062477610714574	0.8572735266257276	0.6789785907694079	0.8587201281504881	0.8547871655058455	0.5151369268519921	0.775674817192517	0.860445194569085	0.8485542716278727
CM_madagascar__A46_02_1FE__bin.8	0.7508307245862245	0.7596499675445908	0.7057620872224865	0.7994429273241817	0.7759074249744498	0.48280359196335637	0.6036542460055548	0.8056850769086583	0.7957639864465815	0.7829499264360589	0.7646856387417913	0.7545349553930278	0.7796136393051122	0.7032360695879676	0.6464666249796068	0.784041856320474	0.7924713368405342	0.49520111196347544	0.44816432305058035	0.7212286145135433	0.48274706153337305	0.7386459375199902	0.7889669460625316	0.7563821119867818	0.8320490842814163	0.6564070547993095	0.7809708655056771	0.6895507467223508	0.8232194278227899	1.0	0.4910867875988104	0.8158050156376061	0.6660390466589277	0.8305262338386195	0.8253145248989271	0.4849586906362302	0.7433820966144719	0.8378022952346336	0.8142712558135844
BritoIL_2016__M1.3.ST__bin.76	0.7879992339427213	0.8261113815364236	0.7538809578907889	0.8463528491744936	0.7942880854153865	0.5470502804886807	0.6765905663238029	0.849602208798487	0.8459929618487515	0.8467502413878405	0.8012432471252903	0.780878093155757	0.8600357493396745	0.7468499884293431	0.7222340145391287	0.8607587158964864	0.8356416128697622	0.5427268447217856	0.4831563155836798	0.7706209053839463	0.5080763184563946	0.8218605616157425	0.8161334854808207	0.8173583791504744	0.8602799300972732	0.7128370452532378	0.8265766017379925	0.7488146061587814	0.8559229793244332	0.7902614968440036	1.0	0.8502373979587766	0.705622541235427	0.8658705522794193	0.856716167798463	0.5411221143180893	0.7764804455899839	0.8612989458732655	0.8453450050671497
BritoIL_2016__W2.39.ST__bin.22	0.8329374082848359	0.7744521207421438	0.7119842384418023	0.8381425627002428	0.769729311563485	0.4834977635877581	0.6086004938473155	0.8254902761055446	0.8070925156715822	0.7951493693336029	0.8044164271946245	0.7591320939534314	0.8199080575771799	0.708623126969963	0.6518079598095107	0.7919798045759722	0.801209295163747	0.4869428216825315	0.44693274808777944	0.7283547575009323	0.4847198594520187	0.7547534195494525	0.8020125855003312	0.7783586533663059	0.8350805980338867	0.6639421890682017	0.7934212747642537	0.697051015429482	0.8424141008064441	0.7630159006962467	0.4941682605703176	1.0	0.6707038344591147	0.839647572597596	0.849143280652576	0.4963156244608401	0.7551267733144353	0.8457830967677303	0.842732726938796
LiJ_2017__H1F613739__bin.39	0.7666791562505488	0.813537342880059	0.7349103384482082	0.8502871628544163	0.7910771680649146	0.5097764169335339	0.6374511881692417	0.8220632402273885	0.8362024249307707	0.809000696684601	0.7920952643010615	0.7761072308836185	0.8026081763841484	0.7266941437512076	0.6725190124642144	0.801960669519756	0.8398585554625342	0.5219016562359126	0.46429754872401335	0.7551171191213578	0.5033001773911211	0.7688482457013389	0.8206078134056167	0.7943580256309679	0.8450596865504745	0.687803335889795	0.8088426253885919	0.7045987038153727	0.8422225995117354	0.7863420545755786	0.5176922761681176	0.8466333741196308	1.0	0.8462235596484962	0.8595835114074785	0.5109683915952907	0.7893225766792148	0.859809494815847	0.8481877418637191
