	BritoIL_2016__W2.61.ST__bin.63	LiJ_2017__H2M615912__bin.50	BritoIL_2016__W2.17.ST__bin.59	BritoIL_2016__W2.35.ST__bin.94	BritoIL_2016__W3.22.ST__bin.82	BritoIL_2016__WL.14.ST__bin.58	BritoIL_2016__M1.59.ST__bin.30	BritoIL_2016__W1.41.ST__bin.35	FengQ_2015__SID31160__bin.57	BritoIL_2016__M1.22.ST__bin.76	BritoIL_2016__W1.33.ST__bin.49	BritoIL_2016__W1.1.ST__bin.115	BritoIL_2016__WL.37.ST__bin.63	Obregon-TitoAJ_2015__SM43__bin.3	BritoIL_2016__W2.7.ST__bin.18	BritoIL_2016__WL.43.ST__bin.39	LiJ_2014__MH0329__bin.15	CM_madagascar__A53_01_1FE__bin.4	BritoIL_2016__M1.52.ST__bin.16	Obregon-TitoAJ_2015__SM31__bin.33	ZellerG_2014__CCIS74726977ST-3-0__bin.68	Obregon-TitoAJ_2015__SM37__bin.42	HMP_2012__SRS024009__bin.28	BritoIL_2016__W1.53.ST__bin.71	CM_madagascar__A81_01_1FE__bin.50	BritoIL_2016__M1.15.ST__bin.23	BritoIL_2016__M1.48.ST__bin.38	CM_madagascar__A75_02_1FE__bin.34	BritoIL_2016__M2.46.ST__bin.81	CM_madagascar__A46_02_1FE__bin.8	BritoIL_2016__M1.3.ST__bin.76	BritoIL_2016__W2.39.ST__bin.22	LiJ_2017__H1F613739__bin.39	BritoIL_2016__W2.6.ST__bin.50	Obregon-TitoAJ_2015__SM03__bin.1	BritoIL_2016__WL.12.ST__bin.24	XieH_2016__YSZC12003_37204__bin.77	VogtmannE_2016__MMRS51307502ST-27-0-0__bin.48	VogtmannE_2016__MMRS21365932ST-27-0-0__bin.31
BritoIL_2016__W1.33.ST__bin.49	0.8091474308154188	0.821688182760665	0.7443092239110071	0.8724405379006838	0.8063441568633724	0.5198348627705425	0.6443506131911835	0.8606770846350795	0.8576868591034922	0.8327693127479983	1.0	0.8374550991293255	0.8572969600873374	0.7477818245074526	0.6942037012413785	0.8368212632928071	0.8601112311911215	0.516575706891915	0.47659356226737276	0.7757220879792134	0.5038619997420668	0.8162575892843753	0.8373571245047533	0.8108005026698085	0.8583786799219002	0.6964531186422717	0.8332251946745793	0.7249527372410546	0.8674168390386889	0.7947616567309067	0.515665942520887	0.8914536135140998	0.6983741211026344	0.8879095314313593	0.8932816400552257	0.5220427909171524	0.8096797929336302	0.8930002129448473	0.8714457955389554
BritoIL_2016__W1.1.ST__bin.115	0.8113409848110966	0.8300360709519777	0.7565812537218043	0.8711253159427511	0.8367104847530193	0.5429280068368199	0.6714153341753217	0.8680716625697256	0.8708199506054486	0.8452764817708457	0.8805369804781674	1.0	0.8645360470378248	0.7587766255185561	0.7022351586401835	0.8506185356234157	0.8647263090896381	0.5289274528694092	0.49181899456491746	0.7885726088869197	0.5084322354372006	0.8153359623133973	0.8455098418564951	0.8235598029894268	0.8769976858458173	0.7195469030120796	0.8455765912503633	0.7339216740537747	0.8776425795960242	0.8238541310253811	0.5279277887187217	0.8837625004007592	0.7190349824638305	0.8971150071032918	0.8911837715930347	0.5169172922451395	0.8101079605747595	0.904583055429853	0.8698071468102988
BritoIL_2016__WL.37.ST__bin.63	0.7715205286237441	0.7985338357814474	0.7199685171312635	0.8427877615329253	0.7730187639985141	0.5056174338046117	0.6292659737842019	0.8406296004436826	0.8307606035260243	0.8180113700788447	0.8136575682947207	0.7803823204430375	1.0	0.7283924143175889	0.68855681220298	0.8382294824066461	0.8329676304302137	0.5030123640000322	0.4571795505578531	0.7540692651577725	0.4941662282185374	0.8137785467686175	0.8044883488241129	0.7887151279548992	0.8394274065109192	0.6771269557593581	0.8115786362452456	0.714619845308858	0.8463715709126	0.7688817746166287	0.5254920621516235	0.8629831014421109	0.6718243031995722	0.8507785083401611	0.8517956763716705	0.507482400004175	0.7734870218563032	0.8578436512157388	0.8394629884150064
Obregon-TitoAJ_2015__SM43__bin.3	0.7316598887240161	0.7931194437782176	0.7035868187245168	0.8207797752868217	0.7802101645419156	0.4969961809829291	0.6195373428180604	0.8105161339634228	0.823949374962113	0.7891301654907398	0.7885524370283883	0.7609980575461827	0.8093021662181715	1.0	0.6613198670591988	0.8044568377273554	0.8231296963499264	0.4943600313111959	0.45501967492231504	0.7494940922520604	0.4939978967732073	0.7879304301072435	0.7904121322977093	0.7686397815596033	0.8333031993822101	0.6725207357603903	0.797519352058553	0.708312489951689	0.8258691624255107	0.772502022840305	0.5089814109541745	0.8316654235313652	0.6771198971052957	0.8287124720294557	0.8501980670344239	0.49953744824296226	0.7832690680702236	0.8424219262710949	0.8259382157362479
BritoIL_2016__W2.7.ST__bin.18	0.7980657136115015	0.8182297921898315	0.7384175856170615	0.8521267640853876	0.8002305740754437	0.5155432050500888	0.6393182802742939	0.8586195844735832	0.8372644804393586	0.8317724971148891	0.8152079099587103	0.7842923172107581	0.8519436197077438	0.7364399785392357	1.0	0.8682657753640288	0.8478710053100129	0.5235135074848525	0.4883069358889018	0.7563592776128304	0.4989087647498729	0.8054859959121236	0.8076766844293233	0.8040971510483255	0.8596979056970816	0.6764789788996545	0.8200941080340508	0.7255992401856333	0.8607603778878992	0.7891855593006233	0.5461036620657512	0.8491136868724223	0.6962057415762392	0.8646216718498874	0.8635668306748049	0.5428868954327783	0.7921099993308186	0.8816441199501753	0.8483071472093375
BritoIL_2016__WL.43.ST__bin.39	0.7353265471137694	0.7561825110101376	0.6810531254452379	0.8176591444716994	0.7571548878839935	0.4781607693347817	0.5948423642325029	0.8169150016470966	0.8056453215649868	0.7854944783694924	0.759604660512061	0.7343509940205402	0.801691835936472	0.6924716340922683	0.6711601095886432	1.0	0.8126965285737232	0.47802555313860384	0.4376535361757774	0.714548173719235	0.4718310178694102	0.7625512845992383	0.7604236713647489	0.7570854648034057	0.8091046782081404	0.6351612929572327	0.7826272597666477	0.6761018531878806	0.8111501634845486	0.7399084704325739	0.5031317523020784	0.7975573058036788	0.6425718665007772	0.8152311516336204	0.8201815163997281	0.4825516657455631	0.7407224900833894	0.8242121387844518	0.8016895672083482
LiJ_2014__MH0329__bin.15	0.714470044799897	0.7358372203704235	0.6634530636464802	0.7927615408241128	0.7323934838728201	0.46168473366726615	0.5722371149179568	0.7898911803628713	0.7905219810098553	0.747378262000656	0.7485506811341882	0.7157464372814494	0.7638082261624786	0.6793274882040279	0.62836923676602	0.7791841006914445	1.0	0.4658106049334701	0.4306054033078316	0.6920309431644267	0.4592981320470221	0.7408140199576624	0.7567484793354058	0.7351394243443806	0.790180043555697	0.6248741661467999	0.753977741872895	0.6607310500960122	0.785167136069355	0.7182887814062591	0.4700447998969837	0.775989204173203	0.6454487080767715	0.8051334991686483	0.8098462325540118	0.4625108649973506	0.7374768670176528	0.8109103279902343	0.7835836089279609
CM_madagascar__A53_01_1FE__bin.4	0.7926003052863613	0.8294061071427729	0.7705979822160078	0.8501761176728717	0.7910565723466549	0.5456541519181058	0.6840616455107884	0.848437353775933	0.8499221055793795	0.8338729451955146	0.8126963580327983	0.7914151776551145	0.8338013814168527	0.7375339436439176	0.7013596331530607	0.8284962248140718	0.8420485170962722	1.0	0.5009448778028819	0.7945325273102322	0.5339287020296588	0.7945529741041355	0.838819496489836	0.8160401952511535	0.8611418905262926	0.7317813168207122	0.8395878240915136	0.7418930428210914	0.8431605081185568	0.8070255183852066	0.5501091937435957	0.8500408542670492	0.7237299985136754	0.8682345687653203	0.8723718988701573	0.53941630694727	0.7942895250288418	0.8675440962635057	0.8593724564384988
BritoIL_2016__M1.52.ST__bin.16	0.8200155660441766	0.867032301817404	0.8197961849537343	0.8843943579917072	0.8705323860196896	0.5929452138965632	0.7323723652649641	0.8943365997751571	0.9124369051791233	0.8766231697381537	0.867906184999249	0.8518121697336022	0.8772048482310693	0.7857766409204903	0.7572443550332485	0.8780113695843138	0.9010263575911774	0.5798560823634898	1.0	0.8294817235525171	0.5580927499556231	0.8534816507289187	0.8700080561105826	0.8711049615627944	0.9157749568747753	0.7749923762795334	0.9005129512218434	0.768105994747598	0.9311607626451351	0.8466589898456595	0.565025556531594	0.9013167416901446	0.7444374149443127	0.9161918719761138	0.9161254204424943	0.5893395354764711	0.8626747197429327	0.9198157562958277	0.9158732687327329
Obregon-TitoAJ_2015__SM31__bin.33	0.7523571098363615	0.8046841655439849	0.7387403980711094	0.8776969145471375	0.7945090689377013	0.5187937441496194	0.642932949030076	0.84615260192576	0.8476913107043832	0.8284018821398123	0.8097114490577301	0.7828521368172469	0.8293254204708271	0.7418851243541754	0.672311903417718	0.8216762272885227	0.8300094649634603	0.5271588099817275	0.47545162067932767	1.0	0.5123154097327374	0.8040569943158042	0.8194148628102071	0.8152542443630246	0.8392124983433705	0.6923709472581348	0.8375830010508509	0.7514455722859191	0.8472399770002431	0.7844863300673818	0.5200173019949471	0.8458562348229258	0.6962518953406709	0.8615438638965387	0.8636413916313861	0.5041240943323966	0.7896049238680916	0.8705684508870664	0.8661980796663992
ZellerG_2014__CCIS74726977ST-3-0__bin.68	0.7507904687782521	0.7976895199012601	0.7359543406995118	0.8341273397639993	0.7898021273083182	0.5310377899892298	0.6301911118448464	0.8357711689189721	0.8354008946329882	0.8203627272941676	0.7924223485295158	0.7604875671171277	0.8188564735108449	0.7367404856803692	0.6681666312901425	0.8174791475043828	0.8299906448747278	0.5337452733033026	0.4819776263138448	0.771895316934349	1.0	0.7830145515435957	0.8415571959780823	0.7965464650990935	0.8438865435563626	0.7005613075163322	0.8191473471537621	0.7265465437135916	0.844248170247557	0.7903414227651864	0.5165051138731005	0.8477260756428701	0.6976415650574279	0.8424761994607045	0.8498981942249789	0.5176065029912816	0.7916472095783904	0.8537998317649741	0.8667712239491207
Obregon-TitoAJ_2015__SM37__bin.42	0.7528801543678523	0.807310179806842	0.7215840043991866	0.837382682166203	0.7938738354912301	0.496582456262029	0.6274602376452463	0.8358424714709285	0.8421499538035873	0.8203997413991692	0.8089638379930197	0.7685151011490893	0.8497628253874677	0.7405153686671901	0.6797956954355963	0.8325609161008741	0.8436153585114103	0.5005303298646804	0.4644847427986852	0.7634218537518175	0.4934311921151517	1.0	0.8083842154412438	0.788086031839608	0.846345529351442	0.67804642429857	0.8184686570343637	0.7114252522225057	0.8438308592037373	0.7620456217442676	0.5261273534781069	0.8323820752964373	0.6735149649130194	0.845710916967831	0.8694075712576571	0.5049488371632183	0.7850209679696615	0.8617966812893382	0.8507402572632403
HMP_2012__SRS024009__bin.28	0.785751174639678	0.8267039709759918	0.7594883130786464	0.891016236791499	0.8093282250550148	0.5131936321643108	0.6466406296465177	0.8616497492119506	0.8665153347475268	0.8411664122440079	0.8302511845522491	0.797317658254198	0.840442794552051	0.7431846117245892	0.6819536686425726	0.8306144802838961	0.8621518209393152	0.5286557562300509	0.4736935231260284	0.7783563965821455	0.5305634305426141	0.8087508177871177	1.0	0.8179154854186079	0.8797054975119446	0.7120170099720465	0.8474792331634979	0.7354339723637517	0.8744969370155231	0.8146661446045875	0.5224554429928034	0.8840486905493546	0.7175868836858904	0.8776521084038778	0.8942120497214567	0.5220951210324934	0.8146215380345354	0.9078790071568763	0.9199267460994033
BritoIL_2016__W1.53.ST__bin.71	0.7579542922351159	0.803418239738436	0.7422110838981603	0.8849761528615068	0.7867072562650574	0.5190682179047893	0.6505587315100989	0.8475132126037598	0.8440048403745595	0.8345139490521599	0.8104035077726782	0.782882121291153	0.8306098732049695	0.7285418221751908	0.6844068792474437	0.8336376054335303	0.8442876285662039	0.5184471830598881	0.4781158911974931	0.7806497933048147	0.5062363289895868	0.7948021931573251	0.8245119405565232	1.0	0.8540583103255661	0.7034651046366271	0.8404864756297533	0.7424778840648354	0.8558439728643247	0.7845014084450747	0.5258726214065664	0.8624590181953716	0.6999377466277757	0.8710860565436488	0.8758320018306288	0.5098466248779664	0.792564868913184	0.8709641478532579	0.8598174966949754
CM_madagascar__A81_01_1FE__bin.50	0.7628581947869906	0.763269397966607	0.6963736936425415	0.8067779768980997	0.7616343441154031	0.479224258769673	0.5958081229262407	0.8024308451179049	0.8016802995085079	0.7774942777551057	0.7617248354300111	0.7401701591582533	0.7848595610284071	0.7012398197271066	0.6496562217214642	0.7909863553292287	0.8057098245178232	0.48573519757270356	0.446255256480775	0.7134557036143295	0.47616574105289305	0.7578181834312178	0.7873316595397364	0.7582622118916234	1.0	0.6519859294877481	0.7769122943984101	0.678532266363846	0.8366512003406732	0.7666903245266949	0.4920833407264146	0.8226352490285491	0.6612808069696056	0.8286941748434146	0.823141379371529	0.4907215351585372	0.748039354850157	0.8357582639862311	0.8165133341613584
BritoIL_2016__M1.15.ST__bin.23	0.8125362685086389	0.8720996112639848	0.8198729588239332	0.8997878487236605	0.8410712391506461	0.570720627967778	0.695123640515902	0.8970504732845386	0.9026880814660901	0.8970336259772999	0.869362859799205	0.8542445854626458	0.890571747689735	0.7960845610028515	0.7190879991014769	0.8734505157147938	0.8962623936903714	0.5806255966754647	0.531229291851519	0.8279877451439197	0.556045375414163	0.854017458802094	0.8963977961226235	0.8785458901929952	0.9171243518466521	1.0	0.896742229959504	0.7684774402076586	0.9213948322444981	0.8487336440725557	0.5683956995688337	0.9166988013452887	0.7551275091568235	0.9376406282173677	0.9315337913305005	0.5556778545266219	0.8449548554563436	0.9279365792478613	0.9254893518778508
BritoIL_2016__M1.48.ST__bin.38	0.7888700127314365	0.8255843051397318	0.765461417366796	0.8985178893132701	0.8289271795730732	0.5297294494974721	0.6569426208015919	0.8681224570775122	0.8623972985825933	0.8503607572662406	0.8309241308077833	0.8019842895868414	0.8527450352881123	0.7541965386843251	0.6964359953700242	0.8598031562397498	0.8639545815724171	0.5321949814013354	0.4931332992366123	0.8002076709646481	0.5194166868555147	0.823567414302079	0.8523721647130841	0.8385759534370392	0.8730754544484756	0.716403015266757	1.0	0.7559930969094613	0.8793010969772559	0.8094601452201282	0.5301317309868409	0.8775962609256562	0.7116444290244849	0.8893486629000756	0.8899637996508576	0.5247485366823891	0.8073520306990127	0.8884688279202296	0.8958105897237268
CM_madagascar__A75_02_1FE__bin.34	0.6918158502805513	0.7390060703115633	0.6718444845925453	0.8079311353941638	0.719806449121766	0.4659091140027679	0.586967323555532	0.7826490091796442	0.7690299288511524	0.7587244216742842	0.736831061623722	0.7094501358554831	0.7652845039395042	0.682696157230621	0.6280201679852541	0.7570341030794587	0.771642886029748	0.4792975346853172	0.4287012744199469	0.7316976143492654	0.4695442897003863	0.7296013551000169	0.7538815852312795	0.7550130368425438	0.7771583950966027	0.6257201763174527	0.7705078779922246	1.0	0.7761056929239311	0.7270432684979891	0.49052161595880234	0.7871448400319468	0.6320592520937189	0.7980071819487996	0.7943750546165461	0.46374934714175103	0.718523595364046	0.7969427943755627	0.8006048973005708
BritoIL_2016__M2.46.ST__bin.81	0.7990866351482164	0.8150832633631291	0.744608990451486	0.8624364545472137	0.8188571706362073	0.514532799624686	0.6352256202805511	0.8612083771679554	0.8605174066517239	0.836299928401484	0.8190091463918265	0.7881203100494204	0.8419990192372044	0.7394630536082678	0.6920886235763483	0.8437373009388986	0.8518368535543683	0.5060306528491443	0.48279299344569154	0.7663783375079468	0.5068575519915196	0.8039229567874402	0.8327610643777796	0.8084779816864495	0.890197044590725	0.696943352217029	0.8325293249491802	0.7209805362478696	1.0	0.807863471022424	0.5199199153844303	0.8827384332054755	0.7016206184846885	0.8832028560114671	0.8836625590734953	0.5290776345964784	0.8014837931071915	0.8893441868565514	0.8771828225862404
CM_madagascar__A46_02_1FE__bin.8	0.7738500148516348	0.7843988906151056	0.7254088910465221	0.8244199556384889	0.7995664016844085	0.49693818298305126	0.6208945395075803	0.8311664161641327	0.8214650009694473	0.8072148696849618	0.7884185017155002	0.7772919246280768	0.803653948476976	0.7267145456267514	0.6666802207463702	0.8086172210533206	0.8187520362112116	0.5088770130907616	0.4612154141622612	0.7455575264069011	0.4985279773560916	0.7627794723132302	0.8150810294290476	0.778621381494615	0.8570786759779888	0.6745002635607328	0.805223411730461	0.7096135946758253	0.8487835791993803	1.0	0.5060812362114099	0.8407061741643042	0.6885193143156372	0.8565966796802361	0.8524015267183144	0.500041406060558	0.7677715059855312	0.8663764440673545	0.841690497879365
BritoIL_2016__M1.3.ST__bin.76	0.809832664363175	0.8520543900667906	0.7737928613037337	0.8701086045787882	0.8163880399307356	0.5619588722998475	0.6944021960308657	0.8730339858119808	0.8722910698468683	0.8694718194658346	0.8231915861375552	0.8015321145574822	0.8838697064245075	0.7705107846501272	0.7423797250173559	0.8848288739755978	0.862194275317794	0.5581964138943639	0.4953086971440427	0.7952911416647382	0.5242784299017691	0.8474644302050002	0.8411683969453466	0.8398964226721035	0.8852214783309527	0.7268989841761293	0.8486278796970882	0.770428593087929	0.8790387577104463	0.8143907051716847	1.0	0.8738878204872443	0.7280919587925022	0.8905064755779344	0.8838122521286018	0.5566427539759171	0.801449922995284	0.8885809586887653	0.8718888897755293
BritoIL_2016__W2.39.ST__bin.22	0.8422911955297727	0.799714024929828	0.7316792292865186	0.8628752785079948	0.7922497323911523	0.4970479543924027	0.624987245678836	0.8500666935048503	0.8325719390092999	0.8184415425400671	0.8271149447250911	0.7798599529156842	0.8436436173666547	0.7317455517565715	0.6708902794448577	0.8152186415302959	0.8272870121124309	0.5013171735311196	0.4592191016134448	0.7518644498574298	0.5001238328636651	0.7792700075876616	0.8272647500245811	0.8006049722373213	0.8601124606471218	0.6813724762676867	0.8165126253865719	0.7185608302274629	0.8674376151367356	0.7863057549352266	0.5079141722306426	1.0	0.6929158326113615	0.8650110475610955	0.8770613301968525	0.5108165919340746	0.780138692807305	0.8734015357130268	0.8702305795749055
LiJ_2017__H1F613739__bin.39	0.7920718463312824	0.8386027668331294	0.7574091529134882	0.878569630405892	0.8174083332845459	0.5257814283790667	0.6569964111961314	0.849534275126018	0.8638016732139407	0.8354993003881529	0.8179369939523093	0.8009320351972086	0.8290429661200522	0.7520411687908717	0.6943650510219016	0.8290839475671656	0.8686140660035478	0.5387830852004285	0.478779221235415	0.7812211300341317	0.5195399539836894	0.795934054997102	0.8476321505307097	0.8201698973707474	0.872767242943873	0.7085048211745283	0.8357873414164358	0.7283351579834786	0.8703083561170665	0.8128828106247329	0.5341773559941221	0.8746717093361591	1.0	0.8746178480056671	0.8897950342195083	0.5279657395102132	0.8165137668389839	0.8896398901697218	0.8775486069235228
