	LiJ_2014__MH0357__bin.61	BritoIL_2016__W2.47.ST__bin.34	QinJ_2012__T2D-073__bin.53	CosteaPI_2017__SID713A014-11-0-0__bin.28	BritoIL_2016__WL.5.ST__bin.6	CM_madagascar__A94_01_1FE__bin.15	BritoIL_2016__WL.44.ST__bin.12	LiJ_2014__MH0400__bin.25	CosteaPI_2017__SID713A058-11-0-0__bin.50	CosteaPI_2017__SID713B005-11-90-0__bin.30	LiuW_2016__SRR3993014__bin.77	LiJ_2014__V1.CD6-0-PT__bin.78	LiuW_2016__SRR3993042__bin.16	LiuW_2016__SRR3993060__bin.20	CosteaPI_2017__SID713A057-11-90-0__bin.8	LiJ_2014__V1.CD44-4__bin.14	CosteaPI_2017__SID713B003-11-0-0__bin.34	CosteaPI_2017__SID713B003-11-90-0__bin.67	VogtmannE_2016__MMRS57276462ST-27-0-0__bin.49	CosteaPI_2017__SID713A049-11-0-0__bin.2	LiJ_2014__V1.CD44-0__bin.7	CosteaPI_2017__SID713A058-11-90-0__bin.42	CosteaPI_2017__SID713A038-11-90-0__bin.55	CM_madagascar__A72_01_1FE__bin.16	LiJ_2014__O2.UC16-1__bin.29	CosteaPI_2017__SID713B040-11-90-0__bin.114	KarlssonFH_2013__S468__bin.13	LiJ_2014__MH0222__bin.7	LiuW_2016__SRR3993051__bin.10	CosteaPI_2017__SID713B042-11-0-0__bin.61	LiuW_2016__SRR3993050__bin.66
LiuW_2016__SRR3993014__bin.77	0.6519834741346933	0.7103371297682465	0.8554272444018897	0.8910848140840154	0.8188751408454429	0.7721578315356253	0.826731803826764	0.8553590037929083	0.7850489586694668	0.8365817273867021	1.0	0.7642366309241049	0.7491104915968831	0.9269523955627735	0.8682601818691579	0.8567767156694192	0.9144982199251999	0.8930807196474764	0.8644953104418711	0.7387490279680697	0.8333559038706708	0.8194967122838386	0.771357988118728	0.8477409184445374	0.8157133259626422	0.803035913604215	0.6842290133677534	0.7543264017097182	0.815932859704714	0.6233509841988605	0.8827039151065664
LiJ_2014__V1.CD6-0-PT__bin.78	0.6010763795065602	0.6474075782809833	0.7945730827920198	0.7876833982041429	0.7246186466099673	0.6897004935886495	0.7669236539791487	0.8014083531030788	0.6525639123585985	0.7895437153603132	0.6718953980869429	1.0	0.6164639928638234	0.7840297353094241	0.7888172615108286	0.796868249083445	0.8325933146712517	0.826493334716169	0.8105122801860876	0.6672325131350019	0.7678203268484227	0.734628083068742	0.6525011266545777	0.7356852082927358	0.7424558325826177	0.7232745674646341	0.624342901099494	0.7288229633829124	0.6712326601000572	0.5706457765452142	0.8052247937489624
LiuW_2016__SRR3993042__bin.16	0.6560479142037614	0.7314616822958124	0.8729894450279535	0.899582346208735	0.8224264896357805	0.7797662222054758	0.8448575714615411	0.851151226703467	0.8104832632337496	0.8490629577471422	0.833715623336803	0.7803796916874296	1.0	0.8878593094288258	0.8805153379145334	0.8694611123932611	0.9095038315349218	0.8953516440040129	0.880410541784219	0.754886561132646	0.8413009791962018	0.8319870759289175	0.7841829669786216	0.8649578225012599	0.8261249687966578	0.8285776692398631	0.709445075052869	0.7621157278974364	0.8135111649090747	0.650486065647122	0.8983465761102502
LiuW_2016__SRR3993060__bin.20	0.6147759531706982	0.5332523545638956	0.7090844865769458	0.7792096195333962	0.7330134266330917	0.5868096464467881	0.6986054425177192	0.8068298458063067	0.5819194258858157	0.6808873402554195	0.6271260505885873	0.6033316774916719	0.5397212316598835	1.0	0.7127897305368219	0.7155837843951	0.8612940331006088	0.771098739222117	0.8044663346393963	0.568772305547165	0.665571401371724	0.6461264757629159	0.6034877179018434	0.7562927947982713	0.6746031348375248	0.6197094785244017	0.5323690799485209	0.5983358791302393	0.6532173671544957	0.5003689854653369	0.721066314311196
CosteaPI_2017__SID713A057-11-90-0__bin.8	0.588410111718515	0.6201698159728511	0.7872736166046541	0.7956662695623101	0.7267867501729519	0.6515050201916793	0.7495701139208085	0.7688162433502309	0.683060852718436	0.783637438668921	0.65483638795154	0.6766833780308465	0.5966886603433184	0.7945970401495644	1.0	0.7942910330750957	0.8815868322004023	0.8555291528591115	0.8283930678825029	0.6746725883889665	0.7233261173646847	0.8200131818432078	0.6389096572960145	0.7536986161458429	0.7688130516206406	0.7232419354967409	0.6141681674445177	0.7140912467613919	0.6702787736417395	0.5590350284343211	0.8304768683387606
LiJ_2014__V1.CD44-4__bin.14	0.5901679307272479	0.6117932074744404	0.8045778946878422	0.8130830474326926	0.7447894761342041	0.6764673215771753	0.7804025829465746	0.7816545296706473	0.6393911602597974	0.7700705516487232	0.6613451444802052	0.6996377276146127	0.6030295804059312	0.8164387219853442	0.8129376811464011	1.0	0.8628926420975865	0.8504625996228643	0.8214130256359162	0.6498522245533457	0.8788265837371059	0.7293777914614457	0.6450967869967408	0.7573428349529152	0.7572432018802884	0.7138060405408606	0.6161260211369113	0.7053376376998479	0.6795379802089517	0.5571746837262442	0.8296196874951511
CosteaPI_2017__SID713B003-11-0-0__bin.34	0.5888324359106268	0.516208646288067	0.7008935031168904	0.7563543896953989	0.704670027714765	0.5617500314383751	0.6833079376589271	0.7841818428277227	0.5459563717012161	0.6909841272952055	0.5646626131577357	0.5847433240406396	0.5045900027600444	0.7860681453318503	0.7217525791716274	0.690243651489689	1.0	0.8653023228467979	0.8082363643193224	0.5629850288008178	0.6291748120638435	0.6343509567881576	0.580407931289594	0.7334453682699421	0.652681897538661	0.6099946268958973	0.5123370716419323	0.594898000845978	0.630957572075537	0.48729775325856717	0.7125774731385623
CosteaPI_2017__SID713B003-11-90-0__bin.67	0.5900019866873243	0.5876654777721116	0.7728801092191645	0.7977982565789843	0.7336159093621611	0.6450807414421853	0.765060567773537	0.799720965836835	0.6206313924283643	0.7734693808831292	0.631644225081572	0.6648862556032252	0.5689883720799719	0.8061101672371689	0.8022943058398505	0.7792494811603302	0.9911594284775727	1.0	0.8213036485082448	0.637247356789214	0.713213640722376	0.7276292833970183	0.6423854315582476	0.75199781801121	0.7337057031395271	0.6953327065228819	0.5783534889185125	0.6811987918247254	0.669121154628252	0.5452764544627695	0.8056593276466436
VogtmannE_2016__MMRS57276462ST-27-0-0__bin.49	0.5766489617516083	0.5142724096397139	0.6834918124033534	0.7244269744443165	0.6882493376007456	0.5444375887638234	0.6553658571394907	0.7614665683785548	0.5301235250560006	0.6682772906335435	0.5424043391922297	0.5784239892914195	0.49633361224410544	0.7460552269881188	0.6891504594725831	0.6676695727155565	0.821282805897685	0.7285887303010279	1.0	0.5487307789709023	0.6053388234833356	0.6110804467838579	0.5527050085448922	0.7154170833456415	0.6328301765302726	0.5846369175856837	0.5034227695408194	0.5957756468744015	0.5995450911095614	0.4790154770585657	0.6915800035248303
CosteaPI_2017__SID713A049-11-0-0__bin.2	0.6931386467301828	0.7284569917141238	0.8519797036517233	0.879677201694961	0.817516396318588	0.7435129956006586	0.824731856090254	0.8747326657849991	0.7546301044506222	0.8727451350840733	0.7538306658389787	0.7744266011713584	0.6921281476883215	0.8578629456694825	0.9128239453725945	0.8590747888046206	0.9303954009338479	0.919397047313163	0.8924331327089686	1.0	0.8174181533561846	0.8529718496126961	0.7866621683625273	0.8366365280289331	0.8345799033764271	0.8340379476937195	0.6866907775768535	0.7977808966019809	0.7618963050929799	0.6914431459339829	0.89447572265256
LiJ_2014__V1.CD44-0__bin.7	0.6396208727297855	0.6585113611498198	0.845159447662701	0.8557957411523535	0.7865002130575485	0.7332841957365457	0.8148983657910194	0.8340196473609656	0.6934053506236252	0.7957052204857712	0.7257090209717727	0.760532528705186	0.6582810286648777	0.8567009478181756	0.8351860510647119	0.9914588107933802	0.8873545162441985	0.8781522728057951	0.8401755133535258	0.6975886492151421	1.0	0.7775061901855328	0.7003609310039041	0.7982955396114291	0.7764134928769679	0.7515444944777786	0.6505547557899828	0.7430677983669427	0.7210572261058837	0.5944881436353376	0.848234386336677
CosteaPI_2017__SID713A058-11-90-0__bin.42	0.6277321270506003	0.6941860046451362	0.8279962274049942	0.8452801179847759	0.7733773001817561	0.7322285197521159	0.7810141397496752	0.8164610084911443	0.7708050338051259	0.8383750720688158	0.724383130683383	0.7386093863173759	0.6607933017267057	0.8441920133022784	0.9610788649108919	0.8352435563581645	0.9081227224968332	0.9093885150948222	0.8609124461500406	0.7388885433846087	0.7892106962513927	1.0	0.6989096975985478	0.7924432135140076	0.8311441091078617	0.8106192844694683	0.6998322719597715	0.7692320281532474	0.730783168839525	0.6097253272146343	0.880130797009793
CosteaPI_2017__SID713A038-11-90-0__bin.55	0.6803022101729684	0.6796704515316528	0.8339214065366857	0.9209040249022505	0.8187478254216162	0.7248789344682242	0.8019503867841469	0.8615704113617294	0.7355412832558628	0.8131245531289889	0.7538462572436402	0.7253276795587822	0.6886081302477456	0.8717617845992546	0.8279103936704194	0.8167538048982491	0.918658231499734	0.8876477743949568	0.8609138373237007	0.7534218105623635	0.7859894338108746	0.7727281892049923	1.0	0.834503017397144	0.7810154977322347	0.7644476015143596	0.6486920476476296	0.7394714217102668	0.778922215622016	0.6562162827259507	0.843432941301764
CM_madagascar__A72_01_1FE__bin.16	0.6381447400636578	0.5595635134880625	0.7370910734576775	0.8101752161166181	0.7784683028959941	0.6178726246005688	0.7232212362435573	0.8052274482230412	0.5946695157857731	0.7141143613181073	0.6287879263477076	0.6206678584208577	0.5764530193547577	0.8291509457652443	0.7412348781146217	0.7277346521103152	0.8810542473114904	0.7886345730088079	0.8457457828224172	0.6081363904601071	0.6799433733653925	0.6649486154097269	0.6333476417078393	1.0	0.6800775634224585	0.6510352252823485	0.5416946556259378	0.63224979439886	0.6880289128565061	0.5245418704367533	0.7555445605157921
LiJ_2014__O2.UC16-1__bin.29	0.61509409522728	0.6434459826323952	0.8069526312240719	0.8261957528505371	0.7551754149381275	0.679055960310729	0.7748625744794865	0.8209045597947401	0.6788328323674807	0.8054062614225538	0.6840224423238664	0.7081570785232922	0.6224528814112686	0.8361491222155585	0.854812022470714	0.8226359084279372	0.8863968252841665	0.8699070936054991	0.8457839908584083	0.6858416226325371	0.7476422961861535	0.788475153394916	0.6701401580615283	0.7688651792653369	1.0	0.7496122985638191	0.644599771460206	0.7418489543594675	0.7011505062298387	0.5892458541674799	0.8452397006270649
CosteaPI_2017__SID713B040-11-90-0__bin.114	0.6232402929915731	0.6759355494542034	0.8070687542157915	0.8442769739404707	0.7717026572549616	0.7288445643602922	0.7873630758414957	0.813522834151949	0.7041165126022477	0.82038780531831	0.7210951082567761	0.7387320799171567	0.6685266818039313	0.8225234896778423	0.8611092638159208	0.830380775040614	0.8871098908406883	0.8828123960896456	0.8367260756799894	0.7339500660276082	0.774961760989559	0.8234806524857732	0.7023902944166295	0.7881720327952955	0.8027152072506865	1.0	0.6727367731025375	0.7646652542775441	0.7247028757635927	0.6111895419869084	0.8537303223477327
KarlssonFH_2013__S468__bin.13	0.6322627738903106	0.7294315211048881	0.8477040077922913	0.847902720410198	0.7695065724485529	0.7717774097063648	0.8199566048398583	0.8408725436593446	0.7423242943979124	0.8623254659983184	0.7428440484996623	0.7709842821765118	0.692058616776399	0.8543023004718564	0.8840982811932865	0.8665730917845541	0.9008360862114118	0.8877848022752021	0.8711009827659878	0.7306013985692692	0.811050718811308	0.8595457866033236	0.7206226941295927	0.7928840207488135	0.834552218919279	0.8133617580438408	1.0	0.7924297384344662	0.74096891353589	0.6171106496179664	0.8827331369945464
LiJ_2014__MH0222__bin.7	0.6759394935026225	0.6654306327406866	0.8276489920889327	0.8240460367974116	0.7744820088573856	0.6930200096657596	0.79054385814292	0.8437696848209953	0.675952998555924	0.8414116060498781	0.6877718494881102	0.755845999947909	0.6243583893873432	0.8063669573790164	0.8632883454283948	0.8331469957526607	0.8784588611960268	0.8781670555800468	0.8657795454391988	0.7128396400324507	0.7780034515057652	0.7934532324827401	0.6898897312397928	0.7771999008343229	0.8066177655117595	0.7764238425928159	0.6655024989171842	1.0	0.7039441508167181	0.6213737726077004	0.8471213496564411
LiuW_2016__SRR3993051__bin.10	0.6774230807335149	0.642871330432072	0.8161022416713585	0.8826690314926192	0.8170513938860872	0.6992134698424282	0.781505546789483	0.8681243853345351	0.7169052031809164	0.7925449989488768	0.7454106992265183	0.6974939771845845	0.6677788436677677	0.8820668707698329	0.8119209458659442	0.8042562034394686	0.9335448467172334	0.8642992632471734	0.8729764669210305	0.6821190644761419	0.7564477350106199	0.7552811090196041	0.7281292664126251	0.8474358633588099	0.7638703566328293	0.7372989273710079	0.6235122981420491	0.7053331819071483	1.0	0.589622634670636	0.8253342451122769
CosteaPI_2017__SID713B042-11-0-0__bin.61	0.7359983810322533	0.6950853030877714	0.8226752324627864	0.8926844136487423	0.814295460372226	0.7082741791405194	0.8043426575032762	0.9022051607080004	0.7189228650018034	0.9072371210432906	0.7314928335225648	0.7616759047565247	0.6858724578699028	0.8679014192660888	0.8698282888541397	0.8470485187500427	0.9261165942331723	0.9047161747169133	0.8959142791341255	0.7951645753965323	0.8011034804702705	0.8094509725290722	0.787948125988964	0.8298823703227319	0.8245958943524222	0.7987222073582332	0.6670283685609872	0.799733441430055	0.7573739697548518	1.0	0.8779529245398389
LiuW_2016__SRR3993050__bin.66	0.5948681711644483	0.6368851511356498	0.8101609790527534	0.8271150784763787	0.75579467186905	0.6852257595590154	0.8043264889006031	0.7887912947935473	0.6557198054118909	0.7993833623447593	0.674540715306148	0.699900717052493	0.6168292680954894	0.8144621621206449	0.8414682557328221	0.8213185874979485	0.881899376571003	0.8704879013056355	0.8423159607040034	0.6698611574871712	0.7443496441417806	0.760885348407956	0.6595031486762138	0.7784167118749035	0.7702650806188852	0.7265344996115192	0.6213358084000812	0.7099923274008808	0.6903697966397412	0.5717246531362659	1.0
