	LiJ_2014__MH0357__bin.61	BritoIL_2016__W2.47.ST__bin.34	QinJ_2012__T2D-073__bin.53	CosteaPI_2017__SID713A014-11-0-0__bin.28	BritoIL_2016__WL.5.ST__bin.6	CM_madagascar__A94_01_1FE__bin.15	BritoIL_2016__WL.44.ST__bin.12	LiJ_2014__MH0400__bin.25	CosteaPI_2017__SID713A058-11-0-0__bin.50	CosteaPI_2017__SID713B005-11-90-0__bin.30	LiuW_2016__SRR3993014__bin.77	LiJ_2014__V1.CD6-0-PT__bin.78	LiuW_2016__SRR3993042__bin.16	LiuW_2016__SRR3993060__bin.20	CosteaPI_2017__SID713A057-11-90-0__bin.8	LiJ_2014__V1.CD44-4__bin.14	CosteaPI_2017__SID713B003-11-0-0__bin.34	CosteaPI_2017__SID713B003-11-90-0__bin.67	VogtmannE_2016__MMRS57276462ST-27-0-0__bin.49	CosteaPI_2017__SID713A049-11-0-0__bin.2	LiJ_2014__V1.CD44-0__bin.7	CosteaPI_2017__SID713A058-11-90-0__bin.42	CosteaPI_2017__SID713A038-11-90-0__bin.55	CM_madagascar__A72_01_1FE__bin.16	LiJ_2014__O2.UC16-1__bin.29	CosteaPI_2017__SID713B040-11-90-0__bin.114	KarlssonFH_2013__S468__bin.13	LiJ_2014__MH0222__bin.7	LiuW_2016__SRR3993051__bin.10	CosteaPI_2017__SID713B042-11-0-0__bin.61	LiuW_2016__SRR3993050__bin.66
LiuW_2016__SRR3993014__bin.77	0.6712156879341081	0.7322899749784434	0.8796092828388093	0.9147568994429662	0.8431465797700979	0.793609187619355	0.8500034384802975	0.8797267201658935	0.8055946719425298	0.8607717007781546	1.0	0.796541417817676	0.7709654723678433	0.93230531589054	0.8920237837037194	0.881239122499828	0.9384157598776959	0.9164830165523151	0.8891465691901586	0.7594105915773103	0.8572300660717214	0.8418135074086025	0.7918338737919032	0.8729867697858091	0.8381322175023938	0.8246681866512905	0.7052740997794082	0.775784105757074	0.837958177499643	0.6412718145125028	0.906221004353645
LiJ_2014__V1.CD6-0-PT__bin.78	0.6277784418076516	0.6760048386849232	0.8288364041743657	0.8213458371450457	0.7566072651896059	0.7194953331618741	0.8003786675571385	0.8365762537026125	0.6806607474475286	0.8241837509667835	0.7002968601101959	1.0	0.6423530965676684	0.8179423869078319	0.8232661495295025	0.8314822402497289	0.8682904755017159	0.8618742416300843	0.8459276029673919	0.697043630483343	0.8011999975815877	0.7670510857043463	0.6803984427285086	0.7688286187470671	0.7757024906391166	0.7542748925550572	0.6523713695329348	0.7601014058881829	0.699173228547869	0.5958251692539802	0.8405112895672019
LiuW_2016__SRR3993042__bin.16	0.676134035428157	0.7546439993029291	0.8983271476141806	0.9250271998944973	0.8479119665405973	0.8028455093091933	0.8701246249711516	0.8762940555866935	0.8334883688070197	0.8740650772194407	0.8580389229312773	0.8131526208452455	1.0	0.9139506021656297	0.9057871013625852	0.8958032093520538	0.9354202678070997	0.9210055012080992	0.9060873599382057	0.7772658336355543	0.866676361289958	0.8560607487860133	0.8060759383374859	0.8918927829613267	0.8510629153576963	0.8526507533546537	0.7305779800958001	0.7842406637245252	0.8375412708355902	0.6695371778990848	0.9222777733295026
LiuW_2016__SRR3993060__bin.20	0.6319303773457956	0.5506687548404737	0.7301610365664238	0.7997697330277422	0.7539768831142802	0.6042074363992173	0.7191644823395181	0.829010131174154	0.5973874683803435	0.7006282415963649	0.6307475480897934	0.6294283624203156	0.5555818804157833	1.0	0.7326863143970899	0.7365955561409059	0.8828512305003171	0.7913814873084747	0.826674535493467	0.5849078144751101	0.6845417637147352	0.6642207213075327	0.6195527223325321	0.7776867939708276	0.6936729908365628	0.636945143922226	0.549309485395906	0.61590796192614	0.6698406813096515	0.5147987866068655	0.741086728405224
CosteaPI_2017__SID713A057-11-90-0__bin.8	0.6053909110712322	0.6409152603773103	0.8123450515025467	0.8158691199364208	0.7499307793645107	0.6717082695319887	0.7727747859745827	0.7910131267858724	0.6834310933509091	0.8050635194085086	0.6727587475333915	0.7062352033411026	0.6138142844261948	0.816777167004857	1.0	0.8177159344705998	0.9032331422817196	0.8762259233873188	0.8519967061350628	0.687147463492598	0.7446273216840523	0.8202537584610756	0.655688978718345	0.7782278559795857	0.7903907395157668	0.7413526071244192	0.6321723150971204	0.7336270256511328	0.6886966492424829	0.5736523520254317	0.8549307035609329
LiJ_2014__V1.CD44-4__bin.14	0.6085800408822264	0.632383361930203	0.8291590887003846	0.836835735279826	0.7679317072453661	0.6967544934924087	0.8046714027764961	0.805382717581889	0.6577432455718407	0.7944059296378174	0.6802276534043069	0.7300282647593739	0.621299590932737	0.8404119092555041	0.8369125017456205	1.0	0.8879760847959115	0.8749751938149095	0.8462776022402742	0.6697714890979368	0.8791107829934511	0.7510867763229353	0.6634072224177681	0.7814201469506155	0.7801437002906509	0.7352479761011292	0.6358795027819677	0.7269837393925486	0.6984025225133994	0.5740665728591343	0.8545287723163791
CosteaPI_2017__SID713B003-11-0-0__bin.34	0.6049543612783742	0.5334966495674569	0.7220984829555013	0.7744148787621936	0.72497415520595	0.5785046438971173	0.7036584469606032	0.805150994024259	0.5587597111915715	0.7071400224396506	0.5794306469445982	0.6098139991409566	0.518968364012288	0.8057425254242547	0.7394743503688497	0.7103083573816488	1.0	0.8655691815733559	0.8302902619429079	0.5763874122379387	0.6472699241722725	0.6497141149321666	0.5950129754748011	0.7550259754470373	0.6708573612342787	0.6250540168444364	0.5275976671909117	0.6113854279456941	0.647178140448695	0.4987220504679827	0.7333405192476348
CosteaPI_2017__SID713B003-11-90-0__bin.67	0.6071937536455339	0.6073265736078878	0.7963828821632518	0.8173081995561943	0.7556625265499622	0.6642633112727482	0.7879142065354156	0.8221941034671248	0.6351981879615728	0.7915557183483483	0.6481958372353095	0.6933490123245701	0.5852911806422575	0.8273138453399461	0.8217032308175237	0.8017095238647541	0.9914651014613564	1.0	0.8444408859503044	0.6522836989498992	0.7336712821915369	0.7450417933912528	0.6587099402833967	0.775243182126848	0.7541393996013904	0.7124496453332865	0.5954708018696561	0.70003528147169	0.686868520583914	0.5581102300928131	0.8287670079703202
VogtmannE_2016__MMRS57276462ST-27-0-0__bin.49	0.5918830659120033	0.5321640765359481	0.7053626874474553	0.7437913034935316	0.7085118013774718	0.5611622779431586	0.675778341942394	0.7807343130945454	0.5447469241540822	0.6879081393376705	0.5578711087051692	0.6036982174382184	0.510808981745561	0.7666509233097161	0.7087866186555128	0.6878802593239561	0.8436926945402635	0.749114062778489	1.0	0.5649589383821826	0.6234966781295564	0.628810144076609	0.5678129888337226	0.7364021041444636	0.6516578153154873	0.6016321092790328	0.5188898709586841	0.6116752204097632	0.6161214187873455	0.49222993974929896	0.712377166136006
CosteaPI_2017__SID713A049-11-0-0__bin.2	0.7134549674772611	0.7530188119079108	0.8796064883538905	0.9028652398045937	0.8441035329680711	0.7665018488030013	0.8502528946587137	0.9002148390056949	0.7683749426466222	0.8965739116353135	0.7749140374078972	0.8090270168146608	0.7126468921216701	0.882199670724137	0.9297023022320585	0.8854071415076517	0.9525443307872932	0.9410909287198727	0.9188259426196324	1.0	0.8422887371460959	0.869030795390138	0.8077061347871852	0.863836873498691	0.8585614423362392	0.8555007961998327	0.7071031821003482	0.8207713691938139	0.7835864079242125	0.709080996464333	0.9217770100672047
LiJ_2014__V1.CD44-0__bin.7	0.6596644055694395	0.6804224297773837	0.8705872326703596	0.8807928044131704	0.8107228985039905	0.7546949822068155	0.8400184265987953	0.8590858103672652	0.7132466515415001	0.8207400582741187	0.7464992917276088	0.7935953749237024	0.6781361495318492	0.8811189552118484	0.85978141447179	0.9917794336124195	0.9128748949108038	0.9033409726940839	0.8653775725259412	0.7188133270375787	1.0	0.8007338392970252	0.7203441167325033	0.8238467828310165	0.7996130414252974	0.7743888703343276	0.6712469049072336	0.7657739747325264	0.7411210282042128	0.6128585413043729	0.8733245039214106
CosteaPI_2017__SID713A058-11-90-0__bin.42	0.6461985774679565	0.7173999956045621	0.8547532218793676	0.8673685962794956	0.7982910163327926	0.7549866009283726	0.805521511693969	0.840244068379921	0.7711482520418913	0.861332350750334	0.7441097625013969	0.7712081048134254	0.67991345663316	0.8678329228586619	0.9613608275767904	0.8601034985347761	0.9301162780366982	0.9311506087447705	0.8858906910703873	0.7527996367684927	0.8127880122380213	1.0	0.7174088800003366	0.818316444408699	0.854466583215693	0.8310893999338814	0.7202916326292995	0.7906738159555331	0.7511307731622043	0.6257322028017643	0.9061807806204207
CosteaPI_2017__SID713A038-11-90-0__bin.55	0.6991179677430862	0.7011564491855639	0.8587512788976587	0.933276051125921	0.8428870025740804	0.745914119081851	0.8249123835550434	0.8849046390833193	0.7544935255079014	0.8339338142350421	0.7738572897554288	0.7563386536509911	0.7078328248761945	0.8949683164252594	0.8496533340777952	0.8399365553024041	0.9417748075126545	0.9102049700069742	0.8844465882189938	0.7735765655801142	0.8084158316027179	0.7931812459707293	1.0	0.8593380596324323	0.803152899549859	0.7844912042343338	0.6670647469889359	0.7594576388253426	0.7996704722111501	0.6723985063199128	0.8666539487758513
CM_madagascar__A72_01_1FE__bin.16	0.6582920823157908	0.5775830408879458	0.758810244272988	0.8338632925060738	0.8006261417925908	0.6355072384157098	0.7445190031954497	0.8299039010854484	0.6130700330845194	0.7381995147185305	0.6475133248372456	0.6486296134698567	0.5944038822517562	0.8526059552134799	0.7653584836366604	0.7508706658965779	0.9069780399148717	0.8130124333758137	0.8705536791617752	0.6279078436050198	0.7017064894625492	0.6866591541161035	0.6521962439339817	1.0	0.7023617450043631	0.6715545329558225	0.5610682470227072	0.652656884656191	0.7078913955138145	0.5414929781717507	0.7783007615089554
LiJ_2014__O2.UC16-1__bin.29	0.6332007282044366	0.6661429296388433	0.833834003456487	0.849482236709027	0.7801271518760491	0.7008839060431742	0.8003998559205647	0.843800237056805	0.697122669799034	0.8288151773135218	0.7028219696297584	0.7398678621237876	0.6412426496421081	0.8597856019929806	0.8788033777045946	0.8475140087086437	0.911080631252462	0.8941339974236042	0.8709473222872433	0.7055491875126424	0.7699821497645402	0.8106003073221453	0.6891348668684725	0.7940586751079709	1.0	0.7704057823406876	0.6635913751069062	0.7628061244406276	0.7206349431666956	0.6058682205479987	0.8714756431230459
CosteaPI_2017__SID713B040-11-90-0__bin.114	0.6418144766718286	0.6982372053696121	0.8325516107886262	0.8650462193256634	0.7966140662556171	0.7503819150856459	0.8115054294644638	0.8363565110821878	0.7213886698524592	0.842067661672636	0.7405200505419964	0.7703949305997587	0.6879497240140986	0.8453999182967727	0.8826722655544894	0.85532448531717	0.9090106309199213	0.9045445045079281	0.8610494114517523	0.7528372870728394	0.7985179414586876	0.8442755488841809	0.7208067718674888	0.8130136140377545	0.8249817117776153	1.0	0.6927003866652732	0.7859755460340684	0.7445263587911722	0.6271154960620945	0.8784707245936214
KarlssonFH_2013__S468__bin.13	0.6513828330676175	0.7559969860005238	0.877111177986777	0.8727831482510993	0.7965963859573354	0.7974073172188504	0.8482300793472118	0.8650660920464414	0.7632344900781527	0.8863633753118525	0.7656919793614548	0.8055958851555931	0.7126736150994023	0.8814868757781954	0.910015345668065	0.8943561022003115	0.9276686070819798	0.9140602386389219	0.8978645859656055	0.752319079627477	0.836847751675848	0.8846743180596459	0.741032662381519	0.8212413450891565	0.8591403209725662	0.8374984493524036	1.0	0.8149462901617728	0.7629272321284993	0.6339248383880616	0.9119289596647845
LiJ_2014__MH0222__bin.7	0.683394765248411	0.6885594834895901	0.855163608897515	0.8467152334107302	0.7995063903018282	0.7149483576408215	0.8156478229371754	0.863376610598187	0.6938148785172223	0.8648047699848261	0.7073363308120685	0.7882841733315712	0.642484100211354	0.8300485506666191	0.8869057897128151	0.858715437915823	0.9028050960353987	0.9024501060629008	0.8888847623448245	0.7333822730741071	0.8017771685498177	0.8155701688806916	0.7085358689392456	0.8022855373419547	0.8294046490181344	0.7980618319218945	0.6844124674793494	1.0	0.7241824378357573	0.6379820942286155	0.8734229232845447
LiuW_2016__SRR3993051__bin.10	0.6971711494455627	0.6628900331768327	0.839738258228362	0.9053969742148592	0.8404854014686729	0.7191287517246878	0.8031954146862458	0.8923161682087168	0.7362854995735097	0.8151946511116535	0.7655323395587216	0.7265276928690348	0.68750419845207	0.9045140306831334	0.8342308556626546	0.8265830278632235	0.9575442861181656	0.8872234156431303	0.8971126731634944	0.7015380228734085	0.7774962969048649	0.7763108231865707	0.7475245443320293	0.8719002133659383	0.7850977302986881	0.757466962108819	0.6419898367255216	0.7256114033582783	1.0	0.6063584499435777	0.8478780600372605
CosteaPI_2017__SID713B042-11-0-0__bin.61	0.7562770694449014	0.7192798076606723	0.8497736983542771	0.9149514278637509	0.8403001298029739	0.730680866569868	0.8302281391244538	0.9259763002489908	0.7373690408423101	0.916668477245371	0.7525226534434414	0.7952843839759439	0.7059599491713654	0.8929302385059809	0.8925720543074288	0.8727285255536802	0.9478286402098699	0.9260098218204323	0.9206296096040544	0.8154482299679124	0.8258585402100561	0.8307011657436854	0.8073788427981077	0.8567008690157011	0.8478573818535319	0.819534757834581	0.6852026472109122	0.8211090301526535	0.7788712293663864	1.0	0.9043170197088217
LiuW_2016__SRR3993050__bin.66	0.614111114434916	0.6563552809553801	0.8330740765594417	0.8498632433992606	0.7782404603882869	0.7041060936930265	0.8267249805759543	0.8132684221206935	0.6744618872330053	0.8241248669018304	0.6925118989965793	0.7305717096960147	0.6332610810037279	0.8370757129493908	0.8662457382309687	0.8459784342561742	0.9075961156759528	0.8954549754258535	0.867646048207207	0.6903067341812269	0.7663669313403441	0.7834059225350462	0.6776602857699562	0.8018617978136731	0.7941738373263458	0.7475888715781542	0.6418860849451317	0.732036294870354	0.7092270887216027	0.5888930032202279	1.0
