	LiJ_2014__MH0357__bin.61	BritoIL_2016__W2.47.ST__bin.34	QinJ_2012__T2D-073__bin.53	CosteaPI_2017__SID713A014-11-0-0__bin.28	BritoIL_2016__WL.5.ST__bin.6	CM_madagascar__A94_01_1FE__bin.15	BritoIL_2016__WL.44.ST__bin.12	LiJ_2014__MH0400__bin.25	CosteaPI_2017__SID713A058-11-0-0__bin.50	CosteaPI_2017__SID713B005-11-90-0__bin.30	LiuW_2016__SRR3993014__bin.77	LiJ_2014__V1.CD6-0-PT__bin.78	LiuW_2016__SRR3993042__bin.16	LiuW_2016__SRR3993060__bin.20	CosteaPI_2017__SID713A057-11-90-0__bin.8	LiJ_2014__V1.CD44-4__bin.14	CosteaPI_2017__SID713B003-11-0-0__bin.34	CosteaPI_2017__SID713B003-11-90-0__bin.67	VogtmannE_2016__MMRS57276462ST-27-0-0__bin.49	CosteaPI_2017__SID713A049-11-0-0__bin.2	LiJ_2014__V1.CD44-0__bin.7	CosteaPI_2017__SID713A058-11-90-0__bin.42	CosteaPI_2017__SID713A038-11-90-0__bin.55	CM_madagascar__A72_01_1FE__bin.16	LiJ_2014__O2.UC16-1__bin.29	CosteaPI_2017__SID713B040-11-90-0__bin.114	KarlssonFH_2013__S468__bin.13	LiJ_2014__MH0222__bin.7	LiuW_2016__SRR3993051__bin.10	CosteaPI_2017__SID713B042-11-0-0__bin.61	LiuW_2016__SRR3993050__bin.66
LiuW_2016__SRR3993014__bin.77	0.9713471926459161	0.9700216499470129	0.9725082045986648	0.9741219930963453	0.971213262904686	0.9729698743180144	0.9726217170425331	0.972300811360612	0.9744962150463072	0.9718973412234809	1.0	0.959443682185318	0.9716524519524362	0.9942584041552381	0.9733599010825765	0.9722408978382441	0.974512853497246	0.9744651057551781	0.9722753710102712	0.972792631761527	0.9721496443650717	0.973489621004701	0.9741411849746703	0.9710810607731593	0.9732513664651157	0.9737685127215625	0.9701604150524779	0.9723406242946733	0.97371549274613	0.9720542367400542	0.9740492781185843
LiJ_2014__V1.CD6-0-PT__bin.78	0.9574657864577121	0.9576966631487844	0.958660935728955	0.9590155115926421	0.9577209735467949	0.9585892524941211	0.958201017925554	0.9579621099165991	0.958721234926073	0.9579704943638637	0.959443682185318	1.0	0.9596964600277011	0.9585390705491961	0.9581558308472158	0.958370739036004	0.9588879967733867	0.9589488753637672	0.9581343336509265	0.9572320640421468	0.9583379046006977	0.9577303216958075	0.9589985597820329	0.956891029227887	0.9571399364347712	0.9589004945061721	0.9570360231266619	0.9588496452407933	0.9600377026651288	0.9577403003295538	0.9580178205144522
LiuW_2016__SRR3993042__bin.16	0.9702926932059023	0.9692804593576171	0.9717945709939634	0.9724928589249436	0.969943251292	0.9712531404409597	0.9709615694298408	0.9713077719483183	0.9723990082714681	0.9713955858391748	0.9716524519524362	0.9596964600277011	1.0	0.9714521849704132	0.9720996651309837	0.9705938796782763	0.972294339598891	0.9721458154479689	0.971661873579455	0.9712076981459067	0.9707210404862232	0.9718785461297754	0.9728400634262596	0.9698002260197292	0.9706978813069804	0.9717667708377927	0.9710737174967141	0.9717880787741703	0.9713087500720515	0.9715458485640146	0.9740520720423971
LiuW_2016__SRR3993060__bin.20	0.972853933296974	0.9683722743963864	0.971134381411818	0.9742924586349245	0.9721961548813014	0.9712056010827812	0.9714126040333384	0.9732448560834441	0.9741071861844285	0.971823999991827	0.9942584041552381	0.9585390705491961	0.9714521849704132	1.0	0.9728443353324534	0.9714744793521582	0.9755822989706978	0.9743704541846939	0.9731354966186131	0.972413586331677	0.9722875018756101	0.972758685533029	0.9740699962221033	0.9724902115627813	0.9725088676495247	0.9729401102084093	0.9691605444694342	0.9714696287722161	0.9751831821819864	0.9719700171854753	0.9729850592020306
CosteaPI_2017__SID713A057-11-90-0__bin.8	0.9719506866684372	0.9676315330793556	0.9691369635950642	0.9752376332423454	0.9691384460694212	0.9699225835727973	0.9699722707379619	0.971938666143463	0.9994582619431934	0.9733858506527167	0.9733599010825765	0.9581558308472158	0.9720996651309837	0.9728443353324534	1.0	0.971353253118799	0.9760346370521402	0.9763796413963677	0.9722960921297057	0.9818454178085373	0.9713934693247721	0.9997067046442809	0.9744096332759344	0.9684806452952434	0.9726999738023934	0.9755707723239464	0.9715201896339978	0.9733709661630828	0.9732569112670989	0.974518846581034	0.9713967048787487
LiJ_2014__V1.CD44-4__bin.14	0.9697457870483439	0.9674403918646501	0.9703540679375888	0.9716160689060549	0.9698642068131618	0.9708833281956373	0.9698400865916416	0.9705379971617916	0.9720984055167482	0.9693665705640073	0.9722408978382441	0.958370739036004	0.9705938796782763	0.9714744793521582	0.971353253118799	1.0	0.971752119085403	0.9719848124091727	0.9706188884846578	0.970259611122864	0.999676719633244	0.9710965689373877	0.9723994029575146	0.969187751183971	0.9706457946121584	0.9708371375954398	0.968935181023079	0.9702247787401853	0.9729890117856989	0.9705750344445938	0.9708505019044511
CosteaPI_2017__SID713B003-11-0-0__bin.34	0.9733501791214814	0.9675949168689127	0.9706342274092304	0.9766785355471705	0.9719933085264025	0.9710380674805406	0.9710789952290368	0.973956250005071	0.9770861441261542	0.9771531880083568	0.974512853497246	0.9588879967733867	0.972294339598891	0.9755822989706978	0.9760346370521402	0.971752119085403	1.0	0.9996916956700411	0.9734383279746307	0.9767476125387898	0.9720439473044126	0.9763539720148869	0.9754542425338661	0.9714173977069892	0.9729071114876379	0.9759070583618263	0.9710753164807734	0.9730326789843272	0.9749364705644846	0.9770928572364198	0.9716870327438417
CosteaPI_2017__SID713B003-11-90-0__bin.67	0.9716865220450773	0.9676268144847058	0.9704880987895601	0.9761290257606567	0.9708247843273946	0.971122039250055	0.970994762409007	0.9726668708331494	0.9770673219645744	0.9771508978509337	0.9744651057551781	0.9589488753637672	0.9721458154479689	0.9743704541846939	0.9763796413963677	0.9719848124091727	0.9996916956700411	1.0	0.9726005244096847	0.9769481558639408	0.9721160661924068	0.9766288144521706	0.9752174550180224	0.9700153904586878	0.9729046162119844	0.9759745282736477	0.9712541523490342	0.9730920852912378	0.9741619168387935	0.977004944654196	0.9721180016802694
VogtmannE_2016__MMRS57276462ST-27-0-0__bin.49	0.9742616320050962	0.9663794162644392	0.9689934335437453	0.9739653731385909	0.9714013743492593	0.970196340993132	0.969794112157795	0.9753209966657923	0.9731556096057087	0.9714629794567805	0.9722753710102712	0.9581343336509265	0.971661873579455	0.9731354966186131	0.9722960921297057	0.9706188884846578	0.9734383279746307	0.9726005244096847	1.0	0.9712755063974183	0.9708773834999521	0.971804371383374	0.9733926828270311	0.971503312279095	0.9711080902542393	0.9717515215175013	0.9701919380517332	0.9740065103099804	0.9730956802144459	0.9731538827210233	0.9708059668391938
CosteaPI_2017__SID713A049-11-0-0__bin.2	0.9715240321068676	0.9673821957627392	0.9685918816334922	0.9743172767237653	0.9685025170360366	0.9700080916461676	0.9699841791438961	0.9716932313081604	0.9821118083983104	0.9734224069627706	0.972792631761527	0.9572320640421468	0.9712076981459067	0.972413586331677	0.9818454178085373	0.970259611122864	0.9767476125387898	0.9769481558639408	0.9712755063974183	1.0	0.9704726150391378	0.9815208553452557	0.9739460114040083	0.9685121736473326	0.9720677661757605	0.9749119479473871	0.9711323537494733	0.9719891879093994	0.9723194498885048	0.9751257605008495	0.9703818959287625
LiJ_2014__V1.CD44-0__bin.7	0.9696155610785883	0.9677978448847834	0.9707923754755009	0.9716198144040569	0.9701221151010542	0.9716298809783229	0.9700958216958571	0.9708222825894615	0.9721817117893325	0.9694972390637401	0.9721496443650717	0.9583379046006977	0.9707210404862232	0.9722875018756101	0.9713934693247721	0.999676719633244	0.9720439473044126	0.9721160661924068	0.9708773834999521	0.9704726150391378	1.0	0.9709920475798995	0.972258833987229	0.9689854427399901	0.9709865305511067	0.9705001237341049	0.9691735649490847	0.9703487228414694	0.9729277657295126	0.9700250605467018	0.9712705672724472
CosteaPI_2017__SID713A058-11-90-0__bin.42	0.9714229478967371	0.9676414955371401	0.9686962344341421	0.974533919732088	0.968791185618641	0.969856311160659	0.9695757697485246	0.9716950576817127	0.9995549257411184	0.9733467822710717	0.973489621004701	0.9577303216958075	0.9718785461297754	0.972758685533029	0.9997067046442809	0.9710965689373877	0.9763539720148869	0.9766288144521706	0.971804371383374	0.9815208553452557	0.9709920475798995	1.0	0.9742138926384907	0.9683823647056403	0.9727052238601775	0.9753695385044718	0.9715957263104047	0.9728816265701512	0.9729107033692449	0.9744189678660329	0.9712529948022154
CosteaPI_2017__SID713A038-11-90-0__bin.55	0.9730864339950247	0.9693563431116289	0.971086072334185	0.9867434440123641	0.9713613128702353	0.9717994550907293	0.9721643204434155	0.973630799646658	0.9748808417682835	0.9750468673282647	0.9741411849746703	0.9589985597820329	0.9728400634262596	0.9740699962221033	0.9744096332759344	0.9723994029575146	0.9754542425338661	0.9752174550180224	0.9733926828270311	0.9739460114040083	0.972258833987229	0.9742138926384907	1.0	0.9710997994829753	0.972436877423923	0.9744501880814115	0.9724573972403145	0.9736835656219239	0.9740539918502136	0.9759335818835638	0.9732061366513278
CM_madagascar__A72_01_1FE__bin.16	0.9693945244164914	0.9688018412518121	0.9713773357974107	0.9715923741909012	0.9723243624708711	0.9722511204449799	0.9713939243182736	0.9702658912313432	0.96998627186821	0.9673731113063565	0.9710810607731593	0.956891029227887	0.9698002260197292	0.9724902115627813	0.9684806452952434	0.969187751183971	0.9714173977069892	0.9700153904586878	0.971503312279095	0.9685121736473326	0.9689854427399901	0.9683823647056403	0.9710997994829753	1.0	0.9682725009720367	0.9694450611729787	0.9654701696280714	0.9687322837817284	0.9719413418736479	0.9686956093276968	0.9707616873597245
LiJ_2014__O2.UC16-1__bin.29	0.9714045923028207	0.9659278121907658	0.9677617222121143	0.9725874387336175	0.9680158075796776	0.9688565459354397	0.9680943452798264	0.972865998068541	0.973763817726906	0.9717561688881657	0.9732513664651157	0.9571399364347712	0.9706978813069804	0.9725088676495247	0.9726999738023934	0.9706457946121584	0.9729071114876379	0.9729046162119844	0.9711080902542393	0.9720677661757605	0.9709865305511067	0.9727052238601775	0.972436877423923	0.9682725009720367	1.0	0.9730096992344831	0.9713805749153376	0.9725262168070188	0.9729621258008441	0.9725643864180826	0.9698948069254567
CosteaPI_2017__SID713B040-11-90-0__bin.114	0.9710598866878587	0.9680600578945041	0.9693918596245388	0.9759905945818905	0.9687283842253145	0.9712981479265855	0.9702499173186058	0.9726986319497967	0.9760570716286077	0.9742540209758651	0.9737685127215625	0.9589004945061721	0.9717667708377927	0.9729401102084093	0.9755707723239464	0.9708371375954398	0.9759070583618263	0.9759745282736477	0.9717515215175013	0.9749119479473871	0.9705001237341049	0.9753695385044718	0.9744501880814115	0.9694450611729787	0.9730096992344831	1.0	0.9711800167185665	0.9728868259781702	0.9733743704389924	0.9746044322374565	0.9718369644505416
KarlssonFH_2013__S468__bin.13	0.97064697101816	0.9648603560760528	0.9664726993196192	0.9714930015654436	0.9659930499480909	0.9678584495538917	0.9666676822765912	0.9720327167952412	0.9726031829639942	0.9728802994538479	0.9701604150524779	0.9570360231266619	0.9710737174967141	0.9691605444694342	0.9715201896339978	0.968935181023079	0.9710753164807734	0.9712541523490342	0.9701919380517332	0.9711323537494733	0.9691735649490847	0.9715957263104047	0.9724573972403145	0.9654701696280714	0.9713805749153376	0.9711800167185665	1.0	0.9723705083400811	0.9712183316207661	0.9734760530714489	0.9679845426984025
LiJ_2014__MH0222__bin.7	0.989090826964297	0.9664098000194734	0.9678253184275997	0.9732268940975555	0.9687002108450997	0.9693287665595585	0.9692220538223775	0.9772904135501109	0.9742555535858907	0.9729497746232846	0.9723406242946733	0.9588496452407933	0.9717880787741703	0.9714696287722161	0.9733709661630828	0.9702247787401853	0.9730326789843272	0.9730920852912378	0.9740065103099804	0.9719891879093994	0.9703487228414694	0.9728816265701512	0.9736835656219239	0.9687322837817284	0.9725262168070188	0.9728868259781702	0.9723705083400811	1.0	0.9720536069895288	0.9739674173128695	0.9698867834505701
LiuW_2016__SRR3993051__bin.10	0.9716740018175554	0.9698008693103695	0.9718531145563505	0.9748972623395951	0.9721184835077006	0.9723063751317176	0.9729955282361322	0.9728887767182952	0.9736782859314501	0.9722156516460331	0.97371549274613	0.9600377026651288	0.9713087500720515	0.9751831821819864	0.9732569112670989	0.9729890117856989	0.9749364705644846	0.9741619168387935	0.9730956802144459	0.9723194498885048	0.9729277657295126	0.9729107033692449	0.9740539918502136	0.9719413418736479	0.9729621258008441	0.9733743704389924	0.9712183316207661	0.9720536069895288	1.0	0.9723994688710961	0.9734114892370338
CosteaPI_2017__SID713B042-11-0-0__bin.61	0.9731861651874063	0.9663628753160898	0.9681109618431694	0.9756631734353395	0.969053117441687	0.9693345091482478	0.9688212427388018	0.9743285659313328	0.9749837939772527	0.9897112681016128	0.9720542367400542	0.9577403003295538	0.9715458485640146	0.9719700171854753	0.974518846581034	0.9705750344445938	0.9770928572364198	0.977004944654196	0.9731538827210233	0.9751257605008495	0.9700250605467018	0.9744189678660329	0.9759335818835638	0.9686956093276968	0.9725643864180826	0.9746044322374565	0.9734760530714489	0.9739674173128695	0.9723994688710961	1.0	0.970846401655172
LiuW_2016__SRR3993050__bin.66	0.9686653720830728	0.9703359896923661	0.9724957261888183	0.9732331465096733	0.9711582863373127	0.9731853845562053	0.9729069615632675	0.9699027692931699	0.97221179999065	0.9699784516270175	0.9740492781185843	0.9580178205144522	0.9740520720423971	0.9729850592020306	0.9713967048787487	0.9708505019044511	0.9716870327438417	0.9721180016802694	0.9708059668391938	0.9703818959287625	0.9712705672724472	0.9712529948022154	0.9732061366513278	0.9707616873597245	0.9698948069254567	0.9718369644505416	0.9679845426984025	0.9698867834505701	0.9734114892370338	0.970846401655172	1.0
