	QinN_2014__LD-24__bin.3	HMP_2012__SRS017511__bin.37	BritoIL_2016__W1.9.SA__bin.3	CM_periimplantitis__SP_184SPT_T016__bin.15	HMP_2012__SRS014477__bin.4	CM_periimplantitis__SP_385SPI_T016__bin.1	ZellerG_2014__CCIS35100175ST-4-0__bin.56	CM_periimplantitis__SP_384SPI_T016__bin.6	HMP_2012__SRS048411__bin.62	CM_cf__CF_TNFC041IS_t3M15__bin.7	HMP_2012__SRS055401__bin.1	FengQ_2015__SID31874__bin.79	YuJ_2015__SZAXPI017464-37__bin.5	CM_periimplantitis__SP_305SPI_T016__bin.4	BritoIL_2016__W2.8.SA__bin.15	FengQ_2015__SID530373__bin.76	YuJ_2015__SZAXPI003409-8__bin.1	HMP_2012__SRS015062__bin.1	HMP_2012__SRS015061__bin.7	HMP_2012__SRS023595__bin.55	ZellerG_2014__CCMD18872694ST-21-0__bin.29	HMP_2012__SRS049318__bin.42	ZellerG_2014__CCIS33816588ST-4-0__bin.62	HMP_2012__SRS063603__bin.8	LiJ_2014__V1.FI17__bin.37	HMP_2012__SRS022149__bin.24	YuJ_2015__SZAXPI015217-140__bin.30	HMP_2012__SRS016746__bin.33	HMP_2012__SRS020226__bin.31	YuJ_2015__SZAXPI003412-1__bin.20	CM_periimplantitis__SP_186SPI_T016_R__bin.1
HMP_2012__SRS055401__bin.1	0.9672757178063053	0.9675489888564393	0.9698334207756142	0.9815895174863445	0.9663900336852406	0.966833384226062	0.9666432851002201	0.9826621327163267	0.9673311829919686	0.9835260593506187	1.0	0.9686005916710618	0.9672776230655606	0.9679574505550798	0.9671491281299005	0.9663297608668212	0.9666566351936311	0.9665087867567332	0.9659559753272773	0.9676768937557308	0.9666809380438085	0.9669069688004102	0.9661403859659148	0.9674601917727174	0.9676121278623713	0.9677190728195522	0.966236911650371	0.9682351644563009	0.9671410988040945	0.9669370259417426	0.9676743793278162
FengQ_2015__SID31874__bin.79	0.9676518568015994	0.9678578591532739	0.9704324584067098	0.9680572095170973	0.9678660687593423	0.9682076195025952	0.9673818795531436	0.9683635667703745	0.9681099055301524	0.9683711499265024	0.9686005916710618	1.0	0.9677887094208274	0.9686985818074456	0.9795511895502642	0.9672106557127091	0.9676364237279116	0.9679344220713338	0.9677594533486041	0.9810787127380991	0.9674703864249978	0.9677070892730594	0.9675413752454256	0.9686059865679346	0.9681079980988523	0.9922262695209239	0.9664188224904792	0.9689835447282595	0.9801235613518815	0.9678947591925683	0.9686714068687017
YuJ_2015__SZAXPI017464-37__bin.5	0.9674654804730414	0.9681038013955607	0.9719012593096573	0.9670795930031757	0.9726129500453335	0.9693216659393077	0.9683695195292675	0.96717729927575	0.9687316383012359	0.9675271426173744	0.9672776230655606	0.9677887094208274	1.0	0.9681088741773283	0.9669190231242956	0.9674191624782466	0.9691539103432237	0.9730784783714373	0.9732674111973323	0.9675369085866027	0.9685985653377365	0.9680512600030512	0.967728901542284	0.9680591414261935	0.9687856774071569	0.967636091620441	0.9678046039226773	0.9685090569272342	0.967876747388557	0.9689480880815433	0.9720411257509687
CM_periimplantitis__SP_305SPI_T016__bin.4	0.9688200343652206	0.9681972367140926	0.9709659651404867	0.9679927531497764	0.9683904436224905	0.9696674333867628	0.9684493394507739	0.9678381259963953	0.9685536729497448	0.9684504718180637	0.9679574505550798	0.9686985818074456	0.9681088741773283	1.0	0.9681584274442493	0.9677470235200408	0.9676982368915105	0.9686723118251787	0.9680876765863903	0.9687960288142474	0.9688433122188271	0.9679817048498903	0.9683441192931443	0.9686853305529762	0.9685419869927706	0.9683690650079663	0.9675129426033443	0.9696260172686934	0.9684725173085396	0.9682203111880773	0.9696061605637071
BritoIL_2016__W2.8.SA__bin.15	0.9666418569628868	0.96751801167512	0.9703536378738379	0.9675540056751727	0.9664196493826982	0.9674486920229809	0.966923763596775	0.9674306375003844	0.9672031711006495	0.9678633842535913	0.9671491281299005	0.9795511895502642	0.9669190231242956	0.9681584274442493	1.0	0.9669035338824983	0.9672908108372457	0.9667585524718592	0.9667451376145679	0.9993330261601961	0.9665382151840067	0.9662918514773546	0.9666798906092927	0.9678693455904347	0.9673495480709657	0.9801883053268421	0.9647405822127791	0.9684288065012445	0.9989959845426349	0.9674365232114394	0.9677680666024375
FengQ_2015__SID530373__bin.76	0.9880781108963075	0.9674881591273211	0.9697504652476333	0.9646862113319707	0.9672745794250405	0.9669635568859699	0.9649781497624904	0.9666010806385855	0.9669740116682306	0.966959394759473	0.9663297608668212	0.9672106557127091	0.9674191624782466	0.9677470235200408	0.9669035338824983	1.0	0.9661933596874072	0.9679653838580378	0.9672401322628785	0.967590889050219	0.9666360423177685	0.9673252493213876	0.966813444648898	0.9668463247035408	0.9668143605746155	0.9664073035774126	0.966159539196024	0.9674324920216145	0.9670123436411162	0.9669741520966101	0.9682874891899175
YuJ_2015__SZAXPI003409-8__bin.1	0.9668999117562982	0.9672198419352817	0.9707782612083936	0.9672757255751364	0.9682335345304756	0.9694114186989984	0.9810989871524147	0.9676316781512457	0.9688998726328314	0.96762421361406	0.9666566351936311	0.9676364237279116	0.9691539103432237	0.9676982368915105	0.9672908108372457	0.9661933596874072	1.0	0.9682401932094156	0.9673050372766361	0.967182497665447	0.9693736014969707	0.9685187894291902	0.9678189629866838	0.9665166295150642	0.9695973505575974	0.967645927884386	0.9672031035225146	0.9677089265263997	0.9671250329686485	0.9685309416057394	0.9690692246959268
HMP_2012__SRS015062__bin.1	0.9678039715519102	0.9681615917314614	0.9715859318273835	0.9673769918099444	0.9998335666226563	0.9682959817236402	0.9671939790888402	0.9676071136670723	0.9686141444681271	0.9674967502954982	0.9665087867567332	0.9679344220713338	0.9730784783714373	0.9686723118251787	0.9667585524718592	0.9679653838580378	0.9682401932094156	1.0	0.9998868014729497	0.9671913459085193	0.9672339527129507	0.9675459990471221	0.9668102135378052	0.9680597665137893	0.9685312682146754	0.9679673119636877	0.9669008146866311	0.9692069600228138	0.9677148128494639	0.9686241770374499	0.9931819100760149
HMP_2012__SRS015061__bin.7	0.967905178314843	0.9680674437868402	0.9713413587367369	0.9667136080415432	0.9997736767608238	0.9665042531250512	0.9660499093824062	0.9672885079289532	0.9682737770669798	0.9671319193156748	0.9659559753272773	0.9677594533486041	0.9732674111973323	0.9680876765863903	0.9667451376145679	0.9672401322628785	0.9673050372766361	0.9998868014729497	1.0	0.9669891342328215	0.9665320770635774	0.9676711751182467	0.9647950985441067	0.9677270045882804	0.9680467183441422	0.9670461444542463	0.9659827825869074	0.9686980593338567	0.9667359447763373	0.9682009186083447	0.99360686121803
HMP_2012__SRS023595__bin.55	0.9666709683673177	0.9678217178987778	0.970341770750367	0.9681475086573758	0.9671115437660568	0.9680850265107207	0.9674518480793798	0.9681647728614236	0.967587005840614	0.9681060925498756	0.9676768937557308	0.9810787127380991	0.9675369085866027	0.9687960288142474	0.9993330261601961	0.967590889050219	0.967182497665447	0.9671913459085193	0.9669891342328215	1.0	0.9669590453594631	0.9671733873350515	0.9668762794946455	0.9687251749128123	0.9677133132012957	0.9814967664737756	0.9661659024853811	0.968868736295133	0.9992100926552236	0.9676857827770606	0.9686402223186836
ZellerG_2014__CCMD18872694ST-21-0__bin.29	0.9671422960416229	0.9674733330537144	0.9717342714580284	0.9667894891431186	0.9668521486377527	0.9729225440554508	0.9685083428656978	0.9669946880044618	0.9684015190846813	0.9674074620888833	0.9666809380438085	0.9674703864249978	0.9685985653377365	0.9688433122188271	0.9665382151840067	0.9666360423177685	0.9693736014969707	0.9672339527129507	0.9665320770635774	0.9669590453594631	1.0	0.9678815165114625	0.967534830960069	0.9668999898767754	0.9697866618914218	0.9666758844301522	0.9689813158391855	0.9683396577568744	0.9675713157018014	0.9682658406898154	0.9684911441504944
HMP_2012__SRS049318__bin.42	0.9667984597358091	0.9674759933681735	0.9720829708347147	0.9672098807397504	0.9671956067538162	0.9684875910053571	0.9691324934486003	0.9670772107652136	0.9691042143433244	0.9677275743850017	0.9669069688004102	0.9677070892730594	0.9680512600030512	0.9679817048498903	0.9662918514773546	0.9673252493213876	0.9685187894291902	0.9675459990471221	0.9676711751182467	0.9671733873350515	0.9678815165114625	1.0	0.9694664777172385	0.9677357711125412	0.9691728561212251	0.9673327072653475	0.9671091571659587	0.9679417040929273	0.9672271088198985	0.9690651452325183	0.9694519391229283
ZellerG_2014__CCIS33816588ST-4-0__bin.62	0.9669224254751905	0.9674930900672543	0.9712051761750771	0.9661134176147862	0.9669132563067575	0.9673305391754115	0.9678634711647687	0.9665519528583926	0.968929871311393	0.9668151496882577	0.9661403859659148	0.9675413752454256	0.967728901542284	0.9683441192931443	0.9666798906092927	0.966813444648898	0.9678189629866838	0.9668102135378052	0.9647950985441067	0.9668762794946455	0.967534830960069	0.9694664777172385	1.0	0.9662364093889529	0.9689593203724881	0.9665386651974379	0.9672818205821747	0.9682882061387025	0.966222055603912	0.9682376879849397	0.9687336601136995
HMP_2012__SRS063603__bin.8	0.9680346934192546	0.9679888129831244	0.9709412323561346	0.9670604806472521	0.9676168446498582	0.9684317301728802	0.966388097542491	0.9679798804074151	0.9678176870584119	0.9679497464571325	0.9674601917727174	0.9686059865679346	0.9680591414261935	0.9686853305529762	0.9678693455904347	0.9668463247035408	0.9665166295150642	0.9680597665137893	0.9677270045882804	0.9687251749128123	0.9668999898767754	0.9677357711125412	0.9662364093889529	1.0	0.9678418119149094	0.9679540357022153	0.9673872443333339	0.968197161309138	0.9683401699918366	0.9668396768970106	0.9689246827284826
LiJ_2014__V1.FI17__bin.37	0.9672944460878065	0.9679243882684359	0.9713925316908231	0.9677093452792438	0.9682421235292251	0.9695096348316017	0.969591634415915	0.9676456629282664	0.9688185951281508	0.9680265324759186	0.9676121278623713	0.9681079980988523	0.9687856774071569	0.9685419869927706	0.9673495480709657	0.9668143605746155	0.9695973505575974	0.9685312682146754	0.9680467183441422	0.9677133132012957	0.9697866618914218	0.9691728561212251	0.9689593203724881	0.9678418119149094	1.0	0.9682557374856493	0.9682348714889926	0.9683842557296235	0.9675455542051137	0.9695427222555535	0.9687589382323265
HMP_2012__SRS022149__bin.24	0.9673185063840455	0.9676372913639237	0.9701984334273064	0.9674436351734119	0.9675259137960621	0.9676299715113892	0.9669795233711969	0.9679041062743151	0.9679562557421352	0.9682803738972378	0.9677190728195522	0.9922262695209239	0.967636091620441	0.9683690650079663	0.9801883053268421	0.9664073035774126	0.967645927884386	0.9679673119636877	0.9670461444542463	0.9814967664737756	0.9666758844301522	0.9673327072653475	0.9665386651974379	0.9679540357022153	0.9682557374856493	1.0	0.9662213760331009	0.9691693653297905	0.9806194557472805	0.9675185364460133	0.9686217323898261
YuJ_2015__SZAXPI015217-140__bin.30	0.9670731522750834	0.9660847125376896	0.9719212678264625	0.9652733266974678	0.9661126468254314	0.9694742124636714	0.9666200232751687	0.9666773601963949	0.9669142041964124	0.9668942052535091	0.966236911650371	0.9664188224904792	0.9678046039226773	0.9675129426033443	0.9647405822127791	0.966159539196024	0.9672031035225146	0.9669008146866311	0.9659827825869074	0.9661659024853811	0.9689813158391855	0.9671091571659587	0.9672818205821747	0.9673872443333339	0.9682348714889926	0.9662213760331009	1.0	0.967485518911742	0.9659176421098659	0.9676858982213719	0.9668144337642868
HMP_2012__SRS016746__bin.33	0.9679045762579626	0.9684160915050077	0.970384615951633	0.9681571272774152	0.9691016712591912	0.9681847001939333	0.9673291414171585	0.9683938423676111	0.9687349965354517	0.9690540716709652	0.9682351644563009	0.9689835447282595	0.9685090569272342	0.9696260172686934	0.9684288065012445	0.9674324920216145	0.9677089265263997	0.9692069600228138	0.9686980593338567	0.968868736295133	0.9683396577568744	0.9679417040929273	0.9682882061387025	0.968197161309138	0.9683842557296235	0.9691693653297905	0.967485518911742	1.0	0.9684839346903641	0.9681567871312818	0.9685073300556843
HMP_2012__SRS020226__bin.31	0.9669773358260568	0.9681438593306275	0.9701398044139671	0.9672451052171654	0.967582521273155	0.9664050973377378	0.9670261548026989	0.968159738054292	0.9673967184188347	0.9680690982370044	0.9671410988040945	0.9801235613518815	0.967876747388557	0.9684725173085396	0.9989959845426349	0.9670123436411162	0.9671250329686485	0.9677148128494639	0.9667359447763373	0.9992100926552236	0.9675713157018014	0.9672271088198985	0.966222055603912	0.9683401699918366	0.9675455542051137	0.9806194557472805	0.9659176421098659	0.9684839346903641	1.0	0.9677248893640862	0.9683285841334374
YuJ_2015__SZAXPI003412-1__bin.20	0.9674930077070097	0.9680305450045656	0.9714851638750837	0.967034535187906	0.9681571452148389	0.9690747913758179	0.9685289496782823	0.9672562466395463	0.9687225996049526	0.9677971276897777	0.9669370259417426	0.9678947591925683	0.9689480880815433	0.9682203111880773	0.9674365232114394	0.9669741520966101	0.9685309416057394	0.9686241770374499	0.9682009186083447	0.9676857827770606	0.9682658406898154	0.9690651452325183	0.9682376879849397	0.9668396768970106	0.9695427222555535	0.9675185364460133	0.9676858982213719	0.9681567871312818	0.9677248893640862	1.0	0.9692598242937556
CM_periimplantitis__SP_186SPI_T016_R__bin.1	0.9684468087969462	0.9695294471969594	0.9718598010267151	0.9677165894375611	0.993269297146971	0.9687927590925142	0.9682212032700749	0.9678558543909838	0.9690932389927467	0.9688562897161883	0.9676743793278162	0.9686714068687017	0.9720411257509687	0.9696061605637071	0.9677680666024375	0.9682874891899175	0.9690692246959268	0.9931819100760149	0.99360686121803	0.9686402223186836	0.9684911441504944	0.9694519391229283	0.9687336601136995	0.9689246827284826	0.9687589382323265	0.9686217323898261	0.9668144337642868	0.9685073300556843	0.9683285841334374	0.9692598242937556	1.0
