	QinN_2014__LD-24__bin.3	HMP_2012__SRS017511__bin.37	BritoIL_2016__W1.9.SA__bin.3	CM_periimplantitis__SP_184SPT_T016__bin.15	HMP_2012__SRS014477__bin.4	CM_periimplantitis__SP_385SPI_T016__bin.1	ZellerG_2014__CCIS35100175ST-4-0__bin.56	CM_periimplantitis__SP_384SPI_T016__bin.6	HMP_2012__SRS048411__bin.62	CM_cf__CF_TNFC041IS_t3M15__bin.7	HMP_2012__SRS055401__bin.1	FengQ_2015__SID31874__bin.79	YuJ_2015__SZAXPI017464-37__bin.5	CM_periimplantitis__SP_305SPI_T016__bin.4	BritoIL_2016__W2.8.SA__bin.15	FengQ_2015__SID530373__bin.76	YuJ_2015__SZAXPI003409-8__bin.1	HMP_2012__SRS015062__bin.1	HMP_2012__SRS015061__bin.7	HMP_2012__SRS023595__bin.55	ZellerG_2014__CCMD18872694ST-21-0__bin.29	HMP_2012__SRS049318__bin.42	ZellerG_2014__CCIS33816588ST-4-0__bin.62	HMP_2012__SRS063603__bin.8	LiJ_2014__V1.FI17__bin.37	HMP_2012__SRS022149__bin.24	YuJ_2015__SZAXPI015217-140__bin.30	HMP_2012__SRS016746__bin.33	HMP_2012__SRS020226__bin.31	YuJ_2015__SZAXPI003412-1__bin.20	CM_periimplantitis__SP_186SPI_T016_R__bin.1
FengQ_2015__SID31874__bin.79	0.8129470327865463	0.8531218673890888	0.6608974942631571	0.7239528419859923	0.9195773144317722	0.6316236507917657	0.9090554805598332	0.9400166178204792	0.7504177547644276	0.8746572959401583	0.8981949563287372	1.0	0.9179423636980236	0.5616572603116919	0.8794007203987925	0.5336884743670779	0.7852140105205143	0.9017432876629178	0.7727119376915305	0.8648704641333508	0.9147740693382738	0.7789504381641575	0.8981280979721245	0.9015858186387903	0.7089000348807084	0.9650722268187343	0.5020723891261921	0.794911551232635	0.7442184016190279	0.8493483289589494	0.43111631902520514
YuJ_2015__SZAXPI017464-37__bin.5	0.7803814494035098	0.8238522918441372	0.6467144609609654	0.687490202786044	0.9196138857568156	0.604746453356016	0.886841916148036	0.8969713423349329	0.7417023638969986	0.8338115144212889	0.8484133031141377	0.8770352464359153	1.0	0.5411739342207175	0.8135673710014234	0.5179926228292211	0.7680280293826064	0.9031243078911857	0.7783490922264019	0.7963646189981689	0.8862308641762586	0.7575426465106369	0.8788868936076147	0.8576593515536648	0.6935078459661534	0.887092388620649	0.4875925771053871	0.7717048476089334	0.6839062610973804	0.8304582931813912	0.4204831849339967
CM_periimplantitis__SP_305SPI_T016__bin.4	0.8700102678094972	0.9018066192409181	0.7095762964489573	0.7548488718290318	0.9492093050643486	0.6924728491883279	0.9312682400827313	0.9478527765408155	0.8010120600758861	0.911751305557498	0.9195909069162346	0.9398593420505441	0.9478218627057702	1.0	0.8893807296401114	0.559980568446543	0.8237087033486308	0.9258200446778521	0.8317080261884345	0.8775024565458206	0.9302870938418905	0.8258748799328728	0.9153380464664382	0.9290255149545678	0.7707187098626175	0.9438207291984853	0.524339860814138	0.8544208624223933	0.7902187153829451	0.897667109519621	0.4949201944627433
BritoIL_2016__W2.8.SA__bin.15	0.8266768879533741	0.87561265473183	0.6649599799277168	0.7532698860208422	0.9257253697954274	0.6376555458301172	0.9124016257017159	0.9499327731736233	0.7673013313209975	0.8893735647264098	0.9035022112071525	0.9573047405446714	0.9269478063177894	0.5785749445043505	1.0	0.5357609368086985	0.7832787155270985	0.9013417593509451	0.7914191946954012	0.8916374424693505	0.919489650707797	0.7974533290686115	0.9064278230957666	0.9092246314495138	0.7287842861602757	0.9604170936176651	0.5271220023251671	0.8060371988439284	0.7921450911967333	0.8687602109121971	0.4433197411288361
FengQ_2015__SID530373__bin.76	0.8298454262115359	0.8195266357098169	0.6376771456942619	0.6174822495565977	0.8775829262832838	0.6337259859603607	0.8870708754972133	0.8904767507935324	0.7386179048449957	0.8234577060170702	0.8583056864557086	0.8705329724889652	0.8843401484321638	0.5458569862416127	0.8027957307098456	1.0	0.7849764092732794	0.8599106881489602	0.8937649594480573	0.8657366218768117	0.8941839674895679	0.8423833808783098	0.8929104413360043	0.9170600846051854	0.6860948163539412	0.8778433713501816	0.531254125507258	0.7679843417268871	0.7649888647178009	0.8252377727139667	0.4073540216162231
YuJ_2015__SZAXPI003409-8__bin.1	0.7869131758737598	0.8270251211901452	0.665151372151671	0.6962771776205214	0.8896537627015536	0.6218564281267742	0.9466978527839869	0.8924797804518205	0.7463816556776843	0.8400431898057975	0.8595910758672559	0.8729675924861865	0.8936871585147049	0.5472581661839273	0.7999503160748526	0.535019098481266	1.0	0.8722873726054768	0.74382117307855	0.7823643582387049	0.8969043882740069	0.7554587523173198	0.9162429759106315	0.8544779349091679	0.7223441227975376	0.8711533467942866	0.472451094831258	0.7780062564580545	0.6785973289022054	0.8566643210246625	0.4217945188263444
HMP_2012__SRS015062__bin.1	0.7847369818196235	0.82104128205526	0.6439472291603103	0.684653983324456	0.9657891924410177	0.6149386948809837	0.8808682866456025	0.8863157631638371	0.7343237992798178	0.8334419294952347	0.8505199687656754	0.8834556332966175	0.9260783340314516	0.5420469687018966	0.811199970351524	0.5164850697514871	0.7686901751500954	1.0	0.8184866866276754	0.8090418371023097	0.8879007500030166	0.7597766711311755	0.8800055504704972	0.856646602232944	0.6920195610991311	0.8903493348916021	0.487595905062822	0.7646385040620136	0.701655315782125	0.8243422606273411	0.42631750414992475
HMP_2012__SRS015061__bin.7	0.7794799173013037	0.8008275637965835	0.6384181687170695	0.6335343117390905	0.9111657180159043	0.616701829475519	0.8620055635591204	0.8564525797195917	0.7237640501018352	0.801170299035294	0.829890839066818	0.8444515587242942	0.89028674874046	0.5431709402818697	0.7945117176515377	0.5988017245398911	0.7311653046185617	0.9129918767422175	1.0	0.8543062784000369	0.8534833292714641	0.8162886244107286	0.8699360628133227	0.8588695120901898	0.6590029529068323	0.8598539745991368	0.5640215485768316	0.745291476371698	0.7736563024107314	0.8065925339478532	0.4224877579106706
HMP_2012__SRS023595__bin.55	0.8020976774075094	0.8296612503442578	0.6556892930678192	0.6759995653452788	0.8958842694334688	0.6238391252948439	0.8755351217876299	0.9125322946584307	0.7374573073514726	0.849761689308056	0.878080755849572	0.9209485777235709	0.8875536995299359	0.5583945503290824	0.8721862195718276	0.5651616746946644	0.7493475495403339	0.8793331984404889	0.8324167177198613	1.0	0.8808624523893832	0.8243189316486715	0.8613961971458922	0.893240276005748	0.6830692618551139	0.9363137157920177	0.5401821428103051	0.7713102591628775	0.8253905803577283	0.8255043961952724	0.4186605515243828
ZellerG_2014__CCMD18872694ST-21-0__bin.29	0.7801010619521771	0.8205846046525098	0.6399767638937099	0.6844951456432931	0.885473194322432	0.6199620650417902	0.8971483303875468	0.89105221030523	0.7292183543413869	0.8301300441259367	0.8509418052221638	0.8729090757225921	0.8851164260719522	0.5304942415505736	0.8060066342105495	0.5230999047638635	0.7698236179742363	0.8648041405263969	0.7452347304238113	0.7893669630081691	1.0	0.756903990305977	0.8798908205208061	0.8582597516305358	0.6914525462550036	0.8833716194634289	0.4821521436105535	0.7649799643147804	0.6815830772646704	0.835006436518966	0.4120564163930394
HMP_2012__SRS049318__bin.42	0.8055397076104168	0.8454940455099602	0.6747626311459165	0.6595871393424738	0.9011218343312534	0.6328264660016535	0.9046485859962886	0.8987021033392788	0.7632186876299949	0.8453549172336895	0.8658898504421076	0.8862746452228956	0.9021192539521439	0.5615407405627989	0.8334899777594943	0.5875852536038227	0.7731418367735051	0.8823535299546181	0.8498555668326196	0.8807840829244563	0.9024935990983687	1.0	0.898776171630243	0.8904284750539998	0.7110035452687378	0.8851716282412384	0.5555146845391451	0.7867153515541329	0.7791513775701197	0.8687539911798678	0.42495230602615613
ZellerG_2014__CCIS33816588ST-4-0__bin.62	0.7092002104678364	0.7453092353145597	0.6001945612948395	0.6282053542359395	0.8140587970031449	0.5650720554581965	0.8439685802706385	0.8151279830152612	0.6735248935417482	0.7622904479650401	0.7815922134736243	0.7999740637178446	0.8193490933467168	0.48722285495780654	0.7416644432769199	0.48758251518467455	0.734071224478522	0.8000575142933597	0.7090352682505038	0.7205369515622301	0.8213178217127427	0.7036078465481042	1.0	0.786565162558195	0.6402998108845408	0.8220285228582096	0.4317916916920447	0.6994807650341305	0.6333111190252032	0.7823076160599653	0.37614426214607455
HMP_2012__SRS063603__bin.8	0.7641619409397565	0.7993007232428939	0.6152700198660067	0.662211915762787	0.8490939213693599	0.5910792527575671	0.855034099553829	0.8744203660388986	0.6919992350877603	0.809308464221564	0.8383980933977886	0.8558173830481752	0.8520934462219097	0.5269994814295842	0.7928332065438409	0.5336720046295562	0.7295663632347771	0.8299919918030801	0.7460090536883216	0.7962657084665598	0.8537635602823495	0.7428729970113309	0.8382452779612584	1.0	0.6525548987368093	0.8697152372021247	0.48066133176565295	0.7330122260699794	0.6991727925058642	0.8011407714089834	0.3984182349733575
LiJ_2014__V1.FI17__bin.37	0.8372668198707219	0.8842398223639496	0.7039467639685519	0.74955245736147	0.9352782297113529	0.6822609905458222	0.9515255825472922	0.93426301982427	0.7848736580140806	0.8961136122012364	0.8986730367900878	0.9197139607623376	0.9417107456456969	0.5975471753026085	0.8685671274011368	0.5457007088207986	0.8429500549834023	0.9163984073930563	0.7823444785764463	0.8322392768099013	0.9401020459988804	0.8107389689370884	0.9326389122702295	0.8918889923057477	1.0	0.9215674749350442	0.505160222261915	0.8353345541722045	0.7376284491598981	0.8998023793232733	0.46886318748512706
HMP_2012__SRS022149__bin.24	0.7776432359394209	0.8188113578707396	0.6321960393160942	0.6970182690263493	0.8887796028224095	0.6079146453879553	0.8759179259306565	0.9150525147326114	0.7188942957715115	0.83976977379885	0.8684703209200981	0.9218358602643425	0.8868721151349485	0.5387556121733007	0.8427335222894557	0.5140595287413018	0.7484767408346057	0.8680652949001174	0.751556030980289	0.839906323027578	0.8842642349419813	0.7431265319773085	0.8815420735483557	0.8751788794896336	0.6785051346711516	1.0	0.4841640708308159	0.758982628417197	0.7195921673681795	0.8133212385729303	0.41057412018180794
YuJ_2015__SZAXPI015217-140__bin.30	0.8335280769891842	0.8490578979984768	0.6718293446363497	0.6851625833573807	0.9041545838872095	0.6472884902557213	0.9037729809340442	0.9191695562840703	0.7687809362518074	0.8476702508960573	0.8893611619652236	0.8999545860948299	0.914765353605596	0.5616627796779082	0.867964589768941	0.5837933856539366	0.7617299544126389	0.8920978228132337	0.925108843569596	0.9093062237549415	0.9056975528527974	0.8751677397278634	0.8689422502274637	0.9076520853339893	0.6979360326223218	0.9085587865656838	1.0	0.8105633058799969	0.8078132416224748	0.8364752502101181	0.4512194737348364
HMP_2012__SRS016746__bin.33	0.8166687069532969	0.8707670741888356	0.6806325958867822	0.719961127522597	0.9083712291489396	0.6472729060638657	0.9154312898357603	0.9230773476006229	0.76388582288439	0.8736087586494774	0.8876827227190265	0.9066910029380127	0.9212767110311944	0.5823993168718994	0.8445632716297141	0.5370261852392956	0.7982032767672227	0.8902148522163533	0.7778744962833336	0.8262001902483664	0.9143982693017805	0.7886778139900782	0.8957331586045242	0.8808007690208229	0.7344008380560951	0.9063137171480405	0.5157903133880264	1.0	0.7273949620306003	0.8565862459261162	0.4494136015540964
HMP_2012__SRS020226__bin.31	0.8336856346113649	0.846148486622335	0.6733056210386679	0.7433229627101944	0.904097977975364	0.672284102772857	0.8938345173326194	0.9168351367172177	0.7511714268942389	0.870626522059473	0.8999164461697728	0.9282281924777414	0.8927899573014143	0.5889930583938683	0.9076025207691342	0.5849409993652542	0.7613010258523122	0.8932568273573783	0.8829686791088542	0.9667841979572926	0.8908774907736932	0.8541176457679683	0.8868166539296908	0.9186812210160651	0.7091273370247705	0.9396086301286444	0.5620967348172596	0.7953973525011562	1.0	0.8450913084815093	0.45340433854497836
YuJ_2015__SZAXPI003412-1__bin.20	0.7950263086129356	0.8535131506581941	0.670213396643041	0.7126428185102457	0.9008016169148557	0.6229304027967665	0.9273979874298733	0.8990531817962093	0.7572721493530242	0.8513200821956041	0.8585664656163895	0.8805847088084829	0.9011591477268063	0.5561720124515578	0.8274120332832	0.5245259752519361	0.7988880062093616	0.872350555312844	0.7652130728587598	0.8037488747356142	0.9072353473931717	0.7916325021045978	0.9105949513365906	0.8750242838210923	0.7190592196890029	0.8827823376130622	0.48382036265663636	0.7786026929731514	0.7024810084557861	1.0	0.4334377043603254
CM_periimplantitis__SP_186SPI_T016_R__bin.1	0.8604886784915463	0.9099046071485778	0.7150160274657306	0.8019300503885768	0.9784473525251219	0.6995655890986215	0.9461396097442359	0.9494946668390672	0.7868848820760634	0.9154886495436853	0.9141348545755954	0.9457526733349673	0.9654507278457195	0.6488238484058413	0.8933811680654916	0.5478450247311226	0.8322886371925978	0.9545846657390485	0.8480864498922175	0.8625034496201076	0.9472936644711323	0.8193412238769677	0.926402958085427	0.9207639147543388	0.7927960353009517	0.9429331516694232	0.5522258010355615	0.8643483932972192	0.7974701499306216	0.9171164842629778	1.0
