	QinN_2014__LD-24__bin.3	HMP_2012__SRS017511__bin.37	BritoIL_2016__W1.9.SA__bin.3	CM_periimplantitis__SP_184SPT_T016__bin.15	HMP_2012__SRS014477__bin.4	CM_periimplantitis__SP_385SPI_T016__bin.1	ZellerG_2014__CCIS35100175ST-4-0__bin.56	CM_periimplantitis__SP_384SPI_T016__bin.6	HMP_2012__SRS048411__bin.62	CM_cf__CF_TNFC041IS_t3M15__bin.7	HMP_2012__SRS055401__bin.1	FengQ_2015__SID31874__bin.79	YuJ_2015__SZAXPI017464-37__bin.5	CM_periimplantitis__SP_305SPI_T016__bin.4	BritoIL_2016__W2.8.SA__bin.15	FengQ_2015__SID530373__bin.76	YuJ_2015__SZAXPI003409-8__bin.1	HMP_2012__SRS015062__bin.1	HMP_2012__SRS015061__bin.7	HMP_2012__SRS023595__bin.55	ZellerG_2014__CCMD18872694ST-21-0__bin.29	HMP_2012__SRS049318__bin.42	ZellerG_2014__CCIS33816588ST-4-0__bin.62	HMP_2012__SRS063603__bin.8	LiJ_2014__V1.FI17__bin.37	HMP_2012__SRS022149__bin.24	YuJ_2015__SZAXPI015217-140__bin.30	HMP_2012__SRS016746__bin.33	HMP_2012__SRS020226__bin.31	YuJ_2015__SZAXPI003412-1__bin.20	CM_periimplantitis__SP_186SPI_T016_R__bin.1
HMP_2012__SRS055401__bin.1	0.7461027666020322	0.7821755460838347	0.6183724545106822	0.6922129004154336	0.8358418259719044	0.5899410151931602	0.8393549578120069	0.8993656060023927	0.6900605610474119	0.8305498552471464	1.0	0.8471843331966973	0.8364106432218015	0.5179907729960863	0.7816671228341148	0.49514513620560346	0.727807667810726	0.8170545803280894	0.7143051113455483	0.7770394861113074	0.83944147971297	0.7165581073805324	0.8255538579558815	0.8320931146984861	0.652676246611404	0.8567874075511346	0.466842194760799	0.7337712540835554	0.6795168822646808	0.7797392264171066	0.39266208614583054
FengQ_2015__SID31874__bin.79	0.7866497057572522	0.8257007041680468	0.64135638011263	0.7008277680349317	0.890027680239353	0.6115428313546339	0.8794037994020576	0.9102778448560632	0.7264868616731391	0.8469928914611762	0.8699921661359784	1.0	0.888374255486014	0.5440765915257912	0.8614180217579964	0.5161891792388967	0.7598016770011212	0.8728283680007108	0.7477992824162962	0.8485060016371501	0.8850168223542675	0.7537958612038111	0.8689760950585076	0.8732814213382845	0.6862917936205691	0.9575700154346036	0.48521220710431623	0.7702562126588381	0.7294259902184465	0.8220797963283326	0.4176100512742015
YuJ_2015__SZAXPI017464-37__bin.5	0.7549921138994151	0.7975745355227541	0.6285425990217285	0.6648577455039981	0.8944283743285887	0.5861938396379412	0.8587906802386885	0.8675303204072446	0.7185105461098389	0.8067352720294952	0.8206512032134441	0.8487848092647918	1.0	0.5239152881925343	0.7866537676144977	0.5011159893473554	0.7443373679293533	0.8788108273030125	0.7575418059989838	0.770512161573236	0.8584019435991465	0.733340113460668	0.8505242481308072	0.8302649755011866	0.6718604683414983	0.8583826118311261	0.47189434096111665	0.7474031341839031	0.6619369675096017	0.8046709754095708	0.40872694844259494
CM_periimplantitis__SP_305SPI_T016__bin.4	0.8428833775572918	0.8731266767995348	0.6889744335223739	0.7306882376537872	0.9192052200218604	0.6714683703624648	0.9018861119596059	0.9173680549677429	0.7758231728635411	0.8829859820478944	0.8901248698122721	0.910440411742841	0.9175947564247414	1.0	0.8610614486075893	0.5419195283432025	0.7971014599426622	0.8968162430121851	0.8051662906710142	0.8501208951763377	0.9013024293122041	0.7994317742701207	0.8863622144610503	0.8999333880459144	0.7464734306628442	0.9139667970690741	0.5073056016605146	0.8284686979019075	0.7653051085112412	0.8691395281223894	0.47987766953846384
BritoIL_2016__W2.8.SA__bin.15	0.7991004820795499	0.8471710147037135	0.6452463355633742	0.7288292955739466	0.8946391873023656	0.6168990237745469	0.8822228138353192	0.9189940683338664	0.7421362808434189	0.8607921082217834	0.8738213758324347	0.9377289973626399	0.8962834673720056	0.5601522084299758	1.0	0.5180291431165285	0.7576583038537634	0.8713798545525585	0.7651006582866162	0.8910427436206338	0.8887218858752799	0.7705726538124889	0.876225548875435	0.8800106490357451	0.704989149858364	0.9413896034000302	0.5085359874203477	0.7805896424720319	0.7913497652806959	0.8404703579493328	0.42903068875894684
FengQ_2015__SID530373__bin.76	0.8199521010670355	0.7928823161386974	0.6183877087147933	0.5956766118894967	0.8488636559312597	0.6127899334752985	0.8560040121454934	0.8607357896005648	0.7142243185379489	0.7962501650202903	0.8294063287433777	0.8419887671405858	0.8555276057421322	0.5282514737029406	0.7762260290091321	1.0	0.7584389941511069	0.8323637793377376	0.8644853375884652	0.8376788676451175	0.864350451438116	0.8148587139323045	0.86327781955103	0.8866561723328417	0.6633263211667939	0.8483542454698343	0.5132762410960792	0.7429730055504216	0.7397536749301175	0.797983595548183	0.39443580280218804
YuJ_2015__SZAXPI003409-8__bin.1	0.7608662803122067	0.7999151069940393	0.6457144924977762	0.673492012184298	0.8613926071688622	0.6028347222174679	0.9288043045057354	0.8635917076746504	0.7231690911215901	0.8128461309376814	0.8309294170403149	0.8447152392236984	0.8661204042980507	0.5295807625406677	0.7737845898655551	0.5169319002585422	1.0	0.8445836941856604	0.719501967551898	0.756689114085735	0.8694354370596115	0.7316759962580571	0.8867573267896605	0.8258671336434014	0.7003829476553443	0.8429679885883458	0.4569561651834026	0.7528835992678468	0.6562884640869822	0.8297059014820578	0.4087480873400371
HMP_2012__SRS015062__bin.1	0.7594715676286907	0.7949006345118602	0.6256500686913817	0.6623185108191081	0.9656284528839177	0.5954426672596361	0.8519705032139293	0.8576054373925889	0.7112764186020054	0.8063523583466493	0.8220350231240876	0.8551271178406257	0.9011468961320805	0.5250658902902965	0.7842345091022545	0.49993966879894364	0.7442767237055079	1.0	0.8183940351403389	0.782498263323284	0.8588077520422112	0.7351188783223099	0.8507983541648352	0.8292851097424547	0.6702425831407045	0.8618290524036812	0.47145687784310786	0.7410929600383361	0.6790022425969306	0.7984778437973492	0.4234108330704617
HMP_2012__SRS015061__bin.7	0.7544626483483575	0.7752550925986013	0.6201219714438576	0.612446240319412	0.9109595000391767	0.5960449410980891	0.8327403965634183	0.8284367379488666	0.7008017504973988	0.774837369004717	0.8016380148659608	0.8172259788503997	0.8664870791699173	0.5258370935667203	0.7680903398174226	0.5791850592432041	0.7072598822394408	0.9128885274065615	1.0	0.8261048885197155	0.8249190149798853	0.7898989724191868	0.8393100494490519	0.8311512202672373	0.6379456459405584	0.8315184709297547	0.5448351049332244	0.7219624067993288	0.7479213564432061	0.780943632310944	0.4197867350406643
HMP_2012__SRS023595__bin.55	0.7753645385446934	0.8029641765822275	0.636242709697484	0.6544672950425006	0.866420018847528	0.6039293161494838	0.8470380716318474	0.8834816217866932	0.7135541079554928	0.8226594686346034	0.8496984582871981	0.9035230451310241	0.8587409626477966	0.5409704228703324	0.8716044941799358	0.546845287274921	0.7247558345839024	0.8504834597016995	0.8049379211888557	1.0	0.8517579160554335	0.7972593333670565	0.8328635502672564	0.865304342612837	0.6610152185357757	0.9189888844549111	0.5219055675148054	0.7472983960866088	0.8247385982759945	0.7988288678181269	0.4055314497046409
ZellerG_2014__CCMD18872694ST-21-0__bin.29	0.7544687322009369	0.7938937225157282	0.6218873544123209	0.6617627121774239	0.8561216604917777	0.6031750695383293	0.8688956427683705	0.8616427540997919	0.7061761620886305	0.8030739991916052	0.822589222492853	0.8445136808032239	0.8573225004501576	0.5139657980968723	0.7790362136563331	0.5056472216777426	0.7462466930731135	0.8364679271638729	0.7202932718964414	0.7632855249886779	1.0	0.7325933819909263	0.8513250162959146	0.8298513451632088	0.6705614566889639	0.8539340415253059	0.46719641855043803	0.7407604368354405	0.6594802348290597	0.8085082092374436	0.3990729901670473
HMP_2012__SRS049318__bin.42	0.778794548573785	0.8179951915666245	0.6559252630925714	0.6379591983809073	0.8715610793151285	0.6128845795823749	0.8767243398413337	0.8691143234061804	0.7396384466478093	0.8180732635489922	0.8372349306060188	0.8576542572251616	0.8732976804613855	0.543561163392648	0.8053945737970408	0.5683860519398887	0.7488023958089358	0.8537176276526958	0.8223807350377047	0.8518709249928433	0.8735068733372169	1.0	0.8713333693665559	0.8616994869269466	0.6890853366804193	0.8562554675410728	0.537243338357966	0.7614945980193738	0.7536163342601879	0.8418792126340485	0.4119708371118171
ZellerG_2014__CCIS33816588ST-4-0__bin.62	0.685741587653076	0.7210815351301457	0.5829120646416777	0.6069176217447909	0.7871242422354725	0.5466114560793353	0.8168463596547418	0.7878635438129235	0.6525983884244257	0.7369939535552492	0.755127802793361	0.7740080057702351	0.7929077980840845	0.4717993863836086	0.716952102895735	0.4714013310562688	0.7104480512331683	0.7735037762364887	0.684073751502992	0.6966700869649026	0.7946535997953306	0.6821242206872018	1.0	0.7600078984206684	0.6204244695893173	0.7945223512375955	0.41766425365213805	0.6772989752034254	0.6119191712613455	0.7574597174669108	0.36438360779953366
HMP_2012__SRS063603__bin.8	0.7397352702202797	0.7737141583084417	0.597391031320484	0.6403989735478984	0.8215975810067948	0.5724199034173039	0.8262947768017816	0.8464213213441413	0.6697290991488264	0.7833699227488742	0.8111167802205052	0.8289498406293657	0.8248768499644684	0.5104966668698638	0.7673589567799532	0.5159788162732575	0.7051380224012398	0.8034818537932047	0.7219331069215371	0.7713626377113425	0.8255039777941634	0.7189047726014448	0.8099431075645311	1.0	0.6315699155673837	0.8418443737615061	0.46498564119436536	0.7097003564858462	0.6770371007487956	0.7745746845780833	0.3860372619148025
LiJ_2014__V1.FI17__bin.37	0.8098835447545492	0.8558772891442163	0.6838086292269739	0.7253489177657164	0.9055757792263748	0.661458603803927	0.9225912447705847	0.9040355591672198	0.7604001947102943	0.8674617527236329	0.8695669293809959	0.890382441377193	0.9123158826419653	0.5787495284895059	0.8402080181607866	0.5275912818636947	0.8173221399642879	0.8875605117023057	0.7573460051005879	0.8053690279379598	0.9116984250265501	0.7857462020935352	0.9036891665862982	0.8632074583401576	1.0	0.8923129950860189	0.4891137428831162	0.8089248305272871	0.7136891266398722	0.8723968483411106	0.45421540368431595
HMP_2012__SRS022149__bin.24	0.7522286934885765	0.7923124044680588	0.6133556069634224	0.6743258879691306	0.859917297384053	0.5882364309981034	0.8469946985287136	0.8856830864663328	0.6958582308093714	0.8131325905615492	0.8404352937320962	0.9146697567407002	0.8581694672563352	0.5217142684280537	0.8260375430550221	0.49679088304915686	0.7242604703847831	0.8402588301134325	0.7267893621008246	0.8243653401924462	0.8547969113824916	0.7188506000183187	0.8520444990828093	0.8471329283633335	0.6569664895588156	1.0	0.4678096747439387	0.7355827122794311	0.7056460795245902	0.7869033744045403	0.39769101556493147
YuJ_2015__SZAXPI015217-140__bin.30	0.8060826249237187	0.8202618553157134	0.6529652284019823	0.6613691661660099	0.8735151781786186	0.6275294993274643	0.8736050598659344	0.8885404002415767	0.7433452071772892	0.819607453557186	0.859333582479063	0.8697330513886721	0.8853141207284516	0.5434160087169468	0.8373606636737642	0.5640375484690942	0.7367475759539679	0.8625701116582856	0.8936392149071144	0.878540668309767	0.8776040065156339	0.8463827351470511	0.8405120417807928	0.878051049644652	0.6757660048536112	0.8778689209624594	1.0	0.7842082606001258	0.7802810616131082	0.809445303839525	0.43624550000236534
HMP_2012__SRS016746__bin.33	0.790457378746769	0.8432648465972032	0.660475400163758	0.6970354969736863	0.8803040762920031	0.6266797245010998	0.885523363623228	0.8939024194454701	0.7400029299853902	0.8465741246166937	0.8594856270168735	0.8785686620000964	0.8922648385698461	0.5647095300785075	0.8178994011591504	0.5195365806669129	0.7724284361102638	0.8628024306837703	0.7535255149549666	0.8004795342527333	0.8854481071491643	0.763394147253841	0.8673278533241285	0.8527888042448665	0.7111822089681634	0.8783714900380497	0.4990196589978647	1.0	0.7044703349013437	0.8293097877566747	0.435260367331867
HMP_2012__SRS020226__bin.31	0.8061551138729531	0.8191934614053172	0.6532005835052779	0.7189754972769571	0.874789401007364	0.6496987837788166	0.8643613563260893	0.8876428658031125	0.7266807733474803	0.8428266321113335	0.8703461805805098	0.9097783217585036	0.8641106399740616	0.5704235899399652	0.9066912738091385	0.5656451666879712	0.7362732797264834	0.8644178635126513	0.8535975602062128	0.9660205280185125	0.8619875058770218	0.8261257411082102	0.8568618103037288	0.8895959297270044	0.686113002303628	0.921398503492199	0.542939152732342	0.7703295575926182	1.0	0.8178158930028194	0.4390443811832166
YuJ_2015__SZAXPI003412-1__bin.20	0.7691823945261304	0.8262268004002156	0.6511023714690412	0.6891502167530548	0.8721175218371976	0.6036661501319307	0.8982117986992081	0.8696148061535431	0.7335866451296915	0.8239051302935311	0.830179704836425	0.8523133246808444	0.8731764332470819	0.5384970389699465	0.8004686207428068	0.5072030601718884	0.7737477528914848	0.8449798387280659	0.7408800000729655	0.7777763590047144	0.8784449963471661	0.7671434656227739	0.8816723503728991	0.846008195846623	0.69715863332023	0.8541082752877803	0.468186142215177	0.7538094816806502	0.6798083561882473	1.0	0.4201137531705778
CM_periimplantitis__SP_186SPI_T016_R__bin.1	0.8333375146910394	0.8821793107707272	0.6948953341837572	0.776041013329525	0.9718617141379424	0.6777340772290336	0.9160724314080432	0.9189739720132079	0.7625648190855179	0.8869769362741787	0.8845848780233628	0.9161235726292184	0.9384578123522452	0.6291036005349565	0.8645857657577681	0.530471483462087	0.8065453043674603	0.9480762216479824	0.8426645155189483	0.8354555331906526	0.9174455249501615	0.7943119382908796	0.8974377283262539	0.8921508839711834	0.768028245392948	0.9133455428978353	0.5338998751382261	0.8371277546302104	0.7722131411709988	0.8889241623936407	1.0
