	HMP_2012__SRS015215__bin.8	HMP_2012__SRS023964__bin.18	HMP_2012__SRS017139__bin.20	HMP_2012__SRS019128__bin.7	HMP_2012__SRS011126__bin.20	HMP_2012__SRS019906__bin.20	HMP_2012__SRS017227__bin.42	HMP_2012__SRS016575__bin.67	HMP_2012__SRS047634__bin.63	HMP_2012__SRS011152__bin.27	HMP_2012__SRS022602__bin.23	HMP_2012__SRS042984__bin.3	HMP_2012__SRS063932__bin.25	HMP_2012__SRS063603__bin.72	HMP_2012__SRS024561__bin.57	HMP_2012__SRS024355__bin.22	HMP_2012__SRS022149__bin.12	HMP_2012__SRS023938__bin.6	HMP_2012__SRS055401__bin.41	HMP_2012__SRS047113__bin.59	HMP_2012__SRS051378__bin.2	HMP_2012__SRS024649__bin.43	HMP_2012__SRS018443__bin.45	HMP_2012__SRS018157__bin.75	HMP_2012__SRS051930__bin.20	HMP_2012__SRS024087__bin.44	HMP_2012__SRS015044__bin.29	HMP_2012__SRS014578__bin.12	HMP_2012__SRS013170__bin.25	HMP_2012__SRS018665__bin.14	HMP_2012__SRS013533__bin.40	HMP_2012__SRS013723__bin.10	HMP_2012__SRS011343__bin.50	HMP_2012__SRS018394__bin.56	HMP_2012__SRS053917__bin.70
HMP_2012__SRS022602__bin.23	0.5773041512652958	0.9522996895553516	0.9431151184420206	0.7013496277239586	0.6990241167282721	0.8645822461445178	0.8186282150855948	0.8290688422642082	0.807674321831384	0.9549889146274958	1.0	0.9590652231961928	0.5820988516123378	0.7764215685610071	0.8355804537796218	0.8850478272715073	0.9469831385768704	0.6475818435740307	0.7468938591961151	0.688408635701722	0.8612166484357809	0.8560586858310099	0.7559880665637424	0.6508941266728023	0.8377008390725608	0.8925181981288379	0.6138770700639821	0.7776749137139183	0.9021726607198286	0.6063728128020126	0.8918653200661282	0.8643567885989869	0.8626190937691035	0.8527355590827538	0.7912443855875247
HMP_2012__SRS042984__bin.3	0.5827303566038491	0.9536392054157469	0.9395951145277168	0.7011334687959824	0.6878361168853427	0.8802734504154073	0.8187309126094974	0.8416454528319626	0.8076350911538872	0.9650926518635411	0.9548708748856837	1.0	0.5977555545459085	0.7699355690218485	0.8350413113096318	0.8982856042670284	0.9753549146895703	0.6514348409513454	0.7587641739829842	0.6801617994430047	0.876277947043611	0.8622370050548831	0.7638478469850863	0.6410511205808009	0.8416445531464477	0.9078816499692532	0.6099971255047798	0.7777075023425561	0.8943188908317098	0.5971343216978505	0.9104835404784257	0.8741992236613692	0.8612761409249396	0.8682986362117122	0.7862135790434454
HMP_2012__SRS063932__bin.25	0.6241236495553648	0.9349564484771805	0.9244887382725021	0.7625859340958409	0.7536367729168446	0.9427134980044616	0.8812694432903729	0.915898585824077	0.8633363781520026	0.9518986205668574	0.9325150443477115	0.9618032082062448	1.0	0.810838589385212	0.882982696647756	0.9154729867644483	0.9413889295025558	0.734351634575436	0.8242529216506874	0.7477529382982696	0.9318390077461924	0.8866248981240347	0.8118179015071129	0.7192088489861622	0.886602460078374	0.929062480547662	0.6845420684403821	0.8390859174482586	0.8752386756631166	0.6431366361171469	0.9446192842697719	0.9078360893526407	0.8906463749527715	0.9043574684673078	0.8463449871234571
HMP_2012__SRS063603__bin.72	0.6063607868762992	0.8795342508051516	0.8570105245448759	0.7254780771560596	0.7276256608294998	0.8428683757404599	0.8172291913401137	0.8181360286782179	0.8112660177582139	0.8787443585536355	0.8814151176144434	0.8778913775054075	0.5745901921028214	1.0	0.8290098700627246	0.8415476143458794	0.8670770344982877	0.6517898496794012	0.7631123396044281	0.7171359943127757	0.8398242130698444	0.8479216344819769	0.7603025800240353	0.6664541480370921	0.866922133550263	0.8627454500411103	0.6767760906796305	0.7842275956551823	0.8379787375367569	0.6536373768806745	0.8924448857810675	0.8694097812254922	0.866905720204777	0.8567668889478174	0.8048401930004262
HMP_2012__SRS024561__bin.57	0.5950077280906763	0.9201998103444414	0.8879364628989425	0.7797412022967736	0.7943934631055226	0.9596934648477653	0.9118325655021019	0.8900709590548085	0.8833762671704237	0.9233094646088292	0.9205865882159684	0.9240337397736578	0.6072527073206548	0.80455024005615	1.0	0.8712104355357769	0.9130018592218149	0.6742359643686486	0.8012902551389937	0.7859435861825224	0.9602046886239021	0.8630577354329846	0.7673692882440932	0.722719591020979	0.8610103514103454	0.8943952053481872	0.6537556529552169	0.8367812315664503	0.8574770832866662	0.6375164579708846	0.9093073092057613	0.8808261216931612	0.870142191890607	0.856683118415256	0.8795288975835094
HMP_2012__SRS024355__bin.22	0.5944849374124754	0.9372265529783441	0.9643086217362004	0.7250890181477534	0.7044955956927165	0.8769350991984782	0.8406458057516477	0.8553059595558891	0.8343899209949003	0.9574648587419405	0.9362348071711586	0.9544121934549556	0.6045113680356742	0.7841765164151854	0.8364976795537861	1.0	0.9446978640424037	0.6732348119506565	0.779778900428721	0.6916741147175077	0.8772376414133931	0.8521792120519818	0.7680275490256994	0.6689280064236451	0.8588499572234941	0.8994398428501101	0.6180349572473915	0.7959383827135121	0.885088922557796	0.611961171359337	0.9007126231318138	0.8850277449851118	0.8667399523006113	0.8662175531838625	0.7983960005161858
HMP_2012__SRS022149__bin.12	0.5839969448199112	0.9550823813998595	0.9543299795014916	0.6946907131457508	0.6895979867894451	0.8814586479734366	0.820119892120789	0.8434060700740917	0.8099832019782108	0.9680760112764583	0.9551703363159012	0.9881087687861219	0.5927186089816097	0.7703948309852865	0.8358606320175946	0.900769081431669	1.0	0.6506380605075135	0.76046686287145	0.677348100037096	0.877959136054862	0.8625993822192529	0.7685113197521221	0.6399244225736975	0.8436015760791795	0.914136405770207	0.6054875664560914	0.7810109437790353	0.9048323251178277	0.5955755487156303	0.9136902510406479	0.8770996387924018	0.8637104396560917	0.8696389655772714	0.7876932387734437
HMP_2012__SRS023938__bin.6	0.643110160784935	0.9412843469841569	0.9318374679314214	0.7625883344321388	0.7575322953510338	0.9347210929247661	0.8770992060335926	0.9005744244088635	0.8715416383748896	0.9532973696370787	0.9421099300686431	0.9518782343827747	0.6668864277690392	0.8352790845493046	0.8903124792536098	0.9258815695806814	0.938442789918684	1.0	0.8328733249241298	0.7414012169462759	0.9329180878286311	0.8928753362969312	0.8082570140053335	0.7117222938326446	0.9049908995240409	0.9245958685350961	0.6895669566943549	0.847489957925499	0.8782041464516032	0.6742417420328932	0.9402517108171761	0.9408380325618908	0.9052150427022333	0.9092745977418725	0.8457684594396158
HMP_2012__SRS055401__bin.41	0.6316416525764686	0.9135732505225362	0.8986484897185771	0.7495879608534093	0.7402936267814232	0.9180965186316088	0.8782174746171304	0.9431137085820657	0.8630618734283572	0.9241268134235325	0.9042614119663935	0.922667924072112	0.6229260605119077	0.8138430930861117	0.8805390068283898	0.8924595605389849	0.9128025062045191	0.6931179479493224	1.0	0.7346812515487365	0.9191889078460022	0.8619465095785084	0.7833431704887526	0.6959044430209895	0.8687798225811127	0.8890182883568377	0.6507412328517594	0.8420488342287059	0.8478690752107513	0.6333663912810165	0.9111811533595208	0.8936668229306555	0.8715723348192088	0.8916412259046673	0.8400680924433689
HMP_2012__SRS047113__bin.59	0.6230327260686407	0.929094744329505	0.8952293645489051	0.8489603325954587	0.8866765595011068	0.9712382190445239	0.948674585022167	0.90214739914521	0.9359937699670716	0.9256970462530889	0.9342835768728424	0.927146019462721	0.6334778422992255	0.8573359250924387	0.9681606073055721	0.8873927680109884	0.9113931113986301	0.691637897731802	0.8235619109522262	1.0	0.9783365321527339	0.8961460869138649	0.7899510059418325	0.7836621065605436	0.8903698162262924	0.9007462549285324	0.7388874240408141	0.8710254413450984	0.8868347630931869	0.7246227334882666	0.9170154708396441	0.9073098644232007	0.9010234178107811	0.8783070989263004	0.946391057204702
HMP_2012__SRS051378__bin.2	0.5820643112979523	0.894251474471201	0.8820451193583793	0.7502011868971138	0.7512213159101179	0.9604303499173902	0.89462921313517	0.8758896214777042	0.870082769345264	0.9103797423212299	0.8944246242438775	0.9140642193267993	0.6041059488912549	0.7683105884605296	0.9051463021731	0.8612526001793438	0.9039971320015973	0.6659903345826081	0.7884987257772149	0.7486644240095387	1.0	0.8382152340830077	0.7497596315147602	0.6864970862506411	0.8376155446264212	0.8808602869030732	0.6173540180835934	0.8194592190053696	0.8345842505031432	0.5977167692035533	0.9019343504279239	0.8746611496487969	0.8524365082307144	0.8482344588694212	0.8586182835836653
HMP_2012__SRS024649__bin.43	0.5944821593597247	0.9176416682650299	0.8948509453592249	0.7161505406342693	0.7190673114367252	0.8707665169048713	0.8233716553037568	0.840090535170773	0.8155217542085389	0.9165320166694759	0.9177002749184835	0.9283836381848017	0.5933051827655753	0.8007005674673983	0.839770862515572	0.8635951936731938	0.9167858173836052	0.6579323378920592	0.7632073241848831	0.7078540665267856	0.8652100249344671	1.0	0.815894221287099	0.6651041454762444	0.8584039034937315	0.9014734971994738	0.6414444941713019	0.7802918901953491	0.8761559072600567	0.6400732922214925	0.9005881008150683	0.8798379550249635	0.8770267730692256	0.8724031440289991	0.8119152654348614
HMP_2012__SRS018443__bin.45	0.6253131456897851	0.9308430214513111	0.9115538012007058	0.7285664245745652	0.734847628295512	0.8913467592469428	0.8431411671854354	0.8615940390362429	0.8230399851020245	0.9402590075110626	0.9273607305328686	0.9411180797573758	0.6216318825542934	0.8215562841966179	0.8544011102538863	0.8906201503986095	0.9346423377406511	0.6815164232443889	0.7936896432466946	0.7140054271196361	0.8855732395115592	0.9336203188876179	1.0	0.6725033697801662	0.8789799985811452	0.9253460675552245	0.6556616740713151	0.8121724440660831	0.8672184681688792	0.6350755318488565	0.9263991238571568	0.9113243457749164	0.8752743488786613	0.9047909627816648	0.8093303005311838
HMP_2012__SRS018157__bin.75	0.5879788943874794	0.9118366315350974	0.8927542011510421	0.8179523440908285	0.8302533676838247	0.9252997465624637	0.9136985179206565	0.8955775118161838	0.9186389940733337	0.9087662970623217	0.914819332883314	0.9049428257364517	0.630987707866724	0.8251109543310767	0.92197349796507	0.8887637188703963	0.8916924432940656	0.6875885459696065	0.8078662794721946	0.8115614762244348	0.9290355847637748	0.8720016612192307	0.7705231380024855	1.0	0.8763502962698135	0.8766322463227426	0.7147287786546029	0.8382965644640059	0.873806395567034	0.6919124151371617	0.8893473046781483	0.8786579685498687	0.8865138336507388	0.8489027126262186	0.9074105237222233
HMP_2012__SRS051930__bin.20	0.6413852061373543	0.908967221372346	0.8918046809514537	0.7221789245847801	0.7273411256001518	0.884287731520424	0.8419361024965434	0.8501402009653438	0.8288635947851225	0.9186755925740818	0.9093635214597969	0.9176578664831654	0.6007840659898502	0.8289832695640061	0.848360774335057	0.8813488328521001	0.9079195765867085	0.6752830872561565	0.7789744165731912	0.7121747997286718	0.8755117445590892	0.8692464756022854	0.7778463346410909	0.6768638733723127	1.0	0.8884282826816371	0.660726906568821	0.7934923405689163	0.8513673579193068	0.6474606630473221	0.9339557075795825	0.8970571285213936	0.8866365942912188	0.8878509990146449	0.8088931112941111
HMP_2012__SRS024087__bin.44	0.5832850301277204	0.9267573109051517	0.9154843420917465	0.6973827022308411	0.6946002516569898	0.8782052682489666	0.8140996708564565	0.8462777402559613	0.8121190457486749	0.9248487338827271	0.9182133376345265	0.9381218505109139	0.5966399561947641	0.7818551312878804	0.8351790813264842	0.8747432415409737	0.93239286565914	0.6538400932255742	0.755443697675078	0.6828048180181571	0.8725738969321926	0.8651315621279937	0.7760629300515353	0.6416807005490994	0.8419771667996845	1.0	0.6174051440473639	0.7749557136688233	0.8806809334271043	0.6011999027583261	0.9092919253619022	0.8765044686081844	0.8572899414830099	0.866449809676848	0.7909238935157188
HMP_2012__SRS015044__bin.29	0.6669970685764958	0.9373624382139206	0.9110121365636633	0.8047878072703176	0.8395720038679849	0.9162171771180192	0.89307359546909	0.8894193457350485	0.8813416761544814	0.9365898096027292	0.9397986047032816	0.9379607584902685	0.654175722169115	0.9126735993426086	0.9084320965280823	0.8944341688605076	0.9190095689742231	0.7256428311547097	0.8228612298144723	0.8334878129422555	0.9100313063302977	0.9160414853836928	0.8182752605287076	0.778519817889292	0.9318087809898776	0.9187494898714407	1.0	0.860529122634214	0.9065230052417006	0.7558147738764375	0.9451848705898954	0.927313424370242	0.9177617426406606	0.9146193507152867	0.8907909863223293
HMP_2012__SRS014578__bin.12	0.6015384769373331	0.9006964869055089	0.8883171314917336	0.7545485531078509	0.7556927703068261	0.9162119035464938	0.8733274647423589	0.8806352828750407	0.8574833227182428	0.9076392302136557	0.9067394498380342	0.9107605409429045	0.6107053846166003	0.8054593700167682	0.8855640564080114	0.8772953486938697	0.9028237194328855	0.6792225012524753	0.8109360191882906	0.7483122532913365	0.9199843434000214	0.8486804362565132	0.7719673107893044	0.6954359325291151	0.8522727093135171	0.8782836320572572	0.6553851697439893	1.0	0.8434945826162221	0.6317021916605953	0.8925789717954675	0.8826566278991972	0.8668425136745018	0.865720422222468	0.8470842216557328
HMP_2012__SRS013170__bin.25	0.5802077558285431	0.9791767578030016	0.9659965179500647	0.7280285567000282	0.7130231585499888	0.8684324939453182	0.8219500452277436	0.8432284827794151	0.8290298892163442	0.9551292151770691	0.9710629978699191	0.9668378512444924	0.5880647388948869	0.7945254977483392	0.8377296645365858	0.9005889333060995	0.9655777965821443	0.6497500316107885	0.7537918356628053	0.7033444214253062	0.8649611430461128	0.8797146275276473	0.7609436549852645	0.6691877486310097	0.8441627031601062	0.9214034217462772	0.6373576298717089	0.7786739031056384	1.0	0.6284774298969975	0.9023737270578623	0.8759271687432523	0.8797423477575793	0.8608974546020445	0.8079756451032457
HMP_2012__SRS018665__bin.14	0.677483008112256	0.9577893278191201	0.9283682485637681	0.8072010065445457	0.8543949626916468	0.9192629182053585	0.9010945312130553	0.9056758565444741	0.9050403176691272	0.95846140838854	0.9615989785521751	0.9511079298342153	0.6366465902300407	0.9130787738613679	0.9176335885519888	0.9174028743266656	0.9363809106190163	0.7349587938661543	0.8296103795607258	0.8467083098678337	0.9126796812417871	0.9468619282837011	0.8210051688584518	0.7806932317617539	0.945843059872491	0.9267159907886271	0.7829179760773709	0.8591761925847589	0.9259471822054847	1.0	0.9562466951261979	0.9482827553297135	0.9393551179150312	0.9345129851984644	0.8998320515080256
HMP_2012__SRS013533__bin.40	0.6102969536892233	0.9062589038924725	0.893276971407683	0.7029047646532304	0.6974435579106876	0.8909732967970265	0.8300365454683711	0.8502336656231648	0.8188264589557469	0.9193127546341467	0.904220914562027	0.9271518446345773	0.5978234878613893	0.7970283559486476	0.836776706180481	0.8632636963052339	0.9184080504472216	0.6552582323500229	0.7630357566579357	0.6850456749642928	0.8804787282286946	0.8517343293782873	0.7656664990100933	0.6415369618613361	0.8722740919289392	0.8960909449875724	0.6259485651620634	0.7761354152065428	0.8499707288113698	0.6113514494048191	1.0	0.891842270894544	0.8795909729303346	0.8828534049400971	0.7941672003276175
HMP_2012__SRS013723__bin.10	0.6042397182115721	0.8985173037282971	0.8900185296163243	0.7035088563345178	0.6956369222807076	0.8731101963335929	0.8120227175805281	0.8566703582657176	0.8095709415259118	0.9046880816779135	0.8935791866680182	0.9077241922427842	0.585852565536782	0.7917382293496604	0.8265208461686854	0.8649257764385676	0.8989806609098896	0.668571631423651	0.7630983648442685	0.691135538047837	0.8706598215607757	0.8484873396524915	0.7680318109652169	0.6463010597894248	0.8543021920251185	0.8807803458083224	0.6262001394742485	0.7826135493673914	0.8412987640227437	0.6181922810859186	0.9093954543352623	1.0	0.87509301007942	0.868270636093189	0.7979160137082727
HMP_2012__SRS011343__bin.50	0.6006346397643751	0.9048672312164631	0.8951269279528751	0.719079025481342	0.7107041360741192	0.8789631472310633	0.8343530849161027	0.847082744462701	0.8425139701179273	0.9090544365417687	0.9140493042708919	0.9166350687302992	0.5891104893658582	0.8091695296312043	0.8368823560953377	0.8682030923847058	0.9073610744064375	0.6593187101913878	0.7628143994668566	0.7034840076141452	0.8697236233832389	0.8668941718085127	0.7560682400523951	0.668360986315221	0.8654612532699076	0.8829818302290755	0.6352243261979448	0.7877825142765221	0.866060656547667	0.6276623655172678	0.9192974342475669	0.8969428517807831	1.0	0.8686057266950856	0.8156930672212583
HMP_2012__SRS018394__bin.56	0.6198251790993791	0.9138037582000144	0.9023516411624899	0.7084450062111621	0.7026991376848672	0.8804200301402018	0.8246427796629496	0.8594136914209621	0.8155654476747641	0.9248311680028758	0.9119077955278666	0.9326295465779179	0.6036950012586603	0.807079516887065	0.8315347296006448	0.8756801234598323	0.922012832053172	0.6683819234164435	0.7875743902020669	0.692070827058151	0.8734159845501268	0.8702748904289157	0.7887712045595873	0.6459062619433811	0.8746374406243341	0.9006445983182753	0.638886271713097	0.7940169911884121	0.8553231664509309	0.6301843635262007	0.9312148221375385	0.8981557849328948	0.8766145760102741	1.0	0.7933120448227995
HMP_2012__SRS053917__bin.70	0.5781670438548033	0.8906626206980823	0.8687894424658685	0.7991166415066481	0.7939127180711727	0.9266654617011906	0.8786626919777302	0.8736145654869036	0.8743833674033079	0.8885613985066914	0.8916284599268365	0.8898510509929509	0.5953352561866916	0.7989140036505362	0.8995949788579473	0.8504985756798933	0.8800185327084484	0.6551154603010547	0.7819026065439808	0.7857990575812269	0.931627034333879	0.8534668638736924	0.7434732026709502	0.7275320185632569	0.8396839256756928	0.866326221491323	0.655685697484083	0.8186823957089652	0.8458898373042038	0.6394115355927285	0.8826935560652616	0.869742044045731	0.8674600770329337	0.8359509086882254	1.0
