	WenC_2017__N018__bin.59	CosteaPI_2017__SID713B072-11-90-0__bin.28	QinJ_2012__CON-099__bin.46	CosteaPI_2017__SID713B072-11-0-0__bin.57	BackhedF_2015__SID201_M__bin.16	RampelliS_2015__H10__bin.65	LeChatelierE_2013__MH0169__bin.13	CosteaPI_2017__SID713A058-11-0-0__bin.1	Bengtsson-PalmeJ_2015__TRAVELRES66__bin.37	BritoIL_2016__M1.59.ST__bin.102	CosteaPI_2017__SID713B005-11-90-0__bin.25	NielsenHB_2014__V1_CD38_0__bin.40	ChengpingW_2017__AS78raw__bin.62	LiJ_2017__H3M415131__bin.36	CosteaPI_2017__alien-11-600-0__bin.4	QinJ_2012__T2D-012__bin.11	LiuW_2016__SRR3992984__bin.8	LiJ_2014__V1.CD8-0-PN__bin.57	NielsenHB_2014__V1_UC28_0__bin.36	WenC_2017__N308__bin.46	CosteaPI_2017__SID713B014-11-90-0__bin.33	YuJ_2015__SZAXPI015270-90__bin.14	LiJ_2017__H1M413815__bin.24	FengQ_2015__SID530600__bin.2	WenC_2017__RA035__bin.14	QinN_2014__HD-53__bin.28	QinN_2014__HD-60__bin.57	CosteaPI_2017__SID713A057-11-0-0__bin.30	LiJ_2014__V1.UC63-0__bin.82	CosteaPI_2017__SID713B063-11-0-0__bin.75	LiJ_2017__H2M513938__bin.20	XieH_2016__YSZC12003_35989__bin.7	ZeeviD_2015__PNP_Main_429__bin.44	LiJ_2014__V1.CD55-0__bin.62	VogtmannE_2016__MMRS33294861ST-27-0-0__bin.63	Bengtsson-PalmeJ_2015__TRAVELRES2__bin.73	NielsenHB_2014__MH0169__bin.18	RaymondF_2016__P38C0__bin.23	BritoIL_2016__W1.11.ST__bin.3
CosteaPI_2017__SID713B005-11-90-0__bin.25	0.9754923881554644	0.9830258572469857	0.9814302678246098	0.9831138538883689	0.9857538803640586	0.9693201515687023	0.9783674074507159	0.9749593897066211	0.9708927688178305	0.9822510009888938	1.0	0.9724553310251566	0.9744425819289351	0.9733236781497685	0.995535270967371	0.9743565142352556	0.9718582971254845	0.9705493835523642	0.9714913916102462	0.9740741212892966	0.9744967190125994	0.9716083699677174	0.9746193302613129	0.9741684582217365	0.9749877072975593	0.9738025623054614	0.9732683132776286	0.9742396062167035	0.9788766612919562	0.9721526955967246	0.9736822193858479	0.9723316431110665	0.9940422701106748	0.974524719635477	0.9805873829019418	0.9744708074420938	0.9780178730854046	0.9724292391554596	0.9808690130661938
NielsenHB_2014__V1_CD38_0__bin.40	0.9845111303683411	0.9700697461438378	0.9742460401559059	0.9700692935628147	0.9714482207206577	0.9772236499566117	0.9787352439351815	0.9836661235797799	0.9810620556161675	0.9691670970074789	0.9724553310251566	1.0	0.9839296243531381	0.9847827031686529	0.9727700981924499	0.9827969390646132	0.9821103436646165	0.9816152385930874	0.984671370608527	0.9894182070596704	0.9838608192777104	0.9826130119860317	0.9846391453647007	0.9829506491049682	0.9842526114680318	0.9838770508864276	0.9832151023040394	0.9839364154459066	0.9749718143597896	0.9819570732063414	0.989927056462055	0.9801124310003142	0.973125688842639	0.9838271038005597	0.9687185269800226	0.9844385973426399	0.9784917053420741	0.9858424961924098	0.9687319063075709
ChengpingW_2017__AS78raw__bin.62	0.993799222508454	0.9714208224711388	0.9763344018259882	0.9714255545010735	0.9732102617595534	0.9774043844533253	0.9787359861911554	0.9924137614656748	0.9798425357600934	0.9704444832845667	0.9744425819289351	0.9839296243531381	1.0	0.9859792859900817	0.9745205864260911	0.9911116921180669	0.982563226927464	0.9806078112549265	0.982569494857317	0.9855718897326924	0.9936325386374887	0.9834545379333168	0.9935333457835503	0.9928520245389644	0.9933653928778863	0.9929555227380324	0.9926087770188079	0.9919975779594308	0.976388582098499	0.9817162175188312	0.9861325547253967	0.9828299238704196	0.9755538014953483	0.9915987888787916	0.9702721748869693	0.9940854301353174	0.978121094747889	0.9847217079613423	0.9698130643713365
LiJ_2017__H3M415131__bin.36	0.9866377294516544	0.9704449400827881	0.9736505236590401	0.9704496570735672	0.9707372487592506	0.9807800171714703	0.9771395270461467	0.9868529251241	0.984182616398927	0.9695465404148209	0.9733236781497685	0.9847827031686529	0.9859792859900817	1.0	0.9722732124916276	0.9847799563067835	0.9868200839943446	0.9844272221124643	0.9870378375420645	0.9856507089110783	0.9863325041592599	0.9867054442816257	0.9875364789004554	0.9860442778566915	0.9866582764808005	0.9870841633061185	0.9861594079482953	0.9870718543516314	0.9733118543029123	0.985756262199814	0.9858866951813935	0.9825247220250769	0.9733510531089389	0.9856551602546165	0.9685029877904204	0.9868616714881694	0.9771481059100972	0.9942266662420788	0.9692942292367039
CosteaPI_2017__alien-11-600-0__bin.4	0.9753598362845881	0.9843243180434804	0.981757729255693	0.9844626027127249	0.9870209803919721	0.9689063385290466	0.978906995059982	0.9741983516259808	0.9702623042597684	0.9842236752685872	0.995535270967371	0.9727700981924499	0.9745205864260911	0.9722732124916276	1.0	0.9733814236668938	0.9705878559764762	0.9697179686339631	0.9706139497204059	0.9739581552251656	0.9742914484810203	0.9711617411782418	0.9743171896980536	0.9738576852179646	0.974223410147079	0.97399229390036	0.9732211731370214	0.9738727645251805	0.9796342490826122	0.9706977813470934	0.973543369720934	0.9717155587799191	0.9940334517712466	0.9744075343978186	0.9820903934067069	0.9740964851216599	0.9787940191679938	0.9715283300923169	0.9830802513555508
QinJ_2012__T2D-012__bin.11	0.9915897235511749	0.9713897207353785	0.9760168045790086	0.9713072739986739	0.9728975757586411	0.9764384743725132	0.9779072468037138	0.9906597390407023	0.9795160630195372	0.9709024475215573	0.9743565142352556	0.9827969390646132	0.9911116921180669	0.9847799563067835	0.9733814236668938	1.0	0.9814852848547536	0.9796670196233863	0.9809883763352315	0.9836764778027406	0.9915674747174871	0.9824758529906744	0.9921228467919945	0.9908255441121857	0.9917283423108361	0.9912790219437505	0.9902543511932446	0.9908091016706274	0.9767654809855577	0.9806463124449729	0.9845618520179399	0.9816330586118898	0.9745136746211098	0.9906579519249669	0.9698531407644512	0.9926357895224486	0.9778488347261571	0.9834536558036435	0.9705794961657539
LiuW_2016__SRR3992984__bin.8	0.9828734531842266	0.9685910803531665	0.9717323473178452	0.9686763956231551	0.9695277002368894	0.9813913837134286	0.9747868392160033	0.9835184313568403	0.9837744489872302	0.9683543742126893	0.9718582971254845	0.9821103436646165	0.982563226927464	0.9868200839943446	0.9705878559764762	0.9814852848547536	1.0	0.9847642309254876	0.9862247428192891	0.9830077817962836	0.9823858006056221	0.9958138745088567	0.9834571175868082	0.9833546398308973	0.9828234124819704	0.9829032862319507	0.9834171437934457	0.9835745158595034	0.9714098962269981	0.9915350959521873	0.9835103458423033	0.9819693615950138	0.9723962416300346	0.9820113931442112	0.9672256231694594	0.9829943728122646	0.9748896495045939	0.9860775446735317	0.9673638131123923
LiJ_2014__V1.CD8-0-PN__bin.57	0.9804800475754116	0.9673416503300349	0.970225748369107	0.9674053655188404	0.9682875284625642	0.9822081510544967	0.9740469449953131	0.9813806289091074	0.985213340396772	0.9668971433972415	0.9705493835523642	0.9816152385930874	0.9806078112549265	0.9844272221124643	0.9697179686339631	0.9796670196233863	0.9847642309254876	1.0	0.9860536008624059	0.9820209818479407	0.9809192821469891	0.9846805348109324	0.9815071089914131	0.9807211088407299	0.9809688781720547	0.9808925869594493	0.9813684460560546	0.9817757710389754	0.970216793830883	0.9851846986966308	0.9824573897467509	0.9811945035281407	0.9706792478073324	0.9805351445077674	0.9655775783363787	0.9813399886557005	0.9738579174433685	0.9853502364743709	0.9663472226114085
NielsenHB_2014__V1_UC28_0__bin.36	0.9829413667101291	0.9681424095348043	0.9710882173490876	0.9681786948814369	0.969112455874937	0.981790799669668	0.975894227790072	0.9829906906590288	0.9842939441607468	0.9679374217178801	0.9714913916102462	0.984671370608527	0.982569494857317	0.9870378375420645	0.9706139497204059	0.9809883763352315	0.9862247428192891	0.9860536008624059	1.0	0.9851197499053752	0.9825633169614135	0.9863139839749088	0.9829733322067223	0.9824706588398364	0.9827367292914342	0.9824857495669582	0.983180210211326	0.9834980952493977	0.9710082030527103	0.9861935319824372	0.985646791153381	0.9822295714325153	0.9720157972893868	0.9824449053269965	0.9661703559681936	0.983019415549222	0.9758038903925591	0.9880311560198365	0.9671380446151837
WenC_2017__N308__bin.46	0.9852736787950329	0.9715067776187605	0.9750177003580202	0.9715646076008488	0.9723321754382991	0.9782380744602353	0.9795061214563613	0.9854108120485439	0.9807356779282203	0.9708281121976102	0.9740741212892966	0.9894182070596704	0.9855718897326924	0.9856507089110783	0.9739581552251656	0.9836764778027406	0.9830077817962836	0.9820209818479407	0.9851197499053752	1.0	0.9853664263742457	0.9834858993438725	0.986127401590549	0.9850029523161189	0.9855144255601741	0.9856217939064639	0.984911273871718	0.9855170361143694	0.9755497174729479	0.9829183638689731	0.9956228622585485	0.9810804110386554	0.9745213936960323	0.9849431158412976	0.969749453297476	0.9857012625938879	0.9795021694495882	0.986072417623256	0.9705812789066345
CosteaPI_2017__SID713B014-11-90-0__bin.33	0.9930992246808881	0.9712431820333063	0.9762019869494941	0.9713171944887377	0.9729709351022641	0.9774470150689052	0.9786076495902144	0.9928914498784395	0.980283276352971	0.9699918722357685	0.9744967190125994	0.9838608192777104	0.9936325386374887	0.9863325041592599	0.9742914484810203	0.9915674747174871	0.9823858006056221	0.9809192821469891	0.9825633169614135	0.9853664263742457	1.0	0.9832957014388715	0.9934454867011131	0.9939113114055572	0.9928694767909169	0.9925990275762634	0.9938197711515531	0.9934498115338545	0.9761127572859424	0.9820134597940806	0.9863265098549071	0.983165693078792	0.9750589429691572	0.9920571370179462	0.9699493190497922	0.9957294714041895	0.9783775376976149	0.9850104520448488	0.9701919130810107
YuJ_2015__SZAXPI015270-90__bin.14	0.9836668181084298	0.9681938922852503	0.9724066905976991	0.9684621440755806	0.9698965865681742	0.9806724754510818	0.9752890107738882	0.9847963464780338	0.9830153148946811	0.9679595949735201	0.9716083699677174	0.9826130119860317	0.9834545379333168	0.9867054442816257	0.9711617411782418	0.9824758529906744	0.9958138745088567	0.9846805348109324	0.9863139839749088	0.9834858993438725	0.9832957014388715	1.0	0.9839636934789566	0.9844543080840641	0.9836031439129589	0.9834950062074972	0.9844660074563922	0.9849101036063832	0.9717008933640395	0.9910884918627676	0.9841193511789724	0.9820432753862349	0.9729414950855757	0.9830859320778194	0.9670064008408361	0.9841436480128857	0.974809602898198	0.9860689920739961	0.9671763541092304
LiJ_2017__H1M413815__bin.24	0.996012179601453	0.9714882740838112	0.9762502294049622	0.9713238757835997	0.9730152561458053	0.9787828020767091	0.9791066935205316	0.9926559432759328	0.9805654623455833	0.9711030524542418	0.9746193302613129	0.9846391453647007	0.9935333457835503	0.9875364789004554	0.9743171896980536	0.9921228467919945	0.9834571175868082	0.9815071089914131	0.9829733322067223	0.986127401590549	0.9934454867011131	0.9839636934789566	1.0	0.9927912038824296	0.996095105704969	0.9967073623302559	0.9923964042108583	0.9929458563991406	0.9763716777806685	0.982327903541712	0.9871495661733916	0.9834193174607554	0.9753631866204676	0.9924689875419379	0.9701347704169951	0.9945260693919369	0.9790604945920852	0.9853987506894473	0.9705554361571718
FengQ_2015__SID530600__bin.2	0.9927540749572172	0.971349129710664	0.9760001102097257	0.9712770855878348	0.9729180117510621	0.9778352966439658	0.9782499953042965	0.993766809842517	0.9804888025568572	0.9707395542916132	0.9741684582217365	0.9829506491049682	0.9928520245389644	0.9860442778566915	0.9738576852179646	0.9908255441121857	0.9833546398308973	0.9807211088407299	0.9824706588398364	0.9850029523161189	0.9939113114055572	0.9844543080840641	0.9927912038824296	1.0	0.992065338805241	0.9919911994071349	0.994667917460178	0.9941878140647263	0.9759741440179377	0.9817926856698033	0.985807863497819	0.9835015657194197	0.9748655283063877	0.9909327875186825	0.9702611471890348	0.994475442357609	0.9780358865369037	0.9845336722400942	0.9707381654182269
WenC_2017__RA035__bin.14	0.9994110800605784	0.9719107184375727	0.9764298966429569	0.9718363721308505	0.9731546832395548	0.9783369965401243	0.9788809968397497	0.9925125589648663	0.9802812392886533	0.9714406882568747	0.9749877072975593	0.9842526114680318	0.9933653928778863	0.9866582764808005	0.974223410147079	0.9917283423108361	0.9828234124819704	0.9809688781720547	0.9827367292914342	0.9855144255601741	0.9928694767909169	0.9836031439129589	0.996095105704969	0.992065338805241	1.0	0.9954380628164807	0.9920650319576362	0.992715374726753	0.9765644646757482	0.9820414295583259	0.9866805189775552	0.9832827460760288	0.9750836861848446	0.9918601575432675	0.9700875501915679	0.9938175116172808	0.9787538580024622	0.9849103918311164	0.9713883954438718
QinN_2014__HD-53__bin.28	0.9961762778857824	0.9711588479866345	0.9759327201544721	0.9711208505671196	0.9730361895594616	0.9777095961065492	0.9788689699184869	0.9921077070714367	0.9802738992064811	0.9702497533717521	0.9738025623054614	0.9838770508864276	0.9929555227380324	0.9870841633061185	0.97399229390036	0.9912790219437505	0.9829032862319507	0.9808925869594493	0.9824857495669582	0.9856217939064639	0.9925990275762634	0.9834950062074972	0.9967073623302559	0.9919911994071349	0.9954380628164807	1.0	0.9914098531523126	0.9923814988365051	0.97643711980781	0.9820354337282806	0.9869091526085334	0.9833091665324066	0.9745182837991984	0.9915865898722924	0.9701099935267675	0.9936771567269024	0.9787336328642091	0.9850553774255988	0.970198893380994
QinN_2014__HD-60__bin.57	0.99262511331553	0.9702244116576435	0.9749712440882169	0.970223731092972	0.972129136012615	0.9777715682738932	0.9780764084618552	0.9932699910082045	0.9806319421312575	0.969612049964686	0.9732683132776286	0.9832151023040394	0.9926087770188079	0.9861594079482953	0.9732211731370214	0.9902543511932446	0.9834171437934457	0.9813684460560546	0.983180210211326	0.984911273871718	0.9938197711515531	0.9844660074563922	0.9923964042108583	0.994667917460178	0.9920650319576362	0.9914098531523126	1.0	0.9939018608899566	0.9751052724476159	0.9821834986202502	0.9862255809773466	0.9835665957053391	0.9741880695873848	0.9910674860038423	0.9686351696215415	0.9943800331691961	0.9776878231108486	0.9850922829798235	0.9691276409880644
CosteaPI_2017__SID713A057-11-0-0__bin.30	0.9932884931802533	0.970131196344503	0.9759773670156119	0.9703460645907364	0.9726426246363391	0.9784167853636871	0.9783850863914686	0.9993977646752272	0.980036820299191	0.9704329079183741	0.9742396062167035	0.9839364154459066	0.9919975779594308	0.9870718543516314	0.9738727645251805	0.9908091016706274	0.9835745158595034	0.9817757710389754	0.9834980952493977	0.9855170361143694	0.9934498115338545	0.9849101036063832	0.9929458563991406	0.9941878140647263	0.992715374726753	0.9923814988365051	0.9939018608899566	1.0	0.9755962797063636	0.9825986609544246	0.9852863430511412	0.9839450499533756	0.9750724030645251	0.9911531947263794	0.9696252414697053	0.9942269177631335	0.9770223573851086	0.9854170071495303	0.9691409607119243
LiJ_2014__V1.UC63-0__bin.82	0.9778368557814926	0.9766346726929572	0.9815799232190484	0.9766546212093017	0.9781171018498663	0.9685768829017037	0.9796686933890761	0.9758697662038601	0.9704712648278102	0.9759081161797873	0.9788766612919562	0.9749718143597896	0.976388582098499	0.9733118543029123	0.9796342490826122	0.9767654809855577	0.9714098962269981	0.970216793830883	0.9710082030527103	0.9755497174729479	0.9761127572859424	0.9717008933640395	0.9763716777806685	0.9759741440179377	0.9765644646757482	0.97643711980781	0.9751052724476159	0.9755962797063636	1.0	0.97147614054253	0.9756273132484681	0.972932532306782	0.9794169344033195	0.9762117459735979	0.976210549555593	0.9764350520321662	0.9795963105881328	0.9726928965874735	0.9765618591601004
CosteaPI_2017__SID713B063-11-0-0__bin.75	0.9820416070587082	0.9686707747246835	0.9718590312434701	0.9687137348033998	0.9695367912192416	0.9818212515840076	0.9754716181527583	0.9823946838081177	0.9845667167469525	0.9683262501003992	0.9721526955967246	0.9819570732063414	0.9817162175188312	0.985756262199814	0.9706977813470934	0.9806463124449729	0.9915350959521873	0.9851846986966308	0.9861935319824372	0.9829183638689731	0.9820134597940806	0.9910884918627676	0.982327903541712	0.9817926856698033	0.9820414295583259	0.9820354337282806	0.9821834986202502	0.9825986609544246	0.97147614054253	1.0	0.9827371791223521	0.9817364187475491	0.9721749732608678	0.9817856102636445	0.9669493730400369	0.9824476456336859	0.9754225208093598	0.9864468648807772	0.9677224703671969
LiJ_2017__H2M513938__bin.20	0.9866626868513636	0.9710535321168912	0.975280999052568	0.9712086796281042	0.972133358137096	0.9784427720671607	0.97910599415339	0.9863182768767875	0.9811205857732888	0.9704402504465868	0.9736822193858479	0.989927056462055	0.9861325547253967	0.9858866951813935	0.973543369720934	0.9845618520179399	0.9835103458423033	0.9824573897467509	0.985646791153381	0.9956228622585485	0.9863265098549071	0.9841193511789724	0.9871495661733916	0.985807863497819	0.9866805189775552	0.9869091526085334	0.9862255809773466	0.9852863430511412	0.9756273132484681	0.9827371791223521	1.0	0.9816468438562933	0.9746859416847519	0.9857905749906836	0.9698573235989812	0.9865515746082352	0.9778198097861123	0.9865955444943547	0.9699603968359998
XieH_2016__YSZC12003_35989__bin.7	0.9834340059271511	0.9696495813582598	0.9730510416330659	0.9695637561336291	0.9701823150975608	0.9784523823188439	0.9762616638040158	0.9834757566631531	0.9808220352327435	0.969058813171333	0.9723316431110665	0.9801124310003142	0.9828299238704196	0.9825247220250769	0.9717155587799191	0.9816330586118898	0.9819693615950138	0.9811945035281407	0.9822295714325153	0.9810804110386554	0.983165693078792	0.9820432753862349	0.9834193174607554	0.9835015657194197	0.9832827460760288	0.9833091665324066	0.9835665957053391	0.9839450499533756	0.972932532306782	0.9817364187475491	0.9816468438562933	1.0	0.9726926060400628	0.9821035117687512	0.9685462203769771	0.9835217228074937	0.976192798662999	0.9827330906088132	0.968959623818782
ZeeviD_2015__PNP_Main_429__bin.44	0.9760606520786116	0.9834877718096151	0.9816409797045297	0.9835224445283631	0.9864049507147529	0.9700088615542201	0.9782174070061394	0.9750768875483522	0.971813583973179	0.9835986512889424	0.9940422701106748	0.973125688842639	0.9755538014953483	0.9733510531089389	0.9940334517712466	0.9745136746211098	0.9723962416300346	0.9706792478073324	0.9720157972893868	0.9745213936960323	0.9750589429691572	0.9729414950855757	0.9753631866204676	0.9748655283063877	0.9750836861848446	0.9745182837991984	0.9741880695873848	0.9750724030645251	0.9794169344033195	0.9721749732608678	0.9746859416847519	0.9726926060400628	1.0	0.9753200087700576	0.9815321339216501	0.9751917225640137	0.9780028477447581	0.9728084180833488	0.982437074171667
