	WenC_2017__N018__bin.59	CosteaPI_2017__SID713B072-11-90-0__bin.28	QinJ_2012__CON-099__bin.46	CosteaPI_2017__SID713B072-11-0-0__bin.57	BackhedF_2015__SID201_M__bin.16	RampelliS_2015__H10__bin.65	LeChatelierE_2013__MH0169__bin.13	CosteaPI_2017__SID713A058-11-0-0__bin.1	Bengtsson-PalmeJ_2015__TRAVELRES66__bin.37	BritoIL_2016__M1.59.ST__bin.102	CosteaPI_2017__SID713B005-11-90-0__bin.25	NielsenHB_2014__V1_CD38_0__bin.40	ChengpingW_2017__AS78raw__bin.62	LiJ_2017__H3M415131__bin.36	CosteaPI_2017__alien-11-600-0__bin.4	QinJ_2012__T2D-012__bin.11	LiuW_2016__SRR3992984__bin.8	LiJ_2014__V1.CD8-0-PN__bin.57	NielsenHB_2014__V1_UC28_0__bin.36	WenC_2017__N308__bin.46	CosteaPI_2017__SID713B014-11-90-0__bin.33	YuJ_2015__SZAXPI015270-90__bin.14	LiJ_2017__H1M413815__bin.24	FengQ_2015__SID530600__bin.2	WenC_2017__RA035__bin.14	QinN_2014__HD-53__bin.28	QinN_2014__HD-60__bin.57	CosteaPI_2017__SID713A057-11-0-0__bin.30	LiJ_2014__V1.UC63-0__bin.82	CosteaPI_2017__SID713B063-11-0-0__bin.75	LiJ_2017__H2M513938__bin.20	XieH_2016__YSZC12003_35989__bin.7	ZeeviD_2015__PNP_Main_429__bin.44	LiJ_2014__V1.CD55-0__bin.62	VogtmannE_2016__MMRS33294861ST-27-0-0__bin.63	Bengtsson-PalmeJ_2015__TRAVELRES2__bin.73	NielsenHB_2014__MH0169__bin.18	RaymondF_2016__P38C0__bin.23	BritoIL_2016__W1.11.ST__bin.3
CosteaPI_2017__SID713B005-11-90-0__bin.25	0.5367853115524879	0.8436071487924269	0.6675994827489057	0.8435529415624664	0.7955246225643301	0.49099268416371444	0.8354814136960272	0.6990692761266366	0.7581262700361691	0.9050599596156137	1.0	0.6508826149567734	0.8211685652273458	0.7012832135187125	0.8151572687259232	0.6229288023697118	0.7403334600546209	0.7562026266255929	0.7015207267763032	0.7357386840624325	0.81163344215197	0.8218529315055988	0.7760799185750346	0.7231515512896685	0.7509826843562927	0.7358232045459895	0.7168913294822425	0.80438607815684	0.8168683627348119	0.5958883102821843	0.7710004871518167	0.3934892124046113	0.5179721931175362	0.7972831478994341	0.6023600116117592	0.8007010563990564	0.8403400933077608	0.7034429436808278	0.8384620980908357
NielsenHB_2014__V1_CD38_0__bin.40	0.6257908260720636	0.8898267857689311	0.7306092754063827	0.8847898813748551	0.8575520990145337	0.5780633805945176	0.8924239627333238	0.8117362587029119	0.8490453819903397	0.902224332517623	0.9008235745881387	1.0	0.9282252229218884	0.8164854104990705	0.8355530920818185	0.7259415630247289	0.8508760413139681	0.8675222576387703	0.8155999419559082	0.8547895753600856	0.9330795055985895	0.9174574516077129	0.8832765889816915	0.8411891931377669	0.8685997257712806	0.8562357419328092	0.8277551447499218	0.9077938013253402	0.8711598848199893	0.6904843226659216	0.8792238675726021	0.4572043280359873	0.5464836435105619	0.9241966865510457	0.6508746593117827	0.921112353816251	0.887960095674037	0.8095704638492908	0.8720493019408248
ChengpingW_2017__AS78raw__bin.62	0.6022766086166443	0.8382409079645583	0.6757603764135787	0.8351962769405012	0.7970202576048803	0.5157741875712976	0.8430353739765345	0.7646533332440371	0.8214479986843681	0.86146128894713	0.8567237493126048	0.699720800303012	1.0	0.7543876098437241	0.7822000519406686	0.671363650908106	0.7900424975871402	0.8131776750374486	0.7483422517991339	0.7894858841187313	0.914164324499699	0.8845551668686995	0.8590651721446212	0.7944269448543392	0.8215227843174899	0.8107979292193049	0.7893798447881855	0.9143291505468281	0.827253372980881	0.6366043304230188	0.8512409578216471	0.4200076497145124	0.5062950155561559	0.880985548141484	0.6050012613099318	0.9058809784788527	0.8433624215960073	0.7530161678353318	0.8199787028376124
LiJ_2017__H3M415131__bin.36	0.6374802468535428	0.9168344729999807	0.7853770767656728	0.9121631223923132	0.8859881672337852	0.5911194291641663	0.9048539270459113	0.8963842122135941	0.9011481022106999	0.9285865033189064	0.9284325857630038	0.7810310304402656	0.9572888225165332	1.0	0.8772606641023183	0.775114175193117	0.9362233636462786	0.9080984713531572	0.8516744672021047	0.9058685553515388	0.9564512466141679	0.9559706083567789	0.9410382447355239	0.8927902844972444	0.912042726758095	0.8883625579964656	0.844747705046749	0.9456874047753158	0.9182641121388543	0.7832533922060116	0.9090328359026391	0.49021466777650985	0.5837044745155492	0.9396657345054359	0.6865634222954773	0.9472058061856916	0.8940372055559517	0.8844603230285687	0.8935612886959832
CosteaPI_2017__alien-11-600-0__bin.4	0.6111770882410583	0.9528957903129999	0.7613717532221717	0.9486005709942039	0.9060913980099567	0.5563619907701239	0.9179188260656821	0.7970906897833224	0.8667664327398852	0.9636701801110752	0.988897671418318	0.73239762620776	0.909534755237827	0.8038623228189583	1.0	0.7156113138015071	0.8465445505702803	0.8615146531960836	0.798261837919501	0.837891379579624	0.9102503366996811	0.9042007746796649	0.8833507037055784	0.8283318342464135	0.8622618171529289	0.8312759284712731	0.798554733112775	0.9060511627766118	0.9010001267626169	0.6813724281357632	0.872609626950165	0.4496741595054441	0.5939209321421973	0.8972911304672868	0.683039378179611	0.9050569631397672	0.9078111297577623	0.8075202679580014	0.927943456085406
QinJ_2012__T2D-012__bin.11	0.6430765414679482	0.9289466803467703	0.7888083008377184	0.9217640890838894	0.8914525660663636	0.602665472610532	0.9268586927984563	0.8839569645847459	0.8943169048604636	0.938156053043152	0.9378097552882888	0.7896614281748926	0.9687811231751585	0.8814244273604219	0.8880626063389133	1.0	0.9210972645698741	0.9050532090527066	0.8589746687219036	0.8935212253678944	0.9719284060263326	0.9497036067045392	0.9437961428335961	0.9153326149668278	0.9308687671101962	0.905820969966589	0.8722080750193685	0.9562789688809858	0.9249280157031268	0.7642523001955911	0.9064781303572129	0.5039083325682568	0.5931688606911243	0.9606471526539562	0.7021076916221177	0.9663457640804934	0.92191817816241	0.8670565603559405	0.9067020158824498
LiuW_2016__SRR3992984__bin.8	0.6195526631867794	0.9112633161555832	0.7708971698167583	0.9057087384839391	0.8748247013771611	0.5854364364865877	0.8983061819062116	0.8708840016369332	0.8996677805675796	0.919217872190622	0.9204136493282675	0.7643370220493855	0.9414508141881153	0.879180841672811	0.8675520531054514	0.7606499316983804	1.0	0.8973786454687052	0.8455651831551935	0.8844148606234623	0.9450288347668323	0.972447468051646	0.9357113499512512	0.8788820082316642	0.8987823645705909	0.8770805834966794	0.840891144376899	0.9415558936028805	0.9060270803396415	0.7588139238648652	0.9009668636277581	0.47737844151709846	0.5758139110070465	0.9275723507240504	0.6823130063043216	0.9344503969740676	0.8904256691718723	0.863443758349269	0.8901303827151901
LiJ_2014__V1.CD8-0-PN__bin.57	0.6047227697317679	0.9078927071728511	0.7381502270974377	0.9010540748993058	0.8618621989887737	0.5672178421458566	0.8860287942411518	0.8186172765446911	0.8885135829976861	0.9117353672122718	0.9085752849430114	0.7531236609820893	0.936482560630731	0.8241357442797155	0.8532483503299341	0.7223048247493359	0.8672469791755935	1.0	0.8238495158111235	0.853522581198046	0.9314757048590282	0.9344566800925529	0.8974145170965806	0.8349618647699032	0.8708933927500214	0.848915502613763	0.8125649155883109	0.9309529522666896	0.897283828948496	0.7070340217670752	0.8925901962464651	0.4607481360870683	0.5533666123918074	0.914224869311852	0.6462220413060245	0.9266552403804953	0.8828832804867598	0.8264757048590282	0.886606393007113
NielsenHB_2014__V1_UC28_0__bin.36	0.6350865631309753	0.9205650134710489	0.7735020047019847	0.9132491867495368	0.8830715788050454	0.5895714840184052	0.9202312510370982	0.850664475621869	0.896015037274078	0.9265027700863764	0.9299500727327911	0.7811946142278292	0.950847572209219	0.8527776740351264	0.8722772478498089	0.7563505867080293	0.9015930301326966	0.9089589684944336	1.0	0.8822177899159307	0.9472546621553584	0.9514701857014471	0.9184503968038228	0.8598344330317021	0.8964674602900707	0.8779058250999751	0.838142238581519	0.9402740161217655	0.9128246560615938	0.7260911927846802	0.9093229870130484	0.48777819642533815	0.5761878940677746	0.9363071597715097	0.6833894567945474	0.941484732259652	0.9121921147915852	0.8553272219193988	0.9030935428315063
WenC_2017__N308__bin.46	0.633599742150262	0.9099155434371764	0.7634659601535966	0.903921345056279	0.8754317322169421	0.5766752826067244	0.9022182080341024	0.850009022945215	0.8854314898094588	0.9244285692481866	0.9261092611330125	0.7774290800995128	0.9525209031564148	0.8612850110474966	0.8693935413668371	0.747080112082038	0.8954451633871329	0.8941922758202125	0.8377131278017143	1.0	0.9418832547603891	0.9433659805337813	0.9208921134071988	0.8619305331977049	0.8993331100790338	0.8726058894244798	0.8324982245896355	0.9319683397870585	0.9073132542127278	0.735303597416834	0.9155964077006573	0.4743119892047868	0.5701096310288761	0.927166876004981	0.6670757667034467	0.9353328658759394	0.8906715315753704	0.8540222135035332	0.8897512809439886
CosteaPI_2017__SID713B014-11-90-0__bin.33	0.6187538544497783	0.8665252464523566	0.701646218068111	0.8617697464043214	0.829791371610796	0.5374540177699819	0.8771387353995767	0.7959260596444144	0.8503865296471105	0.8899529408483354	0.8816284914729499	0.7323307373581794	0.9517907115120601	0.7847504795787764	0.8150356081430772	0.7012673585823682	0.8256862857514744	0.842120962318589	0.7761994117993424	0.8128008020354595	1.0	0.9114882747250362	0.8878169171219694	0.8276936986912691	0.8517648344019909	0.8454059607225757	0.8278176608951932	0.9281828845385042	0.856530406379095	0.6601107447339306	0.8640126875315716	0.43533240464982226	0.5298005138233353	0.9176449350593004	0.6257286653299409	0.9406252033754908	0.869983791941837	0.7830800888809002	0.8498496183513647
YuJ_2015__SZAXPI015270-90__bin.14	0.5798625482796401	0.8219520652803447	0.6635454132958531	0.8168140417667306	0.7804011406353176	0.5166303301276021	0.8233619967758239	0.7570631222862877	0.8193933826920027	0.8339766929691563	0.8501348325383563	0.6857132844173427	0.8770212891540043	0.7469324214153173	0.7709897925681634	0.6525374709031013	0.8091036864064454	0.8045075753383725	0.7424543579868451	0.775238400897162	0.8679987604997842	1.0	0.8358909092250542	0.7638604529340371	0.7928909498039303	0.783191122817502	0.7664320469829605	0.8973332300416487	0.8271299298723241	0.6353423565997853	0.8342275442033076	0.4074517572497851	0.49830675416947956	0.8674070467062864	0.5959911759389398	0.8628186825145623	0.824283137263582	0.7500533058872572	0.823080895834025
LiJ_2017__H1M413815__bin.24	0.6336677181363355	0.8940620421111317	0.7336873682806788	0.8908827069174741	0.8518711465672278	0.5492614162976552	0.8843852807540338	0.8392518487960859	0.8905806846143524	0.904229018485676	0.9040603512847581	0.7434480478017804	0.9591987393996195	0.8280209396591012	0.8482310923444616	0.7302857745833484	0.876752882194269	0.870084296211178	0.807100390634899	0.852238392393857	0.9521134706516993	0.9413407879250901	1.0	0.8568318732819106	0.8918706148085648	0.8747579563351359	0.8365278319576155	0.9606619065957601	0.8886858789409859	0.7050866455043336	0.9019615663117594	0.4590680846343764	0.5522076916397983	0.9321392858730418	0.6437624085676292	0.9432509647473086	0.874408989712547	0.8305305912865527	0.8742586017156696
FengQ_2015__SID530600__bin.2	0.6456487115426318	0.9156151994416473	0.7746242872528277	0.9110170804199309	0.8759838143294755	0.5808668499900684	0.9016390679298852	0.8667297182541636	0.8779787774916766	0.9262059527258878	0.9237950495392314	0.7764310979176575	0.9727288216824569	0.8614673708034705	0.8722494656104616	0.7766921424236958	0.9030695735999722	0.8877490401033609	0.828594441619879	0.8747419167318139	0.9733976058619754	0.9433364859127082	0.9396171711704816	1.0	0.914838443974291	0.9000946684962561	0.866589856712534	0.9609198607033713	0.907418948642113	0.7377650763452676	0.9091278106702968	0.4777574591303619	0.577153002148492	0.9475277764110526	0.6792373491363207	0.9626104997293884	0.8998154009880512	0.8470133410598862	0.8955712637834232
WenC_2017__RA035__bin.14	0.6605152094107818	0.9171431354704295	0.7588671466020278	0.915515169918356	0.8843740757675354	0.5728740568989319	0.904268165857657	0.8585394472289042	0.8922725609258428	0.9267476934229315	0.9240332473568597	0.7722186581526848	0.968877335647882	0.8476487526097911	0.8745545034968348	0.760798765027965	0.8895216940670967	0.8918666665496521	0.8320953189188903	0.879102714533827	0.9648319948326355	0.9431427545879228	0.9420382830799529	0.8811620251364903	1.0	0.8897037980304688	0.8436025341850826	0.9626928217689271	0.9099397170060529	0.7279507204734879	0.9122421254296995	0.4782041302056502	0.5722509541808877	0.9494036204900747	0.666401336072645	0.9658579202937535	0.8944749218708176	0.8527608277261403	0.8945381097520841
QinN_2014__HD-53__bin.28	0.6512320269067585	0.8979542578084544	0.7481559531729718	0.891587425022513	0.855306396147952	0.5603572061768985	0.8885273254211641	0.8438743590598784	0.8671421750448943	0.9128659348992665	0.9054735101488403	0.7613047706483216	0.9563269852248052	0.8257252870516492	0.8432134512727522	0.7404032327431096	0.8681326590259992	0.8694487695529525	0.8149502081025715	0.8530643125593544	0.9577273549118702	0.931700490282988	0.9240579211509801	0.8670500165885221	0.88979516247097	1.0	0.8448714257878671	0.9426967495273587	0.8832830704037945	0.6994221225935672	0.8831922284967991	0.4660444361745639	0.5571382429507558	0.9359595275167596	0.6622853366241216	0.9476228384453483	0.8809330297663037	0.8191903747952766	0.8800000351079834
QinN_2014__HD-60__bin.57	0.627446809359266	0.8729181429842067	0.7095927734561098	0.8645222448092343	0.825103403163984	0.5443116848123541	0.875984008572724	0.8111776017202174	0.8454352594042259	0.8870566671054071	0.8908657325482093	0.7432308763420917	0.9402351206026788	0.7929193484127122	0.8180006815989123	0.719950595158166	0.8405102862493845	0.8404158905612732	0.7857014020640304	0.8218709048114767	0.9470391440748536	0.9207439621105458	0.8923769499024798	0.8429973688863834	0.8519990835197981	0.8531929895468963	1.0	0.9384145690216397	0.8569112046795443	0.6714883806885035	0.8656687314061545	0.45025502346818624	0.5378781533367103	0.9160902103694328	0.630957619881416	0.9284166031822426	0.872891995821772	0.7919709598091523	0.854004437926858
CosteaPI_2017__SID713A057-11-0-0__bin.30	0.581868564562344	0.828916535724189	0.6590209816064331	0.8264575284222201	0.7778526666050466	0.5033607542286718	0.8222808022922636	0.7699964876605971	0.8329206026434975	0.8424286902671226	0.8339188464737961	0.6800007394398743	0.9085593862649043	0.7405423791477955	0.7742870875311951	0.6585177927719753	0.785144652925409	0.8032749792032536	0.7353507717903688	0.767576670671966	0.8858641279230982	0.8993304371938257	0.8549462981791294	0.7798302985488492	0.8111278306682688	0.7941983547462796	0.7828797485904427	1.0	0.812746094833164	0.627413993899621	0.8578630187632869	0.4092385617894445	0.502642388390794	0.8719253165726961	0.5847531195119697	0.8923675016175248	0.835130788427766	0.7467947130048987	0.8134115907200297
LiJ_2014__V1.UC63-0__bin.82	0.582813569590303	0.8754765329154552	0.7218502714697209	0.8658484810177908	0.8395251804166538	0.5344840882727784	0.8629632456473018	0.7695393402518559	0.8193969070976472	0.8877334166545422	0.9105477653935535	0.7016353377331385	0.8838543691558878	0.7731456857025416	0.8278765097000039	0.6848291795961624	0.8123368657391618	0.8324492380641175	0.7675715922380887	0.8034692788819693	0.8789572605131409	0.8913139229898956	0.8503700558840436	0.7917939740002846	0.8243385385237358	0.8001074112148122	0.7686480895353173	0.8738689424169351	1.0	0.6610711068602454	0.8442660617928529	0.43011075837405977	0.5404775704553171	0.8622961989468771	0.6398130679139407	0.8731867897721627	0.857987029559153	0.7742849919262703	0.875540534416509
CosteaPI_2017__SID713B063-11-0-0__bin.75	0.6440177555264491	0.9224001528548128	0.7933458312449637	0.915819642397273	0.8808164440764606	0.586146148031025	0.8923425830801907	0.9168237212947247	0.9008011032129971	0.921405488927718	0.9253824831707405	0.7747706485530022	0.9475835370935987	0.9187593284357026	0.8722299911111603	0.7883459281637762	0.9478421718675147	0.9138480368402252	0.8506060194889886	0.9071611925998333	0.9437294912869988	0.9538289853707975	0.9399568572828948	0.8968673070692581	0.91875711314856	0.8826601168010145	0.839143016168827	0.939834462668258	0.9209879073013095	1.0	0.8989247550030875	0.49498597446327747	0.5935003475231705	0.9296779249405334	0.7039047204999904	0.9383009301436891	0.8849102947162633	0.8815214592096409	0.8988405740916631
LiJ_2017__H2M513938__bin.20	0.6198936247605344	0.8578548737804434	0.6985332988449071	0.864387736131207	0.815246578775068	0.5308241656091115	0.8614705002707881	0.7716105017257685	0.8621454495485519	0.8764923653940977	0.8737671061246595	0.7199518239796949	0.9246663648929377	0.778150638978927	0.8151754463960942	0.682373315658015	0.8212855560854558	0.8419192000840656	0.77739202832362	0.8243402067688925	0.9014371973842684	0.9139698334047353	0.8774817521198257	0.8065284165770775	0.8402209145360633	0.8133809704719795	0.7894667496544422	0.9377773556538117	0.8583604794969001	0.65600624024961	1.0	0.42644224939982056	0.5303900964328728	0.8969962736333288	0.6128187821813391	0.90846030732421	0.864383290357521	0.7882684115654781	0.8480228431935205
XieH_2016__YSZC12003_35989__bin.7	0.6993756112112024	0.9274266673672115	0.792468691580073	0.9167659575910525	0.9000672861968384	0.5779070772537063	0.8973563473594829	0.8855693988478298	0.8920759910307668	0.9327332941254235	0.9350281432568892	0.7849917883721994	0.956622436302683	0.8798754951128527	0.8808051293437308	0.7953660657235301	0.9124287944245675	0.9112398456315666	0.874369721550396	0.8954004715118379	0.9523293396630945	0.9359967594154067	0.9364357298179544	0.8886955799578656	0.9235225425708072	0.899946950681082	0.8609768871066427	0.9380136504541394	0.9168990046049521	0.7574052951016665	0.8941513549609588	1.0	0.6322690702132311	0.9379026367036881	0.7081329859987086	0.94574224132525	0.8904929857953245	0.8874990042659788	0.9080450224315572
ZeeviD_2015__PNP_Main_429__bin.44	0.6907292305945394	0.9482079468372431	0.8103136667540817	0.9417646931597289	0.9133692275665548	0.5837386416785848	0.9153854056553018	0.8447245480327563	0.8702643808988247	0.9676965418794592	0.9816766382883235	0.748345422741786	0.9197232638428908	0.8355993652046729	0.9278562410275683	0.7467307229583409	0.877785678173909	0.8728753416620931	0.8237719765439342	0.8583842728646626	0.9243760864922151	0.9129880259433389	0.8984077397447301	0.8562619801396658	0.8814361568387842	0.8580699842923303	0.8203269682575302	0.9188865127621437	0.9189439633613873	0.7243134991335097	0.8869852088363077	0.5042804075883455	1.0	0.9049963096438604	0.7222885344825256	0.9161126626527848	0.907129416599303	0.8298083448009236	0.9281103754430454
