	QinN_2014__HD-35__bin.38	NielsenHB_2014__MH0063__bin.7	ZeeviD_2015__PNP_Main_643__bin.11	CosteaPI_2017__SID713B014-11-0-0__bin.75	ZeeviD_2015__PNP_Main_393__bin.10	ZeeviD_2015__PNP_Main_256__bin.32	LoombaR_2017__SID0012_qdz__bin.20	LiuW_2016__SRR3993048__bin.89	ChengpingW_2017__AS78raw__bin.26	LiJ_2014__O2.UC24-1__bin.30	ZeeviD_2015__PNP_Main_313__bin.25	WenC_2017__N041__bin.34	CM_madagascar__A91_01_1FE__bin.7	LiJ_2014__MH0402__bin.26	ZeeviD_2015__PNP_Validation_66__bin.3	SchirmerM_2016__G88801__bin.13	BritoIL_2016__M1.3.ST__bin.37	ZeeviD_2015__PNP_Main_597__bin.40	LiJ_2017__H2M614904__bin.68	CosteaPI_2017__SID713B066-11-90-0__bin.49	CosteaPI_2017__SID713A056-11-90-0__bin.34	ZeeviD_2015__PNP_Main_46__bin.29	LiJ_2017__H3M516751__bin.20	CosteaPI_2017__SID713B066-11-0-0__bin.59	ChengpingW_2017__AS67raw__bin.51	CM_madagascar__A39_01_1FE__bin.25	LiuW_2016__SRR3992978__bin.28	ZeeviD_2015__PNP_Main_650__bin.39	Bengtsson-PalmeJ_2015__TRAVELRES11__bin.68	LeChatelierE_2013__MH0063__bin.4	XieH_2016__YSZC12003_37100__bin.78	XieH_2016__YSZC12003_37652__bin.105	CosteaPI_2017__SID713A055-11-90-0__bin.41	LiuW_2016__SRR3993017__bin.46	BackhedF_2015__SID335_M__bin.68	CM_madagascar__A08_01_1FE__bin.70	LeChatelierE_2013__MH0430__bin.16	ZeeviD_2015__PNP_Main_634__bin.3	ZeeviD_2015__PNP_Main_107__bin.49	ZeeviD_2015__PNP_Main_438__bin.46	XieH_2016__YSZC12003_35989__bin.106	NielsenHB_2014__O2_UC24_2__bin.22	BritoIL_2016__M2.49.ST__bin.75	CosteaPI_2017__SID713B014-11-90-0__bin.30	BritoIL_2016__M1.15.ST__bin.73	LiuW_2016__SRR3992961__bin.139	CosteaPI_2017__SID713A014-11-0-0__bin.30	LiJ_2017__H1M513729__bin.50	LiJ_2014__MH0357__bin.7
ZeeviD_2015__PNP_Main_313__bin.25	10307.0	8730.0	7305.0	11993.0	10734.0	11163.0	10792.0	10241.0	10641.0	11114.0	0.0	10987.0	9629.0	11568.0	583.0	7402.0	6749.0	11380.0	11222.0	10232.0	11440.0	11655.0	11704.0	9327.0	11668.0	4933.0	9829.0	8180.0	11473.0	11216.0	5249.0	10030.0	10802.0	11118.0	9656.0	10276.0	9834.0	11315.0	10901.0	11275.0	11208.0	11443.0	10637.0	11928.0	10372.0	7863.0	9021.0	5073.0	11069.0
WenC_2017__N041__bin.34	1071.0	8890.0	7049.0	282.0	11818.0	10840.0	11815.0	10706.0	3160.0	11836.0	10987.0	0.0	9919.0	11313.0	11273.0	7414.0	7096.0	12503.0	373.0	11270.0	12380.0	12172.0	9798.0	10639.0	339.0	5299.0	10847.0	7153.0	11945.0	12204.0	10659.0	10163.0	11447.0	12799.0	10098.0	11159.0	10435.0	11687.0	11218.0	12465.0	855.0	11765.0	11107.0	501.0	11044.0	8252.0	6329.0	318.0	11923.0
CM_madagascar__A91_01_1FE__bin.7	9780.0	8848.0	7346.0	10592.0	11108.0	10368.0	11032.0	10343.0	10541.0	11029.0	9629.0	9919.0	0.0	11919.0	9842.0	8029.0	6597.0	11273.0	10352.0	9786.0	11038.0	11120.0	10791.0	9141.0	10469.0	5267.0	9994.0	7817.0	11747.0	11726.0	10794.0	10481.0	10639.0	11019.0	8980.0	1499.0	10804.0	10956.0	10852.0	11382.0	10095.0	11266.0	10115.0	10492.0	9872.0	8103.0	8937.0	5242.0	11234.0
LiJ_2014__MH0402__bin.26	10665.0	4353.0	7071.0	12560.0	11633.0	12791.0	11506.0	10566.0	12423.0	11320.0	11568.0	11313.0	11919.0	0.0	12086.0	3658.0	8007.0	12090.0	11844.0	12649.0	12251.0	12329.0	12742.0	11414.0	12135.0	6431.0	10163.0	9265.0	6039.0	5563.0	12542.0	10351.0	12123.0	12007.0	10521.0	12552.0	11176.0	11755.0	5848.0	12060.0	11856.0	11828.0	12715.0	12727.0	12617.0	7961.0	9905.0	5567.0	11895.0
ZeeviD_2015__PNP_Validation_66__bin.3	10371.0	8675.0	7286.0	12464.0	11549.0	11340.0	11103.0	10421.0	11434.0	11744.0	583.0	11273.0	9842.0	12086.0	0.0	7723.0	6743.0	12122.0	11561.0	10222.0	11679.0	12500.0	12198.0	9501.0	11927.0	4874.0	9992.0	8197.0	14387.0	11356.0	5164.0	9896.0	11294.0	11547.0	10048.0	10792.0	10031.0	11963.0	10982.0	11920.0	11813.0	12561.0	11522.0	12404.0	10406.0	7357.0	9027.0	5141.0	11222.0
SchirmerM_2016__G88801__bin.13	7197.0	3055.0	5046.0	7883.0	7114.0	7947.0	7297.0	6801.0	7937.0	7263.0	7402.0	7414.0	8029.0	3658.0	7723.0	0.0	5459.0	7653.0	7767.0	8018.0	7521.0	7092.0	7991.0	7015.0	7788.0	4100.0	6698.0	6273.0	4470.0	3644.0	7633.0	6564.0	7077.0	7109.0	6745.0	8028.0	7353.0	7355.0	3597.0	7544.0	7683.0	7109.0	8069.0	7966.0	8100.0	5502.0	6181.0	3757.0	7774.0
BritoIL_2016__M1.3.ST__bin.37	6575.0	6288.0	5181.0	7623.0	7599.0	917.0	7560.0	6895.0	7550.0	7563.0	6749.0	7096.0	6597.0	8007.0	6743.0	5459.0	0.0	8098.0	7339.0	6789.0	7744.0	7711.0	7802.0	6343.0	7565.0	3770.0	7019.0	5983.0	7757.0	7656.0	7286.0	6883.0	7064.0	7386.0	6683.0	7151.0	7238.0	7222.0	7529.0	7774.0	7025.0	7455.0	304.0	7804.0	364.0	5611.0	6157.0	3545.0	7740.0
ZeeviD_2015__PNP_Main_597__bin.40	11372.0	8696.0	6216.0	13846.0	12209.0	13013.0	10280.0	9337.0	12610.0	10142.0	11380.0	12503.0	11273.0	12090.0	12122.0	7653.0	8098.0	0.0	12940.0	13294.0	2590.0	11715.0	13590.0	12068.0	13444.0	5305.0	9609.0	9926.0	12567.0	12223.0	11437.0	8716.0	11284.0	10833.0	10810.0	13224.0	9155.0	9825.0	12151.0	2059.0	12263.0	10234.0	12934.0	13665.0	12729.0	6853.0	9971.0	5424.0	3750.0
LiJ_2017__H2M614904__bin.68	1428.0	9118.0	7269.0	404.0	12406.0	11211.0	12033.0	11139.0	3376.0	12084.0	11222.0	373.0	10352.0	11844.0	11561.0	7767.0	7339.0	12940.0	0.0	11377.0	12721.0	12666.0	9744.0	10678.0	486.0	5448.0	11086.0	7294.0	12509.0	12657.0	11344.0	10634.0	12237.0	13068.0	10302.0	11356.0	10731.0	11932.0	11520.0	12866.0	692.0	12211.0	11400.0	580.0	11711.0	8297.0	6745.0	419.0	12405.0
CosteaPI_2017__SID713B066-11-90-0__bin.49	9623.0	9299.0	7537.0	12416.0	12469.0	11231.0	11841.0	11020.0	11404.0	11744.0	10232.0	11270.0	9786.0	12649.0	10222.0	8018.0	6789.0	13294.0	11377.0	0.0	13608.0	12271.0	11521.0	198.0	12098.0	5400.0	10826.0	8620.0	13346.0	12673.0	10098.0	10611.0	12604.0	12800.0	9956.0	10532.0	10631.0	13101.0	12673.0	12973.0	10731.0	11949.0	10886.0	12353.0	10926.0	8359.0	8940.0	5198.0	12286.0
CosteaPI_2017__SID713A056-11-90-0__bin.34	11264.0	8568.0	5786.0	15098.0	11677.0	13348.0	10461.0	9119.0	12834.0	10513.0	11440.0	12380.0	11038.0	12251.0	11679.0	7521.0	7744.0	2590.0	12721.0	13608.0	0.0	11491.0	14342.0	12646.0	13945.0	5131.0	9300.0	10409.0	12524.0	12075.0	11125.0	8475.0	11782.0	11411.0	11021.0	13764.0	8768.0	9751.0	11738.0	2047.0	12165.0	10707.0	12762.0	14769.0	12338.0	6657.0	10074.0	5401.0	3642.0
ZeeviD_2015__PNP_Main_46__bin.29	10675.0	8607.0	6679.0	13596.0	11021.0	12475.0	10535.0	10018.0	12770.0	11040.0	11655.0	12172.0	11120.0	12329.0	12500.0	7092.0	7711.0	11715.0	12666.0	12271.0	11491.0	0.0	13441.0	11410.0	13439.0	3719.0	9325.0	9510.0	11635.0	11522.0	11656.0	9551.0	10935.0	11340.0	10735.0	12293.0	9849.0	11218.0	10881.0	11540.0	12267.0	10864.0	12738.0	13319.0	12252.0	7508.0	10009.0	5666.0	11168.0
LiJ_2017__H3M516751__bin.20	8555.0	9129.0	7653.0	12868.0	12808.0	12318.0	12438.0	11272.0	9691.0	12968.0	11704.0	9798.0	10791.0	12742.0	12198.0	7991.0	7802.0	13590.0	9744.0	11521.0	14342.0	13441.0	0.0	11049.0	10763.0	5548.0	11046.0	1184.0	12349.0	12292.0	11293.0	10864.0	13849.0	13717.0	10562.0	12968.0	11081.0	12927.0	11358.0	13976.0	9673.0	13014.0	12495.0	11240.0	12261.0	8434.0	7429.0	4317.0	13043.0
CosteaPI_2017__SID713B066-11-0-0__bin.59	8908.0	8697.0	7267.0	11453.0	11507.0	10170.0	10802.0	10064.0	10898.0	10700.0	9327.0	10639.0	9141.0	11414.0	9501.0	7015.0	6343.0	12068.0	10678.0	198.0	12646.0	11410.0	11049.0	0.0	11140.0	5088.0	9660.0	8026.0	12125.0	11781.0	9369.0	10013.0	11830.0	11634.0	9217.0	9934.0	10000.0	11750.0	11616.0	11799.0	9827.0	11083.0	9942.0	11439.0	9987.0	7759.0	8436.0	4809.0	11432.0
ChengpingW_2017__AS67raw__bin.51	1497.0	9246.0	7400.0	617.0	12439.0	12573.0	12361.0	11670.0	3666.0	12534.0	11668.0	339.0	10469.0	12135.0	11927.0	7788.0	7565.0	13444.0	486.0	12098.0	13945.0	13439.0	10763.0	11140.0	0.0	5495.0	11427.0	7572.0	12551.0	12596.0	11075.0	10807.0	12451.0	13786.0	10857.0	11806.0	10630.0	12478.0	11845.0	13790.0	774.0	12674.0	12431.0	652.0	12203.0	8464.0	6769.0	378.0	12718.0
CM_madagascar__A39_01_1FE__bin.25	5092.0	4414.0	3605.0	5549.0	4991.0	5380.0	5195.0	5113.0	5712.0	5125.0	4933.0	5299.0	5267.0	6431.0	4874.0	4100.0	3770.0	5305.0	5448.0	5400.0	5131.0	3719.0	5548.0	5088.0	5495.0	0.0	5025.0	4550.0	6036.0	5881.0	4976.0	4920.0	4829.0	5159.0	5141.0	5198.0	4992.0	5282.0	5629.0	5085.0	5378.0	5181.0	5311.0	5511.0	5130.0	4521.0	5240.0	3352.0	5271.0
LiuW_2016__SRR3992978__bin.28	9923.0	7899.0	5728.0	11473.0	10062.0	10558.0	1736.0	3428.0	11001.0	8798.0	9829.0	10847.0	9994.0	10163.0	9992.0	6698.0	7019.0	9609.0	11086.0	10826.0	9300.0	9325.0	11046.0	9660.0	11427.0	5025.0	0.0	8513.0	10438.0	10390.0	9875.0	7481.0	9150.0	3090.0	9787.0	10802.0	8183.0	8713.0	10285.0	9055.0	10453.0	9235.0	10680.0	11308.0	10173.0	3264.0	9981.0	5665.0	9132.0
ZeeviD_2015__PNP_Main_650__bin.39	6379.0	6416.0	6292.0	8330.0	9696.0	8354.0	9279.0	8575.0	7091.0	9644.0	8180.0	7153.0	7817.0	9265.0	8197.0	6273.0	5983.0	9926.0	7294.0	8620.0	10409.0	9510.0	1184.0	8026.0	7572.0	4550.0	8513.0	0.0	9025.0	8964.0	8501.0	8025.0	9368.0	10128.0	8202.0	8323.0	8179.0	9260.0	8804.0	9719.0	6787.0	9911.0	8349.0	8273.0	8521.0	6488.0	5434.0	3256.0	9605.0
Bengtsson-PalmeJ_2015__TRAVELRES11__bin.68	11051.0	4216.0	7041.0	12760.0	11749.0	12379.0	11308.0	10227.0	12258.0	11399.0	11473.0	11945.0	11747.0	6039.0	14387.0	4470.0	7757.0	12567.0	12509.0	13346.0	12524.0	11635.0	12349.0	12125.0	12551.0	6036.0	10438.0	9025.0	0.0	5823.0	12187.0	9724.0	11868.0	12891.0	10619.0	12332.0	10902.0	11837.0	6168.0	12321.0	11618.0	12555.0	13276.0	12738.0	12333.0	8027.0	9547.0	5511.0	12110.0
LeChatelierE_2013__MH0063__bin.4	10767.0	789.0	6766.0	12809.0	11420.0	11969.0	11333.0	10276.0	11902.0	10367.0	11216.0	12204.0	11726.0	5563.0	11356.0	3644.0	7656.0	12223.0	12657.0	12673.0	12075.0	11522.0	12292.0	11781.0	12596.0	5881.0	10390.0	8964.0	5823.0	0.0	11745.0	9880.0	11298.0	12105.0	10528.0	11858.0	10647.0	11098.0	6171.0	11753.0	11333.0	10838.0	12157.0	12823.0	12246.0	8234.0	9791.0	5802.0	11522.0
XieH_2016__YSZC12003_37100__bin.78	10233.0	9330.0	7226.0	11427.0	11503.0	11103.0	11025.0	10640.0	11076.0	11243.0	5249.0	10659.0	10794.0	12542.0	5164.0	7633.0	7286.0	11437.0	11344.0	10098.0	11125.0	11656.0	11293.0	9369.0	11075.0	4976.0	9875.0	8501.0	12187.0	11745.0	0.0	10402.0	10654.0	11037.0	10001.0	11365.0	10225.0	11013.0	11339.0	10866.0	11268.0	11434.0	10927.0	11603.0	10821.0	7983.0	9232.0	5149.0	11342.0
XieH_2016__YSZC12003_37652__bin.105	9387.0	7785.0	5803.0	10801.0	9819.0	10288.0	7779.0	7509.0	10852.0	8179.0	10030.0	10163.0	10481.0	10351.0	9896.0	6564.0	6883.0	8716.0	10634.0	10611.0	8475.0	9551.0	10864.0	10013.0	10807.0	4920.0	7481.0	8025.0	9724.0	9880.0	10402.0	0.0	8976.0	8168.0	9410.0	11053.0	8067.0	8594.0	9767.0	8536.0	10180.0	8000.0	10297.0	10851.0	10058.0	6152.0	9055.0	5211.0	8686.0
CosteaPI_2017__SID713A055-11-90-0__bin.41	10130.0	8169.0	6494.0	13766.0	7495.0	11822.0	10112.0	9867.0	12180.0	10579.0	10802.0	11447.0	10639.0	12123.0	11294.0	7077.0	7064.0	11284.0	12237.0	12604.0	11782.0	10935.0	13849.0	11830.0	12451.0	4829.0	9150.0	9368.0	11868.0	11298.0	10654.0	8976.0	0.0	11561.0	10061.0	12439.0	9109.0	11561.0	10593.0	11567.0	11493.0	10759.0	12007.0	12616.0	11889.0	7365.0	9335.0	5342.0	10960.0
LiuW_2016__SRR3993017__bin.46	10796.0	8447.0	6284.0	14436.0	11218.0	12051.0	3837.0	3915.0	12768.0	10462.0	11118.0	12799.0	11019.0	12007.0	11547.0	7109.0	7386.0	10833.0	13068.0	12800.0	11411.0	11340.0	13717.0	11634.0	13786.0	5159.0	3090.0	10128.0	12891.0	12105.0	11037.0	8168.0	11561.0	0.0	10705.0	12236.0	9190.0	10462.0	11979.0	10621.0	12035.0	10629.0	12433.0	14085.0	12574.0	3428.0	9908.0	5351.0	9698.0
BackhedF_2015__SID335_M__bin.68	9261.0	8002.0	6461.0	10942.0	10683.0	10031.0	10271.0	9707.0	10665.0	10508.0	9656.0	10098.0	8980.0	10521.0	10048.0	6745.0	6683.0	10810.0	10302.0	9956.0	11021.0	10735.0	10562.0	9217.0	10857.0	5141.0	9787.0	8202.0	10619.0	10528.0	10001.0	9410.0	10061.0	10705.0	0.0	10314.0	9722.0	10387.0	10662.0	10750.0	9773.0	10718.0	9865.0	10970.0	9730.0	7315.0	8514.0	5117.0	10794.0
CM_madagascar__A08_01_1FE__bin.70	10146.0	9088.0	7806.0	13628.0	12211.0	11541.0	11597.0	11139.0	11914.0	12853.0	10276.0	11159.0	1499.0	12552.0	10792.0	8028.0	7151.0	13224.0	11356.0	10532.0	13764.0	12293.0	12968.0	9934.0	11806.0	5198.0	10802.0	8323.0	12332.0	11858.0	11365.0	11053.0	12439.0	12236.0	10314.0	0.0	11174.0	12316.0	11521.0	13158.0	11127.0	12162.0	11634.0	13208.0	11043.0	8337.0	9454.0	5264.0	12481.0
LeChatelierE_2013__MH0430__bin.16	9916.0	7932.0	5859.0	10894.0	10183.0	10756.0	8823.0	7901.0	10955.0	8607.0	9834.0	10435.0	10804.0	11176.0	10031.0	7353.0	7238.0	9155.0	10731.0	10631.0	8768.0	9849.0	11081.0	10000.0	10630.0	4992.0	8183.0	8179.0	10902.0	10647.0	10225.0	8067.0	9109.0	9190.0	9722.0	11174.0	0.0	8976.0	10398.0	8805.0	10335.0	9102.0	11034.0	10833.0	10596.0	6377.0	9031.0	5029.0	9051.0
ZeeviD_2015__PNP_Main_634__bin.3	10515.0	8335.0	2802.0	12935.0	11268.0	12163.0	10091.0	9313.0	11937.0	9637.0	11315.0	11687.0	10956.0	11755.0	11963.0	7355.0	7222.0	9825.0	11932.0	13101.0	9751.0	11218.0	12927.0	11750.0	12478.0	5282.0	8713.0	9260.0	11837.0	11098.0	11013.0	8594.0	11561.0	10462.0	10387.0	12316.0	8976.0	0.0	10724.0	9581.0	11544.0	9950.0	12075.0	12752.0	11970.0	6768.0	9809.0	5364.0	9128.0
ZeeviD_2015__PNP_Main_107__bin.49	10013.0	3812.0	6906.0	12002.0	10970.0	11594.0	11162.0	10421.0	11705.0	10841.0	10901.0	11218.0	10852.0	5848.0	10982.0	3597.0	7529.0	12151.0	11520.0	12673.0	11738.0	10881.0	11358.0	11616.0	11845.0	5629.0	10285.0	8804.0	6168.0	6171.0	11339.0	9767.0	10593.0	11979.0	10662.0	11521.0	10398.0	10724.0	0.0	11631.0	10742.0	11476.0	12021.0	11984.0	11892.0	8268.0	9010.0	5544.0	11442.0
ZeeviD_2015__PNP_Main_438__bin.46	11398.0	8669.0	5917.0	13820.0	12057.0	13054.0	10079.0	9288.0	13010.0	9712.0	11275.0	12465.0	11382.0	12060.0	11920.0	7544.0	7774.0	2059.0	12866.0	12973.0	2047.0	11540.0	13976.0	11799.0	13790.0	5085.0	9055.0	9719.0	12321.0	11753.0	10866.0	8536.0	11567.0	10621.0	10750.0	13158.0	8805.0	9581.0	11631.0	0.0	12695.0	10012.0	12669.0	13890.0	12832.0	6724.0	9822.0	5354.0	3365.0
XieH_2016__YSZC12003_35989__bin.106	1688.0	8780.0	7297.0	818.0	11565.0	11716.0	11551.0	10935.0	3459.0	11688.0	11208.0	855.0	10095.0	11856.0	11813.0	7683.0	7025.0	12263.0	692.0	10731.0	12165.0	12267.0	9673.0	9827.0	774.0	5378.0	10453.0	6787.0	11618.0	11333.0	11268.0	10180.0	11493.0	12035.0	9773.0	11127.0	10335.0	11544.0	10742.0	12695.0	0.0	11547.0	11321.0	1028.0	11163.0	7922.0	6743.0	642.0	11895.0
NielsenHB_2014__O2_UC24_2__bin.22	10907.0	8021.0	6359.0	13108.0	11136.0	11981.0	9997.0	9210.0	12119.0	313.0	11443.0	11765.0	11266.0	11828.0	12561.0	7109.0	7455.0	10234.0	12211.0	11949.0	10707.0	10864.0	13014.0	11083.0	12674.0	5181.0	9235.0	9911.0	12555.0	10838.0	11434.0	8000.0	10759.0	10629.0	10718.0	12162.0	9102.0	9950.0	11476.0	10012.0	11547.0	0.0	12986.0	13073.0	11870.0	6725.0	9758.0	5645.0	9548.0
BritoIL_2016__M2.49.ST__bin.75	10267.0	9367.0	7316.0	12564.0	12243.0	2212.0	11972.0	11177.0	12169.0	12558.0	10637.0	11107.0	10115.0	12715.0	11522.0	8069.0	304.0	12934.0	11400.0	10886.0	12762.0	12738.0	12495.0	9942.0	12431.0	5311.0	10680.0	8349.0	13276.0	12157.0	10927.0	10297.0	12007.0	12433.0	9865.0	11634.0	11034.0	12075.0	12021.0	12669.0	11321.0	12986.0	0.0	12545.0	402.0	7932.0	9074.0	5031.0	12305.0
CosteaPI_2017__SID713B014-11-90-0__bin.30	1333.0	9134.0	7485.0	189.0	12612.0	12503.0	12485.0	11563.0	4021.0	12715.0	11928.0	501.0	10492.0	12727.0	12404.0	7966.0	7804.0	13665.0	580.0	12353.0	14769.0	13319.0	11240.0	11439.0	652.0	5511.0	11308.0	8273.0	12738.0	12823.0	11603.0	10851.0	12616.0	14085.0	10970.0	13208.0	10833.0	12752.0	11984.0	13890.0	1028.0	13073.0	12545.0	0.0	12831.0	8415.0	6851.0	373.0	12707.0
