	QinN_2014__HD-35__bin.38	NielsenHB_2014__MH0063__bin.7	ZeeviD_2015__PNP_Main_643__bin.11	CosteaPI_2017__SID713B014-11-0-0__bin.75	ZeeviD_2015__PNP_Main_393__bin.10	ZeeviD_2015__PNP_Main_256__bin.32	LoombaR_2017__SID0012_qdz__bin.20	LiuW_2016__SRR3993048__bin.89	ChengpingW_2017__AS78raw__bin.26	LiJ_2014__O2.UC24-1__bin.30	ZeeviD_2015__PNP_Main_313__bin.25	WenC_2017__N041__bin.34	CM_madagascar__A91_01_1FE__bin.7	LiJ_2014__MH0402__bin.26	ZeeviD_2015__PNP_Validation_66__bin.3	SchirmerM_2016__G88801__bin.13	BritoIL_2016__M1.3.ST__bin.37	ZeeviD_2015__PNP_Main_597__bin.40	LiJ_2017__H2M614904__bin.68	CosteaPI_2017__SID713B066-11-90-0__bin.49	CosteaPI_2017__SID713A056-11-90-0__bin.34	ZeeviD_2015__PNP_Main_46__bin.29	LiJ_2017__H3M516751__bin.20	CosteaPI_2017__SID713B066-11-0-0__bin.59	ChengpingW_2017__AS67raw__bin.51	CM_madagascar__A39_01_1FE__bin.25	LiuW_2016__SRR3992978__bin.28	ZeeviD_2015__PNP_Main_650__bin.39	Bengtsson-PalmeJ_2015__TRAVELRES11__bin.68	LeChatelierE_2013__MH0063__bin.4	XieH_2016__YSZC12003_37100__bin.78	XieH_2016__YSZC12003_37652__bin.105	CosteaPI_2017__SID713A055-11-90-0__bin.41	LiuW_2016__SRR3993017__bin.46	BackhedF_2015__SID335_M__bin.68	CM_madagascar__A08_01_1FE__bin.70	LeChatelierE_2013__MH0430__bin.16	ZeeviD_2015__PNP_Main_634__bin.3	ZeeviD_2015__PNP_Main_107__bin.49	ZeeviD_2015__PNP_Main_438__bin.46	XieH_2016__YSZC12003_35989__bin.106	NielsenHB_2014__O2_UC24_2__bin.22	BritoIL_2016__M2.49.ST__bin.75	CosteaPI_2017__SID713B014-11-90-0__bin.30	BritoIL_2016__M1.15.ST__bin.73	LiuW_2016__SRR3992961__bin.139	CosteaPI_2017__SID713A014-11-0-0__bin.30	LiJ_2017__H1M513729__bin.50	LiJ_2014__MH0357__bin.7
ZeeviD_2015__PNP_Main_313__bin.25	0.9926349426844623	0.9926018704640907	0.9922945638965773	0.9923458528282306	0.9929947300582467	0.9928013851674873	0.9927697944630507	0.9927589415511322	0.993000580818263	0.9925328911565083	1.0	0.9925818948812577	0.9933565888370822	0.9921166044699834	0.9996288172768686	0.9926925005824675	0.9933582248185296	0.9927006596987258	0.9926108195985137	0.9934164724594674	0.9927044817694948	0.992509052766348	0.9923226683319252	0.993515261072099	0.9925092094095834	0.9939263728145777	0.9928906267517563	0.9926794540555198	0.9922783067059537	0.9922310567937732	0.9964986872578631	0.9923745835671135	0.9927278896405751	0.9928624667053139	0.9923876196332561	0.9933711394273351	0.9928575578861741	0.9926616797651737	0.9926738178878203	0.9928012539545218	0.9924014022965284	0.9924970281202442	0.9932446421381403	0.9923693276141674	0.9933142834674193	0.9923483910017935	0.9928387086018851	0.9933461958681621	0.9928453281330696
WenC_2017__N041__bin.34	0.9992213898953711	0.9923229706390329	0.9924707063586161	0.9998234297457013	0.9921247039600385	0.9927816392604243	0.9919767049417114	0.9922810488429504	0.9979539337242874	0.9920077950332997	0.9925818948812577	1.0	0.9929340075197718	0.9920510788273286	0.9924558379085947	0.9925553653283261	0.9930071997461464	0.991803085234015	0.9997581679896109	0.9925209307758057	0.9918814454961696	0.9919699645535817	0.9935230668853409	0.9924890166252606	0.9997856493843584	0.9932967409688164	0.9920150232695781	0.9936307830940165	0.991723162119314	0.9913625255058167	0.9926627140730094	0.992159800288212	0.9920738838384643	0.9915780593937966	0.9919347173756602	0.9926538598012283	0.9922815249960982	0.992176323588381	0.9922303388023862	0.9918304187623134	0.9994216982861301	0.992056504483872	0.9927615239185136	0.9996857669356568	0.9927069238658058	0.9918129153938422	0.994918449504852	0.9995704072755175	0.9921126026360565
CM_madagascar__A91_01_1FE__bin.7	0.992627647978483	0.9922473012757606	0.991959818794936	0.9927813875383523	0.9924799304589896	0.9929231035958525	0.9923553249402673	0.9924235986990536	0.992719755837974	0.9923394879980219	0.9933565888370822	0.9929340075197718	1.0	0.9916089262607731	0.9932594396609584	0.9919506108974031	0.9932922210303157	0.9923483291962861	0.9928553484121923	0.9933287476710948	0.9925009918963428	0.9924234526843939	0.9925394597659032	0.9933230877559994	0.9928444003964321	0.9934694737886227	0.9926297228513252	0.992771501016262	0.991816714466937	0.9916347303509618	0.9925270887839177	0.991808736618175	0.9924551771285279	0.9924690344658372	0.9926806326932827	0.9989989154360694	0.9919898338209323	0.9924072423653145	0.9924598622458799	0.992277337357278	0.9927767327076269	0.9922988794890164	0.9931850368607645	0.9928473357484596	0.9933392662802379	0.9920225177064074	0.9927605731921684	0.9929565163644768	0.9923103092099004
LiJ_2014__MH0402__bin.26	0.9920242600098715	0.9963064062172525	0.9923463174973941	0.9916270015866032	0.9922463879685377	0.9913581564787816	0.9921917414058937	0.9923490889289883	0.9915933745803623	0.9922959026724779	0.9921166044699834	0.9920510788273286	0.9916089262607731	1.0	0.9918325476288303	0.9964443252091316	0.9918619695720801	0.9919450155703049	0.991949855839617	0.9915309559661935	0.9918615202900649	0.9917982348476231	0.9913157681306002	0.9917908751700945	0.9918460348614767	0.9919816166935983	0.9926019910493046	0.9915671149338976	0.9960341044687414	0.9961954068582527	0.9913738733317056	0.991992567344899	0.9916749358778468	0.9920569397089507	0.991419546730889	0.991610724798088	0.9918342892631425	0.9920771912750027	0.9961504459439801	0.9919783695337677	0.9917182876637692	0.9921273416466156	0.9915009865940847	0.9915142924198702	0.991543769721374	0.9921342464102186	0.99199934088462	0.9925232113525775	0.992009238247635
ZeeviD_2015__PNP_Validation_66__bin.3	0.9925560289633709	0.9926541195358928	0.9923865214469998	0.9921478848616839	0.9926651453728937	0.9928707179513939	0.9926692693632505	0.992705415254439	0.9926115377358247	0.9922669126715564	0.9996288172768686	0.9924558379085947	0.9932594396609584	0.9918325476288303	1.0	0.9924207183388586	0.9934366775163134	0.9923768869122933	0.9924737727809804	0.9934683789541483	0.9926245518621127	0.9920868346452306	0.9921403980832314	0.9935138566986275	0.9923970103109213	0.994044738989976	0.9928230816360099	0.9927187225741807	0.9910819165666092	0.9921510026548079	0.9965622172766556	0.9925265264509308	0.9924953320087978	0.9926489920773107	0.9921563607012438	0.993215463111281	0.9927807213377149	0.9923552071244894	0.9926472705117518	0.9924931213185908	0.9922211759437907	0.9919062331863125	0.9927831661494039	0.9921711886614778	0.9934020519200054	0.9928098896513036	0.9928937822365811	0.9932505261333694	0.9928380833735934
SchirmerM_2016__G88801__bin.13	0.9923047971789603	0.9963770651025391	0.9924356331746805	0.9923564420949341	0.993143595130931	0.9922234084506215	0.9928345082697257	0.9930154100532497	0.992226324913566	0.9928655135052303	0.9926925005824675	0.9925553653283261	0.9919506108974031	0.9964443252091316	0.9924207183388586	1.0	0.9922193573950312	0.9925999127808875	0.9923495696078847	0.9922155642114011	0.9927115171789569	0.9930858728354356	0.992133224255777	0.9926281509006476	0.9924049373758415	0.9930918281381634	0.9931249396969554	0.9921273084380745	0.9957686282119851	0.9963331149705311	0.9924773052727851	0.9928673339324309	0.9928886021686899	0.9931264201111917	0.9922793225491857	0.9922122973528795	0.9923898373849109	0.9927782130814987	0.9965525272361849	0.992708976637605	0.9922301328856618	0.9930737086397909	0.9922078699644241	0.992281007751938	0.9921473734418353	0.9925917547927388	0.9930156376945389	0.993047858196292	0.9924759489750489
BritoIL_2016__M1.3.ST__bin.37	0.9930557095797411	0.9922946936564792	0.9923922603987859	0.9927214709446047	0.9926769755012596	0.9991199320514604	0.9925796728185367	0.9929484124467935	0.9927239295021048	0.9924645420986296	0.9933582248185296	0.9930071997461464	0.9932922210303157	0.9918619695720801	0.9934366775163134	0.9922193573950312	1.0	0.9922344285812921	0.9928522731699716	0.9934732701137491	0.9925214077600052	0.9925247180652486	0.9924234405271156	0.9935082347065349	0.9926953310951017	0.9933489524159004	0.9926779017426365	0.9924718749095631	0.9921857213374031	0.9920649891484373	0.9927968791089722	0.9924313982065394	0.9928015179585007	0.9928189472456103	0.992514527394836	0.9931436712950801	0.9924096880820148	0.992935281820823	0.9923851732881305	0.9925429614246455	0.992957788835915	0.9926711010355818	0.9997138360280441	0.9925460522922513	0.9996520957883519	0.9922561929065016	0.9930255134579158	0.9931503276056289	0.992520647939941
ZeeviD_2015__PNP_Main_597__bin.40	0.9919518583549717	0.9927275220971765	0.9936482698790453	0.9914334309028803	0.9924598054952202	0.9919278700320702	0.9933790573400685	0.9935629137794458	0.9920256847571691	0.9934722470737104	0.9927006596987258	0.991803085234015	0.9923483291962861	0.9919450155703049	0.9923768869122933	0.9925999127808875	0.9922344285812921	1.0	0.9917236386057081	0.9917731330352585	0.9984538624188278	0.9927632607147292	0.9913411307756856	0.9919044201007587	0.9915982246531236	0.9936009630520451	0.993296199295923	0.9914309442536565	0.9917960174093903	0.9916962920339975	0.9925222658247215	0.9935117913292044	0.9927308614998492	0.9932323316251213	0.9917480664063096	0.9918543942167677	0.9935549455848738	0.9939464664307688	0.9920509794480759	0.9987934142333756	0.9918859923365867	0.9935221739265285	0.9920714124581932	0.9915323660050366	0.9921349119943056	0.9934479613436412	0.9922574703646933	0.9929417919051826	0.997712874928413
LiJ_2017__H2M614904__bin.68	0.9989952358135107	0.9922637683372787	0.9923648406637096	0.9997543330720589	0.9920081889329586	0.9927260435022955	0.9920110105045951	0.9921335412411759	0.9978586995405337	0.9920199593469627	0.9926108195985137	0.9997581679896109	0.9928553484121923	0.991949855839617	0.9924737727809804	0.9923495696078847	0.9928522731699716	0.9917236386057081	1.0	0.9926822742130728	0.9918541755914704	0.9918575842237962	0.993618379904184	0.9927171437671832	0.9997010575550321	0.9932676076527825	0.9920437728850976	0.9935803668713837	0.9916750355552982	0.9914421964555805	0.9924088665830196	0.9919520665873024	0.9918395028878837	0.9916067639155076	0.9919246995082077	0.9927249105188338	0.9922002708209013	0.9922016792662833	0.9922967258410076	0.9917765754479708	0.9995467855503183	0.9920289571256985	0.9927436232998437	0.9996491081599898	0.9924918128639973	0.9919227653990234	0.9947373923681656	0.9994516733124559	0.9919927705788378
CosteaPI_2017__SID713B066-11-90-0__bin.49	0.9931594877897248	0.9921759967421722	0.9921886902349819	0.9922402764401518	0.9921939999787149	0.9929533191115573	0.9922417385424611	0.9923488480920026	0.9926899685137893	0.9922952574895556	0.9934164724594674	0.9925209307758057	0.9933287476710948	0.9915309559661935	0.9934683789541483	0.9922155642114011	0.9934732701137491	0.9917731330352585	0.9926822742130728	1.0	0.9916427612051669	0.9922588158404398	0.9925655955041244	0.9998740240041534	0.9923914868674849	0.9934853655976634	0.9923554267572774	0.9925246029020498	0.9912571355949746	0.9911465104760122	0.9933420980105413	0.9920827199449648	0.9918109368563718	0.9919311830776737	0.9923244574271822	0.9933703048577058	0.9924391723557194	0.9917480305438137	0.9916842031356322	0.9919935271805341	0.9928769851147509	0.9923402176714108	0.9932591755958131	0.9922815168790661	0.9931642390726989	0.9920078095718886	0.9930294136910424	0.9932210816795755	0.9922396401153631
CosteaPI_2017__SID713A056-11-90-0__bin.34	0.99207108430597	0.9928026612009005	0.9940915835189287	0.9908262343691138	0.9927114184864193	0.9917554198478941	0.9932593478945853	0.9936891991116851	0.9918969804034968	0.9932671943355541	0.9927044817694948	0.9918814454961696	0.9925009918963428	0.9918615202900649	0.9926245518621127	0.9927115171789569	0.9925214077600052	0.9984538624188278	0.9918541755914704	0.9916427612051669	1.0	0.9929037501250536	0.9909418527833181	0.9915925435181941	0.9913558620210856	0.9937959169854759	0.9934907179738075	0.9910813814305262	0.9918199874726413	0.9917962173598155	0.9927015583566993	0.9936781943580402	0.9924043696471339	0.9929418081119414	0.9916079453819714	0.9915366480846778	0.9938152561716943	0.9939685518524544	0.9922849152280577	0.9987843335213944	0.9919737830038174	0.9932685525030271	0.9922252567669569	0.9909988042287153	0.9923544823380982	0.9936075514819207	0.9921924286553524	0.9929716667469136	0.9977535450132955
ZeeviD_2015__PNP_Main_46__bin.29	0.9924195890600646	0.9928069819159151	0.9931115710960327	0.9915113494182315	0.9930708893102702	0.9921399448945556	0.9931489433375018	0.993046817034396	0.9918941221277136	0.9928266691963921	0.992509052766348	0.9919699645535817	0.9924234526843939	0.9917982348476231	0.9920868346452306	0.9930858728354356	0.9925247180652486	0.9927632607147292	0.9918575842237962	0.9922588158404398	0.9929037501250536	1.0	0.9913924219243806	0.9923005030652905	0.9915732010361219	0.9954871324421664	0.9934194787662635	0.9916677910621946	0.992374002262565	0.9921938304024629	0.9922984267144689	0.9929112965773682	0.9928719400186953	0.9928678796721992	0.9916736989718357	0.9923392300842105	0.9929947323573803	0.9929397607650082	0.9928250346351489	0.9928731029422845	0.9918671589553738	0.9930282598051327	0.9920823022859881	0.991676514572505	0.9923106516804289	0.9928073061215497	0.9922048408024287	0.992630082427052	0.9930000940173619
LiJ_2017__H3M516751__bin.20	0.9938789542635177	0.9922923389445849	0.9919347019644212	0.9920318626418945	0.991742974953003	0.9920685256716931	0.9917612989036262	0.9920835969910364	0.9937197034502424	0.9914152634603214	0.9923226683319252	0.9935230668853409	0.9925394597659032	0.9913157681306002	0.9921403980832314	0.992133224255777	0.9924234405271156	0.9913411307756856	0.993618379904184	0.9925655955041244	0.9909418527833181	0.9913924219243806	1.0	0.9923745149096902	0.9931602955250551	0.9931615756479124	0.9920275420058895	0.9990389189136537	0.9917287063921848	0.991503826803035	0.9924277728345261	0.9917668652703279	0.9908894810971041	0.9911844019763598	0.9917241854841806	0.9918314538160301	0.9920268873993018	0.9916535597790295	0.9923102910620505	0.9911211459159875	0.993582892667196	0.9914656474933372	0.9920499943691437	0.9929071659079521	0.9921744258628811	0.9918627728127464	0.9941009110276993	0.9942934868817613	0.9915971854468896
CosteaPI_2017__SID713B066-11-0-0__bin.59	0.993137340249407	0.9921760932283669	0.992036016013449	0.9922787028921998	0.9922284814302782	0.993060805628867	0.9923669246592428	0.9924769764382251	0.992527837200373	0.9924132899307341	0.993515261072099	0.9924890166252606	0.9933230877559994	0.9917908751700945	0.9935138566986275	0.9926281509006476	0.9935082347065349	0.9919044201007587	0.9927171437671832	0.9998740240041534	0.9915925435181941	0.9923005030652905	0.9923745149096902	1.0	0.9924300801704795	0.9934171116283462	0.9926079820020431	0.9923484952485547	0.991446431380627	0.9912818512875198	0.9933438715521375	0.9919884335159199	0.9917303145835867	0.9920600200785809	0.9923255236912091	0.9932934704164003	0.9923201454871639	0.9920162582954474	0.9917521615428911	0.9920679258220981	0.9929347396271452	0.9923540786640644	0.9933158936109705	0.9922931344285136	0.9932410300001624	0.9920032156163522	0.9929254361431719	0.9932527138569811	0.9921848563133331
ChengpingW_2017__AS67raw__bin.51	0.9989610595110942	0.9922325823261425	0.9922750822338374	0.9996367233268372	0.9920733591840766	0.9921131174545186	0.9919305087611526	0.9919170398773218	0.9977469961485065	0.9918513611295493	0.9925092094095834	0.9997856493843584	0.9928444003964321	0.9918460348614767	0.9923970103109213	0.9924049373758415	0.9926953310951017	0.9915982246531236	0.9997010575550321	0.9923914868674849	0.9913558620210856	0.9915732010361219	0.9931602955250551	0.9924300801704795	1.0	0.9932971047639959	0.9919259393770672	0.9935458299771138	0.9917296067032951	0.9914448294739072	0.9926256928186566	0.991941449301299	0.9917857906250742	0.9913479032817843	0.9915963199358481	0.9925974786533255	0.9923449014379054	0.9920317809205917	0.9921593054382448	0.9914394138326409	0.9995018792153633	0.991832668295751	0.9922782536964188	0.9996134731864809	0.992357529583807	0.9918496028318393	0.9947804295022554	0.9995135047478333	0.9919488188477911
