	QinN_2014__HD-35__bin.38	NielsenHB_2014__MH0063__bin.7	ZeeviD_2015__PNP_Main_643__bin.11	CosteaPI_2017__SID713B014-11-0-0__bin.75	ZeeviD_2015__PNP_Main_393__bin.10	ZeeviD_2015__PNP_Main_256__bin.32	LoombaR_2017__SID0012_qdz__bin.20	LiuW_2016__SRR3993048__bin.89	ChengpingW_2017__AS78raw__bin.26	LiJ_2014__O2.UC24-1__bin.30	ZeeviD_2015__PNP_Main_313__bin.25	WenC_2017__N041__bin.34	CM_madagascar__A91_01_1FE__bin.7	LiJ_2014__MH0402__bin.26	ZeeviD_2015__PNP_Validation_66__bin.3	SchirmerM_2016__G88801__bin.13	BritoIL_2016__M1.3.ST__bin.37	ZeeviD_2015__PNP_Main_597__bin.40	LiJ_2017__H2M614904__bin.68	CosteaPI_2017__SID713B066-11-90-0__bin.49	CosteaPI_2017__SID713A056-11-90-0__bin.34	ZeeviD_2015__PNP_Main_46__bin.29	LiJ_2017__H3M516751__bin.20	CosteaPI_2017__SID713B066-11-0-0__bin.59	ChengpingW_2017__AS67raw__bin.51	CM_madagascar__A39_01_1FE__bin.25	LiuW_2016__SRR3992978__bin.28	ZeeviD_2015__PNP_Main_650__bin.39	Bengtsson-PalmeJ_2015__TRAVELRES11__bin.68	LeChatelierE_2013__MH0063__bin.4	XieH_2016__YSZC12003_37100__bin.78	XieH_2016__YSZC12003_37652__bin.105	CosteaPI_2017__SID713A055-11-90-0__bin.41	LiuW_2016__SRR3993017__bin.46	BackhedF_2015__SID335_M__bin.68	CM_madagascar__A08_01_1FE__bin.70	LeChatelierE_2013__MH0430__bin.16	ZeeviD_2015__PNP_Main_634__bin.3	ZeeviD_2015__PNP_Main_107__bin.49	ZeeviD_2015__PNP_Main_438__bin.46	XieH_2016__YSZC12003_35989__bin.106	NielsenHB_2014__O2_UC24_2__bin.22	BritoIL_2016__M2.49.ST__bin.75	CosteaPI_2017__SID713B014-11-90-0__bin.30	BritoIL_2016__M1.15.ST__bin.73	LiuW_2016__SRR3992961__bin.139	CosteaPI_2017__SID713A014-11-0-0__bin.30	LiJ_2017__H1M513729__bin.50	LiJ_2014__MH0357__bin.7
ZeeviD_2015__PNP_Main_313__bin.25	0.852357671484597	0.7187172054989088	0.5774158831515367	0.9543259962980851	0.9332595549053417	0.9444907674438576	0.9091112298116822	0.8614023301720678	0.9259470853968047	0.9065330452848093	1.0	0.9020941582468102	0.8827867050217041	0.8937389644505325	0.9566355818699969	0.6169443914893721	0.6189007176647361	0.9495643032597925	0.9249957212978263	0.9466024059401177	0.9550708863704607	0.947635385141057	0.9285167429727266	0.8760223966457411	0.9487122172326025	0.4946849687517701	0.8420613782110823	0.6805743266906356	0.9049616500380973	0.8793095362374098	0.9130853980228437	0.8011301864417826	0.9047101049850382	0.9487335346099803	0.7725783002497788	0.9441716158511145	0.8385890819701886	0.9391254880918085	0.9062632281939978	0.9539495923203843	0.8983806711075839	0.9289071555127042	0.9590395729702964	0.9520736631111312	0.9448878797310113	0.6258946446484551	0.7672361654788827	0.46436617650910283	0.9422895959626105
WenC_2017__N041__bin.34	0.8429766551391726	0.7096670999435576	0.5737456266305337	0.9787633039599792	0.9196513438631262	0.9203156609065967	0.902458156912421	0.8499924314432779	0.9464844820073651	0.9075790362622729	0.9076789289542339	1.0	0.8602819915538584	0.8721992509886619	0.9157451106204316	0.6103167701444644	0.6218828730609021	0.9347811032443063	0.9452379682929565	0.9234693283472785	0.9345188083230836	0.928946266924304	0.9270734321596862	0.8680607519161931	0.9692171170723964	0.48445565530525186	0.8324958893850839	0.6882532935478514	0.8844388635275848	0.8658876262370914	0.8902810539107989	0.7944030676249011	0.885069474448001	0.9313436915313672	0.7672941521102178	0.9309196072194839	0.8285277594436896	0.9154576893165686	0.8848292417164139	0.9350581062919526	0.9060616478862278	0.9076666721822141	0.9403634500607017	0.9770841261932733	0.9280294603772267	0.6176977982547582	0.7632818977895525	0.4536451946406039	0.9263986968599989
CM_madagascar__A91_01_1FE__bin.7	0.8478996462871657	0.7294640106458998	0.5839783553823281	0.9378554545535893	0.9441166958338074	0.9364051935833143	0.9223736470516047	0.8725598352493311	0.9254384338971178	0.9202164717432405	0.9264067659244279	0.8972353641248004	1.0	0.9078914905665925	0.9332522022363037	0.6375440543135197	0.6286072764878757	0.9416616705421254	0.9260935760278062	0.9375825319293903	0.9408019962340513	0.9380913057206371	0.9244918334136548	0.875043622878458	0.9351275066377083	0.5154977865783429	0.8666967925519607	0.6911998752353717	0.9175102553712067	0.8959455330811622	0.9232179814463749	0.8178308595592587	0.9012876578892535	0.9351971754106303	0.7841776464226683	0.9570674176406446	0.8620941793977295	0.9222828858978899	0.9199032818466187	0.9420266326461478	0.8932731923510079	0.9350341888317761	0.948667536780638	0.9375665528530321	0.9473157069207297	0.6492196458269683	0.789040398940012	0.4756868765763359	0.9337641718428221
LiJ_2014__MH0402__bin.26	0.8444565135019072	0.7442638997650743	0.5834421653573143	0.947318564175108	0.9474909692575846	0.9347285725111779	0.9305883244499457	0.8721373178063506	0.9332375527319574	0.9279233081567181	0.9266855280773991	0.8987874807386264	0.8970356430141208	1.0	0.9345088033950539	0.6496943441028621	0.6213523378887008	0.9478705130472125	0.9291421426225781	0.9432117866976533	0.9506390986940157	0.9493097481496451	0.9266027988986283	0.8780685578599035	0.9398495718291359	0.5064996084573219	0.8675499532674869	0.6938357289009018	0.9616370273069442	0.923396569580923	0.9182023138909238	0.8163500644150857	0.919623234900346	0.9546277818475762	0.7743444817743198	0.9448783691615934	0.8643304620203602	0.9369812059514487	0.9593660797736631	0.9494499456892415	0.904077096016369	0.9488057948316366	0.9447899562987849	0.9471644731856418	0.9422512440952838	0.6391675297446131	0.7818368403768914	0.4702118119584712	0.940077550711092
ZeeviD_2015__PNP_Validation_66__bin.3	0.7770556830933911	0.6586607857966728	0.5337553236821029	0.8853336322849946	0.8781911416606988	0.8871630379735539	0.8447520597546365	0.7967920701956348	0.8631381446702943	0.8470310084264211	0.8760259730988125	0.8334214571439408	0.8143733281574538	0.8253386073760745	1.0	0.5683216095200487	0.5730144813077127	0.886907032726283	0.8567502838925292	0.8728730370142315	0.8831885425660315	0.8810406641188846	0.8656139775518537	0.8169941749045697	0.8749495240198736	0.4564791079639384	0.7765163430626483	0.6278899590168506	0.8997770132944249	0.8069514069691432	0.8378070110857523	0.7385388849103034	0.839368141123032	0.8761096349443258	0.7144933550184837	0.887192598492302	0.7749730608857447	0.872791606151265	0.8330460943304041	0.8856314684550223	0.8469981014338525	0.8655849747787423	0.8904660076344223	0.8836944178585691	0.8796524352289992	0.5706914707306244	0.708502051388452	0.4248287163149523	0.8739310804871574
SchirmerM_2016__G88801__bin.13	0.7861808204622981	0.7088293592418432	0.5607453460006624	0.8669358838353696	0.8721846099012964	0.8590232863884495	0.8560307391759735	0.818507895785384	0.858264221744386	0.8557449341051191	0.8514738295021443	0.8371440676113925	0.8384739017940153	0.8647940270102604	0.8565426664940629	1.0	0.589778097580576	0.869332443414799	0.8534114197619076	0.8658246064716355	0.8674200712495229	0.862228506197767	0.8538771139067703	0.7999120729105548	0.8619569913804553	0.4988979692709113	0.8189542560578066	0.6697967925946225	0.888008964191987	0.8353569453154027	0.8529289135540533	0.7735843822659635	0.8365371521374017	0.8693938074447177	0.7343744483541831	0.8665408003550708	0.8121974879415478	0.8561089152688838	0.877062629978262	0.8697695570525764	0.8312052063596672	0.8627774200544375	0.8704714606824688	0.867502450358181	0.8670838299896942	0.6243041907429419	0.7439144534986744	0.4542695074569905	0.8685279862006587
BritoIL_2016__M1.3.ST__bin.37	0.8673349553517448	0.7475523155900642	0.6238453195364057	0.9594034318880514	0.9505717981319918	0.9544915741761967	0.9332923553832568	0.895707758206888	0.9505369882489163	0.9193977157388306	0.9308382586264387	0.9295686139437399	0.9009209962222117	0.901300240737823	0.9411273272238935	0.6427122761632913	1.0	0.9552638039507385	0.9405630406982496	0.9528600899194243	0.9485592372604988	0.9449353452224352	0.9433066091143266	0.8950573630231101	0.9486966446936913	0.5192425369442786	0.878129683303348	0.7280331316802914	0.9093349113813661	0.8838394201772739	0.9265896207921264	0.8330692057117521	0.8989359168373572	0.9421936089054673	0.8178453781635772	0.9554195323750233	0.8735301984896175	0.9364435658511383	0.9057247600866216	0.9549862409356896	0.9138107295052234	0.9318111032534416	0.9731450912568567	0.9590690738006163	0.9584305872610485	0.6637502702346186	0.8086784702705277	0.47409503464499414	0.9479729655455441
ZeeviD_2015__PNP_Main_597__bin.40	0.7983895437304251	0.6756327942732804	0.5529585395938206	0.9132527860351032	0.9148947711306701	0.9108836038239154	0.8772974936843467	0.8195805310064532	0.8935015021394964	0.8778766522263137	0.8809114429862206	0.8618613647009367	0.8324474561944255	0.8480768263693992	0.8984946963203374	0.5843438472739149	0.5892206447136386	1.0	0.8834224484110997	0.9130505043199577	0.9465100471293795	0.9146879691537335	0.886812644754321	0.8422886311460728	0.9041303327082187	0.4684296441028382	0.8098986952829373	0.654507915825945	0.8655267319806826	0.8317242143078717	0.8642028603086548	0.7590423599382758	0.8771093377872979	0.90444731606631	0.7401906081390703	0.9173035056325287	0.8026114682431833	0.9170588464630929	0.8637180622315741	0.9642102622373375	0.8539548617958209	0.892667513839064	0.9217446628421485	0.9118452895199426	0.9144591309005661	0.5909869370084568	0.7276615725199725	0.43420900221436326	0.926434999482995
LiJ_2017__H2M614904__bin.68	0.845659567682326	0.7012964294044565	0.5664845509027642	0.9785120455832861	0.9236726295596377	0.9170756436925508	0.8962178153724587	0.8425553487530762	0.9381155481085507	0.9010255763362958	0.9036609195675871	0.9177545614227164	0.8621338842424444	0.8754397197218163	0.9140071259585771	0.6040862398073088	0.610942654360068	0.9303071016817643	1.0	0.9250881819523318	0.9292182152258458	0.925587998686196	0.9085269924837084	0.8724080932229611	0.9673423316212627	0.48150321072749513	0.8290852877754348	0.6760628245833671	0.8940703884766062	0.8800350585737611	0.8891828948433194	0.7862194576274414	0.8922567677565845	0.9264269767751825	0.7590919043969592	0.9287921809622186	0.8186385230177506	0.9104239159927074	0.8898332516172641	0.9309413929178348	0.9085186622048106	0.9115229177872876	0.934795336947881	0.9835268734797241	0.9280906524750449	0.6112092232847955	0.7626275127691275	0.4546803076967017	0.9218197375248123
CosteaPI_2017__SID713B066-11-90-0__bin.49	0.8123622017233952	0.686333298300281	0.5571889555800146	0.9239815487457975	0.9224246952990649	0.9203683321225756	0.881356910962535	0.8317304749442455	0.9008776357078428	0.8802089047859384	0.8974902090318289	0.8701702028875705	0.8470824589506947	0.8624812178566933	0.9037384116630036	0.594794242414093	0.6006728655920374	0.9331448093143262	0.8977997318239093	1.0	0.940284622376419	0.9153778545681753	0.8948944908407817	0.9076224607292958	0.9182091796606567	0.4786648711264897	0.8177915548785065	0.6658874699861062	0.8815058976796185	0.8265950529480314	0.8758420925588641	0.7739415302206274	0.8887958523945861	0.9160685061713995	0.749037649751862	0.9173712737440362	0.8119562417927375	0.9168001579952163	0.8800420165640891	0.9356793159084321	0.8699698215277721	0.9008302833403977	0.9325736935655062	0.9242050288214226	0.9230010082589458	0.6039713622121178	0.7406210551724377	0.442796030254698	0.9142321582631614
CosteaPI_2017__SID713A056-11-90-0__bin.34	0.7488862566362025	0.6275445036086287	0.5162313170242612	0.8675785366326811	0.8445498399825828	0.8534629498134141	0.8181036077852124	0.7617277136671374	0.834934034658228	0.8231284340749855	0.826621879713081	0.8038572869206386	0.7759318622590315	0.7935335145686752	0.8347458408913954	0.5439706565326695	0.5458615558089406	0.8830568150129073	0.8232338647566845	0.8583580963646974	1.0	0.853622677296188	0.8346556976585428	0.7929130550068767	0.8504207474929901	0.43597484634796024	0.7531593621654619	0.6152454874350349	0.8070976989226566	0.7759076132022408	0.8035388862619077	0.7067008051214008	0.8176966453538543	0.8522504969738759	0.6922926481604191	0.8573127511556521	0.747335898461819	0.8522452254397909	0.8020296460533869	0.8876472668940807	0.798984280812512	0.8384870486314834	0.8653059782886597	0.8649438238970237	0.8506969758790415	0.5489696523054264	0.680178662833207	0.40509683544537345	0.8546321760734557
ZeeviD_2015__PNP_Main_46__bin.29	0.8236766345322614	0.6998778728825158	0.5671172736173842	0.9368155939015987	0.9303044872357276	0.9283175819766578	0.8994118245721164	0.8427116197401406	0.9214514410181003	0.900180968056272	0.9100330234533197	0.8865966658361086	0.8584501086159277	0.8792292655878772	0.9239349263669405	0.5999471250410893	0.603343639271121	0.9468495531948992	0.9098458554571753	0.9271588951005267	0.9471320598890796	1.0	0.9133394630852071	0.8667720656444955	0.9327944064844352	0.4820090612706133	0.8288389618259174	0.6675779408478945	0.8923830814169085	0.8633194010156203	0.8852209810644478	0.7880679232658008	0.8972822037159865	0.9299851318423062	0.7541045356654466	0.9385708787654399	0.8223354588598896	0.9293464210554637	0.8870142844275057	0.9470805886901399	0.8822216139262348	0.9114443871242456	0.9409876855156537	0.9359399986196361	0.9319638485015447	0.6105402487228708	0.7510127543291373	0.44967169563676307	0.9331786857765191
LiJ_2017__H3M516751__bin.20	0.7823351211926824	0.6629778773396384	0.5311408826450019	0.9039672117566586	0.8682727174006741	0.8693300957070105	0.8450652507089305	0.7970242273413737	0.8637476532246959	0.8455600746490053	0.8533406773266521	0.8467719454977178	0.8096360805018097	0.821305305251515	0.8687333962498615	0.5685946888150758	0.5764111158503751	0.8785302385566366	0.854682411471855	0.8674459583967257	0.8862755766322193	0.8740757035847867	1.0	0.8110617779852605	0.8808347523137497	0.4541285892927712	0.77555256272901	0.6895886580083672	0.835712294583693	0.8098370327580166	0.8348032515082614	0.7386232475451918	0.8508906271165758	0.8709752173810827	0.7143875098377045	0.8886416635040476	0.7779460776246659	0.8669516942122392	0.8267808344164604	0.8810983971958484	0.84376269945491	0.8535690576066867	0.879766178895647	0.8870435612993942	0.8770172192014078	0.5801704343815316	0.7049265208839213	0.4234573415863697	0.8688626997907634
CosteaPI_2017__SID713B066-11-0-0__bin.59	0.8040390287896789	0.6885495398284686	0.565215640752776	0.9187944980110233	0.9171610718050939	0.9078232257473065	0.8765849561260606	0.828643246584795	0.9034203461599928	0.8736141893139114	0.8909203306743443	0.8773914487010018	0.848022606569136	0.8612523058130647	0.9073444094950563	0.5894413892980541	0.6052311759553716	0.9233720557136468	0.9081917841820915	0.9735690951054201	0.9317039540435506	0.9179365930829944	0.8975215529256106	1.0	0.9115558864666582	0.47876236219321383	0.8094751108462721	0.649743124062344	0.8780591898652005	0.8370420429163069	0.8718884686428006	0.7741696904976344	0.8861049134104477	0.9076095237977252	0.7439268383632784	0.9175203388507667	0.8065594729428555	0.9116345535611416	0.8723802928398078	0.9213991840921507	0.8615533468203008	0.8978771034156385	0.9213397192018326	0.9193897663401466	0.9152588147408508	0.6010073104649535	0.738628888291487	0.44148407022308006	0.9060968856502548
ChengpingW_2017__AS67raw__bin.51	0.8173552218824984	0.6752381060429867	0.5433974144434928	0.9634459716258147	0.8901762466886384	0.9043015083358387	0.8689347484499708	0.8189928922722606	0.9230181465451225	0.8725379636615292	0.8835852898965891	0.8971285460640886	0.8299250653763465	0.8442102934419441	0.8898699280151117	0.5816668273894274	0.5874732680231668	0.9076891659623229	0.9222069693170796	0.901972919160233	0.9151168265385423	0.9046571783512114	0.8926387084697113	0.8347830526357587	1.0	0.4650342906737309	0.802823237107671	0.6655028447928661	0.8608587133481198	0.8351869394793717	0.8519266877308026	0.7607254079994554	0.8598410546438479	0.9038505391775911	0.732858350303766	0.9046963190706064	0.787702439771509	0.8883077027801256	0.8569593900854856	0.9137775332270672	0.8814263105050287	0.8802645685728386	0.9132091419106344	0.9568584183745824	0.9057587910623018	0.5890831428295904	0.7356469847464646	0.440750594201501	0.896063805045182
CM_madagascar__A39_01_1FE__bin.25	0.8594119495484915	0.7153489929653221	0.6148703045760958	0.9420757231359939	0.9523123608030588	0.9450792806141524	0.9351110020344829	0.8874061603319395	0.9345868990304668	0.9259260108765709	0.9314583366782649	0.9065846604110711	0.924944321223534	0.919797331547331	0.9386099916739873	0.6806458049969838	0.6500574563687116	0.950760694797733	0.9280430658993585	0.9506139000832601	0.9484727615526294	0.9450918957849274	0.9304238926747144	0.8864026808384731	0.9401685386815541	1.0	0.9132213870724317	0.7510051997440267	0.9226231298009326	0.8874531805139191	0.9141812868850391	0.8442909471240851	0.9114804935054808	0.9462536383299349	0.8135030494308264	0.9478603523531881	0.8822935756669411	0.9399827516210495	0.9230944784544352	0.9505427963934373	0.8971691556780884	0.9423945429064895	0.949772124142455	0.9417351135250687	0.9446755951493522	0.728529552757791	0.870785099419014	0.5785432000789021	0.9503455409958645
