	CosteaPI_2017__SID713B002-11-90-0__bin.35	CosteaPI_2017__SID713B032-11-0-0__bin.73	BritoIL_2016__M1.61.ST__bin.56	WenC_2017__RA100__bin.3	LiuW_2016__SRR3992982__bin.15	LiuW_2016__SRR3992980__bin.22	LiuW_2016__SRR3993050__bin.72	BritoIL_2016__M2.49.ST__bin.20	QinJ_2012__T2D-024__bin.60	LiuW_2016__SRR3992958__bin.80	QinJ_2012__T2D-104__bin.64	CosteaPI_2017__SID713B040-11-90-0__bin.40	ZeeviD_2015__PNP_Main_283__bin.38	LiJ_2017__H1M513729__bin.16	ZeeviD_2015__PNP_Main_714__bin.12	BritoIL_2016__W1.41.ST__bin.92	CosteaPI_2017__SID713A073-11-0-0__bin.43	LiuW_2016__SRR3993013__bin.71	CosteaPI_2017__SID713B007-11-0-0__bin.10	CosteaPI_2017__SID713B053-11-90-0__bin.13	WenC_2017__RA005__bin.45	LiuW_2016__SRR3993048__bin.19	LiJ_2017__H2M513938__bin.1	BritoIL_2016__W2.7.ST__bin.3	CosteaPI_2017__SID713A062-11-0-0__bin.1	ZeeviD_2015__PNP_Main_386__bin.25	CosteaPI_2017__SID713B032-11-90-0__bin.89	ZeeviD_2015__PNP_Main_213__bin.4	BritoIL_2016__W1.31.ST__bin.42	CosteaPI_2017__SID713B072-11-90-0__bin.97	BritoIL_2016__WL.15.ST__bin.20
QinJ_2012__T2D-104__bin.64	0.8619386390263493	0.8851464823978838	0.667698034178673	0.721625362181753	0.7521797284425106	0.7813359818651904	0.8137680510058115	0.7510172619225421	0.9161157189370028	0.7931407007656845	1.0	0.7547909219745169	0.8336884622916106	0.8166513994404229	0.861634124242032	0.8491058715760756	0.8452550456523253	0.7993065028426911	0.7185677682302298	0.8977950474445651	0.8214016641276606	0.8165958068231225	0.793285905363111	0.8890495819767075	0.9217504870577068	0.9218450774811732	0.9317181603656169	0.8372389221338272	0.7815492251882682	0.8870233555371906	0.8439224823182288
CosteaPI_2017__SID713B040-11-90-0__bin.40	0.8445834205313646	0.8551639890787508	0.6639175358079729	0.7251991765261279	0.7761854470947238	0.8125847443191497	0.8338130441765504	0.7421728613770312	0.8898598829031834	0.8171595991648456	0.8854495281572582	1.0	0.8085715259087657	0.8014532464435371	0.8549128587489231	0.8221121228786544	0.8567807622486873	0.7878863683926199	0.7378442699943057	0.8680329584223564	0.8017627791756501	0.811359267244526	0.8027643803748461	0.8666974901567618	0.9012970200174233	0.870798312170574	0.8973110560614392	0.8071737617474	0.7902429053248391	0.8830540562901821	0.8450292255354771
ZeeviD_2015__PNP_Main_283__bin.38	0.8381431016144868	0.8230141063052253	0.6783409580560706	0.7175619750190902	0.7184329660739609	0.752864384476928	0.7924842505727064	0.7459646353768954	0.920956283407876	0.7909868618413876	0.8562967028471692	0.707948688229519	1.0	0.7912783285153268	0.8556029780735247	0.8579065874877277	0.8344017603905314	0.7859782371550126	0.6972266349405476	0.8577847169193847	0.7950989282207919	0.8015197174648194	0.7752416957565179	0.862257281553398	0.8881918498418239	0.9052963414966729	0.875144881095233	0.8080163562234101	0.7507448592778444	0.8675778267153922	0.8313157930620705
LiJ_2017__H1M513729__bin.16	0.8935485721476262	0.8816377740603117	0.7050372692415875	0.7628406786184844	0.792583902056285	0.8266314083110038	0.8602079601474485	0.7631635923551793	0.906557647041407	0.8162731868717523	0.9106583739211535	0.7618330767294853	0.859068046899288	1.0	0.8675331981228441	0.8474644332262506	0.8947625057365765	0.8326187286266266	0.7248367851485589	0.906149609912804	0.8261114154169567	0.8448950021465899	0.825643236761462	0.9001456350205037	0.9178327954521903	0.9038161186694104	0.9175311625634724	0.8410339161201498	0.8076747990347747	0.8914241883669632	0.8412717064649367
ZeeviD_2015__PNP_Main_714__bin.12	0.8302217079818364	0.8389560366030543	0.6527397846673799	0.7003114534577818	0.7268760145926793	0.7597602465029022	0.7901334004949009	0.7327476645146704	0.8831837575400913	0.7962984666714876	0.8631574747583057	0.7300487336969035	0.834485802559953	0.7793534701667153	1.0	0.8340585618946212	0.8249377217765564	0.7701611462019219	0.7131228549650934	0.866487292083829	0.7906562300250443	0.8020894894640291	0.7774126006072802	0.8526992217403989	0.8982078334659109	0.8664806424236681	0.8751501368583182	0.8006057840406494	0.755720577955213	0.8632430891328761	0.8190186930259195
BritoIL_2016__W1.41.ST__bin.92	0.8358074631970713	0.8370147550365914	0.6826854369786887	0.6788112662510286	0.7120947614032355	0.7435089014490889	0.7930747504986639	0.7550145789379218	0.9380107284727843	0.8385657779328048	0.8663876744477444	0.7150630399371463	0.8522557562252573	0.7754487976186041	0.8495321532464806	1.0	0.8294865369180701	0.7964155454486961	0.7143628784004823	0.8803460338854477	0.8000399608519112	0.8489166545316622	0.7909099221440691	0.8749513188774387	0.8938649932777719	0.9128607906152955	0.8811477908083267	0.8570967763783954	0.767898567166403	0.8666882274652967	0.8634388683628581
CosteaPI_2017__SID713A073-11-0-0__bin.43	0.8786758315015367	0.8530266818633718	0.6816492934987846	0.7261030812718307	0.7812496521227577	0.7930393724251732	0.8280463128437562	0.7562538694653267	0.8958851581225161	0.8349850188003566	0.8723245564083484	0.753742302814616	0.8383880075047291	0.8280934100704147	0.8498540414130195	0.838975438368141	1.0	0.8197760398425411	0.7375802472518768	0.8791527979606045	0.8237407700139665	0.8243050804206553	0.8052932144884769	0.8873939563126125	0.8999937489135525	0.885844885712157	0.9053885221489694	0.8168876953785632	0.7904387492004176	0.8951906881076077	0.8442991376069643
LiuW_2016__SRR3993013__bin.71	0.8758468224869027	0.86692120325944	0.6846706760619264	0.7519618360434103	0.7797673718009949	0.8039357957927066	0.8346675532891982	0.7553298382771111	0.9131814073785609	0.853625539137527	0.8847742786394996	0.7434394218829217	0.8470502656193745	0.8265070133801626	0.851007920821179	0.8639894707451303	0.8792736063249007	1.0	0.7253925509011955	0.8772373748135521	0.809983871797321	0.8556672814242783	0.8200878784984238	0.8870217565412905	0.8952116872524744	0.9085183729251931	0.906655730839034	0.8269533861877925	0.7874888866029376	0.8906065159408363	0.8414430516469871
CosteaPI_2017__SID713B007-11-0-0__bin.10	0.7683004128778254	0.7834826854579128	0.6051801903035628	0.6382957254623891	0.673395385785298	0.7040828214021335	0.742293971580136	0.6735082139846426	0.8356542613743208	0.7559452663983863	0.7943976671164507	0.6953409292090192	0.7504533767278537	0.7186073881372615	0.786986780754628	0.7739959436886382	0.7901129474486609	0.7244762891080426	1.0	0.797789851516255	0.736216842956906	0.7421169322104328	0.7351656143678915	0.7894680838377732	0.840491197107195	0.8042256453910598	0.8380172324435194	0.7321275087074934	0.7305946963407889	0.7989658332362523	0.7672932148056282
CosteaPI_2017__SID713B053-11-90-0__bin.13	0.8206895960148911	0.8248638852628015	0.6415039606230319	0.666871755041821	0.6978346410641514	0.7327986999112582	0.7653968343088678	0.7126789844460352	0.8571306030845915	0.7583996556386826	0.8437624281215933	0.6954117909439836	0.7848755511262705	0.7637023208517952	0.8129016963849861	0.8108601702779377	0.8006026323053961	0.744802218385588	0.6782054221311412	1.0	0.7655730699468329	0.7850892173422106	0.7695212161194784	0.8330323291021184	0.8811891070779663	0.8680876249830392	0.8652444606643617	0.7951907945731901	0.7236422447741454	0.8413957238683878	0.8014806912803908
WenC_2017__RA005__bin.45	0.8348570571492354	0.8363770021765823	0.6569275658555642	0.6848211295903561	0.7339311376827772	0.742756934367675	0.7743914987721844	0.7461029062953455	0.8913941288090189	0.787597492744726	0.8632642454515014	0.7182852090077018	0.8135586421475611	0.7785885701529188	0.8294853638798974	0.8240421643040519	0.8388579222011386	0.7690337579528966	0.6998801833351936	0.8561144868288871	1.0	0.801794982698962	0.7786940855564236	0.8727737121888604	0.8653789136622391	0.8869773063399934	0.871782216207166	0.7939057442236856	0.7603841109498828	0.8576666968969751	0.8469355187520928
LiuW_2016__SRR3993048__bin.19	0.8318942141116988	0.8086251948718733	0.6742498814192963	0.6784312325422853	0.7293180801996576	0.7764205458282544	0.784820649873259	0.7415544187675427	0.8700270483010233	0.8384539796364204	0.8365745392353373	0.7085549814946099	0.7994498535379552	0.7762139858927214	0.8202631046553339	0.852338547484134	0.8182672086527362	0.7919235915247523	0.6877009284146568	0.8558024640985231	0.781578593930368	1.0	0.7716526664932583	0.8333528842737337	0.8569551195412499	0.8712562074235771	0.8504455064288593	0.8559435708857597	0.7368630431123736	0.8291281810655092	0.8240950889737796
LiJ_2017__H2M513938__bin.1	0.869611520245298	0.8561657586625419	0.6719686807019465	0.7272638504850293	0.7559531305609549	0.7883337439884652	0.8209580127941888	0.7683549155419279	0.8997873718984131	0.8143063122256595	0.8724733302306057	0.7526158731896954	0.830116534800741	0.8143218258639727	0.8535065385422655	0.8525091028554221	0.8581953075806936	0.8148237376917531	0.7313704018032324	0.9005338516713663	0.8148940053476423	0.8284127722871666	1.0	0.8724085379764741	0.9104242523795183	0.8975406320438761	0.8963743714695066	0.8207590731969958	0.7762951606574132	0.8725372099177777	0.8483779122293099
BritoIL_2016__W2.7.ST__bin.3	0.8100808771968441	0.83686280120624	0.6381696660199426	0.6739928870832325	0.7233595796398261	0.7177371679774097	0.7630741510567178	0.7204296679695484	0.8619207390892825	0.7532325722533355	0.8423232698034357	0.6999761016059092	0.7953700005974598	0.7647981371830711	0.8064575976453793	0.8124306239053121	0.8146648093002486	0.7592205350095751	0.6765769009443011	0.839791926745133	0.7868035268998437	0.7706980532242392	0.7515368868568266	1.0	0.8535515843691924	0.8629120507652203	0.8696869310374105	0.7805592853122356	0.7642753598123347	0.8447626354897442	0.8056470961878917
CosteaPI_2017__SID713A062-11-0-0__bin.1	0.7870580516246403	0.8096248191944648	0.60733362162807	0.6420318814213924	0.6772199937370454	0.7128293643101057	0.7433731975365712	0.6855131894842009	0.8517886700168503	0.7406130239632573	0.8282682930466293	0.690380399934388	0.7770410521763768	0.7396094600438406	0.8056888504495907	0.7871892754357973	0.7836223736598024	0.7267152294179926	0.6831571256020639	0.8425269530725756	0.7399047136189438	0.7516544638463488	0.7438391911841457	0.809533111644622	1.0	0.8366837655269083	0.8548776487078928	0.76667884463399	0.70808293941337	0.8421392463577936	0.7842613441493567
ZeeviD_2015__PNP_Main_386__bin.25	0.8228763854679804	0.831403171182266	0.6631288485221675	0.6759859913793104	0.6958820812807882	0.7105272475369458	0.7544827586206897	0.7244458128078818	0.8791240763546799	0.7613177339901478	0.8551447044334974	0.6885922105911331	0.8176208435960591	0.7518703817733989	0.8023676108374385	0.8299191810344827	0.7962492302955665	0.7613708435960591	0.6748221982758621	0.8568449815270935	0.7828994766009852	0.7889147167487685	0.7570304802955664	0.8448806958128079	0.8637446120689655	1.0	0.8787677032019704	0.8000100061576355	0.727028171182266	0.8374853756157635	0.8264301108374383
CosteaPI_2017__SID713B032-11-90-0__bin.89	0.7704192687696747	0.8583646555045839	0.5976655591825458	0.6326916226217567	0.669934350667762	0.6901562352325353	0.7284800325702114	0.6744142087546984	0.8245170811856138	0.7178590902151234	0.8163658041861447	0.670202618703153	0.7465514107699801	0.7209452631425892	0.7654479494580114	0.7566561734363754	0.7686787981010403	0.7176678856262133	0.6641756755774306	0.8066703502024734	0.7268086281979513	0.7273597045416542	0.7141135159106936	0.804285745443442	0.833578579269933	0.8300278446226436	1.0	0.7445150455474049	0.6936728002384605	0.8013253458767421	0.7686766170601022
ZeeviD_2015__PNP_Main_213__bin.4	0.8574912125178644	0.8578359063104595	0.6942009246631944	0.6833678174430967	0.7385223595792615	0.7805255077825671	0.8237191753156821	0.7817177947728512	0.9005054625127824	0.8450521857563686	0.8918174112789112	0.7329197597042351	0.8379656349127085	0.8033804738920967	0.8512911434023399	0.894758798309056	0.8431378094621098	0.7957715793781194	0.7054123112249091	0.9012699756681536	0.804650537943274	0.8899675545919842	0.7949133802175813	0.8775656487004602	0.9088293756888352	0.918629285361385	0.9051066827288082	1.0	0.7633261713623094	0.8651522530158497	0.8620013982194357
BritoIL_2016__W1.31.ST__bin.42	0.8130012640960999	0.815785667864106	0.6607312474557389	0.6908097713914342	0.7363091964776712	0.739860449504003	0.7786921247527157	0.7180190828518579	0.8598692339006292	0.7618187628998507	0.8408738689196621	0.7247662850572415	0.7864052534976896	0.7792777511944636	0.8116496811192607	0.8097071153612673	0.8240478213982189	0.7654200084273073	0.7110183472479128	0.8284293070325165	0.7784296641218104	0.7738624920547632	0.759414659229687	0.8679037430099771	0.8478147920669042	0.8432261946422323	0.8517829468436878	0.7710066704280072	1.0	0.8375020532634391	0.8038463873276152
CosteaPI_2017__SID713B072-11-90-0__bin.97	0.8115321102884934	0.8371367819734724	0.6390405317282359	0.6762521356421701	0.7156964834482271	0.7321843161457329	0.7688915471064481	0.7131364928525984	0.8669392663478395	0.7681012304317194	0.8491233839215434	0.720586121086046	0.8085813299401345	0.7652465589453125	0.8249007735571956	0.813107977909259	0.8303495900281892	0.7701981510561251	0.6918209769902677	0.8570241678044844	0.7812069843342555	0.7747470390924781	0.7594466671273538	0.8535277115209109	0.8971436605085509	0.8642339210271098	0.8754762750111398	0.7775024245644719	0.7451558353567823	1.0	0.7910918999292289
BritoIL_2016__WL.15.ST__bin.20	0.7640909216373624	0.7693345723652936	0.6155029273663517	0.6292557220888116	0.6572550841713668	0.6883642937977864	0.7214209917776122	0.7057636454528448	0.829943630179629	0.7323154256412144	0.7798326080089308	0.6656308175464101	0.74790146629005	0.6971341252097001	0.7554844032251634	0.781951843366732	0.7559705085858168	0.7024322136042029	0.6413424175231015	0.7880411947457684	0.7446651086759839	0.7433248686595452	0.7127968386283549	0.7857617132990453	0.8064955637135383	0.8232339960927556	0.8106665623916998	0.7477910575015104	0.6903945887425972	0.7636423859339203	1.0
