	CosteaPI_2017__SID713B002-11-90-0__bin.35	CosteaPI_2017__SID713B032-11-0-0__bin.73	BritoIL_2016__M1.61.ST__bin.56	WenC_2017__RA100__bin.3	LiuW_2016__SRR3992982__bin.15	LiuW_2016__SRR3992980__bin.22	LiuW_2016__SRR3993050__bin.72	BritoIL_2016__M2.49.ST__bin.20	QinJ_2012__T2D-024__bin.60	LiuW_2016__SRR3992958__bin.80	QinJ_2012__T2D-104__bin.64	CosteaPI_2017__SID713B040-11-90-0__bin.40	ZeeviD_2015__PNP_Main_283__bin.38	LiJ_2017__H1M513729__bin.16	ZeeviD_2015__PNP_Main_714__bin.12	BritoIL_2016__W1.41.ST__bin.92	CosteaPI_2017__SID713A073-11-0-0__bin.43	LiuW_2016__SRR3993013__bin.71	CosteaPI_2017__SID713B007-11-0-0__bin.10	CosteaPI_2017__SID713B053-11-90-0__bin.13	WenC_2017__RA005__bin.45	LiuW_2016__SRR3993048__bin.19	LiJ_2017__H2M513938__bin.1	BritoIL_2016__W2.7.ST__bin.3	CosteaPI_2017__SID713A062-11-0-0__bin.1	ZeeviD_2015__PNP_Main_386__bin.25	CosteaPI_2017__SID713B032-11-90-0__bin.89	ZeeviD_2015__PNP_Main_213__bin.4	BritoIL_2016__W1.31.ST__bin.42	CosteaPI_2017__SID713B072-11-90-0__bin.97	BritoIL_2016__WL.15.ST__bin.20
QinJ_2012__T2D-104__bin.64	0.8688636537127571	0.8920930703387665	0.6722275878778223	0.7259408428172679	0.758181241889286	0.7877656414392348	0.8198359436971248	0.7562695196465969	0.9222267581372656	0.799097408222397	1.0	0.7611890514074059	0.8396609348189008	0.8219335278245198	0.8692096555249105	0.8543108340883973	0.8515602441428614	0.8055652358620506	0.7247534840805977	0.9043657629132523	0.8265419068765578	0.8225143462142257	0.7992932269937836	0.8951166449274641	0.9288970424727596	0.9282100172917932	0.9390671724765101	0.843344153150193	0.7868471186429428	0.8936944696132413	0.8494618302749096
CosteaPI_2017__SID713B040-11-90-0__bin.40	0.8502980955949988	0.8609691878659276	0.6684962841471546	0.7309780942322761	0.7811632785161896	0.8186303663290684	0.8396425772980128	0.7479342583624939	0.8969567481542408	0.8224557236787673	0.8929552102243139	1.0	0.8142190382097717	0.8077159307152835	0.861751780056553	0.8281616383820588	0.8622394401156368	0.793357700113398	0.7433165750884553	0.8748913471974147	0.8080459042881963	0.8167556492157044	0.8086338218045369	0.8730322040579935	0.9074789142993415	0.8776771417864322	0.9034880834765003	0.8128952504246342	0.7958300684768167	0.8891220658876435	0.8514865844815084
ZeeviD_2015__PNP_Main_283__bin.38	0.8439025512708629	0.8284769758372423	0.6825936443220246	0.7221674893640231	0.7235805061634122	0.7585565070361078	0.7979471201047235	0.7507056561579579	0.9268819202029017	0.7963048502781717	0.8624311388676775	0.7128933947856442	1.0	0.7962852487182285	0.862277735355078	0.8633583778771681	0.8402396162866805	0.7912519090214901	0.7027585360532345	0.8635288262245009	0.7999345478346241	0.8069723600959965	0.7809627945347442	0.8679894594742009	0.8944421907385186	0.9111640258536053	0.8812733514235846	0.8132550861786844	0.7553554870731973	0.8736662416821207	0.8369763826769936
LiJ_2017__H1M513729__bin.16	0.8998560304371641	0.8875853084427601	0.7095488090127167	0.7671736443174585	0.7983019733822855	0.8336318820411849	0.8664682304697331	0.7685485721476262	0.9120740129387556	0.8220985876918977	0.9165485425394898	0.7677861626374928	0.8645039156760278	1.0	0.874549401175443	0.8524413758900946	0.9010468326696176	0.8385634872462953	0.7309517905520437	0.9127947860071948	0.831114265200077	0.851136767383677	0.8315657892788938	0.906157011946883	0.9243530622214985	0.9093491391434366	0.9237942086485366	0.8468824482967919	0.8128266147537343	0.8973809752920102	0.847139668981036
ZeeviD_2015__PNP_Main_714__bin.12	0.836302822198893	0.8451834433436486	0.6577428227308658	0.7063027972626674	0.7323860892434266	0.7660508250150241	0.7963990427814198	0.7385145822891289	0.8905989598269094	0.8022341195725265	0.8707463994168249	0.7358887977331309	0.8409958198573814	0.7856565167916387	1.0	0.8404937705152407	0.8309074541859195	0.7757801090378025	0.7189188650027555	0.8733829896705841	0.7976217490434879	0.8078904867468117	0.7832850817367915	0.8592466433762319	0.9049148469456033	0.873332286011858	0.8817590678506386	0.806687729465226	0.7614118558453422	0.8700515099300207	0.8255760891519938
BritoIL_2016__W1.41.ST__bin.92	0.8416043266088477	0.842753201101294	0.6869388971482175	0.6829165664823275	0.7171829969961631	0.7490534696517649	0.7987615522420408	0.7595660522403476	0.943947285540606	0.8442695122405508	0.8716985732621263	0.7203248343148576	0.8576716369387278	0.7800028108056852	0.856086748913776	1.0	0.8352156700723697	0.8018949232785508	0.7200335942077084	0.8859303936143913	0.8049410916085598	0.8547651622647644	0.7963715207813362	0.8802452851274514	0.9002028521211424	0.9187550162721944	0.8873247902901903	0.8629444374832791	0.7722426165553068	0.8726154716227154	0.8684526006725615
CosteaPI_2017__SID713A073-11-0-0__bin.43	0.8842786888474624	0.8579795974814116	0.6864985952181758	0.7313822522236313	0.7862085619332813	0.7989410830820768	0.8335207232078863	0.7619988748044395	0.9025498438512858	0.8378099960866486	0.8788316805061154	0.7585445073073488	0.8442537530067298	0.8339094894061211	0.8560040829013946	0.8447701098735483	1.0	0.8252187666178282	0.740430913934528	0.8850887611459869	0.8297418130034586	0.8295525677836131	0.8107076829277691	0.8932871038373964	0.9051975643026998	0.8918664802187366	0.9108535130677677	0.822136039054733	0.7957316211636097	0.9005435019956379	0.8504166391932845
LiuW_2016__SRR3993013__bin.71	0.8817203906037605	0.8728012006142678	0.6891858380419847	0.7574524052697709	0.784708700412206	0.8091269462221797	0.8398081882774786	0.760677127342998	0.9200414042925267	0.8590701852355306	0.8917022417834338	0.7486020999728135	0.8527337119848344	0.8324081353740347	0.8572167277750428	0.8699337604796579	0.88511135440164	1.0	0.7305974782691756	0.883289124668435	0.8160126600880254	0.8604974760648655	0.8255720184868145	0.8931681080405887	0.90128823559667	0.9151910034754623	0.9129747533009545	0.8323484353071706	0.7932127453213517	0.8966389780818093	0.8475600123441369
CosteaPI_2017__SID713B007-11-0-0__bin.10	0.774053733741961	0.7890397036012377	0.6099226438857664	0.6435766355731718	0.6781992986305592	0.7097214794620572	0.7476014834614958	0.6793670246286531	0.8434348206169225	0.759207193852606	0.8012361567596475	0.700498003491253	0.7564075868249686	0.7246698399215523	0.7933831306247838	0.7801400353895279	0.7931666472504318	0.7296746419997927	1.0	0.8046292584618856	0.7422627832973904	0.7472749237951003	0.7406730981797968	0.795527783714763	0.8466894096516727	0.8110338640539447	0.8441200455348928	0.7375542699052335	0.7369892116060773	0.8046879658176421	0.7731501908447713
CosteaPI_2017__SID713B053-11-90-0__bin.13	0.8265186287307759	0.8305104439110587	0.6455137112885945	0.6713883781174603	0.7029197410427848	0.7387829135649974	0.7712040325209338	0.7176853242501797	0.8628668391592468	0.7636914035998859	0.8499376936837459	0.7009062878692176	0.7901314281169144	0.7693028710812915	0.8193709479449833	0.8160037555346569	0.8060082316079397	0.7499403450163525	0.6840196385765775	1.0	0.7709069273082579	0.7909268278988812	0.7755935475922001	0.8392582819052788	0.8874493712442704	0.8737669353870243	0.8714626154304439	0.8007336393283083	0.7287998664976052	0.84753199924515	0.8068356033419267
WenC_2017__RA005__bin.45	0.8411068827436098	0.842284992744726	0.66139583798415	0.6888690841611788	0.7395531030248912	0.7490242005246122	0.7796384920191985	0.7514763436209398	0.8966524584216988	0.7932604434088626	0.8686664597053243	0.723914150574841	0.8185065297466235	0.7833036262417681	0.8367929595937047	0.8290903351378502	0.8449690953231388	0.7747577505860029	0.7056277207277598	0.8620791592253599	1.0	0.8077404704766157	0.7842942501953343	0.8787802419354839	0.8715947301596161	0.8927911178702981	0.8778262431632995	0.7992198836365666	0.7657130748409421	0.8636575301372921	0.8532926038062284
LiuW_2016__SRR3993048__bin.19	0.8373633771784423	0.8137152397030297	0.6788061005734376	0.6831498095058373	0.7336218372103698	0.7783849903180343	0.7894958747515756	0.7470626837150867	0.8765205106365617	0.8438304882464847	0.8426378808820705	0.7132676081719531	0.8048884151327679	0.7819483617161985	0.8261955400054742	0.8582106299312997	0.8234762592080679	0.79639395654931	0.6924807083220703	0.8621658701783556	0.7873741726977067	1.0	0.7769178197471298	0.8392623685199259	0.8623809305227581	0.8772481456358051	0.8559223198635855	0.86162099396981	0.7418349322602417	0.8344035348100244	0.8296849578464724
LiJ_2017__H2M513938__bin.1	0.8755404677818235	0.8617059526742775	0.6766528869055767	0.7323842636953486	0.7612952975424572	0.7946195052061945	0.8263622343289438	0.7736852191529553	0.9067365692957721	0.8196612551445962	0.8790803150181145	0.7581186519560873	0.8362425968005402	0.8201631669723766	0.8599538241118442	0.8583960723118059	0.8639654684662487	0.8202726750075287	0.7368494538286747	0.9076400105857767	0.8207545103621978	0.8340652120349331	1.0	0.8785209114718793	0.916871537949097	0.9040016061178489	0.9023945757019921	0.8264972942389648	0.7819183982624726	0.8783155839059691	0.8544419196758563
BritoIL_2016__W2.7.ST__bin.3	0.8158589428734045	0.8425040800218859	0.6420327156437001	0.6785579520334074	0.7284945898438114	0.723341498617981	0.768301924764082	0.7248650212412701	0.8679802398015175	0.7583825189536276	0.8480714624873826	0.705092244656665	0.800657520290051	0.7699056327885967	0.8126499545616059	0.8173463034530035	0.8200749654888322	0.764481326235091	0.6817700848707443	0.8460683997195083	0.7922183998767346	0.7761632386097423	0.7568023948706499	1.0	0.859992358802942	0.8686971916242417	0.8758659237200995	0.7858813947857477	0.7649317795184474	0.8503410237946247	0.8108080487275677
CosteaPI_2017__SID713A062-11-0-0__bin.1	0.7921832361581247	0.8149841189364907	0.6112211270335963	0.6465792338318844	0.6817248475268786	0.7178986296058812	0.7485162762261225	0.6904803089724281	0.8582641177435469	0.7451797617094884	0.8346900583051252	0.6951156409835821	0.7825092080344761	0.7448636316189737	0.8117050148372378	0.7927707609489868	0.7881533230938996	0.7316480517737582	0.6881950761247223	0.8485125482769419	0.7452192779708027	0.7564135637702987	0.749106783376329	0.8156417291719479	1.0	0.8427476476640671	0.8608938130955399	0.7718472733779693	0.71316860768554	0.8478020011631201	0.7897973486825428
ZeeviD_2015__PNP_Main_386__bin.25	0.8285945197044335	0.8376978140394089	0.6670512623152709	0.6805834359605911	0.7009652093596059	0.7160698891625615	0.7597359913793104	0.7289870689655172	0.8851647167487685	0.7665070812807881	0.8610491071428571	0.6940317118226601	0.8229202586206896	0.7564732142857142	0.8087122844827587	0.8352778633004926	0.8016617918719212	0.7669627463054187	0.6805349445812808	0.8624507389162561	0.7880310960591133	0.7943403633004926	0.762479987684729	0.8505449507389162	0.870004618226601	1.0	0.8856850369458128	0.8052155172413793	0.7318572967980296	0.8434883004926108	0.8322644704433497
CosteaPI_2017__SID713B032-11-90-0__bin.89	0.7751543086463732	0.8584489890875252	0.6014671135377211	0.6371591214767102	0.674204101810991	0.6952598710277792	0.7336222000886957	0.6790794553213764	0.831216511933929	0.7225403310820144	0.8228049640491752	0.6748162473009618	0.7517793658986979	0.7258664185126755	0.7712284349577242	0.761960464997928	0.7733185991901068	0.7226697395110107	0.6690124973645756	0.8124675570160452	0.7318475597786971	0.7320438534631295	0.71890962493366	0.8100000727013646	0.8394448523798792	0.8365615162596602	1.0	0.7495278046368931	0.6983962078968222	0.8065903787014083	0.7743364182945713
ZeeviD_2015__PNP_Main_213__bin.4	0.8630991153743154	0.8633350980477074	0.6986554290598079	0.6879911334150581	0.7437608213964695	0.7863216664795892	0.8291476606339361	0.7873911010668715	0.9069883573042824	0.8507829410158214	0.8983206341658719	0.7381149138398093	0.8433985393821496	0.8089671648228495	0.8577581292495663	0.9008634137589389	0.8485548049872773	0.800963198192744	0.7106410509095055	0.9075522409957585	0.8100365994101317	0.8958706567477345	0.8004709047504991	0.8835491794078161	0.9149560868946536	0.9246066292570788	0.911200692215842	1.0	0.7686512485427849	0.8709705074688074	0.8679098033566105
BritoIL_2016__W1.31.ST__bin.42	0.8190414294998607	0.8212169960220252	0.664614593525257	0.6957706344048393	0.7415807271766378	0.7452355360981567	0.7837315474107456	0.7223345069668121	0.8656514022896565	0.7668733618528649	0.8465739067711272	0.7298905164225367	0.7912348861956421	0.7842484341634469	0.8177621571050057	0.8142876782768299	0.8295657437098721	0.7709834596239136	0.7172415209147199	0.8343337785046528	0.7838850958070576	0.779084030252605	0.7649156197998872	0.8686491669106777	0.8539040572485556	0.8488271402146821	0.8575829696974026	0.7763853279150984	1.0	0.8426994879339528	0.8089447297191136
CosteaPI_2017__SID713B072-11-90-0__bin.97	0.8167624975277782	0.8426054556473488	0.6432780588233893	0.6807899036449088	0.7204185262937166	0.7376172468544205	0.7739805510612087	0.718173868079864	0.8734611660626106	0.7725714839446571	0.8555094603685973	0.7255377131968588	0.814255724235875	0.7703601858316474	0.8314067875096606	0.8186687890045108	0.8353146850369622	0.7754150353974498	0.6967757462535416	0.8632744209838211	0.7866637436864024	0.7796763911360624	0.7644760994734664	0.8591639799871167	0.9031762787442941	0.8704285740383753	0.8812285095421802	0.7827312232275262	0.7497801807640893	1.0	0.796825071545502
BritoIL_2016__WL.15.ST__bin.20	0.7697394045899387	0.7749370516559785	0.6194753435706816	0.6343444938217082	0.6623055195193538	0.6935021361033672	0.7266861108810928	0.70907667583673	0.8353567277288606	0.737516139618047	0.7849512821220569	0.6707172890962121	0.7529940716614376	0.7019967122716302	0.7615331180361957	0.7864924047954217	0.7614480112616965	0.7075386200741579	0.6462379738760539	0.7933063138492491	0.7502545535957995	0.7483668700028522	0.717891744182837	0.7907952806376721	0.8121885168726097	0.8290457920450468	0.8166355375221201	0.7529166321639202	0.6947733706269685	0.7691766264594662	1.0
