	CosteaPI_2017__SID713B002-11-90-0__bin.35	CosteaPI_2017__SID713B032-11-0-0__bin.73	BritoIL_2016__M1.61.ST__bin.56	WenC_2017__RA100__bin.3	LiuW_2016__SRR3992982__bin.15	LiuW_2016__SRR3992980__bin.22	LiuW_2016__SRR3993050__bin.72	BritoIL_2016__M2.49.ST__bin.20	QinJ_2012__T2D-024__bin.60	LiuW_2016__SRR3992958__bin.80	QinJ_2012__T2D-104__bin.64	CosteaPI_2017__SID713B040-11-90-0__bin.40	ZeeviD_2015__PNP_Main_283__bin.38	LiJ_2017__H1M513729__bin.16	ZeeviD_2015__PNP_Main_714__bin.12	BritoIL_2016__W1.41.ST__bin.92	CosteaPI_2017__SID713A073-11-0-0__bin.43	LiuW_2016__SRR3993013__bin.71	CosteaPI_2017__SID713B007-11-0-0__bin.10	CosteaPI_2017__SID713B053-11-90-0__bin.13	WenC_2017__RA005__bin.45	LiuW_2016__SRR3993048__bin.19	LiJ_2017__H2M513938__bin.1	BritoIL_2016__W2.7.ST__bin.3	CosteaPI_2017__SID713A062-11-0-0__bin.1	ZeeviD_2015__PNP_Main_386__bin.25	CosteaPI_2017__SID713B032-11-90-0__bin.89	ZeeviD_2015__PNP_Main_213__bin.4	BritoIL_2016__W1.31.ST__bin.42	CosteaPI_2017__SID713B072-11-90-0__bin.97	BritoIL_2016__WL.15.ST__bin.20
QinJ_2012__T2D-104__bin.64	0.9920298027696102	0.9922131578286504	0.9932618747269079	0.9940553274027576	0.992084328765744	0.9918381061119935	0.9925986500860775	0.9930550450763781	0.9933736045431971	0.9925457054478962	1.0	0.9915945593002696	0.9928870425196352	0.9935735333755303	0.9912845753211248	0.9939074136665074	0.992595710598394	0.9922306316847673	0.9914650760758813	0.9927344491154543	0.9937810258546698	0.9928043329355356	0.9924842080130385	0.9932220420822939	0.9923064073968538	0.9931427805215992	0.9921741358591928	0.9927606885118483	0.9932669341614776	0.9925353526256712	0.9934789913339741
CosteaPI_2017__SID713B040-11-90-0__bin.40	0.993279209852122	0.9932573675469548	0.9931506749584658	0.992094266912037	0.9936276684294209	0.9926149551023514	0.9930571254018323	0.992296920590218	0.9920878400595555	0.9935605961981362	0.9915945593002696	1.0	0.9930638906289599	0.9922464271984826	0.9920639313246548	0.9926952478561757	0.9936691855962684	0.993103575196918	0.9926379886073463	0.9921608679786031	0.9922242968138288	0.9933929052387206	0.9927415335947826	0.9927440089016338	0.9931878370014898	0.9921624601025191	0.9931631334955823	0.9929615917004737	0.9929794520547945	0.993175279491682	0.9924163703061002
ZeeviD_2015__PNP_Main_283__bin.38	0.9931752195230329	0.9934061299331869	0.9937698126823641	0.9936226506831695	0.9928860160747769	0.9924961126740308	0.9931538451679605	0.9936845809776809	0.9936069129563683	0.9933216676566439	0.9928870425196352	0.9930638906289599	1.0	0.9937121525094665	0.9922591561768613	0.993685368059038	0.9930521534774226	0.9933350279394595	0.9921283046325491	0.9933480977928317	0.9939549809082231	0.993243086255732	0.9926743004682642	0.9933960281910851	0.9930120236261061	0.9935602326360115	0.9930458916992646	0.9935583188543092	0.9938960822099567	0.993031188941207	0.9932368586114483
LiJ_2017__H1M513729__bin.16	0.9929905917433551	0.9932991969043707	0.9936416780440988	0.9943520404655858	0.9928372075772608	0.9916024400205998	0.9927749568857351	0.9929933123453744	0.9939518440180369	0.992913987558961	0.9935735333755303	0.9922464271984826	0.9937121525094665	1.0	0.9919773508012598	0.994161542594472	0.9930255268592177	0.9929107828923123	0.9916341878048256	0.9927199670766542	0.9939805511797875	0.9926665543350056	0.9928778304810163	0.9933660758046071	0.9929461295301624	0.9939154058261516	0.9932203016359816	0.9930940448837918	0.9936618515862445	0.9933620311895863	0.9930732053627502
ZeeviD_2015__PNP_Main_714__bin.12	0.9927285738423464	0.992631887444508	0.992393625759816	0.9915173154798401	0.9924765438179752	0.9917883013676038	0.992132534131839	0.9921911930884518	0.99167391539705	0.9926010964178366	0.9912845753211248	0.9920639313246548	0.9922591561768613	0.9919773508012598	1.0	0.9923435379935363	0.9928154063616965	0.9927570161049247	0.9919378801700526	0.992104611987742	0.9912671400613176	0.9928195747097581	0.992502753765602	0.9923800439765394	0.9925882379957287	0.9921545971700205	0.9925048335386782	0.9924605950946985	0.992525362132941	0.9921746922803545	0.9920571874449394
BritoIL_2016__W1.41.ST__bin.92	0.9931121273637766	0.9931908344492744	0.9938080953237809	0.9939885771808918	0.9929052478736402	0.9925979006475283	0.9928804763731872	0.9940077978880163	0.9937109231005185	0.99324417828069	0.9939074136665074	0.9926952478561757	0.993685368059038	0.994161542594472	0.9923435379935363	1.0	0.9931405344037627	0.9931669628142147	0.9921243732891853	0.9936966157057096	0.9939111932441487	0.9931577607613229	0.9931418960940382	0.99398580561639	0.9929595214807012	0.9935845513194427	0.9930386262736518	0.9932235948794826	0.9943747608642981	0.993207495912952	0.9942268210080544
CosteaPI_2017__SID713A073-11-0-0__bin.43	0.9936639235836066	0.9942272338030194	0.9929361811471004	0.9927819263651116	0.9936926280752658	0.9926130840159871	0.9934321844536015	0.9924606117816286	0.9926157144957993	0.996628140867873	0.992595710598394	0.9936691855962684	0.9930521534774226	0.9930255268592177	0.9928154063616965	0.9931405344037627	1.0	0.9934045043624078	0.9961499896492663	0.9932933696077028	0.9927675779435896	0.9936743160509068	0.9933213061214142	0.9934028516705682	0.9942511827314119	0.9932483228822517	0.9940001428985082	0.9936162101807334	0.9933484207207295	0.9940560185308448	0.9928064653201949
LiuW_2016__SRR3993013__bin.71	0.9933385139104747	0.9932630737094661	0.9934485566434648	0.9927512683461542	0.9937029771574911	0.9935842571382517	0.9938787986827988	0.9929703564447052	0.9925438171782706	0.9936621638236568	0.9922306316847673	0.993103575196918	0.9933350279394595	0.9929107828923123	0.9927570161049247	0.9931669628142147	0.9934045043624078	1.0	0.9928757934118375	0.9931486195336611	0.9926118936806029	0.9943867416524262	0.9933571634386997	0.993118483022438	0.9932579300337001	0.9927090295633045	0.9930786449032972	0.9935182804574059	0.9927839551845637	0.9932721393019537	0.9927828583132045
CosteaPI_2017__SID713B007-11-0-0__bin.10	0.9925672849140296	0.9929572388842257	0.9922244998939704	0.9917944346968416	0.9929166649759719	0.9920551114442844	0.9929006134969325	0.9913760744463378	0.9907751505481944	0.9957035082377618	0.9914650760758813	0.9926379886073463	0.9921283046325491	0.9916341878048256	0.9919378801700526	0.9921243732891853	0.9961499896492663	0.9928757934118375	1.0	0.9914999276080207	0.9918547171210361	0.9930975984601863	0.9925642178372079	0.9923827929067498	0.9926794731647492	0.9916055062992634	0.9927702071243834	0.9926422211636882	0.9913234615044727	0.9928890044036192	0.9924245300479799
CosteaPI_2017__SID713B053-11-90-0__bin.13	0.9929474877960875	0.9932010985657613	0.9937882796361396	0.9932727118567292	0.9927657459568718	0.9918999024695059	0.9924699587045943	0.9930243246796567	0.9933521189894787	0.9930708294786886	0.9927344491154543	0.9921608679786031	0.9933480977928317	0.9927199670766542	0.992104611987742	0.9936966157057096	0.9932933696077028	0.9931486195336611	0.9914999276080207	1.0	0.9930810618344694	0.9926192786099083	0.9921707297700284	0.9925816009953142	0.9929457788025398	0.9935001999114678	0.992864691317813	0.9930777920610806	0.9929231302576306	0.9927598304462517	0.9933630692059748
WenC_2017__RA005__bin.45	0.9925695227056185	0.9929857582421223	0.9932441786416369	0.9941237679787129	0.9923981586729617	0.991632758791308	0.9932699664001646	0.9928494923743004	0.9941355989566618	0.9928611709922137	0.9937810258546698	0.9922242968138288	0.9939549809082231	0.9939805511797875	0.9912671400613176	0.9939111932441487	0.9927675779435896	0.9926118936806029	0.9918547171210361	0.9930810618344694	1.0	0.992639358810206	0.9928596127824272	0.9931649239935182	0.9928684556224443	0.9934880495404421	0.9931147798289175	0.9933508418375419	0.9930405212263533	0.993063415727569	0.9925499353612361
LiuW_2016__SRR3993048__bin.19	0.993468590559606	0.9937446853852534	0.9932878930370657	0.9930929103720819	0.9941335483863493	0.9974762559476162	0.9940782149371107	0.9926267700587696	0.9925917736587561	0.993628449451694	0.9928043329355356	0.9933929052387206	0.993243086255732	0.9926665543350056	0.9928195747097581	0.9931577607613229	0.9936743160509068	0.9943867416524262	0.9930975984601863	0.9926192786099083	0.992639358810206	1.0	0.993223024211769	0.9929587165255439	0.9937083360850533	0.9931696199735079	0.9936012727935415	0.9934107651464105	0.9932978497888748	0.993677694874919	0.9932626609415677
LiJ_2017__H2M513938__bin.1	0.9932282427201264	0.9935706675873112	0.9930773868045525	0.9930085701398286	0.992982792618387	0.9920895961192165	0.993460226871157	0.9931105009129383	0.9923360349271496	0.993466882952773	0.9924842080130385	0.9927415335947826	0.9926743004682642	0.9928778304810163	0.992502753765602	0.9931418960940382	0.9933213061214142	0.9933571634386997	0.9925642178372079	0.9921707297700284	0.9928596127824272	0.993223024211769	1.0	0.993042426861343	0.9929681691461376	0.9928529174835001	0.9933286342863904	0.9930571810918598	0.9928084086299096	0.993421073138092	0.9929029612113989
BritoIL_2016__W2.7.ST__bin.3	0.9929178129049975	0.9933041525264787	0.9939830953631632	0.9932724022517236	0.99295120337807	0.9922521649161856	0.9931956779765072	0.9938811321532298	0.9930188494687152	0.9932093019398737	0.9932220420822939	0.9927440089016338	0.9933960281910851	0.9933660758046071	0.9923800439765394	0.99398580561639	0.9934028516705682	0.993118483022438	0.9923827929067498	0.9925816009953142	0.9931649239935182	0.9929587165255439	0.993042426861343	1.0	0.9925106608589933	0.9933404402422382	0.9929452756234142	0.9932278464551727	0.9991418584981188	0.9934398222021711	0.993634803517583
CosteaPI_2017__SID713A062-11-0-0__bin.1	0.993530304228173	0.9934240439568081	0.9936397725248908	0.9929670608448983	0.9933919765339703	0.9929387449888872	0.9931289687974699	0.9928062836496826	0.9924551806456489	0.9938716293961679	0.9923064073968538	0.9931878370014898	0.9930120236261061	0.9929461295301624	0.9925882379957287	0.9929595214807012	0.9942511827314119	0.9932579300337001	0.9926794731647492	0.9929457788025398	0.9928684556224443	0.9937083360850533	0.9929681691461376	0.9925106608589933	1.0	0.9928046288186426	0.9930117230532596	0.9933038193924559	0.9928689117589251	0.9933206635540401	0.9929906012695272
ZeeviD_2015__PNP_Main_386__bin.25	0.9930989958291144	0.9924857833557069	0.9941197715757419	0.9932448479666687	0.9927483874934939	0.9922596359524378	0.9930854496585276	0.9937704571850914	0.9931756877790203	0.9932298769086787	0.9931427805215992	0.9921624601025191	0.9935602326360115	0.9939154058261516	0.9921545971700205	0.9935845513194427	0.9932483228822517	0.9927090295633045	0.9916055062992634	0.9935001999114678	0.9934880495404421	0.9931696199735079	0.9928529174835001	0.9933404402422382	0.9928046288186426	1.0	0.9921898491503299	0.9935352573661551	0.9934015474917152	0.9928832150092165	0.9929897769121354
CosteaPI_2017__SID713B032-11-90-0__bin.89	0.9938914873801487	0.9999017605192465	0.9936795308178776	0.9929884094814504	0.9936669754281234	0.9926593839110844	0.992990714406049	0.9931300431339508	0.9919402097382208	0.9935211355470208	0.9921741358591928	0.9931631334955823	0.9930458916992646	0.9932203016359816	0.9925048335386782	0.9930386262736518	0.9940001428985082	0.9930786449032972	0.9927702071243834	0.992864691317813	0.9931147798289175	0.9936012727935415	0.9933286342863904	0.9929452756234142	0.9930117230532596	0.9921898491503299	1.0	0.9933121105601725	0.9932367793453719	0.9934724824846749	0.9926907722525378
ZeeviD_2015__PNP_Main_213__bin.4	0.9935025969131959	0.9936302928611573	0.9936241755072196	0.9932799773900979	0.9929567924707672	0.9926287689324753	0.9934529329623826	0.9927948051656499	0.9928522844430239	0.9932641394377156	0.9927606885118483	0.9929615917004737	0.9935583188543092	0.9930940448837918	0.9924605950946985	0.9932235948794826	0.9936162101807334	0.9935182804574059	0.9926422211636882	0.9930777920610806	0.9933508418375419	0.9934107651464105	0.9930571810918598	0.9932278464551727	0.9933038193924559	0.9935352573661551	0.9933121105601725	1.0	0.9930721804061714	0.9933198031356233	0.9931923742371335
BritoIL_2016__W1.31.ST__bin.42	0.9926253237184238	0.9933862448241713	0.9941569954867827	0.9928699735687341	0.9928914944714967	0.9927873989714766	0.9935699632422876	0.9940257262067193	0.9933204424162735	0.9934088218414555	0.9932669341614776	0.9929794520547945	0.9938960822099567	0.9936618515862445	0.992525362132941	0.9943747608642981	0.9933484207207295	0.9927839551845637	0.9913234615044727	0.9929231302576306	0.9930405212263533	0.9932978497888748	0.9928084086299096	0.9991418584981188	0.9928689117589251	0.9934015474917152	0.9932367793453719	0.9930721804061714	1.0	0.9938323984469764	0.9936975392703669
CosteaPI_2017__SID713B072-11-90-0__bin.97	0.9935961956442461	0.9935098050490606	0.993412604336445	0.9933345544955298	0.9934454172496331	0.9926344852538949	0.9934248942718483	0.992985855582947	0.9925332688296028	0.9942137994919082	0.9925353526256712	0.993175279491682	0.993031188941207	0.9933620311895863	0.9921746922803545	0.993207495912952	0.9940560185308448	0.9932721393019537	0.9928890044036192	0.9927598304462517	0.993063415727569	0.993677694874919	0.993421073138092	0.9934398222021711	0.9933206635540401	0.9928832150092165	0.9934724824846749	0.9933198031356233	0.9938323984469764	1.0	0.9928049808910341
BritoIL_2016__WL.15.ST__bin.20	0.9926618243539377	0.9927704072495788	0.9935874506619865	0.991977905093432	0.9923744628435949	0.9925914542463428	0.9927546171247215	0.995327683878509	0.9935200168149139	0.9929483387583545	0.9934789913339741	0.9924163703061002	0.9932368586114483	0.9930732053627502	0.9920571874449394	0.9942268210080544	0.9928064653201949	0.9927828583132045	0.9924245300479799	0.9933630692059748	0.9925499353612361	0.9932626609415677	0.9929029612113989	0.993634803517583	0.9929906012695272	0.9929897769121354	0.9926907722525378	0.9931923742371335	0.9936975392703669	0.9928049808910341	1.0
