	NielsenHB_2014__O2_UC16_2__bin.27	QinN_2014__LV-11__bin.12	ZeeviD_2015__PNP_Main_232__bin.44	Obregon-TitoAJ_2015__SM25__bin.23	CosteaPI_2017__SID713B003-11-90-0__bin.22	SchirmerM_2016__G88842__bin.7	ZellerG_2014__CCIS87116798ST-4-0__bin.37	ZellerG_2014__CCIS74726977ST-3-0__bin.91	ZeeviD_2015__PNP_Main_151__bin.1	CM_madagascar__A81_03_1FE__bin.28	LeChatelierE_2013__MH0152__bin.35	BackhedF_2015__SID39_M__bin.33	CosteaPI_2017__SID713A066-11-90-0__bin.18	NielsenHB_2014__O2_UC16_0__bin.5	LiJ_2014__MH0394__bin.43	CM_madagascar__V53_02_1FE__bin.39	LeChatelierE_2013__MH0046__bin.14	KarlssonFH_2013__S587__bin.28	ZeeviD_2015__PNP_Main_342__bin.22	ZeeviD_2015__PNP_Main_311__bin.11	ZeeviD_2015__PNP_Main_500__bin.44	Obregon-TitoAJ_2015__SM41__bin.13	LiuW_2016__SRR3993044__bin.61	CosteaPI_2017__SID713A089-11-0-0__bin.31	ZeeviD_2015__PNP_Main_126__bin.9	LiJ_2014__MH0400__bin.70	ZellerG_2014__CCIS77252613ST-4-0__bin.9	ZeeviD_2015__PNP_Main_744__bin.10	LiJ_2014__O2.UC16-1__bin.11	Obregon-TitoAJ_2015__SM24__bin.26	Obregon-TitoAJ_2015__SM40__bin.38	ZellerG_2014__CCIS19142497ST-3-0__bin.15	BritoIL_2016__W2.15.ST__bin.7	CM_madagascar__V36_02_2FE__bin.25	QinN_2014__HV-21__bin.18	ZellerG_2014__CCMD34381688ST-21-0__bin.4	CosteaPI_2017__SID713A066-11-0-0__bin.30	LiJ_2014__MH0389__bin.49	ChengpingW_2017__AS38raw__bin.17	LiJ_2017__H2M513938__bin.67	XieH_2016__YSZC12003_37315__bin.53	LeChatelierE_2013__MH0288__bin.38	ZellerG_2014__CCIS48174381ST-4-0__bin.65	Obregon-TitoAJ_2015__SM23__bin.16
LeChatelierE_2013__MH0152__bin.35	0.7238756533102759	0.6876978223121932	0.45804849149545995	0.6672670997547652	0.4909167940570893	0.7077851217952096	0.6421995756187713	0.6699369879632769	0.5200924134577787	0.7118798420489887	1.0	0.5559519978725865	0.758369413080918	0.6877438480850525	0.8476712139081232	0.7729104102430554	0.6413325602052513	0.8333387095632114	0.8216111852855997	0.6049344349097227	0.5465312695953745	0.4821750442752199	0.6727433799596704	0.5411254048891172	0.48165499238017756	0.7017584992293633	0.6445956694861714	0.5130662055172707	0.7400822327141752	0.45090348198740077	0.5274884011118568	0.7752116988860189	0.6854496403302212	0.5383725129363892	0.7568576434646943	0.5542006582078901	0.6747134403911168	0.7419869916217359	0.6219537429181284	0.746811436735805	0.7535988613931884	0.5183859194179196	0.8267550571309656	0.7293653085260974
BackhedF_2015__SID39_M__bin.33	0.7124832546340721	0.7300709518468532	0.38066273395382655	0.7198114618060644	0.5772557051755495	0.7255495155282484	0.6683489956780829	0.7144289423929409	0.5397690877169647	0.7393803502037946	0.7066981963759502	1.0	0.771423442362188	0.7045614901838028	0.8477018032240111	0.7739516863377316	0.7358590103945031	0.8565836603232212	0.8271783227081414	0.6719103393477471	0.6101303775814366	0.5617892126590217	0.7092224399654566	0.6246542791379368	0.5447370671269778	0.7396688780467315	0.6912642069959751	0.6214654714179918	0.7473211164877411	0.46923178086685363	0.555121069183176	0.7768199631264416	0.731103551492719	0.5203632150502523	0.7509799695670631	0.6251373257519351	0.6364089134601488	0.7528721521626837	0.6801556350187794	0.747544138009318	0.7585211972955389	0.5661706354663225	0.7960803217510489	0.7561869720428022
CosteaPI_2017__SID713A066-11-90-0__bin.18	0.7253837823190246	0.6812995073962368	0.4460110458877935	0.6597774775902595	0.5413056325536194	0.5983676237042966	0.6552703982257648	0.6873822070109638	0.4796653828395068	0.7105931818444341	0.6018438534420293	0.48161406950523905	1.0	0.7020416879085584	0.7411368629266576	0.7679451970118473	0.552619378911539	0.7212304136229494	0.71094158529188	0.5930397982257024	0.5718861519931893	0.4826524116792578	0.6815011817932349	0.5864113914190978	0.4710864162303559	0.7334585629356799	0.6511416924977437	0.49099536304981645	0.7647333917543894	0.43581805972371856	0.5234945989660909	0.7976197426122704	0.6903442606931918	0.5297849045777279	0.7527100387333474	0.4739935245660332	0.8420496112772826	0.76278376852025	0.599760925304611	0.7642810292137538	0.7548903699851054	0.43954123133146	0.7022917516732575	0.7393377150165945
NielsenHB_2014__O2_UC16_0__bin.5	0.8647637059298208	0.6228700356496476	0.39006875085673437	0.6222793044314022	0.4459368550748909	0.5728984800226162	0.6040464138721164	0.6452959781840998	0.4592105792173413	0.649764768043024	0.5534644993014746	0.4460517722411412	0.7119064631250441	1.0	0.6842864546218069	0.7157810394273516	0.5085176413679006	0.6466119855122061	0.654910714427043	0.5668230658696966	0.5103569491803367	0.44389968712772615	0.6250015433090509	0.4906193718684677	0.4423579609579217	0.6715053230707766	0.5989397229388277	0.46489882065862415	0.9029168382773568	0.4047756155270503	0.482806587444524	0.7501330411545915	0.6462539378124014	0.4967201121186326	0.6952238462933832	0.4485688697311033	0.6363530166705869	0.6906660985178851	0.5742641898165662	0.7070305562529026	0.6930483345400164	0.3977663015382122	0.6653083436510798	0.6976098812301011
LiJ_2014__MH0394__bin.43	0.6638987778389736	0.620856620149636	0.41637196693062906	0.6033595031620851	0.43383748521579407	0.6389083386613076	0.5854456967440048	0.6192740271955561	0.443037727964704	0.6518398861265455	0.6363523875477488	0.5006297591854031	0.7010768660584162	0.638329816624166	1.0	0.7174659612576283	0.5877408847341352	0.7860779661067002	0.7804427657428722	0.5495537052431697	0.5191988695342735	0.4287554098012087	0.6168078518345705	0.4813967807714513	0.4385022805698988	0.6646420856324835	0.5767158907511779	0.4490004326364392	0.699967663010175	0.40612276538849423	0.4697879490817919	0.7188890841249005	0.6331798187651995	0.4846387485732595	0.7020233505551182	0.5107643785170168	0.6096417386373871	0.6910432444484476	0.5606516420250929	0.702702870313905	0.6862231134171929	0.4595269349406343	0.7682586604808023	0.6694831840270036
CM_madagascar__V53_02_1FE__bin.39	0.6599862737043595	0.6868183419523336	0.4322520712451538	0.6162876190331593	0.4332035211519067	0.541552409735267	0.5752158545743682	0.6188959525984508	0.4532227694558713	0.7365869883602025	0.5524201382357746	0.43516855761712403	0.691620014974652	0.635707712564284	0.6830797398807933	1.0	0.509510703389709	0.6542933192977602	0.6559636986996571	0.5510207983463216	0.5366458635406026	0.4599056928700582	0.6238739137683855	0.46624363134465124	0.42429689285813693	0.6807300747298672	0.5932321096349205	0.4461006720599031	0.6945519652192201	0.41690516175632475	0.47876655653577765	0.7211596667338642	0.678172912524809	0.5309416626812049	0.7718179075580943	0.42624365383755675	0.6143605393461368	0.697604814831372	0.5833596922070798	0.7337332009625839	0.724901923902564	0.3995721287032812	0.6509848940457623	0.6844647405429282
LeChatelierE_2013__MH0046__bin.14	0.6696086598598842	0.682697449484902	0.4075829092582432	0.6763554797576963	0.49471502522732874	0.6867365265412477	0.624240444941811	0.6714989167799332	0.5090220532705789	0.7005157742001443	0.6680445777736437	0.6030038407496449	0.7253460383075132	0.6582109802086453	0.815526004042765	0.7425661026491871	1.0	0.8206255590763679	0.789363176418379	0.6180406644951727	0.5594795790377761	0.47439875856874814	0.6441928381677006	0.5492648978101621	0.501381120951447	0.69112226680036	0.6404422373462809	0.5391088133177676	0.7062660398318478	0.437104190322196	0.5089573100246721	0.7374964606342626	0.6736333950579595	0.5033672634382187	0.7213762119382447	0.5718930720219438	0.6113717003994003	0.7142913339526284	0.6224612349815133	0.7130800615798418	0.7108062623929022	0.5221579661441996	0.767498808601345	0.7148854966524053
KarlssonFH_2013__S587__bin.28	0.6419992432709568	0.6056206515503177	0.40757973228381006	0.603883300240212	0.44517275691296626	0.6212279626708388	0.5835336601673519	0.6095230052541277	0.4557991199944463	0.6513104966252229	0.6366357233208685	0.5148047515852091	0.6942892802629258	0.6138328746777966	0.7999536586106178	0.6993612882305194	0.6018556390588792	1.0	0.7737320055212971	0.5394233892986252	0.507416876259775	0.43463835534348977	0.6040269525367402	0.4780066230320312	0.4328427016368849	0.6358390240779881	0.5798573033819296	0.4419832551910921	0.672810557181578	0.40390247391493683	0.47409375085462596	0.694239993700937	0.6160907401669553	0.48241236082932454	0.6823393926753558	0.5089976525772214	0.6070848230747662	0.6724382032163089	0.5521233943174397	0.6796577829642201	0.6745340842121017	0.4523737039362232	0.750316080131535	0.6703309021634697
ZeeviD_2015__PNP_Main_342__bin.22	0.671038777855445	0.6342704033592218	0.4329171611173564	0.6215123251082582	0.4528631664768059	0.6479969588937976	0.6037805626796747	0.6404789117041324	0.4681162147731237	0.6627195017187503	0.6529187491950197	0.5171246665974748	0.7119077064282132	0.6467133669872417	0.8261589528190878	0.7293437362840733	0.6022093661569395	0.8048480759876405	1.0	0.5624736622946597	0.5325921679010741	0.43067572079343863	0.6400378137547532	0.49629865363525977	0.4430483463359797	0.6787121940605896	0.5936850154243606	0.46290213065002395	0.7083542263498348	0.4179573444840561	0.4759931425055864	0.7328481360094735	0.6480610447050115	0.4971517764586868	0.707116901272838	0.5228726949427854	0.615809625751367	0.702625580054745	0.5786739301420892	0.7174897368917943	0.7017530751810972	0.46429544996992655	0.7888647620571982	0.6828139985919878
ZeeviD_2015__PNP_Main_311__bin.11	0.7048085791717561	0.6916501633796579	0.4129812529580003	0.7021653619746583	0.5290621250235967	0.6227189035589045	0.6316058803604926	0.6791165080159646	0.5159498453862115	0.7036305693547513	0.5912255954159117	0.5166061321870037	0.7303410961258318	0.6883818012861991	0.7154591104872478	0.7534814534580394	0.5798822528438135	0.6900892234785353	0.6917581988752775	1.0	0.5793309257949933	0.5251943773868252	0.6722229975659334	0.570149446539154	0.5183135543793399	0.7067843599973395	0.6796570699620184	0.5493324290647009	0.7391873193240899	0.47199400845137457	0.5161716833967898	0.7578820736817459	0.7007163022487146	0.5112531848364301	0.7195563854937165	0.499198192077884	0.6353917363226486	0.7223257081803631	0.6457304641258718	0.7436286931511263	0.7377140381169222	0.4750682142270829	0.6750200019454078	0.7124741012773179
ZeeviD_2015__PNP_Main_500__bin.44	0.7010508615671883	0.6856025995433056	0.39045717535972563	0.6448752879214764	0.5057758416261905	0.5977734901638231	0.7192423581618795	0.6577366096821214	0.5446039908528445	0.7063685991884304	0.5759722998396428	0.505839271411491	0.7594394299444969	0.6683401627450752	0.7288700045934773	0.7912869861980103	0.5660420145631471	0.6999742135121196	0.7062989507967279	0.6246954955731814	1.0	0.46688384804047567	0.6380916174843997	0.5546648668637826	0.5029596420735984	0.7177677192970819	0.6536476686859173	0.5178565209965027	0.7421218548361688	0.3988054471675492	0.4704893960323632	0.7511027662019572	0.6969946718980348	0.4908520154088775	0.7332649010246606	0.6135724815887792	0.6307656845690672	0.7522225299280797	0.6527414104462638	0.7829768551761193	0.7908894099620417	0.4304096486238639	0.6687709048818548	0.6837162889346947
Obregon-TitoAJ_2015__SM41__bin.13	0.683146555296848	0.7110492913172232	0.4190199945746773	0.7268204029809134	0.5493294640233288	0.5804492468597178	0.5954545968307073	0.6797345359465304	0.5293113419384979	0.7427017165118189	0.5772482122808208	0.529096118633723	0.7280971434168984	0.6603583161908206	0.6837498398776288	0.7703468438938746	0.5452293894251419	0.6811087626496674	0.6488068999555424	0.6433288310690146	0.5303714462252563	1.0	0.6641715833653578	0.5888862829757895	0.5147289034066506	0.7048252405603153	0.6783838566509182	0.5321704681601375	0.7052721703551326	0.4874200330040463	0.5947604192568814	0.7278437733119334	0.7101300005274619	0.5190879994876083	0.7548239219054939	0.4593995599460482	0.6095364174785812	0.7039619926004627	0.6691542147975676	0.7428816187053071	0.7390481007602987	0.5308909020352496	0.6557877643902916	0.7501973272750563
LiuW_2016__SRR3993044__bin.61	0.6581782373595936	0.6498248212203321	0.3828383763490442	0.6076046891780985	0.46172698919669103	0.5518729290865086	0.5828379896764871	0.6267952481809472	0.45082540090694045	0.6604112713761451	0.5510567277641529	0.45701731745269136	0.7034131264377371	0.6361578796939229	0.6730177634150405	0.7149955806549009	0.5065713389922862	0.6476401212734029	0.6597200941805458	0.5633980268743872	0.4959562106218307	0.4544324114092894	1.0	0.493678064806965	0.45636255192287434	0.6621103750369353	0.5874165149782449	0.4768951869255697	0.6859880498846266	0.40758670890419896	0.4768861645659069	0.7172141144505657	0.6539351505010149	0.480215093054362	0.6769888905752108	0.44185620872069065	0.6225370166472203	0.6822431261702887	0.5678354166928475	0.7009812782814725	0.6844648822372617	0.4212227166260499	0.6398515692944611	0.6664150072774998
CosteaPI_2017__SID713A089-11-0-0__bin.31	0.7275421733083995	0.7289495759676938	0.4049552650329648	0.7422297903016487	0.6722920968999053	0.667907782147074	0.7180749518556814	0.7610992047013753	0.5563406973471157	0.7297090160165209	0.6389375828532836	0.5802344927915901	0.8724888545786106	0.7198502300615635	0.7571700894885137	0.7702524313693796	0.6226158924094083	0.7387967496894889	0.7374130359858461	0.6888176981581141	0.6214477017532615	0.5808099950671233	0.7116352718330886	1.0	0.5750266384628747	0.7489574537066712	0.7301089413266372	0.6298043292263187	0.7757148258490169	0.49214827242484793	0.5438083108288255	0.7957101623761788	0.7330946787173778	0.527807118020235	0.765460759477208	0.5502995491666597	0.7687145072093389	0.7620003139947847	0.6902650468994873	0.7579128079215868	0.7655936034245869	0.5341687638359759	0.7174571810514366	0.7538341271455924
ZeeviD_2015__PNP_Main_126__bin.9	0.7735026807423793	0.7475541486296724	0.3726707874105949	0.7600325486064388	0.5940991936529142	0.6938000067764779	0.7548840388668653	0.7321263673292019	0.5771692930896597	0.755850493687926	0.6584977839303894	0.58587975624041	0.8115509905758554	0.7515001024538918	0.798582640492252	0.8116106881190595	0.6580578506840746	0.7746025138581663	0.7622133912883536	0.7250465613946206	0.6524763993023456	0.5878126658825313	0.7616954747648804	0.6658029346451735	1.0	0.7577021931586615	0.7376723228744313	0.635663742562681	0.8086279622216735	0.4402839021541132	0.566562491764697	0.8255653922047916	0.7449629525651926	0.5241912192981183	0.7807890079075043	0.5975143233767513	0.6636855542163945	0.7829305900429876	0.6999440133851572	0.7854212145707182	0.7973666391842842	0.5878745146885536	0.7432252700238198	0.7624925176390106
LiJ_2014__MH0400__bin.70	0.7113614346557448	0.696123122438956	0.4225137584007404	0.6570894084678301	0.47191653376721693	0.586538678741746	0.6154702058903446	0.6746356855514042	0.4926653057246693	0.715623037568324	0.5756707200192072	0.47733921855768974	0.7581567776783139	0.6844990728770886	0.7262799491679773	0.7813058072810612	0.5442760083308754	0.682753900337998	0.700614811893764	0.5932373273302152	0.5587065973846936	0.48295875158204665	0.6630861801567944	0.520335067964273	0.4546390674686027	1.0	0.6635657153626171	0.47775195444480084	0.7448627451486591	0.4399812961907608	0.5263783087445149	0.7741657023254553	0.6953541235187171	0.5310348989329534	0.7568704874155892	0.45854537545412244	0.6492016029254875	0.7899338912636172	0.6084891930319598	0.7777625390711475	0.741933901590082	0.44526102398515055	0.6862981366539802	0.7243169527635234
ZellerG_2014__CCIS77252613ST-4-0__bin.9	0.7095152151855544	0.6966365864827735	0.41422873510581937	0.6971724627140408	0.531179412583394	0.6065784913216424	0.6338711849796622	0.6752629546821827	0.5282981799243955	0.7126780342824305	0.5885289443202327	0.4965098007524536	0.74912264633785	0.6795172803922096	0.7014102667708249	0.757817705106448	0.5613558530650361	0.6929982311056038	0.6820932216325908	0.6349292891199526	0.5662882848907685	0.517366232973269	0.6547563505104652	0.5645567437976456	0.49263547306701144	0.7385466332641939	1.0	0.5207520943889233	0.7496272750945057	0.43951692122583486	0.5179491599996409	0.767601756323573	0.6938221587694959	0.5169115283427165	0.7331120868464295	0.4957156838976735	0.6440973700042202	0.7550485323564008	0.6195131499788991	0.7501319038511615	0.7311179951332956	0.4491842433711356	0.6740385565103394	0.719691476084009
ZeeviD_2015__PNP_Main_744__bin.10	0.6911746770191204	0.6976832188136044	0.3772060525033192	0.6925204403456321	0.5658276282150271	0.6191012137375446	0.6580356029061439	0.7110903048000902	0.5014767688881037	0.6960137674092479	0.6048246218112899	0.5763368248054509	0.7293406548052145	0.6810067904935871	0.7050705412778816	0.7357810273340206	0.6101130728710901	0.682012634964712	0.6866768966938833	0.6625922777670346	0.5792671757565977	0.5240213188944336	0.6863286305814746	0.6287835681463108	0.5481068652942849	0.6865498328925518	0.6723673794760427	1.0	0.7275682538975893	0.4541339094795624	0.5059917074638854	0.7489363044003493	0.6925324974946635	0.47899714199194304	0.7069778895073587	0.5189192899081199	0.6205434342563081	0.7116926985151621	0.6477207119097271	0.7053868095717069	0.7169894968319841	0.49699753802291513	0.6704354532120014	0.7110573795085042
LiJ_2014__O2.UC16-1__bin.11	0.8827834490703702	0.621415085282729	0.3981229944812779	0.614663160130215	0.44054791571512103	0.568562484908608	0.5993367060473208	0.6397877459351426	0.4529090385437789	0.6460582011351635	0.5473132231140487	0.4347769674084116	0.7126281859201312	0.8297373879600511	0.6895467200404958	0.7186548515007026	0.5014205545486546	0.6512973506061285	0.6591946215006154	0.5593266984543506	0.5207683736788669	0.4356671777133232	0.619335018720599	0.48584478339670506	0.4374077425023055	0.6714995970780157	0.6071848117321572	0.4564294421057838	1.0	0.40578054861391927	0.46982477984750054	0.7400841917850463	0.6389888840079246	0.4790890763049872	0.6931157069753504	0.4504100494852199	0.6279912957214631	0.6893913696147368	0.5617907773048738	0.7135079231626321	0.7058396050491798	0.39173006263473154	0.6567203605060816	0.6859809332080444
