	HeQ_2017__RSZAXPI003069-101__bin.8	HeQ_2017__RSZAXPI003094-125__bin.41	QinJ_2012__NOM014__bin.26	QinJ_2012__T2D-045__bin.2	QinJ_2012__T2D-014__bin.31	QinJ_2012__CON-007__bin.24	HeQ_2017__SZAXPI029485-81__bin.16	QinJ_2012__NOF002__bin.17	QinJ_2012__T2D-054__bin.13	HeQ_2017__SZAXPI029550-158__bin.15	QinN_2014__LD-61__bin.17	HeQ_2017__SZAXPI029497-98__bin.16	HeQ_2017__SZAXPI029474-42__bin.18	HeQ_2017__RSZAXPI003106-145__bin.34	QinJ_2012__T2D-003__bin.1	YuJ_2015__SZAXPI015214-19__bin.13	YuJ_2015__SZAXPI017582-94__bin.24	WenC_2017__N216__bin.12	QinJ_2012__T2D-032__bin.42	QinJ_2012__NOF009__bin.1	QinJ_2012__T2D-022__bin.21	QinN_2014__LD-88__bin.28	YuJ_2015__SZAXPI015237-23__bin.9	QinJ_2012__T2D-083__bin.23	QinJ_2012__DLM015__bin.10	QinJ_2012__T2D-016__bin.2	HeQ_2017__SZAXPI029463-136__bin.16	QinJ_2012__T2D-074__bin.35
QinN_2014__LD-61__bin.17	0.9911390005821589	0.9903198950146048	0.9901989470216834	0.9924265083137578	0.9914800054967706	0.9983993494129872	0.9908134707228136	0.9914919313754808	0.9910954452602795	0.991703711173567	1.0	0.9928555716256257	0.9906520608011314	0.9921315776730896	0.9923133449827594	0.9933548996094573	0.99204716443298	0.992371029265893	0.992896943672987	0.9922515347602455	0.9922462800257175	0.9993468353656508	0.992108784162898	0.9919801128322119	0.9895668624100034	0.9911147060967502	0.9919741341765556	0.9921627257386567
HeQ_2017__SZAXPI029497-98__bin.16	0.990694786198869	0.9909395101288845	0.9911397733080786	0.9920685922172463	0.9910330925887425	0.991977735194817	0.9911884016749263	0.9916848288922256	0.992028674510274	0.9920349396911142	0.9928555716256257	1.0	0.9921645626068584	0.9916004870095153	0.9979374431560095	0.99339773258387	0.9920812430452094	0.9921881194399074	0.9926854463492665	0.9917387438595386	0.9918965605223613	0.9920523567169622	0.9918105354778426	0.9916784767193332	0.996281023350103	0.9920337485144948	0.9919754067566396	0.9919330880759807
HeQ_2017__SZAXPI029474-42__bin.18	0.9900052160571324	0.9895011517131231	0.9895205577966915	0.9907769716005299	0.9899165588063834	0.9906288539711818	0.9901884003617993	0.9912511654481767	0.9906784224916457	0.9907515192086086	0.9906520608011314	0.9921645626068584	1.0	0.990802621820785	0.9923456007459663	0.9919226726547383	0.9906548416749912	0.9916414097184675	0.9925295644649553	0.9917531476920821	0.9918827385995963	0.9908291985403036	0.9905893842269852	0.9914556719452781	0.9899914091320466	0.9918229062247281	0.991509902141445	0.991331945584082
HeQ_2017__RSZAXPI003106-145__bin.34	0.9911499085117905	0.9988006892481555	0.9978228050607812	0.9918458157374264	0.9904014145796529	0.9918077339067529	0.9982633912676244	0.9913772486728346	0.9915812443151673	0.9917174169084485	0.9921315776730896	0.9916004870095153	0.990802621820785	1.0	0.9918672528443279	0.9990763425528395	0.9917138198906684	0.9906327199794679	0.992338102852635	0.9922102358577721	0.9925703540347269	0.9911770601392711	0.9919956344378444	0.9913857796128294	0.9893170059223885	0.990947376865073	0.9918997557807747	0.999467434509616
QinJ_2012__T2D-003__bin.1	0.991222452823049	0.9910685941445988	0.9910660482853109	0.9922895403260502	0.9909331587454222	0.9917897321070223	0.9910285808371451	0.9919714385835869	0.9918281601837361	0.9920875220079814	0.9923133449827594	0.9979374431560095	0.9923456007459663	0.9918672528443279	1.0	0.9926200189842782	0.9916581813200612	0.9913710751534435	0.9927390105743534	0.992166927720755	0.9919514792602057	0.9919676355760644	0.9916260109183879	0.9917385099537738	0.994602762901257	0.9921035470564366	0.9919614393474888	0.9922144878063955
YuJ_2015__SZAXPI015214-19__bin.13	0.9918107854941672	0.9957962502160578	0.9984618082745108	0.9915179331271312	0.9909554888263924	0.9933491323293326	0.9987134502923977	0.9910372291530873	0.9934709704788195	0.9920085327062245	0.9933548996094573	0.99339773258387	0.9919226726547383	0.9990763425528395	0.9926200189842782	1.0	0.9923188097103338	0.9924644097583811	0.9930275048644581	0.9930673114851094	0.9936061499513746	0.9914886946902434	0.9921640016658512	0.9926688924194654	0.9904985987141989	0.990960293469932	0.9920168452437896	0.9994821054836689
YuJ_2015__SZAXPI017582-94__bin.24	0.9905478663381158	0.9904109580141588	0.990416407352174	0.9917709835327829	0.9911254816864905	0.9918907114610059	0.9903733609435562	0.991181120117638	0.9920833355956252	0.9915502261156048	0.99204716443298	0.9920812430452094	0.9906548416749912	0.9917138198906684	0.9916581813200612	0.9923188097103338	1.0	0.9915497904897429	0.9921623398270849	0.9924591020037464	0.9915919627876053	0.9916298965946984	0.9992864639692781	0.9918987722440217	0.9892951978828194	0.9914659608310614	0.9914955337753714	0.99188164419476
WenC_2017__N216__bin.12	0.9895751652705658	0.9888304237674409	0.9907800965862086	0.9908641819960818	0.989410638240887	0.9919811817645177	0.9907503052598734	0.9905803688258676	0.9915305302303837	0.9908167934480213	0.992371029265893	0.9921881194399074	0.9916414097184675	0.9906327199794679	0.9913710751534435	0.9924644097583811	0.9915497904897429	1.0	0.9916751544124585	0.9907831921871894	0.9917953216433097	0.9915411300205286	0.9920099825701156	0.9909429335758467	0.9900988953255584	0.9906500274231039	0.9908792135933759	0.9913614728989513
QinJ_2012__T2D-032__bin.42	0.9916077600971569	0.9915588045837733	0.9917727691663175	0.9918006313429348	0.9910911003837108	0.992552755508417	0.9914616705816384	0.9949963222399963	0.9931378768146654	0.9967056700242949	0.992896943672987	0.9926854463492665	0.9925295644649553	0.992338102852635	0.9927390105743534	0.9930275048644581	0.9921623398270849	0.9916751544124585	1.0	0.9929334835501993	0.9942225737498488	0.9922339447095518	0.9926578018708772	0.9926278727185049	0.9902094668314078	0.9919651184343308	0.9967594296385567	0.9925916392149379
QinJ_2012__NOF009__bin.1	0.9910368534356695	0.9903887383071238	0.9920577913067281	0.992014139519823	0.9904498152385727	0.9919812032118378	0.9916936149353442	0.9916749615419419	0.9919411766360213	0.9922725742005223	0.9922515347602455	0.9917387438595386	0.9917531476920821	0.9922102358577721	0.992166927720755	0.9930673114851094	0.9924591020037464	0.9907831921871894	0.9929334835501993	1.0	0.9918722194835466	0.9919234405915411	0.992276004844661	0.9920690768331933	0.989502005158988	0.9913583111452133	0.9919225998654487	0.992716580464099
QinJ_2012__T2D-022__bin.21	0.9914955610540367	0.9921761224893856	0.9918281888463125	0.9917382123954719	0.9909038036136123	0.9919058902713941	0.9918754494179711	0.9915500663923354	0.9919853929266573	0.9920709041603281	0.9922462800257175	0.9918965605223613	0.9918827385995963	0.9925703540347269	0.9919514792602057	0.9936061499513746	0.9915919627876053	0.9917953216433097	0.9942225737498488	0.9918722194835466	1.0	0.9914636039701378	0.9917801372632141	0.9919360731659755	0.9895929529565026	0.9924597472974758	0.9920621645394041	0.993080387612757
QinN_2014__LD-88__bin.28	0.9907741823304602	0.9899588036578173	0.990280350972532	0.9919532580812286	0.990935675617	0.9986672864304924	0.9901174022886016	0.9911161048895931	0.9911755511201041	0.9915154933019732	0.9993468353656508	0.9920523567169622	0.9908291985403036	0.9911770601392711	0.9919676355760644	0.9914886946902434	0.9916298965946984	0.9915411300205286	0.9922339447095518	0.9919234405915411	0.9914636039701378	1.0	0.99132200310319	0.9914639398063928	0.9891098080351578	0.9912471046990119	0.9915306726515971	0.9916311760048447
YuJ_2015__SZAXPI015237-23__bin.9	0.9902983885972677	0.9908991162447384	0.9911029727525826	0.9921713110736	0.9915390703233518	0.991475699541423	0.9906673585907861	0.9912674544824877	0.9919849216732078	0.9912248400882219	0.992108784162898	0.9918105354778426	0.9905893842269852	0.9919956344378444	0.9916260109183879	0.9921640016658512	0.9992864639692781	0.9920099825701156	0.9926578018708772	0.992276004844661	0.9917801372632141	0.99132200310319	1.0	0.9918896914707804	0.9893677691730804	0.9915463535333258	0.9914292738607429	0.9922330111032391
QinJ_2012__T2D-083__bin.23	0.9914203646813127	0.9907173941906265	0.9908861907976364	0.9917863974576694	0.9903919971680583	0.9915144582538152	0.9906951377746083	0.9911515391860407	0.9919090862193201	0.9920712987603723	0.9919801128322119	0.9916784767193332	0.9914556719452781	0.9913857796128294	0.9917385099537738	0.9926688924194654	0.9918987722440217	0.9909429335758467	0.9926278727185049	0.9920690768331933	0.9919360731659755	0.9914639398063928	0.9918896914707804	1.0	0.9895287602137868	0.9931724976713954	0.9918442651435214	0.9917309926652101
QinJ_2012__DLM015__bin.10	0.9891570124417904	0.9877568985086371	0.9886611351558514	0.9892774749778129	0.9880740203692828	0.9890620117811121	0.9889012840200688	0.9889539248326641	0.9895092673546758	0.9898610695955335	0.9895668624100034	0.996281023350103	0.9899914091320466	0.9893170059223885	0.994602762901257	0.9904985987141989	0.9892951978828194	0.9900988953255584	0.9902094668314078	0.989502005158988	0.9895929529565026	0.9891098080351578	0.9893677691730804	0.9895287602137868	1.0	0.9892905644583169	0.9890997455260375	0.9895894717114555
QinJ_2012__T2D-016__bin.2	0.9913491419348667	0.9899640209406515	0.9904685375314551	0.9918669855011255	0.9904961701582147	0.9911285043582299	0.9900999067358208	0.9901871792589956	0.9911457398950387	0.9906018164659487	0.9911147060967502	0.9920337485144948	0.9918229062247281	0.990947376865073	0.9921035470564366	0.990960293469932	0.9914659608310614	0.9906500274231039	0.9919651184343308	0.9913583111452133	0.9924597472974758	0.9912471046990119	0.9915463535333258	0.9931724976713954	0.9892905644583169	1.0	0.9908917147313789	0.9913881880336017
HeQ_2017__SZAXPI029463-136__bin.16	0.9905207505496716	0.9910084876601701	0.991353735864475	0.9917752288359654	0.9909560922037034	0.9913941523161596	0.9915432827180835	0.9979231880183236	0.9914309897014294	0.9996321004847221	0.9919741341765556	0.9919754067566396	0.991509902141445	0.9918997557807747	0.9919614393474888	0.9920168452437896	0.9914955337753714	0.9908792135933759	0.9967594296385567	0.9919225998654487	0.9920621645394041	0.9915306726515971	0.9914292738607429	0.9918442651435214	0.9890997455260375	0.9908917147313789	1.0	0.9923943977348242
QinJ_2012__T2D-074__bin.35	0.9914307675365494	0.9989452440158332	0.9980666244148158	0.9920465226730762	0.9907162151100924	0.9920790960577137	0.9984978778095	0.9918797896444305	0.9919374103057601	0.9921462057419158	0.9921627257386567	0.9919330880759807	0.991331945584082	0.999467434509616	0.9922144878063955	0.9994821054836689	0.99188164419476	0.9913614728989513	0.9925916392149379	0.992716580464099	0.993080387612757	0.9916311760048447	0.9922330111032391	0.9917309926652101	0.9895894717114555	0.9913881880336017	0.9923943977348242	1.0
