	HeQ_2017__RSZAXPI003069-101__bin.8	HeQ_2017__RSZAXPI003094-125__bin.41	QinJ_2012__NOM014__bin.26	QinJ_2012__T2D-045__bin.2	QinJ_2012__T2D-014__bin.31	QinJ_2012__CON-007__bin.24	HeQ_2017__SZAXPI029485-81__bin.16	QinJ_2012__NOF002__bin.17	QinJ_2012__T2D-054__bin.13	HeQ_2017__SZAXPI029550-158__bin.15	QinN_2014__LD-61__bin.17	HeQ_2017__SZAXPI029497-98__bin.16	HeQ_2017__SZAXPI029474-42__bin.18	HeQ_2017__RSZAXPI003106-145__bin.34	QinJ_2012__T2D-003__bin.1	YuJ_2015__SZAXPI015214-19__bin.13	YuJ_2015__SZAXPI017582-94__bin.24	WenC_2017__N216__bin.12	QinJ_2012__T2D-032__bin.42	QinJ_2012__NOF009__bin.1	QinJ_2012__T2D-022__bin.21	QinN_2014__LD-88__bin.28	YuJ_2015__SZAXPI015237-23__bin.9	QinJ_2012__T2D-083__bin.23	QinJ_2012__DLM015__bin.10	QinJ_2012__T2D-016__bin.2	HeQ_2017__SZAXPI029463-136__bin.16	QinJ_2012__T2D-074__bin.35
WenC_2017__N216__bin.12	0.846120486156083	0.5188141067153547	0.7332935027387015	0.7703175723948911	0.4991848654881824	0.8408361082445153	0.5864798806753375	0.5396173756094708	0.872262447408992	0.8455063150989985	0.7253126214241248	0.8431072877454073	0.8778351096942932	0.843253518949475	0.851979761601357	0.4212636882852093	0.7422378387863645	1.0	0.6907811670921299	0.8657238235699632	0.8306492247657167	0.854388816237513	0.8437624035396307	0.7865183185918353	0.7220863432589504	0.5439057101196171	0.851750805316131	0.847260253940931
QinJ_2012__T2D-032__bin.42	0.4689085341432481	0.306426942877645	0.38900185026032974	0.4319192331119418	0.25278894933582535	0.46636703365930177	0.33201351920766303	0.2981273675822709	0.4731130786496229	0.4929475773479741	0.38474828532808225	0.46823241731192844	0.479125120986583	0.46538271393765435	0.46989102863627263	0.2065034981810293	0.41688717166744543	0.21555480692210133	1.0	0.4700555599592818	0.46549170616113744	0.469482177424738	0.47311047118016153	0.4341934679761031	0.3969582825745945	0.2658781852846939	0.4952515373639944	0.4700114937253855
QinJ_2012__NOF009__bin.1	0.8744273660580223	0.60814407138928	0.6282026942938845	0.6977371408201747	0.3880778546815953	0.8718272729868656	0.547960985424605	0.4542729106137205	0.8926120140868186	0.8703056882291973	0.6430193965185864	0.8766650276185363	0.8859203673643448	0.8508533143969407	0.865858606524583	0.30547924271583266	0.6910125457785515	0.32510326160118164	0.5656840431917947	1.0	0.8249656631445437	0.8821043244198193	0.8912488950545828	0.7513945768321855	0.6728420184579622	0.40977636249929006	0.8712903722814891	0.8436134704025249
QinJ_2012__T2D-022__bin.21	0.9235570559319988	0.6399327646152672	0.6809490240768421	0.7567289056195253	0.42177428352117174	0.9161116802827941	0.6078896697744497	0.4927254931703504	0.9344648568062981	0.9311822749731554	0.6858934855514663	0.9241775332314338	0.9590675032141287	0.9208298417554123	0.9104562918967354	0.341989279081398	0.7368690567654023	0.3498559317172299	0.6282989032368643	0.9252636324634568	1.0	0.9271497004428512	0.9323246852476683	0.8139652089262857	0.7145712917154843	0.43968189892097487	0.9278958217558416	0.9101212411939208
QinN_2014__LD-88__bin.28	0.8887284718129012	0.6218349295673374	0.6395188623044366	0.7018500419912195	0.3864021614045976	0.9498562080619988	0.5644811995076479	0.4569407874922617	0.9180009088899338	0.898097733104881	0.701552650177347	0.8777363279395982	0.9024851296208869	0.8716191391658081	0.8697348166972101	0.31587520392468893	0.6928585912962909	0.32245629869869796	0.5678285130945432	0.8865297276704633	0.8307944650432164	1.0	0.8998051342504859	0.7477001016430346	0.6755527845240201	0.4095542560300684	0.898180674830277	0.8639352032750313
YuJ_2015__SZAXPI015237-23__bin.9	0.8618925349598208	0.6089851644376573	0.6294590058478466	0.6846314678174052	0.3760918015340347	0.8545151486988283	0.5466409354124867	0.44376269174674277	0.8692061397833982	0.8718281643034126	0.6333284130510185	0.8542205392021975	0.8770220993569009	0.8487790714273131	0.8413093539426344	0.30848864113343866	0.7466012086886111	0.3066854487813797	0.5510846792735233	0.8626409038254891	0.804578839019904	0.8665750036294675	1.0	0.7289404323895503	0.6491926788628923	0.3948827241598618	0.8647699889506253	0.8458217387791747
QinJ_2012__T2D-083__bin.23	0.9052249004092112	0.6383283663494628	0.6924720060989942	0.7860681375769154	0.4351978105093142	0.893689469592416	0.6084650663838148	0.4863043832000434	0.9053887506102007	0.891844930663115	0.6719986409849996	0.8975439043205227	0.913991074495718	0.8949441477981547	0.9005553580145725	0.32029851623284655	0.7565212379993853	0.35453944156838163	0.6272227127265276	0.9019486497236769	0.8711440586033785	0.893033692121329	0.9040131622561457	1.0	0.7201871734295994	0.4496832982781792	0.8942209469110282	0.8918562306769763
QinJ_2012__DLM015__bin.10	0.7778404864661155	0.5185835648519351	0.6012983634133212	0.6607415518492192	0.39427981782840626	0.7786331112393826	0.5223610090260146	0.4428622120909772	0.7915760132661902	0.7770948320497827	0.6203312657813977	0.8105839626321454	0.7987639457007996	0.7599491839450917	0.818594610224933	0.3059960963229917	0.6573791348133644	0.3171034848702242	0.5586496462728472	0.7868338419953889	0.7450507738549783	0.7860602989296263	0.7843546878434478	0.701619339750903	1.0	0.41206763878180913	0.7900814018303027	0.759711763469025
QinJ_2012__T2D-016__bin.2	0.8226305070374444	0.4690408931464805	0.6902965963736709	0.742348996568385	0.4752700960814093	0.8105414741791129	0.5675359202560478	0.534876872489517	0.8384253285801415	0.827853136782888	0.7226402173588814	0.8208274336255104	0.8452225535860598	0.79116906558148	0.8398977433339913	0.42075774778931524	0.7198102615884435	0.41310817234614694	0.6471510361166838	0.8287911665269354	0.7928794784097667	0.8242070062825145	0.8251545559495393	0.7576894004542907	0.7126836472475047	1.0	0.830441286509698	0.7956288321656619
HeQ_2017__SZAXPI029463-136__bin.16	0.8848222333879556	0.6245234223702383	0.6457740504427437	0.7130204164594133	0.39026437118264473	0.8852467346542003	0.5670200705461138	0.49344847785523654	0.9012805735595993	0.9831326236640046	0.656564272963467	0.8736961972261288	0.9024458216450828	0.8750435547767597	0.8678592259116835	0.31671518710879604	0.6976238028748678	0.3217119930918337	0.599464276245856	0.8763460950933335	0.8321130631506389	0.8988828515375468	0.8986328849926651	0.7492794524975193	0.6795394177041961	0.41297471550524806	1.0	0.87389819039371
QinJ_2012__T2D-074__bin.35	0.9057777759805141	0.7121494577543055	0.7151520114413807	0.7464281068679961	0.4116969516834857	0.9126964549647276	0.6277049099671977	0.4832234418903081	0.9155493864478678	0.9315225676787733	0.6777771262696826	0.9052001803554134	0.9293907882596444	0.9662268313050089	0.8991354262918563	0.3474665658401725	0.7362497531570622	0.34168656574581613	0.6074385150468041	0.9059674996309993	0.871442513059929	0.9231598996318081	0.9384624768405722	0.7979031998258451	0.6976667697846721	0.4224559339020325	0.9330764144858557	1.0
