	HeQ_2017__RSZAXPI003069-101__bin.8	HeQ_2017__RSZAXPI003094-125__bin.41	QinJ_2012__NOM014__bin.26	QinJ_2012__T2D-045__bin.2	QinJ_2012__T2D-014__bin.31	QinJ_2012__CON-007__bin.24	HeQ_2017__SZAXPI029485-81__bin.16	QinJ_2012__NOF002__bin.17	QinJ_2012__T2D-054__bin.13	HeQ_2017__SZAXPI029550-158__bin.15	QinN_2014__LD-61__bin.17	HeQ_2017__SZAXPI029497-98__bin.16	HeQ_2017__SZAXPI029474-42__bin.18	HeQ_2017__RSZAXPI003106-145__bin.34	QinJ_2012__T2D-003__bin.1	YuJ_2015__SZAXPI015214-19__bin.13	YuJ_2015__SZAXPI017582-94__bin.24	WenC_2017__N216__bin.12	QinJ_2012__T2D-032__bin.42	QinJ_2012__NOF009__bin.1	QinJ_2012__T2D-022__bin.21	QinN_2014__LD-88__bin.28	YuJ_2015__SZAXPI015237-23__bin.9	QinJ_2012__T2D-083__bin.23	QinJ_2012__DLM015__bin.10	QinJ_2012__T2D-016__bin.2	HeQ_2017__SZAXPI029463-136__bin.16	QinJ_2012__T2D-074__bin.35
HeQ_2017__SZAXPI029497-98__bin.16	0.8671158873621088	0.5907350187192673	0.6189101365653861	0.6815865928430287	0.37736009049079994	0.8503916730941627	0.5408396056828974	0.4430666743848769	0.8700831219951782	0.8644596757413001	0.631293796279927	1.0	0.8931786145082536	0.8414774531783642	0.9026003588967758	0.30060561875274766	0.671747126400816	0.3132427278032357	0.5577762793324582	0.8669481727398031	0.8149938749743814	0.8639477706627701	0.8728303876366789	0.739392441264681	0.6886080781500076	0.40145999333522114	0.8592326743129098	0.8337197131954799
HeQ_2017__SZAXPI029474-42__bin.18	0.881673898164369	0.6092687127357547	0.6332154302699952	0.6975950122433044	0.383388702061471	0.8579115714670469	0.5545222393263342	0.45118275757268766	0.8863479124609907	0.8877282184077033	0.6386307142627702	0.881651968935858	1.0	0.8566390584886499	0.8625068258584521	0.307796489346719	0.6833512061693405	0.32175892179851795	0.5632979459416719	0.8648072328155153	0.8348355369634135	0.8757628900622914	0.8834748746636489	0.7430577004331487	0.6655811183782996	0.4079698229106696	0.8756418160119196	0.8444411567760698
HeQ_2017__RSZAXPI003106-145__bin.34	0.8851980835656365	0.6965836238223954	0.7027364598596132	0.7246831509291242	0.40330846764595424	0.8946341292469148	0.6275175351363932	0.47143895233510885	0.8977801390115789	0.9130615607593798	0.6570502224291056	0.8890823278620886	0.9169348951859041	1.0	0.8760354458367936	0.33542560394395105	0.7179110971229681	0.3305022771873959	0.5855396616750155	0.8894469819993759	0.8585641156525556	0.9056623547334288	0.9165054430332876	0.7787293241434761	0.6773478701289084	0.4083977566662611	0.9091726880332611	0.947415088151749
QinJ_2012__T2D-003__bin.1	0.852641551538885	0.5891921718220523	0.6207914498354185	0.6908230265787354	0.37897287479816577	0.8468948909774517	0.5406615122721766	0.447418572283012	0.8634081287031626	0.8512875918640983	0.6318469092881446	0.9028353968751262	0.8740107033548216	0.829345057217785	1.0	0.29652843612649854	0.6797281314073262	0.3163608468413711	0.5599280517221359	0.8568542878363029	0.8031472207364276	0.8562217514279016	0.8597017971107389	0.7421113695993801	0.6944226313451993	0.41092300551505395	0.8537025601605973	0.8285845112146109
YuJ_2015__SZAXPI015214-19__bin.13	0.8837655733418445	0.2841254967790202	0.8317227659018138	0.7859962984089114	0.6390306632808306	0.8947428659694623	0.7310018954602935	0.6069455546012601	0.897817289538306	0.929493901865963	0.9126338895645466	0.8939528582182674	0.9273043986403305	0.9440918307243226	0.8815984024908041	1.0	0.7673106144845921	0.4655760403397126	0.7318012083675686	0.8995806166154727	0.8984146805586443	0.9240801620585983	0.9377159377782823	0.7854621824499174	0.768563088492965	0.6113217695057008	0.9263068859085508	0.9589558870465714
YuJ_2015__SZAXPI017582-94__bin.24	0.8363360046790029	0.5928462431090482	0.6887957478316057	0.7558915305068505	0.42948868515038763	0.8442963762615264	0.5873478701825559	0.4854582249654675	0.8526779047773118	0.8511130520539081	0.6604553472541967	0.8348629276123397	0.8603882265832078	0.8444628168593437	0.8445619812342116	0.3206734777685138	1.0	0.3425083064746948	0.616875521099068	0.8499044133202256	0.8073562855436229	0.847212586642442	0.9552547007802487	0.7747226508542914	0.6891970718898942	0.4372896159733197	0.8522575256038527	0.8427280236190097
WenC_2017__N216__bin.12	0.8372998199267173	0.5130191729998704	0.7265326074694899	0.7632800912482713	0.49389881636285393	0.8340935963266721	0.5810551208078648	0.5345343789560763	0.86487484697949	0.837741855966442	0.7197792326622018	0.8365210343141966	0.8704976456776145	0.8353545271091761	0.8446280922677117	0.41808921774661895	0.7359657735421793	1.0	0.6850305205413062	0.8577446134691473	0.8238340150492799	0.8471616523290453	0.8370207272286679	0.7793947699365357	0.7149368907903587	0.5388202066455815	0.8439821681491726	0.8399411732756208
QinJ_2012__T2D-032__bin.42	0.4649733412322275	0.30384033317201786	0.38580144224350843	0.4283777680895801	0.2505368779620853	0.46289388433682666	0.32917867840931847	0.296635634303451	0.46986651842333627	0.4913236453674655	0.3820153965856752	0.4648075061744877	0.47554584765703223	0.46181699944930243	0.46647915484613844	0.20506365354448972	0.4136197516854683	0.2137603464388225	1.0	0.46673390461250924	0.46280236215873444	0.4658361528769775	0.4696368003637941	0.4309925384653895	0.3930718493425005	0.26374188555503636	0.4936466399105534	0.46652947900674185
QinJ_2012__NOF009__bin.1	0.8665897454161827	0.6022990395721864	0.6232133773941269	0.6921651093617471	0.3843716394675677	0.8648362672504063	0.5434094104792601	0.4504910711624073	0.8854186115327276	0.8635804656005428	0.6380369830761743	0.8694226732759949	0.8786143129381146	0.8442253677581556	0.8590762734760696	0.3033614502783191	0.6858016906567039	0.32210684731968564	0.5616866275951901	1.0	0.8182605233008944	0.8749799564391842	0.8843648929069801	0.7454353241753742	0.6657785264193744	0.4062352026745249	0.8642526113111894	0.8374690795714459
QinJ_2012__T2D-022__bin.21	0.9157027213367115	0.6349260090498885	0.6753844372467983	0.7504769721270899	0.4179377418075352	0.9086965718189276	0.6029508394040743	0.48856199546625717	0.9269754881551482	0.9237988414706895	0.6805752595323157	0.9166885165242995	0.9512825015899071	0.9139884020369111	0.9031284655487283	0.33980265091271405	0.7306734343154566	0.3469854763263098	0.6246689526603625	0.9177432927389374	1.0	0.9192351834209028	0.9246611043088154	0.8074014530360627	0.7071347146666686	0.436366586294385	0.9205303373981694	0.9038235549794623
QinN_2014__LD-88__bin.28	0.8805292249742266	0.6155909629471245	0.6333029634163918	0.6962024358376373	0.382899686871334	0.9485903218044335	0.5589026588972661	0.45288137346451374	0.9099000567977367	0.8904778168728699	0.7010944207971173	0.8707603927085709	0.8942086176768054	0.863928895919488	0.8627487896973133	0.3131866936243043	0.6870592932418893	0.31972868279394406	0.563418725466358	0.8793696176575679	0.82370247447019	1.0	0.8919966280877265	0.7413176885686434	0.6681958850181698	0.40596947050696314	0.8905736886771299	0.8567050816156039
YuJ_2015__SZAXPI015237-23__bin.9	0.8535307885147247	0.6034428612474313	0.6238586919216861	0.6792717010266381	0.3729097152492913	0.8472310048249139	0.5415393315826847	0.4398875138420905	0.8622393844909056	0.8641777327460581	0.6283306818478637	0.847224930402303	0.8687687813554102	0.841985133458102	0.8342642385984607	0.3060713246554132	0.7460684818256313	0.3042350267001246	0.5470385063723731	0.8559778696635438	0.7979653114022378	0.8590548684371179	1.0	0.7230285005834484	0.6422903124500758	0.3915445252140171	0.857358282201881	0.8392522507254379
QinJ_2012__T2D-083__bin.23	0.8974584008823051	0.6324030157476994	0.68616094835743	0.7796116863236686	0.4310164287134859	0.8861060302900639	0.6028033827721496	0.4820013379216411	0.8980633282910161	0.8847737586558106	0.6666092877073929	0.8900749718252988	0.9061816349161388	0.8872349016748128	0.8931154288882595	0.31795037335245796	0.7503924871481176	0.3513283542961146	0.622598747054463	0.8947953642823134	0.8641192166529057	0.8854107027704621	0.8966813365957729	1.0	0.7126459208456629	0.44661308451205034	0.8869279179649125	0.8844814649639303
QinJ_2012__DLM015__bin.10	0.7694063717490918	0.5122344936357002	0.5944803225395698	0.6536567340263173	0.3895776447521818	0.7701164314418102	0.5165634725478445	0.43797032280744763	0.783271800942563	0.7692159216299594	0.6138592643341236	0.8075694198023355	0.7907694441682082	0.7518306513137206	0.8141764610257959	0.3030887046199383	0.6503420212592239	0.3139638100738939	0.5531801683813905	0.7785736643813876	0.7372969954016755	0.7774999513783414	0.7760152477521198	0.6942725154057267	1.0	0.4076546269654618	0.7814693134952074	0.7518027626642907
QinJ_2012__T2D-016__bin.2	0.8155140472810148	0.4643336085648843	0.683717060273171	0.7363114614160694	0.4707532099593626	0.803350759023459	0.5619172617147412	0.5296282216212683	0.8310016926423053	0.8200728210641623	0.7162193466413395	0.8142885158630477	0.8383110895044118	0.7840069101947585	0.8332655303263493	0.41695422122904746	0.7136673726218439	0.4092456222634188	0.6419512541863861	0.8216290111402139	0.7869009667799114	0.8169928086501829	0.8181789910531764	0.75251627430833	0.7050512076656958	1.0	0.822877390373327	0.7887770262680062
HeQ_2017__SZAXPI029463-136__bin.16	0.8764347827184745	0.6189080123114835	0.6401905174307478	0.7071559866987499	0.38673485619348924	0.8776284360931492	0.5622249421163329	0.4924236781440868	0.8935574910428655	0.9827709296483046	0.6512947762041948	0.8666851406251184	0.8947839683072719	0.8679554882806089	0.8608828868863511	0.3141868007564644	0.6916908848058215	0.3187777267183938	0.5975216700795096	0.8692674970269131	0.8255078865707367	0.8912699184200095	0.8909309486356625	0.743168527949542	0.6721322651261321	0.40921322398769866	1.0	0.8672516683373185
QinJ_2012__T2D-074__bin.35	0.8980159556579098	0.7113983138521179	0.7137693540027645	0.7404914078438428	0.40787484574422556	0.9054670740164869	0.6267620204928501	0.47929956589341643	0.9081676874001255	0.9242065810854619	0.672465201043042	0.8978980102268799	0.9213347783333569	0.9657122522387727	0.8921351964667593	0.34728661481111545	0.730272615699413	0.3387348970875566	0.602938391372595	0.8993689582452956	0.8654124686517893	0.9154341369124043	0.9311734492029248	0.7913053324140329	0.6904036901418513	0.41881782283517904	0.9259798063942599	1.0
