	ZellerG_2014__CCIS70398272ST-4-0__bin.62	BritoIL_2016__M2.51.ST__bin.70	LeChatelierE_2013__MH0153__bin.32	XieH_2016__YSZC12003_35519__bin.65	Bengtsson-PalmeJ_2015__TRAVELRES70__bin.47	NielsenHB_2014__MH0174__bin.29	ZeeviD_2015__PNP_Main_291__bin.23	BritoIL_2016__WL.30.ST__bin.63	LeChatelierE_2013__MH0174__bin.47	KarlssonFH_2013__S462__bin.48	NielsenHB_2014__MH0107__bin.30	ZeeviD_2015__PNP_Validation_95__bin.6	XieH_2016__YSZC12003_37202R1__bin.28	NielsenHB_2014__MH0153__bin.20	NielsenHB_2014__MH0123__bin.30	ZeeviD_2015__PNP_Main_612__bin.9	XieH_2016__YSZC12003_37206__bin.8	NielsenHB_2014__V1_UC21_4__bin.26	XieH_2016__YSZC12003_36008__bin.114	HMP_2012__SRS050752__bin.51	XieH_2016__YSZC12003_37797__bin.38	FengQ_2015__SID31878__bin.51	QinN_2014__HD-55__bin.12	FengQ_2015__SID31300__bin.89	XieH_2016__YSZC12003_37754__bin.22	XieH_2016__YSZC12003_37405__bin.46	YuJ_2015__SZAXPI017588-123__bin.34	BritoIL_2016__W1.13.ST__bin.20	LeChatelierE_2013__MH0107__bin.1	VogtmannE_2016__MMRS25211151ST-27-0-0__bin.16	XieH_2016__YSZC12003_37210__bin.68	ZellerG_2014__CCIS51595129ST-4-0__bin.50	BritoIL_2016__WL.7.ST__bin.55	QinJ_2012__T2D-051__bin.39	BritoIL_2016__M1.26.ST__bin.26	XieH_2016__YSZC12003_35991__bin.7	KarlssonFH_2013__S397__bin.8
NielsenHB_2014__MH0107__bin.30	1447819.0	1430297.0	1242699.0	1394629.0	970732.0	1410255.0	1477959.0	1031169.0	869211.0	1407652.0	1578210.0	1430101.0	1410667.0	1306878.0	803846.0	1422328.0	1387669.0	1408465.0	1396709.0	931832.0	1395008.0	1427140.0	1457785.0	1353604.0	1407958.0	1422039.0	1430113.0	1431556.0	1513664.0	1081915.0	1427968.0	1404875.0	1439302.0	1423525.0	1396184.0	1141253.0	1363717.0
ZeeviD_2015__PNP_Validation_95__bin.6	1428964.0	1437691.0	1249152.0	1369529.0	967517.0	1390480.0	1432415.0	1040967.0	865148.0	1404917.0	1430101.0	1548548.0	1426381.0	1317162.0	805365.0	1441048.0	1388725.0	1414192.0	1375284.0	941435.0	1402396.0	1395645.0	1434074.0	1361121.0	1413025.0	1438256.0	1414889.0	1432951.0	1394737.0	1081482.0	1422559.0	1396731.0	1433153.0	1435043.0	1391547.0	1147649.0	1358155.0
XieH_2016__YSZC12003_37202R1__bin.28	1420406.0	1414499.0	1328622.0	1391618.0	998651.0	1390322.0	1396510.0	1029963.0	864813.0	1485175.0	1410667.0	1426381.0	1573924.0	1406530.0	833597.0	1428541.0	1472025.0	1410062.0	1356886.0	978396.0	1411595.0	1376293.0	1424459.0	1366150.0	1496082.0	1438757.0	1385807.0	1411122.0	1376066.0	1113338.0	1427688.0	1472275.0	1412124.0	1409228.0	1379470.0	1154668.0	1369779.0
NielsenHB_2014__MH0153__bin.20	1318797.0	1324877.0	1338476.0	1285171.0	908394.0	1283947.0	1299076.0	937853.0	781003.0	1380553.0	1306878.0	1317162.0	1406530.0	1513841.0	751705.0	1340281.0	1354744.0	1307500.0	1254057.0	909497.0	1309868.0	1279975.0	1323976.0	1250314.0	1385875.0	1334599.0	1289676.0	1312251.0	1273288.0	1029103.0	1321243.0	1364924.0	1312388.0	1313320.0	1278943.0	1071104.0	1274391.0
NielsenHB_2014__MH0123__bin.30	807550.0	802932.0	767018.0	807553.0	660595.0	807551.0	801747.0	650842.0	534724.0	833714.0	803846.0	805365.0	833597.0	751705.0	838866.0	805295.0	818853.0	801332.0	799474.0	542826.0	804008.0	769194.0	805970.0	805891.0	812644.0	802609.0	803048.0	802231.0	804530.0	621292.0	806195.0	807118.0	808572.0	806575.0	806693.0	716631.0	802495.0
ZeeviD_2015__PNP_Main_612__bin.9	1427852.0	1451006.0	1254888.0	1391713.0	966697.0	1388293.0	1436397.0	1034355.0	860390.0	1418025.0	1422328.0	1441048.0	1428541.0	1340281.0	805295.0	1574799.0	1398590.0	1419094.0	1372499.0	940984.0	1414099.0	1393235.0	1430897.0	1374159.0	1425780.0	1437419.0	1427719.0	1433059.0	1389692.0	1089554.0	1432955.0	1403756.0	1450595.0	1427997.0	1400560.0	1162255.0	1372205.0
XieH_2016__YSZC12003_37206__bin.8	1412761.0	1387967.0	1298647.0	1375366.0	993792.0	1368918.0	1380290.0	1021990.0	843851.0	1457933.0	1387669.0	1388725.0	1472025.0	1354744.0	818853.0	1398590.0	1562000.0	1414194.0	1337850.0	946868.0	1393667.0	1392718.0	1459282.0	1333381.0	1461873.0	1434046.0	1369105.0	1390288.0	1355954.0	1089317.0	1409844.0	1444536.0	1394031.0	1379960.0	1359535.0	1156516.0	1341907.0
NielsenHB_2014__V1_UC21_4__bin.26	1430267.0	1408967.0	1252156.0	1371683.0	962078.0	1415213.0	1422333.0	1018260.0	877973.0	1419104.0	1408465.0	1414192.0	1410062.0	1307500.0	801332.0	1419094.0	1414194.0	1620542.0	1360015.0	930933.0	1411551.0	1422075.0	1443690.0	1403837.0	1411287.0	1429410.0	1395638.0	1410366.0	1376957.0	1109558.0	1433900.0	1425323.0	1417233.0	1405921.0	1368691.0	1136407.0	1327775.0
XieH_2016__YSZC12003_36008__bin.114	1380692.0	1376582.0	1189635.0	1342954.0	956003.0	1378805.0	1403331.0	982769.0	864275.0	1358453.0	1396709.0	1375284.0	1356886.0	1254057.0	799474.0	1372499.0	1337850.0	1360015.0	1550482.0	883785.0	1346112.0	1356327.0	1393389.0	1345978.0	1355809.0	1384251.0	1379725.0	1375692.0	1398510.0	1041020.0	1392379.0	1345037.0	1407090.0	1376067.0	1376055.0	1134727.0	1331400.0
HMP_2012__SRS050752__bin.51	934998.0	933075.0	871009.0	911013.0	683596.0	905825.0	931142.0	692952.0	536529.0	966164.0	931832.0	941435.0	978396.0	909497.0	542826.0	940984.0	946868.0	930933.0	883785.0	1072543.0	917338.0	916754.0	948309.0	888956.0	970014.0	954848.0	916746.0	926234.0	904329.0	770888.0	932634.0	955883.0	933567.0	922564.0	903334.0	783375.0	902895.0
XieH_2016__YSZC12003_37797__bin.38	1425117.0	1408555.0	1251724.0	1365125.0	963607.0	1380991.0	1406158.0	1011427.0	870211.0	1416459.0	1395008.0	1402396.0	1411595.0	1309868.0	804008.0	1414099.0	1393667.0	1411551.0	1346112.0	917338.0	1563055.0	1394226.0	1404729.0	1337232.0	1420902.0	1419655.0	1377206.0	1414582.0	1360467.0	1066025.0	1410582.0	1397136.0	1407878.0	1405127.0	1385406.0	1148026.0	1333928.0
FengQ_2015__SID31878__bin.51	1469367.0	1404411.0	1212679.0	1376577.0	934447.0	1415215.0	1403435.0	1001126.0	897123.0	1383603.0	1427140.0	1395645.0	1376293.0	1279975.0	769194.0	1393235.0	1392718.0	1422075.0	1356327.0	916754.0	1394226.0	1672906.0	1442238.0	1342856.0	1398007.0	1443900.0	1385231.0	1406593.0	1392576.0	1091764.0	1427496.0	1374163.0	1391422.0	1400787.0	1363257.0	1112107.0	1298756.0
QinN_2014__HD-55__bin.12	1445122.0	1443998.0	1255599.0	1377924.0	969144.0	1410510.0	1456358.0	1028993.0	880712.0	1433672.0	1457785.0	1434074.0	1424459.0	1323976.0	805970.0	1430897.0	1459282.0	1443690.0	1393389.0	948309.0	1404729.0	1442238.0	1654857.0	1371687.0	1423067.0	1436406.0	1431209.0	1446787.0	1424677.0	1093121.0	1423494.0	1416307.0	1448502.0	1439304.0	1414694.0	1150058.0	1371190.0
FengQ_2015__SID31300__bin.89	1368683.0	1367184.0	1181972.0	1310736.0	974580.0	1378586.0	1348404.0	970274.0	877094.0	1347751.0	1353604.0	1361121.0	1366150.0	1250314.0	805891.0	1374159.0	1333381.0	1403837.0	1345978.0	888956.0	1337232.0	1342856.0	1371687.0	1642671.0	1348973.0	1370836.0	1355140.0	1355692.0	1354371.0	1042343.0	1379990.0	1337224.0	1368574.0	1371716.0	1342363.0	1106243.0	1295200.0
XieH_2016__YSZC12003_37754__bin.22	1446821.0	1409145.0	1322386.0	1391910.0	997541.0	1392213.0	1395723.0	1046017.0	867410.0	1484798.0	1407958.0	1413025.0	1496082.0	1385875.0	812644.0	1425780.0	1461873.0	1411287.0	1355809.0	970014.0	1420902.0	1398007.0	1423067.0	1348973.0	1609408.0	1482135.0	1385288.0	1405904.0	1375120.0	1107685.0	1445948.0	1468354.0	1411568.0	1408343.0	1375710.0	1154636.0	1368328.0
XieH_2016__YSZC12003_37405__bin.46	1497228.0	1431442.0	1266598.0	1379995.0	967215.0	1404779.0	1432630.0	1053738.0	868116.0	1434942.0	1422039.0	1438256.0	1438757.0	1334599.0	802609.0	1437419.0	1434046.0	1429410.0	1384251.0	954848.0	1419655.0	1443900.0	1436406.0	1370836.0	1482135.0	1687656.0	1402660.0	1432318.0	1387339.0	1109646.0	1468294.0	1418193.0	1420967.0	1431248.0	1397218.0	1164181.0	1339674.0
YuJ_2015__SZAXPI017588-123__bin.34	1401783.0	1429628.0	1225350.0	1365473.0	955381.0	1378690.0	1472509.0	1012067.0	861199.0	1388136.0	1430113.0	1414889.0	1385807.0	1289676.0	803048.0	1427719.0	1369105.0	1395638.0	1379725.0	916746.0	1377206.0	1385231.0	1431209.0	1355140.0	1385288.0	1402660.0	1509968.0	1442847.0	1422300.0	1070377.0	1406975.0	1378123.0	1418982.0	1411098.0	1396001.0	1136840.0	1336039.0
BritoIL_2016__W1.13.ST__bin.20	1431778.0	1545310.0	1246248.0	1369753.0	963733.0	1399707.0	1460596.0	1021634.0	883172.0	1412419.0	1431556.0	1432951.0	1411122.0	1312251.0	802231.0	1433059.0	1390288.0	1410366.0	1375692.0	926234.0	1414582.0	1406593.0	1446787.0	1355692.0	1405904.0	1432318.0	1442847.0	1597516.0	1399307.0	1086752.0	1418966.0	1395065.0	1445267.0	1435672.0	1415837.0	1145651.0	1342598.0
LeChatelierE_2013__MH0107__bin.1	1412605.0	1400316.0	1210053.0	1372144.0	971739.0	1413119.0	1443621.0	1002325.0	869272.0	1374712.0	1513664.0	1394737.0	1376066.0	1273288.0	804530.0	1389692.0	1355954.0	1376957.0	1398510.0	904329.0	1360467.0	1392576.0	1424677.0	1354371.0	1375120.0	1387339.0	1422300.0	1399307.0	1535717.0	1049711.0	1400148.0	1369316.0	1405362.0	1397526.0	1384351.0	1134024.0	1336294.0
VogtmannE_2016__MMRS25211151ST-27-0-0__bin.16	1081350.0	1084594.0	1002536.0	1033694.0	769929.0	1071336.0	1080698.0	792490.0	640249.0	1096069.0	1081915.0	1081482.0	1113338.0	1029103.0	621292.0	1089554.0	1089317.0	1109558.0	1041020.0	770888.0	1066025.0	1091764.0	1093121.0	1042343.0	1107685.0	1109646.0	1070377.0	1086752.0	1049711.0	1745900.0	1111707.0	1087661.0	1091828.0	1079385.0	1052443.0	872455.0	1014673.0
XieH_2016__YSZC12003_37210__bin.68	1419293.0	1413510.0	1257627.0	1372505.0	987612.0	1420277.0	1407674.0	1032088.0	883067.0	1431516.0	1427968.0	1422559.0	1427688.0	1321243.0	806195.0	1432955.0	1409844.0	1433900.0	1392379.0	932634.0	1410582.0	1427496.0	1423494.0	1379990.0	1445948.0	1468294.0	1406975.0	1418966.0	1400148.0	1111707.0	1515926.0	1415015.0	1425546.0	1426223.0	1383039.0	1145377.0	1343349.0
ZellerG_2014__CCIS51595129ST-4-0__bin.50	1426575.0	1393727.0	1302626.0	1408076.0	1024274.0	1379392.0	1387758.0	1016785.0	859937.0	1459119.0	1404875.0	1396731.0	1472275.0	1364924.0	807118.0	1403756.0	1444536.0	1425323.0	1345037.0	955883.0	1397136.0	1374163.0	1416307.0	1337224.0	1468354.0	1418193.0	1378123.0	1395065.0	1369316.0	1087661.0	1415015.0	1600029.0	1395460.0	1394259.0	1371138.0	1152603.0	1349815.0
BritoIL_2016__WL.7.ST__bin.55	1432824.0	1432083.0	1245153.0	1373762.0	972996.0	1387305.0	1450215.0	1035371.0	864622.0	1411977.0	1439302.0	1433153.0	1412124.0	1312388.0	808572.0	1450595.0	1394031.0	1417233.0	1407090.0	933567.0	1407878.0	1391422.0	1448502.0	1368574.0	1411568.0	1420967.0	1418982.0	1445267.0	1405362.0	1091828.0	1425546.0	1395460.0	1577681.0	1419064.0	1431962.0	1160475.0	1390955.0
QinJ_2012__T2D-051__bin.39	1432349.0	1452167.0	1234698.0	1368391.0	971129.0	1414142.0	1416772.0	1015668.0	889548.0	1408403.0	1423525.0	1435043.0	1409228.0	1313320.0	806575.0	1427997.0	1379960.0	1405921.0	1376067.0	922564.0	1405127.0	1400787.0	1439304.0	1371716.0	1408343.0	1431248.0	1411098.0	1435672.0	1397526.0	1079385.0	1426223.0	1394259.0	1419064.0	1551796.0	1409993.0	1147810.0	1358855.0
BritoIL_2016__M1.26.ST__bin.26	1402102.0	1409836.0	1226125.0	1345686.0	950999.0	1391035.0	1414994.0	1000667.0	887970.0	1382629.0	1396184.0	1391547.0	1379470.0	1278943.0	806693.0	1400560.0	1359535.0	1368691.0	1376055.0	903334.0	1385406.0	1363257.0	1414694.0	1342363.0	1375710.0	1397218.0	1396001.0	1415837.0	1384351.0	1052443.0	1383039.0	1371138.0	1431962.0	1409993.0	1591865.0	1169568.0	1347519.0
XieH_2016__YSZC12003_35991__bin.7	1158802.0	1142774.0	1051423.0	1143999.0	882213.0	1141478.0	1151955.0	869214.0	646459.0	1155571.0	1141253.0	1147649.0	1154668.0	1071104.0	716631.0	1162255.0	1156516.0	1136407.0	1134727.0	783375.0	1148026.0	1112107.0	1150058.0	1106243.0	1154636.0	1164181.0	1136840.0	1145651.0	1134024.0	872455.0	1145377.0	1152603.0	1160475.0	1147810.0	1169568.0	1259278.0	1128236.0
KarlssonFH_2013__S397__bin.8	1343981.0	1374251.0	1216380.0	1345037.0	925585.0	1311465.0	1372871.0	1000443.0	829167.0	1356154.0	1363717.0	1358155.0	1369779.0	1274391.0	802495.0	1372205.0	1341907.0	1327775.0	1331400.0	902895.0	1333928.0	1298756.0	1371190.0	1295200.0	1368328.0	1339674.0	1336039.0	1342598.0	1336294.0	1014673.0	1343349.0	1349815.0	1390955.0	1358855.0	1347519.0	1128236.0	1611986.0
