	ZellerG_2014__CCIS70398272ST-4-0__bin.62	BritoIL_2016__M2.51.ST__bin.70	LeChatelierE_2013__MH0153__bin.32	XieH_2016__YSZC12003_35519__bin.65	Bengtsson-PalmeJ_2015__TRAVELRES70__bin.47	NielsenHB_2014__MH0174__bin.29	ZeeviD_2015__PNP_Main_291__bin.23	BritoIL_2016__WL.30.ST__bin.63	LeChatelierE_2013__MH0174__bin.47	KarlssonFH_2013__S462__bin.48	NielsenHB_2014__MH0107__bin.30	ZeeviD_2015__PNP_Validation_95__bin.6	XieH_2016__YSZC12003_37202R1__bin.28	NielsenHB_2014__MH0153__bin.20	NielsenHB_2014__MH0123__bin.30	ZeeviD_2015__PNP_Main_612__bin.9	XieH_2016__YSZC12003_37206__bin.8	NielsenHB_2014__V1_UC21_4__bin.26	XieH_2016__YSZC12003_36008__bin.114	HMP_2012__SRS050752__bin.51	XieH_2016__YSZC12003_37797__bin.38	FengQ_2015__SID31878__bin.51	QinN_2014__HD-55__bin.12	FengQ_2015__SID31300__bin.89	XieH_2016__YSZC12003_37754__bin.22	XieH_2016__YSZC12003_37405__bin.46	YuJ_2015__SZAXPI017588-123__bin.34	BritoIL_2016__W1.13.ST__bin.20	LeChatelierE_2013__MH0107__bin.1	VogtmannE_2016__MMRS25211151ST-27-0-0__bin.16	XieH_2016__YSZC12003_37210__bin.68	ZellerG_2014__CCIS51595129ST-4-0__bin.50	BritoIL_2016__WL.7.ST__bin.55	QinJ_2012__T2D-051__bin.39	BritoIL_2016__M1.26.ST__bin.26	XieH_2016__YSZC12003_35991__bin.7	KarlssonFH_2013__S397__bin.8
NielsenHB_2014__MH0107__bin.30	0.9122334797016873	0.901773528237687	0.7829376318740853	0.8774846186502431	0.6117360807497101	0.8891643063977543	0.9326711907794273	0.6495922595852263	0.5481767318671152	0.8868750039601827	1.0	0.9023418936643414	0.8887657536069344	0.8230812122594585	0.5067874363994652	0.8971873198116853	0.8739394630625836	0.8875491854696143	0.8819162215421268	0.5867875631253128	0.8790560191609482	0.8982777957306063	0.9198813846066114	0.8532381622217575	0.8865784654767109	0.8956197210764093	0.9022626900095677	0.9031155549641683	0.9590694521007977	0.6814720474461573	0.8997059960334809	0.8848334505547424	0.9072252742030529	0.8986199555192275	0.879917121295645	0.7174203686454907	0.8588007933038062
ZeeviD_2015__PNP_Validation_95__bin.6	0.9179896264113221	0.9232719941519411	0.8021811400098673	0.8791222487129879	0.6217295169410313	0.8935899952729913	0.9208316435783716	0.6679805856841377	0.556174558360477	0.902458302874693	0.9196259980317046	1.0	0.9161814809744354	0.8454074397435533	0.5177805273068706	0.9268669747402083	0.8921983690528159	0.9080842182483203	0.8841534133911251	0.6036997238703612	0.9007857683455728	0.8962098688577945	0.9215051777536117	0.8742641493838099	0.907235035659211	0.922802522104578	0.9098155175041392	0.9207154056574287	0.8969867256294284	0.6944343991920172	0.9134150184559988	0.8972295337309532	0.9204661398936294	0.9223821282905017	0.8938883392700775	0.7354799463755725	0.8720136540811134
XieH_2016__YSZC12003_37202R1__bin.28	0.8985427504758806	0.8926892276882492	0.8432287708936391	0.8789725552186763	0.6329181078628956	0.8789757319921419	0.8823450179297094	0.6501737059730966	0.5465473555266963	0.9420950439792518	0.8911859784843487	0.9014101062058906	1.0	0.8924090362685873	0.5282237261773758	0.9022652936228179	0.9328900251854599	0.8913219443886745	0.8570439233406443	0.6184313855052722	0.8922959431332135	0.8703838304772022	0.8995783786256515	0.8635092926977413	0.9476651985737558	0.9100013723661372	0.8757328816385035	0.8910741560583612	0.8693329538147967	0.7037086924146274	0.9026013962554736	0.9335685839977026	0.8925011626990884	0.8900683895791665	0.8720351173245977	0.7288401473006321	0.8655869025442143
NielsenHB_2014__MH0153__bin.20	0.8668175852021448	0.868685680992918	0.8838220130119345	0.8435165912404274	0.598048275875736	0.8433937249684743	0.8527513787775599	0.6151630191017419	0.5128246625636378	0.9096562981184946	0.8580788867523075	0.8647896311435612	0.9278279555118405	1.0	0.4948749571454334	0.8797456271827755	0.892044805233839	0.8586780249709184	0.823246959224912	0.5976169227811904	0.8602944430755938	0.8410632292294898	0.8687814638393333	0.8215988336952162	0.9123349149613467	0.8770359634862578	0.8466397726049169	0.8611135515552822	0.8361181920690482	0.6759871082894439	0.8678163690902808	0.899153874151909	0.8617681777676783	0.8620548657355693	0.839927707070954	0.7025777475970065	0.8366374011537541
NielsenHB_2014__MH0123__bin.30	0.9591758397646346	0.9525955277720161	0.9116259331049298	0.958895699670746	0.7843755736911496	0.9578871953327468	0.9512687366039391	0.7723045158583135	0.6346222161823224	0.9911952564533548	0.953450253079753	0.955823695322018	0.9910808162447876	0.893065161777924	1.0	0.9553015618704298	0.972688128974115	0.9515834471774992	0.9480536819945021	0.644415198613366	0.9547186320580403	0.9129932551802076	0.9558701866567485	0.9568238550614759	0.9653389218301851	0.9529328879701884	0.9527445384602548	0.9517408024642792	0.9541857698368988	0.7379962949982476	0.9570622721626577	0.9586763559376587	0.9598457918189556	0.9566664997746958	0.9576320890344824	0.8489210434086015	0.9527385780327252
ZeeviD_2015__PNP_Main_612__bin.9	0.9015512455875322	0.9163486895787971	0.7922376125461091	0.8784060695999935	0.6107782644007267	0.8775011922156415	0.9081705030292754	0.6529328504780609	0.5439113182063234	0.8953656942886045	0.8991306192091816	0.9114166315828243	0.9017639711480641	0.8456920533985607	0.5088712908758514	1.0	0.8832651024035448	0.8961962764771885	0.8681095174685785	0.5934490687382962	0.8930650832264944	0.879985318761315	0.9047973741410809	0.8677361364847196	0.9000240665634153	0.9068979596761236	0.9028053738921602	0.9056025562627357	0.8784886198175132	0.6882402135129626	0.9048348392398013	0.8865175809738259	0.9157968731247608	0.9023710327476714	0.8848132364828781	0.7325398352424658	0.8657371512173935
XieH_2016__YSZC12003_37206__bin.8	0.9005934699103713	0.8826779769526248	0.8289238156209987	0.8750416133162612	0.6347586427656849	0.8721555697823303	0.8783892445582586	0.6502106274007683	0.5376722151088348	0.9304993597951344	0.8830089628681179	0.8845147247119078	0.94001152368758	0.8645416133162612	0.5223783610755441	0.8905025608194622	1.0	0.9002516005121639	0.8513265044814341	0.6035710627400768	0.887865556978233	0.887258642765685	0.9288745198463508	0.8491530089628682	0.9323764404609475	0.9140851472471191	0.8715729833546736	0.8846766965428937	0.8629551856594111	0.6936830985915493	0.8977106274007682	0.9224462227912933	0.8873636363636362	0.878303457106274	0.8659878361075544	0.7357035851472471	0.8542848911651728
NielsenHB_2014__V1_UC21_4__bin.26	0.8781494092717129	0.8638708530849555	0.7685422531474038	0.8402627022317225	0.5913978162861561	0.8688642441849701	0.8715793851686658	0.6243639473706944	0.5390727299878683	0.8707099229763869	0.8643645150819911	0.8677417802192106	0.8656813584590834	0.8021402715881477	0.4925827284945407	0.8708993657677493	0.8677300557467811	1.0	0.8346997486026281	0.5717457492616668	0.8661059077765341	0.8734188931851196	0.8849718180707442	0.864465098713887	0.8660873954516453	0.8772466248946341	0.856652280533303	0.8654129297481954	0.8451795757221966	0.6815719678971603	0.8804116153731283	0.8753867533208026	0.8694276359390871	0.8624836628732857	0.8401306476475154	0.69650956284996	0.8147576551548803
XieH_2016__YSZC12003_36008__bin.114	0.8839741448143223	0.8833549825151147	0.762855679717662	0.8600035343847914	0.6129610018046001	0.8851479733399034	0.9017344283906553	0.6302053167982601	0.5548893827854822	0.8711942479822403	0.8976879447810423	0.8830505610513376	0.8700017155955375	0.8037919821062096	0.5129308176425138	0.8817245217938678	0.8576507176478024	0.872416448562447	1.0	0.5664851317203295	0.8639352149847596	0.8689865474091283	0.8951551840008463	0.8634224712057282	0.8695063857561713	0.8868661487202044	0.8867429612210913	0.8834414072527124	0.8986786044597744	0.6676452870784698	0.8924669876851199	0.8623299077319182	0.9023826139226383	0.8834388274097991	0.8830608804229911	0.7259168439233735	0.8533707582545299
HMP_2012__SRS050752__bin.51	0.8676426026742051	0.86409029754518	0.8080934750401615	0.8438486848545933	0.6345367971260827	0.8398143477697397	0.863041388550389	0.6414931615795357	0.49745511368774953	0.8967398043714797	0.8634376430595323	0.8716275244908596	0.9075291153827865	0.8435065074314037	0.5040152236320595	0.8713524772433366	0.8790118438141874	0.8638702597471617	0.8189182158664035	1.0	0.8508619234846528	0.8500479701046952	0.8783386773304194	0.8246643724307557	0.8993737314028435	0.8853491188698263	0.8495967061460473	0.8582201366285548	0.838065233748204	0.7142296392778658	0.865050632002633	0.8868949776372602	0.8652333752586143	0.85458764823415	0.8371720294664177	0.7258720629382691	0.8358918943109973
XieH_2016__YSZC12003_37797__bin.38	0.9071619360803043	0.895848194721235	0.7964537396316828	0.8688190754643951	0.6135740584944227	0.8788353576809517	0.8932974207561474	0.6430950926231003	0.553743790205719	0.9012574733454677	0.8875791318923518	0.8924254104941926	0.8985006925540048	0.8332074047298399	0.5123818419697324	0.8997751198774195	0.8872662830162726	0.897960084577958	0.8569858386301186	0.5838476573121228	1.0	0.8866361068548452	0.8932891037103621	0.8513686338612525	0.9041326120961833	0.9033648847929215	0.8765110632703264	0.9002491914871837	0.8659023514847526	0.6784284622102229	0.897787345934724	0.889284126278346	0.8962403754186513	0.8943581639801542	0.8826317691955817	0.7292667244594719	0.8493981337828803
FengQ_2015__SID31878__bin.51	0.8722683761072051	0.8343361790799961	0.7213358072718968	0.8157804443286114	0.5563737591950773	0.8406856093528268	0.834044471117923	0.5944703408320611	0.5337257443036248	0.8228794684220153	0.8474301604513343	0.8295887515496986	0.8188852212855954	0.7610923745864979	0.457813529271818	0.8283788808217557	0.8284374615190573	0.8460798156023113	0.8053937280397105	0.5449875844787454	0.8284153443170148	1.0	0.8570648918707925	0.7993383967778226	0.831357529950876	0.8592825896972095	0.8236051517538941	0.8361970128626475	0.82699506128856	0.6495415761555042	0.8489962974608256	0.8176305183913501	0.8267828557013962	0.8325028423593436	0.8105297010112941	0.6601626152336114	0.7719094796719002
QinN_2014__HD-55__bin.12	0.8681547710768966	0.8680381446856134	0.7540911389926743	0.8269542322992259	0.5825935413150503	0.848657013868872	0.8763077413939694	0.6182431472930894	0.5298566583094491	0.8612224500364685	0.8772758008698033	0.8623071359035855	0.8555832920910991	0.7947496369776966	0.4845415646185743	0.861025454163109	0.8767537013772188	0.8666211038174295	0.8386960323459973	0.5692673143359214	0.8437345341621663	0.8664126265894878	1.0	0.8237225331252187	0.854523986060427	0.8626709135592985	0.861655115819675	0.8706154066484294	0.8574698599335169	0.6566204814071548	0.8551886960625601	0.850484966374738	0.8696618499362784	0.8659430996152537	0.850000332355001	0.6891671002388726	0.8234258307515393
FengQ_2015__SID31300__bin.89	0.8293103122901665	0.827941200642125	0.7162054970228366	0.7939155192975342	0.5910708839445026	0.8352378534715715	0.8166486167954509	0.5876331900910164	0.5312725433151252	0.8168275935960395	0.8197557514560129	0.8241699037725753	0.8273707881858267	0.7571631811847899	0.4886231022523682	0.8318829516074734	0.8074514007978469	0.8528195846885955	0.814965991364065	0.5384450081604899	0.8101050058106584	0.814051018128402	0.8298332411054923	1.0	0.8169359536997974	0.8300116091414531	0.8208990114271209	0.8213172327264557	0.8201331855252817	0.632197804672999	0.836590528474661	0.8106206294504499	0.8285895349707885	0.8302660727558957	0.8131536990669463	0.6689154432019558	0.7843579146402415
XieH_2016__YSZC12003_37754__bin.22	0.8951191991092377	0.8693904839543485	0.8191887948860699	0.8599205422117947	0.617442562731141	0.8604375024853859	0.862052381993876	0.6451620720165426	0.5362847705491709	0.9193324501928659	0.8693923479937964	0.8729278094802561	0.9267712102835327	0.858160267626357	0.5031601682109198	0.8806697866544717	0.9049116196763034	0.8720790501849127	0.8376707460134409	0.5993613800850995	0.8780924414443075	0.8641581252236848	0.8786553813576171	0.8338202618602617	1.0	0.9163139489799976	0.8557276961466576	0.8680291138107925	0.8491712480613989	0.6842435230842645	0.8932812562134649	0.9089913806815924	0.8720672446017417	0.8694078816558636	0.8502294011214062	0.7122942100449358	0.84530460889967
XieH_2016__YSZC12003_37405__bin.46	0.8821525239740801	0.8422836170404395	0.7468986570722943	0.8123160170082055	0.5710992050512663	0.8281498125210351	0.8437157809411396	0.6199000270197245	0.5118312025673479	0.8465291504903842	0.8375379816739905	0.8467389088771646	0.8486759149968951	0.7867083102243585	0.4736646567783956	0.846251842792607	0.8460260858848012	0.8423606469564887	0.8147809743217812	0.5626590964035325	0.8366687286982656	0.8517725176220746	0.8459052081703854	0.8078873893731898	0.8738291452760516	1.0	0.8263763468384553	0.8433975881340747	0.8171742345596495	0.6541552306868225	0.8655555397545471	0.8367102063453689	0.8367919765639443	0.8424850798977991	0.8230225828012344	0.684995638921676	0.788910773285551
YuJ_2015__SZAXPI017588-123__bin.34	0.9236646074618801	0.9426570629311349	0.8069356436692698	0.898860770559376	0.6295245991968041	0.909282845729181	0.9744497896644168	0.6664253812001314	0.5679663410085511	0.9143750066226569	0.9430398525001854	0.9330614953429477	0.9128253049071239	0.8488113655388723	0.5292992964089306	0.9415676358704289	0.9016065241117693	0.9193843843048328	0.9105351901497251	0.6034757027963507	0.9073271751454336	0.9124789399510453	0.9443352441906053	0.8930434287349136	0.9120822428024964	0.9236215601920041	1.0	0.9519916978373052	0.9379033198054528	0.7051109692390832	0.9269203055958801	0.9075609549341443	0.935037033897407	0.9309786697466437	0.9195532620558846	0.7472237822258485	0.8795497652930392
BritoIL_2016__W1.13.ST__bin.20	0.891425813575576	0.9659465069520431	0.7753574925071173	0.8518888073734473	0.6001298265557278	0.8723368028864813	0.9107019898392255	0.6361163205877124	0.5504408093565261	0.8790678778804093	0.892201392662108	0.8924930955308116	0.8779148377856623	0.816009980494718	0.49976526056703036	0.8927247051046749	0.8650085507750782	0.8778866690537058	0.8574311618788168	0.5761932900828537	0.8808293625854138	0.8756588353418683	0.9018651456386039	0.8445323865300879	0.8744907719234111	0.8909863813570568	0.899820095698572	1.0	0.8722272578177621	0.6761359510640269	0.8831141597329855	0.8680226050944091	0.9001036609335994	0.8954389189216259	0.881538588658893	0.7116060183434783	0.8356154179363462
LeChatelierE_2013__MH0107__bin.1	0.9148313133213998	0.9074308612849894	0.7835428011801654	0.8875658731393871	0.6292337715868224	0.9156088003193297	0.9359445783305127	0.6491456433704909	0.5633563996491541	0.8903528449577625	0.9856067231136987	0.9044810990566622	0.8909610299293425	0.8242078455861334	0.5212119159975438	0.9008450124599781	0.877724216115339	0.8918628888004757	0.9073188614829425	0.5853038027188603	0.881316674882156	0.9008723612488498	0.9239918552702093	0.877250821603199	0.8899185201440108	0.8980228779130529	0.9221777189417061	0.9073266754226202	1.0	0.6797743334221084	0.9066449091857419	0.886511642444539	0.9103116003794969	0.9067738391904236	0.8967895777672579	0.7327007515056486	0.8649907502489065
VogtmannE_2016__MMRS25211151ST-27-0-0__bin.16	0.6163027664814709	0.6169895183000172	0.5713053439486797	0.5882513316913912	0.43905664700154645	0.6104960192450886	0.6154705309582451	0.45093533421158144	0.3647746148118449	0.6245689902056246	0.6160180995475113	0.6159373389082994	0.6343914313534567	0.5861372358096112	0.35459075548427743	0.6207915688183745	0.6206157282776791	0.632634171487485	0.5929159745689903	0.43876625236267824	0.6073778566928231	0.622385016323959	0.6223798613895412	0.5948181453691506	0.6307503293430322	0.6323323214387995	0.6098258777707773	0.6186711724611947	0.5979385990033793	1.0	0.633482444584455	0.6197708918036543	0.6216089123088379	0.6145707085170972	0.5995119995417836	0.4965284380548714	0.577555988315482
XieH_2016__YSZC12003_37210__bin.68	0.9317704162340378	0.9264898154659265	0.8253621878640514	0.8996804593364056	0.6481985268410199	0.9321582979644125	0.9236631603389611	0.6762190238837515	0.5794504481089446	0.9395471810629279	0.9366717108882623	0.9330712712889678	0.937134134515801	0.8666227771012569	0.5296083054186023	0.9399753022245149	0.924995019545809	0.9411699515675567	0.9128110475049573	0.6120377907628737	0.9256988797606216	0.9369131474755364	0.9335646990684241	0.9065369945498659	0.9483668727893051	0.9636090416022945	0.9232772575970066	0.9306450314857059	0.9184815089918638	0.7295850852878043	1.0	0.9286007364475576	0.9343490381456615	0.9351261209320243	0.9070950692843845	0.7500992792524173	0.8810496026850915
ZellerG_2014__CCIS51595129ST-4-0__bin.50	0.8876439114541048	0.8654918129608901	0.8120677812714644	0.8730010518559351	0.6396590311800598	0.8579525746095852	0.8623749944532255	0.6314804294172168	0.5345440613888873	0.9094166418233669	0.8727673060925771	0.8683611359544109	0.9183371051399694	0.8507195807075997	0.5026165150756642	0.8725385602385957	0.9005218030423199	0.886609555201812	0.835626729265532	0.5945098495089777	0.8687342541916427	0.8548713804562292	0.8796284317346749	0.8322242909347268	0.9143196779558371	0.8825333790825042	0.8564769763548037	0.8666592918003361	0.8508789528189802	0.6762739925338853	0.8797903038007436	1.0	0.8672755306310074	0.8660543027657623	0.8524282997370672	0.7153670339725093	0.8390366674604022
BritoIL_2016__WL.7.ST__bin.55	0.9031756102786305	0.9027363579836482	0.7849901215771756	0.8655336535079018	0.6134706572494694	0.8744004649862678	0.9145479979793126	0.65270862740947	0.5451051258144074	0.8901330497103027	0.9075294688850282	0.9034690789836475	0.8903758110796797	0.8268971991169318	0.5103579240670326	0.9141239578850224	0.878543888149759	0.8930474538262171	0.8868256637431775	0.5882050934250967	0.887931717501827	0.8766854642985495	0.9122034175476538	0.8627219317466586	0.8896044257362546	0.8951220176955924	0.8949058776774265	0.9114199892120144	0.8860986473184376	0.6878874753514811	0.8977759128746559	0.879560570229343	1.0	0.8947936876973228	0.9041669386903942	0.730275004896427	0.8767082825995877
QinJ_2012__T2D-051__bin.39	0.9178390716305493	0.9311539661141026	0.7911239621702852	0.8761976445357508	0.6224149308285368	0.9069800411909813	0.9093192661922057	0.6506248243970213	0.5706097966485286	0.9025277807134443	0.9139158755403416	0.9204515284225503	0.902760414384365	0.8409700759635932	0.5171523834318428	0.9157473018360661	0.8840788351046143	0.9006924879301146	0.8826907660543011	0.5906588237113641	0.9008471474343277	0.8974755702424803	0.9234538560480888	0.8788874310798583	0.9016855308300833	0.9162447899079519	0.9058845363694713	0.921820909449438	0.8973782636377462	0.6914433340464855	0.9135105387563829	0.892973045426074	0.9097194476593573	1.0	0.9041285065820507	0.7337117765479484	0.8706331244570807
BritoIL_2016__M1.26.ST__bin.26	0.8761672629274467	0.8808184111089822	0.7661428575915671	0.8404845888313393	0.5943927405904396	0.8697923504819819	0.8839066126838646	0.6252772691151574	0.5553109089024508	0.8639828126128787	0.8723692021622437	0.869564316069516	0.8622069082491292	0.798759316901873	0.5046439239508376	0.8753273675845628	0.8497410270343276	0.855265364839355	0.8601043430190374	0.5640572535987662	0.8666576625530431	0.8517933367465206	0.8836358610811846	0.8391063312529643	0.8595992750641542	0.8725482374447582	0.872244819755444	0.8846679837800316	0.8651581635377371	0.6575230939809594	0.863822623149576	0.8568000427171902	0.8961105370116184	0.8813705936118954	1.0	0.7294110995593218	0.842295672057618
