	ZeeviD_2015__PNP_DietIntervention_50__bin.3	ZeeviD_2015__PNP_Main_224__bin.17	ZeeviD_2015__PNP_Main_98__bin.35	ZeeviD_2015__PNP_Main_317__bin.32	ZeeviD_2015__PNP_Main_265__bin.33	ZeeviD_2015__PNP_Main_88__bin.17	ZeeviD_2015__PNP_DietIntervention_36__bin.35	ZeeviD_2015__PNP_Validation_25__bin.19	ZeeviD_2015__PNP_Main_185__bin.22	ZeeviD_2015__PNP_Main_677__bin.30	ZeeviD_2015__PNP_Main_151__bin.36	ZeeviD_2015__PNP_Main_193__bin.23	KarlssonFH_2013__S543__bin.19	ZellerG_2014__CCIS59903910ST-4-0__bin.18	ZeeviD_2015__PNP_Main_347__bin.3	ZeeviD_2015__PNP_Main_400__bin.14	ZeeviD_2015__PNP_Main_589__bin.14	CosteaPI_2017__SID713A076-11-0-0__bin.23	ZeeviD_2015__PNP_Main_110__bin.8	ZeeviD_2015__PNP_Main_609__bin.45	ZeeviD_2015__PNP_Main_321__bin.31	SchirmerM_2016__G89250__bin.15	ZeeviD_2015__PNP_Main_298__bin.21	ZeeviD_2015__PNP_Main_223__bin.47	ZeeviD_2015__PNP_Main_16__bin.22	SchirmerM_2016__G88902__bin.9	ZeeviD_2015__PNP_DietIntervention_43__bin.27	ZeeviD_2015__PNP_Main_615__bin.12
ZeeviD_2015__PNP_Main_193__bin.23	0.9996790699356332	0.9995949869938083	0.9975861701193269	0.997357818205092	0.9975789128487079	0.9973631088729995	0.9990682377058576	0.9997768085167159	0.9992390379874194	0.9972065420366193	0.999809497489939	1.0	0.9954506829522904	0.9977620773840349	0.9991965515225197	0.9998451464364445	0.9990526518129157	0.9970309762496256	0.999081303879467	0.9996595027239782	0.9972340113762006	0.9995725504247572	0.997291854803854	0.9998144600816488	0.9973544893651076	0.9976830193315039	0.99971360978114	0.9970823013619637
KarlssonFH_2013__S543__bin.19	0.9973922661684115	0.9974825496695293	0.9997900392132646	0.9996985130645138	0.9997927167360119	0.997038328409039	0.9971377489562105	0.9952806696707824	0.996204240158482	0.9969796975936045	0.9975065471769395	0.9954506829522904	1.0	0.997526869415036	0.9961069836858205	0.9964070795480339	0.9968229279037446	0.9991605932269393	0.9954376348509647	0.997107905629473	0.996959272666439	0.9974882732060205	0.9996361421539824	0.9974049885898604	0.9973080318068683	0.9976223906879192	0.9974205548889991	0.9965788787861989
ZellerG_2014__CCIS59903910ST-4-0__bin.18	0.9976427961529601	0.9976599207367092	0.9975844239851452	0.9975440298701411	0.997522251665816	0.9997140891197992	0.9976410157674824	0.9975933694731903	0.9977154283701317	0.9995833202447232	0.9977166468271739	0.9977620773840349	0.997526869415036	1.0	0.9977194012958314	0.997731912194455	0.9977286794958709	0.9971338690749086	0.9976901062430191	0.99765720966973	0.999689320936768	0.997695552728614	0.9975654559386443	0.997781713836359	0.9996801963047812	0.9996441012101722	0.997679981655265	0.999603967366911
ZeeviD_2015__PNP_Main_347__bin.3	0.9996864891561833	0.9998243912788898	0.9973337191081	0.9971532012633388	0.9973899898496658	0.9972839186266637	0.9993461990413345	0.9991037883043126	0.999786223313419	0.997138504209231	0.9998237803079889	0.9991965515225197	0.9961069836858205	0.9977194012958314	1.0	0.999394051906583	0.9995110021984737	0.9969161108279596	0.9997613576972004	0.9997098357987908	0.9969539729538385	0.9996892652307425	0.9970761987976161	0.9998262765982129	0.997279488920437	0.9976766504826508	0.9997593485132314	0.996949466358332
ZeeviD_2015__PNP_Main_400__bin.14	0.9997249716853676	0.9996584521311384	0.9975370524185321	0.9972492698897587	0.997546655785812	0.9972793584460407	0.9992327881889445	0.9998285362940366	0.9992719872823775	0.9971481733141693	0.9998271867437872	0.9998451464364445	0.9964070795480339	0.997731912194455	0.999394051906583	1.0	0.9990870105046873	0.9970103156022815	0.9993047483097653	0.9997077452471389	0.997154065556838	0.999645610286145	0.9972785971809213	0.9998330154914072	0.9972993417609509	0.9976320843076503	0.99977387009432	0.9971949788548593
ZeeviD_2015__PNP_Main_589__bin.14	0.9997838476876114	0.9998105699938861	0.9974232023087612	0.9971476125547172	0.997544416269732	0.9971953981923993	0.999768463420464	0.9989965293824213	0.9993818238932991	0.9971359329027996	0.9999094500220715	0.9990526518129157	0.9968229279037446	0.9977286794958709	0.9995110021984737	0.9990870105046873	1.0	0.996909897270962	0.9994096140748004	0.9995916514977887	0.9969437050182391	0.9996962330931033	0.9971936032991443	0.9997469537551066	0.9973179515450116	0.9976648319918017	0.9998104654652283	0.9971281587133153
CosteaPI_2017__SID713A076-11-0-0__bin.23	0.9970810088576899	0.9970944841269601	0.9991536395839138	0.999154804681366	0.9991770023596885	0.9968435587709411	0.9967985648280038	0.9968936910610884	0.9968101772889097	0.9967388531474922	0.997066225358945	0.9970309762496256	0.9991605932269393	0.9971338690749086	0.9969161108279596	0.9970103156022815	0.996909897270962	1.0	0.9968305782883119	0.997082214033411	0.9968985311579546	0.997254809948381	0.9991405090338108	0.9971761882995179	0.996896383623319	0.9971247889579099	0.99704204634823	0.9967555782372498
ZeeviD_2015__PNP_Main_110__bin.8	0.9996681019672634	0.9996795484555424	0.9972161347550382	0.9970585978718677	0.9972678249960892	0.997141013461435	0.9993936999056263	0.9990274059574564	0.9997345455127367	0.9970852240186793	0.999819374563509	0.999081303879467	0.9954376348509647	0.9976901062430191	0.9997613576972004	0.9993047483097653	0.9994096140748004	0.9968305782883119	1.0	0.9996539859935092	0.9969704324203834	0.9996254238495839	0.9969419309933379	0.99984133784811	0.9973306234559037	0.997668005481792	0.9997045659769934	0.9969509037504712
ZeeviD_2015__PNP_Main_609__bin.45	0.9996323731873542	0.9997120690951758	0.9973793427312785	0.9973023592520321	0.9974367780770412	0.9972441970817251	0.9995121569074309	0.9995796737610223	0.9996641670156696	0.9971182053590468	0.9997498321769965	0.9996595027239782	0.997107905629473	0.99765720966973	0.9997098357987908	0.9997077452471389	0.9995916514977887	0.997082214033411	0.9996539859935092	1.0	0.9971734092743335	0.9996745385727792	0.9972956435803706	0.9996929621710517	0.9972553591446579	0.9975662476418836	0.9996632838751387	0.9971057761487028
ZeeviD_2015__PNP_Main_321__bin.31	0.9972408484811522	0.99737943383969	0.9973726156300011	0.9970727468154688	0.9973211823149423	0.9998272817009831	0.9968962896308982	0.9970474280362787	0.9969668794016937	0.9995477218174158	0.9973106166533877	0.9972340113762006	0.996959272666439	0.999689320936768	0.9969539729538385	0.997154065556838	0.9969437050182391	0.9968985311579546	0.9969704324203834	0.9971734092743335	1.0	0.9976155436107953	0.9970853307965205	0.9972786923662781	0.999740604190401	0.9996835044687011	0.9973498181617371	0.9996962954370499
SchirmerM_2016__G89250__bin.15	0.9997358308843342	0.9997674386154225	0.9976975690864235	0.9977858277014897	0.9976138721072974	0.9975423226015863	0.9995694769178028	0.9994998770995493	0.9997630637299659	0.9974026565973021	0.9997473022358114	0.9995725504247572	0.9974882732060205	0.997695552728614	0.9996892652307425	0.999645610286145	0.9996962330931033	0.997254809948381	0.9996254238495839	0.9996745385727792	0.9976155436107953	1.0	0.9976405971226697	0.9997777181787175	0.9976103422361454	0.9976987067859082	0.9996984145693419	0.9974411127878748
ZeeviD_2015__PNP_Main_298__bin.21	0.9973770166525529	0.9974674953988449	0.9998160872395588	0.9996390273886803	0.9998209015547564	0.9971044141553083	0.9971063216417714	0.9970424675076809	0.9971252184575207	0.9970777763599643	0.9975010700259551	0.997291854803854	0.9996361421539824	0.9975654559386443	0.9970761987976161	0.9972785971809213	0.9971936032991443	0.9991405090338108	0.9969419309933379	0.9972956435803706	0.9970853307965205	0.9976405971226697	1.0	0.9974334394125403	0.9972988212038136	0.9976756569144154	0.9974124750267557	0.996951193034743
ZeeviD_2015__PNP_Main_223__bin.47	0.9997013905710863	0.999706231942568	0.9975764614250546	0.9974277079098977	0.9974985219838465	0.9973088703288016	0.999594257626321	0.9997597727785686	0.9998000903746561	0.9971623484744692	0.9998289440143822	0.9998144600816488	0.9974049885898604	0.997781713836359	0.9998262765982129	0.9998330154914072	0.9997469537551066	0.9971761882995179	0.99984133784811	0.9996929621710517	0.9972786923662781	0.9997777181787175	0.9974334394125403	1.0	0.9973007204658354	0.9977091924191355	0.9997651649772216	0.9971657701779721
ZeeviD_2015__PNP_Main_16__bin.22	0.9973404550284032	0.997412964630186	0.9974328683377539	0.9973197544000393	0.997333559947193	0.9998393743191661	0.997291411307402	0.9972590301160846	0.9973431065565297	0.9995326450564668	0.9973718771553021	0.9973544893651076	0.9973080318068683	0.9996801963047812	0.997279488920437	0.9972993417609509	0.9973179515450116	0.996896383623319	0.9973306234559037	0.9972553591446579	0.999740604190401	0.9976103422361454	0.9972988212038136	0.9973007204658354	1.0	0.9996990383178036	0.9973743323814417	0.9996806762782857
SchirmerM_2016__G88902__bin.9	0.9976009360970886	0.9976121568692499	0.9977199844819424	0.9976817476356896	0.9976737372346772	0.9997133875035566	0.997519421679041	0.9975204067432567	0.9976713841770972	0.9995798335146776	0.9976655689408498	0.9976830193315039	0.9976223906879192	0.9996441012101722	0.9976766504826508	0.9976320843076503	0.9976648319918017	0.9971247889579099	0.997668005481792	0.9975662476418836	0.9996835044687011	0.9976987067859082	0.9976756569144154	0.9977091924191355	0.9996990383178036	1.0	0.9975918698145106	0.9996168374605956
ZeeviD_2015__PNP_DietIntervention_43__bin.27	0.9998389134788038	0.9997337291658173	0.997470271395488	0.9974331060737293	0.9974979806536772	0.9973567036395923	0.9997750889535824	0.9996451079669791	0.9997352323250385	0.9971686224630807	0.9998434969481905	0.99971360978114	0.9974205548889991	0.997679981655265	0.9997593485132314	0.99977387009432	0.9998104654652283	0.99704204634823	0.9997045659769934	0.9996632838751387	0.9973498181617371	0.9996984145693419	0.9974124750267557	0.9997651649772216	0.9973743323814417	0.9975918698145106	1.0	0.9972299634283782
ZeeviD_2015__PNP_Main_615__bin.12	0.9971901894144751	0.9972382451724557	0.997174744507357	0.9969690943731689	0.9970311347265807	0.9997053163675637	0.9971881563428002	0.9969322178830541	0.9971388883129807	0.9994995262069085	0.9971529750119659	0.9970823013619637	0.9965788787861989	0.999603967366911	0.996949466358332	0.9971949788548593	0.9971281587133153	0.9967555782372498	0.9969509037504712	0.9971057761487028	0.9996962954370499	0.9974411127878748	0.996951193034743	0.9971657701779721	0.9996806762782857	0.9996168374605956	0.9972299634283782	1.0
