	QinJ_2012__NOM015__bin.11	FengQ_2015__SID31236__bin.32	YuJ_2015__SZAXPI015264-87__bin.43	YuJ_2015__SZAXPI015227-13__bin.33	XieH_2016__YSZC12003_37305R1__bin.76	QinJ_2012__NOF013__bin.19	QinJ_2012__CON-036__bin.19	CM_madagascar__A15_02_1FE__bin.12	VogtmannE_2016__MMRS87723283ST-27-0-0__bin.6	QinJ_2012__DLM019__bin.1	QinJ_2012__NOF005__bin.20	YuJ_2015__SZAXPI017586-111__bin.6	FengQ_2015__SID530185__bin.31	HeQ_2017__SZAXPI029577-94__bin.48	NielsenHB_2014__V1_UC35_4__bin.80	HeQ_2017__SZAXPI029579-97__bin.21	LiJ_2014__O2.UC8-2__bin.15	YuJ_2015__SZAXPI015225-18__bin.78	XieH_2016__YSZC12003_37877__bin.35	NielsenHB_2014__O2_UC9_2__bin.44	NielsenHB_2014__O2_UC35_0__bin.28	ZellerG_2014__CCIS77252613ST-4-0__bin.79	XieH_2016__YSZC12003_37323__bin.20	XieH_2016__YSZC12003_37406__bin.47	LiJ_2014__V1.FI25__bin.37	HeQ_2017__SZAXPI029601-32__bin.11	QinJ_2012__T2D-084__bin.27	HeQ_2017__SZAXPI029570-85__bin.18
QinJ_2012__NOF005__bin.20	0.9998376976068274	0.9859807366728791	0.9896638966881931	0.988738878984382	0.9771745446397375	0.9887903853717831	0.9888962337527807	0.9836858794640267	0.9816365803790914	0.9869347899289067	1.0	0.9895745522811801	0.9675807242110761	0.9893188107414049	0.9820029037049747	0.9909133494231103	0.9861702599244259	0.9889958420887915	0.9810378075416357	0.9862702950084775	0.9849988967765818	0.9821316074793814	0.9875692704513799	0.9875466752869394	0.9867908404002511	0.9902753273405965	0.9873456383283126	0.9898587206206014
YuJ_2015__SZAXPI017586-111__bin.6	0.9894170481765355	0.9868869831426497	0.9888925228942337	0.9887855525542226	0.9765667405601338	0.9884362869387664	0.9881545500296549	0.9845475762155097	0.9820010038767949	0.9874725909809454	0.9895745522811801	1.0	0.9675103054161855	0.9895717885061548	0.982199550771802	0.9902130091040788	0.9864049628913086	0.9890775065313431	0.9821288429009604	0.9863568947044329	0.9855019265385729	0.9824913890735377	0.9885193070894621	0.9870030286485912	0.9863990267385385	0.9896641428188482	0.9884460878147002	0.9892970323857545
FengQ_2015__SID530185__bin.31	0.9672929819490025	0.9699148032621728	0.9680436310289905	0.965811349176028	0.9774882111505946	0.9667323592032078	0.9674214412090749	0.9758428151717323	0.9711326114121034	0.9671915556140285	0.9675807242110761	0.9675103054161855	1.0	0.9676933415719897	0.9700907365885836	0.9691654492032187	0.968614500664771	0.9668268475223841	0.969064630797721	0.9685553127598724	0.970513520583251	0.9693355565542808	0.966651144079428	0.968214858955211	0.9675917310524345	0.96742852420845	0.9674238151710002	0.9671593106661924
HeQ_2017__SZAXPI029577-94__bin.48	0.9892241747282512	0.9863146435283507	0.9885502930617646	0.9875091054927606	0.977002218190144	0.9878391659720581	0.9874861867053056	0.9837451261609039	0.9819742707750038	0.986783955340004	0.9893188107414049	0.9895717885061548	0.9676933415719897	1.0	0.9819824009139738	0.9999414276949713	0.9860189140474912	0.9885773221605433	0.9817864994417375	0.9862513643720126	0.9853165030600067	0.9823214903302394	0.9871656647029904	0.9867702141646779	0.9864312661107225	0.9894382295915674	0.9868882559261788	0.9884604728375981
NielsenHB_2014__V1_UC35_4__bin.80	0.9819467209123063	0.9842031136615218	0.9833441953076271	0.9812848825765228	0.9818839269227329	0.9813633015947002	0.9836068925396492	0.9818757126807737	0.9908862542186052	0.9822206348653263	0.9820029037049747	0.982199550771802	0.9700907365885836	0.9819824009139738	1.0	0.9840196574276467	0.9852550652922137	0.9815328418431559	0.998123347034947	0.9850806728983391	0.9838102420366679	0.9978188980080139	0.980969445846142	0.9826762778734527	0.9844089409818101	0.9821632777504163	0.9806599285480722	0.9815604482596778
HeQ_2017__SZAXPI029579-97__bin.21	0.990819352848551	0.9884324624730499	0.9904668112294052	0.9893959067989322	0.9786592845539237	0.98985281350115	0.9900058418160294	0.9847743385785924	0.9829834605597965	0.9887838721202882	0.9909133494231103	0.9902130091040788	0.9691654492032187	0.9999414276949713	0.9840196574276467	1.0	0.9886612074808375	0.9886729172923822	0.9833802644783186	0.9889600512196903	0.9859134193215936	0.9841218065836974	0.9884991130701059	0.9887831581831571	0.9876697734163382	0.9914308535957835	0.9879859414512879	0.9897043217711563
LiJ_2014__O2.UC8-2__bin.15	0.9862296538942363	0.9882553304114302	0.9871173125528587	0.9851127250218599	0.9797008728473696	0.9852868948059095	0.9866513070303328	0.9829587715859056	0.9851231749253059	0.984606043076533	0.9861702599244259	0.9864049628913086	0.968614500664771	0.9860189140474912	0.9852550652922137	0.9886612074808375	1.0	0.9851852826440192	0.9853131007237804	0.9996740476845349	0.9874242467609939	0.9848113642779924	0.9845897870019787	0.9921414412540039	0.9934129360558184	0.9869940289938792	0.9837599761782443	0.9858045869798553
YuJ_2015__SZAXPI015225-18__bin.78	0.9888587555682931	0.9854523170415787	0.9883322703095241	0.9890382692546832	0.9764926322404964	0.9948336487218745	0.9872356496863163	0.9829049586776859	0.9814133697533615	0.9859193674819967	0.9889958420887915	0.9890775065313431	0.9668268475223841	0.9885773221605433	0.9815328418431559	0.9886729172923822	0.9851852826440192	1.0	0.9819046532500478	0.985118310281064	0.9842475999454289	0.9807781039736745	0.9871870700228491	0.9865687729287402	0.9861283028522196	0.9902669574964953	0.9872834625977682	0.9884034960735327
XieH_2016__YSZC12003_37877__bin.35	0.9809495683800871	0.9849096258716218	0.9835032153725622	0.9809922451018295	0.9810988972190934	0.9811619844867766	0.9840992671501677	0.981472832673404	0.9903431261338875	0.9824346466909543	0.9810378075416357	0.9821288429009604	0.969064630797721	0.9817864994417375	0.998123347034947	0.9833802644783186	0.9853131007237804	0.9819046532500478	1.0	0.985229014915775	0.9842623583007895	0.9990640702592625	0.9811297226603727	0.9829295285006098	0.9838191347970733	0.9819694101129571	0.9809940715369678	0.9818269939144881
NielsenHB_2014__O2_UC9_2__bin.44	0.9862182060650462	0.9882442580858726	0.9869273729909603	0.9853765389596258	0.9795237627665191	0.9852803303967999	0.9867763821139326	0.9833042893025827	0.9847753042676133	0.9843967584688909	0.9862702950084775	0.9863568947044329	0.9685553127598724	0.9862513643720126	0.9850806728983391	0.9889600512196903	0.9996740476845349	0.985118310281064	0.985229014915775	1.0	0.9874629410207174	0.9850244285807241	0.9847496556642809	0.9920416029622443	0.9933941159845016	0.9873457706656381	0.9835502024603061	0.9852182349494837
NielsenHB_2014__O2_UC35_0__bin.28	0.9849631793403771	0.9959563741512522	0.9861040567430132	0.9839670269291241	0.9805298963518612	0.9842379731767428	0.9852186339959841	0.9836141398501003	0.9835776148263772	0.9831136456000052	0.9849988967765818	0.9855019265385729	0.970513520583251	0.9853165030600067	0.9838102420366679	0.9859134193215936	0.9874242467609939	0.9842475999454289	0.9842623583007895	0.9874629410207174	1.0	0.9843720378394608	0.9838422601609526	0.9868256663742508	0.9866718043011433	0.9851789531441113	0.9843108835758306	0.9851959201214742
ZellerG_2014__CCIS77252613ST-4-0__bin.79	0.9819562456069549	0.9845623996643095	0.9837845119007216	0.9812307760372518	0.9812743059227145	0.981548147843219	0.9839582966191722	0.9817990556237142	0.9907354316718224	0.9825313982030933	0.9821316074793814	0.9824913890735377	0.9693355565542808	0.9823214903302394	0.9978188980080139	0.9841218065836974	0.9848113642779924	0.9807781039736745	0.9990640702592625	0.9850244285807241	0.9843720378394608	1.0	0.9813158377406369	0.9829783677487463	0.9841958531999142	0.9819891103487982	0.9809332116828144	0.9816507458116684
XieH_2016__YSZC12003_37323__bin.20	0.9875742336005727	0.9849318045778954	0.987346368617151	0.986836536468015	0.9756523370473357	0.987551477904434	0.9868074186998996	0.9831118880242388	0.9816271082770052	0.986739450286819	0.9875692704513799	0.9885193070894621	0.966651144079428	0.9871656647029904	0.980969445846142	0.9884991130701059	0.9845897870019787	0.9871870700228491	0.9811297226603727	0.9847496556642809	0.9838422601609526	0.9813158377406369	1.0	0.9857020478990182	0.9850715236418265	0.9877026271660145	0.9867724460455036	0.9887864582724478
XieH_2016__YSZC12003_37406__bin.47	0.987401490646236	0.9886459589490846	0.988209242458324	0.9865561606782006	0.9776637442938446	0.9865567713383246	0.9871008106858541	0.983051276771678	0.9829917286928741	0.9854249575813666	0.9875466752869394	0.9870030286485912	0.968214858955211	0.9867702141646779	0.9826762778734527	0.9887831581831571	0.9921414412540039	0.9865687729287402	0.9829295285006098	0.9920416029622443	0.9868256663742508	0.9829783677487463	0.9857020478990182	1.0	0.9910213770821824	0.988511831713429	0.9857197055531521	0.9863561328166907
LiJ_2014__V1.FI25__bin.37	0.9864548090365383	0.9875787930937294	0.9874028899386165	0.9858705590819342	0.9779343562128424	0.9861143253876418	0.9868045024852888	0.9825424383580552	0.9843448552901477	0.984485470950943	0.9867908404002511	0.9863990267385385	0.9675917310524345	0.9864312661107225	0.9844089409818101	0.9876697734163382	0.9934129360558184	0.9861283028522196	0.9838191347970733	0.9933941159845016	0.9866718043011433	0.9841958531999142	0.9850715236418265	0.9910213770821824	1.0	0.9873927658782201	0.984541764588035	0.9862439656596196
HeQ_2017__SZAXPI029601-32__bin.11	0.990125809184356	0.986265544980232	0.9898570443811872	0.9886009390839505	0.9767208999362894	0.9896922782899354	0.9881682860789952	0.9837621308454001	0.9810022430133442	0.9872075229956607	0.9902753273405965	0.9896641428188482	0.96742852420845	0.9894382295915674	0.9821632777504163	0.9914308535957835	0.9869940289938792	0.9902669574964953	0.9819694101129571	0.9873457706656381	0.9851789531441113	0.9819891103487982	0.9877026271660145	0.988511831713429	0.9873927658782201	1.0	0.9877666276534486	0.9894325802446611
QinJ_2012__T2D-084__bin.27	0.9874453583377539	0.9843142060868745	0.9866941249279754	0.9877918341754878	0.976097474623026	0.9870594630507655	0.9863433787480343	0.9822214664410294	0.9807157083877436	0.9862219573377928	0.9873456383283126	0.9884460878147002	0.9674238151710002	0.9868882559261788	0.9806599285480722	0.9879859414512879	0.9837599761782443	0.9872834625977682	0.9809940715369678	0.9835502024603061	0.9843108835758306	0.9809332116828144	0.9867724460455036	0.9857197055531521	0.984541764588035	0.9877666276534486	1.0	0.9871445887838216
HeQ_2017__SZAXPI029570-85__bin.18	0.9897998378586943	0.9856096233821757	0.9885139933479885	0.988438248258799	0.975999037999038	0.988047916321045	0.9879518499665674	0.982997132282654	0.9816345617500639	0.9871891189107149	0.9898587206206014	0.9892970323857545	0.9671593106661924	0.9884604728375981	0.9815604482596778	0.9897043217711563	0.9858045869798553	0.9884034960735327	0.9818269939144881	0.9852182349494837	0.9851959201214742	0.9816507458116684	0.9887864582724478	0.9863561328166907	0.9862439656596196	0.9894325802446611	0.9871445887838216	1.0
