	QinJ_2012__NOM015__bin.11	FengQ_2015__SID31236__bin.32	YuJ_2015__SZAXPI015264-87__bin.43	YuJ_2015__SZAXPI015227-13__bin.33	XieH_2016__YSZC12003_37305R1__bin.76	QinJ_2012__NOF013__bin.19	QinJ_2012__CON-036__bin.19	CM_madagascar__A15_02_1FE__bin.12	VogtmannE_2016__MMRS87723283ST-27-0-0__bin.6	QinJ_2012__DLM019__bin.1	QinJ_2012__NOF005__bin.20	YuJ_2015__SZAXPI017586-111__bin.6	FengQ_2015__SID530185__bin.31	HeQ_2017__SZAXPI029577-94__bin.48	NielsenHB_2014__V1_UC35_4__bin.80	HeQ_2017__SZAXPI029579-97__bin.21	LiJ_2014__O2.UC8-2__bin.15	YuJ_2015__SZAXPI015225-18__bin.78	XieH_2016__YSZC12003_37877__bin.35	NielsenHB_2014__O2_UC9_2__bin.44	NielsenHB_2014__O2_UC35_0__bin.28	ZellerG_2014__CCIS77252613ST-4-0__bin.79	XieH_2016__YSZC12003_37323__bin.20	XieH_2016__YSZC12003_37406__bin.47	LiJ_2014__V1.FI25__bin.37	HeQ_2017__SZAXPI029601-32__bin.11	QinJ_2012__T2D-084__bin.27	HeQ_2017__SZAXPI029570-85__bin.18
QinJ_2012__NOF005__bin.20	0.9688738926326276	0.7381353305620082	0.7565827849084551	0.7328440378698073	0.7307774373087969	0.8291342750726647	0.7998496824123807	0.4334876627035225	0.49874835934069023	0.7190250445290115	1.0	0.7839321362600175	0.7051016738363968	0.7932771044728535	0.7477696441548861	0.34546311769469484	0.7819131090498359	0.7853462008596576	0.757137333968118	0.777335771645076	0.7670904600165512	0.7737635100328292	0.7644749907959768	0.7635490855798428	0.6731323820793318	0.8058421494917994	0.4361169778993384	0.8109814914813525
YuJ_2015__SZAXPI017586-111__bin.6	0.8283249801829092	0.7489545995942383	0.7610127734134879	0.7414272698806655	0.748918856227146	0.8200801768403087	0.8027074111265379	0.45094502111651114	0.5113554070964732	0.7570482382801782	0.8221361651015912	1.0	0.7283831748524562	0.7978552490437718	0.7544717372356154	0.34713548560528973	0.7995791218524894	0.7796428865300749	0.7469105257886532	0.8027528349888842	0.8006942404404179	0.7819840770746139	0.7815186686489343	0.7821393373254206	0.7021777018727663	0.8233838320091533	0.4445063747922882	0.8129147487185444
FengQ_2015__SID530185__bin.31	0.630180877506108	0.5832319173927203	0.5873041696432048	0.5592972278869202	0.6469820040380689	0.6378088332994137	0.6256348057609107	0.36448208554008615	0.40071076089333807	0.5747294370410367	0.6286138231852508	0.6191940890622394	1.0	0.6111872675807763	0.6111711254336619	0.28198621840451654	0.6195947941259043	0.5997450173781291	0.605205810793146	0.6178447954710833	0.6306116512751822	0.6287331484688224	0.5985410031110032	0.6044752995080444	0.5332108851245684	0.6262266844884412	0.33281973874409665	0.6214609529374118
HeQ_2017__SZAXPI029577-94__bin.48	0.903576198664374	0.7811152877194385	0.8072459711280842	0.7719622505698404	0.7934690286719719	0.8890702603271085	0.8611904666693325	0.4874127244371576	0.5399700083976485	0.7772603670972127	0.8935202143399849	0.8569160635022194	0.7721853880913344	1.0	0.8022305754388771	0.40278442036229856	0.8437529491742312	0.8363458231695126	0.7939824849042267	0.8382840804574719	0.8339992802015436	0.8404982604870637	0.8238165313712161	0.8199292198184508	0.7342272163794138	0.8844391570360298	0.4694173631383213	0.8631291238453234
NielsenHB_2014__V1_UC35_4__bin.80	0.730452684125781	0.6803713825273843	0.6788202177219889	0.6553036484458854	0.7118114506737527	0.743827340452729	0.730332275647782	0.40254313745852544	0.48257889429136164	0.6613271774355202	0.7266755150222515	0.6991178440189245	0.6661980281300426	0.6921376023946453	1.0	0.31280604540262147	0.7159274195635141	0.7001197529590643	0.7626186532397988	0.7114657506882086	0.7147305799928031	0.790760771124874	0.6854585544703459	0.6996633047745584	0.6272833190786716	0.7224243022259699	0.3900837925703484	0.7092683822172204
HeQ_2017__SZAXPI029579-97__bin.21	0.9725897537134947	0.8905331738195535	0.9613753016858786	0.742680128363074	0.8763154691753474	0.9646150542614027	0.9474831555625484	0.45083027318219104	0.5015402183518031	0.8516769232443837	0.9628883076993106	0.9225883188811079	0.8815966418984911	0.9967068122873108	0.897173973921674	1.0	0.933902714406014	0.8990352978662558	0.9396182950035178	0.9109849777996796	0.9277032489552935	0.9284919119982662	0.8541646257412888	0.8570303323566578	0.7136895873718917	0.9666178823655142	0.4561915986110822	0.9413331670906844
LiJ_2014__O2.UC8-2__bin.15	0.8016486485506327	0.7474884039732937	0.7356657152907983	0.71337922180597	0.7530530461556315	0.7980884235568886	0.7917534933143784	0.4418849572606178	0.5070004098048532	0.7209743926365685	0.7987267036820784	0.7788178036635829	0.7099296078566482	0.7652010401064767	0.7525511258753685	0.3422686506540558	1.0	0.7603606282707323	0.7424311219586496	0.9187197406261672	0.7881965322530926	0.7780192281887715	0.7451108105069613	0.7868721009933234	0.7145720077899188	0.8030466996202958	0.43611940190251	0.793402141865011
YuJ_2015__SZAXPI015225-18__bin.78	0.6604075015169903	0.5827020441444175	0.5963905112257282	0.5797039143090109	0.5947831533487561	0.6984442553473907	0.6335301075166869	0.35237877114305216	0.39813913882357405	0.578727351809011	0.6554129887553095	0.620417918973756	0.5614206258533071	0.6196697938789442	0.6012478430294297	0.2691884457486347	0.6212033762515169	1.0	0.5941556171306128	0.6196994225955703	0.6091984128489077	0.6304256105885923	0.610734661805977	0.6047582533753034	0.5436105080021238	0.6475465644910497	0.35675463630157767	0.6396688813144721
XieH_2016__YSZC12003_37877__bin.35	0.7432479239968438	0.6635621006720382	0.6765827121083963	0.6442329474014543	0.6930127002138524	0.7327946497413611	0.7177837631510219	0.39889291377529495	0.4702393941472194	0.6535636177978953	0.7386916971650528	0.6948512627821318	0.6623071812702153	0.6877332407817285	0.7656376535397179	0.3289014554016954	0.7090959661770991	0.6946001403514604	1.0	0.7047219329984573	0.7107848944142752	0.7990102658849658	0.6758691780295236	0.687887724373562	0.6140712384111328	0.7195135637286382	0.3763906121083269	0.7002789710422932
NielsenHB_2014__O2_UC9_2__bin.44	0.6681174857013882	0.6212989173615621	0.6125454638672038	0.5865450919349247	0.6264553063905914	0.6704801354488777	0.6550589009067442	0.3723166496728604	0.41584728812525806	0.599829384409606	0.6642370731538614	0.6540802275521729	0.5921908176412395	0.6359547480371168	0.6255985879921694	0.27928746755072886	0.7685246393000149	0.6345146480947268	0.6172252577815301	1.0	0.6550686087639501	0.6475377385364616	0.6270544632025189	0.6625773329421876	0.5896503927586666	0.6647142750096395	0.36446359993435057	0.6672777560530765
NielsenHB_2014__O2_UC35_0__bin.28	0.7911952647560551	0.7712070351696609	0.720748938970369	0.7058830594485959	0.7406476347983507	0.7908498682652688	0.7743174233785746	0.43188682932936673	0.4917059347415368	0.7158005610054278	0.786392470138126	0.7826979287493262	0.7251411885497242	0.7590650200704842	0.7539845252181294	0.3412146091432893	0.7910202007812731	0.7483377111458975	0.7468654995492375	0.7858960309248146	1.0	0.7899483433888964	0.7449765556217556	0.7586570227404827	0.6700833865015849	0.7841887022227302	0.42167888899524564	0.7667656512106894
ZellerG_2014__CCIS77252613ST-4-0__bin.79	0.7781307458254241	0.721245611634142	0.7276178273130616	0.691970575701128	0.7402803590535949	0.7861976808581094	0.7740134287008877	0.42587269183124	0.5084679240680638	0.7016223215102432	0.7727147347693303	0.7446352205226968	0.7042796272751962	0.7451922088291334	0.8126122574299971	0.3326709273376668	0.7606091913352333	0.7543812749820424	0.8178520602185549	0.7567659365664419	0.7695146224498551	1.0	0.7359985336068521	0.7338868707468039	0.6682445047484051	0.7673792051553504	0.4143464729628445	0.7547709186158893
XieH_2016__YSZC12003_37323__bin.20	0.8215131518724007	0.7418764383762486	0.7487692494102158	0.7430599948418816	0.7427306805107828	0.8195706911004986	0.8017725239417596	0.44689056242861536	0.5144850826685324	0.7425498804858659	0.8178918337262695	0.7972722745820614	0.7182808956286277	0.7824987095208306	0.7546422115641367	0.32786869056341617	0.7803936806592973	0.7829450121033462	0.74115095928467	0.7850971401310345	0.7774678348779201	0.7884943574059451	1.0	0.7670300519268307	0.6946382537148519	0.8215036560727728	0.4382349511517076	0.8031904367422116
XieH_2016__YSZC12003_37406__bin.47	0.7500455376724056	0.68693257891722	0.6859142698238064	0.6699214392749501	0.6938751223445465	0.7424167198373203	0.7318610006352722	0.4174286637182542	0.4628841080982809	0.6649551440916041	0.7461901882189098	0.7288386870023166	0.6626114718851278	0.7113928143808143	0.7036050917536394	0.30049312528601996	0.7527954926551638	0.70817481886415	0.6890354652597	0.7577652573754549	0.7232114450309117	0.7181757591086622	0.7006358620359451	1.0	0.6367349714405066	0.7327665497779671	0.3984398880172255	0.7241267088770532
LiJ_2014__V1.FI25__bin.37	0.8798165289911677	0.8240286706882607	0.8014618472710371	0.8233425219470761	0.8250251541759621	0.8782828389957512	0.881313790390782	0.5054813508645566	0.5954751995042022	0.8033842626621649	0.8742927549517528	0.8696372726325333	0.7768250495936135	0.8466568232604423	0.8383926043494822	0.33257647930071854	0.9085789804235493	0.8460389204962037	0.8174978073674299	0.896265192799496	0.8489702696546109	0.869122199955179	0.8433007812319875	0.8462574920710163	1.0	0.8901581001057813	0.4962778275276604	0.8646253434202117
HeQ_2017__SZAXPI029601-32__bin.11	0.8712908983473138	0.7808112051267994	0.79383722594833	0.786627283637006	0.7821392021053016	0.8734313797157599	0.8612250772126684	0.47452400750501045	0.5476746346485377	0.777405928470915	0.864194795226521	0.8419740705544083	0.753288010867645	0.8420738226210275	0.7972257503487515	0.3719137776640655	0.8430682974225894	0.8321062306206863	0.7908827372576253	0.834223106538253	0.8203316794288394	0.8240636250662475	0.8234525484749355	0.8041086429454729	0.7349747497822207	1.0	0.4617412751207685	0.8465382987018524
QinJ_2012__T2D-084__bin.27	0.7102408146796575	0.6444313733865694	0.6405246791898689	0.6647533408642637	0.6333826095539684	0.7169262952036208	0.6893473892742542	0.41342960763929576	0.4720940931453333	0.6399699609388304	0.7090765413057295	0.6891326596286909	0.6069697086892198	0.6775944045610424	0.6526424734084464	0.2661112172573368	0.6941539853995385	0.6950336842700721	0.6272495383601235	0.693473430958358	0.668773749416276	0.674594539055686	0.6659851501751028	0.6628883099911049	0.6212388399750405	0.7000469288176997	1.0	0.7041833606459438
HeQ_2017__SZAXPI029570-85__bin.18	0.6368217126698429	0.5658618005210938	0.5691885781100992	0.5602893713542331	0.5659739296894328	0.6329267581755971	0.6214834465828636	0.33559506977530373	0.3917123713896569	0.5618703368421581	0.6371541951789479	0.6089944328704704	0.5476653563545859	0.6020463294293602	0.5734182465396855	0.2653400093887259	0.6102211594434935	0.6021919299912333	0.5639182282698832	0.613515860280362	0.5876293634494056	0.5937967466363342	0.5898200661562093	0.5821509331127197	0.5230041914552553	0.6201811304461095	0.34027437059136423	1.0
