	QinJ_2012__NOM015__bin.11	FengQ_2015__SID31236__bin.32	YuJ_2015__SZAXPI015264-87__bin.43	YuJ_2015__SZAXPI015227-13__bin.33	XieH_2016__YSZC12003_37305R1__bin.76	QinJ_2012__NOF013__bin.19	QinJ_2012__CON-036__bin.19	CM_madagascar__A15_02_1FE__bin.12	VogtmannE_2016__MMRS87723283ST-27-0-0__bin.6	QinJ_2012__DLM019__bin.1	QinJ_2012__NOF005__bin.20	YuJ_2015__SZAXPI017586-111__bin.6	FengQ_2015__SID530185__bin.31	HeQ_2017__SZAXPI029577-94__bin.48	NielsenHB_2014__V1_UC35_4__bin.80	HeQ_2017__SZAXPI029579-97__bin.21	LiJ_2014__O2.UC8-2__bin.15	YuJ_2015__SZAXPI015225-18__bin.78	XieH_2016__YSZC12003_37877__bin.35	NielsenHB_2014__O2_UC9_2__bin.44	NielsenHB_2014__O2_UC35_0__bin.28	ZellerG_2014__CCIS77252613ST-4-0__bin.79	XieH_2016__YSZC12003_37323__bin.20	XieH_2016__YSZC12003_37406__bin.47	LiJ_2014__V1.FI25__bin.37	HeQ_2017__SZAXPI029601-32__bin.11	QinJ_2012__T2D-084__bin.27	HeQ_2017__SZAXPI029570-85__bin.18
QinJ_2012__NOF005__bin.20	0.9690311687103681	0.7486305797948879	0.7644845764711438	0.7411906757652476	0.7478473946312408	0.8385339171364535	0.8088307499938758	0.4406769190787953	0.5080784165032665	0.7285436199698726	1.0	0.7921910829789296	0.7287264578480586	0.8018417277220921	0.7614739644186839	0.34863100582489526	0.7928784113909063	0.7940844313369212	0.7717718197481239	0.7881569338336346	0.778772912870118	0.7878409615781288	0.7740975885636505	0.7731777187726218	0.6821429167363403	0.8137556568796923	0.44170649159673564	0.8192901417011307
YuJ_2015__SZAXPI017586-111__bin.6	0.837184867300888	0.7589061487154913	0.769560650722891	0.7498362693158459	0.7668895786862302	0.8296742922906397	0.8123298234091503	0.458022580127507	0.5207279881361807	0.7666524065525039	0.8307976020668602	1.0	0.7528428077457365	0.8062631314987305	0.7681450644553437	0.35056647651940026	0.8105992487191029	0.7882525700784083	0.7605015687987213	0.8138563630453796	0.8124735415310002	0.795919522319685	0.7905952499299095	0.7924386396223415	0.7118596864338657	0.8319830904087515	0.4497021944565761	0.8217094786569281
FengQ_2015__SID530185__bin.31	0.6514891447225782	0.6013228331303959	0.6066918378657423	0.5790957295791552	0.6618821553627853	0.6597574056847578	0.6467034728721722	0.37350491275169484	0.41262208290037033	0.5942250360903593	0.6496758435300534	0.6399870736218009	1.0	0.6315918910715252	0.630014391831947	0.29095777056058514	0.639671193958659	0.6203230898221863	0.6245257453003404	0.6379034705932809	0.6497711138492975	0.6486228058153509	0.6191902909099771	0.6243193790274262	0.5510701135742481	0.6473105442087516	0.34402682001917434	0.6425631703936563
HeQ_2017__SZAXPI029577-94__bin.48	0.913419042668053	0.7919534530331507	0.816595753189107	0.7817267165193745	0.8121465989522934	0.9000151957451914	0.8721038109329388	0.4954664693885712	0.5498820330307513	0.7876702523293477	0.9031671132083017	0.8659463350261927	0.7979649698084537	1.0	0.8169500539848842	0.4028080137561483	0.855716799296197	0.8460095173351462	0.8087119606510177	0.8499700083976487	0.8464278002159396	0.8556244251609549	0.8345271324029272	0.8309221418002959	0.7443267884992202	0.8938801135682009	0.4756540168752749	0.8732055024593114
NielsenHB_2014__V1_UC35_4__bin.80	0.7438821970372614	0.6912916379589624	0.6903180198360029	0.6678016344502111	0.7249446000247717	0.7579530834748162	0.7425042272346036	0.40997361708792956	0.487017447498971	0.6732979882123895	0.7399932447048733	0.711787989996091	0.6867378514228384	0.7048370742188889	1.0	0.31788597213630515	0.7266417040456213	0.7132922334461631	0.7640525146568858	0.7222411019342294	0.726492314730511	0.7924892710525944	0.6987562735749622	0.7119977560551837	0.6372182260484595	0.7355439961883299	0.3977768247835839	0.7225926670891889
HeQ_2017__SZAXPI029579-97__bin.21	0.981601490642419	0.9009550046458883	0.9706284862716227	0.750639984721509	0.8954244679493079	0.9745035232556644	0.9570480451150885	0.4578005899634959	0.510222438601543	0.8613377981359054	0.9717179693460429	0.9317069260843622	0.9096451412122454	0.9967651951223615	0.9117439546553384	1.0	0.9446134907888708	0.9093354153246036	0.9554984261373026	0.9211544760338463	0.9409581315909521	0.9434725516564397	0.864102571714407	0.8667525587019616	0.7225994017243716	0.9749725650152241	0.4617389574804739	0.9511256507459644
LiJ_2014__O2.UC8-2__bin.15	0.8128417609278272	0.7563717401474572	0.7452667539466383	0.7241599907159254	0.7686560939432293	0.8100061289398385	0.8024653569835462	0.4495457693995452	0.5146568700338361	0.7322465647110876	0.8099277945608379	0.7895517895416351	0.7329330785048288	0.7760510769163816	0.7638135061525126	0.34619407342397396	1.0	0.7717945463315212	0.7534976662882923	0.9190192970940121	0.7982349378583525	0.7900185318831803	0.7567728411806731	0.7931047613521384	0.719310149741968	0.8136287313094535	0.4433189115873229	0.8048269934467489
YuJ_2015__SZAXPI015225-18__bin.78	0.6678481611233313	0.5913041494425061	0.6034311831576152	0.5861289015094053	0.6091015269455401	0.7020714028367718	0.6417212625151699	0.35850747117718446	0.4056793509177791	0.5869925785990595	0.6627055047785194	0.6272692634064017	0.5806837359678398	0.6268298695388349	0.612560087037318	0.2722724988622573	0.6305447180294296	1.0	0.6051052056469963	0.6290609119007888	0.6189483346290958	0.6427810817088896	0.6186615286521542	0.6129914811513957	0.5512573834761832	0.6539111091095267	0.3613497539631371	0.647173835235892
XieH_2016__YSZC12003_37877__bin.35	0.7576820949360555	0.6737289221686725	0.687931367720134	0.6567156372725264	0.706363754131397	0.7468640869985085	0.7293814629388321	0.4064227765619988	0.47482471654339153	0.6652489506546155	0.7529696526335988	0.7074950173845997	0.6834499580538946	0.7004916457628891	0.7670771912250549	0.3344600937015723	0.7196656226901066	0.7074008031761272	1.0	0.7152874330022674	0.7221498296870357	0.7997587839162491	0.6888683141683621	0.6998342245581803	0.6241708630090771	0.7327250282123062	0.38368286111925093	0.7132406985983558
NielsenHB_2014__O2_UC9_2__bin.44	0.6774540173691768	0.6286896304006402	0.6206591088975848	0.5952497027727157	0.6395509023908329	0.6804968238621557	0.6638372307851927	0.3786382849371371	0.4222763165598752	0.6093370170606489	0.6734838071424952	0.6631273437270102	0.6114166220964785	0.6448201452598809	0.6350734566251424	0.28240520656651596	0.7687752233641426	0.644099943603417	0.6264789692925308	1.0	0.66338551205458	0.6573824158548723	0.6367653541138106	0.6678926881329637	0.5935714569582432	0.6732335264489052	0.3705592241480521	0.6772892871672139
NielsenHB_2014__O2_UC35_0__bin.28	0.8032739510992817	0.7743381690055238	0.7309055611746683	0.7173848717792869	0.7553544645135132	0.8035148915385867	0.7859346105117728	0.43908155833870477	0.49991574363791674	0.7280954386189673	0.7983688841800765	0.7942124796228809	0.7471726804114331	0.7703768461333245	0.7663922299256033	0.3460898314763571	0.8010945683945105	0.7603144891462156	0.7588073375462727	0.7958739495706565	1.0	0.802489620817254	0.7572113801046526	0.7687852561921147	0.6791350311020623	0.7959860487478558	0.42840010816842683	0.7782874812515946
ZellerG_2014__CCIS77252613ST-4-0__bin.79	0.7924291426492789	0.7325544951544499	0.7396109803632372	0.7052067593065974	0.754407156679286	0.8009771936156589	0.7866323515542846	0.4337676731219638	0.5132227109411507	0.7140965904941136	0.7867731054420346	0.7579050857889628	0.7265591595326546	0.7586031825269471	0.8143885218572706	0.33803836589345393	0.7723399819749933	0.7691661058965598	0.8186182293657283	0.7682712373507636	0.7817314926364799	1.0	0.7500118772172283	0.7465951386372612	0.678975127334405	0.7814538848427562	0.4224002898750091	0.7688792799640918
XieH_2016__YSZC12003_37323__bin.20	0.8318495196834632	0.7532261979236105	0.75836532468228	0.7529717104935802	0.7612657217206541	0.8299017412637694	0.8124913825618376	0.45456734667986964	0.5241145831552871	0.7525288263989307	0.8281867998509539	0.8065318187153094	0.743061134337837	0.7926721294102766	0.7692820757666053	0.33168334318997333	0.7926079378047914	0.7931070370332387	0.7554056738542273	0.7972555619747161	0.790236266889704	0.8035072166178013	1.0	0.778156090434957	0.7051652971824444	0.8317317717680761	0.4441094326335689	0.8122991875773671
XieH_2016__YSZC12003_37406__bin.47	0.7596155614283251	0.6948216120231946	0.6940982135701222	0.6790504848851358	0.7097277836008172	0.7525331956621073	0.7414247792246903	0.42462552420366323	0.47089318718255907	0.6747902404701361	0.7555999193679614	0.7384361201001031	0.6843640807166953	0.7209305714431434	0.7160090332863905	0.3039019453346698	0.7587582388491685	0.7178159681274459	0.7010018981836628	0.7638442330571235	0.7328664724419884	0.7306119673350036	0.7107988296557977	1.0	0.6425037705192752	0.7412825282099376	0.4042121566329393	0.7341432620378187
LiJ_2014__V1.FI25__bin.37	0.8918974502749667	0.8343928367547009	0.8116867546547907	0.8351426202581727	0.8436406277523187	0.890650116709843	0.8930986716935054	0.5144626136549133	0.6049457121698255	0.8160448136285372	0.8859960177550209	0.8816282752304916	0.8028438283041889	0.858302907001945	0.8516710580800931	0.33672841697923017	0.914603532374877	0.8579400044083212	0.8309431870686785	0.9022251877456048	0.8604383605102954	0.8830785022405891	0.8560807626580148	0.8539245586837011	1.0	0.9015238219960473	0.5040698580575904	0.8766850531165816
HeQ_2017__SZAXPI029601-32__bin.11	0.8799799886693835	0.7916845611213655	0.8019715881747351	0.7956974877708535	0.8007806551045645	0.8825282351651164	0.8715368519161535	0.4823564484000073	0.5582807160218571	0.7874797450002132	0.8726813355507228	0.8507674817400416	0.7786497834390248	0.8510625498760334	0.8117038871324402	0.3751283070475216	0.8541777079259489	0.8402847578842206	0.8054046583453645	0.8449148528542797	0.8326727614417905	0.8391779668244425	0.8337049288181436	0.8134537363621411	0.7443590587059948	1.0	0.4674598859628283	0.8555795671217188
QinJ_2012__T2D-084__bin.27	0.7192710043979171	0.6547008764086583	0.6491623523517226	0.6729690587279809	0.6488927858343083	0.7263253350388562	0.6988918911274519	0.42091282034113153	0.4813771097043369	0.6489106799714387	0.71816445404699	0.6971879074884655	0.627408276673376	0.6865968872282616	0.6655135530771855	0.2693471699267668	0.7056131599256759	0.7039859479072806	0.6394019663925016	0.7050717179699275	0.6794334600738509	0.6877069009605689	0.6749125929124209	0.6724916893277635	0.6309928764017314	0.7087169268724338	1.0	0.7133538173100956
HeQ_2017__SZAXPI029570-85__bin.18	0.6433843372287527	0.5741236561584157	0.5758022465441484	0.5668430702082005	0.5798918929774506	0.640583060518232	0.6290624857920908	0.3413998461989467	0.3990409330039376	0.5691618009952719	0.6436819537029264	0.6155829977593691	0.5662617836738257	0.6090747642149522	0.5841904566920613	0.26810028364216737	0.6190082370310205	0.6092571833097128	0.5743560034151979	0.6227207724305057	0.596459395991968	0.6048961396605053	0.5965090452257101	0.5902035925404536	0.5302990027477225	0.6268048402982189	0.34470570416699325	1.0
