	VogtmannE_2016__MMRS62192467ST-27-0-0__bin.22	NielsenHB_2014__V1_UC11_5__bin.65	FengQ_2015__SID31501__bin.38	VogtmannE_2016__MMRS92546335ST-27-0-0__bin.17	VincentC_2016__MM050.4__bin.76	VincentC_2016__MM040.2__bin.6	VogtmannE_2016__MMRS92544445ST-27-0-0__bin.52	NielsenHB_2014__V1_UC11_0__bin.34	VogtmannE_2016__MMRS86178473ST-27-0-0__bin.5	VincentC_2016__MM048.2__bin.19	LiJ_2014__V1.CD2-0-PN__bin.29	GeversD_2014__SKBSTL008__bin.31	FengQ_2015__SID31137__bin.50	LeChatelierE_2013__MH0333__bin.15	LeChatelierE_2013__MH0239__bin.19	VogtmannE_2016__MMRS71238091ST-27-0-0__bin.5	VatanenT_2016__G80352__bin.1	GeversD_2014__SKBSTL027__bin.15	LeChatelierE_2013__MH0233__bin.36	XieH_2016__YSZC12003_37191R1__bin.28	VincentC_2016__MM090.2__bin.4	BackhedF_2015__SID590_12M__bin.22	RaymondF_2016__P12E90__bin.6	FengQ_2015__SID31337__bin.11	BackhedF_2015__SID503_12M__bin.13	BackhedF_2015__SID345_4M__bin.10	GeversD_2014__SKBSTL006__bin.15	BackhedF_2015__SID103_12M__bin.6	VogtmannE_2016__MMRS65945127ST-27-0-0__bin.24	BackhedF_2015__SID9_12M__bin.24	BackhedF_2015__SID172_12M__bin.33	HeQ_2017__SZAXPI029495-96__bin.34	ZellerG_2014__CCIS24254057ST-4-0__bin.27
LiJ_2014__V1.CD2-0-PN__bin.29	0.8361215600871115	0.8395230600734461	0.617716297136214	0.597551439958884	0.8273434203448062	0.8188554188356207	0.8343290690845631	0.8056318814089553	0.7267597775418009	0.5111450744493706	1.0	0.8330506943652856	0.6694583930774785	0.4747779717587676	0.89035957809468	0.6726144171204556	0.8003217351366233	0.8393739080236804	0.8302478023820332	0.8552500188314879	0.802100894112377	0.9039507461602097	0.5670669274411108	0.83879529806079	0.509998020194021	0.8242852200484353	0.6306771936350237	0.9952914614367792	0.4515544143340619	0.9731859611091447	0.8956230622732305	0.8951026132772322	0.8284848084887682
GeversD_2014__SKBSTL008__bin.31	0.8386174786250042	0.8256572094517103	0.6231625181417128	0.6419092718279285	0.8036369635401834	0.823495344419931	0.8168166458808818	0.8079927947760471	0.7027752456277458	0.5074291875441495	0.8271502449038148	1.0	0.6769569677166453	0.46785886669955107	0.811172300063888	0.6818376696666922	0.8772075554245768	0.8532557786660573	0.8335838824316075	0.8631455872553713	0.7940140579968902	0.8203042562348667	0.6074804335908652	0.8485925042438908	0.5056096798603037	0.8087031573157661	0.6341637884545983	0.874644591208945	0.470398168710855	0.8778183050481742	0.8012285482675047	0.8617164232079562	0.8368489356889416
FengQ_2015__SID31137__bin.50	0.7867554679847796	0.7690459010144703	0.5746791082066944	0.5464814026410934	0.7440574452490378	0.7679731168674778	0.7602937118767654	0.7433491460110996	0.6504688334112431	0.46570874014710245	0.7618045606126835	0.7758326782908654	1.0	0.419273514444279	0.7389396750926146	0.6280363233295942	0.7516302734869467	0.7958880716529543	0.768802595011184	0.7999853978470358	0.7466604212436673	0.7397408971221432	0.5236432561284003	0.7921971404433176	0.46789773562327963	0.7565331833926111	0.5905859730201519	0.8136791831138428	0.4317251685173789	0.8057358015396737	0.7396117534056678	0.801509710905817	0.7794339105608649
LeChatelierE_2013__MH0333__bin.15	0.780102563401042	0.7078374551104963	0.6216061263469904	0.5431035725217245	0.6963049962832798	0.7729930382642636	0.7155220153686319	0.7635821512420539	0.6461587092049346	0.5197508930266121	0.6959407748024202	0.69069070903003	0.540081340354592	1.0	0.6778415809997062	0.5989247282934623	0.6831412356122133	0.7197952054187167	0.7001375052123245	0.7853049945733198	0.687267369101951	0.6933685063963497	0.502523290265955	0.7078430735505097	0.5504073002589612	0.7105196495168263	0.6092863530779158	0.7236773031878785	0.4038742319531432	0.7254776467921272	0.6892760835466916	0.6997432372913941	0.7769882376736923
LeChatelierE_2013__MH0239__bin.19	0.8583365028153935	0.8549018996395112	0.6410334257578245	0.6153139328913052	0.8366733630187227	0.8408877376169898	0.8472035182389605	0.8322060138228544	0.7402245202110761	0.5288393669117986	0.9359851634953451	0.8588230059023318	0.6826412650271554	0.48612730403534776	1.0	0.6904372273493571	0.8255482619996941	0.8615507167642797	0.8577886831708649	0.8808456359166467	0.8235551234976787	0.8897787575969025	0.5845722635778071	0.8707429446978959	0.5287515966393621	0.8407220077213313	0.6535213310668397	0.9750373286443101	0.46532207047444824	0.9605897461547073	0.8953328113834365	0.9123709308361494	0.8512805437482251
VogtmannE_2016__MMRS71238091ST-27-0-0__bin.5	0.8194676676267986	0.811127972092061	0.6228856742891149	0.6011739490764286	0.8011889744918007	0.8013811188742423	0.809892702014153	0.7902512981054209	0.717452570624369	0.5173527814128532	0.7937671273018484	0.8103916480717318	0.6513159628518238	0.4821891794195863	0.7750819219472939	1.0	0.7865767580424322	0.8144487068899396	0.829738443705236	0.8375872565597542	0.7796686069905941	0.7766029502521083	0.5647642602795278	0.830318220204149	0.5131385850700079	0.8047803241005695	0.6198042841313913	0.8318663886571487	0.4403894178595548	0.8292668344635828	0.7727832693966509	0.832781286985827	0.8065412870487606
VatanenT_2016__G80352__bin.1	0.8630808378046638	0.8451440289418195	0.6410293225313455	0.6711506641042487	0.8293944260212388	0.8427330297585333	0.8373900758316815	0.8224903606546557	0.7261734357247381	0.5233226784347391	0.8429371642991682	0.9305077227975805	0.6956885837187696	0.490861951515677	0.8271219153612207	0.7020123663756886	1.0	0.8764201436384007	0.8531509122953411	0.8902653099589045	0.8240072400185143	0.8401826644314256	0.6190085941870276	0.8743947709261161	0.5268543990642459	0.8316823828029901	0.6574348590532616	0.8925085080924513	0.4981416384789572	0.8917607753812691	0.8247818279186193	0.8803831270076667	0.8600841146642847
GeversD_2014__SKBSTL027__bin.15	0.7592558184786359	0.7334753738746629	0.554803072024888	0.5210229164145049	0.717442274321984	0.7456813232567447	0.7238228728351926	0.7196474335771693	0.6288704884149983	0.45493707697088087	0.7248927823707002	0.7421378415949568	0.6040186228160151	0.42407780029823333	0.7077756690136842	0.5960121475174112	0.7186212760592557	1.0	0.7504980749831864	0.7832805694555364	0.7087279950019076	0.7242783831499466	0.4924337074178811	0.7612545948613543	0.4562620147142065	0.7251997660994112	0.5632859261992694	0.7781653253459035	0.39567640835082096	0.7764768428774378	0.7052656848464456	0.7575057377748732	0.7587955587672351
LeChatelierE_2013__MH0233__bin.36	0.8335248665985707	0.8149014939269597	0.617020052313776	0.581734423387886	0.7936055413851643	0.81052023143937	0.8025679978309873	0.7937310268285277	0.6949187172916991	0.496666183363491	0.8097996654154966	0.8188534726633537	0.6589686006812624	0.46587722452206626	0.7958782583140608	0.685778923256874	0.7900691925434339	0.8476198727330535	1.0	0.8580944937897709	0.7777761703793237	0.7958914245328593	0.5445359541802582	0.9376863995235454	0.49936932186496075	0.7934920843392216	0.6156393873449556	0.8548913640657804	0.43794435988444935	0.8557517195731934	0.786672308093421	0.8324380846370057	0.8219133994396718
XieH_2016__YSZC12003_37191R1__bin.28	0.8611251060828821	0.801811925508899	0.6293432722534993	0.5536213110051278	0.7938670647015933	0.8522123510357276	0.806250224118765	0.8164706374535327	0.6903102999007901	0.5230970822725045	0.7667854496121251	0.7793846595187722	0.6302935358171669	0.4803274524569393	0.7512371355828881	0.6363321918217568	0.7578262272743572	0.8131671268571975	0.7887620874720599	1.0	0.7658868827769212	0.7573430272169829	0.5159955056716988	0.8076019590968313	0.5135795053848269	0.7915058988058952	0.6377894120318907	0.8205766426411351	0.4135614264711156	0.8351869449325253	0.7485837188176092	0.8081979655992637	0.850070223879705
VincentC_2016__MM090.2__bin.4	0.8665914680557286	0.9304275547988754	0.6438881061567806	0.6053174852964889	0.9201308723390922	0.844805874222578	0.9298746548996331	0.8295121454910054	0.8126387530549436	0.5300576170630437	0.8472301140864319	0.8446710377619542	0.6930675048354538	0.4952407658147678	0.8274876622878262	0.6978394129438777	0.8263667241921958	0.8668294561689969	0.8422812991334557	0.9023109842779983	1.0	0.8236525683353295	0.5822368629505316	0.8568038548441494	0.5337376314831518	0.9255350683934183	0.6630987812614637	0.8937673518330366	0.47466341932590217	0.8953538805792546	0.8276584081974935	0.8659391130647729	0.8610821840549372
BackhedF_2015__SID590_12M__bin.22	0.7609045949185832	0.7548377662248059	0.5628220512731029	0.5481511290141512	0.7455539185385256	0.746947244625472	0.7560754375743433	0.7365722695835046	0.6614622187501882	0.4610992096661592	0.837607172842078	0.7655218888702384	0.6023588178331533	0.4383065999924952	0.7842853880196193	0.6097723379604072	0.7391604928510774	0.7771106002574789	0.7561006079336664	0.7827218917733229	0.72254898221413	1.0	0.520858120861271	0.7691677304875283	0.47108412134830974	0.7485879505629436	0.5736829841113265	0.9195234123718647	0.40633422129625496	0.8983366098552612	0.7971755459613078	0.819192352658044	0.7507072021663186
RaymondF_2016__P12E90__bin.6	0.8237481875854529	0.8194805927550112	0.6599229362064126	0.6598023112328602	0.8068692031309963	0.8167536414879869	0.8141300483132202	0.8034510902211571	0.7249979206783793	0.5428573721557677	0.8275298777845278	0.8928298181043494	0.6715291987826606	0.5002923210044559	0.8114916202122707	0.6983765240454698	0.8576605856439744	0.8321063309141865	0.8147156631041766	0.8398747251282734	0.80440855094873	0.8203008912142703	1.0	0.8311702713915987	0.5397031263755746	0.8159579057753583	0.6561735910103266	0.8583974680428939	0.5127470927192614	0.8581010127147477	0.8072284029010306	0.8406884573087304	0.8281055215595252
FengQ_2015__SID31337__bin.11	0.8101578200619555	0.7797673867186211	0.5888991116434787	0.5622298462315252	0.7601113572586716	0.7842202958425959	0.773286381986398	0.7658323824636872	0.668483946736976	0.47743104820237675	0.7724512025463611	0.7870481195034044	0.641103811944969	0.444703278792934	0.7627838700791058	0.647936875044602	0.7645255921417626	0.811758196982335	0.8853251974189549	0.829529164137622	0.7470060075522198	0.7644348918387376	0.524512332402031	1.0	0.48238196491233454	0.7641779843814385	0.5928796425395164	0.8248277883628903	0.42110431839336154	0.8247687027170957	0.7508129647719102	0.8111114777320013	0.7910459924201557
BackhedF_2015__SID503_12M__bin.13	0.8791488566616671	0.8003422080481599	0.7082127372036714	0.6172127832750616	0.7867291360590533	0.8754421573696307	0.8007553148467614	0.8565605659614332	0.7156650405172281	0.5762773292927018	0.7832873472605439	0.7820869315942237	0.631514878499506	0.5767068170300335	0.7725040824370741	0.6678214375297544	0.7682678181101515	0.811425448812126	0.7863295947253377	0.8797910406503233	0.776082805645281	0.7808281588336772	0.5680128897511633	0.8045047581507968	1.0	0.796460437473445	0.6810093729683797	0.816968604907115	0.46213341250787054	0.8183271990130484	0.7779210541134073	0.8007650410291325	0.868404752519849
BackhedF_2015__SID345_4M__bin.10	0.8063386424248588	0.8757413868172778	0.6028323682692758	0.5630842970782328	0.8816459382963417	0.7852602554945332	0.8939819049889598	0.7812514540719531	0.7896289871952126	0.49350646443413954	0.7908865845462791	0.7814709939528196	0.6378883941113423	0.465083645014406	0.7673360154614919	0.654315349771162	0.7576412430530338	0.80570496686195	0.780565651778409	0.8470520175203379	0.840731251685924	0.7751467103635775	0.5364819157820713	0.7961889603579412	0.49756323524074	1.0	0.6093162300093589	0.8403151972285209	0.4308218322737696	0.8429554321250006	0.7743417840997162	0.8163170737908237	0.8023821276308609
GeversD_2014__SKBSTL006__bin.15	0.9214447675909214	0.8281832617122631	0.7095413648649023	0.596514613826012	0.8074520523229206	0.910170645879003	0.814230823322802	0.8901336966834023	0.7096160462403247	0.5842241019990141	0.8052043769669021	0.8154314700507471	0.6626163545403617	0.5306873431238985	0.7936979131981139	0.6705430059402545	0.7969317656911208	0.8327403149851903	0.8058524666237018	0.9082293556529226	0.8015024360809342	0.790451720192929	0.5740746690349102	0.8219596009929432	0.5661082301216157	0.8107837778435466	1.0	0.8498072433274532	0.4584693892531586	0.850401290051611	0.7871314841146757	0.8192825609201085	0.9161904753799335
BackhedF_2015__SID103_12M__bin.6	0.7979433072878132	0.78752160768079	0.5753152615397962	0.5485522024011763	0.7751050011204939	0.7742590614318333	0.7838051677266484	0.76010705400692	0.677266337191796	0.46945713657234506	0.8811012146035687	0.7798196322035992	0.6330073450992814	0.43705767600273876	0.8210946731027324	0.6240252477737284	0.7501658611257371	0.7976807030593835	0.7759193692895567	0.8102404141711274	0.7490790041870622	0.8785018753335111	0.5207323825388253	0.7929097153384916	0.47089954193265793	0.7753201005390615	0.5892464158579908	1.0	0.4149154185712235	0.9598985639532027	0.8339379377689942	0.8631492649810918	0.7798904468269959
VogtmannE_2016__MMRS65945127ST-27-0-0__bin.24	0.9144403413490368	0.9350116077501431	0.7395787781811136	0.7306186729575238	0.9070063329265107	0.90378222318944	0.909827940601611	0.8773603505451857	0.7965430530531828	0.6170438474831	0.9242511585578419	0.9696892070095393	0.7765462048489901	0.5639548488195433	0.9060038299094507	0.763817929897785	0.9680597558654442	0.937781708805449	0.919028523752056	0.9441460168327727	0.9197997586352042	0.8975686828836339	0.7191736291564307	0.9359540765613499	0.6158779559171556	0.9190537654067897	0.7350066276398848	0.959321026775938	1.0	0.9584549651358172	0.9137212952925678	0.9362723260730602	0.9209110736503731
BackhedF_2015__SID9_12M__bin.24	0.8176862325711082	0.8074939934711249	0.5893809518349108	0.5609842982304202	0.7985472679572733	0.8050147349311716	0.8096091788089782	0.778469075957167	0.6956956076446621	0.486853985070132	0.8810915496995377	0.8004180278548438	0.6410588268665202	0.4480923348785447	0.8272935102933286	0.6361983817225294	0.7665543919026981	0.8140206053663757	0.7943339467104259	0.8433893781756447	0.76744548860042	0.8777456370058909	0.5323708302076047	0.8108533344759972	0.4823914102261569	0.7954137941648104	0.6030455409859217	0.9816914783635203	0.4239523050526058	1.0	0.8477929589781689	0.8720529383257279	0.810273804774685
BackhedF_2015__SID172_12M__bin.33	0.8378821545608058	0.8418637872300399	0.6247026954578171	0.5993945547831102	0.8335547648490332	0.8304258961860603	0.8458020064589552	0.8099306177422462	0.734081480136456	0.5182229638493526	0.9258544953756073	0.8341821924269732	0.6718948278398678	0.48610373676019275	0.8804373180554775	0.6769369888368885	0.8095169841303202	0.8442127644472867	0.8337608064149905	0.8631317215461938	0.81002089013402	0.8893563681831854	0.5718268479051465	0.8428187106414956	0.5236008899066164	0.83428314590327	0.6373320442527668	0.9738132539855089	0.4614783241171653	0.9680149755696033	1.0	0.8876291334505036	0.8422750089841703
HeQ_2017__SZAXPI029495-96__bin.34	0.8274968961186873	0.8213063970760243	0.5995233667344064	0.5796409459873177	0.8095358012654364	0.8044010732563505	0.8204804375890599	0.7865443518071091	0.7040450158215192	0.4933783073421384	0.8506894900733607	0.8248018766306364	0.6694020734354799	0.453685846190347	0.8248332361662872	0.6706597808728689	0.7944002322506216	0.8336156483449372	0.8111110635966632	0.8567127382592195	0.7791358990818467	0.8402112872471696	0.5474997976676425	0.8370737498671575	0.4955080632810088	0.8085752175092641	0.6098639360430189	0.9266348414894259	0.4347309074673548	0.9154105034488362	0.8160416378610326	1.0	0.8124657005078819
ZellerG_2014__CCIS24254057ST-4-0__bin.27	0.7682840937153859	0.67986530747092	0.5757072781237855	0.47888609861076814	0.6636856521074177	0.772707813742425	0.6723621444078169	0.7438751114768707	0.5782913566776549	0.4684803989398856	0.6582873577449198	0.6696765035556735	0.5442397823627204	0.4211760702276148	0.6434282770889623	0.5430385135622744	0.6488455067952064	0.69813182309622	0.6695564031586272	0.7533642345784536	0.6477436816531746	0.6437332288137669	0.45088655147003814	0.6825235384198787	0.4492628788475658	0.6644702109304603	0.5701875592143288	0.6999855005584602	0.3574939933249603	0.711111272951656	0.6473921198514568	0.6792626868458286	1.0
