	VogtmannE_2016__MMRS62192467ST-27-0-0__bin.22	NielsenHB_2014__V1_UC11_5__bin.65	FengQ_2015__SID31501__bin.38	VogtmannE_2016__MMRS92546335ST-27-0-0__bin.17	VincentC_2016__MM050.4__bin.76	VincentC_2016__MM040.2__bin.6	VogtmannE_2016__MMRS92544445ST-27-0-0__bin.52	NielsenHB_2014__V1_UC11_0__bin.34	VogtmannE_2016__MMRS86178473ST-27-0-0__bin.5	VincentC_2016__MM048.2__bin.19	LiJ_2014__V1.CD2-0-PN__bin.29	GeversD_2014__SKBSTL008__bin.31	FengQ_2015__SID31137__bin.50	LeChatelierE_2013__MH0333__bin.15	LeChatelierE_2013__MH0239__bin.19	VogtmannE_2016__MMRS71238091ST-27-0-0__bin.5	VatanenT_2016__G80352__bin.1	GeversD_2014__SKBSTL027__bin.15	LeChatelierE_2013__MH0233__bin.36	XieH_2016__YSZC12003_37191R1__bin.28	VincentC_2016__MM090.2__bin.4	BackhedF_2015__SID590_12M__bin.22	RaymondF_2016__P12E90__bin.6	FengQ_2015__SID31337__bin.11	BackhedF_2015__SID503_12M__bin.13	BackhedF_2015__SID345_4M__bin.10	GeversD_2014__SKBSTL006__bin.15	BackhedF_2015__SID103_12M__bin.6	VogtmannE_2016__MMRS65945127ST-27-0-0__bin.24	BackhedF_2015__SID9_12M__bin.24	BackhedF_2015__SID172_12M__bin.33	HeQ_2017__SZAXPI029495-96__bin.34	ZellerG_2014__CCIS24254057ST-4-0__bin.27
LiJ_2014__V1.CD2-0-PN__bin.29	0.986532185845511	0.9869170673840407	0.9857132875113208	0.986765337483197	0.9868779568407752	0.9865838057283295	0.986816246593155	0.9863662831888612	0.9863069957115203	0.986543299998598	1.0	0.9875597994236209	0.9780503263014719	0.9859751690712393	0.9962288596305863	0.9853964810427538	0.9876241071913819	0.9862770281632731	0.9860135789521224	0.9869859779894906	0.9869150233831705	0.9966754765095029	0.9871823694763183	0.9863768349172952	0.9859862862580254	0.9865179220556565	0.9866130575932888	0.9991599599084713	0.9876084665145158	0.9985798898845281	0.9981234643248891	0.9918741675420236	0.9866886484198805
GeversD_2014__SKBSTL008__bin.31	0.988718443517732	0.987099007148825	0.9871349457888655	0.9973417953192707	0.986819017216238	0.988723063005932	0.9863095035516163	0.9879523278431495	0.9860501649695667	0.9886039690940502	0.9875597994236209	1.0	0.9785466903048727	0.988062763156266	0.9874606123372757	0.986495213212209	0.9988787677008135	0.9871396822687993	0.9873417796900356	0.9889378121927915	0.9871054502214112	0.9878616320865224	0.9970083701896061	0.9886710768979978	0.9890136071564388	0.9862938945362798	0.9884795855239177	0.9878770015102668	0.9980927261528331	0.987828277506451	0.9873630228293735	0.9878176335731133	0.9884990470413
FengQ_2015__SID31137__bin.50	0.9784516410503011	0.9783904092614927	0.9777438254748968	0.9782316220651469	0.9784968243126141	0.9784081278681335	0.9781561153323987	0.9780712149139311	0.977591282223665	0.9788832273992751	0.9780503263014719	0.9785466903048727	1.0	0.9768489097932933	0.9779480584606012	0.9771278577722164	0.9786375300776361	0.9772752237201364	0.9779334028276936	0.9778175972903977	0.9786688089206627	0.9775674105657355	0.9794598360973362	0.9779195721751037	0.9771958678985586	0.9780926552641322	0.9790792399515136	0.9778660257128867	0.9781755104497071	0.9778330456443958	0.9779814297878756	0.9784148508097803	0.9782716119069407
LeChatelierE_2013__MH0333__bin.15	0.9949797665679133	0.9871305969531151	0.99412924233862	0.9880469557856557	0.9855836190788925	0.994801813819041	0.9859455410626997	0.9944507858347559	0.9852934949772338	0.9948493315504879	0.9859751690712393	0.988062763156266	0.9768489097932933	1.0	0.986528665461799	0.9848421320534009	0.9887582914662709	0.986153188811915	0.9854615653807386	0.9933594087795907	0.986762828863303	0.9851078964084559	0.9881467712055595	0.9858582979227111	0.9947021589911512	0.9858840663020503	0.9950577597021586	0.9860222360169195	0.9880973190389064	0.9861538974382976	0.9855645463102624	0.986730379649176	0.9951507956669039
LeChatelierE_2013__MH0239__bin.19	0.9874010502390469	0.9870612852728495	0.9864987625277666	0.9868332752985753	0.9868103800807446	0.9872910797134165	0.9867631890432986	0.9870820817459778	0.9861965988862705	0.9872887265504319	0.9962288596305863	0.9874606123372757	0.9779480584606012	0.986528665461799	1.0	0.9855128286129183	0.9873354783589663	0.986550701603948	0.9862272326879995	0.9876406639697372	0.9868695942773767	0.9949099525077226	0.9867678098721914	0.9861731941082512	0.9869403788668453	0.9865450724133038	0.9873111238236371	0.9966923566469276	0.987068243366112	0.9963208943219616	0.9964969121247971	0.9918573533345276	0.9875639511193247
VogtmannE_2016__MMRS71238091ST-27-0-0__bin.5	0.9854330532917407	0.9862528874197845	0.9847619252096017	0.9859084663700602	0.9861041970435611	0.9854427103975977	0.9862387192465608	0.9853586365056038	0.9856188686320669	0.9855085906485724	0.9853964810427538	0.986495213212209	0.9771278577722164	0.9848421320534009	0.9855128286129183	1.0	0.9864948827622108	0.9855968330273864	0.987050916973889	0.9857740094555043	0.9862924859909268	0.9851157577465802	0.9865419632568818	0.9868024938333948	0.9850427243965023	0.9860425538986154	0.9854759434306511	0.9855418901008699	0.9860962748341413	0.9856599696247298	0.9852788667946765	0.9859410578638399	0.9855894914332601
VatanenT_2016__G80352__bin.1	0.9888315703930152	0.9873646254372298	0.9877834235602821	0.9980341005231851	0.9868055518814368	0.9892096580090385	0.9865047734152651	0.9884370403108381	0.9863249582081673	0.9889521533892831	0.9876241071913819	0.9988787677008135	0.9786375300776361	0.9887582914662709	0.9873354783589663	0.9864948827622108	1.0	0.9872571703576152	0.9875148927362948	0.9892563938770199	0.9872083668029735	0.987679215026277	0.9970181164454451	0.9889933439349674	0.9891668029825357	0.9866993930286939	0.9887154179903475	0.9877716418673621	0.9990042367506405	0.988011360952336	0.9872305949862161	0.987738596446107	0.9887367397870774
GeversD_2014__SKBSTL027__bin.15	0.9867457113069851	0.9865037298108792	0.9858090108954526	0.9866490727855217	0.9861268946707592	0.9865970712082824	0.9862831887440466	0.9865449830819846	0.9853339588744836	0.9863170618822993	0.9862770281632731	0.9871396822687993	0.9772752237201364	0.986153188811915	0.986550701603948	0.9855968330273864	0.9872571703576152	1.0	0.9867022689350712	0.9869846741253447	0.9865015575438326	0.985764042612889	0.9866265406381254	0.986186870768414	0.9863659433421561	0.9859347433055428	0.9866205978151448	0.9863895830651569	0.986977581959357	0.9863629522482761	0.9860647058187322	0.9862435259740013	0.9864639772152657
LeChatelierE_2013__MH0233__bin.36	0.9871544783621478	0.9862272064135803	0.9862217180623472	0.9868917567527166	0.985559608933982	0.9870485928949255	0.9861670465834327	0.9868272716679647	0.9852451864993924	0.9873871886642771	0.9860135789521224	0.9873417796900356	0.9779334028276936	0.9854615653807386	0.9862272326879995	0.987050916973889	0.9875148927362948	0.9867022689350712	1.0	0.9873271719178873	0.9863374074156895	0.9863524500603503	0.9870667370339017	0.9942686003964811	0.9865772576683483	0.9856536182753	0.9869675879476592	0.9861672013300417	0.9869538477983552	0.9863507295889188	0.9857540550609305	0.9860930409749653	0.9869712251557401
XieH_2016__YSZC12003_37191R1__bin.28	0.9932886919143485	0.9886755275526695	0.992825701268174	0.9889170196050491	0.9878744807563421	0.9934425654678365	0.9883121922798092	0.9928356275185103	0.9870896357791629	0.9935858802533886	0.9869859779894906	0.9889378121927915	0.9778175972903977	0.9933594087795907	0.9876406639697372	0.9857740094555043	0.9892563938770199	0.9869846741253447	0.9873271719178873	1.0	0.9883579539480088	0.9867069286139576	0.9888292906666173	0.9872387299375432	0.992065634740493	0.9877901724111243	0.9936825430440739	0.9870453882095498	0.9890220696646612	0.9871015201600915	0.9869180374920586	0.9881371862458801	0.9934072342724687
VincentC_2016__MM090.2__bin.4	0.9873477270677553	0.998458865947824	0.986519861122502	0.9867866006045164	0.9983851846381913	0.9871631413298384	0.9985900820754718	0.9880284490650455	0.9977342461332182	0.9870631110036616	0.9869150233831705	0.9871054502214112	0.9786688089206627	0.986762828863303	0.9868695942773767	0.9862924859909268	0.9872083668029735	0.9865015575438326	0.9863374074156895	0.9883579539480088	1.0	0.9862070631018475	0.9878633306547041	0.9863296397611487	0.9860910116287507	0.9983896686220646	0.9873584928199499	0.9871021947421276	0.9870530479406588	0.9873538916803927	0.9867708545349094	0.9875355788006657	0.9873728732135811
BackhedF_2015__SID590_12M__bin.22	0.9859489154787804	0.9864908212212513	0.9852201638350696	0.986991500260863	0.9862886333806327	0.9860289171232387	0.9858177089513662	0.985897117934434	0.985607945196781	0.9861929880553338	0.9966754765095029	0.9878616320865224	0.9775674105657355	0.9851078964084559	0.9949099525077226	0.9851157577465802	0.987679215026277	0.985764042612889	0.9863524500603503	0.9867069286139576	0.9862070631018475	1.0	0.9871749564928655	0.9866451343105473	0.9859401838278679	0.9859407202379491	0.9859866377647744	0.9971420966410651	0.9878086227391988	0.9967071834144906	0.996109953382202	0.991178295730958	0.9856932545069066
RaymondF_2016__P12E90__bin.6	0.9888836895534198	0.987881483969935	0.9878155876308111	0.9957896141358094	0.9875392581786616	0.9888941956107984	0.9875449421621706	0.9883083489091858	0.9870103034686153	0.9886129509874854	0.9871823694763183	0.9970083701896061	0.9794598360973362	0.9881467712055595	0.9867678098721914	0.9865419632568818	0.9970181164454451	0.9866265406381254	0.9870667370339017	0.9888292906666173	0.9878633306547041	0.9871749564928655	1.0	0.9882722435880931	0.988603177249613	0.9873546712637759	0.9888011409375079	0.9873928367038185	0.9963127983934539	0.9876920146886401	0.9869238808564688	0.9872183918154199	0.9886996042996656
FengQ_2015__SID31337__bin.11	0.9870510479336839	0.9862987870150722	0.9860246124434034	0.988273685877051	0.9858732097966043	0.9870223829891162	0.9863002552043609	0.9867656940080002	0.9849575900554155	0.9873886343735816	0.9863768349172952	0.9886710768979978	0.9779195721751037	0.9858582979227111	0.9861731941082512	0.9868024938333948	0.9889933439349674	0.986186870768414	0.9942686003964811	0.9872387299375432	0.9863296397611487	0.9866451343105473	0.9882722435880931	1.0	0.9860969004678058	0.9856073786233845	0.987128230787928	0.9863802525570052	0.9888822519471365	0.9866459229751827	0.9858748626149287	0.9859155062822909	0.987282584992942
BackhedF_2015__SID503_12M__bin.13	0.9943464236959348	0.98680139344742	0.9930667917612496	0.9882402118569915	0.9856539356841107	0.9942031993942114	0.9862024877458618	0.9935223131778406	0.9849643555695116	0.9942211961426674	0.9859862862580254	0.9890136071564388	0.9771958678985586	0.9947021589911512	0.9869403788668453	0.9850427243965023	0.9891668029825357	0.9863659433421561	0.9865772576683483	0.992065634740493	0.9860910116287507	0.9859401838278679	0.988603177249613	0.9860969004678058	1.0	0.9859307689712076	0.994024858213471	0.9863660287980751	0.9882639378891482	0.9863530077055213	0.9860001671425404	0.9866009199721406	0.9946195517619457
BackhedF_2015__SID345_4M__bin.10	0.9864012946690878	0.9986211119950292	0.985780509677842	0.9863908314669534	0.9985763004996188	0.9863191046890771	0.9987821396459602	0.9871901771983189	0.9981042178015204	0.9864336388472724	0.9865179220556565	0.9862938945362798	0.9780926552641322	0.9858840663020503	0.9865450724133038	0.9860425538986154	0.9866993930286939	0.9859347433055428	0.9856536182753	0.9877901724111243	0.9983896686220646	0.9859407202379491	0.9873546712637759	0.9856073786233845	0.9859307689712076	1.0	0.9864611273069185	0.9865663797575106	0.9863280822311833	0.9869891578528459	0.9864512232265925	0.9872291947995373	0.9862702714120853
GeversD_2014__SKBSTL006__bin.15	0.9994164996444043	0.9878690300208045	0.9981330332272706	0.9884480626508998	0.9863222589313617	0.9990408558473897	0.9868714752415689	0.998096853928878	0.9857677505088194	0.998985372021761	0.9866130575932888	0.9884795855239177	0.9790792399515136	0.9950577597021586	0.9873111238236371	0.9854759434306511	0.9887154179903475	0.9866205978151448	0.9869675879476592	0.9936825430440739	0.9873584928199499	0.9859866377647744	0.9888011409375079	0.987128230787928	0.994024858213471	0.9864611273069185	1.0	0.986724806250072	0.9880619512518848	0.9868061362200008	0.9861367452612413	0.9874245604777021	0.9991186849246354
BackhedF_2015__SID103_12M__bin.6	0.9866911779388197	0.9871598626233999	0.9859153557113136	0.9869666481094499	0.9870917861596722	0.9865900806573008	0.9869401201166382	0.9864624925565836	0.9864967952516049	0.9867776121640311	0.9991599599084713	0.9878770015102668	0.9778660257128867	0.9860222360169195	0.9966923566469276	0.9855418901008699	0.9877716418673621	0.9863895830651569	0.9861672013300417	0.9870453882095498	0.9871021947421276	0.9971420966410651	0.9873928367038185	0.9863802525570052	0.9863660287980751	0.9865663797575106	0.986724806250072	1.0	0.9878331890321629	0.9991689775811453	0.9985896877729362	0.9924058023628481	0.9868127070327626
VogtmannE_2016__MMRS65945127ST-27-0-0__bin.24	0.9882581140915313	0.9868065744957022	0.987469761714237	0.9975069178361354	0.9865383545014058	0.9884446011147411	0.9867443129927252	0.9879819168904765	0.9858195996479951	0.9882418887274705	0.9876084665145158	0.9980927261528331	0.9781755104497071	0.9880973190389064	0.987068243366112	0.9860962748341413	0.9990042367506405	0.986977581959357	0.9869538477983552	0.9890220696646612	0.9870530479406588	0.9878086227391988	0.9963127983934539	0.9888822519471365	0.9882639378891482	0.9863280822311833	0.9880619512518848	0.9878331890321629	1.0	0.987960635845268	0.9871375230427047	0.9878182068569539	0.9884135861915697
BackhedF_2015__SID9_12M__bin.24	0.9867383246015141	0.9873409419721859	0.9859134954580968	0.987224068303979	0.9874766702654006	0.9868461373671695	0.9874152009031819	0.9865900524233999	0.9866853122465936	0.9869246753327249	0.9985798898845281	0.987828277506451	0.9778330456443958	0.9861538974382976	0.9963208943219616	0.9856599696247298	0.988011360952336	0.9863629522482761	0.9863507295889188	0.9871015201600915	0.9873538916803927	0.9967071834144906	0.9876920146886401	0.9866459229751827	0.9863530077055213	0.9869891578528459	0.9868061362200008	0.9991689775811453	0.987960635845268	1.0	0.997883428202069	0.9920426064512468	0.9868974361504885
BackhedF_2015__SID172_12M__bin.33	0.9861759234281654	0.9868930703734687	0.9854317887431495	0.9864069499476615	0.9868244208893795	0.9863034415657833	0.9868677371706139	0.9860478877739177	0.9861955476639892	0.9863163021237623	0.9981234643248891	0.9873630228293735	0.9779814297878756	0.9855645463102624	0.9964969121247971	0.9852788667946765	0.9872305949862161	0.9860647058187322	0.9857540550609305	0.9869180374920586	0.9867708545349094	0.996109953382202	0.9869238808564688	0.9858748626149287	0.9860001671425404	0.9864512232265925	0.9861367452612413	0.9985896877729362	0.9871375230427047	0.997883428202069	1.0	0.9918722997915527	0.9864104239724367
HeQ_2017__SZAXPI029495-96__bin.34	0.9868377308048087	0.9875926142693421	0.9865897447819361	0.9870303573141205	0.9875221641135342	0.9868010347944617	0.9876146773052151	0.9870688249098193	0.9868859960119211	0.9873661611119422	0.9918741675420236	0.9878176335731133	0.9784148508097803	0.986730379649176	0.9918573533345276	0.9859410578638399	0.987738596446107	0.9862435259740013	0.9860930409749653	0.9881371862458801	0.9875355788006657	0.991178295730958	0.9872183918154199	0.9859155062822909	0.9866009199721406	0.9872291947995373	0.9874245604777021	0.9924058023628481	0.9878182068569539	0.9920426064512468	0.9918722997915527	1.0	0.9874359673141381
ZellerG_2014__CCIS24254057ST-4-0__bin.27	0.9994469237221809	0.9878607879123231	0.9977312402967052	0.9879387981103565	0.9862544401978866	0.9987620600184971	0.9869698597137398	0.9981861084746294	0.9854810733949051	0.9988128789071476	0.9866886484198805	0.9884990470413	0.9782716119069407	0.9951507956669039	0.9875639511193247	0.9855894914332601	0.9887367397870774	0.9864639772152657	0.9869712251557401	0.9934072342724687	0.9873728732135811	0.9856932545069066	0.9886996042996656	0.987282584992942	0.9946195517619457	0.9862702714120853	0.9991186849246354	0.9868127070327626	0.9884135861915697	0.9868974361504885	0.9864104239724367	0.9874359673141381	1.0
