	VogtmannE_2016__MMRS62192467ST-27-0-0__bin.22	NielsenHB_2014__V1_UC11_5__bin.65	FengQ_2015__SID31501__bin.38	VogtmannE_2016__MMRS92546335ST-27-0-0__bin.17	VincentC_2016__MM050.4__bin.76	VincentC_2016__MM040.2__bin.6	VogtmannE_2016__MMRS92544445ST-27-0-0__bin.52	NielsenHB_2014__V1_UC11_0__bin.34	VogtmannE_2016__MMRS86178473ST-27-0-0__bin.5	VincentC_2016__MM048.2__bin.19	LiJ_2014__V1.CD2-0-PN__bin.29	GeversD_2014__SKBSTL008__bin.31	FengQ_2015__SID31137__bin.50	LeChatelierE_2013__MH0333__bin.15	LeChatelierE_2013__MH0239__bin.19	VogtmannE_2016__MMRS71238091ST-27-0-0__bin.5	VatanenT_2016__G80352__bin.1	GeversD_2014__SKBSTL027__bin.15	LeChatelierE_2013__MH0233__bin.36	XieH_2016__YSZC12003_37191R1__bin.28	VincentC_2016__MM090.2__bin.4	BackhedF_2015__SID590_12M__bin.22	RaymondF_2016__P12E90__bin.6	FengQ_2015__SID31337__bin.11	BackhedF_2015__SID503_12M__bin.13	BackhedF_2015__SID345_4M__bin.10	GeversD_2014__SKBSTL006__bin.15	BackhedF_2015__SID103_12M__bin.6	VogtmannE_2016__MMRS65945127ST-27-0-0__bin.24	BackhedF_2015__SID9_12M__bin.24	BackhedF_2015__SID172_12M__bin.33	HeQ_2017__SZAXPI029495-96__bin.34	ZellerG_2014__CCIS24254057ST-4-0__bin.27
LeChatelierE_2013__MH0233__bin.36	65871.0	69048.0	52302.0	46913.0	70503.0	64581.0	68300.0	64324.0	63080.0	38539.0	69680.0	63768.0	89459.0	41669.0	67436.0	54632.0	60685.0	69343.0	0.0	66901.0	65375.0	66824.0	43327.0	33063.0	41237.0	70034.0	49360.0	72752.0	35150.0	71859.0	68946.0	71221.0	65880.0
XieH_2016__YSZC12003_37191R1__bin.28	38680.0	60772.0	30219.0	41066.0	64426.0	37402.0	63069.0	39150.0	59648.0	22456.0	66788.0	57704.0	93576.0	21348.0	62142.0	60587.0	54492.0	70835.0	66901.0	0.0	59677.0	67380.0	38578.0	68977.0	27273.0	64681.0	26967.0	71147.0	30386.0	72100.0	65543.0	64168.0	37509.0
VincentC_2016__MM090.2__bin.4	62288.0	8146.0	49309.0	45438.0	8441.0	61608.0	7448.0	56415.0	10460.0	38956.0	62979.0	61875.0	83987.0	37242.0	61725.0	54342.0	60051.0	66472.0	65375.0	59677.0	0.0	64539.0	40144.0	66540.0	42174.0	8467.0	47621.0	65488.0	34912.0	64324.0	62202.0	61317.0	61769.0
BackhedF_2015__SID590_12M__bin.22	69237.0	66036.0	53869.0	46177.0	66200.0	67580.0	69440.0	67270.0	61649.0	41228.0	18033.0	60175.0	87505.0	42270.0	25852.0	58775.0	58976.0	71642.0	66824.0	67380.0	64539.0	0.0	43259.0	66521.0	42892.0	68156.0	52061.0	17018.0	32080.0	19156.0	20082.0	46799.0	69552.0
RaymondF_2016__P12E90__bin.6	37653.0	40835.0	33063.0	11423.0	41342.0	37298.0	41695.0	38626.0	38724.0	25418.0	43615.0	10983.0	56717.0	24384.0	44153.0	38647.0	10516.0	45758.0	43327.0	38578.0	40144.0	43259.0	0.0	40082.0	25292.0	42427.0	30216.0	44499.0	7774.0	43428.0	43403.0	44184.0	38479.0
FengQ_2015__SID31337__bin.11	68357.0	69615.0	53627.0	42959.0	69968.0	66315.0	69029.0	66041.0	65522.0	39233.0	68569.0	58099.0	92239.0	40978.0	68723.0	55719.0	54831.0	73063.0	33063.0	68977.0	66540.0	66521.0	40082.0	0.0	43700.0	71666.0	49726.0	73200.0	30506.0	71767.0	69104.0	74439.0	65551.0
BackhedF_2015__SID503_12M__bin.13	19419.0	41271.0	19184.0	28358.0	44096.0	19827.0	43166.0	21678.0	42041.0	13011.0	42886.0	33570.0	56265.0	11937.0	39416.0	39026.0	32517.0	43223.0	41237.0	27273.0	42174.0	42892.0	25292.0	43700.0	0.0	43780.0	15898.0	43518.0	21190.0	43632.0	42550.0	41920.0	18255.0
BackhedF_2015__SID345_4M__bin.10	68576.0	7552.0	53609.0	47925.0	7850.0	67187.0	6809.0	62588.0	9362.0	41871.0	66685.0	66986.0	87396.0	41058.0	64569.0	57115.0	63022.0	70873.0	70034.0	64681.0	8467.0	68156.0	42427.0	71666.0	43780.0	0.0	51592.0	70598.0	36837.0	68591.0	65613.0	65198.0	68897.0
GeversD_2014__SKBSTL006__bin.15	2527.0	47219.0	6226.0	32387.0	51907.0	4103.0	50241.0	7962.0	47467.0	2786.0	50662.0	44152.0	65153.0	12327.0	47334.0	45773.0	42267.0	52365.0	49360.0	26967.0	47621.0	52061.0	30216.0	49726.0	15898.0	51592.0	0.0	53022.0	25724.0	52734.0	51287.0	48423.0	3795.0
BackhedF_2015__SID103_12M__bin.6	71983.0	68541.0	54925.0	48461.0	67818.0	70377.0	69385.0	69748.0	61989.0	42075.0	5017.0	64080.0	94970.0	41409.0	18409.0	61155.0	62179.0	73590.0	72752.0	71147.0	65488.0	17018.0	44499.0	73200.0	43518.0	70598.0	53022.0	0.0	34218.0	5407.0	7972.0	44431.0	69712.0
VogtmannE_2016__MMRS65945127ST-27-0-0__bin.24	31478.0	36165.0	27168.0	5340.0	35795.0	30617.0	35357.0	30912.0	33114.0	21270.0	33576.0	5422.0	49685.0	19679.0	34348.0	31134.0	2826.0	35802.0	35150.0	30386.0	34912.0	32080.0	7774.0	30506.0	21190.0	36837.0	25724.0	34218.0	0.0	33829.0	34455.0	33437.0	31281.0
BackhedF_2015__SID9_12M__bin.24	71871.0	67750.0	55026.0	47502.0	66281.0	70182.0	67529.0	69189.0	61393.0	42191.0	8293.0	64571.0	94183.0	41121.0	20173.0	60466.0	60909.0	73574.0	71859.0	72100.0	64324.0	19156.0	43428.0	71767.0	43632.0	68591.0	52734.0	5407.0	33829.0	0.0	11893.0	45992.0	70365.0
BackhedF_2015__SID172_12M__bin.33	67235.0	64050.0	52827.0	47294.0	63750.0	66022.0	64474.0	65594.0	58822.0	41162.0	10085.0	61190.0	85875.0	40732.0	17903.0	57845.0	60003.0	68288.0	68946.0	65543.0	62202.0	20082.0	43403.0	69104.0	42550.0	65613.0	51287.0	7972.0	34455.0	11893.0	0.0	41877.0	66441.0
HeQ_2017__SZAXPI029495-96__bin.34	68769.0	64340.0	50762.0	47466.0	63778.0	67036.0	64161.0	64218.0	58295.0	39356.0	43645.0	63442.0	91230.0	38011.0	42406.0	59532.0	61500.0	72405.0	71221.0	64168.0	61317.0	46799.0	44184.0	74439.0	41920.0	65198.0	48423.0	44431.0	33437.0	45992.0	41877.0	0.0	64451.0
ZellerG_2014__CCIS24254057ST-4-0__bin.27	3209.0	62327.0	9864.0	43620.0	68895.0	7224.0	66163.0	10190.0	63408.0	4200.0	66176.0	58165.0	89306.0	15424.0	60429.0	59098.0	55191.0	71366.0	65880.0	37509.0	61769.0	69552.0	38479.0	65551.0	18255.0	68897.0	3795.0	69712.0	31281.0	70365.0	66441.0	64451.0	0.0
