	XieH_2016__YSZC12003_37584__bin.36	RaymondF_2016__P1E0__bin.6	FengQ_2015__SID530623__bin.65	LiJ_2014__MH0339__bin.38	HMP_2012__SRS042628__bin.32	XieH_2016__YSZC12003_36453__bin.3	LiJ_2017__H3M517925__bin.17	ZeeviD_2015__PNP_Main_750__bin.36	XieH_2016__YSZC12003_37265R1__bin.27	Bengtsson-PalmeJ_2015__TRAVELRES9__bin.81	XieH_2016__YSZC12003_35733__bin.124	LiJ_2017__H1M513729__bin.13	QinJ_2012__NOF008__bin.29	YuJ_2015__SZAXPI015264-87__bin.26	Bengtsson-PalmeJ_2015__TRAVELRES6__bin.52	ZeeviD_2015__PNP_Main_527__bin.29	ZeeviD_2015__PNP_Main_632__bin.39	LeChatelierE_2013__MH0197__bin.43	HMP_2012__SRS011134__bin.14	LiuW_2016__SRR3993016__bin.24	ZeeviD_2015__PNP_Main_701__bin.12	CosteaPI_2017__SID713B061-11-0-0__bin.34	VincentC_2016__MM037.1__bin.8	XieH_2016__YSZC12003_37314__bin.79	ZellerG_2014__CCIS20795251ST-4-0__bin.46	KarlssonFH_2013__S195__bin.33	XieH_2016__YSZC12003_36011__bin.52	RaymondF_2016__P13E90__bin.36	ZellerG_2014__CCMD72895164ST-21-0__bin.36	LiJ_2014__V1.FI28__bin.87	XieH_2016__YSZC12003_35999__bin.12	ZeeviD_2015__PNP_Validation_13__bin.40	XieH_2016__YSZC12003_35549__bin.24	KarlssonFH_2013__S488__bin.33	ZellerG_2014__CCMD87156761ST-21-0__bin.36	XieH_2016__YSZC12003_37330__bin.31	BackhedF_2015__SID105_M__bin.46	VincentC_2016__MM050.3__bin.10	Bengtsson-PalmeJ_2015__TRAVELRES63__bin.107	LiJ_2014__MH0399__bin.56	KarlssonFH_2013__S424__bin.7	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.2	LouisS_2016__AS50_6__bin.20	ZeeviD_2015__PNP_Main_58__bin.47	BritoIL_2016__WL.11.ST__bin.9	NielsenHB_2014__O2_UC44_2__bin.7	VincentC_2016__MM050.4__bin.29	RaymondF_2016__P13E0__bin.35	XieH_2016__YSZC12003_35837__bin.36
XieH_2016__YSZC12003_35733__bin.124	0.8335102464393552	0.8183629102145795	0.7295786512364757	0.5610824504432794	0.8420211501809256	0.7948077764780664	0.7849642247159037	0.8463516118339144	0.8551826604191165	0.8351614927101317	1.0	0.8564941716625931	0.7588139071744924	0.7970864241573772	0.8568282358472522	0.8729684850653203	0.8744475439322758	0.8234929606799237	0.7173806687160749	0.7900989149615903	0.7909861440693039	0.6062527742019964	0.7746231853947964	0.8510450074159156	0.8037646146636649	0.846861987671588	0.8553295867966286	0.8652411886704813	0.7431257787742422	0.7869943863813167	0.8389846717123418	0.8651633434669573	0.7534106252000905	0.7887487388819263	0.5823135697593552	0.828130678897815	0.4025019757731292	0.5793961789862286	0.7459287216322541	0.7986587941623314	0.8735355693294022	0.7242088787867696	0.7864097740581633	0.562961045950838	0.7022003384977525	0.7326764779118101	0.8202626424992537	0.8780691502551622	0.8661093431256757
LiJ_2017__H1M513729__bin.13	0.8472514839269847	0.8188361796820688	0.7212242893152423	0.5308794110509172	0.8690470089891312	0.7903309551181582	0.8265988171127069	0.8329836432039093	0.8610808422343169	0.8574690427546945	0.8031827925383539	1.0	0.7749985738444031	0.8039282609893749	0.8487646591874878	0.8822387065397211	0.8661429694396611	0.8239379491785828	0.7185436002355332	0.7902647234853503	0.7969309131553427	0.5981741340818314	0.765951912933926	0.8474269735817971	0.7900587769482977	0.8489280627779191	0.8583078156227368	0.8659558771630429	0.7316806687751208	0.8058852365339488	0.8274743316164676	0.8605577573679065	0.7416782612310961	0.7797662845214257	0.5745927721467461	0.8140723365456481	0.3937659113037576	0.5714223557383183	0.7439523751050279	0.7879572520737269	0.8841893973308168	0.718683798582353	0.7862178256880114	0.5752807109313135	0.7060495103210156	0.6961776129346028	0.8150687116932189	0.8799162484082653	0.8730015692545993
QinJ_2012__NOF008__bin.29	0.7142798313542006	0.6903724569871776	0.6208375285024726	0.47329605185229057	0.7261555531700672	0.6726074580236311	0.6981518737599574	0.7135839268263793	0.7235329555213361	0.7237272905623501	0.681055017175516	0.741750477508958	1.0	0.6822705365868104	0.7115346175486393	0.7362651396251	0.7245976339246054	0.712800108827623	0.6289982121176226	0.6710606436376558	0.6691649515828126	0.5124082923687405	0.6472476605762681	0.7143025037756522	0.6957615527554858	0.7079685695460334	0.7123341674316681	0.7190373382392135	0.6032839845716486	0.6696313556812461	0.7020344102579289	0.7264609368059463	0.6342836625307234	0.6658251650922443	0.5057837809825579	0.6927775844709645	0.35595424057567593	0.4905206143208268	0.6415962125025911	0.6632048809559064	0.7285787260505197	0.6153100846930617	0.6692186250703308	0.487567647102372	0.6044296359086736	0.6323060721371673	0.6854840053007196	0.729305168941929	0.729970997808641
YuJ_2015__SZAXPI015264-87__bin.26	0.8988280484547441	0.8857165123020182	0.7816447529290318	0.6014540263281092	0.9123371434605804	0.8721808757250226	0.8742957307035719	0.9127177608852913	0.9203340623794688	0.9097914114864014	0.8731307251439598	0.9390769293322198	0.8326904061255688	1.0	0.9129741411684051	0.9390441759039805	0.9335427293883524	0.895949699769653	0.803713222276623	0.864986980512275	0.8648977556560371	0.6505028498306139	0.8484911116795901	0.9095005836322083	0.8722915597238999	0.9103222429095886	0.9171744859829445	0.9269875260262693	0.7892700898516891	0.8549401487570356	0.8965787914775579	0.9332485132484793	0.8246771104925608	0.8649220383700764	0.640777340500687	0.8848598407392788	0.4405206213890051	0.6301799123224608	0.8108862230610112	0.8547820287586394	0.9325426203984962	0.7948856086518745	0.8629873272468428	0.6124388485024059	0.774874393426274	0.7791074916690526	0.8857712895871769	0.9393197564726139	0.9315588881227599
Bengtsson-PalmeJ_2015__TRAVELRES6__bin.52	0.8257632271660938	0.7885789508029559	0.7368458363046796	0.5175640015079338	0.8315663310121231	0.7754389885388582	0.7745704712574769	0.8371863420258612	0.8863528705904556	0.8216154703114973	0.7802712309049433	0.8242313504692576	0.7219397324121729	0.7589906796358987	1.0	0.8406059527704997	0.8799643391498952	0.7945421435100398	0.7140503092156256	0.7708832632964128	0.7879385953587376	0.5759842296040453	0.7609568149734257	0.9000134737545814	0.7859870135540338	0.8709561718011687	0.8450583948767809	0.8582100938608973	0.724037319013909	0.7726090306079574	0.8536952124041168	0.8293480909285952	0.7329647377289071	0.7601953365786147	0.5437213946791345	0.8368398740509101	0.3973372668559252	0.5596260587108293	0.7026178049798434	0.7959881074163395	0.9042025438636437	0.6826850986377424	0.7978777193393447	0.5448988224314071	0.6700507542720487	0.6709244357102382	0.8083572019096112	0.8661389524367074	0.9036753304004053
ZeeviD_2015__PNP_Main_527__bin.29	0.7793869914968494	0.751592323348289	0.668885290779486	0.48731288401360573	0.7875691039108211	0.7186876516316679	0.7710836173678182	0.7799352863739345	0.7913561334437192	0.784271483170357	0.7386225541555692	0.7960129322565759	0.6940828644983211	0.7253308743667565	0.7810244608433708	1.0	0.8073748932417095	0.7599637436195836	0.6641879259972031	0.7307309464258763	0.7463654199973654	0.5567142786105675	0.7068179617388756	0.7901129827677507	0.7371342628901639	0.7989458954654225	0.803787204010186	0.814307312081418	0.6806864983367953	0.7356703984450584	0.7768291544568915	0.7990819877499497	0.678922096763359	0.7156216494908316	0.5172257064367288	0.7661995618875302	0.36844892308256005	0.526165486473212	0.6918600238510453	0.7292936897671688	0.8183865910714737	0.6591307018087188	0.7186370532181899	0.5279002269077129	0.6567722050701356	0.6398535786600319	0.7490375396608685	0.8230098030064181	0.8158025824383376
ZeeviD_2015__PNP_Main_632__bin.39	0.8333023257575435	0.808937472158274	0.7511881108906654	0.5298091684904329	0.8720826250114208	0.793119347922516	0.7906737733189988	0.9107791328009498	0.9066695638630611	0.8386957503525633	0.8029811772180003	0.8481471434921726	0.7413471111117423	0.7825857667179357	0.8873293577360588	0.8762395337596757	1.0	0.8240388716650879	0.7316107323137285	0.7818486858705341	0.8600744087139336	0.5980400371712191	0.7796611132335126	0.9126329597748898	0.834768913082688	0.926608145193092	0.8621114407539906	0.8778808049850714	0.731294975778586	0.7944387084374217	0.872978294223549	0.8640225488984736	0.752209230600264	0.7831945566792449	0.5512541025863159	0.8741461673452828	0.4053963596632625	0.5789147537832793	0.7200072713948722	0.8261246637098221	0.9627019102086881	0.7036703028375009	0.8001611447144865	0.5597781088408516	0.689234027666332	0.6888827662734148	0.845672691604332	0.8825759673771899	0.9363473643797278
LeChatelierE_2013__MH0197__bin.43	0.8234636118532088	0.7999391018057446	0.711704603421416	0.5203573612291007	0.8465739354744771	0.784759316858027	0.782997302869151	0.8334867266040009	0.8431158231512503	0.8213867768277944	0.7857578898332973	0.8383654688546073	0.7577914517234238	0.7804383981315371	0.8325186519166452	0.8570333725055966	0.8562586176109904	1.0	0.7082873194513654	0.7863117780944572	0.7925309692896998	0.5801069506090065	0.7585480060268552	0.8333853935828651	0.794267404069357	0.8359246220056953	0.8439196006101625	0.8431236936771638	0.7077093277045956	0.7909494854889638	0.8164180154370527	0.8500497564810091	0.7255764053438903	0.7654268456752198	0.5550644128759836	0.7949668970599159	0.3950054626368918	0.5555774727839673	0.7185529447818659	0.7699499385361117	0.8635236049369841	0.7112569672600879	0.772702163066475	0.5483306860491485	0.6803744992992773	0.6901403462342731	0.7949427935743059	0.8583575884905364	0.8478292843576741
HMP_2012__SRS011134__bin.14	0.924644120751954	0.9046103194324989	0.8297095543892818	0.62829581671059	0.9399387163021156	0.8886631427704544	0.8622809371089841	0.9432498915499209	0.9577314249462765	0.9230029513466617	0.8723254204477923	0.9317341230337938	0.852180034653875	0.8921874569020639	0.9534673935120523	0.9545437448752636	0.9688071243552548	0.9026293815712598	1.0	0.8842104207361566	0.9075378446894566	0.6772155786971447	0.8754955479048447	0.946142938458028	0.9059305267539449	0.9463711224395125	0.936716557882252	0.9429239144335144	0.7969150027206552	0.890771337082906	0.9356834611748717	0.936562972510099	0.8237717558381248	0.8798768057251611	0.6388349076356378	0.9281370909300629	0.4758570063766139	0.6657825582182593	0.81287910511759	0.8950905338752911	0.9706633132815615	0.80882507817182	0.8997162745329124	0.6418100757019165	0.7893686324758463	0.8272791442348439	0.9125535041286256	0.9567083583040162	0.9693387178066254
LiuW_2016__SRR3993016__bin.24	0.8842883323017553	0.8745481798337874	0.7651217959590041	0.5590670202666538	0.9028881248113975	0.858729242704247	0.8514940627360974	0.8986970178217036	0.910398086330967	0.8886402333055065	0.8439439027130136	0.9001496705925369	0.7986324799503081	0.8434664766507267	0.9042091687830537	0.9224983865532151	0.9094592034749128	0.8802337900911239	0.7767099782597683	1.0	0.8521014456042662	0.6291528358116903	0.8303865444044785	0.8868032167613442	0.8671279766165856	0.8926766035898915	0.9026414271459944	0.9171420736260372	0.780010110198966	0.8497247779170347	0.8710778925851933	0.9106172507747848	0.7916104071172276	0.8471272937926903	0.609762839842554	0.858920323262048	0.41369766760573307	0.613632358804133	0.7808388601686795	0.8457434740758198	0.9178584880516831	0.7704368090538043	0.8363585001663006	0.6010480245464177	0.7538238138137476	0.7386821939352022	0.8651736685484706	0.9228007013262202	0.9108556884737123
ZeeviD_2015__PNP_Main_701__bin.12	0.8387008269672442	0.8132914123029785	0.7640593473649946	0.5377591538634432	0.8539412054965808	0.8022145464597483	0.7855232938149257	0.8989456878088856	0.9123838409412081	0.8424990376591738	0.7927688806103178	0.8517426765217256	0.7472466718508204	0.7913500414646182	0.8671979993644675	0.884107813174123	0.9387331202835612	0.8324633083340007	0.748020678056304	0.7995339428589143	1.0	0.6130568336532525	0.7915350175804814	0.8964082081859681	0.8321248743789995	0.9293417072055431	0.8554039635524715	0.8734711698189249	0.7191024008143083	0.8031115256137668	0.8521591311289485	0.8728061858493271	0.7584392769397303	0.7977317174619003	0.5621553334349496	0.8655037628172172	0.4137399018799877	0.5790289787303301	0.7364860221609654	0.8124368019799678	0.9458019980520671	0.7084161549252475	0.804211565140786	0.5657510004469395	0.7000570945832483	0.6952585661250862	0.8334904941394089	0.8688266158929618	0.931713845048918
CosteaPI_2017__SID713B061-11-0-0__bin.34	0.826762566574233	0.8057772404155112	0.7489924457502531	0.565396804436815	0.8351826940006162	0.7791406697037722	0.799245675425855	0.8416441084554778	0.8581418636383643	0.8646768673797263	0.8087785829041771	0.8509686275804392	0.761631921519433	0.7922299341960474	0.8437905772701263	0.8777771358774594	0.8688295039394339	0.8110639772877327	0.7429746302654167	0.7857781482459615	0.8160164674941679	1.0	0.7790718946696598	0.8474026420617105	0.7944224822835512	0.8492354967208063	0.8499074288040847	0.863683755887143	0.7339382785333861	0.7904741075751573	0.8452602997491087	0.8447004709714336	0.7367724976891589	0.7724839341520313	0.5782082177912761	0.8311304689907126	0.43021397288613056	0.5832920683128658	0.7461898631101721	0.7907285752013733	0.8726643998415423	0.7172837162727232	0.7967745884501959	0.6050573033584224	0.7183036500286104	0.7198373332893173	0.8173534541573133	0.8735976770544478	0.8695385745411329
VincentC_2016__MM037.1__bin.8	0.8963037603363052	0.8851671132258512	0.7918753175959717	0.5808576246131104	0.9123902850279485	0.8767392710306278	0.8629694645909364	0.9300878874670855	0.9337714232919111	0.9123157943363976	0.8676566036864231	0.9148900540490599	0.8077574259712662	0.867622534300365	0.93597784912459	0.9357093361666744	0.9510243913706288	0.8904542199842934	0.80645932461773	0.8707742412343512	0.8846058345267243	0.6541223957130319	1.0	0.920907631542477	0.8697307941054188	0.926253060470273	0.9210710491061117	0.929892710306278	0.7909306139418857	0.8548037834341942	0.9134966739040051	0.9284190649974592	0.8200893888298609	0.8628366517300319	0.6278837714232919	0.8943646925670994	0.4451840901741581	0.6469551208019587	0.7992978241788701	0.8774616575045041	0.9497511202476093	0.7731469718667714	0.8729720053587102	0.6103241788700513	0.7673101353536287	0.7606625629417472	0.8956737654178408	0.9334099413313623	0.949914537811244
XieH_2016__YSZC12003_37314__bin.79	0.7793133215901978	0.7557311327284454	0.7062692639541265	0.49754796613946617	0.8060004366231511	0.7366259197112659	0.749034277640583	0.8237168067688388	0.8421148899841282	0.787251057858014	0.7492544046970121	0.7955895615295971	0.7006675977057768	0.73098068192185	0.870109605119293	0.8221327997029874	0.8749864406271942	0.7689423870759547	0.6850222373714016	0.7309234942742002	0.7874171743583296	0.5592302905722532	0.723828141133668	1.0	0.7677904644590117	0.8603105470815464	0.8148640681386283	0.818230877426447	0.6892904329150314	0.7441914823991398	0.8178514419229936	0.8017975983911209	0.6982825097026106	0.7261428792528207	0.5161970395861066	0.8094838905573662	0.37899479547019366	0.5393398820754396	0.6788496023869942	0.7658556157135317	0.8920170128713055	0.6608704413842497	0.750660948507062	0.5234807488677072	0.646894415716981	0.6474268054843861	0.7795797434090102	0.8254510448773257	0.8828465650874857
ZellerG_2014__CCIS20795251ST-4-0__bin.46	0.7788639179423269	0.7697200565679972	0.7087239827375114	0.5122310038385427	0.8012647474764686	0.7627780631059335	0.7379558117288534	0.8451989007698992	0.836235161245567	0.7972042167985531	0.7589945306243656	0.7955714365691169	0.7320205533635321	0.7519649103163573	0.8150294645269489	0.8226826958885971	0.8584290940601169	0.7860454247833061	0.703518948088396	0.7665859363780417	0.7840081006150917	0.5623224035070211	0.733224935679461	0.8235229399780446	1.0	0.8443820238393702	0.7927493653138866	0.8005612986298569	0.6724562048326206	0.7425352880610856	0.8278974668539285	0.8097377766635104	0.7166337660314531	0.7657714935265667	0.5519176891827092	0.8066508776072029	0.390149282068383	0.5516509141183887	0.6908685524288458	0.7672153892214111	0.8715560823984442	0.685828548339593	0.7705208685767696	0.5345549164745773	0.6619677581888505	0.6877344322388903	0.7932220634661773	0.8152090995611355	0.8404315135346966
KarlssonFH_2013__S195__bin.33	0.8138794658666393	0.7792149143712989	0.7210183083301579	0.5094925120428777	0.8235369742684582	0.7587284466254184	0.7622316604574506	0.8551953895700951	0.8739743422539663	0.7969463374289251	0.7624168462442791	0.8150058967053174	0.7101447930073105	0.7481714644018616	0.8610419694113923	0.8501062613681563	0.9084569568359314	0.7887113714747983	0.7006682932693089	0.7523880380192454	0.8347906077853219	0.5731022053817124	0.7444784235352105	0.8797480545049575	0.8050244292077436	1.0	0.8142438038181689	0.8302078397172923	0.6898017398181466	0.7641034756912326	0.852821391325415	0.8306914577370297	0.7415980651566212	0.7488138130960232	0.5325576570609856	0.8596551645716848	0.39643357237306537	0.5577447805687663	0.6914150375500152	0.8016223945775374	0.9517064243687787	0.6743445281777115	0.7742251088720701	0.5339226480360793	0.6616915584521067	0.6583637837865435	0.7988009800458834	0.8344991374240982	0.894641354538885
