	XieH_2016__YSZC12003_37584__bin.36	RaymondF_2016__P1E0__bin.6	FengQ_2015__SID530623__bin.65	LiJ_2014__MH0339__bin.38	HMP_2012__SRS042628__bin.32	XieH_2016__YSZC12003_36453__bin.3	LiJ_2017__H3M517925__bin.17	ZeeviD_2015__PNP_Main_750__bin.36	XieH_2016__YSZC12003_37265R1__bin.27	Bengtsson-PalmeJ_2015__TRAVELRES9__bin.81	XieH_2016__YSZC12003_35733__bin.124	LiJ_2017__H1M513729__bin.13	QinJ_2012__NOF008__bin.29	YuJ_2015__SZAXPI015264-87__bin.26	Bengtsson-PalmeJ_2015__TRAVELRES6__bin.52	ZeeviD_2015__PNP_Main_527__bin.29	ZeeviD_2015__PNP_Main_632__bin.39	LeChatelierE_2013__MH0197__bin.43	HMP_2012__SRS011134__bin.14	LiuW_2016__SRR3993016__bin.24	ZeeviD_2015__PNP_Main_701__bin.12	CosteaPI_2017__SID713B061-11-0-0__bin.34	VincentC_2016__MM037.1__bin.8	XieH_2016__YSZC12003_37314__bin.79	ZellerG_2014__CCIS20795251ST-4-0__bin.46	KarlssonFH_2013__S195__bin.33	XieH_2016__YSZC12003_36011__bin.52	RaymondF_2016__P13E90__bin.36	ZellerG_2014__CCMD72895164ST-21-0__bin.36	LiJ_2014__V1.FI28__bin.87	XieH_2016__YSZC12003_35999__bin.12	ZeeviD_2015__PNP_Validation_13__bin.40	XieH_2016__YSZC12003_35549__bin.24	KarlssonFH_2013__S488__bin.33	ZellerG_2014__CCMD87156761ST-21-0__bin.36	XieH_2016__YSZC12003_37330__bin.31	BackhedF_2015__SID105_M__bin.46	VincentC_2016__MM050.3__bin.10	Bengtsson-PalmeJ_2015__TRAVELRES63__bin.107	LiJ_2014__MH0399__bin.56	KarlssonFH_2013__S424__bin.7	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.2	LouisS_2016__AS50_6__bin.20	ZeeviD_2015__PNP_Main_58__bin.47	BritoIL_2016__WL.11.ST__bin.9	NielsenHB_2014__O2_UC44_2__bin.7	VincentC_2016__MM050.4__bin.29	RaymondF_2016__P13E0__bin.35	XieH_2016__YSZC12003_35837__bin.36
XieH_2016__YSZC12003_35733__bin.124	0.9900482372886178	0.9892573910950935	0.989046055746263	0.9889420576685245	0.9901286224031229	0.9884019598813278	0.9890472550163139	0.989722898347331	0.9898139541052231	0.9890382851379196	1.0	0.9885649417171969	0.9874061336755651	0.9888102417236148	0.9894893593978448	0.989348257701652	0.9894305353061271	0.9878556475402036	0.9907979450061335	0.9903522920646852	0.9903474714742038	0.9876034990480256	0.9894094995717346	0.9895887599557066	0.9894926560194984	0.9900602545324826	0.9897584446722757	0.98962909382971	0.9898638617639142	0.9899893224680165	0.9896590795972516	0.9898343342084783	0.9888820918746485	0.9895697505772978	0.9873736322984292	0.9898005682398261	0.9861812713896346	0.9896884192468605	0.9890083232371262	0.989459693931562	0.989433664731315	0.9886423658617494	0.9892955194449324	0.9882866514896493	0.9891123280309465	0.9970271747887535	0.9889975626955406	0.9893302850110848	0.9896305608282694
LiJ_2017__H1M513729__bin.13	0.988642756961618	0.988325979875555	0.9884184144395117	0.9884575771566573	0.9884808930909835	0.9867206835339901	0.9897603136708117	0.9891243597742343	0.9876332289809246	0.9882114685175903	0.9885649417171969	1.0	0.9888483628109087	0.9946720355229703	0.9883400506246056	0.9885714849343172	0.988671115167042	0.9866204232318693	0.9900424273332679	0.989112115600727	0.9888774303133246	0.9863358123431087	0.9892525104615715	0.9880478133106205	0.9886478994759016	0.9878200871751007	0.9882584735452358	0.9881824089395654	0.9885859079736765	0.9873447184475804	0.9887855370527141	0.9886644397779403	0.9870867445377275	0.9896406883061729	0.986337064509181	0.9887143411126624	0.9858024024436958	0.9885776988898346	0.986610902587883	0.9881985756076491	0.9873413292041746	0.9869762867652006	0.9885653850174323	0.9873299007451467	0.9884399594101044	0.9883836721428958	0.988477835878261	0.9879364102620454	0.987669744523486
QinJ_2012__NOF008__bin.29	0.9872864969071323	0.9868569559610842	0.986811391571096	0.9874014439409715	0.9870483802829018	0.9860489113610567	0.9870836003676956	0.9873032773119597	0.9872527596211832	0.9866315545181318	0.9874061336755651	0.9888483628109087	1.0	0.9890799398318384	0.987294671539492	0.9871979376934041	0.9871974161117539	0.9849764526797856	0.9880623892434977	0.9877577643905738	0.9873130458232207	0.9858193557125765	0.9880915786057325	0.9870154855476427	0.9862531597249701	0.9868940893669779	0.9880273438007467	0.9872940389126091	0.9872567449515925	0.9862522439604814	0.9874193276247522	0.9874665533786103	0.9865168686862792	0.9885357250075053	0.9853756444925844	0.9870241417219127	0.9852748104105843	0.9874344532369418	0.9856681099761435	0.9868076345347091	0.9866399172877705	0.9870057406351846	0.9871771647609183	0.9867680706512714	0.9867924976058388	0.9867900918371081	0.9873525038154439	0.9873289066138133	0.9869233816654782
YuJ_2015__SZAXPI015264-87__bin.26	0.9891490031420205	0.9888895477205593	0.9887807753828726	0.9880842281976867	0.9889166258658693	0.9867636927762641	0.9899283623851819	0.9894490136717965	0.9889626159851853	0.9884523591537275	0.9888102417236148	0.9946720355229703	0.9890799398318384	1.0	0.9888470409803668	0.988972653238445	0.9888786322139174	0.9864958898341941	0.9893712923010551	0.9890894253211249	0.9889531440674812	0.9860831745397881	0.9891002679509142	0.9888379746049486	0.988952908730724	0.9886805562017488	0.988873489276472	0.9886872866301638	0.9884627355301239	0.988918275169195	0.9889158186724176	0.9889162732973376	0.9871502878773768	0.9897284556773591	0.9863178851019615	0.988834117463859	0.9848886712465564	0.9885288195374787	0.9877667535097634	0.988434609230379	0.9887225808170633	0.9868711676490793	0.9883855609010433	0.9876156166235289	0.9879197144924801	0.9880447853040882	0.9885281123089772	0.9885718854795792	0.988645808011707
Bengtsson-PalmeJ_2015__TRAVELRES6__bin.52	0.9897704912813522	0.9900823110435869	0.9969850866277888	0.9887722391845043	0.9895979883610382	0.9892676618614222	0.9889089373999552	0.9918385566234481	0.9917764438495734	0.9894748630932246	0.9894893593978448	0.9883400506246056	0.987294671539492	0.9888470409803668	1.0	0.9898276895272785	0.9915588222897882	0.9876668313216279	0.9922549680303753	0.9905994581107688	0.9919683596268266	0.9879287789809151	0.9916570474597582	0.9976172206924144	0.9914879002272721	0.9913114254835745	0.9902151685165422	0.9899849292550238	0.9898194064767794	0.9895212337053513	0.9920079321259901	0.9908415587973737	0.9902175416841739	0.9900454958941298	0.9872289133740242	0.9913241048512643	0.9884339313881291	0.9908618914953429	0.9890139333686573	0.9912757710373529	0.9916257011898161	0.9883348863437093	0.9910363611650965	0.9891390411236259	0.9890678106824788	0.9897286010773109	0.9909138690540145	0.9898755185822365	0.991272224008761
ZeeviD_2015__PNP_Main_527__bin.29	0.9899697390800165	0.9893805946588419	0.9888298430804565	0.989225694708623	0.9893904963083291	0.9877224095613352	0.9878535341678749	0.9896809373339672	0.989669463624573	0.9893586786585695	0.989348257701652	0.9885714849343172	0.9871979376934041	0.988972653238445	0.9898276895272785	1.0	0.989831746496542	0.9874140773154929	0.9909935824185062	0.9899644589511033	0.9897462960722674	0.9877560326631157	0.9897582361159796	0.9893578552962019	0.9888876791054756	0.9889617625364907	0.9892909006844186	0.9897902884538126	0.9899968984617908	0.9897288579780265	0.9896250776982125	0.9899838696030722	0.9887996628269977	0.9903980660816393	0.9870303903279889	0.9893655781755248	0.9866768005379476	0.9891383914174888	0.9879789323965471	0.9895499329824857	0.9890678082637158	0.9877387171447517	0.9900128678255803	0.9890096542515393	0.9898139790966407	0.9890749496899592	0.989218589402026	0.9897206965652445	0.9885690790353092
ZeeviD_2015__PNP_Main_632__bin.39	0.9905826251507592	0.9904839040981654	0.9905230652886312	0.9893268356145044	0.9892594410088938	0.9912043572334552	0.9884355790203502	0.9969546519134391	0.993850891560679	0.9896824993649987	0.9894305353061271	0.988671115167042	0.9871974161117539	0.9888786322139174	0.9915588222897882	0.989831746496542	1.0	0.9880754115180828	0.9970138050852667	0.9908305264031069	0.9966738404125913	0.9876148982183058	0.9923998722483919	0.9916232414201638	0.9969609069075711	0.9942115763364336	0.9902235610859952	0.9898200195855964	0.9899707271853949	0.9903215541765336	0.994031131173037	0.9909481412486645	0.9928972275524133	0.9899934115485278	0.9871125034565319	0.9941923657011646	0.9898219661495129	0.9961877254900678	0.9888003029717266	0.9936146742727473	0.9943041868136245	0.9888181299548446	0.9953592663807129	0.9891362810663799	0.989410884734077	0.9895003185157646	0.9967425889560386	0.9897819176953585	0.992871327975538
LeChatelierE_2013__MH0197__bin.43	0.9882707494534115	0.9875968286745087	0.9874476871770946	0.9879470805938544	0.9875066894208662	0.9853385301422019	0.9858056134231629	0.988391143510726	0.9879782096663245	0.9873367916358745	0.9878556475402036	0.9866204232318693	0.9849764526797856	0.9864958898341941	0.9876668313216279	0.9874140773154929	0.9880754115180828	1.0	0.9893900733256568	0.9877759941544979	0.9889748668176573	0.9864131264309336	0.9880406185779607	0.9876200426162355	0.9877727110295808	0.9879777703501099	0.9873467377397478	0.9876545154659866	0.9881448777127733	0.9907756719542365	0.9876182218802588	0.9877348505584563	0.9865141268792055	0.9882644178769528	0.9861032213124706	0.9882030011960975	0.9858058522528447	0.9888404280374063	0.9871736857922693	0.9881985545912683	0.9876676058327798	0.9861534045915562	0.9879853096489938	0.9874361039990958	0.9874740986773516	0.9884781541097672	0.9873573673918963	0.9871658655003336	0.9875164848426478
HMP_2012__SRS011134__bin.14	0.991749808135073	0.9911526931376721	0.9912342205392141	0.9897501646279409	0.9915172396314778	0.9912676292802125	0.9900997009118047	0.9970086583423939	0.9940547606096963	0.9906844573879805	0.9907979450061335	0.9900424273332679	0.9880623892434977	0.9893712923010551	0.9922549680303753	0.9909935824185062	0.9970138050852667	0.9893900733256568	1.0	0.9914561969690094	0.9965925449054643	0.9875376863955005	0.9927423431577108	0.9922804813650913	0.9959900189877272	0.9943735489234296	0.9911393912949205	0.9912775004720256	0.9914225615579095	0.9913551523545316	0.9940506737879923	0.9917316428482024	0.9925240699985693	0.9911668921609909	0.9884502763298374	0.994278547152174	0.9897574592702568	0.9953157027999386	0.9897432575414048	0.9935588562400025	0.9943251317806828	0.9889090487746087	0.9952913503122494	0.9896915272050306	0.9896950772075057	0.9903544725649192	0.9961297209813225	0.9911070049045143	0.9931953387876683
LiuW_2016__SRR3993016__bin.24	0.9910620933246236	0.9898153156244707	0.9899356005101292	0.9890776639261508	0.9904137142801381	0.9883759703791485	0.9894153991811436	0.9903212148358204	0.9904758563624134	0.9897903033908387	0.9903522920646852	0.989112115600727	0.9877577643905738	0.9890894253211249	0.9905994581107688	0.9899644589511033	0.9908305264031069	0.9877759941544979	0.9914561969690094	1.0	0.9903845532458837	0.9878305590905828	0.9903161331908019	0.9906099263299603	0.9891731345899585	0.9899876009351732	0.9901024044861291	0.9901213975943834	0.99041009143029	0.9904898612524221	0.9904707538623664	0.9905198739772748	0.9893736239656917	0.990304041997617	0.9878382259180256	0.9902877889252969	0.9872562460899543	0.9897716065613197	0.9894259073028517	0.9897607854882606	0.9900529151318078	0.9881931579067746	0.990360919057398	0.9893293241569369	0.9891024774733643	0.9900151926514681	0.9898169806096827	0.9900244361631345	0.9902176587552287
ZeeviD_2015__PNP_Main_701__bin.12	0.9909290793730198	0.9905167112231518	0.9908760715983578	0.9892416295227289	0.9903872741959394	0.9911560910321694	0.9889810496681554	0.9965542135157598	0.9929754775984334	0.9897176430183495	0.9903474714742038	0.9888774303133246	0.9873130458232207	0.9889531440674812	0.9919683596268266	0.9897462960722674	0.9966738404125913	0.9889748668176573	0.9965925449054643	0.9903845532458837	1.0	0.9868411404625871	0.9925015911353363	0.9917320644765245	0.9961073765493809	0.9934555890748201	0.9902835093891041	0.9905247136503159	0.9906117521950939	0.9902890634549935	0.9935995382160199	0.9911450045464878	0.9921716607442611	0.9904567470552192	0.9874235629653663	0.9933651048933098	0.989407377620369	0.9954963396047273	0.9889854242786505	0.992656345993139	0.9930368409350279	0.988891790135793	0.9951408935281945	0.9895227709859664	0.9896455774681152	0.9900698056544587	0.9961410306082914	0.9906328463515618	0.9919533058825161
CosteaPI_2017__SID713B061-11-0-0__bin.34	0.9881243729858601	0.9876136574107662	0.9871952266522932	0.9865319865319865	0.9875474423342493	0.9862633652371869	0.9864307865996166	0.9874567318535273	0.9876393706441665	0.9873120308227296	0.9876034990480256	0.9863358123431087	0.9858193557125765	0.9860831745397881	0.9879287789809151	0.9877560326631157	0.9876148982183058	0.9864131264309336	0.9875376863955005	0.9878305590905828	0.9868411404625871	1.0	0.9870010407995177	0.98756307131431	0.9879067061552087	0.9869776692943484	0.9876814543700775	0.9875801275670683	0.9876606837975258	0.9877010028172151	0.9869741957426311	0.9882291924494874	0.9867737536160048	0.9877448798259265	0.9853305008540258	0.9871755937431991	0.9837851577362207	0.9871208655419778	0.987006116286872	0.9868525882553499	0.9870183502145219	0.9856588381712502	0.9875315380014035	0.9865872968060716	0.9871268880005745	0.9874017704018994	0.9871108885981261	0.9876848589816765	0.9868664890221882
VincentC_2016__MM037.1__bin.8	0.9907562445922936	0.9899882379572795	0.9914929798488775	0.9889592069239074	0.9907831505638145	0.9899525917768666	0.9894550257752653	0.9925472887689678	0.9926694486564572	0.9896715766447751	0.9894094995717346	0.9892525104615715	0.9880915786057325	0.9891002679509142	0.9916570474597582	0.9897582361159796	0.9923998722483919	0.9880406185779607	0.9927423431577108	0.9903161331908019	0.9925015911353363	0.9870010407995177	1.0	0.9913480826014193	0.9921356557880445	0.9927414890327472	0.9902349358086208	0.9903126709642804	0.9898021613460446	0.9903871811067239	0.9927077663931447	0.9903203074513668	0.9912561487905207	0.9904733286664802	0.9876929472181757	0.9928139073168369	0.993574178418371	0.9911672115754513	0.988787682633623	0.9919028819659466	0.9926134266732574	0.9883180658821947	0.991488829709124	0.9890683911498815	0.9888365190469274	0.9896074122152761	0.991698751589203	0.9902563778966397	0.9929192522419126
XieH_2016__YSZC12003_37314__bin.79	0.9902087313050366	0.9897584623459986	0.9964526792553711	0.9889685961209012	0.9900970752416182	0.9894891397841512	0.9886652766391145	0.9920121132442876	0.9918152816979976	0.9896542519611953	0.9895887599557066	0.9880478133106205	0.9870154855476427	0.9888379746049486	0.9976172206924144	0.9893578552962019	0.9916232414201638	0.9876200426162355	0.9922804813650913	0.9906099263299603	0.9917320644765245	0.98756307131431	0.9913480826014193	1.0	0.9915768727847099	0.991318908635668	0.9902387699903307	0.9899083973361231	0.9898972473077214	0.9893532610783841	0.991992008657288	0.9906831225775921	0.9901001425407879	0.990273087354076	0.9878662438023323	0.9918559652461377	0.9884602810201801	0.9906825895197646	0.9887363098393986	0.9907899126994427	0.9914748312901931	0.988243761666614	0.9911688113810235	0.9889229051189947	0.988919409100636	0.989618341374229	0.9907133504538529	0.9898696537185475	0.9909441524364163
ZellerG_2014__CCIS20795251ST-4-0__bin.46	0.990544497676439	0.9894543909047442	0.9913005311037781	0.9888386980888741	0.9896672397975612	0.9907305765882599	0.9879687284572753	0.9967486052697362	0.9935404435414623	0.9891749394994714	0.9894926560194984	0.9886478994759016	0.9862531597249701	0.988952908730724	0.9914879002272721	0.9888876791054756	0.9969609069075711	0.9877727110295808	0.9959900189877272	0.9891731345899585	0.9961073765493809	0.9879067061552087	0.9921356557880445	0.9915768727847099	1.0	0.9937290285384837	0.9899425093248868	0.9898922763053479	0.989764981148685	0.9898996256449594	0.9938311386667827	0.9901414928441955	0.9922354974308532	0.9895926373519489	0.9874723258624187	0.9934284614186895	0.9888524401975965	0.9952964307586954	0.9883156068598422	0.9933133966206574	0.993712297242951	0.9877342854404975	0.9957732516962275	0.9887966457328534	0.988720325402948	0.9889949883911886	0.9960341448954805	0.9897323140094137	0.992899613933161
KarlssonFH_2013__S195__bin.33	0.9905302241872194	0.9900094764937093	0.9910093395498297	0.98913139524609	0.9897294107767922	0.9918850026701315	0.9879619971759102	0.9943226900278845	0.9970468264669349	0.9892976218555176	0.9900602545324826	0.9878200871751007	0.9868940893669779	0.9886805562017488	0.9913114254835745	0.9889617625364907	0.9942115763364336	0.9879777703501099	0.9943735489234296	0.9899876009351732	0.9934555890748201	0.9869776692943484	0.9927414890327472	0.991318908635668	0.9937290285384837	1.0	0.9901616768241939	0.9897755987387911	0.9899545296122704	0.9891085151719095	0.9979368516606685	0.9906643304678394	0.9967055566194906	0.9900340215533886	0.9872560340582773	0.9979554121110653	0.9901364275486945	0.9933960937428488	0.9882890587346062	0.9983226897178622	0.9979917485150253	0.9889609880118766	0.9929142637908089	0.989094964646649	0.9892956043308578	0.9896870369247645	0.9935180649948201	0.9900745603741034	0.9925507940493508
