	ZeeviD_2015__PNP_Main_74__bin.26	VogtmannE_2016__MMRS51307502ST-27-0-0__bin.2	CosteaPI_2017__SID713A028-11-0-0__bin.27	LeChatelierE_2013__MH0012__bin.43	Obregon-TitoAJ_2015__SM33__bin.2	CM_madagascar__A32_01_1FE__bin.33	LeChatelierE_2013__MH0126__bin.25	CM_madagascar__A81_01_1FE__bin.49	CosteaPI_2017__SID713B046-11-0-0__bin.58	SmitsSA_2017__TZ_12739__bin.4	XieH_2016__YSZC12003_37331__bin.27	Obregon-TitoAJ_2015__SM44__bin.22	Obregon-TitoAJ_2015__SM43__bin.46	Obregon-TitoAJ_2015__SM32__bin.23	VatanenT_2016__G78741__bin.11	CM_madagascar__A94_02_1FE__bin.50	BritoIL_2016__W1.51.ST__bin.59	Obregon-TitoAJ_2015__SM31__bin.9	Obregon-TitoAJ_2015__SM39__bin.44	RampelliS_2015__H16__bin.32	Obregon-TitoAJ_2015__SM25__bin.5	CM_madagascar__A89_02_1FE__bin.31	ZeeviD_2015__PNP_Main_301__bin.19	RampelliS_2015__H8__bin.8	NielsenHB_2014__MH0126__bin.53	CM_madagascar__A53_01_1FE__bin.21	ZellerG_2014__CCIS31434951ST-20-0__bin.24	Obregon-TitoAJ_2015__SM02__bin.18	CM_madagascar__V07_01_2FE__bin.26	RampelliS_2015__H2__bin.18	BritoIL_2016__W3.18.ST__bin.41	Obregon-TitoAJ_2015__SM01__bin.23	ZellerG_2014__CCIS59132091ST-4-0__bin.40	LiuW_2016__SRR3992967__bin.11	BritoIL_2016__W2.61.ST__bin.113	Obregon-TitoAJ_2015__SM40__bin.28	VogtmannE_2016__MMRS65742083ST-27-0-0__bin.7	RampelliS_2015__H17__bin.74	CM_madagascar__A72_01_1FE__bin.2	Obregon-TitoAJ_2015__SM18__bin.25	Obregon-TitoAJ_2015__SM34__bin.32	NielsenHB_2014__MH0012__bin.23	BritoIL_2016__W2.6.ST__bin.33	SmitsSA_2017__TZ_65642__bin.12	BritoIL_2016__WL.43.ST__bin.16
XieH_2016__YSZC12003_37331__bin.27	1565982.0	1153954.0	1648711.0	1576789.0	1536638.0	1575496.0	1632212.0	1090349.0	1647443.0	1459234.0	1699586.0	1282870.0	1502164.0	1529070.0	1469249.0	1516617.0	1583458.0	1542601.0	786433.0	1311976.0	1545535.0	1469462.0	1573481.0	1310327.0	1542558.0	1596499.0	1584150.0	1392748.0	1565979.0	1320466.0	948383.0	787472.0	1635325.0	1196589.0	1550992.0	1423424.0	1616547.0	1463453.0	1252399.0	1148668.0	1252169.0	1172725.0	1311841.0	1485446.0	1571958.0
Obregon-TitoAJ_2015__SM44__bin.22	1305295.0	1054658.0	1311752.0	1327941.0	1386247.0	1321075.0	1311946.0	953874.0	1306296.0	1217923.0	1282870.0	1427281.0	1263299.0	1331954.0	1229030.0	1305672.0	1325042.0	1404264.0	486739.0	1280109.0	1293268.0	1257800.0	1266746.0	1140966.0	1283541.0	1292435.0	1252533.0	1143531.0	1317980.0	1262861.0	955641.0	523275.0	1299689.0	1036289.0	1289005.0	1244078.0	1300943.0	1265293.0	1102430.0	911705.0	1044453.0	1183211.0	1262512.0	1245898.0	1312499.0
Obregon-TitoAJ_2015__SM43__bin.46	1524838.0	1122092.0	1530306.0	1543986.0	1511103.0	1534643.0	1534979.0	1117726.0	1541467.0	1381768.0	1502164.0	1263299.0	1730768.0	1517536.0	1422003.0	1491355.0	1544479.0	1521288.0	722254.0	1273452.0	1723434.0	1435432.0	1482896.0	1274666.0	1447999.0	1522797.0	1456309.0	1449762.0	1541228.0	1289498.0	924565.0	751056.0	1527634.0	1159335.0	1518823.0	1404513.0	1499563.0	1392829.0	1218721.0	1120521.0	1291327.0	1135996.0	1280974.0	1444781.0	1528531.0
Obregon-TitoAJ_2015__SM32__bin.23	1553638.0	1159781.0	1559926.0	1580113.0	1586959.0	1569508.0	1562451.0	1092031.0	1554504.0	1425224.0	1529070.0	1331954.0	1517536.0	1705082.0	1469418.0	1536614.0	1589644.0	1595255.0	746904.0	1319967.0	1572050.0	1474334.0	1501930.0	1316387.0	1478441.0	1555667.0	1491552.0	1404886.0	1566973.0	1353237.0	954680.0	779191.0	1554101.0	1203104.0	1557040.0	1516798.0	1532627.0	1447164.0	1254054.0	1211661.0	1257972.0	1179294.0	1322784.0	1495152.0	1561777.0
VatanenT_2016__G78741__bin.11	1504160.0	1080521.0	1486341.0	1506808.0	1476493.0	1497737.0	1490680.0	1015699.0	1481633.0	1363821.0	1469249.0	1229030.0	1422003.0	1469418.0	1808992.0	1457542.0	1506557.0	1482338.0	732612.0	1249067.0	1465647.0	1399245.0	1421447.0	1257294.0	1402997.0	1469835.0	1424623.0	1321639.0	1490460.0	1258592.0	886983.0	787138.0	1480144.0	1152309.0	1485064.0	1368121.0	1453224.0	1365006.0	1205223.0	1105995.0	1188428.0	1116992.0	1257051.0	1474750.0	1516118.0
CM_madagascar__A94_02_1FE__bin.50	1568337.0	1182911.0	1548245.0	1582284.0	1535867.0	1594853.0	1551125.0	1099448.0	1554322.0	1395266.0	1516617.0	1305672.0	1491355.0	1536614.0	1457542.0	1703410.0	1592284.0	1552376.0	713067.0	1349763.0	1556874.0	1505447.0	1479249.0	1314537.0	1458069.0	1554764.0	1472415.0	1384575.0	1587171.0	1352714.0	973595.0	772781.0	1541518.0	1203093.0	1563506.0	1433659.0	1538599.0	1431540.0	1261287.0	1143267.0	1241754.0	1201917.0	1357486.0	1478478.0	1578492.0
BritoIL_2016__W1.51.ST__bin.59	1648757.0	1205117.0	1617792.0	1674541.0	1586180.0	1666334.0	1620698.0	1120258.0	1620534.0	1459621.0	1583458.0	1325042.0	1544479.0	1589644.0	1506557.0	1592284.0	1847989.0	1590887.0	766047.0	1406043.0	1595232.0	1543300.0	1550032.0	1368727.0	1527393.0	1607724.0	1540496.0	1438728.0	1668999.0	1388474.0	1013984.0	842140.0	1611460.0	1247384.0	1665959.0	1464211.0	1580996.0	1478609.0	1310103.0	1183760.0	1270190.0	1238333.0	1403838.0	1579826.0	1669331.0
Obregon-TitoAJ_2015__SM31__bin.9	1573462.0	1163915.0	1577052.0	1591204.0	1661785.0	1581848.0	1575969.0	1096585.0	1568284.0	1432787.0	1542601.0	1404264.0	1521288.0	1595255.0	1482338.0	1552376.0	1590887.0	1710347.0	746385.0	1338177.0	1564046.0	1483121.0	1514757.0	1322083.0	1484568.0	1552570.0	1500703.0	1414526.0	1572318.0	1343088.0	955103.0	783167.0	1562718.0	1210545.0	1555697.0	1480008.0	1543092.0	1452689.0	1260320.0	1188322.0	1256620.0	1192324.0	1327876.0	1497449.0	1576468.0
Obregon-TitoAJ_2015__SM39__bin.44	770914.0	462382.0	800331.0	779745.0	752808.0	768414.0	820260.0	464764.0	820298.0	722715.0	786433.0	486739.0	722254.0	746904.0	732612.0	713067.0	766047.0	746385.0	1033207.0	496160.0	782138.0	686842.0	780647.0	598965.0	732237.0	803636.0	749645.0	757850.0	765397.0	507827.0	174495.0	756904.0	821703.0	551214.0	775289.0	676691.0	763097.0	646507.0	562226.0	796492.0	594359.0	389598.0	529702.0	730837.0	756021.0
RampelliS_2015__H16__bin.32	1375600.0	1087127.0	1345721.0	1441132.0	1321462.0	1395167.0	1359741.0	965545.0	1346802.0	1232126.0	1311976.0	1280109.0	1273452.0	1319967.0	1249067.0	1349763.0	1406043.0	1338177.0	496160.0	1520625.0	1314651.0	1304303.0	1285559.0	1187416.0	1335031.0	1326719.0	1281866.0	1173026.0	1400733.0	1300869.0	995542.0	595764.0	1332608.0	1085559.0	1387022.0	1224941.0	1327459.0	1288127.0	1135387.0	901018.0	1055181.0	1208786.0	1366626.0	1308862.0	1390998.0
Obregon-TitoAJ_2015__SM25__bin.5	1574948.0	1159776.0	1577381.0	1602626.0	1555226.0	1591375.0	1584221.0	1156519.0	1618482.0	1420175.0	1545535.0	1293268.0	1723434.0	1572050.0	1465647.0	1556874.0	1595232.0	1564046.0	782138.0	1314651.0	1916580.0	1479162.0	1519094.0	1311843.0	1494296.0	1599519.0	1503286.0	1517775.0	1585306.0	1337438.0	953119.0	811946.0	1572486.0	1192843.0	1570585.0	1453849.0	1558367.0	1441335.0	1252589.0	1207619.0	1340582.0	1175123.0	1327023.0	1488401.0	1571148.0
CM_madagascar__A89_02_1FE__bin.31	1523386.0	1164547.0	1493309.0	1537592.0	1479782.0	1585197.0	1491574.0	1083144.0	1497477.0	1368367.0	1469462.0	1257800.0	1435432.0	1474334.0	1399245.0	1505447.0	1543300.0	1483121.0	686842.0	1304303.0	1479162.0	1607138.0	1439544.0	1288959.0	1418987.0	1499509.0	1438144.0	1328843.0	1581279.0	1304905.0	957010.0	741296.0	1494167.0	1191598.0	1511032.0	1390695.0	1477244.0	1396974.0	1273535.0	1083749.0	1206141.0	1178144.0	1304742.0	1450599.0	1532617.0
ZeeviD_2015__PNP_Main_301__bin.19	1530525.0	1129547.0	1626444.0	1555228.0	1516957.0	1542814.0	1618084.0	1068980.0	1624074.0	1426188.0	1573481.0	1266746.0	1482896.0	1501930.0	1421447.0	1479249.0	1550032.0	1514757.0	780647.0	1285559.0	1519094.0	1439544.0	1765547.0	1293263.0	1527364.0	1562979.0	1535190.0	1365243.0	1538680.0	1306528.0	942784.0	760020.0	1600299.0	1178328.0	1531499.0	1402094.0	1568813.0	1437366.0	1220985.0	1109421.0	1223118.0	1151999.0	1290950.0	1458202.0	1534947.0
RampelliS_2015__H8__bin.8	1347864.0	1044784.0	1336266.0	1370218.0	1324125.0	1364646.0	1363041.0	966090.0	1337074.0	1228844.0	1310327.0	1140966.0	1274666.0	1316387.0	1257294.0	1314537.0	1368727.0	1322083.0	598965.0	1187416.0	1311843.0	1288959.0	1293263.0	1489821.0	1298740.0	1347791.0	1281440.0	1174773.0	1357354.0	1203685.0	871411.0	634007.0	1341976.0	1073340.0	1345372.0	1247103.0	1306539.0	1261839.0	1115449.0	958630.0	1077638.0	1057375.0	1173876.0	1365413.0	1357024.0
NielsenHB_2014__MH0126__bin.53	1509661.0	1137683.0	1579141.0	1525245.0	1474325.0	1519924.0	1717246.0	1052539.0	1606429.0	1407921.0	1542558.0	1283541.0	1447999.0	1478441.0	1402997.0	1458069.0	1527393.0	1484568.0	732237.0	1335031.0	1494296.0	1418987.0	1527364.0	1298740.0	1722840.0	1565389.0	1500748.0	1342441.0	1521077.0	1340308.0	968770.0	714868.0	1576109.0	1164327.0	1497751.0	1368681.0	1538626.0	1425549.0	1210974.0	1064941.0	1197524.0	1187410.0	1332643.0	1463187.0	1510392.0
CM_madagascar__A53_01_1FE__bin.21	1583118.0	1177659.0	1636215.0	1616858.0	1547446.0	1606660.0	1664051.0	1109838.0	1635859.0	1476791.0	1596499.0	1292435.0	1522797.0	1555667.0	1469835.0	1554764.0	1607724.0	1552570.0	803636.0	1326719.0	1599519.0	1499509.0	1562979.0	1347791.0	1565389.0	1878793.0	1555798.0	1404112.0	1596917.0	1346098.0	954403.0	816446.0	1643880.0	1208917.0	1559528.0	1448580.0	1616034.0	1493723.0	1270919.0	1182310.0	1259230.0	1183126.0	1319425.0	1523891.0	1571844.0
ZellerG_2014__CCIS31434951ST-20-0__bin.24	1524013.0	1122723.0	1606019.0	1537529.0	1501091.0	1538362.0	1590512.0	1065904.0	1598874.0	1427145.0	1584150.0	1252533.0	1456309.0	1491552.0	1424623.0	1472415.0	1540496.0	1500703.0	749645.0	1281866.0	1503286.0	1438144.0	1535190.0	1281440.0	1500748.0	1555798.0	1691501.0	1346994.0	1529654.0	1285296.0	952836.0	739850.0	1590753.0	1163330.0	1504069.0	1393480.0	1577592.0	1425467.0	1230607.0	1096038.0	1227575.0	1152442.0	1280961.0	1446845.0	1521961.0
Obregon-TitoAJ_2015__SM02__bin.18	1434431.0	1029191.0	1421017.0	1436475.0	1403897.0	1426240.0	1429343.0	998276.0	1415141.0	1291555.0	1392748.0	1143531.0	1449762.0	1404886.0	1321639.0	1384575.0	1438728.0	1414526.0	757850.0	1173026.0	1517775.0	1328843.0	1365243.0	1174773.0	1342441.0	1404112.0	1346994.0	1619156.0	1417172.0	1165085.0	804898.0	793134.0	1410648.0	1072054.0	1416083.0	1294857.0	1381828.0	1289719.0	1117457.0	1134856.0	1168631.0	1021835.0	1169280.0	1349006.0	1431778.0
CM_madagascar__V07_01_2FE__bin.26	1648649.0	1198227.0	1594622.0	1656120.0	1565535.0	1750817.0	1610860.0	1115429.0	1610583.0	1448707.0	1565979.0	1317980.0	1541228.0	1566973.0	1490460.0	1587171.0	1668999.0	1572318.0	765397.0	1400733.0	1585306.0	1581279.0	1538680.0	1357354.0	1521077.0	1596917.0	1529654.0	1417172.0	1791154.0	1382339.0	1008198.0	841216.0	1603064.0	1246724.0	1637778.0	1451680.0	1566643.0	1469128.0	1328875.0	1169284.0	1260740.0	1231562.0	1395502.0	1546495.0	1637704.0
RampelliS_2015__H2__bin.18	1346253.0	1083358.0	1349716.0	1379157.0	1326045.0	1373602.0	1357517.0	967656.0	1350584.0	1239915.0	1320466.0	1262861.0	1289498.0	1353237.0	1258592.0	1352714.0	1388474.0	1343088.0	507827.0	1300869.0	1337438.0	1304905.0	1306528.0	1203685.0	1340308.0	1346098.0	1285296.0	1165085.0	1382339.0	1530723.0	985067.0	548526.0	1335585.0	1074546.0	1354975.0	1265640.0	1366495.0	1310836.0	1133633.0	935026.0	1067586.0	1211382.0	1288360.0	1318312.0	1364799.0
BritoIL_2016__W3.18.ST__bin.41	985934.0	825005.0	970792.0	1014760.0	954491.0	999298.0	979995.0	741485.0	973556.0	892001.0	948383.0	955641.0	924565.0	954680.0	886983.0	973595.0	1013984.0	955103.0	174495.0	995542.0	953119.0	957010.0	942784.0	871411.0	968770.0	954403.0	952836.0	804898.0	1008198.0	985067.0	1113332.0	190605.0	968932.0	788747.0	1070374.0	890417.0	966506.0	956103.0	829201.0	535677.0	784219.0	982919.0	1053810.0	931474.0	1032106.0
Obregon-TitoAJ_2015__SM01__bin.23	849612.0	491622.0	800377.0	884200.0	778991.0	841903.0	807830.0	494593.0	812271.0	709825.0	787472.0	523275.0	751056.0	779191.0	787138.0	772781.0	842140.0	783167.0	756904.0	595764.0	811946.0	741296.0	760020.0	634007.0	714868.0	816446.0	739850.0	793134.0	841216.0	548526.0	190605.0	975962.0	795285.0	593671.0	848729.0	709676.0	773571.0	670830.0	608086.0	804381.0	614519.0	421141.0	595096.0	786657.0	839293.0
ZellerG_2014__CCIS59132091ST-4-0__bin.40	1590641.0	1173937.0	1675051.0	1607367.0	1559255.0	1603591.0	1672125.0	1101383.0	1666335.0	1473668.0	1635325.0	1299689.0	1527634.0	1554101.0	1480144.0	1541518.0	1611460.0	1562718.0	821703.0	1332608.0	1572486.0	1494167.0	1600299.0	1341976.0	1576109.0	1643880.0	1590753.0	1410648.0	1603064.0	1335585.0	968932.0	795285.0	1825277.0	1212844.0	1579792.0	1437542.0	1626545.0	1481300.0	1276029.0	1175085.0	1261618.0	1193764.0	1336640.0	1517054.0	1585855.0
LiuW_2016__SRR3992967__bin.11	1239646.0	982122.0	1222366.0	1264702.0	1209138.0	1247537.0	1223782.0	894026.0	1221054.0	1116598.0	1196589.0	1036289.0	1159335.0	1203104.0	1152309.0	1203093.0	1247384.0	1210545.0	551214.0	1085559.0	1192843.0	1191598.0	1178328.0	1073340.0	1164327.0	1208917.0	1163330.0	1072054.0	1246724.0	1074546.0	788747.0	593671.0	1212844.0	1369692.0	1226653.0	1135691.0	1197287.0	1155316.0	1040311.0	880405.0	977416.0	968594.0	1072899.0	1195828.0	1243952.0
BritoIL_2016__W2.61.ST__bin.113	1628084.0	1184005.0	1589292.0	1669285.0	1550178.0	1634984.0	1596387.0	1099357.0	1593245.0	1424893.0	1550992.0	1289005.0	1518823.0	1557040.0	1485064.0	1563506.0	1665959.0	1555697.0	775289.0	1387022.0	1570585.0	1511032.0	1531499.0	1345372.0	1497751.0	1559528.0	1504069.0	1416083.0	1637778.0	1354975.0	1070374.0	848729.0	1579792.0	1226653.0	1914801.0	1434728.0	1545971.0	1445475.0	1280883.0	1150705.0	1249872.0	1210892.0	1506703.0	1530083.0	1721849.0
Obregon-TitoAJ_2015__SM40__bin.28	1439008.0	1083293.0	1446377.0	1464755.0	1479868.0	1458103.0	1445972.0	1023845.0	1442560.0	1338191.0	1423424.0	1244078.0	1404513.0	1516798.0	1368121.0	1433659.0	1464211.0	1480008.0	676691.0	1224941.0	1453849.0	1390695.0	1402094.0	1247103.0	1368681.0	1448580.0	1393480.0	1294857.0	1451680.0	1265640.0	890417.0	709676.0	1437542.0	1135691.0	1434728.0	1560315.0	1429505.0	1345587.0	1173379.0	1093626.0	1199004.0	1105916.0	1226236.0	1393213.0	1453461.0
VogtmannE_2016__MMRS65742083ST-27-0-0__bin.7	1561686.0	1163338.0	1645920.0	1575573.0	1524262.0	1572447.0	1627253.0	1093872.0	1643298.0	1455885.0	1616547.0	1300943.0	1499563.0	1532627.0	1453224.0	1538599.0	1580996.0	1543092.0	763097.0	1327459.0	1558367.0	1477244.0	1568813.0	1306539.0	1538626.0	1616034.0	1577592.0	1381828.0	1566643.0	1366495.0	966506.0	773571.0	1626545.0	1197287.0	1545971.0	1429505.0	1756927.0	1474982.0	1256925.0	1143524.0	1243686.0	1194711.0	1322863.0	1487288.0	1562873.0
RampelliS_2015__H17__bin.74	1451449.0	1145438.0	1491085.0	1476694.0	1441284.0	1476848.0	1491452.0	1048818.0	1487374.0	1376402.0	1463453.0	1265293.0	1392829.0	1447164.0	1365006.0	1431540.0	1478609.0	1452689.0	646507.0	1288127.0	1441335.0	1396974.0	1437366.0	1261839.0	1425549.0	1493723.0	1425467.0	1289719.0	1469128.0	1310836.0	956103.0	670830.0	1481300.0	1155316.0	1445475.0	1345587.0	1474982.0	1631820.0	1204991.0	1036624.0	1178091.0	1169071.0	1275971.0	1402169.0	1463324.0
CM_madagascar__A72_01_1FE__bin.2	1300596.0	1024937.0	1273905.0	1303782.0	1249552.0	1335418.0	1271516.0	938959.0	1276643.0	1188097.0	1252399.0	1102430.0	1218721.0	1254054.0	1205223.0	1261287.0	1310103.0	1260320.0	562226.0	1135387.0	1252589.0	1273535.0	1220985.0	1115449.0	1210974.0	1270919.0	1230607.0	1117457.0	1328875.0	1133633.0	829201.0	608086.0	1276029.0	1040311.0	1280883.0	1173379.0	1256925.0	1204991.0	1359286.0	898285.0	1035530.0	1027282.0	1133292.0	1247444.0	1292013.0
Obregon-TitoAJ_2015__SM18__bin.25	1160863.0	808236.0	1159963.0	1175275.0	1187075.0	1175593.0	1164349.0	764630.0	1170079.0	1041252.0	1148668.0	911705.0	1120521.0	1211661.0	1105995.0	1143267.0	1183760.0	1188322.0	796492.0	901018.0	1207619.0	1083749.0	1109421.0	958630.0	1064941.0	1182310.0	1096038.0	1134856.0	1169284.0	935026.0	535677.0	804381.0	1175085.0	880405.0	1150705.0	1093626.0	1143524.0	1036624.0	898285.0	1424467.0	916545.0	764661.0	931900.0	1126125.0	1161493.0
Obregon-TitoAJ_2015__SM34__bin.32	1249694.0	952076.0	1264769.0	1272512.0	1254617.0	1266985.0	1265084.0	926317.0	1263688.0	1169572.0	1252169.0	1044453.0	1291327.0	1257972.0	1188428.0	1241754.0	1270190.0	1256620.0	594359.0	1055181.0	1340582.0	1206141.0	1223118.0	1077638.0	1197524.0	1259230.0	1227575.0	1168631.0	1260740.0	1067586.0	784219.0	614519.0	1261618.0	977416.0	1249872.0	1199004.0	1243686.0	1178091.0	1035530.0	916545.0	1359924.0	958660.0	1057144.0	1214942.0	1265602.0
