	ZeeviD_2015__PNP_Main_74__bin.26	VogtmannE_2016__MMRS51307502ST-27-0-0__bin.2	CosteaPI_2017__SID713A028-11-0-0__bin.27	LeChatelierE_2013__MH0012__bin.43	Obregon-TitoAJ_2015__SM33__bin.2	CM_madagascar__A32_01_1FE__bin.33	LeChatelierE_2013__MH0126__bin.25	CM_madagascar__A81_01_1FE__bin.49	CosteaPI_2017__SID713B046-11-0-0__bin.58	SmitsSA_2017__TZ_12739__bin.4	XieH_2016__YSZC12003_37331__bin.27	Obregon-TitoAJ_2015__SM44__bin.22	Obregon-TitoAJ_2015__SM43__bin.46	Obregon-TitoAJ_2015__SM32__bin.23	VatanenT_2016__G78741__bin.11	CM_madagascar__A94_02_1FE__bin.50	BritoIL_2016__W1.51.ST__bin.59	Obregon-TitoAJ_2015__SM31__bin.9	Obregon-TitoAJ_2015__SM39__bin.44	RampelliS_2015__H16__bin.32	Obregon-TitoAJ_2015__SM25__bin.5	CM_madagascar__A89_02_1FE__bin.31	ZeeviD_2015__PNP_Main_301__bin.19	RampelliS_2015__H8__bin.8	NielsenHB_2014__MH0126__bin.53	CM_madagascar__A53_01_1FE__bin.21	ZellerG_2014__CCIS31434951ST-20-0__bin.24	Obregon-TitoAJ_2015__SM02__bin.18	CM_madagascar__V07_01_2FE__bin.26	RampelliS_2015__H2__bin.18	BritoIL_2016__W3.18.ST__bin.41	Obregon-TitoAJ_2015__SM01__bin.23	ZellerG_2014__CCIS59132091ST-4-0__bin.40	LiuW_2016__SRR3992967__bin.11	BritoIL_2016__W2.61.ST__bin.113	Obregon-TitoAJ_2015__SM40__bin.28	VogtmannE_2016__MMRS65742083ST-27-0-0__bin.7	RampelliS_2015__H17__bin.74	CM_madagascar__A72_01_1FE__bin.2	Obregon-TitoAJ_2015__SM18__bin.25	Obregon-TitoAJ_2015__SM34__bin.32	NielsenHB_2014__MH0012__bin.23	BritoIL_2016__W2.6.ST__bin.33	SmitsSA_2017__TZ_65642__bin.12	BritoIL_2016__WL.43.ST__bin.16
XieH_2016__YSZC12003_37331__bin.27	0.9213902679829088	0.6789618177603252	0.9700662396607174	0.9277488753143412	0.9041248868842177	0.9269881018083227	0.9603585814427749	0.6415379980771788	0.969320175619239	0.8585820311534691	1.0	0.7548132309868403	0.8838411236618801	0.8996720377786119	0.8644746426482685	0.8923449593018535	0.9316727720750818	0.9076333883663433	0.46272033306934746	0.7719385779831088	0.9093596911247798	0.8645999672861509	0.9258025189663835	0.770968341702038	0.9076080880873342	0.9393458171578255	0.9320799300535543	0.8194630927767115	0.921388502847164	0.7769339121409566	0.5580082443606855	0.46333165841563767	0.9621902039673191	0.7040473385871618	0.912570473044612	0.8375121941461038	0.9511416309618931	0.8610644003892712	0.7368847472266775	0.6758516485779478	0.7367494201529078	0.6900062721156799	0.7718591468745918	0.8740046105345655	0.9249064183865954
Obregon-TitoAJ_2015__SM44__bin.22	0.9145325972951367	0.7389280737289994	0.9190565838121575	0.9303991295337078	0.9712502303330599	0.925588584168079	0.9191925065912039	0.6683154893815584	0.9152339308097004	0.8533169011568149	0.8988209049234174	1.0	0.8851088187960184	0.9332107692878978	0.8610988305736572	0.9147967358915308	0.9283679948097117	0.9838735329623248	0.3410253481970264	0.8968864575370933	0.906106085627147	0.881256038579649	0.8875239003391764	0.7993982964812115	0.899291029587026	0.9055224584367059	0.8775658051918298	0.8011954198227259	0.9234201253992732	0.8848019415938417	0.6695535076834905	0.36662367116216077	0.9106048493604273	0.7260581483253823	0.9031192876525366	0.8716419541772082	0.9114834429940565	0.8865058807620924	0.772398707752713	0.6387705013939091	0.7317781151714343	0.8289965325678685	0.8845574207181347	0.8729171060218696	0.919579956574774
Obregon-TitoAJ_2015__SM43__bin.46	0.8810181376128978	0.6483202832499791	0.8841774287483938	0.89208143436902	0.8730823541918963	0.8866832527525353	0.8868773862239191	0.6457977036783671	0.8906260111118302	0.7983554121638486	0.8679175949636231	0.7299066079335879	1.0	0.876799201279432	0.8216023175838703	0.8616723905225888	0.8923662790160206	0.8789670250432178	0.41730260785963225	0.7357727898828728	0.9957625747644976	0.8293613008791473	0.8567849648248639	0.7364742126038846	0.8366222393758147	0.879838892329879	0.8414235761234319	0.837640862322391	0.8904879221247446	0.7450438186978267	0.534193490982038	0.43394377524890687	0.8826336054283417	0.6698384763295832	0.8775428018082146	0.8114969770645171	0.8664147938949646	0.8047462167084207	0.7041504118402928	0.6474125937156222	0.7461005750048534	0.6563537111848613	0.7401188374178399	0.8347629491647639	0.8831518724635538
Obregon-TitoAJ_2015__SM32__bin.23	0.9111808112454416	0.6801907474244641	0.9148686104246013	0.9267079237244895	0.9307229798918761	0.920488281502004	0.9163494776204312	0.640456588011603	0.9116887047074569	0.8358683042809671	0.8967721200505313	0.7811671227542136	0.890007635996392	1.0	0.8617872923413654	0.9011965406942305	0.9322976842169467	0.9355884350430067	0.4380457948649977	0.7741369623279115	0.9219791188928157	0.8646704381372861	0.8808549970030767	0.7720373565611507	0.8670791199484834	0.9123707833406253	0.8747684862077014	0.823940432190358	0.9190015494855965	0.7936492203894007	0.5599026908969774	0.45698154106371425	0.9114523524381819	0.7055989096125582	0.9131760232059221	0.8895748122377692	0.8988582367299637	0.8487357206280989	0.7354801704551452	0.7106174365807627	0.737778007157427	0.6916347718174258	0.7757890822846056	0.8768798216156173	0.9159541887135046
VatanenT_2016__G78741__bin.11	0.8314906865259769	0.597305571279475	0.8216404494878916	0.8329544851497408	0.8161965337602377	0.8279400903928817	0.8240390228370275	0.5614723558755373	0.8190378951371814	0.7539121234366984	0.8121920937184908	0.679400461693584	0.7860747864003821	0.8122855159116237	1.0	0.8057205338663742	0.832815733845147	0.8194276149369373	0.40498354884930393	0.6904767959172843	0.8102009295784613	0.7734942995878368	0.7857674329129151	0.6950246325025208	0.7755683828341972	0.812516031027224	0.7875231067909643	0.7305941651483256	0.823917408147742	0.6957421591693054	0.49031891793883003	0.43512519679467904	0.8182147848083352	0.6369895499814261	0.8209345314959934	0.7562891378181883	0.8033335691921247	0.7545671843767137	0.6662400939307637	0.6113874467106544	0.6569559179918982	0.6174665227928039	0.6948903035502645	0.815233013744671	0.8381009976826874
CM_madagascar__A94_02_1FE__bin.50	0.9207043518589183	0.694437040994241	0.9089091880404601	0.9288920459548787	0.9016425875156304	0.9362707745052571	0.9105999142895721	0.6454394420603378	0.9124767378376316	0.8191016842686142	0.8903417263019473	0.7665048344203685	0.8755114740432427	0.9020811196364938	0.8556612911747612	1.0	0.9347626232087402	0.9113343235040301	0.41861149106791673	0.7923887965903688	0.913974909152817	0.8837842915093841	0.8684045532197181	0.7717091011559166	0.8559706705960397	0.9127362173522523	0.8643926007244292	0.812825450126511	0.9317609970588407	0.7941212039379832	0.5715564661473163	0.4536670560816245	0.9049600507217874	0.706285040007984	0.9178682759875778	0.8416405915193641	0.9032464292213853	0.8403966161992709	0.7404482772791049	0.671163724529033	0.7289812787291374	0.7055946601229299	0.7969226434035259	0.8679519317134454	0.9266659230602146
BritoIL_2016__W1.51.ST__bin.59	0.8921898344633004	0.6521234704319128	0.8754337823439425	0.9061422984660623	0.8583276199154866	0.9017012547152607	0.8770063025266925	0.6062038248063165	0.8769175574097032	0.7898429049090661	0.8568546674249684	0.7170183372303623	0.8357620094059002	0.8602020899475051	0.8152413244884034	0.8616306698795285	1.0	0.8608747129988328	0.41453006484345956	0.7608503080916608	0.863225917470288	0.8351240185953488	0.8387668974220085	0.7406575472040148	0.8265162833761457	0.8699856979668169	0.8336066935463361	0.7785371016818823	0.9031433628663375	0.7513432168697974	0.5486959067397046	0.45570617574022354	0.8720073550221349	0.6749953598208648	0.901498331429462	0.7923266859272431	0.8555224084126042	0.8001178578443919	0.7089344146529011	0.6405665834591007	0.6873363423700033	0.6700976033948254	0.7596571191711639	0.854889287760912	0.9033230176153646
Obregon-TitoAJ_2015__SM31__bin.9	0.9199665331070245	0.680513954185905	0.9220655223764535	0.9303398667054112	0.9716069312250671	0.9248696317180081	0.9214323175355644	0.6411476735422695	0.9169390772749624	0.8377171416092758	0.9019228261867329	0.8210404087591582	0.8894616121757749	0.9327083919228086	0.8666884556174858	0.9076380407016822	0.9301545241988907	1.0	0.43639390135452044	0.7824008812246872	0.9144612175190181	0.8671462574553584	0.885643088800109	0.7729910947895369	0.867992284606574	0.907751467976966	0.8774260427854699	0.8270403608156708	0.9192976629888555	0.7852722283840647	0.5584264479664068	0.457899478877678	0.9136847668923324	0.7077774276214125	0.9095797519450731	0.8653261589607255	0.902209902435003	0.8493533768293803	0.7368797092052081	0.6947841578346382	0.7347164055013398	0.6971240338948763	0.7763781267777825	0.8755235048794192	0.9217240711972483
Obregon-TitoAJ_2015__SM39__bin.44	0.7461370277204858	0.4475211646843275	0.7746085731126483	0.7546842017136934	0.728612949776763	0.7437173770599695	0.7938970603180195	0.4498266078336674	0.7939338390080594	0.699487130845997	0.7611572511607064	0.4710953371396051	0.6990409472641977	0.7228987027768878	0.7090660438808487	0.6901492150169327	0.7414264518145928	0.7223963832997647	1.0	0.48021354868869454	0.7570002913259395	0.6647670795881174	0.7555572116720076	0.5797144231504432	0.7087030962817712	0.7778073512858508	0.7255516077610779	0.7334929012288922	0.7407973426428586	0.4915055743911917	0.16888677680271233	0.7325773054189528	0.7952936826792695	0.5334981276743189	0.7503714163763893	0.6549423300461572	0.7385712640351837	0.6257284358313484	0.5441562049037608	0.7708929575583595	0.5752564587735081	0.377076423214322	0.5126775176707088	0.7073480919118821	0.7317226848056585
RampelliS_2015__H16__bin.32	0.9046280312371557	0.7149211672831894	0.8849788738183313	0.9477234689683518	0.8690255651459105	0.9174957665433621	0.8941987669543773	0.6349658857377724	0.8856897657213317	0.8102760378133991	0.8627873407316071	0.8418308261405671	0.8374530209617755	0.8680424167694205	0.8214168516235101	0.8876369913686807	0.9246480887792848	0.8800177558569667	0.32628688861487876	1.0	0.8645464858199753	0.8577413892314015	0.8454148787505138	0.7808736539251953	0.8779488697081792	0.8724826962597616	0.8429862720920674	0.7714104397862721	0.9211561035758323	0.8554831072749691	0.6546926428277846	0.3917889025893958	0.8763554459515002	0.7138900123304562	0.9121394163584052	0.8055510069872586	0.8729693382655158	0.8471036580353473	0.7466581175503494	0.592531360460337	0.6939127003699137	0.7949270859021784	0.8987265104808878	0.8607394985614468	0.914754130702836
Obregon-TitoAJ_2015__SM25__bin.5	0.8217491573532021	0.6051278840434524	0.8230186060587087	0.8361905060054889	0.8114589529265671	0.8303201536069457	0.8265874630852873	0.6034285028540421	0.8444635757442945	0.7409943753978441	0.8064025503761909	0.6747790334867316	0.8992236170679022	0.8202370889814148	0.7647199699464672	0.8123188178943743	0.8323325924302664	0.8160609001450501	0.40809045278569117	0.6859358857965752	1.0	0.771771593150299	0.7926066222124827	0.6844707760698745	0.7796679502029658	0.8345693892245563	0.7843585970843899	0.791918417180603	0.827153575639942	0.697825292969769	0.4973019649584155	0.42364315603836	0.820464577528723	0.6223810120109778	0.8194727065919503	0.7585642133383422	0.813097809640088	0.7520348746204176	0.6535542476703294	0.6300905780087448	0.6994657149714596	0.6131353765561574	0.6923911342078076	0.7765921589497959	0.8197664590051028
CM_madagascar__A89_02_1FE__bin.31	0.9478874869488495	0.7246092121522856	0.9291728526112879	0.9567268025521144	0.920756027173771	0.9863477809621825	0.9280932937930657	0.6739583035184284	0.931766282671432	0.8514309287690291	0.9143346744336828	0.7826334764033953	0.8931603882180622	0.917366150262143	0.8706439646128709	0.9367254087701243	0.9602784577304501	0.9228336334527589	0.4273696471616003	0.8115687638522641	0.9203702482300835	1.0	0.8957189737284539	0.8020213572201018	0.8829279128488032	0.9330306420481627	0.8948478599846436	0.8268381433330554	0.9839099069277187	0.8119433427621026	0.5954746885457254	0.46125223845120955	0.9297067208914231	0.7414409963550113	0.9402005303838251	0.8653239485346	0.9191768224010632	0.8692308936755898	0.7924241726597219	0.6743347491005751	0.7504900014808934	0.7330695932769931	0.8118419202333589	0.9025976611840427	0.9536312376410737
ZeeviD_2015__PNP_Main_301__bin.19	0.8668843140397848	0.6397716968169072	0.921212519406167	0.8808760117969106	0.8591994435718788	0.8738447631244028	0.9164774429681	0.605466747699155	0.9198701592197772	0.8077881812265547	0.8912144508189247	0.7174807580880033	0.8399074054669743	0.8506882003141236	0.805102894457072	0.8378417566907026	0.877933014527509	0.8579533708250191	0.4421558870990124	0.7281363792637636	0.8604098333264422	0.8153529755933997	1.0	0.7324998994645852	0.8650939340612286	0.8852661526427787	0.8695265546598306	0.773269134155024	0.8715032791537127	0.7400131517314464	0.533989749352467	0.4304728223037959	0.9064040776031451	0.6674010943917098	0.8674359844286218	0.7941414190616279	0.8885705110087695	0.8141193635740085	0.6915618785566173	0.6283723967699529	0.6927700027243682	0.6524884355953141	0.7311898238902731	0.8259208052801766	0.8693889202609729
RampelliS_2015__H8__bin.8	0.904715398695548	0.7012815633555978	0.896930570853814	0.9197198858117854	0.8887812696961581	0.9159798391887347	0.9149025285588	0.6484604526315577	0.8974729178874509	0.8248266066863066	0.8795197543866008	0.7658409970056805	0.8555833217547612	0.8835873571388777	0.8439228605315672	0.8823455972227536	0.918719094441547	0.8874106352373876	0.40203823143854195	0.797019239224041	0.8805373262962464	0.8651770917445787	0.8680660294089021	1.0	0.8717423099822059	0.9046663995204793	0.8601301767125044	0.7885329848350909	0.9110852914544767	0.8079393430485944	0.5849098650106288	0.42555917791466225	0.9007632460543917	0.7204489666879443	0.90304271452745	0.8370824414476639	0.8769771670556396	0.8469735625957749	0.7487134360436589	0.6434531396724842	0.7233338770228102	0.7097329142225811	0.7879308990811648	0.9164946661377441	0.9108637883343033
NielsenHB_2014__MH0126__bin.53	0.8762630308095934	0.6603532539295581	0.9165917902997377	0.8853085602841819	0.8557527106405702	0.882220055257598	0.9967530356852639	0.6109325300085905	0.9324307538715145	0.8172093752176639	0.8953576652504005	0.745014627011214	0.8404721274175199	0.8581417891388637	0.8143513036613963	0.8463171275336073	0.8865553388590931	0.8616981263495159	0.42501741310858815	0.7749013257180005	0.8673446170276985	0.8236324905388777	0.8865385061874579	0.7538366882589214	1.0	0.9086096213229319	0.8710895962480555	0.7792023635392724	0.8828892990643357	0.7779642915186552	0.5623099068979127	0.41493580367300503	0.9148319054584291	0.6758184161036428	0.8693500267000999	0.79443302918437	0.8930753871514476	0.8274413178240579	0.7028940586473498	0.6181311090989297	0.6950871816303313	0.6892166422883147	0.7735152422743842	0.8492878038587449	0.8766873302221913
CM_madagascar__A53_01_1FE__bin.21	0.8426250257479136	0.626816791418746	0.8708862551648852	0.8605833638937339	0.823638367824449	0.8551554109473476	0.8857021502634936	0.590718615621838	0.8706967718104123	0.7860317767843504	0.8497471514956677	0.687907076511356	0.810518774553663	0.8280140494455749	0.7823293997795393	0.8275334217234149	0.8557217319843112	0.8263656507129844	0.4277405759974622	0.7061549622550223	0.8513545664690043	0.7981235825341056	0.8319059098048588	0.7173706736186477	0.8331886482438459	1.0	0.828083775061968	0.7473478983581481	0.8499696347601892	0.7164695631716745	0.5079873088733032	0.4345587832188006	0.8749660021088007	0.6434540686493935	0.8300690922310228	0.771016285455609	0.8601447844440553	0.7950439457673091	0.6764550432112532	0.6292923169290071	0.6702334956538586	0.6297266383257761	0.7022726825147848	0.8111010632890372	0.8366243646851995
ZellerG_2014__CCIS31434951ST-20-0__bin.24	0.9009826183963238	0.6637436217891683	0.9494638194124626	0.9089731546123827	0.8874313405667511	0.9094656166328012	0.9402962221127862	0.6301527459930558	0.9452397604257994	0.8437151382115647	0.9365350656014984	0.7404861126301433	0.8609566296443218	0.8817919705634226	0.8422241547595892	0.870478350293615	0.910727218015242	0.8872019584972164	0.44318330287714874	0.7578275153251461	0.8887290045941445	0.8502176469301526	0.9075903590952651	0.7575756680013787	0.8872285620877552	0.9197736211802416	1.0	0.7963305963165259	0.9043175262680897	0.7598553001151048	0.5633079732143227	0.4373925880031995	0.9404386991198941	0.6877501107004962	0.8891919070695199	0.8238126965340251	0.9326580356736414	0.8427231198799173	0.7275236609378297	0.6479676925996497	0.7257311701264143	0.6813132241719041	0.7572924875598654	0.8553615989585581	0.8997694946677537
Obregon-TitoAJ_2015__SM02__bin.18	0.8859127841912701	0.6356342440135478	0.8776282211226095	0.8871751702738958	0.8670548112720454	0.8808539757750334	0.8827704063104481	0.616540963316691	0.8739991699379183	0.7976717499734429	0.8601691251491518	0.7062512815318598	0.8953812974166788	0.8676656233247445	0.8162518003206609	0.8551214336357954	0.8885666359510758	0.8736193424228426	0.46805249154497774	0.7244675621126068	0.937386514949764	0.8207010318956296	0.8431818799423897	0.7255465192977082	0.829099234415955	0.867187596500893	0.8319111932389467	1.0	0.8752535271462416	0.7195631551252628	0.49710960525113085	0.48984409161316145	0.8712242674578607	0.6621066778000391	0.8745809545219855	0.7997110840462562	0.8534248707351237	0.7965378258796558	0.6901478301040789	0.7008935519492872	0.7217531849926752	0.6310911363698124	0.7221540111020803	0.8331538159386742	0.8842742762278619
