	ZeeviD_2015__PNP_Main_74__bin.26	VogtmannE_2016__MMRS51307502ST-27-0-0__bin.2	CosteaPI_2017__SID713A028-11-0-0__bin.27	LeChatelierE_2013__MH0012__bin.43	Obregon-TitoAJ_2015__SM33__bin.2	CM_madagascar__A32_01_1FE__bin.33	LeChatelierE_2013__MH0126__bin.25	CM_madagascar__A81_01_1FE__bin.49	CosteaPI_2017__SID713B046-11-0-0__bin.58	SmitsSA_2017__TZ_12739__bin.4	XieH_2016__YSZC12003_37331__bin.27	Obregon-TitoAJ_2015__SM44__bin.22	Obregon-TitoAJ_2015__SM43__bin.46	Obregon-TitoAJ_2015__SM32__bin.23	VatanenT_2016__G78741__bin.11	CM_madagascar__A94_02_1FE__bin.50	BritoIL_2016__W1.51.ST__bin.59	Obregon-TitoAJ_2015__SM31__bin.9	Obregon-TitoAJ_2015__SM39__bin.44	RampelliS_2015__H16__bin.32	Obregon-TitoAJ_2015__SM25__bin.5	CM_madagascar__A89_02_1FE__bin.31	ZeeviD_2015__PNP_Main_301__bin.19	RampelliS_2015__H8__bin.8	NielsenHB_2014__MH0126__bin.53	CM_madagascar__A53_01_1FE__bin.21	ZellerG_2014__CCIS31434951ST-20-0__bin.24	Obregon-TitoAJ_2015__SM02__bin.18	CM_madagascar__V07_01_2FE__bin.26	RampelliS_2015__H2__bin.18	BritoIL_2016__W3.18.ST__bin.41	Obregon-TitoAJ_2015__SM01__bin.23	ZellerG_2014__CCIS59132091ST-4-0__bin.40	LiuW_2016__SRR3992967__bin.11	BritoIL_2016__W2.61.ST__bin.113	Obregon-TitoAJ_2015__SM40__bin.28	VogtmannE_2016__MMRS65742083ST-27-0-0__bin.7	RampelliS_2015__H17__bin.74	CM_madagascar__A72_01_1FE__bin.2	Obregon-TitoAJ_2015__SM18__bin.25	Obregon-TitoAJ_2015__SM34__bin.32	NielsenHB_2014__MH0012__bin.23	BritoIL_2016__W2.6.ST__bin.33	SmitsSA_2017__TZ_65642__bin.12	BritoIL_2016__WL.43.ST__bin.16
XieH_2016__YSZC12003_37331__bin.27	0.8877461923080092	0.6533255745811039	0.9538705308233888	0.8947749628438925	0.8773036492416388	0.8930963187505663	0.9439740030807502	0.6187542142615908	0.9529850210580694	0.8394985602376108	1.0	0.7321012293582083	0.8536125856532121	0.8729037542083777	0.8252650939699432	0.8585949754822645	0.8974114872680758	0.8809321799544124	0.4544141926327941	0.7438446774685129	0.8781715076495099	0.8330899407267417	0.9099957283714974	0.7361769277930037	0.8922208114211343	0.9193444756546595	0.9168544574972964	0.7920876025102583	0.8875808579265775	0.7428079544077204	0.537290846123703	0.4471400682283803	0.9442534829070138	0.6787988368932198	0.8790328938929833	0.8129573907998772	0.9348376604655486	0.8412984103187482	0.7098010927367018	0.6560274090278455	0.7137049846256677	0.6650966764847439	0.7433886840677671	0.8357805959804329	0.8908746012264163
Obregon-TitoAJ_2015__SM44__bin.22	0.8832339252046374	0.7133794956984644	0.8909780204458687	0.9003167561258085	0.9711220145157121	0.8940166652537237	0.8909163647522808	0.6415765360850456	0.8874909705937374	0.8267019598803599	0.8717757750576096	1.0	0.851271753775185	0.9152976884019336	0.8261449567394228	0.883234625837519	0.8967491334922836	0.9836969734761409	0.3303498049788374	0.8668888607078774	0.8711823390068248	0.8513607341511588	0.8603169242777001	0.7662170238376326	0.8717288326545368	0.8777542754370022	0.8505998468416521	0.7706169983345956	0.8918853400276471	0.8489064171666266	0.6472635731856586	0.35430023940625566	0.8822180075261985	0.702396374645217	0.872816915519789	0.8549283567846836	0.8837951321428646	0.8591349566063025	0.7463393683514319	0.6261289823097204	0.7070030358422763	0.8020866248482253	0.8550635789308482	0.8376227246071376	0.8886301996593523
Obregon-TitoAJ_2015__SM43__bin.46	0.8427940659868913	0.6194435071598272	0.8537071404139666	0.8535326514009965	0.8398473972248157	0.8477467806199329	0.8565209201926544	0.6310360487367458	0.8599702559788487	0.7707243258484094	0.838233662743938	0.7020028103131095	1.0	0.843702333299437	0.7791616207371526	0.823565030090688	0.8531917622696976	0.8456523346861047	0.4027876642045612	0.7032600556515951	0.9956447080140145	0.7928145193347692	0.8270103214295619	0.6989792970519446	0.8079644412191582	0.8496713597663003	0.8123075998631821	0.8254740092259621	0.8512816275780463	0.708031347933403	0.5109379188891868	0.41513825076497834	0.8519974947537741	0.6404809887864809	0.8390182855241142	0.7812294888743033	0.8364928170615588	0.7768198857385854	0.6732138565076312	0.6227067983692789	0.742441505736182	0.6275676462703262	0.7072195695783605	0.7935032309356309	0.8442523781350244
Obregon-TitoAJ_2015__SM32__bin.23	0.8802421232527233	0.6565883634921956	0.8874722740607196	0.8964120200670701	0.9128229610071539	0.8889337873486436	0.8887725047827612	0.6152707025233977	0.8842360660660309	0.8100367020471743	0.8700901188329946	0.7661725359836067	0.8564121842820462	1.0	0.826068189095891	0.8698285478352361	0.9007173848530451	0.9176391516654331	0.425180724446097	0.7479165224898274	0.8869995695221696	0.835278889812924	0.8541325285235548	0.7399884580331034	0.8408985608903267	0.8842407579224928	0.8483943880704857	0.7928293184726599	0.8875678706361336	0.761711166970269	0.541138783941183	0.4418426797068997	0.8836484110441609	0.6824217251721618	0.8823235480756937	0.8886563813353258	0.8718120301545614	0.8224232031069474	0.7104889970101144	0.7101277240625378	0.7153650088382846	0.6686663749895899	0.7494038409882926	0.8416926575965261	0.8851439402914346
VatanenT_2016__G78741__bin.11	0.7971837354725726	0.5724431064371761	0.7839249703702393	0.7996342714616758	0.7825424324706798	0.7943252374803205	0.7865247607507385	0.5320758742990572	0.7818177194813466	0.7202348047973678	0.7753538987458208	0.6518221197219225	0.7454693000300721	0.7786181475650528	1.0	0.7725882701526596	0.7987160805575702	0.7858509048132882	0.38641464417753096	0.6629985096672623	0.7681664706090463	0.7422089207691355	0.7497927022341724	0.668770785055987	0.7402382100086679	0.7758116122127682	0.751642903893439	0.6933347411154941	0.790468946241885	0.6708901974138084	0.4707820708991527	0.4166143354973378	0.7809177707806335	0.6107965098795352	0.7872815357945199	0.7249573242999416	0.7668436344660453	0.7208517229484708	0.6393897817126887	0.5858334365215546	0.6249325591268508	0.5929401567281668	0.6665999628522404	0.7856530045461783	0.8038736489713609
CM_madagascar__A94_02_1FE__bin.50	0.894970676466617	0.677082440516376	0.8744535960220968	0.9031736340634374	0.8705514233214553	0.9109991135428346	0.8761413869825819	0.6163472094211023	0.8778127403267564	0.7885142156028203	0.8566675081160731	0.7400590580071739	0.8367920817654	0.8706823371942164	0.8204753993460177	1.0	0.9118585660528	0.8801222254184253	0.40304154607522563	0.7695093958588949	0.8731151044082165	0.8598382068908835	0.835157713057925	0.7392624206738249	0.8235973723296212	0.8779413059686159	0.831581944452598	0.7772468166794841	0.9064382620743097	0.7619163912387504	0.557141850758185	0.4409554951538385	0.8705578809564344	0.6865493333959528	0.8944757868041164	0.8124837825303363	0.8692962939045796	0.8083385679313847	0.7203145455292619	0.6472252716609624	0.6988675656477301	0.6860896671969755	0.7764501793461352	0.8325781814125783	0.9032704985881262
BritoIL_2016__W1.51.ST__bin.59	0.8679386078596788	0.6370297658698185	0.8431311008885876	0.8829738705154629	0.8292744166767227	0.8780458108787444	0.8446608718991293	0.5787415401282151	0.8445672566232808	0.7604731413444561	0.825344739606134	0.692597737324194	0.7990723970759567	0.8310639294930868	0.7818612556676474	0.8405185312250235	1.0	0.8317993234808216	0.39907055723816537	0.7405190182409095	0.825099067148127	0.8128679337377008	0.8075740710577823	0.7100648326369908	0.7961145872621537	0.8375471931921673	0.8025312921234921	0.7445623323515453	0.879270926396207	0.7210459586068965	0.5386622972322886	0.4436465801473926	0.8393756672794048	0.6579092191566076	0.8840723619025871	0.7656647306883321	0.8239491685286006	0.7702654074239619	0.6901090861471578	0.6187336612934384	0.6594573885450616	0.6532208795615125	0.7449340878111287	0.8205124597603124	0.8867255162233109
Obregon-TitoAJ_2015__SM31__bin.9	0.8887570767803259	0.657076020246184	0.8943290455094784	0.9002956709954179	0.9713970322981242	0.8935449940859954	0.8937478768928176	0.6157925847795799	0.8897019142899073	0.8121913272569835	0.8753896139204501	0.8208930702366244	0.855749154996033	0.9148143622317576	0.8311751942734427	0.8765525358304485	0.8987392616819863	1.0	0.42351405884303006	0.7561822250104804	0.8796103948497	0.8379860928805675	0.8590555016028911	0.7405526480883704	0.8418584065104917	0.8803190229818861	0.8511664592038926	0.795718061890365	0.8882554241916991	0.7533190633245768	0.5398939513443763	0.4427364739435915	0.8858348627500735	0.6846289086366685	0.879159609131948	0.8487482364689738	0.8754106622808121	0.823341111482056	0.7120847406988172	0.6812658483921683	0.7101401060720427	0.6743508773365873	0.7504178976546865	0.8399570379577945	0.8908601587864918
Obregon-TitoAJ_2015__SM39__bin.44	0.7189798365671158	0.4306649103229072	0.7611243439117235	0.72784834016804	0.7069406227406512	0.7162001418883147	0.7798950258757442	0.4341356572303517	0.7792591416821605	0.6840507274921676	0.7474939678109034	0.45634805029389075	0.6747263617068022	0.7016677200212541	0.6765546497458884	0.6644796250896481	0.7137756519264774	0.7010753895395598	1.0	0.4627407673389747	0.7299969899545783	0.6404089403188326	0.7420604002876481	0.5532995808197195	0.6963164206204565	0.7611311189335729	0.7128000487801572	0.7077294288559796	0.7136343443279033	0.46925543477734855	0.1627457034263221	0.7054723787198499	0.7799076080591788	0.5144167625654879	0.722885152733189	0.6357777289546044	0.7255990329140241	0.6118270588565505	0.5240905259062317	0.7479343442311173	0.5576801163755182	0.3627085375921766	0.49376552810811386	0.6762468701818706	0.704872305356042
RampelliS_2015__H16__bin.32	0.8800249897246197	0.6952187422934648	0.8524521167283189	0.9272457048910809	0.8399348951911221	0.8923436087135224	0.8610768598438142	0.6063085902178381	0.8532307439375257	0.7805093300452116	0.8313870941224826	0.8136746403616933	0.8004471845458282	0.8386413481298808	0.788727661323469	0.8620073982737362	0.8999398273736128	0.8505279079325936	0.3144147965474723	1.0	0.8261997533908754	0.8340912453760789	0.8142980682285245	0.7504907521578299	0.8456503082614056	0.8402334566378956	0.8118793259350596	0.7375861898890259	0.8956396218660091	0.8218291820797369	0.6377233045622688	0.3828899301274147	0.8438398684751336	0.6990895191122072	0.8889450061652281	0.7785548705302097	0.8410831072749692	0.8160144677353062	0.7263394985614469	0.5723922729140978	0.6656815454171805	0.777665104808878	0.8759654747225648	0.8280733251130292	0.8914262227702424
Obregon-TitoAJ_2015__SM25__bin.5	0.78589571006689	0.5780797044735936	0.7944724457105886	0.7998429494203216	0.7803728516419872	0.7935353598597501	0.7981675693161777	0.5894870028905655	0.8146197915036159	0.7152620814158553	0.7787454737083763	0.6487712487869017	0.8991171774723726	0.7891175948825512	0.7250451324755555	0.7760036105980443	0.7955702344801677	0.7849601895042211	0.39353327280885747	0.6555113796449926	1.0	0.737608657087103	0.7649505890701145	0.6494401485980236	0.7528196057560864	0.8050924041782759	0.7570730154754823	0.7801145790940113	0.7905273977605943	0.6627117052249318	0.4754823696375836	0.40490822193699194	0.7919152866042638	0.5950698640286343	0.7833015058072191	0.7301839735361947	0.7848370535015496	0.7255835916058814	0.6247905122666416	0.606357157019274	0.696007471642196	0.5860631959010321	0.6614599964520135	0.7380490248254703	0.7836083022884512
CM_madagascar__A89_02_1FE__bin.31	0.9257475089258048	0.7044864846702648	0.8952299055837147	0.9319585499191732	0.8897244667228328	0.9843709749878355	0.8942405692603871	0.6434407001763384	0.8977007574956225	0.820106300765709	0.881012084836523	0.7560837961643617	0.8538022248245016	0.8861833893542433	0.8354291915193344	0.9113448876201048	0.9346870026096079	0.8918008285536152	0.41171013316840244	0.7891917184460824	0.8796295028802753	1.0	0.8628879411724444	0.7689551239532635	0.8505878151098412	0.89861231580611	0.8620597608917219	0.7908256789398297	0.981932478729269	0.7795852005241616	0.5793404175621508	0.449494069582077	0.8954196839350448	0.722119693517296	0.915378144253947	0.8361142602564311	0.8855387651838237	0.8369131960043258	0.7912326135030097	0.6509273005802862	0.7199792426039333	0.7137601126972295	0.7905170557848797	0.8664315074374447	0.9285101839418892
ZeeviD_2015__PNP_Main_301__bin.19	0.8349752229762221	0.6151056867928183	0.9055187995561714	0.8492835364903909	0.8334227296129755	0.8416207554939065	0.9004835328654519	0.5836848296873434	0.9039045689522851	0.7897405166784005	0.8759982033896577	0.6954864413125224	0.8107192841651908	0.8248809009332518	0.7682429298115542	0.8057650122030169	0.845283642972971	0.832197047147428	0.4342574850740309	0.7013361864623259	0.8303879760776688	0.7854676199500779	1.0	0.6990864587575408	0.850138795512099	0.8662578792861363	0.8550166039193519	0.7470829153797662	0.839517158138526	0.707030738915475	0.514033894311508	0.41529112507341914	0.8892167696470272	0.6432374782432867	0.8354198443881697	0.7704977550866672	0.8736029117321714	0.7953716327008004	0.6658820184339471	0.6095363080110584	0.6708351576027146	0.6287903975368541	0.7039382129164503	0.7893372422257805	0.8371388583821331
RampelliS_2015__H8__bin.8	0.8669370347175935	0.6717659369816912	0.8561035184763808	0.8832074457267013	0.8514157069876179	0.8782605427094932	0.8730934790152644	0.6148765522837979	0.8566639884925773	0.7883242349248668	0.8398297513593915	0.7340526143744786	0.8120243975618547	0.8469077828812991	0.8120445342091432	0.8452471807015742	0.8807715826263692	0.8501705909636125	0.38371925217861746	0.7660081311781751	0.8354721808861603	0.8295070347377302	0.8284686549592198	1.0	0.8318388584937385	0.8633976833458517	0.8209758085031691	0.7481583358000726	0.8733572690947435	0.7871120087580991	0.5616379417393096	0.4071119953336676	0.8598475924288891	0.691107186702295	0.8658697924113031	0.8022279186559996	0.8371978915587845	0.8093442098077555	0.7182701814513287	0.6165445379008619	0.688510230423655	0.681851041165348	0.7556981677664633	0.8929408298043859	0.8735740736638831
NielsenHB_2014__MH0126__bin.53	0.8441387476492304	0.6353991084488403	0.9007394766780433	0.8536677811056163	0.8298896008915512	0.8498281906619303	0.9967124050985582	0.5891823965080913	0.9168738826588657	0.798978430962829	0.8801780780571614	0.7221808177195792	0.8116824545517864	0.8322310835597038	0.7772544171252119	0.8143089317638318	0.8539452299691207	0.8357537554270855	0.41758898098488545	0.7463937452113951	0.837477072740359	0.7934642799099162	0.8712126488820784	0.7193302918437	1.0	0.8894552018759723	0.8565043764946251	0.7526862622181979	0.8503679970281629	0.7436395718697034	0.5414640941700912	0.4001387244317522	0.8976248519885769	0.6511864131318056	0.8376111536764878	0.7706925773722457	0.8780008590466903	0.8084784425715679	0.6770025074876368	0.5997318381277426	0.6732168976805739	0.6643994799284902	0.7449147918553086	0.811698126349516	0.8443157809198765
CM_madagascar__A53_01_1FE__bin.21	0.8115002557493028	0.6028631147763485	0.8522056447942908	0.8295756903501345	0.7986909680842966	0.8233717072609915	0.8667160245966427	0.5695539636351636	0.8519560164424712	0.7704041903498683	0.8316536201699709	0.6668121501410746	0.7827280599831914	0.8024848932266619	0.7469886251439088	0.7959865722301498	0.8238150770201933	0.8013927026553751	0.41856979454362453	0.6800536301763952	0.8212847290787224	0.7686818079479751	0.8140433778495023	0.6846459402392919	0.8156241799921545	1.0	0.8104394683182234	0.7218506775360565	0.8184185272140145	0.6850611003979683	0.4891246667408278	0.41879014878169124	0.8565845199550988	0.6199139553958313	0.799411111282616	0.7473851563211061	0.8415344319464677	0.7791273439915946	0.6513319987885838	0.6097249670400092	0.6490746984899347	0.6066038142573449	0.6761915761874778	0.7754968216296314	0.8056129653453041
ZellerG_2014__CCIS31434951ST-20-0__bin.24	0.8677866581219875	0.6381882127175805	0.9335897525334007	0.8765173653459264	0.8608833219726149	0.8759119858634431	0.9245031483871425	0.6075946747888413	0.9297470116777939	0.824850236565039	0.9212368186598766	0.7177323572377433	0.8311647465771526	0.8552061157516312	0.8038517269573	0.8374366908444039	0.8767768981514051	0.8606498015667742	0.4353943627582839	0.7298630033325432	0.8578126764335344	0.8190648424091975	0.8924452305969668	0.7230897291813602	0.8723731171308796	0.9001756428166462	1.0	0.7692463675753073	0.8708921839242187	0.7262502357373717	0.54226571547992	0.42160247023206016	0.9232320879502879	0.6629035395190426	0.8562566619824641	0.7993232046566925	0.9163340725190231	0.8234757177205334	0.7005168782046242	0.6286860013680158	0.7028520822630314	0.6565446901893643	0.7288638907100853	0.8177860964906317	0.8663364668421716
Obregon-TitoAJ_2015__SM02__bin.18	0.8471308508877464	0.6073948402748098	0.8480529362210929	0.849115218051874	0.8342562421409673	0.8426433277584124	0.8528072650195534	0.601718426143003	0.8448815308716393	0.7701790315448296	0.8314337840208108	0.6792964976815081	0.8823757562581988	0.8349034929308851	0.7746239398797893	0.8176914392436553	0.8497902610989924	0.8405329690283087	0.45161244500221104	0.6927016297379622	0.9234144208464163	0.7849558658955653	0.8146281148944264	0.688396917900437	0.8008851525115553	0.8376018123022118	0.803616822591523	1.0	0.8373448883245345	0.6839890659084116	0.47579973764109207	0.4684020563799906	0.8416267487505836	0.6333540437116622	0.835857693761441	0.770151239287629	0.8250045085217237	0.7690346081538777	0.6601538085274056	0.6738856540073964	0.7093757488469301	0.6037157630271573	0.690294202658669	0.7918872548414112	0.8454608450328442
